wfoid,Id,speciesplus_url
wfo-0001341832,79705,https://speciesplus.net/species#/taxon_concepts/79705/legal
wfo-0000878255,82143,https://speciesplus.net/species#/taxon_concepts/82143/legal
wfo-0000878265,74813,https://speciesplus.net/species#/taxon_concepts/74813/legal
wfo-0000878273,78832,https://speciesplus.net/species#/taxon_concepts/78832/legal
wfo-0000878283,74873,https://speciesplus.net/species#/taxon_concepts/74873/legal
wfo-0000878302,74958,https://speciesplus.net/species#/taxon_concepts/74958/legal
wfo-0000878312,70390,https://speciesplus.net/species#/taxon_concepts/70390/legal
wfo-0000878319,75629,https://speciesplus.net/species#/taxon_concepts/75629/legal
wfo-0000878335,72179,https://speciesplus.net/species#/taxon_concepts/72179/legal
wfo-0000878345,72156,https://speciesplus.net/species#/taxon_concepts/72156/legal
wfo-0000878354,74135,https://speciesplus.net/species#/taxon_concepts/74135/legal
wfo-0000878365,82330,https://speciesplus.net/species#/taxon_concepts/82330/legal
wfo-0000878376,74822,https://speciesplus.net/species#/taxon_concepts/74822/legal
wfo-0001335307,79734,https://speciesplus.net/species#/taxon_concepts/79734/legal
wfo-0000878388,77203,https://speciesplus.net/species#/taxon_concepts/77203/legal
wfo-0000878410,81353,https://speciesplus.net/species#/taxon_concepts/81353/legal
wfo-0000878421,78374,https://speciesplus.net/species#/taxon_concepts/78374/legal
wfo-0000878432,80260,https://speciesplus.net/species#/taxon_concepts/80260/legal
wfo-0000878443,78375,https://speciesplus.net/species#/taxon_concepts/78375/legal
wfo-0000878453,74481,https://speciesplus.net/species#/taxon_concepts/74481/legal
wfo-0000792974,75990,https://speciesplus.net/species#/taxon_concepts/75990/legal
wfo-0000878462,76942,https://speciesplus.net/species#/taxon_concepts/76942/legal
wfo-0000878471,77417,https://speciesplus.net/species#/taxon_concepts/77417/legal
wfo-0000878482,78068,https://speciesplus.net/species#/taxon_concepts/78068/legal
wfo-0001335306,81196,https://speciesplus.net/species#/taxon_concepts/81196/legal
wfo-0000878494,79365,https://speciesplus.net/species#/taxon_concepts/79365/legal
wfo-0000878505,81686,https://speciesplus.net/species#/taxon_concepts/81686/legal
wfo-0000878514,56874,https://speciesplus.net/species#/taxon_concepts/56874/legal
wfo-0000878534,69566,https://speciesplus.net/species#/taxon_concepts/69566/legal
wfo-0000878544,73156,https://speciesplus.net/species#/taxon_concepts/73156/legal
wfo-0000878564,80012,https://speciesplus.net/species#/taxon_concepts/80012/legal
wfo-0000878574,79344,https://speciesplus.net/species#/taxon_concepts/79344/legal
wfo-0000878584,73951,https://speciesplus.net/species#/taxon_concepts/73951/legal
wfo-0000878595,70527,https://speciesplus.net/species#/taxon_concepts/70527/legal
wfo-0000878614,80074,https://speciesplus.net/species#/taxon_concepts/80074/legal
wfo-0000878623,75533,https://speciesplus.net/species#/taxon_concepts/75533/legal
wfo-0000878634,81260,https://speciesplus.net/species#/taxon_concepts/81260/legal
wfo-0000878645,14159,https://speciesplus.net/species#/taxon_concepts/14159/legal
wfo-0001335305,72779,https://speciesplus.net/species#/taxon_concepts/72779/legal
wfo-0000878656,82663,https://speciesplus.net/species#/taxon_concepts/82663/legal
wfo-0000878678,68916,https://speciesplus.net/species#/taxon_concepts/68916/legal
wfo-0001329835,69823,https://speciesplus.net/species#/taxon_concepts/69823/legal
wfo-0000911981,72768,https://speciesplus.net/species#/taxon_concepts/72768/legal
wfo-0000911982,69411,https://speciesplus.net/species#/taxon_concepts/69411/legal
wfo-0000914826,78884,https://speciesplus.net/species#/taxon_concepts/78884/legal
wfo-0000879035,28298,https://speciesplus.net/species#/taxon_concepts/28298/legal
wfo-0000894954,18655,https://speciesplus.net/species#/taxon_concepts/18655/legal
wfo-0000894965,20772,https://speciesplus.net/species#/taxon_concepts/20772/legal
wfo-0000894976,18108,https://speciesplus.net/species#/taxon_concepts/18108/legal
wfo-0000894985,17768,https://speciesplus.net/species#/taxon_concepts/17768/legal
wfo-0000894997,18100,https://speciesplus.net/species#/taxon_concepts/18100/legal
wfo-0000895008,29497,https://speciesplus.net/species#/taxon_concepts/29497/legal
wfo-0000895019,24878,https://speciesplus.net/species#/taxon_concepts/24878/legal
wfo-0000899528,17870,https://speciesplus.net/species#/taxon_concepts/17870/legal
wfo-0000899539,22310,https://speciesplus.net/species#/taxon_concepts/22310/legal
wfo-0000793011,80997,https://speciesplus.net/species#/taxon_concepts/80997/legal
wfo-0000793012,72618,https://speciesplus.net/species#/taxon_concepts/72618/legal
wfo-0000899561,20450,https://speciesplus.net/species#/taxon_concepts/20450/legal
wfo-0000899569,16697,https://speciesplus.net/species#/taxon_concepts/16697/legal
wfo-0000793014,80805,https://speciesplus.net/species#/taxon_concepts/80805/legal
wfo-0000901805,24067,https://speciesplus.net/species#/taxon_concepts/24067/legal
wfo-0000901860,20528,https://speciesplus.net/species#/taxon_concepts/20528/legal
wfo-0000901947,17638,https://speciesplus.net/species#/taxon_concepts/17638/legal
wfo-0000902013,26566,https://speciesplus.net/species#/taxon_concepts/26566/legal
wfo-0000905555,73255,https://speciesplus.net/species#/taxon_concepts/73255/legal
wfo-0000905566,56900,https://speciesplus.net/species#/taxon_concepts/56900/legal
wfo-0000905761,29301,https://speciesplus.net/species#/taxon_concepts/29301/legal
wfo-0000905772,48065,https://speciesplus.net/species#/taxon_concepts/48065/legal
wfo-0000905783,42440,https://speciesplus.net/species#/taxon_concepts/42440/legal
wfo-0000905794,44340,https://speciesplus.net/species#/taxon_concepts/44340/legal
wfo-0000905825,28961,https://speciesplus.net/species#/taxon_concepts/28961/legal
wfo-0000906615,27465,https://speciesplus.net/species#/taxon_concepts/27465/legal
wfo-0000917213,102285,https://speciesplus.net/species#/taxon_concepts/102285/legal
wfo-0000906648,19031,https://speciesplus.net/species#/taxon_concepts/19031/legal
wfo-0000906659,28981,https://speciesplus.net/species#/taxon_concepts/28981/legal
wfo-0000808224,101805,https://speciesplus.net/species#/taxon_concepts/101805/legal
wfo-0000906692,19391,https://speciesplus.net/species#/taxon_concepts/19391/legal
wfo-0001340049,102503,https://speciesplus.net/species#/taxon_concepts/102503/legal
wfo-0000906796,29210,https://speciesplus.net/species#/taxon_concepts/29210/legal
wfo-0000906807,14004,https://speciesplus.net/species#/taxon_concepts/14004/legal
wfo-0000906818,21811,https://speciesplus.net/species#/taxon_concepts/21811/legal
wfo-0000906828,23221,https://speciesplus.net/species#/taxon_concepts/23221/legal
wfo-0000906884,20204,https://speciesplus.net/species#/taxon_concepts/20204/legal
wfo-0000906916,27372,https://speciesplus.net/species#/taxon_concepts/27372/legal
wfo-0000906944,24231,https://speciesplus.net/species#/taxon_concepts/24231/legal
