wfoid,Id,speciesplus_url
wfo-0000225012,59446,https://speciesplus.net/species#/taxon_concepts/59446/legal
wfo-0000835901,80296,https://speciesplus.net/species#/taxon_concepts/80296/legal
wfo-0000225013,82405,https://speciesplus.net/species#/taxon_concepts/82405/legal
wfo-0000225014,68585,https://speciesplus.net/species#/taxon_concepts/68585/legal
wfo-0000225015,81922,https://speciesplus.net/species#/taxon_concepts/81922/legal
wfo-0000225016,59447,https://speciesplus.net/species#/taxon_concepts/59447/legal
wfo-0000225017,72619,https://speciesplus.net/species#/taxon_concepts/72619/legal
wfo-0000225018,59448,https://speciesplus.net/species#/taxon_concepts/59448/legal
wfo-0000225019,72022,https://speciesplus.net/species#/taxon_concepts/72022/legal
wfo-0000225020,75651,https://speciesplus.net/species#/taxon_concepts/75651/legal
wfo-0000225021,59449,https://speciesplus.net/species#/taxon_concepts/59449/legal
wfo-0000225023,59450,https://speciesplus.net/species#/taxon_concepts/59450/legal
wfo-0000459002,77074,https://speciesplus.net/species#/taxon_concepts/77074/legal
wfo-0000225024,70908,https://speciesplus.net/species#/taxon_concepts/70908/legal
wfo-0000225026,69563,https://speciesplus.net/species#/taxon_concepts/69563/legal
wfo-0001339661,72199,https://speciesplus.net/species#/taxon_concepts/72199/legal
wfo-0000225027,25963,https://speciesplus.net/species#/taxon_concepts/25963/legal
wfo-0001041307,75790,https://speciesplus.net/species#/taxon_concepts/75790/legal
wfo-0000225029,59451,https://speciesplus.net/species#/taxon_concepts/59451/legal
wfo-0000225031,76889,https://speciesplus.net/species#/taxon_concepts/76889/legal
wfo-0000225032,82801,https://speciesplus.net/species#/taxon_concepts/82801/legal
wfo-0000225034,71361,https://speciesplus.net/species#/taxon_concepts/71361/legal
wfo-0000806065,70367,https://speciesplus.net/species#/taxon_concepts/70367/legal
wfo-0000225035,79631,https://speciesplus.net/species#/taxon_concepts/79631/legal
wfo-0000225036,16925,https://speciesplus.net/species#/taxon_concepts/16925/legal
