wfoid,Id,speciesplus_url
wfo-0000754920,13995,https://speciesplus.net/species#/taxon_concepts/13995/legal
wfo-0000698690,19336,https://speciesplus.net/species#/taxon_concepts/19336/legal
wfo-0000768761,28410,https://speciesplus.net/species#/taxon_concepts/28410/legal
wfo-0000768762,17847,https://speciesplus.net/species#/taxon_concepts/17847/legal
wfo-0000768764,27256,https://speciesplus.net/species#/taxon_concepts/27256/legal
wfo-0000768776,14245,https://speciesplus.net/species#/taxon_concepts/14245/legal
wfo-0000768780,18774,https://speciesplus.net/species#/taxon_concepts/18774/legal
wfo-0000768796,25420,https://speciesplus.net/species#/taxon_concepts/25420/legal
wfo-0000768799,25701,https://speciesplus.net/species#/taxon_concepts/25701/legal
wfo-0000768803,23482,https://speciesplus.net/species#/taxon_concepts/23482/legal
wfo-0000768804,17721,https://speciesplus.net/species#/taxon_concepts/17721/legal
wfo-0000768810,28940,https://speciesplus.net/species#/taxon_concepts/28940/legal
wfo-0000768811,28273,https://speciesplus.net/species#/taxon_concepts/28273/legal
wfo-0000768814,18637,https://speciesplus.net/species#/taxon_concepts/18637/legal
wfo-1000080047,104961,https://speciesplus.net/species#/taxon_concepts/104961/legal
wfo-0000768822,27195,https://speciesplus.net/species#/taxon_concepts/27195/legal
wfo-0001332818,104962,https://speciesplus.net/species#/taxon_concepts/104962/legal
wfo-0000768846,15265,https://speciesplus.net/species#/taxon_concepts/15265/legal
wfo-0001046802,16397,https://speciesplus.net/species#/taxon_concepts/16397/legal
wfo-0000768848,21557,https://speciesplus.net/species#/taxon_concepts/21557/legal
wfo-0000768861,26040,https://speciesplus.net/species#/taxon_concepts/26040/legal
wfo-0000768863,17855,https://speciesplus.net/species#/taxon_concepts/17855/legal
wfo-0001342488,104963,https://speciesplus.net/species#/taxon_concepts/104963/legal
wfo-0000768867,20154,https://speciesplus.net/species#/taxon_concepts/20154/legal
wfo-0000768868,104964,https://speciesplus.net/species#/taxon_concepts/104964/legal
wfo-0000740025,18976,https://speciesplus.net/species#/taxon_concepts/18976/legal
wfo-0000740029,22537,https://speciesplus.net/species#/taxon_concepts/22537/legal
wfo-0000740004,17074,https://speciesplus.net/species#/taxon_concepts/17074/legal
wfo-1000031052,104965,https://speciesplus.net/species#/taxon_concepts/104965/legal
wfo-0000740006,21818,https://speciesplus.net/species#/taxon_concepts/21818/legal
wfo-0000739999,23836,https://speciesplus.net/species#/taxon_concepts/23836/legal
wfo-0000739727,41031,https://speciesplus.net/species#/taxon_concepts/41031/legal
wfo-0000532853,27650,https://speciesplus.net/species#/taxon_concepts/27650/legal
wfo-0000532856,48179,https://speciesplus.net/species#/taxon_concepts/48179/legal
wfo-0000532865,17637,https://speciesplus.net/species#/taxon_concepts/17637/legal
wfo-0000532872,41870,https://speciesplus.net/species#/taxon_concepts/41870/legal
wfo-0000532874,18480,https://speciesplus.net/species#/taxon_concepts/18480/legal
wfo-0000532877,26538,https://speciesplus.net/species#/taxon_concepts/26538/legal
wfo-0000532891,24461,https://speciesplus.net/species#/taxon_concepts/24461/legal
wfo-0000748446,105156,https://speciesplus.net/species#/taxon_concepts/105156/legal
wfo-0000532899,64216,https://speciesplus.net/species#/taxon_concepts/64216/legal
wfo-0000532901,53415,https://speciesplus.net/species#/taxon_concepts/53415/legal
wfo-0000532902,26681,https://speciesplus.net/species#/taxon_concepts/26681/legal
wfo-0000532903,45027,https://speciesplus.net/species#/taxon_concepts/45027/legal
wfo-0000532907,14102,https://speciesplus.net/species#/taxon_concepts/14102/legal
wfo-0000532912,42487,https://speciesplus.net/species#/taxon_concepts/42487/legal
wfo-0001302828,105157,https://speciesplus.net/species#/taxon_concepts/105157/legal
wfo-0000532914,49463,https://speciesplus.net/species#/taxon_concepts/49463/legal
wfo-0001440167,105158,https://speciesplus.net/species#/taxon_concepts/105158/legal
wfo-0001302845,105168,https://speciesplus.net/species#/taxon_concepts/105168/legal
wfo-0000532915,53502,https://speciesplus.net/species#/taxon_concepts/53502/legal
wfo-0000508381,105159,https://speciesplus.net/species#/taxon_concepts/105159/legal
wfo-0000532923,45163,https://speciesplus.net/species#/taxon_concepts/45163/legal
wfo-0000532924,44213,https://speciesplus.net/species#/taxon_concepts/44213/legal
wfo-0000532925,28205,https://speciesplus.net/species#/taxon_concepts/28205/legal
wfo-0001440169,105160,https://speciesplus.net/species#/taxon_concepts/105160/legal
wfo-0000532936,105338,https://speciesplus.net/species#/taxon_concepts/105338/legal
wfo-0000532938,17467,https://speciesplus.net/species#/taxon_concepts/17467/legal
wfo-0000532942,64218,https://speciesplus.net/species#/taxon_concepts/64218/legal
wfo-0000532947,64219,https://speciesplus.net/species#/taxon_concepts/64219/legal
wfo-0000532949,105348,https://speciesplus.net/species#/taxon_concepts/105348/legal
wfo-0000532951,49482,https://speciesplus.net/species#/taxon_concepts/49482/legal
