taxonID,vernacularName,language,countryCode,rightsHolder,license
wfo-0000860268,Steifhalm,de,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000885202,Echte Hirse,de,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000332143,Eisenkraut,de,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000693046,Schopfige Traubenhyazinthe,de,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000693052,Niederliegendes Heideröschen,de,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000053409,Verkanntes Berufkraut,de,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000998700,Portugiesischer Kirschlorbeer,de,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000289406,Turiner Waldmeister,de,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000001610,Schnee-Edelraute,de,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000752489,Wald-Bergminze,de,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000289552,Färber-Waldmeister,de,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000693173,Klimmender Erdrauch,de,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000373976,Schwarzbraunes Zypergras,de,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000932960,Behaartes Kreuzlabkraut,de,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000932963,Piemonteser Kreuzlabkraut,de,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000752682,Drüsige Bergminze,de,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000527292,See-Flechtbinse,de,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0001019409,Tollkirsche,de,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0001273396,Hybrid-Seerosen,de,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000693355,Echter Erdrauch,de,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000693371,Wirtgens Erdrauch,de,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000374132,Knäueliges Zypergras,de,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000693435,Schleichers Erdrauch,de,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000104342,Gewöhnliche Skabiosen-Flockenblume,de,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000332784,Grosses Immergrün,de,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000332792,Kleines Immergrün,de,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000693480,Vaillants Erdrauch,de,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000752882,Stumpfblättriges Laichkraut,de,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000104449,Berg-Aster,de,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000290053,Zerr-Eiche,de,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000933181,Gelber Günsel,de,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0001297183,Wald-Zaunwinde,de,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0001297200,Feld-Seide,de,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0001297210,Flachs-Seide,de,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000723743,Sanddorn,de,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000723768,Tannenwedel,de,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000453440,Schuppenried,de,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000104576,Südliches Graues Greiskraut,de,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000527668,Stachelige Flechtbinse,de,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-1200111888,Gemeine Pechnelke,de,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000002584,Kragenblume,de,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000002634,Plumiers Milchlattich,de,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000374553,Moos-Nabelmiere,de,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000002697,Alpen-Knorpelsalat,de,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000374592,Dreinervige Nabelmiere,de,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000374615,Frühlings-Miere,de,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000374623,Klebrige Miere,de,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-1000080700,Kriechender Steinbrech,de,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000374651,Bewimperte Nabelmiere,de,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000724016,Graukohl,de,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000374715,Verona-Weissmiere,de,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000374728,Wassermiere,de,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000453772,Kleines Bach-Quellkraut,de,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000453774,Portugiesisches Bach-Quellkraut,de,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000414886,Schmalblättriges Wollgras,de,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000374756,Zarte Miere,de,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000374773,Lärchenblättrige Miere,de,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000333388,Niedrige Birke,de,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000453840,Hohe Wiesenraute,de,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000528016,Stechende Flechtbinse,de,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000563376,Julianas Berberitze,de,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000374840,Büschelige Miere,de,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000374843,Felsen-Miere,de,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000374858,Geschnäbelte Miere,de,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000374863,Steife Miere,de,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000374867,Zwerg-Miere,de,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000453927,Frühe Wiesenraute,de,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000453930,Kleine Wiesenraute,de,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000414996,Zierliches Wollgras,de,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000415025,Breitblättriges Wollgras,de,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000003113,Straussblütige Margerite,de,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000003146,Echte Kamille,de,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000374916,Krummblättrige Miere,de,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000105319,Gewöhnlicher Feld-Beifuss,de,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000003240,Schmalköpfige Distel,de,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000415114,Scheuchzers Wollgras,de,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000415166,Scheiden-Wollgras,de,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000003319,Starkduftender Alant,de,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000861178,Hundszahngras,de,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000454062,Gelbe Wiesenraute,de,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
