taxonID,vernacularName,language,countryCode,rightsHolder,license
wfo-0000997542,Spirea con foglie di salice,it,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0001018107,Barba di capra,it,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000450682,Trifoglio fibrino,it,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000883879,Panico delle risaie,it,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000691487,Finocchio comune,it,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0001018158,Ventaglina a cinque foglie,it,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0001018161,Rosa alpina,it,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000450805,Mimolo giallo,it,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000525183,Malvone roseo,it,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000691676,Arabetta glauca,it,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000560824,Bartsia,it,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000595075,Peverina alpina,it,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000488872,Poligala con foglie di timo,it,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000371898,Mirride delle Alpi,it,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000595158,Peverina dei campi,it,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000451121,Gallinetta comune,it,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0001018364,Susino,it,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0001018380,Rosa di Jundzill,it,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000488946,Poligala piemontese,it,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000595223,Peverina di Carinzia,it,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000595260,Lisca maggiore,it,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0001057690,Trifoglino erbaceo,it,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000691852,Frangola comune,it,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000976561,Manina rosea,it,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000595299,Peverina a petali brevi,it,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0001018473,Cinquefoglie gelida,it,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000489108,Poligono con spighe numerose,it,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000287784,Stellina di Neilreich,it,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000595373,Peverina a tre stimmi,it,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000489142,Poligono persicaria,it,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000976644,Manina profumata,it,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000595433,Lisca di Laxmann,it,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000628632,Erba cucco,it,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000451480,Mazus nano,it,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000561206,"Granata comune, Belvedere",it,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0001296633,Vilucchio comune,it,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000595505,Peverina anomala,it,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000595550,Peverina comune,it,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000595603,Peverina dei campi,it,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000595607,Peverina glutinosa,it,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000489398,Poligono viviparo,it,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0001018633,Cariofillata montana,it,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0001296657,"Cuscuta epitimo, Pittimo",it,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000000138,Radicchiella pubescente,it,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0001018677,Cinquefoglie a sette foglie,it,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0001018725,Cinquefoglie della Turingia,it,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000595756,Peverina latifoglia,it,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000526081,Alliaria comune,it,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000751720,"Veratro comune, Veratro bianco",it,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000751755,Veratro nero,it,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000489629,Poligono bistorta,it,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000595778,Peverina ligure,it,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0001018785,Cinquefoglie pelosetta,it,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0001018786,Rosa retica,it,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0001296723,"Vilucchio bianco, Vilucchione",it,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000372740,Zigolo falsa panicella,it,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000000404,Senecione con foglie spatolate,it,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000629095,"Zucca, Cocozza",it,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000372823,Cicutaria fetida,it,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000288466,Stellina purpurea,it,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0001018841,Ventaglina molle,it,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0001018842,Cinquefoglie penzola,it,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0001018851,Rosa corimbifera,it,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000372873,Finocchiello,it,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000629123,"Zucchino, Zuchette",it,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000489772,Poligono mite,it,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000489816,Poligono minore,it,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-1000080661,"Primula comune, Primavera",it,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000595976,Peverina delle morene,it,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000596025,Peverina piccola,it,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000372964,Zigolo dolce,it,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000489876,Poligono orientale,it,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000859844,Trebbia maggiore,it,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000752017,Mentuccia montana,it,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0001018867,Rosa a foglie ellittiche,it,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0001018877,Sorbo alpino,it,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0001018881,Waldsteinia con foglie di cariofillata,it,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0001018917,Cinquefoglie cinerea,it,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000452192,Tamerici alpino,it,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000489910,Poligono pepe d'acqua,it,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000596122,Peverina annuale,it,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0001018965,Rosa degli abeti,it,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000490033,Poligono nodoso,it,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0001260746,Silene con fiori sessili,it,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000452390,Pendolino delle fonti,it,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000596228,Peverina tomentosa,it,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000596257,Peverina dei ghiaioni,it,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0001019042,Sorbo comune,it,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000452426,Coda di topo,it,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0001129323,Ranuncolo a foglie capillari,it,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000001149,Cicerbita maggiore,it,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000373464,Zigolo dorato,it,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0001019139,Rosa balsamina minore,it,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000373504,Millefoglio d'acqua gracile,it,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000373510,Millefoglio americano,it,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000001408,Cespica uniflora,it,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000723167,Ibisco vescicoso,it,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000053305,Cardo scardaccio,it,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000373555,Millefoglio d'acqua ascellare,it,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000373566,Millefoglio d'acqua comune,it,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000693018,Fumana mediterranea,it,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000860268,Paleo tardivo,it,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000885202,"Panico coltivato, Miglio nostrano",it,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000332143,Verbena comune,it,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000693046,Giacinto dal pennacchio,it,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000693052,Fumana comune,it,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000053409,Cespica negletta,it,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000289406,Stellina cruciata,it,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000001610,Assenzio nivale,it,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000289552,Stellina tintoria,it,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000693173,Fumaria bianca,it,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000373976,Zigolo nero,it,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000932960,Crocettona comune,it,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
wfo-0000932963,Crocettona piemontese,it,CH,"Haupt Verlag, Bern, Switzerland",All Rights Reserved
