taxonID,description,type,language,rightsHolder,source,license
wfo-0000997542,"Arbuste souple, atteignant 1,5 m de haut. <b>Feuilles étroitement lancéolées</b>, longues au max. de 8 cm, régulièrement denticulées, gén. sessiles, glauques dessous, à poils épars. <b>Inflorescence</b> terminale, <b>dense, en panicule pyramidale, composée de grappes ± cylindriques</b>. Fleurs très nombreuses, <b>roses</b>. Pétales 5, longs au max. de 5 mm. Etamines nombreuses. Fruit à 3–8 follicules polyspermes, entourées à leur base du calice fructifère sec.",morphology,fr,"Haupt Verlag, Bern, Switzerland",ISBN-978-3-258-08050-5,All Rights Reserved
wfo-0001018107,"Haut. 1–2 m. <b>Feuilles très grandes, bi-tripennatiséquées</b>, imparipennées. Folioles opposées, ovales-acuminées, doublement dentées en scie, poilues dessous à l'état jeune, <b>sans stipules. Inflorescences mesurant jusqu'à 50 cm de long</b>. Fleurs très petites, disposées par milliers <b>en de nombreux épis minces formant une panicule ample. </b>Plante <b>dioïque. </b>Pétales des fleurs mâles blancs, fleurs femelles à pétales plus petits, blanc verdâtre.",morphology,fr,"Haupt Verlag, Bern, Switzerland",ISBN-978-3-258-08050-5,All Rights Reserved
wfo-0000450682,"Haut. 15–30 cm. Souche épaisse, longue de 40–120 cm, rampant dans la vase. Feuilles et inflorescences émergentes, dressées. <b>Feuilles à 3 folioles obovales</b>, sessiles, entières ou dentées-ondulées, longues de 4–10 cm. Fleurs 10–20, en grappe. Corolle <b>blanche ou rosée</b>, diamètre env. 15 mm, base campanulée, à <b>5 lobes étalés, barbus à l'int. de longs cils blancs</b>. Anthères violettes. Style filiforme, persistant. Stigmate à 2 lobes. Capsule subglobuleuse, épaisse d' env. 1 cm.",morphology,fr,"Haupt Verlag, Bern, Switzerland",ISBN-978-3-258-08050-5,All Rights Reserved
wfo-0000883879,"Semblable à <i>P. capillare</i>, mais à <b>gaines glabres. Rameaux de la panicule dressés, souvent arqués</b>. Epillets longs de 2,5–3 mm et larges de 1 mm, répartis sur toute la longueur des rameaux (chez <i>P. capillare</i> répartis seul. dans la moitié sup.). Glume inf. atteignant 1/4–1/3 de la longueur de l'épillet, bord membraneux étroit.",morphology,fr,"Haupt Verlag, Bern, Switzerland",ISBN-978-3-258-08050-5,All Rights Reserved
wfo-0000450782,"Semblable à <i>M. guttatus</i>, mais tige et feuilles laineuses-visqueuses. Fleurs de 1–2 cm, jaune pâle, non tachetées, gorge large.",morphology,fr,"Haupt Verlag, Bern, Switzerland",ISBN-978-3-258-08050-5,All Rights Reserved
wfo-0000691487,"Haut. 80–200 cm. Plante glabre, glaucescente, pruineuse, aromatique, <b>à larges gaines basales renflées</b>, imbriquées, comestibles. Feuilles bi-tripennatiséquées, <b>à divisions longues, filiformes. Gaines foliaires longues de 2–2,5 cm</b>, allongées en capuchon. Ombelles à long pédoncule, gén. à 10–25 rayons, sans involucre ni involucelles. Fleurs petites, <b>jaunes</b>. Fruit ± cylindrique, long de 5–7 mm, à saveur anisée, à côtes larges et arrondies.",morphology,fr,"Haupt Verlag, Bern, Switzerland",ISBN-978-3-258-08050-5,All Rights Reserved
wfo-0001018158,"Tige longue de 5–15 cm, couchée, <b>souvent rougeâtre, radicante et formant de nouvelles rosettes</b> (seul. chez cette espèce et chez <i>A. pentaphylloides</i>). Plante <b>glabre</b> ou hérissée de poils épars. <b>Feuilles divisées jusqu'à la base en 3–5(–7) folioles</b> à segments étroits. Fleurs verdâtres, petites, groupées en glomérules. Reproduction sexuée.",morphology,fr,"Haupt Verlag, Bern, Switzerland",ISBN-978-3-258-08050-5,All Rights Reserved
wfo-0001018161,"Haut. 0,5–2 m. Arbuste à aiguillons droits et épars à la base, partie sup. inerme. <b>Feuilles des rameaux fleuris à 7–9 folioles</b> ovales ou elliptiques, gén. doublement dentées, vert clair dessous. Fleurs rouge carmin vif, parfois roses, diamètre env. 4 cm. Pédicelle long de 1–3 cm, gén. à poils <b>glanduleux</b>, de même que le calice et les feuilles. <b>Sépales entiers, plus longs que les pétales</b>, dressés après la floraison. Fruit ovoïde, rétréci dans le haut, rouge et <b>penché à maturité</b>, à poils glanduleux et poils sétacés.",morphology,fr,"Haupt Verlag, Bern, Switzerland",ISBN-978-3-258-08050-5,All Rights Reserved
wfo-0000450805,"Haut. 30–70 cm, ± densément poilu-glanduleux dans l'inflorescence. Feuilles suborbiculaires à oblongues-ovales, gén. <b>opposées</b>. Feuilles inf. pétiolées, parfois alternes, les sup. sessiles et embrassantes. Pédicelles 1–3 cm de long. Fleurs solitaires à l'aisselle des feuilles sup. <b>Corolle à tube évasé, bilabiée, longue de 3–5 cm, à gorge ± fermée, jaune, souvent ponctuée de pourpre brun</b>.",morphology,fr,"Haupt Verlag, Bern, Switzerland",ISBN-978-3-258-08050-5,All Rights Reserved
wfo-0000450811,"Semblable à <i>M. guttatus</i>, mais ± glabre. Pédicelles fructifères atteignant 7 cm de long. Lobes de la corolle à grandes taches rouges. Gorge ouverte.",morphology,fr,"Haupt Verlag, Bern, Switzerland",ISBN-978-3-258-08050-5,All Rights Reserved
