Identifier,bibliographicCitation
132929,"Alexander, J. A. 2005. The taxonomic status of Astragalus mokiacensis (Fabaceae), a species endemic to the southwestern United States. Brittonia. 57 (4): 320-333."
317188,"Johnston, Marshall C. 1962. The North American mesquites, Prosopic sect. Algarobia (Leguminosae). Brittonia. 14: 72-90."
331792,"Turner, Billie L. 1985. TWO new species of Senecio section Palmatinervii (Asteraceae) from northeastern Mexico. Brittonia. 37: 117-120."
328665,"Turner, Billie L. 1978. A new species of Brickelllia, subgenus Phanerostylis [B. nesomii] (Asteraceae). Brittonia. 30: 342-344."
111146,"Soejima, A., et al. 2001. Thirteen new species and two new combinations of Stevia (Asteraceae: Eupatorieae) from Mexico. Brittonia. 53: 377-395."
103157,"Cabrera, L. 2001. Six new species of Acourtia (Asteraceae) and a historical account of Acourtia mexicana. Brittonia. 53: 416-429."
479137,"Cuatrecasas, José. 1956. Studies on Andean Compositae - III. Brittonia. 8 (3): 179-193."
332820,"Olsen, John S. 1986. Revision of Verbesina section Verbesina (Asteraceae: Heliantheae). Brittonia. 38: 362-368."
330149,"Jones, Jr., Samuel B. 1982. A revision of Vernonia series Buddleiifoliae (Compositae: Vernonieae). Brittonia. 34: 102-117."
329624,"Jones, Jr., Samuel B. 1981. Revision of Vernonia series Flexuosae (Compositae: Vernonieae). Brittonia. 33: 214-224."
479030,"Camp, Wendell H. & Gilly, Charles L. 1943. Part II: Systematic Treatment, [Arnica alpina-Arnica discoidea]. Brittonia. 4 (3): 405-457."
318234,"Long, Robert W. 1966. Biosystematics of the Helianthus nuttallii complex (Compositae). Brittonia. 18: 64-79."
315614,"Heiser, Charles B. 1957. A revision of the South American Species of Helianthus. Brittonia. 8: 283-285."
331543,"Dillon, Michael O. 1984. Two new species of Vernonia (Asteraceae: Vernonieae) from Peru. Brittonia. 36: 333-336."
329619,"Henrickson, James. 1981. A new species of Satureja [S. maderensis] (Lamiaceae) from the Chihuahuan Desert region. Brittonia. 33: 211-213."
308800,"Pinkava, Donald J. 1967. Biosystematic study of Berlandiera (Compositae). Brittonia. 19: 285-298."
324109,"Sherff, Earl E. 1962. New Coreopsidinae from Mexico and the United States. Brittonia. 14: 172, 173."
265258,"Crawford, Daniel J. 1981. A new variety of Coreopsis mutica (Compositae) from Mexico. Brittonia. 33: 547-551."
397438,"Grimes, James & Ertter, Barbara J. 1979. A new species of Artemisia [A. paclcardiae] (Asteraceae: Anthemidae) from southeastern Oregon. Brittonia. 31: 454-458."
326051,"Torres, Andrew M. 1963. Taxonomy of Zinnia. Brittonia. 15: 1-25."
324118,"Sherff, Earl E. 1959. Notes on Coreopsidinae from Mexico and the United States. Brittonia. 11: 188-190."
332192,"Dillon, Michael O. 1986. A new species of Flourensia (Asteraceae: Heliantheae) from northern Peru. Brittonia. 38: 32-34."
264215,"Barkley, T. M. 1968. Taxonomy of Senecio multilobaius and its allies. Brittonia. 20: 267-284."
300875,"Nelson, Thomas W. & Nelson, Jane P. 1985. A new Madia of sect. Anisocarpus (Compositae: Heliantheae) from Trinity County, California. Brittonia. 37: 394-396."
310014,"Wells, James R. 1967. A new species of Polymnia [P. mcvaughii] (Composite: Heliantheae) from Mexico. Brittonia. 19: 391-394."
324713,"Smith, Dale M. 1958. A new species of Helianthus [glaucophyllus] from North Carolina and Tennessee. Brittonia. 10: 192-194."
394659,"Welsh, Stanley L. & Reveal, James L. 1968. A new species of Townsendis [T. aprica] (Compositae) from Utah. Brittonia. 20: 375-377."
299751,"Coile, Nancy C. & Jones, Jr., Samuel B. 1981. Lychnophora (Compositae: Vernonieae), a genus endemic to the Brazilian Planalto. Brittonia. 33: 528-542."
333134,"Semple, John C. 1987. New names, combinations, and lectotypifications in Heterotheca (Compositae: Astereae). Brittonia. 39: 379-386."
20450,"Villarreal-Quintanilla, José Á. & de la Rosa-I, M. 2002. A new variety of Tagetes moorei (Asteraceae), a poorly known species from central Mexico. Brittonia. 54: 164-167."
329316,"Henrickson, James. 1980. Ambrosia johnstoniorum (Asteraceae) a new species of ragweed from the Chihuahuan Desert. Brittonia. 32: 340-342."
171223,"Dematteis, Massimiliano. 2006. Vernonanthura warmingiana (Asteraceae: Vernonieae), a new species from Brazil. Brittonia. 58 (2): 182-188."
331158,"Keil, David J. 1984. New species ot Pedis (Asteraceae) from the West Indies, Mexico, and South America. Brittonia. 36: 74-80."
317068,"Johnson, A. J. 1966. A new species of Porophyllum [P. warnockii] (Compositae: Helenieae) from Mexico. Brittonia. 18: 96."
299762,"Jones, Jr., Samuel B. & Stutts, John G. 1981. Three new species of Vernonia (Compositae: Vernonieae) from Mexico. Brittonia. 33: 544-546."
380915,"Welsh, Stanley L. 1981. New taxa of western plants--in tribute. Brittonia. 33: 294-303."
328726,"Nesom, Guy L. 1978. Erigeron hessii sp. nov. and Erigeron kuschei Eastwood (Compositae), two closely related narrow endemics from the southwestern United States. Brittonia. 30: 440-446."
300673,"Sagástegui Alva, Abundio & Dillon, Michael O. 1985. Four new species of Asteraceae from Peru. Brittonia. 37: 6-13."
328739,"Semple, John C. 1978. Application of the name Chrysopsis hyssopifolia Nutt. (Compositae) and a new name for an ''old' species. Brittonia. 30: 492-495."
332169,"Zona, Scott A. 1985. A new species of Sabal (Palmae) from Florida. Brittonia. 37: 366-368."
330443,"Olsen, John S. 1982. Two new species of Verbesina section Ochractinia (Asteraceae) from South America. Brittonia. 34: 282-284."
264207,"Barkley, T. M. 1980. Taxonomic notes on Senecio tomentosus and its allies (Asteraceae). Brittonia. 32: 291-308."
438905,"Barkeley, T. M. 1978. Three new species of Senecio (Asteraceae) from Mexico. Brittonia. 30: 69-75."
301058,"Dillon, Michael O. & Sagástegui Alva, Abundio. 1986. Jalcophila, a new genus of Andean Inuleae (Asteraceae). Brittonia. 38: 162-167."
175077,"Troiani, Hector O. & Steibel, P. E. 2006. Senecio chipauquilensis (Asteraceae, Senecioneae), a new species from the Meseta de Somuncurá (Patagonia), Argentina. Brittonia. 58 (3): 285-287."
265488,"Cuatrecasas, José. 1954. New species of Compositae from Ecuador, collected by W. H. Camp. Brittonia. 8: 39-79."
257952,"Stutts, John G. 1980. A new species of Vernonia [V. giannasii] (Compositae) from Ecuador. Brittonia. 32: 152, 153."
403428,"Soderstrom, Thomas R. & Calderón, Cleofe E. 1979. Arberella (Poaceaeae: Bambusoideae) : a new genus from tropical America. Brittonia. 31: 433-445."
127911,"Koehler, S. & Amaral, Maria C. E. 2004. A taxonomic study of the South American genus Bifrenaria Lindl. (Orchidaceae). Brittonia. 56 (4): 314-345."
299383,"Hunziker, Armando T. & Anton, Ana M. 1979. A synoptical revision of Blepharidachne (Poaceae). Brittonia. 31: 446-453."
307453,"Gould, Frank W. 1967. The Grass Genus Andropogon in the United States. Brittonia. 19: 70-76."
76186,"Pacheco, L. & Moran, Robbin C. 1999. Monograph of the neotropical species of Callipteris with anastomosing veins (Woodsiaceae). Brittonia. 51: 343-388."
80858,"Daly, Douglas C. & Martínez-Habibe, María C. 2002. Notes on Dacryodes Vahl, including a new species from the Río Negro basin in Amazonia. Studies in neotropical Burseraceae XI. Brittonia. 54: 266-276."
113093,"Daly, Douglas C. 1998. Two new species of Protium from French Guiana. Studies in neotropical Burseraceae VIII. Brittonia. 50: 517-523."
265625,"Danley, David M. 1985. A new Penstemon (Scrophulariaceae) from northwestern Nevada. Brittonia. 37: 321-324."
20324,"Dávila Aranda, Patricia, et al. 1998. A new species of Sorghastrum (Poaceae) from Isla Socorro, Colima, Mexico. Brittonia. 50: 301-308."
25205,"Dorn, Robert D. 2000. A taxonomic study of Salix sections Mexicanae and Viminella subsection Sitchenses (Salicaceae) in North America. Brittonia. 52: 1-19."
19988,"Dorn, Robert D. 2003. A new species of Boechera (Brassicaceae) from Utah and Colorado. Brittonia. 55: 1-3."
297606,"Duncan, Wilbur H. & Pullen, Thomas M. 1962. Lepidote Rhododendrons of the southeastern United States. Brittonia. 14: 290-298."
111135,"Graham, Shirley A. T. & Cavalcanti, Taciana B. 1999. The yellow-flowered species of Cuphea (Lythraceae), including three new taxa. Brittonia. 51: 24-30."
398616,"Grether, Rosaura & Barneby, Rupert C. 1987. Mimosa nanchititlana, a new species from the state of México, Mexico (Mimosaceae). Brittonia. 39: 345-347."
110020,"Gustafsson, C. G. R. 1998. The neotropical Rosenbergiodendron (Rubiaceae, Gardenieae). Brittonia. 50: 452-466."
19664,"Halloy, S. R. P. 1998. A new and rare, plate-shaped Geranium from the Cumbres Calchaquíes, Tucumán, Argentina. Brittonia. 50: 467-472."
370541,"Isely, Duane. 1951. Desmodium: section Pododcarpium Benth. Brittonia. 7: 185-224."
20077,"Mickel, John T. 2001. A new species of Elaphoglossum petiolatum complex (Elaphoglossaceae) from Mexico. Brittonia. 53: 487-489."
110897,"Mitchell, John D. & Daly, Douglas C. 1998. The ""tortoise's cajá"" --- a new species of Spondias (Anacardiaceae) from southwestern Amazonia. Brittonia. 50: 447-451."
324113,"Sherff, Earl E. 1964. A new species of Coreocarpus [C. cronquistii] (Compositae: Coreopsidinae) from Guerrero, Mexico. Brittonia. 16: 433, 434."
331224,"Sheviak, Charles J. 1984. Spiranthes diluvialis (Orchidaceae), a new species from the western United States. Brittonia. 36: 8-14."
312944,"Cowan, Richard S. 1957. Tropical American Leguminosae--III. Brittonia. 8: 251-253."
312939,"Cowan, Richard S. 1954. Studies in tropical American Leguminosae--I. Brittonia. 8: 59, 60."
329491,"Cowan, Richard S. 1981. New taxa of Leguminosae-Caesalpinoideae from Bahia, Brazil. Brittonia. 33: 9-14."
328764,"Cowan, Richard S. 1979. Harleyodendron, a new genus of Leguminosae (Swartzieae). Brittonia. 31: 72-78."
263061,"Ahles, Harry E. 1959. Thalictrum cooleyi sp. nov. Brittonia. 11: 68-70."
331528,"Chiang, Fernando. 1984. A new species of Helietta (Rutaceae) from Guerrero and Jalisco, Mexico; a synopsis of the North American species. Brittonia. 36: 455-457."
328697,"Holmgren, Noel H. 1978. Three new species of Penstemon (Scrophulariaceae) from the Intermountain Region. Brittonia. 30: 416-425."
300674,"Shultz, Leila M. & Shultz, John S. 1985. Penstemonpinorum (Scrophulariaceae), a new species from Utah. Brittonia. 37: 98-101."
301665,"O'Kane, Steve & Anderson, John L. 1987. Pentstemon debilis (Scrophulariaceae): a new species from Colorado endemic to oil shale. Brittonia. 39: 412-416."
318110,"Li, Hui-Lin. 1954. A revision of the genus Lagotis in China. Brittonia. 8: 23-38."
398251,"Wendt, Tom & Lott, Emily J. 1985. A new simple-leaved species of Recchia (Simaroubaceae) from southeastern Mexico. Brittonia. 37: 219-225."
258901,"Buck, William R. 1982. Nematocladia tesserata genus et species novae (Myriniaceae). Brittonia. 34: 414-416."
359249,"Bartram, Edwin B. 1959. Contribution to the mosses of the highlands of eastern New Guinea. Brittonia. 11: 86-98."
397477,"Turner, Billie L. & Davies, Frances G. 1980. Stuessya (Asteraceae: Heliantheae), a new genus from southcentral Mexico. Brittonia. 32: 209-212."
259331,"Buck, William R. 1983. New species and new combinations in the Sematophyllum subpinnatum complex (Sematophyllaceae). Brittonia. 35: 327-330."
259529,"Buck, William R. 1984. Taxonomic and nomenclatural notes on West Indian Hypnaceae. Brittonia. 36: 178-- 183."
398300,"Pursell, Ronald A. & Reese, William D. 1985. Fissidens austro-americanus (Bryopsida; Fissidentaceae), a new species from Brazil and Suriname. Brittonia. 37: 355-357."
20144,"Buck, William R., et al. 2002. A new species of Leskeodon (Daltoniaceae) from Ecuador. Brittonia. 54: 178-180."
330422,"McDonald, Andrew. 1982. A new species Ipomoea (Convolvulaceae) from southwestern Mexico. Brittonia. 34: 336-338."
203858,"Romero, R. 2000. A new species of Microlicia (Melastomataceae) from Brazil. Brittonia. 52 (2): 142-144."
203920,"Cotton, E. & Matezki, S. 2003. Ecuadorian novelties in Blakea and Topobea (Melastomataceae). Brittonia. 55 (1): 73-81."
62507,"Ståhl, Bertil & Axelrod, Franklin S. 1998. Jacquinia pauciflora (Theophrastraceae), a new species from Puerto Rico. Brittonia. 50: 1-4."
258063,"Reeves, Timothy. 1980. Selaginella carnerosana (Selaginellaceae), a new species from Coahuila, Mexico. Brittonia. 32: 365-367."
120120,"Smith, Alan R. & Prado, Jefferson. 2004. New species in Adiantum and Pteris (Pteridaceae) from the Andes. Brittonia. 56 (1): 82-88."
138370,"Atahuachi B, M. & Hughes, Colin E. 2006. Two new species of Mimosa (Fabaceae) endemic to Bolivia. Brittonia. 58 (1): 59-65."
138364,"Vasco,  Alejandra. 2006. Elaphoglossum gemmatum (Elaphoglossaceae), a new species from Colombia. Brittonia. 58 (1): 1-3."
138368,"Niño, S. M., et al. 2006. Una nueva especie de Chusquea (Poaceae: Bambusoideae) de la Cordillera de Mérida, Venezuela. Brittonia. 58 (1): 46-51."
181240,"Kessler, Michael & Smith, Alan R. 2007. New species and other nomenclatural changes for ferns from Bolivia. Brittonia. 59 (2): 186-197."
195917,"McDade, Lucinda A. & Tripp, Erin A. 2007. A synopsis of Costa Rican Ruellia (Acanthaceae), with descriptions of four new species. Brittonia. 59(3): 200."
316920,"Iltis, Hugh H. 1958. Studies in the Capparidaceae--IV. Polanisia Raf. Brittonia. 10: 33-58."
299645,"Nelson, Thomas W. & Nelson, Jane P. 1981. A new species of Minuartia [M. decumbens] (Caryophyllaceae) from northwest California. Brittonia. 33: 162-164."
332799,"McDonald, J. Andrew. 1987. Three new species of Convolvulaceae from northeast Mexico. Brittonia. 39: 106-111."
330113,"Denton, M. 1982. Revision of Sedum section Gormania (Crassulaceae). Brittonia. 34: 48-77."
397898,"Lott, Emily J. & Fryxell, Paul A. 1983. A new species of Sicyos (Cucurbitaceae) from Chiapas, Mexico. Brittonia. 35: 34-36."
108520,"Delprete, Piero G. 1999. The Cuban endemic genera Ariadne, Mazaea, Acunaeanthus, Phyllomelia (Rondeletieae), and Eosanthe (Rubiaceae). Brittonia. 51: 217-230."
266250,"Fallen, Mary E. 1983. A systematic revision of Anechites (Apocynaceae). Brittonia. 35: 222-231."
299390,"Prance, Ghillean T. & White, Frank. 1979. Resurrection of the genus Dactyladenia (Chrysobalanaceae). Brittonia. 31: 483-487."
325343,"Stern, Kingsley R. 1961. Revision of Diccutra (Fumariaceae). Brittonia. 18: 1-57."
257792,"Buck, William R. 1979. A reevaluation of the Bruchiaceae with the description of a new genus [Eobruchia]. Brittonia. 31: 469-473."
308459,"Molseed, Elwood W. 1968. Fosteria, a new gonus of Mexican Iridaceae. Brittonia. 20: 232-234."
105077,"Chatrou, L. W. & Ping He. 1999. Studies in Annonaceae XXXIII. A revision of Fusaea (Baill.) Saff. Brittonia. 51: 181-203."
123974,"Barringer, Kerry A. 2004. A revision of Gibsoniothamnus L. O. Williams (Schlegeliaceae). Brittonia. 56 (3): 213-237."
264588,"Bernardello, Luis M. 1987. Comparative floral morphology in Lycieae (Solanaceae). Brittonia. 39: 112-- 129."
127904,"Reveal, James L. 2004. Johanneshowellia (Polygonaceae:  Eriogonoideae), a new genus from the Intermountain West. Brittonia. 56 (4): 299-306."
329270,"White, Frank. 1979. The subdivisions of Magnistipula Engl. (Chrysobalanceae). Brittonia. 31: 480-482."
25121,"Morales Q., J. Francisco. 1998. A synopsis of the genus Mandevilla (Apocynaceae) in Mexico and Central America. Brittonia. 50: 214-232."
479730,"Wen, Jun & Frodin, David G. 2001. Metapanax, a New Genus of Araliaceae from China and Vietnam. Brittonia. 53 (1): 116-121."
254154,"Fulford, Margaret H. 1962. Segtregate genera of the lepidozia complex (Hepaticae) part. 3. Microlepidozia Jörg. and Micrisophylla gen. nov. Brittonia. 14: 121-136."
299458,"Steyermark, Julian A. & Luteyn, James L. 1980. Revision of the genus Ochthocosmus (Linaceae). Brittonia. 32: 128-143."
313491,"Dwyer, John D. 1944. Philaera, a new genus of the Ochnaceae. Brittonia. 5: 124-127. f. 1."
328692,"Fryxell, Paul A. 1978. Neotropical segregates from Sida L. (Malvaceae). Brittonia. 30: 447-462."
23955,"Torke, Benjamin M. 2000. A revision of Salvia sect. Ekmania (Lamiaceae). Brittonia. 52: 265-302."
448787,"Molseed, Elwood W. & Crudan, Robert William. 1969. Sesslanthers, a new genus of American Iridaceae. Brittonia. 21: 191-193."
297670,"Fulford, Margaret H. & Taylor, Jane. 1959. The segregate genera of the Lepidosia complex (Hepaticae). Part. 1. sprucella Steph. and Neolepidosia gen. nov. Brittonia. 11: 77-85."
258330,"Buck, William R. 1981. A review of Cheilothela (Ditrichaceae). Brittonia. 33: 453-456."
401250,"Burns-Balogh, Pamela, et al. 1985. The capitate-flowered epiphytic Spiranthinae (Orchidaceae) and a new genus from Paraguay. Brittonia. 37: 154-162."
254155,"Fulford, Margaret H. 1963. Segregate genera of the Lepidozia complex (Hepaticae) Part. 4. Telaranea and a review of the Lephloxiaceae. Brittonia. 15: 65-86."
299585,"Austin, Daniel F. & Staples, George William. 1981. Xenostegia, a new genus of Convolulvaceae. Brittonia. 32: 533-536."
360803,"Clewell, Andre F. 1964. An appraisal of Lespedeza hirta on the Atlantic Coastal Plain. Brittonia. 16: 74-76."
311311,"Blomquist, Hugo L. 1957. A revision of Hexastylis of North America. Brittonia. 8: 255-281."
20037,"Nesom, Guy L., et al. 2001. A new species of Chiliotrichiopsis (Asteraceae: Astereae) from Peru. Brittonia. 53: 430-434."
105342,"Bautista, Hortensia P., et al. 2000. Stylotrichium glomeratum (Asteraceae, Eupatorieae), a new species from Chapada Diamantina, Bahia, Brazil. Brittonia. 52: 213-217."
44275,"Saar, Dayle E., et al. 2002. Dahlia spectabilis (Asteraceae, Coreopsideae), a new species from San Luis Potosí, Mexico. Brittonia. 54: 116-119."
