taxonID,Identifier,bibliographicCitation,url
wfo-4000029336,263270,"Alverson, William S. 1991. A synopsis of Phragmotheca (Bombacaceae), with two new species and a new sub-species. Brittonia. 43: 73-87.",https://doi.org/10.2307/2807297
wfo-4000004636,108094,"Fryxell, Paul A. 1997. The American genera of Malvaceae --- II. Brittonia. 49: 204-269.",https://doi.org/10.2307/2807683
wfo-4000035705,479707,"Bennett, David E. & Christenson, Eric A. 1994. New Species and New Combinations in Peruvian Orchidaceae. Brittonia. 46 (1): 24-53.",https://doi.org/10.2307/2807455
wfo-4000027773,108094,"Fryxell, Paul A. 1997. The American genera of Malvaceae --- II. Brittonia. 49: 204-269.",https://doi.org/10.2307/2807683
wfo-4000001071,108094,"Fryxell, Paul A. 1997. The American genera of Malvaceae --- II. Brittonia. 49: 204-269.",https://doi.org/10.2307/2807683
wfo-0000166417,307194,"Forero, Enrique. 1972. Studies in Stryphnodendron (Leguminosae: Mimosoideae) including two new taxa. Brittonia. 24: 143-147.",https://doi.org/10.2307/2805864
wfo-0000750906,307242,"Freeman, J. D. 1975. Revision of Trillium subgenus Phyllantherum (Liliaceae). Brittonia. 27: 1-62.",https://doi.org/10.2307/2805646
wfo-0000750896,307242,"Freeman, J. D. 1975. Revision of Trillium subgenus Phyllantherum (Liliaceae). Brittonia. 27: 1-62.",https://doi.org/10.2307/2805646
wfo-0000750817,307242,"Freeman, J. D. 1975. Revision of Trillium subgenus Phyllantherum (Liliaceae). Brittonia. 27: 1-62.",https://doi.org/10.2307/2805646
wfo-4000024525,108094,"Fryxell, Paul A. 1997. The American genera of Malvaceae --- II. Brittonia. 49: 204-269.",https://doi.org/10.2307/2807683
wfo-4000025628,108094,"Fryxell, Paul A. 1997. The American genera of Malvaceae --- II. Brittonia. 49: 204-269.",https://doi.org/10.2307/2807683
wfo-4000020188,108094,"Fryxell, Paul A. 1997. The American genera of Malvaceae --- II. Brittonia. 49: 204-269.",https://doi.org/10.2307/2807683
wfo-0000304957,335759,"Szlachetko, Dariusz L. 1995. Two new species of Sauroglossum (Orchidaceae) from Peru and Brazil. Brittonia. 47: 143-146.",https://doi.org/10.2307/2806953
wfo-4000029495,108094,"Fryxell, Paul A. 1997. The American genera of Malvaceae --- II. Brittonia. 49: 204-269.",https://doi.org/10.2307/2807683
wfo-4000031325,108094,"Fryxell, Paul A. 1997. The American genera of Malvaceae --- II. Brittonia. 49: 204-269.",https://doi.org/10.2307/2807683
wfo-4000033145,108094,"Fryxell, Paul A. 1997. The American genera of Malvaceae --- II. Brittonia. 49: 204-269.",https://doi.org/10.2307/2807683
wfo-0000950881,479709,"Christenson, Eric A. 1994. A New Orchid from Saul, French Guiana: Epidendrum oldemanii. Brittonia. 46 (1): 54-56.",https://doi.org/10.2307/2807456
wfo-4000018013,108094,"Fryxell, Paul A. 1997. The American genera of Malvaceae --- II. Brittonia. 49: 204-269.",https://doi.org/10.2307/2807683
wfo-4000025318,108094,"Fryxell, Paul A. 1997. The American genera of Malvaceae --- II. Brittonia. 49: 204-269.",https://doi.org/10.2307/2807683
wfo-0000270671,310003,"Webster, Grady L. 1970. A revision of Phyllanthus (Euphorbiaceae) in the continental United States. Brittonia. 22: 44-76.",https://doi.org/10.2307/2805721
wfo-0001250640,31329,"Kuijt, Job. 1994. A Second Brazilian Species of Ixocactus (Loranthaceae). Brittonia. 46: 72-74.",https://doi.org/10.2307/2807462
wfo-0001078799,203564,"Whiffin, Trevor. 1971. Studies in the genus Maieta (Melastomataceae). Brittonia. 23 (3): 325-329.",https://doi.org/10.2307/2805633
wfo-0000749542,307242,"Freeman, J. D. 1975. Revision of Trillium subgenus Phyllantherum (Liliaceae). Brittonia. 27: 1-62.",https://doi.org/10.2307/2805646
wfo-0000076108,310079,"Wilken, Dieter H. 1975. A systematic study of the genus Hulsea (Asteraceae). Brittonia. 27: 228-244.",https://doi.org/10.2307/2805894
wfo-0000511509,307284,"Galloway, Leo A. 1976. Systematics of the North American desert species of Abronia and Tripterocalyx (Nyctaginaceae). Brittonia. 27: 328-347.",https://doi.org/10.2307/2805512
wfo-4000016809,108094,"Fryxell, Paul A. 1997. The American genera of Malvaceae --- II. Brittonia. 49: 204-269.",https://doi.org/10.2307/2807683
wfo-0001040093,268329,"Moran, Robbin C., et al. 2010. Synopsis of Mickelia, a newly recognized genus of bolbitidoid ferns (Dryopteridaceae). Brittonia. 62 (4): 337-356.",https://doi.org/10.1007/s12228-010-9158-9
wfo-0000157908,268329,"Moran, Robbin C., et al. 2010. Synopsis of Mickelia, a newly recognized genus of bolbitidoid ferns (Dryopteridaceae). Brittonia. 62 (4): 337-356.",https://doi.org/10.1007/s12228-010-9158-9
wfo-0001051118,264201,"Barkley, F. A. 1944. Schinus L. Brittonia. 5: 160-198. f. 1-22.",https://doi.org/10.2307/2804751
wfo-0000652382,324632,"Smith, Albert C. 1933. The genera Sphyrospermum and Disterigma. Brittonia. 1: 203-232.",https://doi.org/10.2307/2804709
wfo-0000009286,396572,"Smith, Albert C. & Koch, M. A. 1935. The genus Espeletia: a study in phylogenetic taxonomy. Brittonia. 1: 479-530. pl. 1, 2 + f. 1-5.",https://doi.org/10.2307/2804673
wfo-0000009286,396572,"Smith, Albert C. & Koch, M. A. 1935. The genus Espeletia: a study in phylogenetic taxonomy. Brittonia. 1: 479-530. pl. 1, 2 + f. 1-5.",https://doi.org/10.2307/2804673
wfo-0000017222,396572,"Smith, Albert C. & Koch, M. A. 1935. The genus Espeletia: a study in phylogenetic taxonomy. Brittonia. 1: 479-530. pl. 1, 2 + f. 1-5.",https://doi.org/10.2307/2804673
wfo-0000017222,396572,"Smith, Albert C. & Koch, M. A. 1935. The genus Espeletia: a study in phylogenetic taxonomy. Brittonia. 1: 479-530. pl. 1, 2 + f. 1-5.",https://doi.org/10.2307/2804673
wfo-0000511605,307284,"Galloway, Leo A. 1976. Systematics of the North American desert species of Abronia and Tripterocalyx (Nyctaginaceae). Brittonia. 27: 328-347.",https://doi.org/10.2307/2805512
wfo-0000485598,372348,"Manning, Wayne E. 1960. The genus Juglans in South America and the West Indies. Brittonia. 12: 1-26.",https://doi.org/10.2307/2805331
wfo-0001085223,433523,"Smith, Albert C. & Wodehouse, R. P. 1938. The American species of Myristicaceae. Brittonia. 2: 393-527. f. 1-9.",https://doi.org/10.2307/2804799
wfo-0000218352,312946,"Cowan, Richard S. 1957. New species and new records of plants in Guiana. Brittonia. 8: 231-245.",https://doi.org/10.2307/2804975
wfo-4000032649,361643,"Cronquist, Arthur J. 1944. Studies in the Simaroubaceae--IV. Resumé of the American genera. Brittonia. 5: 128-147.",https://doi.org/10.2307/2804748
wfo-0000448413,377055,"Smith, Albert C. 1936. Plantae Krukovianae. V. Brittonia. 2: 145-164.",https://doi.org/10.2307/2804682
wfo-0000069675,396572,"Smith, Albert C. & Koch, M. A. 1935. The genus Espeletia: a study in phylogenetic taxonomy. Brittonia. 1: 479-530. pl. 1, 2 + f. 1-5.",https://doi.org/10.2307/2804673
wfo-0000069675,396572,"Smith, Albert C. & Koch, M. A. 1935. The genus Espeletia: a study in phylogenetic taxonomy. Brittonia. 1: 479-530. pl. 1, 2 + f. 1-5.",https://doi.org/10.2307/2804673
wfo-0000617609,433523,"Smith, Albert C. & Wodehouse, R. P. 1938. The American species of Myristicaceae. Brittonia. 2: 393-527. f. 1-9.",https://doi.org/10.2307/2804799
wfo-0000617603,433523,"Smith, Albert C. & Wodehouse, R. P. 1938. The American species of Myristicaceae. Brittonia. 2: 393-527. f. 1-9.",https://doi.org/10.2307/2804799
wfo-0000617599,433523,"Smith, Albert C. & Wodehouse, R. P. 1938. The American species of Myristicaceae. Brittonia. 2: 393-527. f. 1-9.",https://doi.org/10.2307/2804799
wfo-0000617595,433523,"Smith, Albert C. & Wodehouse, R. P. 1938. The American species of Myristicaceae. Brittonia. 2: 393-527. f. 1-9.",https://doi.org/10.2307/2804799
wfo-0000617606,433523,"Smith, Albert C. & Wodehouse, R. P. 1938. The American species of Myristicaceae. Brittonia. 2: 393-527. f. 1-9.",https://doi.org/10.2307/2804799
wfo-0000642804,433523,"Smith, Albert C. & Wodehouse, R. P. 1938. The American species of Myristicaceae. Brittonia. 2: 393-527. f. 1-9.",https://doi.org/10.2307/2804799
wfo-0000732327,433523,"Smith, Albert C. & Wodehouse, R. P. 1938. The American species of Myristicaceae. Brittonia. 2: 393-527. f. 1-9.",https://doi.org/10.2307/2804799
wfo-0001085221,433523,"Smith, Albert C. & Wodehouse, R. P. 1938. The American species of Myristicaceae. Brittonia. 2: 393-527. f. 1-9.",https://doi.org/10.2307/2804799
wfo-0000388994,433523,"Smith, Albert C. & Wodehouse, R. P. 1938. The American species of Myristicaceae. Brittonia. 2: 393-527. f. 1-9.",https://doi.org/10.2307/2804799
wfo-0000418491,433523,"Smith, Albert C. & Wodehouse, R. P. 1938. The American species of Myristicaceae. Brittonia. 2: 393-527. f. 1-9.",https://doi.org/10.2307/2804799
wfo-0001085187,433523,"Smith, Albert C. & Wodehouse, R. P. 1938. The American species of Myristicaceae. Brittonia. 2: 393-527. f. 1-9.",https://doi.org/10.2307/2804799
wfo-0001085172,433523,"Smith, Albert C. & Wodehouse, R. P. 1938. The American species of Myristicaceae. Brittonia. 2: 393-527. f. 1-9.",https://doi.org/10.2307/2804799
wfo-0001085227,433523,"Smith, Albert C. & Wodehouse, R. P. 1938. The American species of Myristicaceae. Brittonia. 2: 393-527. f. 1-9.",https://doi.org/10.2307/2804799
wfo-0000732340,433523,"Smith, Albert C. & Wodehouse, R. P. 1938. The American species of Myristicaceae. Brittonia. 2: 393-527. f. 1-9.",https://doi.org/10.2307/2804799
wfo-0000732332,433523,"Smith, Albert C. & Wodehouse, R. P. 1938. The American species of Myristicaceae. Brittonia. 2: 393-527. f. 1-9.",https://doi.org/10.2307/2804799
wfo-0000732330,433523,"Smith, Albert C. & Wodehouse, R. P. 1938. The American species of Myristicaceae. Brittonia. 2: 393-527. f. 1-9.",https://doi.org/10.2307/2804799
wfo-0001085166,433523,"Smith, Albert C. & Wodehouse, R. P. 1938. The American species of Myristicaceae. Brittonia. 2: 393-527. f. 1-9.",https://doi.org/10.2307/2804799
wfo-0001242121,433523,"Smith, Albert C. & Wodehouse, R. P. 1938. The American species of Myristicaceae. Brittonia. 2: 393-527. f. 1-9.",https://doi.org/10.2307/2804799
wfo-0001242121,433523,"Smith, Albert C. & Wodehouse, R. P. 1938. The American species of Myristicaceae. Brittonia. 2: 393-527. f. 1-9.",https://doi.org/10.2307/2804799
wfo-0001239946,433523,"Smith, Albert C. & Wodehouse, R. P. 1938. The American species of Myristicaceae. Brittonia. 2: 393-527. f. 1-9.",https://doi.org/10.2307/2804799
wfo-0001085215,433523,"Smith, Albert C. & Wodehouse, R. P. 1938. The American species of Myristicaceae. Brittonia. 2: 393-527. f. 1-9.",https://doi.org/10.2307/2804799
wfo-0001085215,433523,"Smith, Albert C. & Wodehouse, R. P. 1938. The American species of Myristicaceae. Brittonia. 2: 393-527. f. 1-9.",https://doi.org/10.2307/2804799
wfo-0001085171,433523,"Smith, Albert C. & Wodehouse, R. P. 1938. The American species of Myristicaceae. Brittonia. 2: 393-527. f. 1-9.",https://doi.org/10.2307/2804799
wfo-0001085170,433523,"Smith, Albert C. & Wodehouse, R. P. 1938. The American species of Myristicaceae. Brittonia. 2: 393-527. f. 1-9.",https://doi.org/10.2307/2804799
wfo-0000418493,433523,"Smith, Albert C. & Wodehouse, R. P. 1938. The American species of Myristicaceae. Brittonia. 2: 393-527. f. 1-9.",https://doi.org/10.2307/2804799
wfo-0000418493,433523,"Smith, Albert C. & Wodehouse, R. P. 1938. The American species of Myristicaceae. Brittonia. 2: 393-527. f. 1-9.",https://doi.org/10.2307/2804799
wfo-0000418489,433523,"Smith, Albert C. & Wodehouse, R. P. 1938. The American species of Myristicaceae. Brittonia. 2: 393-527. f. 1-9.",https://doi.org/10.2307/2804799
wfo-4000027408,433523,"Smith, Albert C. & Wodehouse, R. P. 1938. The American species of Myristicaceae. Brittonia. 2: 393-527. f. 1-9.",https://doi.org/10.2307/2804799
wfo-0001261127,479690,"Barneby, Rupert C. 1992. A Sciadotenia (Menispermaceae) from the Brazilian Planalto. Brittonia. 44 (2): 264-265.",https://doi.org/10.2307/2806844
wfo-0001261127,479690,"Barneby, Rupert C. 1992. A Sciadotenia (Menispermaceae) from the Brazilian Planalto. Brittonia. 44 (2): 264-265.",https://doi.org/10.2307/2806844
wfo-0000419828,321032,"Pennell, Francis W. 1936. New and noteworthy Papuan Scrophulariaceae. Brittonia. 2: 177-188.",https://doi.org/10.2307/2804860
wfo-0000419828,321032,"Pennell, Francis W. 1936. New and noteworthy Papuan Scrophulariaceae. Brittonia. 2: 177-188.",https://doi.org/10.2307/2804860
wfo-0000732341,433523,"Smith, Albert C. & Wodehouse, R. P. 1938. The American species of Myristicaceae. Brittonia. 2: 393-527. f. 1-9.",https://doi.org/10.2307/2804799
wfo-0000005470,479472,"Blake, Sidney F. 1937. New Asteraceae from Guatemala and Costa Rica Collected by A. F. Skutch. Brittonia. 2 (4): 329 -361.",https://doi.org/10.2307/2804759
wfo-0000891786,316050,"Hitchcock, Albert S. 1936. Papuan grasses collected by L. J. Brass. Brittonia. 2: 107-130.",https://doi.org/10.2307/2804676
wfo-0000891786,316050,"Hitchcock, Albert S. 1936. Papuan grasses collected by L. J. Brass. Brittonia. 2: 107-130.",https://doi.org/10.2307/2804676
wfo-0000030531,396572,"Smith, Albert C. & Koch, M. A. 1935. The genus Espeletia: a study in phylogenetic taxonomy. Brittonia. 1: 479-530. pl. 1, 2 + f. 1-5.",https://doi.org/10.2307/2804673
wfo-0000549271,312787,"Core, Earl L. 1936. The American species of Scleria. Brittonia. 2: 1-105. pl. 1-3.",https://doi.org/10.2307/2804938
wfo-0000549271,312787,"Core, Earl L. 1936. The American species of Scleria. Brittonia. 2: 1-105. pl. 1-3.",https://doi.org/10.2307/2804938
wfo-0000418544,433523,"Smith, Albert C. & Wodehouse, R. P. 1938. The American species of Myristicaceae. Brittonia. 2: 393-527. f. 1-9.",https://doi.org/10.2307/2804799
wfo-0000716430,321032,"Pennell, Francis W. 1936. New and noteworthy Papuan Scrophulariaceae. Brittonia. 2: 177-188.",https://doi.org/10.2307/2804860
wfo-0000716430,321032,"Pennell, Francis W. 1936. New and noteworthy Papuan Scrophulariaceae. Brittonia. 2: 177-188.",https://doi.org/10.2307/2804860
wfo-0000013399,322822,"Rydberg, Per A. 1934. Taxonomic notes on the flora of the prairies and plains of central North America. Brittonia. 1: 79-104.",https://doi.org/10.2307/2804786
wfo-0000304124,395387,"Epling, Carl C. & Játiva, Carlos D. 1964. Revisión del género Satureja on América del Sur. Brittonia. 16: 393-416.",https://doi.org/10.2307/2805308
wfo-0000287978,431874,"Acuña Gale, Julián B. & Reig, J. T. 1962. Psychotriae cubensee novae (Rubiaceae). Brittonia. 14: 224-229.",https://doi.org/10.2307/2805230
wfo-0001234718,322822,"Rydberg, Per A. 1934. Taxonomic notes on the flora of the prairies and plains of central North America. Brittonia. 1: 79-104.",https://doi.org/10.2307/2804786
wfo-0001085197,433523,"Smith, Albert C. & Wodehouse, R. P. 1938. The American species of Myristicaceae. Brittonia. 2: 393-527. f. 1-9.",https://doi.org/10.2307/2804799
wfo-0001085197,433523,"Smith, Albert C. & Wodehouse, R. P. 1938. The American species of Myristicaceae. Brittonia. 2: 393-527. f. 1-9.",https://doi.org/10.2307/2804799
wfo-0000418537,433523,"Smith, Albert C. & Wodehouse, R. P. 1938. The American species of Myristicaceae. Brittonia. 2: 393-527. f. 1-9.",https://doi.org/10.2307/2804799
wfo-0000472081,314761,"Gilly, Charles L. 1943. An Afro-South-American Cyperaceous complex. Brittonia. 5: 1-20. f. 1.",https://doi.org/10.2307/2804870
wfo-0000591348,328041,"Luteyn, James L. 1977. Notes on neotropical Vaccinieae (Ericaceae). III. New and noteworthy species from Mexico. Brittonia. 28: 400-406.",https://doi.org/10.2307/2805602
wfo-0000011390,479472,"Blake, Sidney F. 1937. New Asteraceae from Guatemala and Costa Rica Collected by A. F. Skutch. Brittonia. 2 (4): 329 -361.",https://doi.org/10.2307/2804759
wfo-0000011390,479472,"Blake, Sidney F. 1937. New Asteraceae from Guatemala and Costa Rica Collected by A. F. Skutch. Brittonia. 2 (4): 329 -361.",https://doi.org/10.2307/2804759
wfo-0000892754,316050,"Hitchcock, Albert S. 1936. Papuan grasses collected by L. J. Brass. Brittonia. 2: 107-130.",https://doi.org/10.2307/2804676
wfo-0000892754,316050,"Hitchcock, Albert S. 1936. Papuan grasses collected by L. J. Brass. Brittonia. 2: 107-130.",https://doi.org/10.2307/2804676
wfo-0000883064,316050,"Hitchcock, Albert S. 1936. Papuan grasses collected by L. J. Brass. Brittonia. 2: 107-130.",https://doi.org/10.2307/2804676
wfo-0000883064,316050,"Hitchcock, Albert S. 1936. Papuan grasses collected by L. J. Brass. Brittonia. 2: 107-130.",https://doi.org/10.2307/2804676
wfo-0001277988,203896,"Gleason, Henry A. 1932. A Synopsis of the Melastomataceae of British Guiana. Brittonia. 1 (3): 127-184.",https://doi.org/10.2307/2804765
wfo-0001277988,203896,"Gleason, Henry A. 1932. A Synopsis of the Melastomataceae of British Guiana. Brittonia. 1 (3): 127-184.",https://doi.org/10.2307/2804765
wfo-4000012102,108094,"Fryxell, Paul A. 1997. The American genera of Malvaceae --- II. Brittonia. 49: 204-269.",https://doi.org/10.2307/2807683
wfo-0000069696,396572,"Smith, Albert C. & Koch, M. A. 1935. The genus Espeletia: a study in phylogenetic taxonomy. Brittonia. 1: 479-530. pl. 1, 2 + f. 1-5.",https://doi.org/10.2307/2804673
wfo-0000069696,396572,"Smith, Albert C. & Koch, M. A. 1935. The genus Espeletia: a study in phylogenetic taxonomy. Brittonia. 1: 479-530. pl. 1, 2 + f. 1-5.",https://doi.org/10.2307/2804673
wfo-0000618298,329156,"Forero, Enrique. 1980. New species and varieties of Connarus (Connaraceae) from Brazil, Venezuela, and adjacent countries. Brittonia. 32: 33-42.",https://doi.org/10.2307/2806214
wfo-0001061422,333888,"Barneby, Rupert C. 1989. A review of Lecointea (Fabaceae: Swartzieae) in South America. Brittonia. 41: 351-355.",https://doi.org/10.2307/2807546
wfo-0001061422,333888,"Barneby, Rupert C. 1989. A review of Lecointea (Fabaceae: Swartzieae) in South America. Brittonia. 41: 351-355.",https://doi.org/10.2307/2807546
wfo-0001062339,383871,"Barneby, Rupert C. 1992. Centennial beans: A miscellany of American Fabales. Brittonia. 44: 224-239.",https://doi.org/10.2307/2806838
wfo-0001062339,383871,"Barneby, Rupert C. 1992. Centennial beans: A miscellany of American Fabales. Brittonia. 44: 224-239.",https://doi.org/10.2307/2806838
wfo-0000116078,396572,"Smith, Albert C. & Koch, M. A. 1935. The genus Espeletia: a study in phylogenetic taxonomy. Brittonia. 1: 479-530. pl. 1, 2 + f. 1-5.",https://doi.org/10.2307/2804673
wfo-0000116078,396572,"Smith, Albert C. & Koch, M. A. 1935. The genus Espeletia: a study in phylogenetic taxonomy. Brittonia. 1: 479-530. pl. 1, 2 + f. 1-5.",https://doi.org/10.2307/2804673
wfo-0000033895,396572,"Smith, Albert C. & Koch, M. A. 1935. The genus Espeletia: a study in phylogenetic taxonomy. Brittonia. 1: 479-530. pl. 1, 2 + f. 1-5.",https://doi.org/10.2307/2804673
wfo-0000033895,396572,"Smith, Albert C. & Koch, M. A. 1935. The genus Espeletia: a study in phylogenetic taxonomy. Brittonia. 1: 479-530. pl. 1, 2 + f. 1-5.",https://doi.org/10.2307/2804673
wfo-0000030685,396572,"Smith, Albert C. & Koch, M. A. 1935. The genus Espeletia: a study in phylogenetic taxonomy. Brittonia. 1: 479-530. pl. 1, 2 + f. 1-5.",https://doi.org/10.2307/2804673
wfo-0000030685,396572,"Smith, Albert C. & Koch, M. A. 1935. The genus Espeletia: a study in phylogenetic taxonomy. Brittonia. 1: 479-530. pl. 1, 2 + f. 1-5.",https://doi.org/10.2307/2804673
wfo-0000030685,396572,"Smith, Albert C. & Koch, M. A. 1935. The genus Espeletia: a study in phylogenetic taxonomy. Brittonia. 1: 479-530. pl. 1, 2 + f. 1-5.",https://doi.org/10.2307/2804673
wfo-0000030685,396572,"Smith, Albert C. & Koch, M. A. 1935. The genus Espeletia: a study in phylogenetic taxonomy. Brittonia. 1: 479-530. pl. 1, 2 + f. 1-5.",https://doi.org/10.2307/2804673
wfo-0000023248,396572,"Smith, Albert C. & Koch, M. A. 1935. The genus Espeletia: a study in phylogenetic taxonomy. Brittonia. 1: 479-530. pl. 1, 2 + f. 1-5.",https://doi.org/10.2307/2804673
wfo-0000023248,396572,"Smith, Albert C. & Koch, M. A. 1935. The genus Espeletia: a study in phylogenetic taxonomy. Brittonia. 1: 479-530. pl. 1, 2 + f. 1-5.",https://doi.org/10.2307/2804673
wfo-0000023248,396572,"Smith, Albert C. & Koch, M. A. 1935. The genus Espeletia: a study in phylogenetic taxonomy. Brittonia. 1: 479-530. pl. 1, 2 + f. 1-5.",https://doi.org/10.2307/2804673
wfo-0000023248,396572,"Smith, Albert C. & Koch, M. A. 1935. The genus Espeletia: a study in phylogenetic taxonomy. Brittonia. 1: 479-530. pl. 1, 2 + f. 1-5.",https://doi.org/10.2307/2804673
wfo-0000021940,396572,"Smith, Albert C. & Koch, M. A. 1935. The genus Espeletia: a study in phylogenetic taxonomy. Brittonia. 1: 479-530. pl. 1, 2 + f. 1-5.",https://doi.org/10.2307/2804673
wfo-0000021940,396572,"Smith, Albert C. & Koch, M. A. 1935. The genus Espeletia: a study in phylogenetic taxonomy. Brittonia. 1: 479-530. pl. 1, 2 + f. 1-5.",https://doi.org/10.2307/2804673
wfo-0000652369,324632,"Smith, Albert C. 1933. The genera Sphyrospermum and Disterigma. Brittonia. 1: 203-232.",https://doi.org/10.2307/2804709
wfo-0000652369,324632,"Smith, Albert C. 1933. The genera Sphyrospermum and Disterigma. Brittonia. 1: 203-232.",https://doi.org/10.2307/2804709
wfo-0000021940,396572,"Smith, Albert C. & Koch, M. A. 1935. The genus Espeletia: a study in phylogenetic taxonomy. Brittonia. 1: 479-530. pl. 1, 2 + f. 1-5.",https://doi.org/10.2307/2804673
wfo-0000021940,396572,"Smith, Albert C. & Koch, M. A. 1935. The genus Espeletia: a study in phylogenetic taxonomy. Brittonia. 1: 479-530. pl. 1, 2 + f. 1-5.",https://doi.org/10.2307/2804673
wfo-0000129888,396572,"Smith, Albert C. & Koch, M. A. 1935. The genus Espeletia: a study in phylogenetic taxonomy. Brittonia. 1: 479-530. pl. 1, 2 + f. 1-5.",https://doi.org/10.2307/2804673
wfo-0000129888,396572,"Smith, Albert C. & Koch, M. A. 1935. The genus Espeletia: a study in phylogenetic taxonomy. Brittonia. 1: 479-530. pl. 1, 2 + f. 1-5.",https://doi.org/10.2307/2804673
wfo-0000549442,312787,"Core, Earl L. 1936. The American species of Scleria. Brittonia. 2: 1-105. pl. 1-3.",https://doi.org/10.2307/2804938
wfo-0000549442,312787,"Core, Earl L. 1936. The American species of Scleria. Brittonia. 2: 1-105. pl. 1-3.",https://doi.org/10.2307/2804938
wfo-4000035305,108094,"Fryxell, Paul A. 1997. The American genera of Malvaceae --- II. Brittonia. 49: 204-269.",https://doi.org/10.2307/2807683
wfo-4000015415,108094,"Fryxell, Paul A. 1997. The American genera of Malvaceae --- II. Brittonia. 49: 204-269.",https://doi.org/10.2307/2807683
wfo-4000009706,108094,"Fryxell, Paul A. 1997. The American genera of Malvaceae --- II. Brittonia. 49: 204-269.",https://doi.org/10.2307/2807683
wfo-4000000175,108094,"Fryxell, Paul A. 1997. The American genera of Malvaceae --- II. Brittonia. 49: 204-269.",https://doi.org/10.2307/2807683
wfo-4000001118,108094,"Fryxell, Paul A. 1997. The American genera of Malvaceae --- II. Brittonia. 49: 204-269.",https://doi.org/10.2307/2807683
wfo-0000902129,479707,"Bennett, David E. & Christenson, Eric A. 1994. New Species and New Combinations in Peruvian Orchidaceae. Brittonia. 46 (1): 24-53.",https://doi.org/10.2307/2807455
wfo-4000008313,108094,"Fryxell, Paul A. 1997. The American genera of Malvaceae --- II. Brittonia. 49: 204-269.",https://doi.org/10.2307/2807683
wfo-4000011116,108094,"Fryxell, Paul A. 1997. The American genera of Malvaceae --- II. Brittonia. 49: 204-269.",https://doi.org/10.2307/2807683
wfo-0000181073,307194,"Forero, Enrique. 1972. Studies in Stryphnodendron (Leguminosae: Mimosoideae) including two new taxa. Brittonia. 24: 143-147.",https://doi.org/10.2307/2805864
wfo-0000561291,108094,"Fryxell, Paul A. 1997. The American genera of Malvaceae --- II. Brittonia. 49: 204-269.",https://doi.org/10.2307/2807683
wfo-0001121986,204517,"Vasco,  Alejandra, et al. 2009. Monograph of the Elaphoglossum ciliatum group (Dryopteridaceae). Brittonia. 61 (3): 241-272.",https://doi.org/10.1007/s12228-009-9075-y
wfo-4000022986,108094,"Fryxell, Paul A. 1997. The American genera of Malvaceae --- II. Brittonia. 49: 204-269.",https://doi.org/10.2307/2807683
wfo-0000316110,479707,"Bennett, David E. & Christenson, Eric A. 1994. New Species and New Combinations in Peruvian Orchidaceae. Brittonia. 46 (1): 24-53.",https://doi.org/10.2307/2807455
wfo-0000316098,479707,"Bennett, David E. & Christenson, Eric A. 1994. New Species and New Combinations in Peruvian Orchidaceae. Brittonia. 46 (1): 24-53.",https://doi.org/10.2307/2807455
wfo-0000311682,479707,"Bennett, David E. & Christenson, Eric A. 1994. New Species and New Combinations in Peruvian Orchidaceae. Brittonia. 46 (1): 24-53.",https://doi.org/10.2307/2807455
wfo-0000297424,479707,"Bennett, David E. & Christenson, Eric A. 1994. New Species and New Combinations in Peruvian Orchidaceae. Brittonia. 46 (1): 24-53.",https://doi.org/10.2307/2807455
wfo-0000232498,479707,"Bennett, David E. & Christenson, Eric A. 1994. New Species and New Combinations in Peruvian Orchidaceae. Brittonia. 46 (1): 24-53.",https://doi.org/10.2307/2807455
wfo-0000221183,479707,"Bennett, David E. & Christenson, Eric A. 1994. New Species and New Combinations in Peruvian Orchidaceae. Brittonia. 46 (1): 24-53.",https://doi.org/10.2307/2807455
wfo-0000220805,479707,"Bennett, David E. & Christenson, Eric A. 1994. New Species and New Combinations in Peruvian Orchidaceae. Brittonia. 46 (1): 24-53.",https://doi.org/10.2307/2807455
wfo-0000220774,479707,"Bennett, David E. & Christenson, Eric A. 1994. New Species and New Combinations in Peruvian Orchidaceae. Brittonia. 46 (1): 24-53.",https://doi.org/10.2307/2807455
wfo-0000220761,479707,"Bennett, David E. & Christenson, Eric A. 1994. New Species and New Combinations in Peruvian Orchidaceae. Brittonia. 46 (1): 24-53.",https://doi.org/10.2307/2807455
wfo-0000829975,310066,"Wilbur, Robert L. 1972. A new Costa Rica species of Centropogon: C. irazuensis (Campanulaceae: Lobelioideae). Brittonia. 24: 420-424.",https://doi.org/10.2307/2805505
wfo-0001135422,479665,"Soltis, Douglas E. 1991. A Revision of Sullivantia (Saxifragaceae). Brittonia. 43 (1): 27-53.",https://doi.org/10.2307/2807176
wfo-4000025598,108094,"Fryxell, Paul A. 1997. The American genera of Malvaceae --- II. Brittonia. 49: 204-269.",https://doi.org/10.2307/2807683
wfo-0000743914,194388,"Fortunato, Renée H., et al. 2008. Galactia dimorphophylla (Leguminosae: Phaseoleae), a new species from southeastern South America. Brittonia. 60 (4): 349-354.",https://doi.org/10.1007/s12228-008-9043-y
wfo-0000743716,194389,"Fraga, Cláudio N. 2008. Three new species of Davilla (Dilleniaceae) from Bahia, Brazil. Brittonia. 60 (4): 355-361.",https://doi.org/10.1007/s12228-008-9046-8
