taxonID,Identifier,bibliographicCitation,url
wfo-0001081988,203887,"Almeda, Frank. 1983. Three New Mesoamerican Species of Miconia (Melastomataceae). Brittonia. 35 (1): 42-48.",https://doi.org/10.2307/2806048
wfo-0001081107,203887,"Almeda, Frank. 1983. Three New Mesoamerican Species of Miconia (Melastomataceae). Brittonia. 35 (1): 42-48.",https://doi.org/10.2307/2806048
wfo-0001081107,203887,"Almeda, Frank. 1983. Three New Mesoamerican Species of Miconia (Melastomataceae). Brittonia. 35 (1): 42-48.",https://doi.org/10.2307/2806048
wfo-0001249517,203945,"Almeda, Frank. 1999. A new Acisanthera (Melastomataceae: Melastomeae) from Noel Kempff Mercado National Park, Bolivia. Brittonia. 51 (2): 159-162.",https://doi.org/10.2307/2666623
wfo-0001249517,203945,"Almeda, Frank. 1999. A new Acisanthera (Melastomataceae: Melastomeae) from Noel Kempff Mercado National Park, Bolivia. Brittonia. 51 (2): 159-162.",https://doi.org/10.2307/2666623
wfo-0001258157,203709,"Almeda, Frank. 2001. Three new Mesoamerican species of Topobea (Melastomataceae). Brittonia. 53 (1): 157-166.",https://doi.org/10.1007/bf02805409
wfo-0001258157,203709,"Almeda, Frank. 2001. Three new Mesoamerican species of Topobea (Melastomataceae). Brittonia. 53 (1): 157-166.",https://doi.org/10.1007/bf02805409
wfo-0001258156,203709,"Almeda, Frank. 2001. Three new Mesoamerican species of Topobea (Melastomataceae). Brittonia. 53 (1): 157-166.",https://doi.org/10.1007/bf02805409
wfo-0001258156,203709,"Almeda, Frank. 2001. Three new Mesoamerican species of Topobea (Melastomataceae). Brittonia. 53 (1): 157-166.",https://doi.org/10.1007/bf02805409
wfo-0001240653,203709,"Almeda, Frank. 2001. Three new Mesoamerican species of Topobea (Melastomataceae). Brittonia. 53 (1): 157-166.",https://doi.org/10.1007/bf02805409
wfo-0001240653,203709,"Almeda, Frank. 2001. Three new Mesoamerican species of Topobea (Melastomataceae). Brittonia. 53 (1): 157-166.",https://doi.org/10.1007/bf02805409
wfo-0001268317,52275,"Amorim, André M. 2002. Five new species of Heteropterys (Malphigiaceae) from Central and South America. Brittonia. 54: 217-232.",https://doi.org/10.1663/0007-196x(2003)54[217:fnsohm]2.0.co;2
wfo-0001268317,52275,"Amorim, André M. 2002. Five new species of Heteropterys (Malphigiaceae) from Central and South America. Brittonia. 54: 217-232.",https://doi.org/10.1663/0007-196x(2003)54[217:fnsohm]2.0.co;2
wfo-0001268316,52275,"Amorim, André M. 2002. Five new species of Heteropterys (Malphigiaceae) from Central and South America. Brittonia. 54: 217-232.",https://doi.org/10.1663/0007-196x(2003)54[217:fnsohm]2.0.co;2
wfo-0001268316,52275,"Amorim, André M. 2002. Five new species of Heteropterys (Malphigiaceae) from Central and South America. Brittonia. 54: 217-232.",https://doi.org/10.1663/0007-196x(2003)54[217:fnsohm]2.0.co;2
wfo-0001268315,52275,"Amorim, André M. 2002. Five new species of Heteropterys (Malphigiaceae) from Central and South America. Brittonia. 54: 217-232.",https://doi.org/10.1663/0007-196x(2003)54[217:fnsohm]2.0.co;2
wfo-0001268315,52275,"Amorim, André M. 2002. Five new species of Heteropterys (Malphigiaceae) from Central and South America. Brittonia. 54: 217-232.",https://doi.org/10.1663/0007-196x(2003)54[217:fnsohm]2.0.co;2
wfo-0000721393,52275,"Amorim, André M. 2002. Five new species of Heteropterys (Malphigiaceae) from Central and South America. Brittonia. 54: 217-232.",https://doi.org/10.1663/0007-196x(2003)54[217:fnsohm]2.0.co;2
wfo-0000721393,52275,"Amorim, André M. 2002. Five new species of Heteropterys (Malphigiaceae) from Central and South America. Brittonia. 54: 217-232.",https://doi.org/10.1663/0007-196x(2003)54[217:fnsohm]2.0.co;2
wfo-0000721388,52275,"Amorim, André M. 2002. Five new species of Heteropterys (Malphigiaceae) from Central and South America. Brittonia. 54: 217-232.",https://doi.org/10.1663/0007-196x(2003)54[217:fnsohm]2.0.co;2
wfo-0000721388,52275,"Amorim, André M. 2002. Five new species of Heteropterys (Malphigiaceae) from Central and South America. Brittonia. 54: 217-232.",https://doi.org/10.1663/0007-196x(2003)54[217:fnsohm]2.0.co;2
wfo-0000721490,108108,"Amorim, André M. 2003. The anomalous-stemmed species of Heteropterys subsect. Aptychia (Malpighiaceae). Brittonia. 55: 127-145.",https://doi.org/10.1663/0007-196x(2003)055[0127:tassoh]2.0.co;2
wfo-0000721490,108108,"Amorim, André M. 2003. The anomalous-stemmed species of Heteropterys subsect. Aptychia (Malpighiaceae). Brittonia. 55: 127-145.",https://doi.org/10.1663/0007-196x(2003)055[0127:tassoh]2.0.co;2
wfo-0000721349,108108,"Amorim, André M. 2003. The anomalous-stemmed species of Heteropterys subsect. Aptychia (Malpighiaceae). Brittonia. 55: 127-145.",https://doi.org/10.1663/0007-196x(2003)055[0127:tassoh]2.0.co;2
wfo-0000721349,108108,"Amorim, André M. 2003. The anomalous-stemmed species of Heteropterys subsect. Aptychia (Malpighiaceae). Brittonia. 55: 127-145.",https://doi.org/10.1663/0007-196x(2003)055[0127:tassoh]2.0.co;2
wfo-0000449965,82392,"Anderson, C. 2001. Novelties in Mascagnia (Malpighiaceae). Brittonia. 53: 405-415.",https://doi.org/10.1007/bf02809795
wfo-0000449965,82392,"Anderson, C. 2001. Novelties in Mascagnia (Malpighiaceae). Brittonia. 53: 405-415.",https://doi.org/10.1007/bf02809795
wfo-0001265073,82392,"Anderson, C. 2001. Novelties in Mascagnia (Malpighiaceae). Brittonia. 53: 405-415.",https://doi.org/10.1007/bf02809795
wfo-0001265073,82392,"Anderson, C. 2001. Novelties in Mascagnia (Malpighiaceae). Brittonia. 53: 405-415.",https://doi.org/10.1007/bf02809795
wfo-0001270240,82392,"Anderson, C. 2001. Novelties in Mascagnia (Malpighiaceae). Brittonia. 53: 405-415.",https://doi.org/10.1007/bf02809795
wfo-0001270240,82392,"Anderson, C. 2001. Novelties in Mascagnia (Malpighiaceae). Brittonia. 53: 405-415.",https://doi.org/10.1007/bf02809795
wfo-0001277055,82392,"Anderson, C. 2001. Novelties in Mascagnia (Malpighiaceae). Brittonia. 53: 405-415.",https://doi.org/10.1007/bf02809795
wfo-0001277055,82392,"Anderson, C. 2001. Novelties in Mascagnia (Malpighiaceae). Brittonia. 53: 405-415.",https://doi.org/10.1007/bf02809795
wfo-4000022225,252597,"Anderson, Edward F. 1970. The biogeography, ecology and taxonomy of Lophophora. Brittonia. 21: 299-310.",https://doi.org/10.2307/2805756
wfo-0001256202,252597,"Anderson, Edward F. 1970. The biogeography, ecology and taxonomy of Lophophora. Brittonia. 21: 299-310.",https://doi.org/10.2307/2805756
wfo-0001287424,252597,"Anderson, Edward F. 1970. The biogeography, ecology and taxonomy of Lophophora. Brittonia. 21: 299-310.",https://doi.org/10.2307/2805756
wfo-0001164863,297304,"Anderson, Lewis E. & Bryan, Virginia S. 1958. Systematics of the autoicous species of Ditrichum subg. Ditrichum. Brittonia. 10: 121-137.",https://doi.org/10.2307/2804793
wfo-0001164897,297304,"Anderson, Lewis E. & Bryan, Virginia S. 1958. Systematics of the autoicous species of Ditrichum subg. Ditrichum. Brittonia. 10: 121-137.",https://doi.org/10.2307/2804793
wfo-0001164963,297304,"Anderson, Lewis E. & Bryan, Virginia S. 1958. Systematics of the autoicous species of Ditrichum subg. Ditrichum. Brittonia. 10: 121-137.",https://doi.org/10.2307/2804793
wfo-0001164965,297304,"Anderson, Lewis E. & Bryan, Virginia S. 1958. Systematics of the autoicous species of Ditrichum subg. Ditrichum. Brittonia. 10: 121-137.",https://doi.org/10.2307/2804793
wfo-0000067671,330635,"Anderson, Loran C. 1983. Chrysothamnus eremobius (Asteraceae): a new species from Nevada. Brittonia. 35: 23-27.",https://doi.org/10.2307/2806041
wfo-0000067671,330635,"Anderson, Loran C. 1983. Chrysothamnus eremobius (Asteraceae): a new species from Nevada. Brittonia. 35: 23-27.",https://doi.org/10.2307/2806041
wfo-0001164936,297304,"Anderson, Lewis E. & Bryan, Virginia S. 1958. Systematics of the autoicous species of Ditrichum subg. Ditrichum. Brittonia. 10: 121-137.",https://doi.org/10.2307/2804793
wfo-0001109100,190818,"Anderson, William R. & Crosby, M. R. 1966. A revision of the Hawaiian species of Elaphoglossum. Brittonia. 18: 380-397.",https://doi.org/10.2307/2805154
wfo-0001109122,190818,"Anderson, William R. & Crosby, M. R. 1966. A revision of the Hawaiian species of Elaphoglossum. Brittonia. 18: 380-397.",https://doi.org/10.2307/2805154
wfo-0001024484,113081,"Ando, T. & Hashimoto, G. 1998. Two new species of Petunia from southern Rio Grande do Sul, Brazil. Brittonia. 50: 483-492.",https://doi.org/10.2307/2807758
wfo-0001024484,113081,"Ando, T. & Hashimoto, G. 1998. Two new species of Petunia from southern Rio Grande do Sul, Brazil. Brittonia. 50: 483-492.",https://doi.org/10.2307/2807758
wfo-0000132140,100265,"Arriagada, J. E. 2003. Revision of the genus Clibadium (Asteraceae, Heliantheae). Brittonia. 55: 245-301.",https://doi.org/10.1663/0007-196x(2003)055[0245:rotgca]2.0.co;2
wfo-0000127963,100265,"Arriagada, J. E. 2003. Revision of the genus Clibadium (Asteraceae, Heliantheae). Brittonia. 55: 245-301.",https://doi.org/10.1663/0007-196x(2003)055[0245:rotgca]2.0.co;2
wfo-0000127089,100265,"Arriagada, J. E. 2003. Revision of the genus Clibadium (Asteraceae, Heliantheae). Brittonia. 55: 245-301.",https://doi.org/10.1663/0007-196x(2003)055[0245:rotgca]2.0.co;2
wfo-0000123746,100265,"Arriagada, J. E. 2003. Revision of the genus Clibadium (Asteraceae, Heliantheae). Brittonia. 55: 245-301.",https://doi.org/10.1663/0007-196x(2003)055[0245:rotgca]2.0.co;2
wfo-0000091817,100265,"Arriagada, J. E. 2003. Revision of the genus Clibadium (Asteraceae, Heliantheae). Brittonia. 55: 245-301.",https://doi.org/10.1663/0007-196x(2003)055[0245:rotgca]2.0.co;2
wfo-0000088989,100265,"Arriagada, J. E. 2003. Revision of the genus Clibadium (Asteraceae, Heliantheae). Brittonia. 55: 245-301.",https://doi.org/10.1663/0007-196x(2003)055[0245:rotgca]2.0.co;2
wfo-0000087742,100265,"Arriagada, J. E. 2003. Revision of the genus Clibadium (Asteraceae, Heliantheae). Brittonia. 55: 245-301.",https://doi.org/10.1663/0007-196x(2003)055[0245:rotgca]2.0.co;2
wfo-0000081275,100265,"Arriagada, J. E. 2003. Revision of the genus Clibadium (Asteraceae, Heliantheae). Brittonia. 55: 245-301.",https://doi.org/10.1663/0007-196x(2003)055[0245:rotgca]2.0.co;2
wfo-0000078058,100265,"Arriagada, J. E. 2003. Revision of the genus Clibadium (Asteraceae, Heliantheae). Brittonia. 55: 245-301.",https://doi.org/10.1663/0007-196x(2003)055[0245:rotgca]2.0.co;2
wfo-0000072112,100265,"Arriagada, J. E. 2003. Revision of the genus Clibadium (Asteraceae, Heliantheae). Brittonia. 55: 245-301.",https://doi.org/10.1663/0007-196x(2003)055[0245:rotgca]2.0.co;2
wfo-0000060245,100265,"Arriagada, J. E. 2003. Revision of the genus Clibadium (Asteraceae, Heliantheae). Brittonia. 55: 245-301.",https://doi.org/10.1663/0007-196x(2003)055[0245:rotgca]2.0.co;2
wfo-0000060198,100265,"Arriagada, J. E. 2003. Revision of the genus Clibadium (Asteraceae, Heliantheae). Brittonia. 55: 245-301.",https://doi.org/10.1663/0007-196x(2003)055[0245:rotgca]2.0.co;2
wfo-0000049633,100265,"Arriagada, J. E. 2003. Revision of the genus Clibadium (Asteraceae, Heliantheae). Brittonia. 55: 245-301.",https://doi.org/10.1663/0007-196x(2003)055[0245:rotgca]2.0.co;2
wfo-0000048325,100265,"Arriagada, J. E. 2003. Revision of the genus Clibadium (Asteraceae, Heliantheae). Brittonia. 55: 245-301.",https://doi.org/10.1663/0007-196x(2003)055[0245:rotgca]2.0.co;2
wfo-0000035371,100265,"Arriagada, J. E. 2003. Revision of the genus Clibadium (Asteraceae, Heliantheae). Brittonia. 55: 245-301.",https://doi.org/10.1663/0007-196x(2003)055[0245:rotgca]2.0.co;2
wfo-0000034777,100265,"Arriagada, J. E. 2003. Revision of the genus Clibadium (Asteraceae, Heliantheae). Brittonia. 55: 245-301.",https://doi.org/10.1663/0007-196x(2003)055[0245:rotgca]2.0.co;2
wfo-0000030890,100265,"Arriagada, J. E. 2003. Revision of the genus Clibadium (Asteraceae, Heliantheae). Brittonia. 55: 245-301.",https://doi.org/10.1663/0007-196x(2003)055[0245:rotgca]2.0.co;2
wfo-0000018988,100265,"Arriagada, J. E. 2003. Revision of the genus Clibadium (Asteraceae, Heliantheae). Brittonia. 55: 245-301.",https://doi.org/10.1663/0007-196x(2003)055[0245:rotgca]2.0.co;2
wfo-0000015971,100265,"Arriagada, J. E. 2003. Revision of the genus Clibadium (Asteraceae, Heliantheae). Brittonia. 55: 245-301.",https://doi.org/10.1663/0007-196x(2003)055[0245:rotgca]2.0.co;2
wfo-0000013521,100265,"Arriagada, J. E. 2003. Revision of the genus Clibadium (Asteraceae, Heliantheae). Brittonia. 55: 245-301.",https://doi.org/10.1663/0007-196x(2003)055[0245:rotgca]2.0.co;2
wfo-0000011371,100265,"Arriagada, J. E. 2003. Revision of the genus Clibadium (Asteraceae, Heliantheae). Brittonia. 55: 245-301.",https://doi.org/10.1663/0007-196x(2003)055[0245:rotgca]2.0.co;2
wfo-0000001581,100265,"Arriagada, J. E. 2003. Revision of the genus Clibadium (Asteraceae, Heliantheae). Brittonia. 55: 245-301.",https://doi.org/10.1663/0007-196x(2003)055[0245:rotgca]2.0.co;2
wfo-0000002457,100265,"Arriagada, J. E. 2003. Revision of the genus Clibadium (Asteraceae, Heliantheae). Brittonia. 55: 245-301.",https://doi.org/10.1663/0007-196x(2003)055[0245:rotgca]2.0.co;2
wfo-0000067044,100265,"Arriagada, J. E. 2003. Revision of the genus Clibadium (Asteraceae, Heliantheae). Brittonia. 55: 245-301.",https://doi.org/10.1663/0007-196x(2003)055[0245:rotgca]2.0.co;2
wfo-0000068411,100265,"Arriagada, J. E. 2003. Revision of the genus Clibadium (Asteraceae, Heliantheae). Brittonia. 55: 245-301.",https://doi.org/10.1663/0007-196x(2003)055[0245:rotgca]2.0.co;2
wfo-0000075995,100265,"Arriagada, J. E. 2003. Revision of the genus Clibadium (Asteraceae, Heliantheae). Brittonia. 55: 245-301.",https://doi.org/10.1663/0007-196x(2003)055[0245:rotgca]2.0.co;2
wfo-0000129480,100265,"Arriagada, J. E. 2003. Revision of the genus Clibadium (Asteraceae, Heliantheae). Brittonia. 55: 245-301.",https://doi.org/10.1663/0007-196x(2003)055[0245:rotgca]2.0.co;2
wfo-0000131296,100265,"Arriagada, J. E. 2003. Revision of the genus Clibadium (Asteraceae, Heliantheae). Brittonia. 55: 245-301.",https://doi.org/10.1663/0007-196x(2003)055[0245:rotgca]2.0.co;2
wfo-0000837740,175074,"Assis, Marta C. de. 2006. A new species of Alstroemeria (Alstroemeriaceae) from Pará, Brazil. Brittonia. 58 (3): 267-269.",https://doi.org/10.1663/0007-196x(2006)58[267:ansoaa]2.0.co;2
wfo-0000837740,175074,"Assis, Marta C. de. 2006. A new species of Alstroemeria (Alstroemeriaceae) from Pará, Brazil. Brittonia. 58 (3): 267-269.",https://doi.org/10.1663/0007-196x(2006)58[267:ansoaa]2.0.co;2
wfo-0000814765,264017,"Ayers, Tina J. 1987. Four species from western Mexico new to Lobelia (Campanulaceae: Lobelioideae). Brittonia. 39: AM-All.",https://doi.org/10.2307/2807317
wfo-0000814765,264017,"Ayers, Tina J. 1987. Four species from western Mexico new to Lobelia (Campanulaceae: Lobelioideae). Brittonia. 39: AM-All.",https://doi.org/10.2307/2807317
wfo-0000814764,264017,"Ayers, Tina J. 1987. Four species from western Mexico new to Lobelia (Campanulaceae: Lobelioideae). Brittonia. 39: AM-All.",https://doi.org/10.2307/2807317
wfo-0000814764,264017,"Ayers, Tina J. 1987. Four species from western Mexico new to Lobelia (Campanulaceae: Lobelioideae). Brittonia. 39: AM-All.",https://doi.org/10.2307/2807317
wfo-0000814763,264017,"Ayers, Tina J. 1987. Four species from western Mexico new to Lobelia (Campanulaceae: Lobelioideae). Brittonia. 39: AM-All.",https://doi.org/10.2307/2807317
wfo-0000814763,264017,"Ayers, Tina J. 1987. Four species from western Mexico new to Lobelia (Campanulaceae: Lobelioideae). Brittonia. 39: AM-All.",https://doi.org/10.2307/2807317
wfo-0000814411,264017,"Ayers, Tina J. 1987. Four species from western Mexico new to Lobelia (Campanulaceae: Lobelioideae). Brittonia. 39: AM-All.",https://doi.org/10.2307/2807317
wfo-0001268320,20344,"Aymard Corredor, Gerardo A. & Boom, Brian M. 2002. A new species of Tetracera (Dilleniaceae) from Guyana. Brittonia. 54: 275-278.",https://doi.org/10.1663/0007-196x(2003)54[275:ansotd]2.0.co;2
wfo-0001268320,20344,"Aymard Corredor, Gerardo A. & Boom, Brian M. 2002. A new species of Tetracera (Dilleniaceae) from Guyana. Brittonia. 54: 275-278.",https://doi.org/10.1663/0007-196x(2003)54[275:ansotd]2.0.co;2
wfo-0000638823,46132,"Aymard Corredor, Gerardo A. 1998. Dilleniaceae Novae Neotropicae VIII. Two new species of Davilla from Brazil. Brittonia. 50: 51-55.",https://doi.org/10.2307/2807715
wfo-0000638823,46132,"Aymard Corredor, Gerardo A. 1998. Dilleniaceae Novae Neotropicae VIII. Two new species of Davilla from Brazil. Brittonia. 50: 51-55.",https://doi.org/10.2307/2807715
wfo-0000638807,46132,"Aymard Corredor, Gerardo A. 1998. Dilleniaceae Novae Neotropicae VIII. Two new species of Davilla from Brazil. Brittonia. 50: 51-55.",https://doi.org/10.2307/2807715
wfo-0000638807,46132,"Aymard Corredor, Gerardo A. 1998. Dilleniaceae Novae Neotropicae VIII. Two new species of Davilla from Brazil. Brittonia. 50: 51-55.",https://doi.org/10.2307/2807715
wfo-0001133250,310612,"Bailey, Virginia L. 1962. Revision of the genus Ptelea (Rutaceae). Brittonia. 14: 1-45.",https://doi.org/10.2307/2805316
wfo-0001132894,310612,"Bailey, Virginia L. 1962. Revision of the genus Ptelea (Rutaceae). Brittonia. 14: 1-45.",https://doi.org/10.2307/2805316
wfo-0000775871,330939,"Balslev, Henrik. 1983. New taxa and combinations in neotropical Juncus (Juncaceae). Brittonia. 35: 302-308.",https://doi.org/10.2307/2806027
wfo-0000775871,330939,"Balslev, Henrik. 1983. New taxa and combinations in neotropical Juncus (Juncaceae). Brittonia. 35: 302-308.",https://doi.org/10.2307/2806027
wfo-4000034342,264201,"Barkley, F. A. 1944. Schinus L. Brittonia. 5: 160-198. f. 1-22.",https://doi.org/10.2307/2804751
wfo-0000123473,264215,"Barkley, T. M. 1968. Taxonomy of Senecio multilobaius and its allies. Brittonia. 20: 267-284.",https://doi.org/10.2307/2805451
wfo-0000113151,264215,"Barkley, T. M. 1968. Taxonomy of Senecio multilobaius and its allies. Brittonia. 20: 267-284.",https://doi.org/10.2307/2805451
wfo-0000106988,264215,"Barkley, T. M. 1968. Taxonomy of Senecio multilobaius and its allies. Brittonia. 20: 267-284.",https://doi.org/10.2307/2805451
wfo-0000091886,264215,"Barkley, T. M. 1968. Taxonomy of Senecio multilobaius and its allies. Brittonia. 20: 267-284.",https://doi.org/10.2307/2805451
wfo-0000084508,264215,"Barkley, T. M. 1968. Taxonomy of Senecio multilobaius and its allies. Brittonia. 20: 267-284.",https://doi.org/10.2307/2805451
wfo-0000072961,264215,"Barkley, T. M. 1968. Taxonomy of Senecio multilobaius and its allies. Brittonia. 20: 267-284.",https://doi.org/10.2307/2805451
wfo-0000043569,264215,"Barkley, T. M. 1968. Taxonomy of Senecio multilobaius and its allies. Brittonia. 20: 267-284.",https://doi.org/10.2307/2805451
wfo-0000036836,264215,"Barkley, T. M. 1968. Taxonomy of Senecio multilobaius and its allies. Brittonia. 20: 267-284.",https://doi.org/10.2307/2805451
wfo-0000004554,264215,"Barkley, T. M. 1968. Taxonomy of Senecio multilobaius and its allies. Brittonia. 20: 267-284.",https://doi.org/10.2307/2805451
wfo-0001105369,264207,"Barkley, T. M. 1980. Taxonomic notes on Senecio tomentosus and its allies (Asteraceae). Brittonia. 32: 291-308.",https://doi.org/10.2307/2806718
wfo-0001105346,264207,"Barkley, T. M. 1980. Taxonomic notes on Senecio tomentosus and its allies (Asteraceae). Brittonia. 32: 291-308.",https://doi.org/10.2307/2806718
wfo-0001105345,264207,"Barkley, T. M. 1980. Taxonomic notes on Senecio tomentosus and its allies (Asteraceae). Brittonia. 32: 291-308.",https://doi.org/10.2307/2806718
wfo-0000442838,264207,"Barkley, T. M. 1980. Taxonomic notes on Senecio tomentosus and its allies (Asteraceae). Brittonia. 32: 291-308.",https://doi.org/10.2307/2806718
wfo-0000442395,264207,"Barkley, T. M. 1980. Taxonomic notes on Senecio tomentosus and its allies (Asteraceae). Brittonia. 32: 291-308.",https://doi.org/10.2307/2806718
wfo-0001105344,264207,"Barkley, T. M. 1980. Taxonomic notes on Senecio tomentosus and its allies (Asteraceae). Brittonia. 32: 291-308.",https://doi.org/10.2307/2806718
wfo-0001105348,264207,"Barkley, T. M. 1980. Taxonomic notes on Senecio tomentosus and its allies (Asteraceae). Brittonia. 32: 291-308.",https://doi.org/10.2307/2806718
wfo-0000179428,412774,"Barneby, Rupert C. & Fortunato, Renée H. 1987. Four new diplostemonous species of Mimosa (Mimosaceae) from Paraguay and eastern Bolivia. Brittonia. 39: 165-174.",https://doi.org/10.2307/2807367
wfo-0000179428,412774,"Barneby, Rupert C. & Fortunato, Renée H. 1987. Four new diplostemonous species of Mimosa (Mimosaceae) from Paraguay and eastern Bolivia. Brittonia. 39: 165-174.",https://doi.org/10.2307/2807367
wfo-0000179427,412774,"Barneby, Rupert C. & Fortunato, Renée H. 1987. Four new diplostemonous species of Mimosa (Mimosaceae) from Paraguay and eastern Bolivia. Brittonia. 39: 165-174.",https://doi.org/10.2307/2807367
wfo-0000179427,412774,"Barneby, Rupert C. & Fortunato, Renée H. 1987. Four new diplostemonous species of Mimosa (Mimosaceae) from Paraguay and eastern Bolivia. Brittonia. 39: 165-174.",https://doi.org/10.2307/2807367
wfo-0000179426,412774,"Barneby, Rupert C. & Fortunato, Renée H. 1987. Four new diplostemonous species of Mimosa (Mimosaceae) from Paraguay and eastern Bolivia. Brittonia. 39: 165-174.",https://doi.org/10.2307/2807367
wfo-0000179426,412774,"Barneby, Rupert C. & Fortunato, Renée H. 1987. Four new diplostemonous species of Mimosa (Mimosaceae) from Paraguay and eastern Bolivia. Brittonia. 39: 165-174.",https://doi.org/10.2307/2807367
wfo-0000179425,412774,"Barneby, Rupert C. & Fortunato, Renée H. 1987. Four new diplostemonous species of Mimosa (Mimosaceae) from Paraguay and eastern Bolivia. Brittonia. 39: 165-174.",https://doi.org/10.2307/2807367
wfo-0000179425,412774,"Barneby, Rupert C. & Fortunato, Renée H. 1987. Four new diplostemonous species of Mimosa (Mimosaceae) from Paraguay and eastern Bolivia. Brittonia. 39: 165-174.",https://doi.org/10.2307/2807367
wfo-0000178449,400739,"Barneby, Rupert C. & Grimes, James W. 1984. Two legumminous forest trees new to the flora of French Guiana. Brittonia. 36: 45-48.",https://doi.org/10.2307/2806290
wfo-0000178449,400739,"Barneby, Rupert C. & Grimes, James W. 1984. Two legumminous forest trees new to the flora of French Guiana. Brittonia. 36: 45-48.",https://doi.org/10.2307/2806290
wfo-0000174835,30893,"Barneby, Rupert C. 1980. Dragma Hippomanicum V: Two new Astragali from Intermountain United States. Brittonia. 32: 24-29.",https://doi.org/10.2307/2806212
wfo-0000174835,30893,"Barneby, Rupert C. 1980. Dragma Hippomanicum V: Two new Astragali from Intermountain United States. Brittonia. 32: 24-29.",https://doi.org/10.2307/2806212
wfo-0000174979,329804,"Barneby, Rupert C. 1981. New species of Dalea section Parosela (Leguminosae: Amorpheae) from Peru [D. strobilacea] and Mexico [D. daucosma]. Brittonia. 33: 501-511.",https://doi.org/10.2307/2806753
wfo-0000174979,329804,"Barneby, Rupert C. 1981. New species of Dalea section Parosela (Leguminosae: Amorpheae) from Peru [D. strobilacea] and Mexico [D. daucosma]. Brittonia. 33: 501-511.",https://doi.org/10.2307/2806753
wfo-0000174938,329804,"Barneby, Rupert C. 1981. New species of Dalea section Parosela (Leguminosae: Amorpheae) from Peru [D. strobilacea] and Mexico [D. daucosma]. Brittonia. 33: 501-511.",https://doi.org/10.2307/2806753
wfo-0000174938,329804,"Barneby, Rupert C. 1981. New species of Dalea section Parosela (Leguminosae: Amorpheae) from Peru [D. strobilacea] and Mexico [D. daucosma]. Brittonia. 33: 501-511.",https://doi.org/10.2307/2806753
wfo-0000178790,331513,"Barneby, Rupert C. 1984. A new Bolivian Mimosa of section Habbasia series Leptostachyae (Leguminosae: Mimosoideae), close kin of the fictitious genus Schranckiastrum. Brittonia. 36: 248-251.",https://doi.org/10.2307/2806518
wfo-0000178790,331513,"Barneby, Rupert C. 1984. A new Bolivian Mimosa of section Habbasia series Leptostachyae (Leguminosae: Mimosoideae), close kin of the fictitious genus Schranckiastrum. Brittonia. 36: 248-251.",https://doi.org/10.2307/2806518
wfo-0000178547,331405,"Barneby, Rupert C. 1984. Dragma Hippomanicum X: Astragali (Leguminosae) nevadenses novi criticive, singulo peruviano adjecto. Brittonia. 36: 167-- 173.",https://doi.org/10.2307/2806625
wfo-0000178547,331405,"Barneby, Rupert C. 1984. Dragma Hippomanicum X: Astragali (Leguminosae) nevadenses novi criticive, singulo peruviano adjecto. Brittonia. 36: 167-- 173.",https://doi.org/10.2307/2806625
wfo-0000178861,331813,"Barneby, Rupert C. 1984. The genus Mimosa (Mimosaceae) in Bahia, Brazil: new taxa and nomenclatural adjustments. Brittonia. 37: 125-153.",https://doi.org/10.2307/2806089
wfo-0000178861,331813,"Barneby, Rupert C. 1984. The genus Mimosa (Mimosaceae) in Bahia, Brazil: new taxa and nomenclatural adjustments. Brittonia. 37: 125-153.",https://doi.org/10.2307/2806089
wfo-0000178859,331813,"Barneby, Rupert C. 1984. The genus Mimosa (Mimosaceae) in Bahia, Brazil: new taxa and nomenclatural adjustments. Brittonia. 37: 125-153.",https://doi.org/10.2307/2806089
wfo-0000178859,331813,"Barneby, Rupert C. 1984. The genus Mimosa (Mimosaceae) in Bahia, Brazil: new taxa and nomenclatural adjustments. Brittonia. 37: 125-153.",https://doi.org/10.2307/2806089
wfo-0000178854,331813,"Barneby, Rupert C. 1984. The genus Mimosa (Mimosaceae) in Bahia, Brazil: new taxa and nomenclatural adjustments. Brittonia. 37: 125-153.",https://doi.org/10.2307/2806089
wfo-0000178854,331813,"Barneby, Rupert C. 1984. The genus Mimosa (Mimosaceae) in Bahia, Brazil: new taxa and nomenclatural adjustments. Brittonia. 37: 125-153.",https://doi.org/10.2307/2806089
wfo-0000178851,331813,"Barneby, Rupert C. 1984. The genus Mimosa (Mimosaceae) in Bahia, Brazil: new taxa and nomenclatural adjustments. Brittonia. 37: 125-153.",https://doi.org/10.2307/2806089
wfo-0000178851,331813,"Barneby, Rupert C. 1984. The genus Mimosa (Mimosaceae) in Bahia, Brazil: new taxa and nomenclatural adjustments. Brittonia. 37: 125-153.",https://doi.org/10.2307/2806089
wfo-0000178850,331813,"Barneby, Rupert C. 1984. The genus Mimosa (Mimosaceae) in Bahia, Brazil: new taxa and nomenclatural adjustments. Brittonia. 37: 125-153.",https://doi.org/10.2307/2806089
wfo-0000178850,331813,"Barneby, Rupert C. 1984. The genus Mimosa (Mimosaceae) in Bahia, Brazil: new taxa and nomenclatural adjustments. Brittonia. 37: 125-153.",https://doi.org/10.2307/2806089
wfo-0000184723,332473,"Barneby, Rupert C. 1986. A contribution to the taxonomy of Piptadenia (Mimosaceae) in South America. Brittonia. 38: 222-229.",https://doi.org/10.2307/2807344
