Identifier,bibliographicCitation,DOI
264201,"Barkley, F. A. 1944. Schinus L. Brittonia. 5: 160-198. f. 1-22.",https://doi.org/10.2307/2804751
324632,"Smith, Albert C. 1933. The genera Sphyrospermum and Disterigma. Brittonia. 1: 203-232.",https://doi.org/10.2307/2804709
396572,"Smith, Albert C. & Koch, M. A. 1935. The genus Espeletia: a study in phylogenetic taxonomy. Brittonia. 1: 479-530. pl. 1, 2 + f. 1-5.",https://doi.org/10.2307/2804673
372348,"Manning, Wayne E. 1960. The genus Juglans in South America and the West Indies. Brittonia. 12: 1-26.",https://doi.org/10.2307/2805331
433523,"Smith, Albert C. & Wodehouse, R. P. 1938. The American species of Myristicaceae. Brittonia. 2: 393-527. f. 1-9.",https://doi.org/10.2307/2804799
312946,"Cowan, Richard S. 1957. New species and new records of plants in Guiana. Brittonia. 8: 231-245.",https://doi.org/10.2307/2804975
361643,"Cronquist, Arthur J. 1944. Studies in the Simaroubaceae--IV. Resumé of the American genera. Brittonia. 5: 128-147.",https://doi.org/10.2307/2804748
377055,"Smith, Albert C. 1936. Plantae Krukovianae. V. Brittonia. 2: 145-164.",https://doi.org/10.2307/2804682
479690,"Barneby, Rupert C. 1992. A Sciadotenia (Menispermaceae) from the Brazilian Planalto. Brittonia. 44 (2): 264-265.",https://doi.org/10.2307/2806844
321032,"Pennell, Francis W. 1936. New and noteworthy Papuan Scrophulariaceae. Brittonia. 2: 177-188.",https://doi.org/10.2307/2804860
479472,"Blake, Sidney F. 1937. New Asteraceae from Guatemala and Costa Rica Collected by A. F. Skutch. Brittonia. 2 (4): 329 -361.",https://doi.org/10.2307/2804759
316050,"Hitchcock, Albert S. 1936. Papuan grasses collected by L. J. Brass. Brittonia. 2: 107-130.",https://doi.org/10.2307/2804676
312787,"Core, Earl L. 1936. The American species of Scleria. Brittonia. 2: 1-105. pl. 1-3.",https://doi.org/10.2307/2804938
322822,"Rydberg, Per A. 1934. Taxonomic notes on the flora of the prairies and plains of central North America. Brittonia. 1: 79-104.",https://doi.org/10.2307/2804786
395387,"Epling, Carl C. & Játiva, Carlos D. 1964. Revisión del género Satureja on América del Sur. Brittonia. 16: 393-416.",https://doi.org/10.2307/2805308
431874,"Acuña Gale, Julián B. & Reig, J. T. 1962. Psychotriae cubensee novae (Rubiaceae). Brittonia. 14: 224-229.",https://doi.org/10.2307/2805230
314761,"Gilly, Charles L. 1943. An Afro-South-American Cyperaceous complex. Brittonia. 5: 1-20. f. 1.",https://doi.org/10.2307/2804870
328041,"Luteyn, James L. 1977. Notes on neotropical Vaccinieae (Ericaceae). III. New and noteworthy species from Mexico. Brittonia. 28: 400-406.",https://doi.org/10.2307/2805602
203896,"Gleason, Henry A. 1932. A Synopsis of the Melastomataceae of British Guiana. Brittonia. 1 (3): 127-184.",https://doi.org/10.2307/2804765
329156,"Forero, Enrique. 1980. New species and varieties of Connarus (Connaraceae) from Brazil, Venezuela, and adjacent countries. Brittonia. 32: 33-42.",https://doi.org/10.2307/2806214
333888,"Barneby, Rupert C. 1989. A review of Lecointea (Fabaceae: Swartzieae) in South America. Brittonia. 41: 351-355.",https://doi.org/10.2307/2807546
383871,"Barneby, Rupert C. 1992. Centennial beans: A miscellany of American Fabales. Brittonia. 44: 224-239.",https://doi.org/10.2307/2806838
204517,"Vasco,  Alejandra, et al. 2009. Monograph of the Elaphoglossum ciliatum group (Dryopteridaceae). Brittonia. 61 (3): 241-272.",https://doi.org/10.1007/s12228-009-9075-y
310066,"Wilbur, Robert L. 1972. A new Costa Rica species of Centropogon: C. irazuensis (Campanulaceae: Lobelioideae). Brittonia. 24: 420-424.",https://doi.org/10.2307/2805505
479665,"Soltis, Douglas E. 1991. A Revision of Sullivantia (Saxifragaceae). Brittonia. 43 (1): 27-53.",https://doi.org/10.2307/2807176
194388,"Fortunato, Renée H., et al. 2008. Galactia dimorphophylla (Leguminosae: Phaseoleae), a new species from southeastern South America. Brittonia. 60 (4): 349-354.",https://doi.org/10.1007/s12228-008-9043-y
194389,"Fraga, Cláudio N. 2008. Three new species of Davilla (Dilleniaceae) from Bahia, Brazil. Brittonia. 60 (4): 355-361.",https://doi.org/10.1007/s12228-008-9046-8
479628,"Skean, James D., Jr. & Judd, Walter S. 1988. A New Salvia (Labiatae) from Hispaniola. Brittonia. 40 (1): 16-21.",https://doi.org/10.2307/2806869
479631,"Fosberg. 1988. New and Noteworthy Plants from Great Barrier Reef Sand Cays, Australia. Brittonia. 40 (1): 52-65.",https://doi.org/10.2307/2806876
79051,"Robinson, H. 1997. New species of Aphanactis in Ecuador and Bolivia and new combinations in Selloa (Heliantheae: Asteraceae). Brittonia. 49: 71-78.",https://doi.org/10.2307/2807697
328017,"Broome, Carmen R. 1977. The Central American species of Centaurium (Gentianaceae). Brittonia. 28: 413-426.",https://doi.org/10.2307/2805605
328234,"Watson, Thomas J., Jr. 1977. The taxonomy of Xylorhiza (Asteraceae-Astereae). Brittonia. 29: 199-216.",https://doi.org/10.2307/2805854
384366,"Holmgren, Arthur H., et al. 1976. Sphaeromeria, a genus closer to Artemisia than to Tanacetum (Asteraceae: Anthemideae). Brittonia. 28: 255-262.",https://doi.org/10.2307/2805836
335594,"Kallunki, Jacquelyn A. 1994. Revision of Raputia Aubl. (Cuspariinae, Rutaceae). Brittonia. 46: 279-295.",https://doi.org/10.2307/2806910
265881,"Ellison, William L. 1971. Taxonomy of Platyschkuhria (Compositae). Brittonia. 23: 269-279.",https://doi.org/10.2307/2805629
78504,"Barneby, Rupert C. 1996. Neotropical Fabales at NY: Asides and oversights. Brittonia. 48: 174-187.",https://doi.org/10.2307/2807811
307435,"Goldblatt, Peter. 1976. Revision of the bulbous Iridaceae of North America. Brittonia. 27: 373-385.",https://doi.org/10.2307/2805516
309576,"Stuessy, Tod F. 1975. A revision of Moonia (Compositae, Heliantheae, Coreopsidinae). Brittonia. 27: 97-102.",https://doi.org/10.2307/2805467
129618,"Holmgren, Noel H. & Holmgren, Patricia K. 1989. A taxonomic study of Jamesia (Hydrangeaceae). Brittonia. 41 (4): 335-350.",https://doi.org/10.2307/2807545
306709,"Bierner, Mark W. 1972. Taxonomy of Helenium sect. Tetrodus and a conspectus of North American Helenium (Compositae). Brittonia. 24: 331-355.",https://doi.org/10.2307/2805497
25116,"Carvalho, A. M. de. 1997. A synopsis of the genus Dalbergia (Fabaceae: Dalbergieae) in Brazil. Brittonia. 49: 87-109.",https://doi.org/10.2307/2807701
435662,"Skog, Laurence E. & Kvist, L. P. 1994. Novae gesneriaceae neotropicarum VI: Five new Gesneriaceae from northwestern South America. Brittonia. 46: 317-330.",https://doi.org/10.2307/2806915
100260,"Dillon, Michael O. & Sagástegui Alva, Abundio. 1996. Revision of the dioecious genus Chersodoma Phil. (Senecioneae, Asteraceae), including a new species and status change. Brittonia. 48: 582-604.",https://doi.org/10.2307/2807880
442884,"Parker, Earl S. & Jones, Jr., Samuel B. 1975. A systematic study of the genus Balduina (Compositae, Heliantheae). Brittonia. 27: 355-361.",https://doi.org/10.2307/2805514
100122,"Delprete, Piero G. 1997. Revision and typification of Brazilian Augusta (Rubiaceae, Rondeletieae), with ecological observations on the riverine vegetation of the cerrado and Atlantic forests. Brittonia. 49: 487-497.",https://doi.org/10.2307/2807739
196770,"Bonifacino, J. Mauricio, et al. 2009. A new combination in Asteropsis (Compositae: Astereae), and a synopsis of the genus. Brittonia. 61 (1): 1-7.",https://doi.org/10.1007/s12228-008-9050-z
335141,"Wen, J. 1993. Generic delimitation of Aralia (Araliaceae). Brittonia. 45: 47-55.",https://doi.org/10.2307/2806860
302745,"McDonald, J. Andrew & Austin, D. F. 1990. Changes and additions in Ipomoea section Batatas (Convolvulaceae). Brittonia. 42: 116-120.",https://doi.org/10.2307/2807625
361460,"Copeland, Edwin B. 1931. Sarawak ferns collected by J. and M. S. Clemens. Brittonia. 1: 71-78. pl. 1-3.",https://doi.org/10.2307/2804785
111596,"Barneby, Rupert C. 1997. Toward a census of genus Mimosa (Mimosaceae) in the Americas: A new species from Mexico (Baja California Sur) and two from planaltine Brazil (Goiás, Minas Gerais). Brittonia. 49: 452-457.",https://doi.org/10.2307/2807733
479445,"Christensen, Carl F. A. 1937. Botanical Results of the Archbold Expedition No. 8: New and Noteworthy Papuan Ferns. Brittonia. 2 (4): 265-317.",https://doi.org/10.2307/2804755
203547,"Wurdack, John J. 1976. Endemic Melastomataceae of the Sierra Nevada de Santa Marta, Colombia. Brittonia. 28: 138-143.",https://doi.org/10.2307/2805565
306974,"Davis, W. S. 1970. The systematics of Clarkia bottae, C. cylindrica, and a related new species, C. rostrata. Brittonia. 22: 270-184.",https://doi.org/10.2307/2805909
20192,"van der Werff, Hendrik H. 1997. A new species of Ocotea (Lauraceae) from French Guiana. Brittonia. 49: 189-191.",https://doi.org/10.2307/2807680
25203,"Dorn, Robert D. 1995. A taxonomic study of Salix section Cordatae subsection Luteae (Salicaceae). Brittonia. 47: 160-174.",https://doi.org/10.2307/2806956
309978,"Weaver, Richard E. 1970. A new Jamaican species of Lisianthus [L. adumsii] (Gentianaceae). Brittonia. 22: 11-13.",https://doi.org/10.2307/2805716
399279,"Crum, Howard A. & Buck, William R. 1992. Sphagna of the 1979 projeto flora Amazónica expedition. Brittonia. 44: 448-460.",https://doi.org/10.2307/2807195
398669,"Crum, Howard A. & Buck, William R. 1988. A contribution to the Sphagnum (Sphagnaceae) flora of Paraguay. Brittonia. 40: 188-194.",https://doi.org/10.2307/2807003
435509,"Mickel, John T. & Valdespino, I. A. 1992. Five new secies of pteridophytes from Oaxaca, Mexico. Brittonia. 44: 312-321.",https://doi.org/10.2307/2806930
394025,"Heckard, Lawrence R. & Stebbins, G. Ledyard, Jr. 1974. A new Lewisia [L. serrata] (Portulacaceae) from the Sierra Nevada of California. Brittonia. 26: 305-308.",https://doi.org/10.2307/2805732
193047,"Noguera-Savelli, E., et al. 2008. Description of a new species and notes on Crossoglossa (Orchidaceae: Epidendroideae: Malaxideae) from eastern Andes in Colombia and Venezuela. Brittonia. 60 (3): 240-244.",https://doi.org/10.1007/s12228-008-9020-5
204018,"Gleason, Henry A. 1937. Some New or Noteworthy Melastomes. Brittonia. 2 (4): 319-327.",https://doi.org/10.2307/2804757
203546,"Wurdack, John J. 1988. New Melastomataceae from Peru and Bolivia. Brittonia. 40 (1): 7-15.",https://doi.org/10.2307/2806867
265256,"Crawford, Daniel J. 1976. Taxonomy of Coreposis sect. Pseudo-Agarista (Compositae) in Mexico with additional comments on sectional relationships in Mexican Coreopsis. Brittonia. 28: 329-336.",https://doi.org/10.2307/2805795
265409,"Cruden, Robert William. 1971. The systematics of Rigidella (Iridaceae). Brittonia. 23: 217-225.",https://doi.org/10.2307/2805437
265599,"Daly, Douglas C. 1992. New taxa and combinations in Protium Burm. f. studies in neotropical Burseraceae VI. Brittonia. 44: 280-299.",https://doi.org/10.2307/2806927
309557,"Strother, John L. 1974. Taxonomy of Tetradymia (Compositae: Senecioneae). Brittonia. 26: 177-202.",https://doi.org/10.2307/2805887
309579,"Stuessy, Tod F. 1970. Six new species of Melampodium (Compositae: Heliantheae) from Mexico and Central America. Brittonia. 22: 112-124.",https://doi.org/10.2307/2805805
479477,"Swallen, Jason R. 1937. The Grass Genus Mesosetum. Brittonia. 4: 363-392.",https://doi.org/10.2307/2804761
309077,"Roe, Keith E. 1967. A revision of Solanum sect. Brevantherum (Solanaceae) in North and Central America. Brittonia. 19: 353-373.",https://doi.org/10.2307/2805534
332531,"Knapp, Sandra D. 1986. New species of Solanum section Geminata (Solanaceae) from South America. Brittonia. 38: 273-301.",https://doi.org/10.2307/2807355
113081,"Ando, T. & Hashimoto, G. 1998. Two new species of Petunia from southern Rio Grande do Sul, Brazil. Brittonia. 50: 483-492.",https://doi.org/10.2307/2807758
179292,"Dean, E. A., et al. 2007. Lycianthes pringlei (Solanaceae), a rarely collected shrub of western Mexico. Brittonia. 59 (1): 49-53.",https://doi.org/10.1663/0007-196x(2007)59[49:lpsarc]2.0.co;2
128283,"Costea, Mihai & Tardif, F. J. 2005. Taxonomy of the Polygonum douglasii (Polygonaceae) complex with a new species from Oregon. Brittonia. 57 (1): 1-27.",https://doi.org/10.1663/0007-196x(2005)057[0001:totpdp]2.0.co;2
416747,"Gleason, Henry A. & Killip, E. P. 1939. The flora of Mount Auyan-Tepui, Venezuela. Brittonia. 3: 141-204. f. 1-5.",https://doi.org/10.2307/2804811
314759,"Gillett, John M. 1965. Taxonomy of Trifolium: five American species of section Lupinaster (Leguminosae). Brittonia. 17: 121-136.",https://doi.org/10.2307/2805238
357437,"Liogier, Alain H. 1968. Novitates Antillanae. III. Brittonia. 20: 148-161.",https://doi.org/10.2307/2805617
185760,"Ramírez-De Anda, M. P. & Torres Colín, Rafael. 2007. Revisión taxonómica del complejo Bauhinia macranthera (Fabaceae: Caesalpinioideae: Cercideae), un grupo endémico del centro y noreste de México. Brittonia. 59 (4): 357-369.",https://doi.org/10.1663/0007-196x(2007)59[357:rtdcbm]2.0.co;2
301322,"Burt-Utley, Kathleen & Utley, John F. 1987. Begonia lymansmithii (Begoniaceae), a new species from Oaxaca, Mexico. Brittonia. 39: 59-62.",https://doi.org/10.2307/2806975
332733,"Burt-Utley, Kathleen. 1986. Studies on Middle American Begonia (Begoniaceae) II. Brittonia. 38: 333-339.",https://doi.org/10.2307/2807075
330279,"Burt-Utley, Kathleen. 1982. New species in Begonia section Gireoudia (Begoniaceae) from Central America. Brittonia. 34: 189-198.",https://doi.org/10.2307/2806375
307950,"Kuijt, Job. 1967. The genus lxocactus (Loranthaceae, s.s): description of its first species. Brittonia. 19: 62-67.",https://doi.org/10.2307/2805083
361673,"Cuatrecasas, José. 1959. Studies in South American plants--V. Brittonia. 11: 163-172.",https://doi.org/10.2307/2805136
331181,"Meerow, Alan W. 1984. Two new species of pancratioid Amaryllidaceae from Peru and Ecuador. Brittonia. 36: 18-25.",https://doi.org/10.2307/2806286
310092,"Williams, Louis O. 1966. A new Horsemannia [H. floccoa] from Panama. Brittonia. 18: 248, 249.",https://doi.org/10.2307/2805364
458865,"Menzel, Margaret Y., et al. 1983. Relationships among New World species of Hibiscus section Furcaria (Malvaceae). Brittonia. 35: 204-221.",https://doi.org/10.2307/2806016
319607,"Moore, Harold E. 1963. Geranium campii and G.durengense--two new species. Brittonia. 15: 92-95.",https://doi.org/10.2307/2805043
308881,"Pringle, James S. 1967. Taxonomy of Gentiana, section Pneumonanthae, in eastern North America. Brittonia. 19: 1-32.",https://doi.org/10.2307/2805079
297945,"Lewis, Harlan & Szweykowski, Jerzy. 1964. The genus Gayophytum (Onagraceae). Brittonia. 16: 343-391.",https://doi.org/10.2307/2805306
190142,"Holmes, W. C., et al. 2008. Taxonomy of Koeberlinia (Koeberliniaceae). Brittonia. 60 (2): 171-184.",https://doi.org/10.1007/s12228-008-9026-z
296181,"Constance, Lincoln & Heckard, Lawrence Ray. 1970. Two new species of Phacelia [P. cookei, P. stebbinsii] (Hydrophyllaceae) from California. Brittonia. 22: 25-30.",https://doi.org/10.2307/2805719
296895,"Reveal, James L. & Constance, Lincoln. 1972. A new Phacelia [P. beatleyae] (Hydrophyllaceae) from southern Nevada. Brittonia. 24: 199-201.",https://doi.org/10.2307/2805870
334866,"Luteyn, James L. 1992. New and interesting Ericaceae (Vaccinieae) from Ecuador. Brittonia. 44: 344-349.",https://doi.org/10.2307/2806938
328199,"Luteyn, James L. 1977. Notes on neotropical Vaccinieae (Ericaceae). IV. A review of the genus Oreanthes. Brittonia. 29: 173-176.",https://doi.org/10.2307/2805850
328200,"Luteyn, James L. 1977. Notes on neotropical Vaccinieae (Ericaceae). V. Five new species from South America. Brittonia. 29: 177-182.",https://doi.org/10.2307/2805851
309076,"Roe, Keith E. 1972. A revision of Solanum section Brevantherum (Solanaceae). Brittonia. 24: 239-278.",https://doi.org/10.2307/2805665
263448,"Anderson, Gregory J. 1975. The variation and evolution of selected species of Solanum section Basarthrum. Brittonia. 27: 209-222.",https://doi.org/10.2307/2805892
266009,"Ertter, Barbara J. 1992. A re-evaluation of Potentilla drummondii and P. breweri (Rosaceae), with the new species Potentilla morefieldii. Brittonia. 44: 429-435.",https://doi.org/10.2307/2807193
435640,"Bennett, D. & Christenson, E. A. 1994. New species of Peruvian Orchidaceae II. Brittonia. 46: 228-259.",https://doi.org/10.2307/2807239
324642,"Smith, Albert C. 1936. Notes on North American Araliaceae. Brittonia. 2: 247-261.",https://doi.org/10.2307/2804865
306993,"Dempster, Lauramay T. 1970. Three new species of Galium (Rubiaceae) from Baja California. Brittonia. 22: 184-190.",https://doi.org/10.2307/2805812
308865,"Prance, Ghillean T. 1971. New species of phanerogams from Amazonia. Brittonia. 23: 438-445.",https://doi.org/10.2307/2805709
334351,"Hayden, W. J. 1990. Notes on neotropical Amanoa (Euphorbiaceae). Brittonia. 42: 260-270.",https://doi.org/10.2307/2806814
79126,"Bennett, David E. & Christenson, Eric A. 1995. New species of Peruvian Orchidaceae III. Brittonia. 47: 182-209.",https://doi.org/10.2307/2806958
23780,"Morales Q., J. Francisco. 1997. A reevaluation of Echites and Prestonia sect. Coalitae (Apocynaceae). Brittonia. 49: 328-336.",https://doi.org/10.2307/2807832
25109,"Morales Q., J. Francisco. 1997. A synopsis of the genus Allomarkgrafia (Apocynaceae). Brittonia. 49: 337-345.",https://doi.org/10.2307/2807833
324768,"Smith, J. J. 1931. Addition to our knowledge of the orchid flora of Borneo. Brittonia. 1: 105-111.",https://doi.org/10.2307/2804787
333461,"Armbruster, W. S. 1989. Three new species of Dalechampia (Euphorbiaceae) from Venezuelan Guayana. Brittonia. 41: 44-52.",https://doi.org/10.2307/2807589
333548,"Webster, Grady L. 1989. Three new species of Dalechampia (Euphorbiaceae) from Brazil. Brittonia. 41: 1-9.",https://doi.org/10.2307/2807580
307335,"Gentry, Alwyn H. 1970. A revision of Tabebuia (Bignoniaceae) in Central America. Brittonia. 22: 246-264.",https://doi.org/10.1007/bf02805542
309187,"Sauer, Jonathan D. 1972. Revision of Stenotaphrum (Gramineae: Paniceae) with attention to its historical geography. Brittonia. 24: 202-222.",https://doi.org/10.2307/2805871
335080,"Clark, L. G. 1992. Chusquea sect. Swallenochloa (Poaceae: Bambusoideae) and allies in Brazil. Brittonia. 44: 387-422.",https://doi.org/10.2307/2807190
80807,"Delprete, Piero G. 1996. Notes on calycophyllous Rubiaceae. Part I. Morphological comparisons of the genera Chimarrhis, Bathysa, and Calycophyllum, with new combinations and a new species, Chimarrhis gentryana. Brittonia. 48: 35-44.",https://doi.org/10.2307/2807663
357836,"Prance, Ghillean T. 1976. Additions to neotropical Chrysobalanaceae. Brittonia. 28: 209-230.",https://doi.org/10.2307/2805831
308863,"Prance, Ghillean T. 1974. A new Peruvian species of chiroptorophilous Couepia [C. dolichopoda]. Brittonia. 26: 302-304.",https://doi.org/10.2307/2805731
334034,"Burt-Utley, Kathleen. 1990. New and noteworthy species in Begonia section Gireoudia (Begoniaceae) from Mexico. Brittonia. 42: 38-46.",https://doi.org/10.2307/2807024
313499,"Dwyer, John D. 1951. The Central American, West Indian and South American species of Copaifera (Caesalpinaceae). Brittonia. 7: 143-172.",https://doi.org/10.2307/2804703
111257,"Ayers, Tina J. 1997. Three new species of Lysipomia (Lobeliaceae) endemic to the páramos of southern Ecuador. Brittonia. 49: 433-440.",https://doi.org/10.2307/2807730
329924,"Lasseigne, Alex A. 1981. Senna barnebyana (Leguminosae: Caesalpinioideae), a new 'cassia' from Peru. Brittonia. 33: 512-514.",https://doi.org/10.2307/2806754
361674,"Cuatrecasas, José. 1962. Studies in South American plants VI. Brittonia. 14: 50-56.",https://doi.org/10.2307/2805319
307781,"Johnston, Marshall C. 1975. Synopsis of Canotia (Celastraceae) including a new species [C. wendtii] from the Chihuahuan Desert. Brittonia. 27: 119-122.",https://doi.org/10.2307/2805471
444820,"Kawasaaki, M. L. & Holst, Bruce K. 1994. New species and a new combination in Myrtaceae from northeastern South America. Brittonia. 46: 137-143.",https://doi.org/10.2307/2807155
194387,"Prance, Ghillean T. 2008. A revision of Foetidia (Lecythidaceae subfamily Foetidioideae). Brittonia. 60 (4): 336-348.",https://doi.org/10.1007/s12228-008-9045-9
397053,"Prance, Ghillean T. & Anderson, A. B. 1976. Two new species of Amazonian Lecythidaceae. Brittonia. 28: 298-302.",https://doi.org/10.2307/2805791
304720,"Holmgren, Noel H. & Holmgren, Arthur H. 1974. Three new species from the Great Basin. Brittonia. 26: 309-315.",https://doi.org/10.2307/2805733
116495,"Clary, K, H. 1995. Yucca linearifolia (Agavaceae): A new, indehiscent, fleshy-fruited, linear-leaved species endemic to the Chihuahuan Desert, Mexico. Brittonia. 47: 394-396.",https://doi.org/10.2307/2807567
310099,"Williams, Norris H. 1972. A reconsideration of Ada and the glumaceous Brassias (Orchidaceae). Brittonia. 24: 93-110.",https://doi.org/10.2307/2805551
193050,"Redden, Karen M. 2008. A new species of Paloue (Leguminosae, Caesalpinioideae: Detarieae) from Guyana, South America. Brittonia. 60 (3): 257-260.",https://doi.org/10.1007/s12228-008-9037-9
196799,"Egger, M. 2009. A new species of Castilleja (Orobanchaceae) from Trujillo, Venezuela. Brittonia. 61 (1): 41-45.",https://doi.org/10.1007/s12228-008-9056-6
307911,"Koyama, Tetsuo M. 1974. Four new species of Smilax (Smilacaceae) from southeastern Asia. Brittonia. 26: 133-138.",https://doi.org/10.2307/2805882
310159,"Wunderlin, Richard P. 1976. Two new species and a new combination in Frantzia (Cucurbitaceae). Brittonia. 28: 239-244.",https://doi.org/10.2307/2805833
327986,"Reveal, James L. 1976. Eriogonum (Polygonaceae) novelties from Baja California, Mexico. Brittonia. 28: 337-340.",https://doi.org/10.2307/2805796
308987,"Reveal, James L. 1974. Two shrubby novelties in Eriogonum (Polygonaceae) from the deserts of Utah and Arizona. Brittonia. 26: 90-94.",https://doi.org/10.2307/2805924
335538,"Holmgren, Noel H. 1994. Redefinition of Dodecatheon dentatum (Primulaceae) and rationale for use of varietal rank. Brittonia. 46: 87-94.",https://doi.org/10.2307/2807149
129624,"Johnson, D. M. 1989. Revision of Disepalum (Annonaceae). Brittonia. 41 (4): 356-378.",https://doi.org/10.2307/2807547
397137,"Luteyn, James L. & Wilbur, Robert L. 1977. New genera and species of Ericaceae (Vaccinieae) from Costa Rica and Panama. Brittonia. 29: 255-276.",https://doi.org/10.2307/2806199
333441,"Prance, Ghillean T. 1988. Three new species of Dichapetalaceae from tropical America. Brittonia. 40: 441-446.",https://doi.org/10.2307/2807656
334050,"Graham, Shirley A. 1990. New species of Cuphea section Melvilla (Lythraceae) and an annotated key to the section. Brittonia. 42: 12-32.",https://doi.org/10.2307/2807021
307464,"Graham, Shirley A. 1971. Three new species of Cuphea (Lythraceae) from Mexico. Brittonia. 23: 227-230.",https://doi.org/10.2307/2805624
307769,"Johnston, Marshall C. 1971. Revision of Colubrina (Rubiaceae). Brittonia. 23: 2-53.",https://doi.org/10.2307/2805841
334850,"Howard, Richard A. 1992. Collected notes on Coccoloba L. (Polygonaceae). Brittonia. 44: 356-367.",https://doi.org/10.2307/2806940
56833,"Luteyn, James L. & Morales Q., J. Francisco. 1996. Four new species of Cavendishia (Ericaceae: Vaccinieae) from Costa Rica. Brittonia. 48: 514-519.",https://doi.org/10.2307/2807870
113048,"van der Werff, Hendrik H. 1995. Two new species of Lauraceae from central French Guiana. Brittonia. 47: 372-375.",https://doi.org/10.2307/2807564
312802,"Core, Earl L. 1934. Studies in the genus Scleria. Brittonia. 1: 239-243.",https://doi.org/10.2307/2804640
302613,"Mesler, Michael R. & Lu, K. L. 1990. The status of Asarum marmoratum (Aristolochiaceae). Brittonia. 42: 33-37.",https://doi.org/10.2307/2807022
296458,"Hawksworth, Frank G. & Wiens, Delbert. 1970. Newtaxa and nomenclutural changes in Arceuthobium (Viscaceae). Brittonia. 22: 265-269.",https://doi.org/10.1007/bf02805543
309205,"Schuyler, Alfred E. 1970. A new ribbon-leaved aquatic bulrush in Madagasear (Cyperaceae: Scirpus). Brittonia. 22: 151-153.",https://doi.org/10.2307/2805808
335154,"Stevenson, Dennis W. 1993. The Zamiaceae in Panama with comments on phytogeography and species relationships. Brittonia. 45: 1-16.",https://doi.org/10.2307/2806850
335189,"Pirani, José R. 1993. A new species and a new combination in Zanthoxylum (Rutaceae) from Brazil. Brittonia. 45: 154-158.",https://doi.org/10.2307/2807498
309303,"Smith, Albert C. 1971. Studies of Pacific Island plants XXIV. The genus Terminalia (Combretaceae) in Fiji, Samoa, and Tonga. Brittonia. 23: 394-412.",https://doi.org/10.2307/2805706
387357,"Exell, Arthur W. 1936. New Papuan species of Terminalia. Brittonia. 2: 137-138.",https://doi.org/10.2307/2804679
328192,"Koyama, Tetsuo M. 1977. A new species of Eleoch'aris [E. liogieri] (Cyperaceae) from the West Indies. Brittonia. 29: 237-239.",https://doi.org/10.2307/2805857
83244,"Wiersema, John H. 1996. Nymphaea tetragona and Nymphaea leibergii (Nymphaeaceae): Two species of diminutive water-lilies in North America. Brittonia. 48: 520-531.",https://doi.org/10.2307/2807871
191002,"Martínez, J. G. & McDonald, J. A. 1989. Nowickea (Phytolaccaceae), a new genus with two species from Mexico. Brittonia. 41 (4): 399-403.",https://doi.org/10.2307/2807555
307606,"Hermann, Frederick J. 1971. New species of Carex from Mexico and Guatemala. Brittonia. 23: 144-148.",https://doi.org/10.2307/2805430
394605,"Thien, L. B. & Dressler, Robert L. 1970. Taxonomy of Barkeria (Orchidaceae). Brittonia. 22: 289-302.",https://doi.org/10.2307/2805677
