Identifier,bibliographicCitation,DOI
297588,"Dempster, Lauramay T. & Ehrendorfer, Friedrich. 1965. Evolution of the Galium multiflorum complex in western North America. II. Critical taxonomic revision. Brittonia. 17: 289-334.",https://doi.org/10.2307/2805025
185762,"Franca, Flavio & Proença, Carolyn E. B. 2007. Vochysia palmirana (Vochysiaceae), a new species from Goiás and Tocantins, Brazil. Brittonia. 59 (4): 374-376.",https://doi.org/10.1007/bf03159555
465387,"Balick, Michael J., et al. 1987. Hybridization in the babassu palm complex. II. Attalea compta x Orbignya oleífera (Palmae). Brittonia. 39: 26-36.",https://doi.org/10.2307/2806969
318201,"Lloyd, Robert Michael. 1965. A new species of Fremontodendron [F. decumbens] (Sterculiaceas) from the Sierra Nevada foothills, California. Brittonia. 17: 382-384.",https://doi.org/10.2307/2805030
110869,"Vander Kloet, S. P. & Dickinson, T. A. 1999. The taxonomy of Vaccinium section Myrtillus (Ericaceae). Brittonia. 51: 231-254.",https://doi.org/10.2307/2666632
326903,"Wells, James R. 1965. A taxonomic study of Polymnia (Compositae). Brittonia. 17: 144-159.",https://doi.org/10.2307/2805240
25130,"Bayer, C. & Dorr, Laurence J. 1999. A synopsis of the neotropical genus Pentaplaris, with remarks on its systematic position within core Malvales. Brittonia. 51: 134-148.",https://doi.org/10.2307/2666620
332757,"Gómez-Sosa, Edith V. 1986. Astragalus neobarnebyanus (Leguminosae): a new species from Peru. Brittonia. 38: 427-429.",https://doi.org/10.2307/2807094
331937,"Wasshausen, Dieter C. 1985. New species of Hansteinia (Acanthaceae) from Colombia and Ecuador. Brittonia. 37: 203-208.",https://doi.org/10.2307/2806111
329384,"Turner, Billie L. 1980. Revision of the genus Piptanthus (Fabaceae: Thermopsideae). Brittonia. 32: 281-285.",https://doi.org/10.2307/2806715
339493,"Bartram, Edwin B. 1961. Low altitude mosses from northeastern New Guinea. Brittonia. 13: 368-380.",https://doi.org/10.2307/2805415
331248,"Wasshausen, Dieter C. 1984. Two new species of Habracanthus (Acanthaceae) from Colombia. Brittonia. 36: 68-73.",https://doi.org/10.2307/2806296
331519,"Boom, Brian M. 1984. A revision of Isertia (Isertieae: Rubiaceae). Brittonia. 36: 425-454.",https://doi.org/10.2307/2806603
352756,"Yuncker, Truman G. 1954. A new ornamental Peperomia from Venzuela. Brittonia. 8: 61-63.",https://doi.org/10.2307/2804912
309586,"Stuessy, Tod F. 1970. Re-establishment of the genus Unxia (Compositae-Heliantheae). Brittonia. 21: 314-321.",https://doi.org/10.2307/2805758
317508,"King, Robert M. 1965. Piqueriopsis, a new genus of Compositae from southwestern Mexico. Brittonia. 17: 352, 353.",https://doi.org/10.2307/2805028
309558,"Strother, John L. 1968. Vilobia, a new genus (Compositae-Tageteae). Brittonia. 20: 343-345.",https://doi.org/10.2307/2805692
317194,"Johnston, Marshall C. 1962. Revision of Condalia including Microrhamaus (Rhamnaceae). Brittonia. 14: 332-368.",https://doi.org/10.2307/2805251
99460,"Lammers, Thomas G. 1998. Review of the neotropical endemics Burmeistera, Centropogon, and Siphocampylus (Campanulaceae: Lobelioideae), with description of 18 new species and a new section. Brittonia. 50: 233-262.",https://doi.org/10.2307/2807855
433586,"Stern, William L. & Zamuco, Isidro T. 1965. Identify of 'Tinong' (Dipterocarpaceae). Brittonia. 17: 35-46.",https://doi.org/10.2307/2805390
403274,"Krukoff, Boris A. & Monachino, Joseph V. 1942. The American species of Strychnos. Brittonia. 4: 248-322.",https://doi.org/10.2307/2804715
259740,"Buck, William R. 1985. A revision of Schimperella (Brachytheciaceae). Brittonia. 37: 36-40.",https://doi.org/10.2307/2806240
324073,"Sherff, Earl E. 1945. Revision of the genus Schiedea Cham. & Schlecht. Brittonia. 5: 308-336.",https://doi.org/10.2307/2804886
309825,"Torres, Andrew M. 1970. Revision of the genus Philactis (Compositae). Brittonia. 21: 322-331.",https://doi.org/10.2307/2805759
479132,"Cowan, Richard S. 1955. Studies in Tropical American Leguminosae-II. Brittonia. 8 (2): 113.",https://doi.org/10.2307/2804854
265453,"Cuatrecasas, José. 1960. Studies on Andean Compositae--IV. Brittonia. 12: 182-195.",https://doi.org/10.2307/2805052
297582,"De Jong, D. D. D. & Beaman, John H. 1963. The genus Olivaea (Compositae-Astereae). Brittonia. 15: 86-92.",https://doi.org/10.2307/2805042
321758,"Raven, Peter H. 1964. The generic subdivision of Onagraceae, tribe Onagreae. Brittonia. 16: 276-288.",https://doi.org/10.2307/2805062
69823,"Wagner, Warren L. & Robinson, H. 2001. Lipochaeta and Melanthera (Asteraceae: Heliantheae subtribe Ecliptinae): Establishing their natural limits and a synopsis. Brittonia. 53: 539-561.",https://doi.org/10.1007/bf02809655
426876,"Keoppen, Robert & Iltis, Hugh H. 1962. Revision of Martiodendron (Cassieae, Caesalpiniaceae). Brittonia. 14: 191-209.",https://doi.org/10.2307/2805226
171218,"Lozano, P. & Klitgaard, Bente B. 2006. The genus Machaerium (Leguminosae: Papilionoideae; Dalbergieae) in Ecuador. Brittonia. 58 (2): 124-150.",https://doi.org/10.1663/0007-196x(2006)58[124:tgmlpd]2.0.co;2
309824,"Torres, Andrew M. 1968. Revision of Jaegeria (Compositae--Heliantheae). Brittonia. 20: 52-73.",https://doi.org/10.2307/2805461
312132,"Cabrera, Ángel L. 1950. Notes on the Brazilian Senecioneae. Brittonia. 7: 53-74.",https://doi.org/10.2307/2804930
479277,"Munz, Philip A. 1961. The Lopezieae (Onagraceae). Brittonia. 13 (1): 73-90.",https://doi.org/10.2307/2805286
307886,"Koeppen, Robert C. 1967. Revision of Dicorynia (Cassieae, Caesalpiniaceae). Brittonia. 19: 42-61.",https://doi.org/10.2307/2805082
394201,"King, Robert M. & Robinson, Harold E. 1969. Studies in the Eupatoricae (Compositae). XVI. A monograph of the genus Decachaeta DC. Brittonia. 21: 275-284.",https://doi.org/10.2307/2805579
307872,"King, Robert M. 1968. Studies in the Eupatorieae (Cronquislia gen nov.) (Compositae) VI. Brittonia. 20: 11, 12.",https://doi.org/10.2307/2805457
100265,"Arriagada, J. E. 2003. Revision of the genus Clibadium (Asteraceae, Heliantheae). Brittonia. 55: 245-301.",https://doi.org/10.1663/0007-196x(2003)055[0245:rotgca]2.0.co;2
183537,"Iltis, Hugh H. & Cornejo, Xavier. 2007. Studies in the Capparaceae XXX: Capparicordis, a new genus from the neotropics. Brittonia. 59 (3): 245-254.",https://doi.org/10.1663/0007-196x(2007)59[245:sitcxc]2.0.co;2
479272,"Kral, Robert. 1960. A Revision of Asimina and Deeringothamnus (Annonaceae). Brittonia. 12 (4): 233-278.",https://doi.org/10.2307/2805119
384658,"De Luca, Paolo, et al. 1984. Dion tomasellii (Zamiaceae), a new species with two varieties from western Mexico. Brittonia. 36: 223-227.",https://doi.org/10.2307/2806511
361689,"Cuatrecasas, José. 1956. Studies in South American plants--IV. Brittonia. 8: 195-200.",https://doi.org/10.2307/2804736
427379,"Mcdearman, Will & McDaniel, Sidney T. 1985. Marila spiciformis (Bonnetiaceae), a new species from Peru. Brittonia. 37: 106-108.",https://doi.org/10.2307/2806255
306907,"Correll, Donovan S. 1967. Some additions and corrections to the flora of Texas--II. Brittonia. 18: 306-312.",https://doi.org/10.2307/2805147
332142,"Tiehm, Arnold G. 1985. A new species and a new combination in western North America Silene (Caryophyllaceae). Brittonia. 37: 344-346.",https://doi.org/10.2307/2806541
203613,"Steyermark, Julian A. 1978. New Taxa from the Avila and Naiguata Mountains, Venezuela. Brittonia. 30 (1): 39-49.",https://doi.org/10.2307/2806455
131266,"Kessler, Michael, et al. 2005. Notes on the genus Polystichum (Dryopteridaceae) in Bolivia, with descriptions of ten new species. Brittonia. 57 (3): 205-227.",https://doi.org/10.1663/0007-196x(2005)057[0205:notgpd]2.0.co;2
296246,"Doty, Maxwell S. & Stone, B. C. 1967. Two new species of Holophila [H. hawaiiana, H. australis] (Hydrocharitaceae). Brittonia. 18: 303-306.",https://doi.org/10.2307/2805146
305071,"Lasser, Tobias & Maguire, Bassett. 1950. A report on the plant of the Phelps Cerro Yaví expedition of 1947. Brittonia. 7: 75-90.",https://doi.org/10.2307/2804931
325582,"Straw, Richard M. 1963. The Penstemons of Mexico. III. Two subsection in the section Fasciculus. Brittonia. 15: 49-64.",https://doi.org/10.2307/2805040
79093,"Wasshausen, Dieter C. 2002. New species of Justicia (Acanthaceae) from the Guianas. Brittonia. 54: 286-297.",https://doi.org/10.1663/0007-196x(2003)54[286:nsojaf]2.0.co;2
479734,"Litt, Amy & Cheek, Martin R. 2002. Korupodendron songweanum, a New Genus and Species of Vochysiaceae from West-Central Africa. Brittonia. 54 (1): 13-17.",https://doi.org/10.1663/0007-196x(2002)054[0013:ksanga]2.0.co;2
123972,"Moran, Robbin C. & Watkins, J. E., Jr. 2004. Lomariopsis ×farrarii: A new hybrid fern between L. japurensis and L. vestita (Lomariopsidaceae) from Costa Rica. Brittonia. 56 (3): 205-209.",https://doi.org/10.1663/0007-196x(2004)056[0205:lfanhf]2.0.co;2
479154,"Ferreyra, Ramon A. 1957. A Revision of the Venezuelan Species of Monnina. Brittonia. 9 (1): 9-18.",https://doi.org/10.2307/2804844
338088,"Rogers, Claude M. 1968. Yellow-flowered species of Linum in Central American and western North America. Brittonia. 20: 107-135.",https://doi.org/10.2307/2805615
60873,"Paula-Souza, Juliana d. & Souza, Vinícius C. 2003. Hybanthopsis, a new genus of Violaceae from Eastern Brazil. Brittonia. 55: 209-213.",https://doi.org/10.1663/0007-196x(2003)055[0209:hangov]2.0.co;2
108108,"Amorim, André M. 2003. The anomalous-stemmed species of Heteropterys subsect. Aptychia (Malpighiaceae). Brittonia. 55: 127-145.",https://doi.org/10.1663/0007-196x(2003)055[0127:tassoh]2.0.co;2
71598,"Lombardi, Julio A. 2002. Martiodendron fluminense (Leguminosae, Caesalpinioideae), a new species from the Atlantic coast rainforest of Brazil. Brittonia. 54: 327-330.",https://doi.org/10.1663/0007-196x(2003)54[327:mflcan]2.0.co;2
111258,"Lorea-Hernández, Francisco G. & van der Werff, Hendrik H. 2002. Three new species of Ocotea (Lauraceae) from southern Mexico. Brittonia. 54: 145-153.",https://doi.org/10.1663/0007-196x(2002)054[0145:tnsool]2.0.co;2
20014,"Kawasaki, Maria L. 2000. A new species of Campomanesia (Myrtaceae) from southeastern Brazil. Brittonia. 52: 188-190.",https://doi.org/10.2307/2666510
203973,"Baumgratz, José F. A. 2000. Two new species of Huberia (Melastomataceae: Merianieae) from Brazil. Brittonia. 52 (1): 24-33.",https://doi.org/10.2307/2666491
203545,"Wurdack, John J. 1957. Certamen Melastomataceis IV. Brittonia. 9: 101-109.",https://doi.org/10.2307/2804774
183534,"Goldenberg, Renato & Tavares, R. 2007. A new species of Dolichoura (Melastomataceae) and broadened circumscription of the genus. Brittonia. 59 (3): 226-232.",https://doi.org/10.1663/0007-196x(2007)59[226:ansodm]2.0.co;2
203604,"Todzia, Carol A. 1999. Ten new species of Tibouchina (Melastomataceae) from Mexico. Brittonia. 51 (3): 255-279.",https://doi.org/10.2307/2666608
479706,"Essig, Frederick B., et al. 1999. Systematic Histological Study of Palm Fruits. III. Subtribe Iguanurinae (Arecaceae). Brittonia. 51 (3): 307-325.",https://doi.org/10.2307/2666611
329477,"Barneby, Rupert C. 1981. Two new species of Odontocarya sect. Somphoxylon [O. monandra, O. septemfida] (Menispermaceae) from South America. Brittonia. 33: 1-4.",https://doi.org/10.2307/2806566
353537,"Fryxell, Paul A. 1980. Malvaceous miscellany, including new species from Mexico and Brazil. Brittonia. 32: 262-268.",https://doi.org/10.2307/2806798
113104,"Weigend, Maximilian & Förther, Harald. 1999. Two new species of Sisymbrium (Brassicaceae) from coastal Peru. Brittonia. 51: 119-123.",https://doi.org/10.2307/2666617
131273,"Costea, Mihai, et al. 2005. Taxonomic status of Cuscuta nevadensis and C. veatchii (Convolvulaceae) in North America. Brittonia. 57 (3): 264-272.",https://doi.org/10.1663/0007-196x(2005)057[0264:tsocna]2.0.co;2
331199,"Prance, Ghillean T. 1984. the rediscovery of Tapura haitiensis (Dichapetalaceae). Brittonia. 36: 15-17.",https://doi.org/10.2307/2806285
265407,"Cruden, Robert William. 1968. Three new species of Trigidia (Iridaceae) from Mexico. Brittonia. 20: 314-320.",https://doi.org/10.2307/2805688
20369,"Todzia, Carol A. & Panero, José L. 1998. A new species of Ulmus (Ulmaceae) from southern Mexico and a synopsis of the species in Mexico. Brittonia. 50: 343-347.",https://doi.org/10.2307/2807778
203741,"Gleason, Henry A. 1939. The genus Clidemia in Mexico and Central America. Brittonia. 3 (2): 97-130.",https://doi.org/10.2307/2804810
203980,"Morley, Thomas. 1957. A Revision of Mouriri, Section Nesophytum. Brittonia. 9 (2): 109-131.",https://doi.org/10.2307/2804775
479028,"Merrill, Elmer D. 1941. Plants Collected on the Vernay-Cutting Expedition. Brittonia. 4 (1): 23-68.",https://doi.org/10.2307/2804984
329767,"Rollins, Reed C. 1981. Studies in the genus Physaria (Cruciferae). Brittonia. 33: 332-341.",https://doi.org/10.2307/2806423
330822,"Lichvar, Robert W. 1983. A new species of Physaria (Cruciferae) from Wyoming. Brittonia. 35: 150-155.",https://doi.org/10.2307/2805952
377974,"Svenson, Henry K. 1954. With Mr. and Mrs. Suydam Cutting in Tibet: Plant notes, 1937. Brittonia. 8: 51-58.",https://doi.org/10.2307/2804910
88933,"Ilkiu-Borges, Anna L. 2002. Pictolejeunea reginae, a new species of Lejeuneaceae (Hepaticae) from Venezuela. Brittonia. 54: 318-321.",https://doi.org/10.1663/0007-196x(2003)54[318:pranso]2.0.co;2
258329,"Buck, William R. 1981. A re-interpretation of the Fabroniaceae, III: Anacamptodon and Fabronidium revisited, Mamillariella, Helicodontiadelphus and Bryobartlettia gen. nov. Brittonia. 33: 473-481.",https://doi.org/10.2307/2806443
397735,"Churchill, Steven & Buck, William R. 1982. A taxonomic investigation of Leptotheca (Rhizogoniaceae). Brittonia. 34: 1-11.",https://doi.org/10.2307/2806391
353399,"Buck, William R. 1979. A revision of the moss genus Trachyphyllum Gepp (Thuidiaceae). Brittonia. 31: 379-394.",https://doi.org/10.2307/2806131
258920,"Steere, William C. 1982. Four new species of Musci from the Andes of Ecuador and Columbia. Brittonia. 34: 435-441.",https://doi.org/10.2307/2806500
15737,"Smith, Alexander H. 1957. A contribution toward a monograph of Phaeocollybia. Brittonia. 9: 195-217.",https://doi.org/10.2307/2804723
109924,"Gil-ad, Nir L. 1998. The micromorphologies of seed coats and petal trichomes of the taxa of Viola subsect. Boreali-Americanae (Violaceae) and their utility in discerning orthospecies from hybrids. Brittonia. 50: 91-121.",https://doi.org/10.2307/2807722
330376,"Dorn, Robert D. 1982. A new species of Penstemon (Scrophulariaceae) from Wyoming. Brittonia. 34: 334, 335.",https://doi.org/10.2307/2806704
262991,"Acevedo-Rodríguez, Pedro. 1987. Two new species of Serjania (Sapindaceae) from Brazil. Brittonia. 39: 348-352.",https://doi.org/10.1007/bf02807604
100290,"Kallunki, Jacquelyn A. 1998. Revision of Ticorea Aubl. (Rutaceae, Galipeinae). Brittonia. 50: 500-513.",https://doi.org/10.2307/2807761
329381,"Soukup, Victor G. 1980. A new Trillium [T. parviflorum] (Liliaceae) from the northwestern United States. Brittonia. 32: 330-333.",https://doi.org/10.2307/2806726
353827,"Mickel, John T. 1981. Revision of Anemia subgenus Anemiorrhiza (Schizaeaceae). Brittonia. 33: 413-429.",https://doi.org/10.2307/2806431
190808,"Mickel, John T. 1985. The proliferous species of Elaphoglossum (Elaphoglossaceae) and their relatives. Brittonia. 37: 261-278.",https://doi.org/10.2307/2806073
190809,"Mickel, John T. 1987. New species of Elaphoglossum (Elaphoglossaceae) from northern South America. Brittonia. 39 (3): 313-339.",https://doi.org/10.2307/2807127
332776,"Kelso, Sylvia. 1987. Primula tschuktschorum and Primula eximia (Primulaceae: section Crystallophlomis): a distylous species and its homostylous derivative from the Bering Strait region, Alaska. Brittonia. 39: 63-72.",https://doi.org/10.2307/2806976
306972,"Davis, Ray J. 1967. The North American perennial species of Claytonia. Brittonia. 18: 285-303.",https://doi.org/10.2307/2805145
299388,"Newell, C. L. & Hymowitz, T. 1980. A taxonomic revision in the genus Glycine subgenus Glycine (Leguminosae). Brittonia. 32: 63-69.",https://doi.org/10.2307/2806223
327080,"Wherry, Edgar T. 1943. Microsteris, Phlox, and an intermediate. Brittonia. 5: 60-63. f. 1.",https://doi.org/10.2307/2804876
327800,"Yuncker, Truman G. 1961. New taxa of Peruvian Piperaceae. Brittonia. 13: 58-63.",https://doi.org/10.2307/2805283
332201,"Gaddy, L. L. 1986. A new Hexastylis (Aristolochiaceae) from Transylvania County, North Carolina. Brittonia. 38: 82-85.",https://doi.org/10.2307/2807425
120121,"Vitta, Fabio A. & Bernacci, Luís C. 2004. A new species of Passiflora in section Tetrastylis (Passifloraceae) and two overlooked species of Passiflora from Brazil. Brittonia. 56 (1): 89-95.",https://doi.org/10.1663/0007-196x(2004)056[0089:ansopi]2.0.co;2
319811,"Monachino, Joseph V. 1961. A new Liriosma [crassa] from Roraims. Brittonia. 13: 113-115.",https://doi.org/10.2307/2805289
331661,"Wiersema, John H. 1984. Systematics of Nymphaea subgenus Hydrocallis (Nymphaeaceae). I. Four new species from the neotropics. Brittonia. 36: 213-222.",https://doi.org/10.2307/2806510
203595,"Skean, James D., Jr. 1987. Mecranium Neibense (Melastomataceae), a New Species from Hispaniola. Brittonia. 39 (2): 192-197.",https://doi.org/10.2307/2807372
203543,"Wurdack, John J. 1987. Notes on Melastomataceae of the Guianas. Brittonia. 39 (2): 159-164.",https://doi.org/10.2307/2807365
265735,"Edwin, Gabriel. 1965. A new Peruvian Ilex [I. macbridiana]. Brittonia. 17: 284, 285.",https://doi.org/10.2307/2805299
252597,"Anderson, Edward F. 1970. The biogeography, ecology and taxonomy of Lophophora. Brittonia. 21: 299-310.",https://doi.org/10.2307/2805756
387961,"Lewis, Harlan. 1945. A revision of the genus Trichostema. Brittonia. 5: 276-303. f. 1-5.",https://doi.org/10.2307/2804884
325926,"Theobald, William L. 1966. The Lomatium dasycarpum mohavense foeniculaceum complex (Umbelliferae). Brittonia. 18: 1-18.",https://doi.org/10.2307/2805105
376028,"Sauer, Jonathan D. 1964. Revision of Casaratia. Brittonia. 16: 106-181.",https://doi.org/10.2307/2805094
329733,"Luteyn, James L. 1981. Notes on neotropical Vaccinieae (Ericaceae). IX. Seven new Andean blueberries. Brittonia. 33: 371-381.",https://doi.org/10.2307/2806427
264784,"Breckon, Gary J. 1979. Studies in Cnidoscolus (Euphorbiaceae) I. Jatropha tubulosa, J. liebmannii and allied taxa from central Mexico. Brittonia. 31: 125-148.",https://doi.org/10.2307/2806688
331876,"Luteyn, James L. 1985. A remarkable new Macleania (Ericaceae) from Colombia. Brittonia. 37: 179-181.",https://doi.org/10.2307/2806099
328712,"Luteyn, James L. 1978. Notes on neotropical Vaccinieae (Ericaceae). VI. New species from the Cordillera Vilcabamba and adjacent eastern Peru. Brittonia. 30: 426-439.",https://doi.org/10.2307/2806346
203887,"Almeda, Frank. 1983. Three New Mesoamerican Species of Miconia (Melastomataceae). Brittonia. 35 (1): 42-48.",https://doi.org/10.2307/2806048
177372,"Nee, Michael H., et al. 2006. New species of Solanum and Capsicum (Solanaceae) from Bolivia, with clarification of nomenclature in  some Bolivian Solanum. Brittonia. 58 (4): 322-356.",https://doi.org/10.1663/0007-196x(2006)58[322:nsosac]2.0.co;2
462109,"Whalen, Michael D., et al. 1986. A new species of Solanum section Petota (Solanaceae) from northern Peru. Brittonia. 38: 9-12.",https://doi.org/10.2307/2807410
330199,"Nee, Michael. 1982. A new species of Solanum [S. citrinum] subgenus Leptostemonum (Solanaceae) from northeastern Mexico. Brittonia. 34: 85-88.",https://doi.org/10.2307/2806405
265454,"Cuatrecasas, José. 1958. The Colombian species of Juanulloa. Brittonia. 40: 146-150.",https://doi.org/10.2307/2804795
384598,"Eshbaugh, W. H., et al. 1983. Capsicum tovarii (Solanaceae), a new species of pepper from Peru. Brittonia. 35: 55-60.",https://doi.org/10.2307/2806051
479233,"Heiser, Charles B. & Smith, Paul G. 1958. New Species of Capsicum from South America. Brittonia. 10 (4): 194-201.",https://doi.org/10.2307/2804950
362637,"Epling, Carl C. 1951. Supplementary notes on American Labiate--V. Brittonia. 7: 129-142.",https://doi.org/10.2307/2804702
372259,"McVaugh, Rogers. 1961. Euphorbiaceae novae-galicianae. Brittonia. 13: 145-205.",https://doi.org/10.2307/2805352
264575,"Bernal-González, Rodrigo. 1986. Aiphanes macroloba and Aiphanes monostachys (Palmae). Brittonia. 38: 65-70.",https://doi.org/10.2307/2807422
329673,"Soderstrom, Thomas R. 1981. Sucrea (Poaceae: Bambusoideae), a new genus from Brazil. Brittonia. 33: 198-210.",https://doi.org/10.2307/2806324
329671,"Sanders, Roger William. 1981. New taxa and combinations in Agastache (Lamiaceae). Brittonia. 33: 194-197.",https://doi.org/10.2307/2806322
113061,"Pipoly III, John J. 1999. Two new species of Myrsinaceae from French Guiana. Brittonia. 51: 128-133.",https://doi.org/10.2307/2666619
388657,"Pipoly III, John J. 1983. Contributions toward a monograph of Cybianthus (Myrsinaceae): III. A revision of subgenus Laxiflorus. Brittonia. 35: 61--80.",https://doi.org/10.2307/2806053
307462,"Graham, Shirley A. 1968. New species of Cuphea (Lythraceae) from Mexico. Brittonia. 20: 1-10.",https://doi.org/10.2307/2805456
332449,"Tiehm, Arnold G. 1986. Cryptantha schoolcraftii (Boraginaceae), a new species of section Oreocarya from Nevada. Brittonia. 38: 104-106.",https://doi.org/10.2307/2807256
299454,"Rollins, Reed C. & Holmgren, Patricia K. 1980. A new species of Caulanthus [C. barnebyi] (Cruciferae) from Nevada. Brittonia. 32: 148-151.",https://doi.org/10.2307/2806781
328593,"Holmgren, Noel H. 1978. Castilleja (Scrophulariaceae) of Costa Rica and Panama. Brittonia. 30: 182-194.",https://doi.org/10.2307/2806649
20023,"Egger, J. M. 2002. A new species of Castilleja (Orobanchaceae) from central Hidalgo, Mexico. Brittonia. 54: 190-195.",https://doi.org/10.1663/0007-196x(2002)054[0190:ansoco]2.0.co;2
204070,"Goldenberg, Renato & Reginato, Mariana. 2007. Three new species of Melastomataceae from the southeastern Atlantic forest of Brazil. Brittonia. 59 (4): 334-342.",https://doi.org/10.1663/0007-196x(2007)59[334:tnsomf]2.0.co;2
324128,"Sherff, Earl E. 1964. Some new or otherwise noteworthy Coreopsidinae (Compositae) from Mexico. Brittonia. 18: 58-73.",https://doi.org/10.2307/2805184
109287,"Wasshausen, Dieter C. & Wood, John R. I. 2003. The genus Dyschoriste (Acanthaceae) in Bolivia and Argentina. Brittonia. 55: 10-18.",https://doi.org/10.1663/0007-196x(2003)055[0010:tgdaib]2.0.co;2
318818,"Martin, Floyd L. 1950. A revision of Cercocarpus. Brittonia. 7: 91-111.",https://doi.org/10.2307/2804932
333081,"Holmgren, Noel H. 1987. Two new species of Potent i lia (Rosaceae) from the Intermountain Region of western U. S. A. Brittonia. 39: 340-344.",https://doi.org/10.2307/2807128
398170,"Tiehm, Arnold G. & Ertter, Barbara J. 1984. Potentilla basaltica (Rosaceae), a new species from Nevada. Brittonia. 36: 228-231.",https://doi.org/10.2307/2806512
299644,"Nelson, Thomas W. & Nelson, Jane P. 1981. A new species of Ivesia [I. paniculata] (Rosaceae) from Lassen County, California. Brittonia. 33: 165-167.",https://doi.org/10.2307/2806313
310094,"Williams, Louis O. 1966. New plants from south Mexico and Guatemala. Brittonia. 18: 265, 267.",https://doi.org/10.2307/2805367
328549,"Steyermark, Julian A. 1978. New Rubiaceae from the Brazilian Planalto. Brittonia. 30: 34-38.",https://doi.org/10.2307/2806454
138366,"Batista, J. A. N., et al. 2006. A revision of Habenaria section Macroceratitae (Orchidaceae) in Brazil. Brittonia. 58 (1): 10-41.",https://doi.org/10.1663/0007-196x(2006)58[10:arohsm]2.0.co;2
333055,"Catling, Paul M. 1987. A new Habenaria (Orchidaceae) from Belize and Mexico. Brittonia. 39: 402-404.",https://doi.org/10.2307/2807142
396445,"St. John, Harold & Kuykendall, J. R. 1949. Revision of the native Hawaiian species of Gardenia (Rubiaceae). Hawaiian Plant Studies 15. Brittonia. 6: 431-449. f. 1-8.",https://doi.org/10.2307/2804926
313267,"Dempster, Lauramay T. 1958. New names and combinations in the genus Galium. Brittonia. 10: 181-192.",https://doi.org/10.2307/2804948
313269,"Dempster, Lauramay T. 1959. A re-evaluation of Galium multiflorum and related taxa. Brittonia. 11: 105-122.",https://doi.org/10.2307/2805134
412244,"Shechter, Yaakov & Johnson, B. 1967. A new species of Oryzopsis [O. contracta] (Gramineae) from Wyoming. Brittonia. 18: 342-347.",https://doi.org/10.2307/2805150
113029,"Holst, Bruce K. & Kawasaki, Maria L. 2000. Two new species of Eugenia (Myrtaceae) from central French Guiana. Brittonia. 52: 20-23.",https://doi.org/10.2307/2666490
299594,"Steyermark, Julian A. & Lasser, Tobias. 1981. A new species of Eugenia [E. mcvaughii] (Myrtaceae) from Venezuela. Brittonia. 33: 25-27.",https://doi.org/10.2307/2806573
479151,"Epling, Carl C. & Mathias, Mildred E. 1957. Supplementary Notes on American Labiatae--VI. Brittonia. 8 (4): 297-313.",https://doi.org/10.2307/2804980
264273,"Barringer, Kerry A. 1985. Three new species of Elleanthus (Orchidaceae) from Central America. Brittonia. 37: 286-290.",https://doi.org/10.2307/2806076
329782,"Steyermark, Julian A. 1981. New species of Rubiaceae from French Guiana, Brazil, and Colombia. Brittonia. 33: 385-400.",https://doi.org/10.2307/2806429
329035,"Kirkbride, M. C. G. 1979. Review of the neotropical Isertieae (Rubiaceae). Brittonia. 31: 313-332.",https://doi.org/10.2307/2806124
329262,"Steyermark, Julian A. 1980. New species from the summit of Cerro Guaiquinima, Venezuela. Brittonia. 32: 17-23.",https://doi.org/10.2307/2806211
79127,"Bennett, David E. 1998. New species of Peruvian Orchidaceae IV. Brittonia. 50: 186-191.",https://doi.org/10.2307/2807850
322022,"Rickett, Harold W. 1944. Cornus stolonifera and Cornus occidentalis. Brittonia. 5: 149-159. f. 1-3.",https://doi.org/10.2307/2804750
307205,"Fosberg, Francis R. 1968. Studies in Pacific Rubiaceae VI-VIII. Brittonia. 20: 287-294.",https://doi.org/10.2307/2805686
397868,"Macfarlane, Terry D. & But, Paul P. 1982. Tovarochloa (Poaceae: Pooideae), a new genus from the high Andes of Peru. Brittonia. 34: 478-481.",https://doi.org/10.2307/2806505
257921,"Burman, Alasdair G. 1980. Notes on the genera Thrasya H.B.K. and Thrasyopsis Parodi (Paniceae: Gramineae). Brittonia. 32: 217-221.",https://doi.org/10.2307/2806791
330578,"Plowman, Timothy C. 1982. Three new species of Erythroxylum (Erythroxylaceae) from Venezuela. Brittonia. 34: 442-457.",https://doi.org/10.2307/2806501
265680,"Davidse, Gerrit. 1984. A new species of Rhytachne (Poaceae: Andropogoneae) from northern South America. Brittonia. 36: 402-405.",https://doi.org/10.2307/2806601
298460,"Soderstrom, Thomas R. & Decker, Henry F. 1964. Reederochloa, a new genus of dioecious grasses from Mexico. Brittonia. 16: 334-339.",https://doi.org/10.2307/2805067
330343,"Soderstrom, Thomas R. 1982. New species of Crytochloa and Piresia (Poaceae: Bambusoideae). Brittonia. 34: 199-209.",https://doi.org/10.2307/2806376
23941,"Judziewicz, Emmet J. 1998. A revision of Myriocladus (Poaceae: Bambusoideae: Bambuseae). Brittonia. 50: 430-446.",https://doi.org/10.2307/2807752
24033,"Herrera-Arrieta, Y. 1998. A revision of the Muhlenbergia montana (Nutt.) Hitchc. complex (Poaceae: Chloridoideae). Brittonia. 50: 23-50.",https://doi.org/10.2307/2807714
396245,"Palmer, Ernest J. & Steyermark, Julian A. 1958. Plants new to Missouri. Brittonia. 10: 109-120.",https://doi.org/10.2307/2804792
