wfo_id,description,citation,language
wfo-0001436283,"Morphology: Planta 1 visa, 19 cm. alta; radix tuberosa, tuber primum 6 cm. longum, ad 2.5 cm. diam., e basi tubera secundaria 16, ad 9 cm. longa, ad 2.2 cm. diam. emittens; rami primarii ca. 11, ex apice tuberis primi crebre orientes, cum floribus ad 19 cm. longi, virgati, internodiis 1-3 cm. longis, 1-3 mm. diam.; folia ascendent ia vel erect a, fere teretia, supra inferne complanata, lat. visa apice tantum leviter angustata, adulta apice saepius parce barbata, papillis marginalibus basim versus tantum setiferis, aliter omnibus esetiferis, 1-2.7 cm. longa, 5-3 mm. diam., vagina 1 mm. longa; flores in sole pleno a 2 horis ad 5 horas expansi; pedunculi apicem versus leviter ampbata, papillis inconspicue setiferis, 1-2 cm. longi; receptaculum semiglobosum vel late obconicum, papillis esetiferis, 4 mm. longum, ad 6 mm. diam.; sepala 5, in bore maximo viso 4-6 mm. longa, basi 2.5-4 mm. lata, extima obtusa, ultima acuta; petala 4-seriata, palbde rosea, exteriora inferne non, vel leviter, angustata, saepissime obtusa, ad 8 mm. longa, 1-1.5 mm. lata, intima acuta, in staminodia, stamina bene excedentia, transeuntia; filamenta ca. 4-seriata, alba, ad 4 mm. longa, intima prope medium papillata, antheris pollineque palbde luteis; glandulae distantes; ovarium supra leviter concavum, dimidio interiore lobato, lobis erectis distantibus, obtuse compressis, altitudinem glandularum attingentibus vel demum parum ultra; stigmata 5, subulata, cum cauda 0.75 mm. longa ad 2.5 mm. longa; capsula infra obconica, 5-nervata, nervis angulos obscuros formantibus, ad 5 mm. longa, supra ad 2 mm. elevata, suturis acute compressis, marginibus ringentibus, 7 mm., expansa 1.3 cm., diam.","Bolus, HML. 1961. Notes on Mesembryanthemum and allied genera. J. S. African Bot. 27: 111-123. [CC BY]",Portuguese
wfo-0000428249,"Distribution: Também na Som lia, Quénia, Tanzƒnia e Madag scar, na maior parte das regioes tropicais do Velho Mundo e, ainda, na Austr lia, ilhas Fiji e de Tonga. Especialmente em vasas do limite superior das marés dos mangais.","White, F; Styles, BT; Gonçalves, AE. 1979. 42. Meliaceae: 10. Xylocarpus. In: EJ Mendes (ed.), Fl. Mocambique: 48. Junta de Investigações Científicas do Ultramar, Centro de Botanica, Lisboa. [Permission to reproduce this work was granted to SANBI by the University of Lisbon/National Museum of Natural History and Science (MUHNAC)/Portuguese Research Infrastructure of Scientific Collections (PRISC)] [All rights reserved]",Portuguese
