wfo_id,description,citation,language
wfo-0000671315,"Morphology: Die plant is 24 cm hoog, die litte gewoonlik 2-3 mm lank, by een of twee takke 8 cm lank. Die blare is 2-4 mm lank, 0.5 mm breed. Die blomsteel is 2-4 mm lank, die twee boonste skutblaartjies 0.5 mm lank, die onderste een 1 mm lank. Die kelkblare is 1.5 mm lank, die kroon 3 mm lank en ewe breed. Die helmknoppe is 1 mm lank, die helmdrade 2 mm. Die vrugbeginsel is 1 mm lank en ewe breed. Die styl is 3.5 mm lank.
Distribution: Oliviershoekpas.","Markotter, EI. 1930. 'n Plantegeografiese skets en die Flora van Witzieshoek, O.V.S.; Oliviershoekpas, Natal; en Koolhoek, O.V.S. Ann. Univ. Stellenbosch 8(1): 1-50. [All rights reserved]",Dutch
