taxonID,description,type,bibliographicCitation,urls,rightsHolder,source,rights,license
wfo-0000652355,"Disterigma leucanthum is known from few collections with a relatively restricted distribution area in eastern Ecuador. It was not until 2005 that new collections were added to the last known from 1976; in 2003, a living collection was known to be at the Royal Botanic Garden Edinburgh. Disterigma leucanthum is threatened by logging and colonization, and in the IUCN red list of plants endemic to Ecuador it is categorized as VU D2 (Pedraza- Peñalosa et al., in press).",conservation,"Pedraza-Peñalosa, Paola. 2010. Disterigma (Ericaceae, Vaccinieae). Fl. Neotrop. Monogr. 108: 1-126.",http://www.jstor.org/stable/25800083,The New York Botanical Garden,268672,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000652360,"Disterigma micranthum is known from only three collections representing two disjunct populations—one from Pichincha (old road to Santo Domingo de Los Colorados) and the other from El Oro (around Moro-Moro). This plant was first collected in 1980 and not recollected until 2004. In the Moro-Moro region there is now a protected area called Reserva Forestal Buenaventura (Fundación Jocotoco). When I visited the place I found the species growing along a major road in a dense patch of secondary vegetation that bordered the reserve; no additional populations were found inside the protected area. Colonization, agriculture, and mining are the main threats in this region. In the IUCN red list of plants endemic to Ecuador it is categorized as EN B1 ab(iii) (Pedraza- Peñalosa et al., in press).",conservation,"Pedraza-Peñalosa, Paola. 2010. Disterigma (Ericaceae, Vaccinieae). Fl. Neotrop. Monogr. 108: 1-126.",http://www.jstor.org/stable/25800083,The New York Botanical Garden,268672,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
