taxonID,description,type,bibliographicCitation,urls,rightsHolder,source,rights,license
wfo-0000781055,"Restricted to the Central Chilean Andes from 27°20'S to 30°S, between 900 and 3500 m elevation.",distribution,"Gentry, Alwyn H. 1992. Bignoniaceae--part II (Tribe Tecomeae). Fl. Neotrop. Monogr. 25: 1-370.",http://www.jstor.org/stable/4393739,The New York Botanical Garden,472148,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000781051,"Locally endemic in matorral desértico of the Departments of Chanaral and Copiapo, Atacama Province, Chile, between 26° and 27°S and 1500 and 2900 m elevation.",distribution,"Gentry, Alwyn H. 1992. Bignoniaceae--part II (Tribe Tecomeae). Fl. Neotrop. Monogr. 25: 1-370.",http://www.jstor.org/stable/4393739,The New York Botanical Garden,472148,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000781049,"Endemic to a small region in the northern part of the Mediterranean climate area of central Chile between 27°10'S and 30°S, 900-1400 m altitude, in Atacama and northernmost Coquimbo Provinces.",distribution,"Gentry, Alwyn H. 1992. Bignoniaceae--part II (Tribe Tecomeae). Fl. Neotrop. Monogr. 25: 1-370.",http://www.jstor.org/stable/4393739,The New York Botanical Garden,472148,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000781046,"Endemic to the Cuesta Pajonales, Coquimbo Province, Chile, at 29°7'S.",distribution,"Gentry, Alwyn H. 1992. Bignoniaceae--part II (Tribe Tecomeae). Fl. Neotrop. Monogr. 25: 1-370.",http://www.jstor.org/stable/4393739,The New York Botanical Garden,472148,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000781040,"This is the southernmost species of Argylia, ranging from 35° to nearly 40°S, rarely north as far as 32°40'S. It occurs in the Andes mostly between 1200-1800 m, mostly in the provinces of Mendoza and Neuquén in Argentina but also crossing the Chilean border into the Provinces of Colchagua and Bío-Bío.",distribution,"Gentry, Alwyn H. 1992. Bignoniaceae--part II (Tribe Tecomeae). Fl. Neotrop. Monogr. 25: 1-370.",http://www.jstor.org/stable/4393739,The New York Botanical Garden,472148,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000781039,"Locally endemic in the high Andes of the Department of Copiapo, Atacama Province, Chile, between 27°18'S and 27°40'S and from 3000 to 3500 m altitude.",distribution,"Gentry, Alwyn H. 1992. Bignoniaceae--part II (Tribe Tecomeae). Fl. Neotrop. Monogr. 25: 1-370.",http://www.jstor.org/stable/4393739,The New York Botanical Garden,472148,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000780957,"Endemic to evergreen rainforest at intermediate altitudes (ca. 450 m) in the Sierra de los Tuxtlas, Veracruz, Mexico.",distribution,"Gentry, Alwyn H. 1980. Bignoniaceae--Part 1. (Crescentieae and Tourrettieae). Fl. Neotrop. Monogr. 25: 1-130.",http://www.jstor.org/stable/4393739,The New York Botanical Garden,26187,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000780954,"Middle elevation forests between 900 and 1500 m on north slope of the northern cordilleras from eastern Chiapas to Alta Verapaz, Guatemala.",distribution,"Gentry, Alwyn H. 1980. Bignoniaceae--Part 1. (Crescentieae and Tourrettieae). Fl. Neotrop. Monogr. 25: 1-130.",http://www.jstor.org/stable/4393739,The New York Botanical Garden,26187,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000780946,"Southern Chiapas and adjacent uplands of western Guatemala; apparently disjunct on Montaña de Celaque, Honduras; montane forests from (1500-) 1900-2600 m.",distribution,"Gentry, Alwyn H. 1980. Bignoniaceae--Part 1. (Crescentieae and Tourrettieae). Fl. Neotrop. Monogr. 25: 1-130.",http://www.jstor.org/stable/4393739,The New York Botanical Garden,26187,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000780945,Known only from the type locality in open lower montane forest at 1600 m in southern Honduras.,distribution,"Gentry, Alwyn H. 1980. Bignoniaceae--Part 1. (Crescentieae and Tourrettieae). Fl. Neotrop. Monogr. 25: 1-130.",http://www.jstor.org/stable/4393739,The New York Botanical Garden,26187,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000780935,Apparently endemic to the lowlands around Cerro San Gil in extreme eastern Guatemala between 50 and 100 m altitude.,distribution,"Gentry, Alwyn H. 1980. Bignoniaceae--Part 1. (Crescentieae and Tourrettieae). Fl. Neotrop. Monogr. 25: 1-130.",http://www.jstor.org/stable/4393739,The New York Botanical Garden,26187,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000780934,A rather peculiar disjunct distribution: A) between 550 and 1000 m on the southwest side of the Rio Grijalva drainage from south central to extreme western Chiapas. B) The Mountain Pine Ridge area of west central Belize. C) Extreme eastern Guatemala near base of Cerro San Gil. Most collections are from pine or pine/oak forest.,distribution,"Gentry, Alwyn H. 1980. Bignoniaceae--Part 1. (Crescentieae and Tourrettieae). Fl. Neotrop. Monogr. 25: 1-130.",http://www.jstor.org/stable/4393739,The New York Botanical Garden,26187,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000780589,"Restricted to the Santiago area of central Chile, from 31°40'S in southern Coquimbo Province south to 34°S in O’Higgins Province, occurring in dry Andean and subAndean xerophytic formations between 900 and 3200 m.",distribution,"Gentry, Alwyn H. 1992. Bignoniaceae--part II (Tribe Tecomeae). Fl. Neotrop. Monogr. 25: 1-370.",http://www.jstor.org/stable/4393739,The New York Botanical Garden,472148,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000780552,"The Guyana region, especially in swampy forest near the coast, from extreme northeast Venezuela to Surinam; also found scattered through range of the species, especially in westernmost Amazonia; sea level to 500 m elevation.",distribution,"Gentry, Alwyn H. 1992. Bignoniaceae--part II (Tribe Tecomeae). Fl. Neotrop. Monogr. 25: 1-370.",http://www.jstor.org/stable/4393739,The New York Botanical Garden,472148,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000780540,"Guayanan Colombia and adjacent Amazonian Venezuela, mostly near the Orinoco river.",distribution,"Gentry, Alwyn H. 1992. Bignoniaceae--part II (Tribe Tecomeae). Fl. Neotrop. Monogr. 25: 1-370.",http://www.jstor.org/stable/4393739,The New York Botanical Garden,472148,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000780508,"Occupies the northwestern extreme of the range of T. stans in southernmost Arizona, the Big Bend area of Texas, and northern Mexico (Chihuahua, Coahuila, Durango, Baja California, Nuevo León, Sonora, Zacatecas).",distribution,"Gentry, Alwyn H. 1992. Bignoniaceae--part II (Tribe Tecomeae). Fl. Neotrop. Monogr. 25: 1-370.",http://www.jstor.org/stable/4393739,The New York Botanical Garden,472148,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000780455,"Deciduous forest of southern Brazil (Espírito Santo, Rio de Janeiro, Minas Gerais, Mato Grosso do Sur), northern Paraguay, and Andean foothills of southern Bolivia, 500-1150 m elevation.",distribution,"Gentry, Alwyn H. 1992. Bignoniaceae--part II (Tribe Tecomeae). Fl. Neotrop. Monogr. 25: 1-370.",http://www.jstor.org/stable/4393739,The New York Botanical Garden,472148,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000780390,"Brazilian shield, where mostly restricted to the cerrado and allied formations, 350-1000 m elevation.",distribution,"Gentry, Alwyn H. 1992. Bignoniaceae--part II (Tribe Tecomeae). Fl. Neotrop. Monogr. 25: 1-370.",http://www.jstor.org/stable/4393739,The New York Botanical Garden,472148,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000780364,"Coastal Brazil from Paraná to Minas Gerais and Rio de Janeiro, mostly in montane forest above 1000 m.",distribution,"Gentry, Alwyn H. 1992. Bignoniaceae--part II (Tribe Tecomeae). Fl. Neotrop. Monogr. 25: 1-370.",http://www.jstor.org/stable/4393739,The New York Botanical Garden,472148,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000780362,"The Chocó region of northwestern Colombia and adjacent easternmost Panama, east into northern Antioquia; lowland wet forest; 0-500 m elevation.",distribution,"Gentry, Alwyn H. 1992. Bignoniaceae--part II (Tribe Tecomeae). Fl. Neotrop. Monogr. 25: 1-370.",http://www.jstor.org/stable/4393739,The New York Botanical Garden,472148,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000780359,Endemic to the caatinga of northeastern Brazil from the Pernambuco/Bahia border to southeastern Piaui; near sea level to 450 m elevation.,distribution,"Gentry, Alwyn H. 1992. Bignoniaceae--part II (Tribe Tecomeae). Fl. Neotrop. Monogr. 25: 1-370.",http://www.jstor.org/stable/4393739,The New York Botanical Garden,472148,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000780356,"Guayana Highlands of Guyana and adjacent Bolivar, Venezuela, typically growing around the forest margin and in upland savanna gallery forest; 420-1700 m elevation.",distribution,"Gentry, Alwyn H. 1992. Bignoniaceae--part II (Tribe Tecomeae). Fl. Neotrop. Monogr. 25: 1-370.",http://www.jstor.org/stable/4393739,The New York Botanical Garden,472148,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000780344,Mountains of western and central Puerto Rico; locally common in dwarf and montane forests from 500 to 1500 m.,distribution,"Gentry, Alwyn H. 1992. Bignoniaceae--part II (Tribe Tecomeae). Fl. Neotrop. Monogr. 25: 1-370.",http://www.jstor.org/stable/4393739,The New York Botanical Garden,472148,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000780342,Endemic to the laja outcrops of the Puerto Ayacucho area of southern Venezuela and adjacent parts of Guayanan Colombia and northern Brazil; 75-500 m elevation.,distribution,"Gentry, Alwyn H. 1992. Bignoniaceae--part II (Tribe Tecomeae). Fl. Neotrop. Monogr. 25: 1-370.",http://www.jstor.org/stable/4393739,The New York Botanical Garden,472148,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000780339,"Endemic to serpentine charrascales in the Sierra de Nipe, Oriente, Cuba; mostly 700-1000 m elevation.",distribution,"Gentry, Alwyn H. 1992. Bignoniaceae--part II (Tribe Tecomeae). Fl. Neotrop. Monogr. 25: 1-370.",http://www.jstor.org/stable/4393739,The New York Botanical Garden,472148,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000780338,"Paraná basin of Misiones and Corrientes, Argentina and adjacent southern Paraguay and Brazil (Rio Grande do Sul and Santa Catarina), where mostly recorded as growing over rocks; also common in coastal restingas of Santa Catarina and Rio Grande do Sul; below 300 m elevation.",distribution,"Gentry, Alwyn H. 1992. Bignoniaceae--part II (Tribe Tecomeae). Fl. Neotrop. Monogr. 25: 1-370.",http://www.jstor.org/stable/4393739,The New York Botanical Garden,472148,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000780336,Endemic to easternmost Cuba on coastal limestone in the Baracoa region.,distribution,"Gentry, Alwyn H. 1992. Bignoniaceae--part II (Tribe Tecomeae). Fl. Neotrop. Monogr. 25: 1-370.",http://www.jstor.org/stable/4393739,The New York Botanical Garden,472148,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000780335,Northern and Central Cordilleras of Hispaniola; from near sea level to 1000 m.,distribution,"Gentry, Alwyn H. 1992. Bignoniaceae--part II (Tribe Tecomeae). Fl. Neotrop. Monogr. 25: 1-370.",http://www.jstor.org/stable/4393739,The New York Botanical Garden,472148,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000780332,"Endemic to pine woods and charrascales in the Baracoa region of Oriente, Cuba; near sea level.",distribution,"Gentry, Alwyn H. 1992. Bignoniaceae--part II (Tribe Tecomeae). Fl. Neotrop. Monogr. 25: 1-370.",http://www.jstor.org/stable/4393739,The New York Botanical Garden,472148,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000780322,"Dominican Republic. Endemic to the limestone hills of the Samaná Península, 0-500 m. Probably now on the verge of extinction; the last vestiges of natural vegetation on the Loma Pan de Azucar had recently been burned when we visited this area in April 1985.",distribution,"Gentry, Alwyn H. 1992. Bignoniaceae--part II (Tribe Tecomeae). Fl. Neotrop. Monogr. 25: 1-370.",http://www.jstor.org/stable/4393739,The New York Botanical Garden,472148,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000780321,Pacific coast mangrove swamps from Costa Rica to extreme northwestern Ecuador; near sea level.,distribution,"Gentry, Alwyn H. 1992. Bignoniaceae--part II (Tribe Tecomeae). Fl. Neotrop. Monogr. 25: 1-370.",http://www.jstor.org/stable/4393739,The New York Botanical Garden,472148,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000780318,"Endemic to the Sierra Maestra of Oriente, Cuba at altitudes of (650-)950-1400 m. This is one of the commonest species in mixed Pinus-broadleaf forest dominated by Cyrilla racemosa along the top of the eastern ridge line of the Sierra Maestra.",distribution,"Gentry, Alwyn H. 1992. Bignoniaceae--part II (Tribe Tecomeae). Fl. Neotrop. Monogr. 25: 1-370.",http://www.jstor.org/stable/4393739,The New York Botanical Garden,472148,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000780311,Endemic to the Trinidad Mountains of south central Cuba; mostly (500-)600-1200 m in karst limestone.,distribution,"Gentry, Alwyn H. 1992. Bignoniaceae--part II (Tribe Tecomeae). Fl. Neotrop. Monogr. 25: 1-370.",http://www.jstor.org/stable/4393739,The New York Botanical Garden,472148,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000780305,"Mostly in serpentine barrens in the Sierra de Nipe and Moa regions of eastern Oriente; also known from single collections from Camagüey, Matanzas, and Villa Clara Provinces and from an apparent disjunct population at Cajalbana, Pinar del Rio; 100-900 m elevation.",distribution,"Gentry, Alwyn H. 1992. Bignoniaceae--part II (Tribe Tecomeae). Fl. Neotrop. Monogr. 25: 1-370.",http://www.jstor.org/stable/4393739,The New York Botanical Garden,472148,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000780232,"Endemic to the serpentine area of Holguín Province (formerly part of Oriente), Cuba; from 0-700 m.",distribution,"Gentry, Alwyn H. 1992. Bignoniaceae--part II (Tribe Tecomeae). Fl. Neotrop. Monogr. 25: 1-370.",http://www.jstor.org/stable/4393739,The New York Botanical Garden,472148,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000780199,"Eastern Cuba, Haiti, and western Dominican Republic; dry scrubby forest, especially on limestone; 300-700 m elevation.",distribution,"Gentry, Alwyn H. 1992. Bignoniaceae--part II (Tribe Tecomeae). Fl. Neotrop. Monogr. 25: 1-370.",http://www.jstor.org/stable/4393739,The New York Botanical Garden,472148,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000780195,"Endemic to southwestern and southcentral Dominican Republic, mostly around Aceitillar on limestone intermixed with bauxite, also on exposed ridges and cliffs in Peravia and San Cristobal Provinces; perhaps also on Cuba; 700-1300 m elevation.",distribution,"Gentry, Alwyn H. 1992. Bignoniaceae--part II (Tribe Tecomeae). Fl. Neotrop. Monogr. 25: 1-370.",http://www.jstor.org/stable/4393739,The New York Botanical Garden,472148,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000780192,Endemic to deciduous forests of the dry region of northern Colombia in Atlantico and Bolívar Departments; below 100 m elevation.,distribution,"Gentry, Alwyn H. 1992. Bignoniaceae--part II (Tribe Tecomeae). Fl. Neotrop. Monogr. 25: 1-370.",http://www.jstor.org/stable/4393739,The New York Botanical Garden,472148,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000780191,Endemic to the now-destroyed cloud forests between 800 and 1400 m on Massif de La Hotte in southern Haiti.,distribution,"Gentry, Alwyn H. 1992. Bignoniaceae--part II (Tribe Tecomeae). Fl. Neotrop. Monogr. 25: 1-370.",http://www.jstor.org/stable/4393739,The New York Botanical Garden,472148,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000780189,"Endemic to the serpentine barrens of the Moa region of Oriente, Cuba; below 100 m elevation.",distribution,"Gentry, Alwyn H. 1992. Bignoniaceae--part II (Tribe Tecomeae). Fl. Neotrop. Monogr. 25: 1-370.",http://www.jstor.org/stable/4393739,The New York Botanical Garden,472148,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000780185,Endemic to the dry forest of northern Colombia and northwestern Venezuela; 30-600 m elevation.,distribution,"Gentry, Alwyn H. 1992. Bignoniaceae--part II (Tribe Tecomeae). Fl. Neotrop. Monogr. 25: 1-370.",http://www.jstor.org/stable/4393739,The New York Botanical Garden,472148,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000780181,"Haiti, apparently endemic to the Massif de la Selle, where said to be locally quite common; 100-300 m elevation. Known only from the type.",distribution,"Gentry, Alwyn H. 1992. Bignoniaceae--part II (Tribe Tecomeae). Fl. Neotrop. Monogr. 25: 1-370.",http://www.jstor.org/stable/4393739,The New York Botanical Garden,472148,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000780174,Southeastern Cuba. A local endemic of the northern foothills of the western Sierra Maestra; known only from two collections from Nagua on the Río Yara.,distribution,"Gentry, Alwyn H. 1992. Bignoniaceae--part II (Tribe Tecomeae). Fl. Neotrop. Monogr. 25: 1-370.",http://www.jstor.org/stable/4393739,The New York Botanical Garden,472148,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000780172,"Endemic to the Moa area of Holguín and adjacent northern Guantánamo Provinces (formerly part of Oriente), in easternmost Cuba. Probably rheophytic with many specimens indicated as growing along stream sides or on cliffs along streams; also pinelands; near sea level to 800 m elevation.",distribution,"Gentry, Alwyn H. 1992. Bignoniaceae--part II (Tribe Tecomeae). Fl. Neotrop. Monogr. 25: 1-370.",http://www.jstor.org/stable/4393739,The New York Botanical Garden,472148,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000780171,Upland campos of southern coastal Brazil in Paraná and Santa Catarina States; 750-1350 m alt.,distribution,"Gentry, Alwyn H. 1992. Bignoniaceae--part II (Tribe Tecomeae). Fl. Neotrop. Monogr. 25: 1-370.",http://www.jstor.org/stable/4393739,The New York Botanical Garden,472148,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000780164,"Mexico to El Salvador and Honduras; disjunct in central Bolívar, Venezuela, with one sterile collection from Córdoba, Colombia; sea level to 900 m elevation.",distribution,"Gentry, Alwyn H. 1992. Bignoniaceae--part II (Tribe Tecomeae). Fl. Neotrop. Monogr. 25: 1-370.",http://www.jstor.org/stable/4393739,The New York Botanical Garden,472148,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000780157,Mostly in the mogote region of Villa Clara Province in Central Cuba; one collection from a coastal cliff in Oriente Province. Probably restricted to limestone. Below 200 m elevation.,distribution,"Gentry, Alwyn H. 1992. Bignoniaceae--part II (Tribe Tecomeae). Fl. Neotrop. Monogr. 25: 1-370.",http://www.jstor.org/stable/4393739,The New York Botanical Garden,472148,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000780149,"Cuba and Jamaica, 0-700(-1000) m. Most habitat notes indicate streamsides, swamps, coastal lowlands, or the edge of mangroves.",distribution,"Gentry, Alwyn H. 1992. Bignoniaceae--part II (Tribe Tecomeae). Fl. Neotrop. Monogr. 25: 1-370.",http://www.jstor.org/stable/4393739,The New York Botanical Garden,472148,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000780133,"Upland forest of Rio de Janeiro and adjacent area of Serra do Mar, south to São Paulo; mostly collected on Pico de Tijuco; 300-1000 m elevation.",distribution,"Gentry, Alwyn H. 1992. Bignoniaceae--part II (Tribe Tecomeae). Fl. Neotrop. Monogr. 25: 1-370.",http://www.jstor.org/stable/4393739,The New York Botanical Garden,472148,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000780130,"Eastern Cuba in Camagüey, Granma, Guantánamo, and Santiago de Cuba Provinces, 0-400 m alt. Savannas and woodlands.",distribution,"Gentry, Alwyn H. 1992. Bignoniaceae--part II (Tribe Tecomeae). Fl. Neotrop. Monogr. 25: 1-370.",http://www.jstor.org/stable/4393739,The New York Botanical Garden,472148,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000780124,"Cuba (Pinar del Rio, and the old provinces of Las Villas and Oriente) and Haiti in karst limestone areas; perhaps also Jamaica; near sea level to 1000 m.",distribution,"Gentry, Alwyn H. 1992. Bignoniaceae--part II (Tribe Tecomeae). Fl. Neotrop. Monogr. 25: 1-370.",http://www.jstor.org/stable/4393739,The New York Botanical Garden,472148,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000780116,"Endemic to the Samaná Bay area of northern central Dominican Republic, on karst limestone near sea level.",distribution,"Gentry, Alwyn H. 1992. Bignoniaceae--part II (Tribe Tecomeae). Fl. Neotrop. Monogr. 25: 1-370.",http://www.jstor.org/stable/4393739,The New York Botanical Garden,472148,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000780108,Endemic to serpentine barrens of the Moa area of easternmost Cuba; 0-300 m elevation.,distribution,"Gentry, Alwyn H. 1992. Bignoniaceae--part II (Tribe Tecomeae). Fl. Neotrop. Monogr. 25: 1-370.",http://www.jstor.org/stable/4393739,The New York Botanical Garden,472148,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000780099,"Endemic to serpentine outcrops of northern Dominican Republic, 10-50 m altitude; known only from two localities at both of which it is locally common.",distribution,"Gentry, Alwyn H. 1992. Bignoniaceae--part II (Tribe Tecomeae). Fl. Neotrop. Monogr. 25: 1-370.",http://www.jstor.org/stable/4393739,The New York Botanical Garden,472148,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000780093,"Northern Haiti and western Dominican Republic; few collections from eastern Cuba; sea level to 400(-800) m, mostly on limestone or in open pinelands.",distribution,"Gentry, Alwyn H. 1992. Bignoniaceae--part II (Tribe Tecomeae). Fl. Neotrop. Monogr. 25: 1-370.",http://www.jstor.org/stable/4393739,The New York Botanical Garden,472148,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000780085,"Western half of Cuba from Pinar del Río and the Isle of Pines to Las Villas. Mostly in swamps or swampy areas, sometimes in serpentine barrens (Cajalbana, San Miguel de Casanova) but then often noted as in a stream or swampy area; 0-500 m.",distribution,"Gentry, Alwyn H. 1992. Bignoniaceae--part II (Tribe Tecomeae). Fl. Neotrop. Monogr. 25: 1-370.",http://www.jstor.org/stable/4393739,The New York Botanical Garden,472148,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000780071,Endemic to serpentine barrens and charrascales in the Sierra de Nipe and Cuchillas de Baracoa of southeastern Cuba: to 700 m alt.,distribution,"Gentry, Alwyn H. 1992. Bignoniaceae--part II (Tribe Tecomeae). Fl. Neotrop. Monogr. 25: 1-370.",http://www.jstor.org/stable/4393739,The New York Botanical Garden,472148,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000780064,"Known only from the type from Trinidad, Sancti Spiritus (Las Villas) Province, Cuba.",distribution,"Gentry, Alwyn H. 1992. Bignoniaceae--part II (Tribe Tecomeae). Fl. Neotrop. Monogr. 25: 1-370.",http://www.jstor.org/stable/4393739,The New York Botanical Garden,472148,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
