wfo_id,locality,tdwg_level3,wcvp_geo_note,ipni_id,powo_id,wcvp_family,wcvp_genus,wcvp_taxon_name
wfo-0000692907,"Costa Rica",COS,"S. Mexico to C. America",612651-1,612651-1,Onagraceae,Fuchsia,"Fuchsia splendens"
wfo-0000692791,"Costa Rica",COS,"C. & S. Chile to S. Argentina",612572-1,612572-1,Onagraceae,Fuchsia,"Fuchsia magellanica"
wfo-0000693629,"Costa Rica",COS,"C. & S. Trop. America",548708-1,548708-1,Loranthaceae,Gaiadendron,"Gaiadendron punctatum"
wfo-0000692387,"Costa Rica",COS,"Nicaragua to Costa Rica",830251-1,830251-1,Pentaphylacaceae,Freziera,"Freziera friedrichsthaliana"
wfo-0000692371,"Costa Rica",COS,"Costa Rica, Guadeloupe, Dominica, Martinique",828823-1,828823-1,Pentaphylacaceae,Freziera,"Freziera cordata"
wfo-0000692363,"Costa Rica",COS,"WC. Costa Rica, Colombia to Venezuela and Peru",828818-1,828818-1,Pentaphylacaceae,Freziera,"Freziera calophylla"
wfo-4000015238,"Costa Rica",COS,"C. & S. Trop. America",30023921-2,30023921-2,Rutaceae,Galipea,Galipea
wfo-4000015172,"Costa Rica",COS,"C. & S. Trop. America",25218-1,25218-1,Loranthaceae,Gaiadendron,Gaiadendron
wfo-0000692814,"Costa Rica",COS,"Costa Rica to N. Panama",106237-2,106237-2,Onagraceae,Fuchsia,"Fuchsia microphylla subsp. hemsleyana"
wfo-0000693873,"Costa Rica",COS,"SE. Nicaragua to Costa Rica",302008-2,302008-2,Rutaceae,Galipea,"Galipea dasysperma"
wfo-4000015114,"Costa Rica",COS,"Europe to C. Asia, Macaronesia to India, Eritrea to Malawi, SW. Arabian Pen.",30017595-2,30017595-2,Papaveraceae,Fumaria,Fumaria
wfo-0000165402,"Costa Rica",COS,"Mexico to C. America",106549-2,106549-2,Fabaceae,Galactia,"Galactia argentea"
wfo-0000693355,"Costa Rica",COS,"Europe to Medit. and Caucasus",30017594-2,30017594-2,Papaveraceae,Fumaria,"Fumaria officinalis"
wfo-0000691940,"Costa Rica",COS,"S. Cuba, Jamaica, S. Mexico, Costa Rica to NW. Argentina",980492-1,980492-1,Rhamnaceae,Frangula,"Frangula sphaerosperma"
wfo-4000015148,"Costa Rica",COS,"Costa Rica to Peru",295865-2,295865-2,Violaceae,Fusispermum,Fusispermum
wfo-0000693602,"Costa Rica",COS,"Costa Rica to Peru",277277-2,277277-2,Violaceae,Fusispermum,"Fusispermum laxiflorum"
wfo-0000692761,"Costa Rica",COS,"S. Costa Rica to Panama",106204-2,106204-2,Onagraceae,Fuchsia,"Fuchsia jimenezii"
wfo-0000692665,"Costa Rica",COS,"S. Peru to NW. Argentina",106150-2,106150-2,Onagraceae,Fuchsia,"Fuchsia boliviana"
wfo-4000015180,"Costa Rica",COS,"Tropics & Subtropics to C. U.S.A.",30002203-2,30002203-2,Fabaceae,Galactia,Galactia
wfo-0000184365,"Costa Rica",COS,"Tropics & Subtropics",106712-2,106712-2,Fabaceae,Galactia,"Galactia striata"
wfo-4000015098,"Costa Rica",COS,"New Zealand, Society Is., Mexico to Trop. America",30000052-2,30000052-2,Onagraceae,Fuchsia,Fuchsia
wfo-4000015054,"Costa Rica",COS,"Mexico to Bolivia, Caribbean",39042-1,39042-1,Pentaphylacaceae,Freziera,Freziera
wfo-0000692840,"Costa Rica",COS,"C. Mexico to C. America",106252-2,106252-2,Onagraceae,Fuchsia,"Fuchsia paniculata"
wfo-0000170566,"Costa Rica",COS,"C. & S. Trop. America",495427-1,495427-1,Fabaceae,Galactia,"Galactia glaucescens"
wfo-0000692364,"Costa Rica",COS,"Mexico (Guerrero to Chiapas), Costa Rica to Venezuela",828819-1,828819-1,Pentaphylacaceae,Freziera,"Freziera candicans"
wfo-0000692810,"Costa Rica",COS,Mexico,612580-1,612580-1,Onagraceae,Fuchsia,"Fuchsia microphylla"
wfo-0000682800,"Costa Rica",COS,"Trop. & Subtrop. America",60430582-2,60430582-2,Boraginaceae,Euploca,"Euploca procumbens"
wfo-0000682797,"Costa Rica",COS,"Mexico to Trop. America",60430579-2,60430579-2,Boraginaceae,Euploca,"Euploca lagoensis"
wfo-4000014199,"Costa Rica",COS,"Old World to Queensland, N. & C. America",331601-2,331601-2,Celastraceae,Euonymus,Euonymus
wfo-4000014238,"Costa Rica",COS,"Tropics & Subtropics",4585-1,4585-1,Boraginaceae,Euploca,Euploca
wfo-0000681690,"Costa Rica",COS,"C. America",99391-2,99391-2,Celastraceae,Euonymus,"Euonymus costaricensis"
wfo-0000690075,"Costa Rica",COS,"Costa Rica to Colombia",104704-2,104704-2,Moraceae,Ficus,"Ficus richteri"
wfo-0000690247,"Costa Rica",COS,"C. & S. Trop. America",104716-2,104716-2,Moraceae,Ficus,"Ficus schippii"
wfo-0000690279,"Costa Rica",COS,"S. Mexico to Venezuela and Ecuador",306658-2,306658-2,Moraceae,Ficus,"Ficus segoviae"
wfo-4000014894,"Costa Rica",COS,"Macaronesia, Medit to Ethiopia and W. Nepal",40005-1,40005-1,Apiaceae,Foeniculum,Foeniculum
wfo-0000690809,"Costa Rica",COS,"Mexico to Venezuela and Peru",853933-1,853933-1,Moraceae,Ficus,"Ficus velutina"
wfo-0000691487,"Costa Rica",COS,"Medit. to Ethiopia and W. Nepal",842680-1,842680-1,Apiaceae,Foeniculum,"Foeniculum vulgare"
wfo-4000014926,"Costa Rica",COS,"Mexico to C. America, Caribbean",15415-1,15415-1,Resedaceae,Forchhammeria,Forchhammeria
wfo-4000015013,"Costa Rica",COS,"New World, NW. Africa, Temp. Eurasia to Indo-China",30001907-2,30001907-2,Rhamnaceae,Frangula,Frangula
wfo-0000691544,"Costa Rica",COS,"Cuba, Jamaica, E. & S. Mexico to C. America",105284-2,105284-2,Resedaceae,Forchhammeria,"Forchhammeria trifoliata"
wfo-0001057147,"Costa Rica",COS,"Trop. & Subtrop. Asia to NW. Pacific",495307-1,495307-1,Fabaceae,Flemingia,"Flemingia strobilifera"
wfo-0000691888,"Costa Rica",COS,"Mexico (I. Socorro, Nayarit to Chiapas) to C. America",717365-1,717365-1,Rhamnaceae,Frangula,"Frangula discolor"
wfo-0000690730,"Costa Rica",COS,"C. Mexico to Peru",104751-2,104751-2,Moraceae,Ficus,"Ficus turrialbana"
wfo-0000690720,"Costa Rica",COS,"Mexico to C. America",104749-2,104749-2,Moraceae,Ficus,"Ficus tuerckheimii"
wfo-0000690632,"Costa Rica",COS,"C. America to Venezuela and Peru",104743-2,104743-2,Moraceae,Ficus,"Ficus tonduzii"
wfo-0000194840,"Costa Rica",COS,"Trop. & Subtrop. Asia to N. Queensland",495277-1,495277-1,Fabaceae,Flemingia,"Flemingia macrophylla"
wfo-0000690638,"Costa Rica",COS,"Costa Rica to Venezuela and Ecuador",104744-2,104744-2,Moraceae,Ficus,"Ficus torresiana"
wfo-0000690926,"Costa Rica",COS,"C. Mexico to Trinidad-Tobago and N. Peru",853989-1,853989-1,Moraceae,Ficus,"Ficus yoponensis"
wfo-0000691881,"Costa Rica",COS,"Mexico to C. America",717359-1,717359-1,Rhamnaceae,Frangula,"Frangula capreifolia"
wfo-0000690646,"Costa Rica",COS,"Costa Rica to N. Colombia",104746-2,104746-2,Moraceae,Ficus,"Ficus trachelosyce"
wfo-4000014850,"Costa Rica",COS,"Trop. & S. Africa, Trop. & Subtrop. Asia to N. Australia",331612-2,331612-2,Fabaceae,Flemingia,Flemingia
wfo-4000014566,"Costa Rica",COS,"C. America to NW. Colombia",295415-2,295415-2,Fabaceae,Fairchildia,Fairchildia
wfo-0000685460,"Costa Rica",COS,"E. Tibet to China (Sichuan, Yunnan)",694526-1,694526-1,Polygonaceae,Fagopyrum,"Fagopyrum esculentum"
wfo-0000171564,"Costa Rica",COS,"C. America to NW. Colombia",103347-2,103347-2,Fabaceae,Fairchildia,"Fairchildia panamensis"
wfo-4000014487,"Costa Rica",COS,"S. Florida to C. America, Caribbean",36413-1,36413-1,Sapindaceae,Exothea,Exothea
wfo-4000014554,"Costa Rica",COS,"Cameroon to South Sudan and E. Tanzania, S. Siberia to Indo-China",331606-2,331606-2,Polygonaceae,Fagopyrum,Fagopyrum
wfo-0000684512,"Costa Rica",COS,"S. Florida to Caribbean, E. & S. Mexico to Colombia",102890-2,102890-2,Sapindaceae,Exothea,"Exothea paniculata"
wfo-0000698601,"Costa Rica",COS,"Mexico (Chiapas), Costa Rica to NW. Venezuela and Bolivia",317620-2,317620-2,Gentianaceae,Gentiana,"Gentiana sedifolia"
wfo-4000015557,"Costa Rica",COS,"Temp. & Subtrop. to Trop. Mts.",327764-2,327764-2,Geraniaceae,Geranium,Geranium
wfo-0000695284,"Costa Rica",COS,"Mexico to NW. Argentina",330618-1,330618-1,Ericaceae,Gaultheria,"Gaultheria myrsinoides"
wfo-0000694442,"Costa Rica",COS,"Trinidad to C. & S. Trop. America",277321-2,277321-2,Clusiaceae,Garcinia,"Garcinia madruno"
wfo-0000694838,"Costa Rica",COS,"Costa Rica to NW. Colombia",107523-2,107523-2,Gesneriaceae,Gasteranthus,"Gasteranthus delphinioides"
wfo-0000694444,"Costa Rica",COS,"Costa Rica to Colombia",277318-2,277318-2,Clusiaceae,Garcinia,"Garcinia magnifolia"
wfo-0000695182,"Costa Rica",COS,"Costa Rica to Panama",107642-2,107642-2,Ericaceae,Gaultheria,"Gaultheria gracilis"
wfo-4000015402,"Costa Rica",COS,"Asia to Australasia, America",30002565-2,30002565-2,Ericaceae,Gaultheria,Gaultheria
wfo-4000015356,"Costa Rica",COS,"Mexico to S. Trop. America",321723-2,321723-2,Gesneriaceae,Gasteranthus,Gasteranthus
wfo-4000015318,"Costa Rica",COS,"Tropics & Subtropics",19345-1,19345-1,Clusiaceae,Garcinia,Garcinia
wfo-0000694376,"Costa Rica",COS,"C. Mexico to Ecuador",277320-2,277320-2,Clusiaceae,Garcinia,"Garcinia intermedia"
wfo-0000695152,"Costa Rica",COS,"Trop. & Subtrop. America",330527-1,330527-1,Ericaceae,Gaultheria,"Gaultheria erecta"
wfo-0000694848,"Costa Rica",COS,"Costa Rica to Panama",107527-2,107527-2,Gesneriaceae,Gasteranthus,"Gasteranthus imbricans"
wfo-0000694876,"Costa Rica",COS,"Costa Rica to W. South America",380903-1,380903-1,Gesneriaceae,Gasteranthus,"Gasteranthus wendlandianus"
wfo-0000694858,"Costa Rica",COS,"Costa Rica (Osa Pen.)",1016488-1,1016488-1,Gesneriaceae,Gasteranthus,"Gasteranthus osaensis"
wfo-4000015502,"Costa Rica",COS,"Temp. Eurasia, Trop. Asian Mts. to SE. Australia, N. & C. America, W. & S. South America to NW. Venezuela, Falkland Is.",30001281-2,30001281-2,Gentianaceae,Gentiana,Gentiana
wfo-0000694816,"Costa Rica",COS,"Costa Rica to Panama",107510-2,107510-2,Gesneriaceae,Gasteranthus,"Gasteranthus acropodus"
wfo-0000687635,"Costa Rica",COS,"C. America",104472-2,104472-2,Moraceae,Ficus,"Ficus cahuitensis"
wfo-0000688819,"Costa Rica",COS,"Mexico to S. Trop. America",853024-1,853024-1,Moraceae,Ficus,"Ficus insipida"
wfo-0000689703,"Costa Rica",COS,"Mexico to Trop. America",853405-1,853405-1,Moraceae,Ficus,"Ficus pertusa"
wfo-0000689293,"Costa Rica",COS,"Mexico to NW. Venezuela",853212-1,853212-1,Moraceae,Ficus,"Ficus mexicana"
wfo-0000688049,"Costa Rica",COS,"Costa Rica to Panama",104500-2,104500-2,Moraceae,Ficus,"Ficus davidsoniae"
wfo-0000687981,"Costa Rica",COS,"Costa Rica to W. South America",104497-2,104497-2,Moraceae,Ficus,"Ficus cuatrecasasiana"
wfo-0000688162,"Costa Rica",COS,"C. & S. Trop. America",104505-2,104505-2,Moraceae,Ficus,"Ficus donnell-smithii"
wfo-0000688631,"Costa Rica",COS,"C. America to Ecuador",852958-1,852958-1,Moraceae,Ficus,"Ficus hartwegii"
wfo-0000688725,"Costa Rica",COS,"C. America",104568-2,104568-2,Moraceae,Ficus,"Ficus hondurensis"
wfo-0000688426,"Costa Rica",COS,"Costa Rica to Ecuador",104537-2,104537-2,Moraceae,Ficus,"Ficus garcia-barrigae"
wfo-0000687640,"Costa Rica",COS,"Costa Rica to Ecuador",104473-2,104473-2,Moraceae,Ficus,"Ficus caldasiana"
wfo-4000014727,"Costa Rica",COS,"Tropics & Subtropics",327905-2,327905-2,Moraceae,Ficus,Ficus
wfo-0000687957,"Costa Rica",COS,"Mexico to C. America, Caribbean",852683-1,852683-1,Moraceae,Ficus,"Ficus crassinervia"
wfo-0000687419,"Costa Rica",COS,"S. Florida to Caribbean, S. Mexico to C. America",852451-1,852451-1,Moraceae,Ficus,"Ficus aurea"
wfo-0000687762,"Costa Rica",COS,"Costa Rica to W. South America",104479-2,104479-2,Moraceae,Ficus,"Ficus cervantesiana"
wfo-0000689641,"Costa Rica",COS,"S. Mexico to S. Trop. America",1004295-2,1004295-2,Moraceae,Ficus,"Ficus paraensis"
wfo-0000689562,"Costa Rica",COS,"Costa Rica",304147-2,304147-2,Moraceae,Ficus,"Ficus osensis"
wfo-0000687348,"Costa Rica",COS,"C. Mexico to N. Peru",104452-2,104452-2,Moraceae,Ficus,"Ficus apollinaris"
wfo-0000687833,"Costa Rica",COS,"S. Florida to Trop. America",316340-2,316340-2,Moraceae,Ficus,"Ficus citrifolia"
wfo-0000689484,"Costa Rica",COS,"Trop. America",853301-1,853301-1,Moraceae,Ficus,"Ficus nymphaeifolia"
wfo-0000689010,"Costa Rica",COS,"Costa Rica",329285-2,329285-2,Moraceae,Ficus,"Ficus lasiosyce"
wfo-0000689513,"Costa Rica",COS,"Mexico to Trop. America",853317-1,853317-1,Moraceae,Ficus,"Ficus obtusifolia"
wfo-0000687276,"Costa Rica",COS,"S. Florida to Trop. America",316336-2,316336-2,Moraceae,Ficus,"Ficus americana"
wfo-4000014711,"Costa Rica",COS,"S. Mexico to Trop. America",30017452-2,30017452-2,Cucurbitaceae,Fevillea,Fevillea
wfo-0000687941,"Costa Rica",COS,"S. Mexico to NW. Colombia",852672-1,852672-1,Moraceae,Ficus,"Ficus costaricana"
wfo-0000687970,"Costa Rica",COS,"Nicaragua to S. Trop. America",104496-2,104496-2,Moraceae,Ficus,"Ficus crassivenosa"
wfo-0000687594,"Costa Rica",COS,"C. America to Ecuador",104466-2,104466-2,Moraceae,Ficus,"Ficus brevibracteata"
wfo-0000688179,"Costa Rica",COS,"Costa Rica to Peru and Brazil (Acre)",104507-2,104507-2,Moraceae,Ficus,"Ficus dugandii"
wfo-0000687863,"Costa Rica",COS,"S. Mexico to Colombia",104489-2,104489-2,Moraceae,Ficus,"Ficus colubrinae"
wfo-0000689257,"Costa Rica",COS,"Mexico to Trop. America",853200-1,853200-1,Moraceae,Ficus,"Ficus maxima"
wfo-0000689806,"Costa Rica",COS,"Mexico (Chiapas) to Bolivia",104685-2,104685-2,Moraceae,Ficus,"Ficus popenoei"
wfo-0000687593,"Costa Rica",COS,"Costa Rica",104464-2,104464-2,Moraceae,Ficus,"Ficus brenesii"
wfo-0000688829,"Costa Rica",COS,"C. America",853028-1,853028-1,Moraceae,Ficus,"Ficus intramarginalis"
wfo-0000687079,"Costa Rica",COS,"SW. Mexico to Trop. America",104422-2,104422-2,Cucurbitaceae,Fevillea,"Fevillea cordifolia"
wfo-0000687944,"Costa Rica",COS,"Mexico to C. America",852675-1,852675-1,Moraceae,Ficus,"Ficus cotinifolia"
wfo-0000687979,"Costa Rica",COS,"Mexico to S. Trop. America",852689-1,852689-1,Moraceae,Ficus,"Ficus crocata"
wfo-0000688846,"Costa Rica",COS,"S. Mexico to Panama",104580-2,104580-2,Moraceae,Ficus,"Ficus isophlebia"
wfo-0000687969,"Costa Rica",COS,"C. America to Venezuela and Peru",104495-2,104495-2,Moraceae,Ficus,"Ficus crassiuscula"
wfo-0000689253,"Costa Rica",COS,"S. Costa Rica to S. Trop. America",104625-2,104625-2,Moraceae,Ficus,"Ficus matiziana"
wfo-0001359329,"Costa Rica",COS,"Costa Rica to NW. Colombia",190073-2,190073-2,Moraceae,Perebea,"Perebea guianensis subsp. castilloides"
wfo-0000741627,"Costa Rica",COS,"Costa Rica to Panama",60452307-2,60452307-2,Gesneriaceae,Amalophyllon,"Amalophyllon laceratum"
wfo-1200011443,"Costa Rica",COS,"Nicaragua to Panama",77251259-1,77251259-1,Marcgraviaceae,Souroubea,"Souroubea loczyi subsp. minima"
wfo-1200011583,"Costa Rica",COS,"Costa Rica",77251830-1,77251830-1,Gesneriaceae,Monopyle,"Monopyle macrocarpa var. costaricana"
wfo-0001039807,"Costa Rica",COS,"C. & S. Trop. America",73202-3,73202-3,Fabaceae,Stylosanthes,"Stylosanthes guianensis var. gracilis"
wfo-0001221157,"Costa Rica",COS,"SE. Kenya to NE. Tanzania and Trop. & Subtrop. Asia, Trop. America",77251925-1,77251925-1,Malvaceae,Urena,"Urena lobata subsp. sinuata"
wfo-0000737442,"Costa Rica",COS,"Mexico to Trop. America",30039915-2,30039915-2,Caprifoliaceae,Valeriana,"Valeriana scandens"
wfo-0000175873,"Costa Rica",COS,"Costa Rica to Panama, Peru to Brazil",128440-2,128440-2,Fabaceae,Inga,"Inga ciliata"
wfo-0000733281,"Costa Rica",COS,"Mexico to C. America",215382-2,215382-2,Malvaceae,Quararibea,"Quararibea funebris"
wfo-0000165242,"Costa Rica",COS,"C. America to NW. Venezuela and W. Bolivia",128446-2,128446-2,Fabaceae,Inga,"Inga cocleensis"
wfo-0000732153,"Costa Rica",COS,"Trop. & Subtrop. America",129900-2,129900-2,Amaranthaceae,Iresine,"Iresine diffusa"
wfo-0001051200,"Costa Rica",COS,"Mexico to Trinidad-Tobago and Bolivia",128647-2,128647-2,Fabaceae,Inga,"Inga oerstediana"
wfo-1000041684,"Costa Rica",COS,"C. Mexico to Peru",500517-1,500517-1,Fabaceae,Inga,"Inga inicuil"
wfo-0000165798,"Costa Rica",COS,"Costa Rica to Colombia",128854-2,128854-2,Fabaceae,Inga,"Inga sierrae"
wfo-0000733254,"Costa Rica",COS,"E. Costa Rica to C. Panama",284097-2,284097-2,Malvaceae,Quararibea,"Quararibea aurantiocalyx"
wfo-0000165808,"Costa Rica",COS,"Nicaragua to Panama",128762-2,128762-2,Fabaceae,Inga,"Inga stenophylla"
wfo-0000182126,"Costa Rica",COS,"C. Mexico to Trop. America",128693-2,128693-2,Fabaceae,Inga,"Inga punctata"
wfo-0000165739,"Costa Rica",COS,"S. Mexico to Venezuela and W. Bolivia",128628-2,128628-2,Fabaceae,Inga,"Inga multijuga"
wfo-0000175962,"Costa Rica",COS,"S. Trop. America",128478-2,128478-2,Fabaceae,Inga,"Inga edulis"
wfo-0000210349,"Costa Rica",COS,"Costa Rica",959003-1,959003-1,Fabaceae,Inga,"Inga litoralis"
wfo-0000165287,"Costa Rica",COS,"Nicaragua to S. Trop. America and Trinidad",128535-2,128535-2,Fabaceae,Inga,"Inga heterophylla"
wfo-0000733271,"Costa Rica",COS,"C. Costa Rica",284098-2,284098-2,Malvaceae,Quararibea,"Quararibea costaricensis"
wfo-0000165767,"Costa Rica",COS,"Costa Rica to Colombia",500709-1,500709-1,Fabaceae,Inga,"Inga polita"
wfo-0000165718,"Costa Rica",COS,"Costa Rica to Colombia",128590-2,128590-2,Fabaceae,Inga,"Inga longispica"
wfo-0000175887,"Costa Rica",COS,"Mexico to Colombia",500443-1,500443-1,Fabaceae,Inga,"Inga flexuosa"
wfo-0000183491,"Costa Rica",COS,"Mexico to Trinidad and Bolivia",128732-2,128732-2,Fabaceae,Inga,"Inga sapindoides"
wfo-0000210297,"Costa Rica",COS,"S. Mexico to S. Trop. America",994650-1,994650-1,Fabaceae,Inga,"Inga nobilis subsp. quaternata"
wfo-0000173670,"Costa Rica",COS,"C. & S. Trop. America",500808-1,500808-1,Fabaceae,Inga,"Inga sertulifera"
wfo-0000732125,"Costa Rica",COS,"Mexico to Venezuela and Bolivia, Caribbean",60727-1,60727-1,Amaranthaceae,Iresine,"Iresine angustifolia"
wfo-0000164403,"Costa Rica",COS,"Costa Rica to Panama",128494-2,128494-2,Fabaceae,Inga,"Inga exalata"
wfo-0000210350,"Costa Rica",COS,"Costa Rica",278808-2,278808-2,Fabaceae,Inga,"Inga herrerae"
wfo-4000019176,"Costa Rica",COS,"Trop. & Subtrop. America",327328-2,327328-2,Amaranthaceae,Iresine,Iresine
wfo-0000173672,"Costa Rica",COS,"S. Mexico to Venezuela and W. Bolivia",1122303-2,1122303-2,Fabaceae,Inga,"Inga spectabilis"
wfo-0000173675,"Costa Rica",COS,"Mexico to Venezuela and Bolivia, Caribbean",1006087-2,1006087-2,Fabaceae,Inga,"Inga vera"
wfo-0000165741,"Costa Rica",COS,"S. Mexico to S. Trop. America",128633-2,128633-2,Fabaceae,Inga,"Inga nobilis"
wfo-0000165823,"Costa Rica",COS,"SE. Mexico to S. Trop. America and Trinidad",128789-2,128789-2,Fabaceae,Inga,"Inga thibaudiana"
wfo-0000732183,"Costa Rica",COS,"Mexico to Colombia",60789-1,60789-1,Amaranthaceae,Iresine,"Iresine latifolia"
wfo-0000165257,"Costa Rica",COS,"SE. Mexico to N. & W. South America",128466-2,128466-2,Fabaceae,Inga,"Inga densiflora"
wfo-0000165249,"Costa Rica",COS,"Costa Rica to Venezuela (Aragua) and Bolivia",128458-2,128458-2,Fabaceae,Inga,"Inga coruscans"
wfo-0000210340,"Costa Rica",COS,"Costa Rica to Panama",278810-2,278810-2,Fabaceae,Inga,"Inga jimenezii"
wfo-0000732177,"Costa Rica",COS,"Mexico to C. America",60784-1,60784-1,Amaranthaceae,Iresine,"Iresine interrupta"
wfo-0000165705,"Costa Rica",COS,"Costa Rica, Colombia",128572-2,128572-2,Fabaceae,Inga,"Inga latipes"
wfo-0000165758,"Costa Rica",COS,"S. Mexico to C. America",128665-2,128665-2,Fabaceae,Inga,"Inga paterno"
wfo-0000733252,"Costa Rica",COS,"Costa Rica to Colombia",215362-2,215362-2,Malvaceae,Quararibea,"Quararibea asterolepis"
wfo-0000173656,"Costa Rica",COS,"Costa Rica to S. Trop. America",1090709-2,1090709-2,Fabaceae,Inga,"Inga cylindrica"
wfo-0001049868,"Costa Rica",COS,"C. America to Colombia",128626-2,128626-2,Fabaceae,Inga,"Inga mortoniana"
wfo-0000165760,"Costa Rica",COS,"C. & S. Trop. America",128673-2,128673-2,Fabaceae,Inga,"Inga pezizifera"
wfo-0000210316,"Costa Rica",COS,"Nicaragua to Colombia",994659-1,994659-1,Fabaceae,Inga,"Inga multijuga subsp. aestuariorum"
wfo-0000183520,"Costa Rica",COS,"W. & S. Mexico to Trop. America",1199545-2,1199545-2,Fabaceae,Inga,"Inga laurina"
wfo-0000165826,"Costa Rica",COS,"Nicaragua to Panama",128793-2,128793-2,Fabaceae,Inga,"Inga tonduzii"
wfo-0000165835,"Costa Rica",COS,"Nicaragua to Peru",128812-2,128812-2,Fabaceae,Inga,"Inga venusta"
wfo-0001051210,"Costa Rica",COS,"Nicaragua to Colombia",128728-2,128728-2,Fabaceae,Inga,"Inga samanensis"
wfo-0000210334,"Costa Rica",COS,"Costa Rica",313769-2,313769-2,Fabaceae,Inga,"Inga tenuiloba"
wfo-0000210274,"Costa Rica",COS,"Costa Rica to S. Trop. America",994640-1,994640-1,Fabaceae,Inga,"Inga sertulifera subsp. leptopus"
wfo-0000164400,"Costa Rica",COS,"Nicaragua to Ecuador",128436-2,128436-2,Fabaceae,Inga,"Inga chocoensis"
wfo-0000179954,"Costa Rica",COS,"Costa Rica to Colombia",278809-2,278809-2,Fabaceae,Inga,"Inga jefensis"
wfo-0000731675,"Costa Rica",COS,"S. Mexico to S. Trop. America",500531-1,500531-1,Fabaceae,Inga,"Inga laevigata"
wfo-0000732194,"Costa Rica",COS,"Mexico to C. America",129939-2,129939-2,Amaranthaceae,Iresine,"Iresine nigra"
wfo-4000032361,"Costa Rica",COS,"Trop. America",30007183-2,30007183-2,Malvaceae,Quararibea,Quararibea
wfo-0000165784,"Costa Rica",COS,"Nicaragua to S. Trop. America",128721-2,128721-2,Fabaceae,Inga,"Inga ruiziana"
wfo-0000183521,"Costa Rica",COS,"Mexico (Veracruz) to S. Trop. America",128599-2,128599-2,Fabaceae,Inga,"Inga marginata"
wfo-0000210283,"Costa Rica",COS,"Costa Rica",278806-2,278806-2,Fabaceae,Inga,"Inga golfodulcensis"
wfo-0000210341,"Costa Rica",COS,"Costa Rica to Colombia",278811-2,278811-2,Fabaceae,Inga,"Inga leonis"
wfo-0000165277,"Costa Rica",COS,"Nicaragua to Colombia",128516-2,128516-2,Fabaceae,Inga,"Inga goldmanii"
wfo-0001045975,"Costa Rica",COS,"Costa Rica",129876-2,129876-2,Amaranthaceae,Iresine,"Iresine arrecta"
wfo-0000165799,"Costa Rica",COS,"Costa Rica",128855-2,128855-2,Fabaceae,Inga,"Inga skutchii"
wfo-0001053728,"Costa Rica",COS,"Costa Rica to S. Trop. America",1035636-2,1035636-2,Fabaceae,Inga,"Inga umbellifera"
wfo-4000019120,"Costa Rica",COS,"Mexico to Trop. America",331673-2,331673-2,Solanaceae,Iochroma,Iochroma
wfo-0001039464,"Costa Rica",COS,"Costa Rica",60455275-2,60455275-2,Fabaceae,Swartzia,"Swartzia zeledonensis"
wfo-0001285973,"Costa Rica",COS,"Costa Rica",60455274-2,60455274-2,Fabaceae,Swartzia,"Swartzia picramnioides"
wfo-0001042683,"Costa Rica",COS,"Tropics & Subtropics",60457245-2,60457245-2,Fabaceae,Leptospron,"Leptospron adenanthum"
wfo-0001040215,"Costa Rica",COS,"Costa Rica to Venezuela",77111723-1,77111723-1,Fabaceae,Lonchocarpus,"Lonchocarpus alternifoliolatus"
wfo-0000750245,"Costa Rica",COS,"E. & S. Mexico to W. Colombia, Peru W. Cuba",77109528-1,77109528-1,Malvaceae,Trichospermum,"Trichospermum lessertianum"
wfo-0001036098,"Costa Rica",COS,"Costa Rica to Panama",77112335-1,77112335-1,Gesneriaceae,Rufodorsia,"Rufodorsia cerricola"
wfo-0001039849,"Costa Rica",COS,"C. America, E. Bolivia",77112411-1,77112411-1,Fabaceae,Vigna,"Vigna truxillensis"
wfo-0001039689,"Costa Rica",COS,"Costa Rica, S. Trop. America",77111929-1,77111929-1,Fabaceae,Schnella,"Schnella outimouta"
wfo-0000003146,"Costa Rica",COS,"Macaronesia, N. Africa, Temp. Eurasia to Indo-China",154715-2,154715-2,Asteraceae,Matricaria,"Matricaria chamomilla"
wfo-0001039677,"Costa Rica",COS,"Costa Rica to N. Brazil",77111917-1,77111917-1,Fabaceae,Schnella,"Schnella altiscandens"
wfo-0001040053,"Costa Rica",COS,"Costa Rica to Panama",77109874-1,77109874-1,Cunoniaceae,Weinmannia,"Weinmannia horrida"
wfo-0001040247,"Costa Rica",COS,"S. Mexico to C. America",77111944-1,77111944-1,Theaceae,Gordonia,"Gordonia brenesii"
wfo-4000035357,"Costa Rica",COS,"Mexico to Trop. America",60457248-2,60457248-2,Fabaceae,Sigmoidotropis,Sigmoidotropis
wfo-0001040389,"Costa Rica",COS,"C. America to Venezuela and N. Peru",77110551-1,77110551-1,Cucurbitaceae,Hanburia,"Hanburia oerstedii"
wfo-0000750941,"Costa Rica",COS,"Mexico to C. America, Caribbean",676524-1,676524-1,Stegnospermataceae,Stegnosperma,"Stegnosperma cubense"
wfo-0001042692,"Costa Rica",COS,"Mexico to S. Trop. America",60457265-2,60457265-2,Fabaceae,Sigmoidotropis,"Sigmoidotropis speciosa"
wfo-0001039685,"Costa Rica",COS,"S. Mexico to Trop. America",77111925-1,77111925-1,Fabaceae,Schnella,"Schnella guianensis"
