wfo_id,locality,tdwg_level3,wcvp_geo_note,ipni_id,powo_id,wcvp_family,wcvp_genus,wcvp_taxon_name
wfo-0000061428,"Costa Rica",COS,"Nicaragua to Costa Rica",32543-2,32543-2,Asteraceae,Bidens,"Bidens oerstediana"
wfo-0000064103,"Costa Rica",COS,"a cultigen from Mexico",30027297-2,30027297-2,Asteraceae,Dahlia,"Dahlia pinnata"
wfo-0000137673,"Costa Rica",COS,"Mexico to S. Trop. America",198324-1,198324-1,Asteraceae,Cosmos,"Cosmos caudatus"
wfo-0000009603,"Costa Rica",COS,"Mexico to Venezuela and Argentina (Córdoba, Jujuy)",185294-1,185294-1,Asteraceae,Bidens,"Bidens triplinervia"
wfo-0000030962,"Costa Rica",COS,"Costa Rica, Colombia (Norte de Santander) to Venezuela (Táchira)",214107-1,214107-1,Asteraceae,Hidalgoa,"Hidalgoa wercklei"
wfo-0000067217,"Costa Rica",COS,"Mexico to C. America",185121-1,185121-1,Asteraceae,Bidens,"Bidens ostruthioides"
wfo-0000111359,"Costa Rica",COS,"Trop. & Subtrop. America",242907-1,242907-1,Asteraceae,Schkuhria,"Schkuhria pinnata"
wfo-0000118101,"Costa Rica",COS,"Mexico to C. America, Ecuador",214106-1,214106-1,Asteraceae,Hidalgoa,"Hidalgoa ternata"
wfo-0000014070,"Costa Rica",COS,"Nicaragua to Venezuela and Ecuador",187732-1,187732-1,Asteraceae,Calea,"Calea prunifolia"
wfo-0000060221,"Costa Rica",COS,"Costa Rica to S. Trop. America",30283369-2,30283369-2,Asteraceae,Tessaria,"Tessaria integrifolia"
wfo-0000044964,"Costa Rica",COS,"Mexico to C. America",211854-1,211854-1,Asteraceae,Helenium,"Helenium mexicanum"
wfo-0000072311,"Costa Rica",COS,"Trop. & Subtrop. America",238803-1,238803-1,Asteraceae,Pluchea,"Pluchea carolinensis"
wfo-0000084235,"Costa Rica",COS,"Mexico (Chiapas) to Trop. America",174530-1,174530-1,Asteraceae,Acmella,"Acmella brachyglossa"
wfo-0000000981,"Costa Rica",COS,"Mexico, Costa Rica to Panama",1171476-2,1171476-2,Asteraceae,Hymenostephium,"Hymenostephium tenue"
wfo-0001389923,"Costa Rica",COS,"C. America",966340-1,966340-1,Asteraceae,Simsia,"Simsia foetida var. grandiflora"
wfo-0000069305,"Costa Rica",COS,"Mexico to N. Colombia",125944-2,125944-2,Asteraceae,Hymenostephium,"Hymenostephium cordatum"
wfo-0000064921,"Costa Rica",COS,"Mexico to C. America",254717-2,254717-2,Asteraceae,Tithonia,"Tithonia longiradiata"
wfo-0000114757,"Costa Rica",COS,"Mexico to Venezuela and Bolivia, French Guiana",213524-1,213524-1,Asteraceae,Heliopsis,"Heliopsis buphthalmoides"
wfo-0000124228,"Costa Rica",COS,"SE. Mexico to C. America",271533-2,271533-2,Asteraceae,Acmella,"Acmella filipes"
wfo-0000092615,"Costa Rica",COS,"C. America",163999-2,163999-2,Asteraceae,Montanoa,"Montanoa guatemalensis"
wfo-0000117847,"Costa Rica",COS,"Mexico to Venezuela, Bolivia",249230-1,249230-1,Asteraceae,Simsia,"Simsia foetida"
wfo-0000032100,"Costa Rica",COS,"Mexico to C. America",254724-2,254724-2,Asteraceae,Tithonia,"Tithonia rotundifolia"
wfo-0000089887,"Costa Rica",COS,"C. America",236629-2,236629-2,Asteraceae,Simsia,"Simsia molinae"
wfo-0000122552,"Costa Rica",COS,"C. America to W. Bolivia",1138236-2,1138236-2,Asteraceae,Hymenostephium,"Hymenostephium rivularis"
wfo-0000086438,"Costa Rica",COS,"Costa Rica",285053-2,285053-2,Asteraceae,Simsia,"Simsia santarosensis"
wfo-0000040123,"Costa Rica",COS,"S. Mexico to C. America",164002-2,164002-2,Asteraceae,Montanoa,"Montanoa hibiscifolia"
wfo-0000077798,"Costa Rica",COS,"C. & SE. U.S.A. to Venezuela and Paraguay, Cuba",174552-1,174552-1,Asteraceae,Acmella,"Acmella repens"
wfo-0001043169,"Costa Rica",COS,"Costa Rica to Panama",77115770-1,77115770-1,Asteraceae,Dendroviguiera,"Dendroviguiera sylvatica"
wfo-0000116170,"Costa Rica",COS,"SE. Mexico to C. America",261310-1,261310-1,Asteraceae,Zexmenia,"Zexmenia virgulta"
wfo-0000101479,"Costa Rica",COS,"Mexico to S. Trop. America and Trinidad",1093589-2,1093589-2,Asteraceae,Sphagneticola,"Sphagneticola trilobata"
wfo-0000018279,"Costa Rica",COS,"Mexico to C. America",255747-1,255747-1,Asteraceae,Tithonia,"Tithonia diversifolia"
wfo-0000022676,"Costa Rica",COS,"C. America",260209-1,260209-1,Asteraceae,Wedelia,"Wedelia filipes"
wfo-0000038431,"Costa Rica",COS,"Mexico to Honduras",255775-1,255775-1,Asteraceae,Tithonia,"Tithonia tubaeformis"
wfo-0000066189,"Costa Rica",COS,"Mexico to Venezuela",242973-1,242973-1,Asteraceae,Sclerocarpus,"Sclerocarpus divaricatus"
wfo-0000046046,"Costa Rica",COS,"Mexico (Chiapas) to Colombia",963293-1,963293-1,Asteraceae,Wedelia,"Wedelia iners"
wfo-0000088459,"Costa Rica",COS,"Costa Rica",1217201-2,1217201-2,Asteraceae,Hymenostephium,"Hymenostephium strigosum"
wfo-0000074524,"Costa Rica",COS,"Caribbean, Costa Rica to S. Trop. America",993359-1,993359-1,Asteraceae,Tilesia,"Tilesia baccata"
wfo-0000059133,"Costa Rica",COS,"Mexico (Guerrero, Oaxaca) to C. America",1121706-2,1121706-2,Asteraceae,Hymenostephium,"Hymenostephium gracillimum"
wfo-0000030155,"Costa Rica",COS,"SE. Mexico to C. America",163988-2,163988-2,Asteraceae,Montanoa,"Montanoa atriplicifolia"
wfo-4000012657,"Costa Rica",COS,Cosmopolitan,326002-2,326002-2,Polypodiaceae,Dryopteris,Dryopteris
wfo-4000023486,"Costa Rica",COS,"Mexico to S. South America, Subantarctic Is., Trop. & S. Africa, W. Indian Ocean",30013859-2,30013859-2,Polypodiaceae,Megalastrum,Megalastrum
wfo-4000024114,"Costa Rica",COS,"Trop. & Subtrop. America, Trop. & S. Africa, W. Indian Ocean, India",30009312-2,30009312-2,Polypodiaceae,Microgramma,Microgramma
wfo-4000022340,"Costa Rica",COS,"Trop. & Subtrop. Old World, S. Mexico to C. America",17142390-1,17142390-1,Polypodiaceae,Loxogramme,Loxogramme
wfo-4000006470,"Costa Rica",COS,"Trop. & Subtrop. America",17062970-1,17062970-1,Polypodiaceae,Campyloneurum,Campyloneurum
wfo-4000028126,"Costa Rica",COS,Tropics,17409610-1,17409610-1,Polypodiaceae,Parapolystichum,Parapolystichum
wfo-4000026705,"Costa Rica",COS,"Tropics & Subtropics",320934-2,320934-2,Polypodiaceae,Oleandra,Oleandra
wfo-4000004901,"Costa Rica",COS,"Tropics & Subtropics",17308020-1,17308020-1,Polypodiaceae,Bolbitis,Bolbitis
wfo-4000013129,"Costa Rica",COS,"Tropics & Subtropics to S. South America and Subantarctic Is.",331110-2,331110-2,Polypodiaceae,Elaphoglossum,Elaphoglossum
wfo-4000026148,"Costa Rica",COS,"Trop. & Subtrop. America",17162020-1,17162020-1,Polypodiaceae,Niphidium,Niphidium
wfo-4000040817,"Costa Rica",COS,"Macaronesia, W. & C. Medit., Trop. & Subtrop. Asia, N. & C. America",17235230-1,17235230-1,Aspleniaceae,Woodwardia,Woodwardia
wfo-4000029265,"Costa Rica",COS,"Trop. & Subtrop. America",17175350-1,17175350-1,Polypodiaceae,Phlebodium,Phlebodium
wfo-4000018845,"Costa Rica",COS,"Trop. America",17126130-1,17126130-1,Polypodiaceae,Hypoderris,Hypoderris
wfo-4000009957,"Costa Rica",COS,"Tropics & Subtropics",1012664-2,1012664-2,Polypodiaceae,Ctenitis,Ctenitis
wfo-4000025936,"Costa Rica",COS,"Tropics & Subtropics",17160590-1,17160590-1,Polypodiaceae,Nephrolepis,Nephrolepis
wfo-4000030692,"Costa Rica",COS,"S. Mexico to Trop. America",30017614-2,30017614-2,Polypodiaceae,Polybotrya,Polybotrya
wfo-4000030830,"Costa Rica",COS,"Trop. America",17413120-1,17413120-1,Polypodiaceae,Polystichopsis,Polystichopsis
wfo-4000035157,"Costa Rica",COS,"Trop. & Subtrop. America",77075081-1,77075081-1,Polypodiaceae,Serpocaulon,Serpocaulon
wfo-4000036701,"Costa Rica",COS,"Mexico to Trop. America",296549-2,296549-2,Polypodiaceae,Stigmatopteris,Stigmatopteris
wfo-4000004744,"Costa Rica",COS,"Europe to Tropics & Subtropics and W. U.S.A.",328189-2,328189-2,Aspleniaceae,Blechnum,Blechnum
wfo-4000033861,"Costa Rica",COS,"Trop. America",17219530-1,17219530-1,Aspleniaceae,Salpichlaena,Salpichlaena
wfo-4000026714,"Costa Rica",COS,"S. Mexico to Trop. America",17165850-1,17165850-1,Polypodiaceae,Olfersia,Olfersia
wfo-4000011627,"Costa Rica",COS,"Tropics & Subtropics",17084730-1,17084730-1,Didymochlaenaceae,Didymochlaena,Didymochlaena
wfo-4000039293,"Costa Rica",COS,"Trop. America, Trop. Africa, Madagascar",17522230-1,17522230-1,Polypodiaceae,Triplophyllum,Triplophyllum
wfo-4000010271,"Costa Rica",COS,"Hainan, Indo-China to NW. Pacific, S. Mexico to Trop. America",17074840-1,17074840-1,Polypodiaceae,Cyclopeltis,Cyclopeltis
wfo-4000022120,"Costa Rica",COS,"Tropics & Subtropics",328195-2,328195-2,Polypodiaceae,Lomariopsis,Lomariopsis
wfo-4000020709,"Costa Rica",COS,"WC. Trop. Africa, Trop. & Subtrop. Asia to Pacific, S. Mexico to S. Trop. America",328194-2,328194-2,Polypodiaceae,Lastreopsis,Lastreopsis
wfo-4000030832,"Costa Rica",COS,Cosmopolitan,327121-2,327121-2,Polypodiaceae,Polystichum,Polystichum
wfo-4000037670,"Costa Rica",COS,"Trop. & Subtrop.",328198-2,328198-2,Polypodiaceae,Tectaria,Tectaria
wfo-4000002821,"Costa Rica",COS,"Tropics & Subtropics to Russian Far East",17023720-1,17023720-1,Polypodiaceae,Arachniodes,Arachniodes
wfo-4000029114,"Costa Rica",COS,"Arizona to Texas and Venezuela, Hispaniola, SE. Brazil",17172020-1,17172020-1,Polypodiaceae,Phanerophlebia,Phanerophlebia
wfo-0000182985,"Costa Rica",COS,"Arizona to Guatemala, Nicaragua to NW. Argentina",77194570-1,77194570-1,Fabaceae,Trifolium,"Trifolium amabile var. amabile"
wfo-0001427987,"Costa Rica",COS,"Costa Rica (Guanacaste)",77183528-1,77183528-1,Polypodiaceae,Grammitis,"Grammitis guanacastensis"
wfo-1200009903,"Costa Rica",COS,"S. Mexico to N. & W. South America, Hispaniola, Trinidad",77205596-1,77205596-1,Lycopodiaceae,Huperzia,"Huperzia myrsinites"
wfo-0001423202,"Costa Rica",COS,"Costa Rica to Ecuador and Brazil (Amazonas)",77183510-1,77183510-1,Polypodiaceae,Grammitis,"Grammitis hirsuta"
wfo-0001422841,"Costa Rica",COS,"Costa Rica",77182914-1,77182914-1,Polypodiaceae,Grammitis,"Grammitis tristis"
wfo-1200002835,"Costa Rica",COS,"S. Mexico to Trop. America",77186036-1,77186036-1,Melastomataceae,Miconia,"Miconia rubescens"
wfo-0001422603,"Costa Rica",COS,"Mexico to C. America",77182530-1,77182530-1,Pteridaceae,Hemionitis,"Hemionitis galeottii"
wfo-0001422614,"Costa Rica",COS,"Mexico to Trop. America",77182544-1,77182544-1,Pteridaceae,Hemionitis,"Hemionitis notholaenoides"
wfo-0001423120,"Costa Rica",COS,"S. Mexico to Trop. America, Trop. Africa, W. Indian Ocean",77183355-1,77183355-1,Polypodiaceae,Grammitis,"Grammitis elastica"
wfo-0001422616,"Costa Rica",COS,"Costa Rica",77182547-1,77182547-1,Polypodiaceae,Grammitis,"Grammitis vargasiana"
wfo-0001422632,"Costa Rica",COS,"Costa Rica",77182570-1,77182570-1,Polypodiaceae,Grammitis,"Grammitis costaricensis"
wfo-0001422793,"Costa Rica",COS,"SE. Arizona to SW. New Mexico and C. America, Hispaniola",77182838-1,77182838-1,Pteridaceae,Hemionitis,"Hemionitis incana"
wfo-0001354497,"Costa Rica",COS,"Mexico to Trop. America",77186334-1,77186334-1,Solanaceae,Iochroma,"Iochroma arborescens"
wfo-0001423224,"Costa Rica",COS,"Costa Rica",77183568-1,77183568-1,Polypodiaceae,Grammitis,"Grammitis enterosoroides"
wfo-0001423033,"Costa Rica",COS,"Costa Rica",77183203-1,77183203-1,Polypodiaceae,Grammitis,"Grammitis sabrinae"
wfo-0001422622,"Costa Rica",COS,"Hispaniola, C. America to Guyana (Mt. Roraima) and Bolivia",77182554-1,77182554-1,Polypodiaceae,Grammitis,"Grammitis kookenamae"
wfo-0001422880,"Costa Rica",COS,"Costa Rica to Venezuela and Bolivia",77183146-1,77183146-1,Polypodiaceae,Grammitis,"Grammitis longisetosa"
wfo-0001422659,"Costa Rica",COS,"Costa Rica",77182606-1,77182606-1,Polypodiaceae,Grammitis,"Grammitis microlepis"
wfo-0001443305,"Costa Rica",COS,"Costa Rica to Panama",77182596-1,77182596-1,Polypodiaceae,Grammitis,"Grammitis aulaeifolia"
wfo-1000007791,"Costa Rica",COS,"Costa Rica",77185974-1,77185974-1,Polypodiaceae,Tectaria,"Tectaria moranii"
wfo-0001422994,"Costa Rica",COS,"Mexico to S. Trop. America, Hispaniola",77183106-1,77183106-1,Pteridaceae,Hemionitis,"Hemionitis ovata"
wfo-0000184150,"Costa Rica",COS,"Mexico to Trop. America",77194533-1,77194533-1,Fabaceae,Teramnus,"Teramnus uncinatus subsp. uncinatus"
wfo-0001422772,"Costa Rica",COS,"Mexico to Venezuela and Peru, Africa to Arabian Pen.",77182808-1,77182808-1,Pteridaceae,Hemionitis,"Hemionitis farinosa"
wfo-0001423249,"Costa Rica",COS,"C. & S. Trop. America",77192212-1,77192212-1,Boraginaceae,Heliotropium,"Heliotropium angustiflorum"
wfo-0001422882,"Costa Rica",COS,"Mexico (Chiapas), Costa Rica, Colombia to Peru and Venezuela",77183399-1,77183399-1,Polypodiaceae,Grammitis,"Grammitis tsatchelae"
wfo-0001422722,"Costa Rica",COS,"Costa Rica to Colombia (Chocó, Santander), Jamaica",77182734-1,77182734-1,Polypodiaceae,Grammitis,"Grammitis brenesii"
wfo-0001286118,"Costa Rica",COS,"Mexico to W. South America, Dominican Rep. to Puerto Rico",77194519-1,77194519-1,Aspleniaceae,Asplenium,"Asplenium sessilifolium var. sessilifolium"
wfo-0001423144,"Costa Rica",COS,"Mexico (Chiapas) to NW. Venezuela and Bolivia, Dominican Rep.",77183396-1,77183396-1,Polypodiaceae,Grammitis,"Grammitis personata"
wfo-0001422581,"Costa Rica",COS,"Costa Rica to Panama, Ecuador",77182698-1,77182698-1,Polypodiaceae,Grammitis,"Grammitis phloiocharis"
wfo-0001423132,"Costa Rica",COS,"Costa Rica to S. Trop. America",77183374-1,77183374-1,Polypodiaceae,Grammitis,"Grammitis spixiana"
wfo-0001423036,"Costa Rica",COS,"Costa Rica to Panama",77183207-1,77183207-1,Polypodiaceae,Grammitis,"Grammitis spongiosa"
wfo-0001422885,"Costa Rica",COS,"Mexico to C. America",77182956-1,77182956-1,Pteridaceae,Hemionitis,"Hemionitis membranacea"
wfo-0001423067,"Costa Rica",COS,"Honduras, Costa Rica",77183258-1,77183258-1,Polypodiaceae,Grammitis,"Grammitis rojasii"
wfo-0001422842,"Costa Rica",COS,"Costa Rica to Panama",77182915-1,77182915-1,Polypodiaceae,Grammitis,"Grammitis alan-smithii"
wfo-0001121063,"Costa Rica",COS,"Costa Rica, Colombia to W. Bolivia",124842-2,124842-2,Lycopodiaceae,Huperzia,"Huperzia attenuata"
wfo-0001114816,"Costa Rica",COS,"Costa Rica to Guyana and Bolivia",251335-2,251335-2,Aspleniaceae,Thelypteris,"Thelypteris funckii"
wfo-0001111970,"Costa Rica",COS,"Mexico to Trop. America",17020650-1,17020650-1,Schizaeaceae,Anemia,"Anemia hispida"
wfo-0001114801,"Costa Rica",COS,"Costa Rica to Venezuela (Mérida) and Bolivia",124871-2,124871-2,Lycopodiaceae,Huperzia,"Huperzia tenuis"
wfo-0000144674,"Costa Rica",COS,"Costa Rica",17551320-1,17551320-1,Pteridaceae,Eriosonia,"× Eriosonia rollaliciana"
wfo-0001226270,"Costa Rica",COS,"Costa Rica",17551310-1,17551310-1,Pteridaceae,Eriosonia,"× Eriosonia incognita"
wfo-0001113635,"Costa Rica",COS,"Mexico (Chiapas) to Colombia (Cauca), Cuba, Hispaniola, Suriname",113160-2,113160-2,Polypodiaceae,Grammitis,"Grammitis mitchelliae"
wfo-0001119769,"Costa Rica",COS,"Costa Rica to Panama",113226-2,113226-2,Polypodiaceae,Grammitis,"Grammitis suprasculpta"
wfo-4000035990,"Costa Rica",COS,"Mexico to Venezuela and Bolivia, Caribbean, Nepal to S. China and S. Pacific",30025301-2,30025301-2,Cyatheaceae,Sphaeropteris,Sphaeropteris
wfo-0001113196,"Costa Rica",COS,"Mexico to Trop. America",252213-2,252213-2,Aspleniaceae,Thelypteris,"Thelypteris oligocarpa"
wfo-0001109427,"Costa Rica",COS,"Kenya to Mozambique, W. Indian Ocean, Hainan to Trop. Asia and Pacific",17460390-1,17460390-1,Aspleniaceae,Thelypteris,"Thelypteris opulenta"
wfo-0001110470,"Costa Rica",COS,"Trop. & Subtrop. America",251353-2,251353-2,Aspleniaceae,Thelypteris,"Thelypteris gongylodes"
wfo-0001108741,"Costa Rica",COS,"Tropics & Subtropics",124873-2,124873-2,Lycopodiaceae,Huperzia,"Huperzia verticillata"
wfo-4000021858,"Costa Rica",COS,"Tropics & Subtropics",328213-2,328213-2,Lindsaeaceae,Lindsaea,Lindsaea
wfo-4000024012,"Costa Rica",COS,"S. Mexico to Trop. America",77111727-1,77111727-1,Polypodiaceae,Mickelia,Mickelia
wfo-4000017998,"Costa Rica",COS,"Tropics & Subtropics",17398460-1,17398460-1,Dennstaedtiaceae,Histiopteris,Histiopteris
wfo-4000022234,"Costa Rica",COS,"Mexico to Trop. America",17142160-1,17142160-1,Cyatheaceae,Lophosoria,Lophosoria
wfo-4001303196,"Costa Rica",COS,"Malesia, Nicaragua to Bolivia and N. Brazil",77158648-1,77158648-1,Polypodiaceae,Draconopteris,Draconopteris
wfo-4000011137,"Costa Rica",COS,"Tropics & Subtropics to Russian Far East and E. Canada",17081340-1,17081340-1,Dennstaedtiaceae,Dennstaedtia,Dennstaedtia
wfo-4000027394,"Costa Rica",COS,Cosmopolitan,30041615-2,30041615-2,Osmundaceae,Osmunda,Osmunda
wfo-4000031876,"Costa Rica",COS,Cosmopolitan,17210050-1,17210050-1,Dennstaedtiaceae,Pteridium,Pteridium
wfo-4000002042,"Costa Rica",COS,"Trop. & S. Africa, W. Indian Ocean, Trop. & Subtrop. America",17020060-1,17020060-1,Schizaeaceae,Anemia,Anemia
wfo-4000033892,"Costa Rica",COS,"Mexico to Trop. America, Africa, Eurasia",77134465-1,77134465-1,Salviniaceae,Salvinia,Salvinia
wfo-4000010177,"Costa Rica",COS,"New Guinea to S. Pacific, Mexico to Trop. America",327998-2,327998-2,Cyatheaceae,Cyathea,Cyathea
wfo-4000007376,"Costa Rica",COS,"Tropics & Subtropics",17064130-1,17064130-1,Pteridaceae,Ceratopteris,Ceratopteris
wfo-4000023925,"Costa Rica",COS,"SE. Mexico to Trop. America",17147700-1,17147700-1,Cyatheaceae,Metaxya,Metaxya
wfo-4000039008,"Costa Rica",COS,Cosmopolitan,325963-2,325963-2,Hymenophyllaceae,Trichomanes,Trichomanes
wfo-4000029986,"Costa Rica",COS,"Kuril Is. to Trop. Asia, Mexico to Trop. America",65464-3,65464-3,Cyatheaceae,Plagiogyria,Plagiogyria
wfo-4000018687,"Costa Rica",COS,Cosmopolitan,20005830-1,20005830-1,Hymenophyllaceae,Hymenophyllum,Hymenophyllum
wfo-4000027399,"Costa Rica",COS,"Temp. Asia to Indo-China, New World",30084520-2,30084520-2,Osmundaceae,Osmundastrum,Osmundastrum
wfo-4000004817,"Costa Rica",COS,"Costa Rica to Venezuela and Bolivia, SE. & S. Brazil, Caribbean, Trop. & S. Africa, W. Indian Ocean",327519-2,327519-2,Dennstaedtiaceae,Blotiella,Blotiella
wfo-4000034390,"Costa Rica",COS,"Tropics & Subtropics to N. America",331115-2,331115-2,Schizaeaceae,Schizaea,Schizaea
wfo-4000011525,"Costa Rica",COS,"Tropics & Subtropics",30008502-2,30008502-2,Gleicheniaceae,Dicranopteris,Dicranopteris
wfo-4000026608,"Costa Rica",COS,"Uganda to S. Trop. Africa, W. Indian Ocean, Trop. & Subtrop. Asia, Hawaiian Is., Mexico to Colombia, Caribbean",17165030-1,17165030-1,Lindsaeaceae,Odontosoria,Odontosoria
wfo-4000011468,"Costa Rica",COS,"Malesia to SW. Pacific, Mexico to S. Trop. America, St. Helena",30003839-2,30003839-2,Cyatheaceae,Dicksonia,Dicksonia
wfo-4000027744,"Costa Rica",COS,"Taiwan, Malesia to S. Pacific, Costa Rica to S. Trop. America, Cuba, Jamaica",17169780-1,17169780-1,Dennstaedtiaceae,Paesia,Paesia
wfo-4000018857,"Costa Rica",COS,"Tropics & Subtropics to Tristan da Cunha",328190-2,328190-2,Dennstaedtiaceae,Hypolepis,Hypolepis
wfo-4000033749,"Costa Rica",COS,"Madagascar, S. Arabian Pen., Malesia to SW. Pacific, Trop. & Subtrop. America",30010104-2,30010104-2,Saccolomataceae,Saccoloma,Saccoloma
wfo-4000022532,"Costa Rica",COS,"Tropics & Subtropics to E. U.S.A.",331112-2,331112-2,Schizaeaceae,Lygodium,Lygodium
wfo-4000012510,"Costa Rica",COS,"Trop. America",77088172-1,77088172-1,Polypodiaceae,Dracoglossum,Dracoglossum
wfo-4000022018,"Costa Rica",COS,"Mexico to C. America",17138010-1,17138010-1,Pteridaceae,Llavea,Llavea
wfo-4000015735,"Costa Rica",COS,"Mexico to Trop. America",297332-2,297332-2,Gleicheniaceae,Gleichenella,Gleichenella
wfo-4000012023,"Costa Rica",COS,"Trop. & Subtrop. Asia to Pacific, Mexico to Venezuela and Bolivia, Caribbean",17389210-1,17389210-1,Gleicheniaceae,Diplopterygium,Diplopterygium
wfo-4000019485,"Costa Rica",COS,"S. Mexico to Trop. America, Tristan da Cunha",17127220-1,17127220-1,Pteridaceae,Jamesonia,Jamesonia
wfo-4000023208,"Costa Rica",COS,Cosmopolitan,331113-2,331113-2,Marsileaceae,Marsilea,Marsilea
wfo-4000003824,"Costa Rica",COS,"Trop. & Subtrop. Old World, Americas to Tristan da Cunha",17056870-1,17056870-1,Salviniaceae,Azolla,Azolla
wfo-4000001400,"Costa Rica",COS,"Tropics & Subtropics",328001-2,328001-2,Cyatheaceae,Alsophila,Alsophila
wfo-4000036680,"Costa Rica",COS,"Tanzania to S. Africa, W. Indian Ocean, Pen. Thailand to Pacific, Trop. & Subtrop. America",30003730-2,30003730-2,Gleicheniaceae,Sticherus,Sticherus
wfo-4000022361,"Costa Rica",COS,"Costa Rica to W. South America",30005013-2,30005013-2,Cyatheaceae,Loxsomopsis,Loxsomopsis
wfo-4001303187,"Costa Rica",COS,"Costa Rica to S. Trop. America",77154279-1,77154279-1,Aspleniaceae,Desmophlebium,Desmophlebium
wfo-4000010020,"Costa Rica",COS,"S. Mexico to Trop. America, Macaronesia, Iberian Pen.",17312210-1,17312210-1,Cyatheaceae,Culcita,Culcita
wfo-0001422192,"Costa Rica",COS,"SE. Arizona, SW. Texas to Venezuela and Ecuador, Hispaniola",77182032-1,77182032-1,Pteridaceae,Hemionitis,"Hemionitis lendigera"
wfo-0001422147,"Costa Rica",COS,"Mexico to Colombia (Cundinamarca), Galápagos",77181982-1,77181982-1,Pteridaceae,Hemionitis,"Hemionitis angustifolia"
wfo-0001422058,"Costa Rica",COS,"Costa Rica",77174772-1,77174772-1,Asteraceae,Talamancaster,"Talamancaster sakiranus"
wfo-0001347002,"Costa Rica",COS,"Mexico (Chiapas) to Trop. America",77158516-1,77158516-1,Polypodiaceae,Pecluma,"Pecluma dulcis"
wfo-0001422046,"Costa Rica",COS,"Costa Rica",77163015-1,77163015-1,Polypodiaceae,Elaphoglossum,"Elaphoglossum rojasii"
wfo-0001347958,"Costa Rica",COS,"Nicaragua to Costa Rica",77160569-1,77160569-1,Lindsaeaceae,Lindsaea,"Lindsaea angustipinna"
wfo-0001422223,"Costa Rica",COS,"Trop. & Subtrop. America",77182066-1,77182066-1,Pteridaceae,Hemionitis,"Hemionitis bonariensis"
wfo-0001422059,"Costa Rica",COS,"Costa Rica to Panama",77174773-1,77174773-1,Asteraceae,Talamancaster,"Talamancaster westonii"
wfo-0001422325,"Costa Rica",COS,"Mexico to C. America, E. Bolivia",77182163-1,77182163-1,Pteridaceae,Hemionitis,"Hemionitis affinis"
wfo-0001422498,"Costa Rica",COS,"Cuba, Jamaica, C. America",77182385-1,77182385-1,Pteridaceae,Hemionitis,"Hemionitis harrisii"
wfo-0001347959,"Costa Rica",COS,"Mexico (Chiapas) to C. America",77160570-1,77160570-1,Lindsaeaceae,Lindsaea,"Lindsaea fuscopetiolata"
wfo-0001422258,"Costa Rica",COS,"Costa Rica",77182116-1,77182116-1,Pteridaceae,Hemionitis,"Hemionitis germanotta"
wfo-4001303433,"Costa Rica",COS,"C. America, NW. Venezuela",77174767-1,77174767-1,Asteraceae,Talamancaster,Talamancaster
wfo-0001422349,"Costa Rica",COS,"Texas to Colombia (Boyacá)",77182188-1,77182188-1,Pteridaceae,Hemionitis,"Hemionitis kaulfussii"
wfo-0001422567,"Costa Rica",COS,"Mexico to Trop. America",77182676-1,77182676-1,Pteridaceae,Hemionitis,"Hemionitis radiata"
wfo-0001422341,"Costa Rica",COS,"Mexico, Costa Rica, Colombia",77182179-1,77182179-1,Pteridaceae,Hemionitis,"Hemionitis gaga"
wfo-0000139902,"Costa Rica",COS,"Costa Rica, Colombia (Antioquia), Ecuador, C. Bolivia",295781-2,295781-2,Cyatheaceae,Cyathea,"Cyathea ecuadorensis"
wfo-0001422431,"Costa Rica",COS,"Costa Rica to Bolivia",77182292-1,77182292-1,Polypodiaceae,Grammitis,"Grammitis stella"
wfo-0001386115,"Costa Rica",COS,"Costa Rica to Venezuela and Peru",77160943-1,77160943-1,Selaginellaceae,Selaginella,"Selaginella moritziana var. pearcei"
wfo-0001116062,"Costa Rica",COS,"Costa Rica to Panama",73238-2,73238-2,Cyatheaceae,Cyathea,"Cyathea holdridgeana"
wfo-0001422244,"Costa Rica",COS,"Mexico to Colombia (Magdalena)",77182094-1,77182094-1,Pteridaceae,Hemionitis,"Hemionitis skinneri"
wfo-0001422344,"Costa Rica",COS,"Mexico to C. America",77182182-1,77182182-1,Pteridaceae,Hemionitis,"Hemionitis brachypus"
wfo-0001422447,"Costa Rica",COS,"C. & S. U.S.A. to Honduras, Panama to NW. Argentina, Hispaniola to Puerto Rico",77182311-1,77182311-1,Pteridaceae,Hemionitis,"Hemionitis sinuata"
wfo-0001347961,"Costa Rica",COS,"S. Mexico to Colombia, Cuba",77160572-1,77160572-1,Lindsaeaceae,Lindsaea,"Lindsaea subalata"
wfo-0001422276,"Costa Rica",COS,"Mexico to Venezuela and NW. Argentina",77182463-1,77182463-1,Pteridaceae,Hemionitis,"Hemionitis marginata"
wfo-0001422211,"Costa Rica",COS,"Mexico to N. Argentina",77182052-1,77182052-1,Pteridaceae,Hemionitis,"Hemionitis sulphurea"
wfo-0001422458,"Costa Rica",COS,"Hawaiian Is., Trop. & Subtrop. America",77182326-1,77182326-1,Pteridaceae,Hemionitis,"Hemionitis ternifolia"
wfo-0001422503,"Costa Rica",COS,"Mexico (Chiapas) to Ecuador, Cuba, Hispaniola, Jamaica",77182393-1,77182393-1,Polypodiaceae,Grammitis,"Grammitis ecostata"
