"taxonID","locality","localityType","distributionText"
"taxon-27-PHYTOLACCACEAE","Guianas","region","Distribution: A mostly neotropical family of 17 genera and approximately 70-120 species; in the Guianas 6 genera and 9 species."
"taxon-1-MICROTEA","tropical America","continental region","Distribution: Approximately 10 species in tropical America ( West Indies , Central and South America ); 2 in the Guianas ."
"taxon-1-MICROTEA","West Indies","region","Distribution: Approximately 10 species in tropical America ( West Indies , Central and South America ); 2 in the Guianas ."
"taxon-1-MICROTEA","Central and South America","continental region","Distribution: Approximately 10 species in tropical America ( West Indies , Central and South America ); 2 in the Guianas ."
"taxon-1-MICROTEA","Guianas","region","Distribution: Approximately 10 species in tropical America ( West Indies , Central and South America ); 2 in the Guianas ."
"taxon-1-Microtea_debilis","New World tropics","world","Distribution: New World tropics ( West Indies , Central and South America ); 67 collections studied, all from the Guianas (GU: 25; SU: 24; FG: 18)."
"taxon-1-Microtea_debilis","West Indies","region","Distribution: New World tropics ( West Indies , Central and South America ); 67 collections studied, all from the Guianas (GU: 25; SU: 24; FG: 18)."
"taxon-1-Microtea_debilis","Central and South America","continental region","Distribution: New World tropics ( West Indies , Central and South America ); 67 collections studied, all from the Guianas (GU: 25; SU: 24; FG: 18)."
"taxon-1-Microtea_debilis","Guianas","region","Distribution: New World tropics ( West Indies , Central and South America ); 67 collections studied, all from the Guianas (GU: 25; SU: 24; FG: 18)."
"taxon-2-Microtea_maypurensis","Tropical South America","continental region","Distribution: Tropical South America ; 26 collections studied, 8 from the Guianas (GU: 5; SU: 3)."
"taxon-2-Microtea_maypurensis","Guianas","region","Distribution: Tropical South America ; 26 collections studied, 8 from the Guianas (GU: 5; SU: 3)."
"taxon-2-PETIVERIA","tropical and subtropical America","continental region","Distribution: Species 2, occurring in tropical and subtropical America ; 1 species (with 6 fruit-awns) endemic to Brazil , the other (with usually 4 fruit-awns) occurring in the United States , West Indies , Central and South America , including the Guianas ."
"taxon-2-PETIVERIA","Brazil","country","Distribution: Species 2, occurring in tropical and subtropical America ; 1 species (with 6 fruit-awns) endemic to Brazil , the other (with usually 4 fruit-awns) occurring in the United States , West Indies , Central and South America , including the Guianas ."
"taxon-2-PETIVERIA","United States","region","Distribution: Species 2, occurring in tropical and subtropical America ; 1 species (with 6 fruit-awns) endemic to Brazil , the other (with usually 4 fruit-awns) occurring in the United States , West Indies , Central and South America , including the Guianas ."
"taxon-2-PETIVERIA","West Indies","region","Distribution: Species 2, occurring in tropical and subtropical America ; 1 species (with 6 fruit-awns) endemic to Brazil , the other (with usually 4 fruit-awns) occurring in the United States , West Indies , Central and South America , including the Guianas ."
"taxon-2-PETIVERIA","Central and South America","continental region","Distribution: Species 2, occurring in tropical and subtropical America ; 1 species (with 6 fruit-awns) endemic to Brazil , the other (with usually 4 fruit-awns) occurring in the United States , West Indies , Central and South America , including the Guianas ."
"taxon-2-PETIVERIA","Guianas","region","Distribution: Species 2, occurring in tropical and subtropical America ; 1 species (with 6 fruit-awns) endemic to Brazil , the other (with usually 4 fruit-awns) occurring in the United States , West Indies , Central and South America , including the Guianas ."
"taxon-1-Petiveria_alliacea","Southern United States","region","Distribution: Southern United States , West Indies , Central and South America ; 32 collections studied, all from the Guianas (GU: 5; SU: 4; FG: 23)."
"taxon-1-Petiveria_alliacea","West Indies","region","Distribution: Southern United States , West Indies , Central and South America ; 32 collections studied, all from the Guianas (GU: 5; SU: 4; FG: 23)."
"taxon-1-Petiveria_alliacea","Central and South America","continental region","Distribution: Southern United States , West Indies , Central and South America ; 32 collections studied, all from the Guianas (GU: 5; SU: 4; FG: 23)."
"taxon-1-Petiveria_alliacea","Guianas","region","Distribution: Southern United States , West Indies , Central and South America ; 32 collections studied, all from the Guianas (GU: 5; SU: 4; FG: 23)."
"taxon-3-PHYTOLACCA","nearly cosmopolitan","world","Distribution: Approximately 26 species, nearly cosmopolitan and with most species in the New World tropics and subtropics ; 2 species in the Guianas ."
"taxon-3-PHYTOLACCA","New World tropics and subtropics","world","Distribution: Approximately 26 species, nearly cosmopolitan and with most species in the New World tropics and subtropics ; 2 species in the Guianas ."
"taxon-3-PHYTOLACCA","Guianas","region","Distribution: Approximately 26 species, nearly cosmopolitan and with most species in the New World tropics and subtropics ; 2 species in the Guianas ."
"taxon-1-Phytolacca_rivinoides","New World tropics","world","Distribution: New World tropics ( West Indies , Mexico south to Bolivia , Argentina and southern Brazil ); 121 collections studied, all from the Guianas (GU: 41; SU: 34; FG: 46)."
"taxon-1-Phytolacca_rivinoides","West Indies","region","Distribution: New World tropics ( West Indies , Mexico south to Bolivia , Argentina and southern Brazil ); 121 collections studied, all from the Guianas (GU: 41; SU: 34; FG: 46)."
"taxon-1-Phytolacca_rivinoides","Mexico","country","Distribution: New World tropics ( West Indies , Mexico south to Bolivia , Argentina and southern Brazil ); 121 collections studied, all from the Guianas (GU: 41; SU: 34; FG: 46)."
"taxon-1-Phytolacca_rivinoides","south to Bolivia","region","Distribution: New World tropics ( West Indies , Mexico south to Bolivia , Argentina and southern Brazil ); 121 collections studied, all from the Guianas (GU: 41; SU: 34; FG: 46)."
"taxon-1-Phytolacca_rivinoides","Argentina","country","Distribution: New World tropics ( West Indies , Mexico south to Bolivia , Argentina and southern Brazil ); 121 collections studied, all from the Guianas (GU: 41; SU: 34; FG: 46)."
