"taxonID","scientificName","namePublishedIn","taxonomicStatus"
"taxon-2-Alternanthera_ficoidea","Telanthera bettzickiana","Gartenflora 11 178 1862","synonym"
"taxon-2-Alternanthera_ficoidea","Alternanthera bettzickiana","Ill. Dict. Gard. 1 59 1884 as ‘bettzichiana’","synonym"
"taxon-2-Alternanthera_ficoidea","ficoidea","Fl. Males. Ser. 1. 4 93 1949 as ‘ficoides’","synonym"
"taxon-2-Alternanthera_ficoidea","sessilis","Ill. Hort. 12 t. 447 1865","synonym"
"taxon-2-Alternanthera_ficoidea","Alternanthera ficoidea","Fl. Ilustr. Catar. 1, Amarantáceas 62 1972","synonym"
"taxon-3-Alternanthera_halimifolia","Achyranthes halimifolia","Encycl. 1 547 1785","synonym"
"taxon-3-Alternanthera_halimifolia","Telanthera crucis","A. DC. Prodr. 13 2 362 1849","synonym"
"taxon-3-Alternanthera_halimifolia","Alternanthera crucis","Fl. Dutch W. Ind. Is. 1 58 1909","synonym"
"taxon-3-Alternanthera_halimifolia","Telanthera flavogrisea","Symb. Ant. 1 300 1899","synonym"
"taxon-3-Alternanthera_halimifolia","Alternanthera flavogrisea","Symb. Ant. 5 340 1907","synonym"
"taxon-3-Alternanthera_halimifolia","Alternanthera tenella","Taxon 27 313 1978","synonym"
"taxon-4-Alternanthera_philoxeroides","Bucholzia philoxeroides","Beitr. Kenntn. Amarantaceen 107 1825","synonym"
"taxon-5-Alternanthera_sessilis","Gomphrena sessilis","Sp. Pl. 225 1753","synonym"
"taxon-3-AMARANTHUS","Acnida","Sp. Pl 1027 1753","synonym"
"taxon-1-Amaranthus_australis","Acnida australis","Amer. Naturalist 10 489 1876","synonym"
"taxon-1-Amaranthus_australis","Acnida cuspidata","Syst. Veg. 3 903 1826","synonym"
"taxon-2-Amaranthus_blitum","Amaranthus lividus","Sp. Pl. 990 1753","synonym"
"taxon-5-Amaranthus_hybridus","Amaranthus paniculatus","Sp. Pl. ed. 2 1406 1763","synonym"
"taxon-7-Amaranthus_viridis","Amaranthus gracilis","Tabl. École Bot. 43 1804","synonym"
"taxon-7-Amaranthus_viridis","Chenopodium caudatum","Collectanea 2 325 1789","synonym"
"taxon-1-Blutapharon_vermiculare","Gomphrena vermicularis","Sp. Pl. 224 1753","synonym"
"taxon-1-Blutapharon_vermiculare","Philoxerus vermicularis","Rees Cycl. 27 1814","synonym"
"taxon-1-Blutapharon_vermiculare","Iresine vermicularis","A. DC. Prodr. 13 2 340 1849","synonym"
"taxon-1-Blutaparon_vermiculare","Iresine surinamensis","A. DC. Prodr. 13 2 339 1849","synonym"
"taxon-1-Celosia_argentea","Celosia cristata","Sp. Pl. 205 1753","synonym"
"taxon-1-Celosia_argentea","Celosia argentea","Revis. Gen. Pl. 2 541 1891","synonym"
"taxon-1-Celosia_argentea","Celosia argentea","Engl. & Prantl Nat. Pflanzenfam. ed. 2 16c 29 1934","synonym"
"taxon-2-Chamissoa_altissima","Achyranthes altissima","Enum. Syst. Pl. 17 1760","synonym"
"taxon-1-Cyathula_achyranthoides","Desmochaeta achyranthoides","Humb., Bonpl. & Kunth Nov. Gen. Sp. ed. qu. 2 210 1818","synonym"
"taxon-2-Cyathula_prostrata","Achyranthes prostrata","Sp. Pl. ed. 2. 296 1762","synonym"
"taxon-1-Iresine_diffusa","Iresine polymorpha","Nov. Gen. Sp. Pl. 2 56 t. 153 1826","synonym"
"taxon-2-Pfaffia_glomerata","Iresine glomerata","Neue Entdeck. 2 110 1821","synonym"
"taxon-2-Pfaffia_glomerata","Serturnera glauca","Nov. Gen. Sp. Pl. 2 37 1826 nom. illeg.","synonym"
"taxon-2-Pfaffia_glomerata","Pfaffia glauca","Syst. Veg. 4 2 107 1827 nom. illeg.","synonym"
"taxon-Pfaffia_glomerata","Gomphrena stenophylla","Syst. Veg. 1 823 1824","synonym"
"taxon-Pfaffia_glomerata","Pfaffia stenophylla","Repert. Spec. Nov. Regni Veg. 12 357 1913","synonym"
"taxon-Pfaffia_glomerata","Pfaffia stenophylla","Repert. Spec. Nov. Regni Veg. Beih. 88 40 1935","synonym"
"taxon-3-Pfaffia_grandiflora","Iresine grandiflora","Icon. Pl. 2 ad t. 102 1837","synonym"
"taxon-Pfaffia_grandiflora","Pfaffia grandiflora","Repert. Spec. Nov. Regni Veg. Beih. 88 9 1935 nom. inval.","synonym"
"taxon-Pfaffia_grandiflora","","Repert. Spec. Nov. Regni Veg. Beih. 88 10 1935","synonym"
"taxon-1-Portulaca_grandiflora","Portulaca pilosa","Blumea 17 297 1969","synonym"
"taxon-2-Portulaca_oleracea","Portulaca oleracea","Occas. Pap. Bernice Pauahi Bishop Mus. 12 9 5 1936","synonym"
"taxon-3-Portulaca_pilosa","Portulaca lanata","Actes Soc. Hist. Nat. Paris 1 109 1792","synonym"
"taxon-3-Portulaca_pilosa","Portulaca pilosa","Anales Mus. Hist. Nat. Montevideo ser. 2 7 3 83 1962","synonym"
"taxon-5-Portulaca_sedifolia","Portulaca cayennensis","Comun. Bot. Mus. Hist. Nat. Montevideo 2 22 2 l952","synonym"
"taxon-1-Talinum_fruticosum","Portulaca fruticosa","Syst. Nat. ed. 10 1045 1759","synonym"
"taxon-1-Talinum_fruticosum","Talinum triangulare","Sp. Pl. ed. 4. 2 862 1799","synonym"
"taxon-1-Talinum_fruticosum","Portulaca triangulare","Enum. Syst. Pl. 22 1760","synonym"
"taxon-2-Talinum_paniculatum","Portulaca paniculata","Enum. Syst. Pl. 22 1760","synonym"
"taxon-1-Anredera_leptostachys","Boussingaultia leptostachys","A. DC. Prodr. 13 2 229 1849","synonym"
"taxon-1-Basella_alba","Basella rubra","Sp. Pl. 272 1753","synonym"
"taxon-1-Glinus_radiatus","Mollugo radiata","Fl. Peruv. Chil. 1 48 1798","synonym"
"taxon-1-Drymaria_cordata","Holosteum cordatum","Sp. Pl. 88 1753","synonym"
"taxon-1-Polycarpaea_corymbosa","Achyranthes corymbosa","Sp. Pl. 205 1753","synonym"
"taxon-1-Polycarpaea_corymbosa","Polycarpaea atherophora","Flora 26 763 1843","synonym"
"taxon-1-Drosera_biflora","Drosera pusilla","Humb., Bonpl. & Kunth Nov. Gen. Sp. ed. qu. 5 390 t. 490, f.1 1821","synonym"
"taxon-2-Drosera_capillaris","tenella","Syst. Veg. 6 763 1820","synonym"
"taxon-3-Drosera_cayennensis","sanariapoana","Fieldiana Bot. 28 243 1952","synonym"
"taxon-3-Drosera_cayennensis","colombiana","Caldasia 9 226 f. 1 1965","synonym"
"taxon-3-Drosera_cayennensis","panamensis","Ann. Missouri Bot. Gard. 63 390 1977","synonym"
"taxon-4-Drosera_esmeraldae","tenella","Fieldiana Bot. 28 244 1952","synonym"
"taxon-7-Drosera_roraimae","montana","Engl. Pflanzenr. IV 112 Heft 26 90 1906","synonym"
"taxon-7-Drosera_roraimae","montana","Notizbl. Bot. Gart. Berlin-Dahlem 6 136 1914","synonym"
"taxon-8-Drosera_sessilifolia","Drosera dentata","J. Bot. (Hooker) 4 105 1841","synonym"
