"taxonID","description"
"taxon-27-PHYTOLACCACEAE","Herbs, shrubs or lianas (vines), rarely trees. Leaves alternate, simple, entire, usually petiolate; petiole deeply sulcate adaxially; stipules present or absent. Inflorescence a terminal or pseudoaxillary raceme, spiciform raceme, spike or panicle; pedicels bracteate. Flowers bisexual or unisexual, regular; tepals 4 or 5 , united below in a 4- or 5-lobed perianth , inconspicuous or petaloid; stamens 3-20 , free or the filaments united at the base, filaments in 1 or 2 whorls , sometimes borne on a hypogynous disk, anthers 2-locular , dorsi- or basifixed, longitudinally dehiscent; ovary superior or half-inferior, 1- to 16-locular , free or partly to wholly connate carpels, ovule 1 per carpel , basal in single carpels, axile in syncarpous ovaries, campylotropous, style, if present, as many as carpels, usually free, stigma capitate, or sessile and penicillate . Fruit a berry, achene, capsule, samara or drupe; seeds 1-numerous , perisperm copious to absent, embryo curved."
"taxon-1-MICROTEA","Annual herbs, sprawling , sometimes slightly woody at base. Leaves petiolate or subpetiolate, stipules absent. Inflorescences terminal or extra-axillary spikes or spike-like racemes; bracts present; bracteoles 0 or 2 . Flowers bisexual, sessile or shortly pedicellate; tepals 5 , oblong , persistent in fruit; stamens 3-5, alternating with tepals, or 6-9 with 1-4 epitepalous ones , anthers dorsifixed, globose ; ovary 2-carpellate , 1-loculed , globose, stipitate , ovule 1 , basifixed, style absent or nearly so, stigmas 2 , each sometimes 3-partite . Fruits small, thin-walled drupes or achenes, tuberculate, glochidiate, muricate, spiny or smooth ; seed 1 , lenticular , testa black, shining , crustaceous , embryo curved, albumen scanty."
"taxon-1-Microtea_debilis","Narrowly taprooted herb. Stem ascending to prostrate, sharply angled, glabrous , to 50 cm long . Leaves elliptical or ovate (rhombic-ovate to oblanceolate), near base of plant to 8 x 3 cm , acute to acuminate, and apiculate at apex, cuneate at base, broadly decurrent on petiole , glabrous ; petiole to 3 cm long . Inflorescence a 10- to 25-flowered raceme, 1.5-4(-5.5) cm long ; bract seemingly only an enation, ovate, ca. 0.3 mm long , obtuse , green ; pedicels 0.8-1.2 mm long ; bracteole elliptical , ca. 0.8-1 mm long , scarious, often notched . Tepals lanceolate or ovate, 0.5-1.1 mm long , subacute or obtuse , white with green midvein; stamens 5 , alternate with and reflexed between tepals, filaments ca. 0.5 mm long ; style 1 , stigmas 3-partite , linear , spreading . Achenes spreading from inflorescence-axis , greenish , globose, 1-1.5 mm in diam. , echinulate in a honeycomb pattern ; seed globose , ca. 1.3 mm in diam. , black , smooth ."
"taxon-2-Microtea_maypurensis","Erect to decumbent herb to 50 cm tall . Stem slender, glabrous, angular , suberect . Leaves lanceolate or linear-lanceolate, rarely elliptic-lanceolate, ca. 3.5 x 0.3-1 cm , acute at apex and base , glabrous ; petiole ca. 1 cm long . Inflorescence a terminal, rarely axillary , pedunculate, elongate , suberect raceme to 10 cm long ; pedicels ca. 1.5 mm long ; bracts lanceolate, ca. 0.8 mm long , acute ; bracteoles linear-subulate , ca. 0.3 mm long , inserted at base of pedicel . Tepals elliptical, ca. 1.5 mm long , acute , with green midvein ; stamens 6-9 , anthers ca. 0.2 mm wide ; ovary ca. 0.5 mm , stigmas 3(5-6)-partite , ca. 0.2 mm . Achenes exceeding tepals, black , globose, ca. 1.5 mm , acute, echinulate in a honeycomb pattern , spinelets glochidiate, with recurved apex and 4 retrorse apical bristles ."
"taxon-2-PETIVERIA","Herbs or subshrubs, slightly woody at base. Leaves shortly petiolate; stipules present, minute. Inflorescences elongated, axillary or terminal spike-like racemes; flowers subsessile or pedicellate; bracteate and bracteolate. Flowers bisexual, more or less actinomorphic; tepals 4 , free or partly united in a short tube, lobes spreading in flower, persistent, enlarging and erect in fruit ; stamens 4-8 , on a hypogynous disk, filaments unequal, shorter than tepals, anthers seemingly medifixed, linear ; ovary 1-loculed , narrowly subellipsoid or oblongoid, flattened , pilose or tomentose , with 4-6 retrorse hook-like awns , ovule 1 , style absent, stigma 1 , papillose, penicillate and laterally decurrent along ventral (flattened) side of ovary . Fruits 2-lobed achenes with 4-6 apical hooked awns ; seed 1 , linear , testa membranous , adherent to pericarp , albumen scanty, mealy, cotyledons foliaceous."
"taxon-1-Petiveria_alliacea","Perennial erect herb to 1-2 m tall , with odor of garlic or onion when crushed . Stem angled or ribbed, puberulent in lines between ribs . Leaves elliptical, obovate or ovate, to 16(-20) x 7 cm , acute to acuminate (sometimes obtuse to subretuse, de Granville 2532) at apex , with minute bristle-tipped enations on margin, densely but very minutely pellucid-punctate , lower surface glabrous or sparingly puberulent on veins ; petiole to 2 cm long , glabrate ; stipules linear . Inflorescence a laxly flowered spike-like raceme to 45 cm long ; rachis puberulent ; flowers sessile or subsessile; bracts lanceolate to deltate , 1-3 mm long , puberulent , green ; bracteoles persistent, 1 mm long . Tepals linear or oblong, 2.6-5 x 0.8-1 mm , acute or acuminate at apex , often pubescent at base and on lower part of veins , prominently 3- to 5-veined , spreading and white or pink in flower , erect and greenish in fruit ; stamens free, unequal, to 3 mm long , filaments subulate , pink , anthers seemingly medifixed, linear, ca. 1.4 mm , deeply sagittately cleft at base and apex ; ovary densely pubescent . Fruit linear or narrowly oblongoid, 8-10 mm long , cuneate, striate , puberulent , appressed to inflorescence-axis , with 4 (-6, de Granville 2532) apical hooked, 2.5-4 mm long awns ."
"taxon-3-PHYTOLACCA","Herbs, shrubs or rarely trees. Leaves sessile or petiolate; stipules absent. Inflorescences mostly terminal racemes or spikes, occasionally thyrsiform or paniculiform below ; bracts 1-3 , at base of pedicel ; bracteoles randomly inserted along pedicel. Flowers bisexual, or unisexual and dioecious ; sessile or pedicellate; tepals 5 , free, equal or subequal; stamens (5-)8-22(-33) , in 1 or 2 whorls , on a hypogynous disk; ovary 5- 16-carpellate , carpels free or united, ovule 1 per carpel , basal, campylotropous, styles free, spreading or appressed-recurved . Fruits aggregations of 1-seeded drupelets (""berries"") or syncarpous 5-16-loculed berries; seed 1 per cell, reniform or subreniform , black, shining , endosperm mealy, embryo curved or annular."
"taxon-1-Phytolacca_rivinoides","Woody herb or subshrub to 3(-5) m tall . Stem ribbed, angled, glabrous . Leaves ovate, elliptical, lanceolate or oblong , to 21 x 8 cm , apex acute or acuminate , base acute or obtuse , glabrous , with pink-tinged veins , calcium oxalate raphides in epidermis visible with lens ; petiole glabrous , 1-7 cm long . Inflorescence a many-flowered terminal or (pseudolateral) axillary raceme to 65(-70) cm long , to ca. 4 cm wide , simple (or rarely with 1-2 long branches from near base) , much longer than leaves , rachis turning bright purple , glabrous ; flowers widely spaced; bracts subtending pedicel linear, lance-linear or lanceolate , 1.5-5 mm long , hyaline ; bracteoles 1-2 , inserted randomly along pedicel but sometimes paired or subopposite , linear , 0.4-1.5 mm long ; pedicels glabrous , pink , slender , 5-17 mm long . Tepals ovate, 1.2-2.8 x 1.5 mm , obtuse , white or pink , membranous , glabrous , becoming reflexed, deciduous in fruit; stamens (7-)9-14(-22) , filaments 1.5-2 mm , anthers elliptical, 0.8 mm , cordate at base and apex ; ovary of 9-16(-18) connate carpels, styles 10-16 , slender, appressed-recurved , white . Berry becoming dark purple or black, with red juice , depressed globose, 6-8 mm diam. , when dry 2-8 mm wide , ribbed at carpel-margins ; seeds 9-18 ( 1 seed per carpel ), ovoid, 1-2.6 x 1.3-2 mm , biconvex , black, shining ."
"taxon-2-Phytolacca_thyrsiflora","Shrub to 3 m tall . Branches glabrous . Leaves ovate, lanceolate, oblanceolate, or lance-elliptical, ca. 7.5-20 x 3-9 cm , acuminate, often undulate and decurrent to base, glabrous ; petiole sulcate , 1.5-4 cm long . Inflorescence a terminal or pseudolateral , many-flowered , weakly subthyrsiform raceme (rarely a panicle with 2 branches from base, Sastre 282) 9-30 cm long , longer than leaves , axes pink ; bracts linear , 2-6 mm long ; pedicels weakly to strongly puberulent , to 15 mm long , lower ones with 1-2 lateral flowers; bracteoles linear , 1-2.5 mm long . Tepals greenish-white to pink , concave, elliptical, 2-4 x 1.5-2 mm , sessile-glandular dotted on middle of back , reflexed in fruit ; stamens 9-12 , outer ones often staminodial, in 2 series on a hypogynous disk ; ovary of 7-8 connate carpels, styles slender, recurved . Fruit depressed, becoming dark purple to black , ca. 5-7 mm wide ; seed reniform , ca. 2 x 2 mm , smooth, shining , black ."
"taxon-4-RIVINA","Annual herbs or subshrubs, woody at base; stems erect or sprawling . Leaves petiolate; stipules absent. Inflorescences many-flowered , axillary or terminal racemes. Flowers bisexual, pedicellate; tepals 4 , subequal, elliptical or obovate-oblong, obtuse or acute at apex , persistent and erect or spreading in fruit ; stamens (3-)4(-9) , alternating with tepals, filaments free, anthers dorsifixed; ovary 1-carpellate , ovoid or subglobose , ovule 1 , style 1 , subterminal, curved, short but distinct, stigma capitate or slightly lobed . Fruit a globose drupe; seed 1 , lenticular , often pubescent , embryo curved, testa crustaceous ."
