"multimediaID","taxonID","identifier","title","description"
"media-ID_221","taxon-1-Trichostigma_octandrum","fotg-a-22-221.gif","Fig. 1",""
"media-ID_222","taxon-1-Trichostigma_octandrum","fotg-a-22-222.gif","Fig. 2",""
"media-ID_223","taxon-1-Trichostigma_octandrum","fotg-a-22-223.gif","Fig. 3",""
"media-ID_224","taxon-1-Trichostigma_octandrum","fotg-a-22-224.gif","Fig. 4",""
"media-ID_225","taxon-1-Trichostigma_octandrum","fotg-a-22-225.gif","Fig. 5",""
"media-ID_226","taxon-1-Trichostigma_octandrum","fotg-a-22-226.gif","Fig. 6",""
"media-ID_227","taxon-1-Pisonia_macranthocarpa","fotg-a-22-227.gif","Fig. 7",""
"media-ID_228","taxon-1-Pisonia_macranthocarpa","fotg-a-22-228.gif","Fig. 8",""
"media-ID_229","taxon-1-Pisonia_macranthocarpa","fotg-a-22-229.gif","Fig. 9",""
"media-ID_230","taxon-1-Pisonia_macranthocarpa","fotg-a-22-230.gif","Fig. 10",""
"media-ID_231","taxon-1-Pisonia_macranthocarpa","fotg-a-22-231.gif","Fig. 11",""
"media-ID_232","taxon-1-Pisonia_macranthocarpa","fotg-a-22-232.gif","Fig. 12",""
"media-ID_233","taxon-1-Pisonia_macranthocarpa","fotg-a-22-233.gif","Fig. 13",""
"media-ID_256","taxon-1-Pisonia_macranthocarpa","fotg-a-22-256.jpg","Fig. 36","End-grain surfaces. A,"
"media-ID_257","taxon-1-Pisonia_macranthocarpa","fotg-a-22-257.jpg","Fig. 37","A,"
"media-ID_258","taxon-1-Pisonia_macranthocarpa","fotg-a-22-258.jpg","Fig. 38","A,"
"media-ID_234","taxon-1-Sesuvium_portulacastrum","fotg-a-22-234.gif","Fig. 14",""
"media-ID_235","taxon-1-Chenopodium_ambrosioides","fotg-a-22-235.gif","Fig. 15",""
"media-ID_236","taxon-Pfaffia_grandiflora","fotg-a-22-236.gif","Fig. 16",""
"media-ID_237","taxon-Pfaffia_grandiflora","fotg-a-22-237.gif","Fig. 17",""
"media-ID_238","taxon-Pfaffia_grandiflora","fotg-a-22-238.gif","Fig. 18",""
"media-ID_239","taxon-Pfaffia_grandiflora","fotg-a-22-239.gif","Fig. 19",""
"media-ID_240","taxon-Pfaffia_grandiflora","fotg-a-22-240.gif","Fig. 20",""
"media-ID_241","taxon-Pfaffia_grandiflora","fotg-a-22-241.gif","Fig. 21",""
"media-ID_242","taxon-Pfaffia_grandiflora","fotg-a-22-242.gif","Fig. 22",""
"media-ID_243","taxon-Pfaffia_grandiflora","fotg-a-22-243.gif","Fig. 23",""
"media-ID_244","taxon-Pfaffia_grandiflora","fotg-a-22-244.gif","Fig. 24",""
"media-ID_259","taxon-Pfaffia_grandiflora","fotg-a-22-259.jpg","Fig. 39","A,"
"media-ID_245","taxon-2-Talinum_paniculatum","fotg-a-22-245.gif","Fig. 25",""
"media-ID_246","taxon-2-Talinum_paniculatum","fotg-a-22-246.gif","Fig. 26",""
"media-ID_247","taxon-1-Basella_alba","fotg-a-22-247.gif","Fig. 27",""
"media-ID_248","taxon-1-Basella_alba","fotg-a-22-248.gif","Fig. 28",""
"media-ID_249","taxon-1-Mollugo_verticillata","fotg-a-22-249.gif","Fig. 29",""
"media-ID_250","taxon-1-Mollugo_verticillata","fotg-a-22-250.gif","Fig. 30",""
"media-ID_251","taxon-1-Polycarpaea_corymbosa","fotg-a-22-251.gif","Fig. 31",""
"media-ID_252","taxon-1-Polycarpaea_corymbosa","fotg-a-22-252.gif","Fig. 32",""
"media-ID_253","taxon-1-Heliamphora_nutans","fotg-a-22-253.gif","Fig. 33",""
"media-ID_254","taxon-8-Drosera_sessilifolia","fotg-a-22-254.gif","Fig. 34",""
"media-ID_255","taxon-8-Drosera_sessilifolia","fotg-a-22-255.gif","Fig. 35",""
