WFOID,vernacularName,identifier,isPreferredName,source,language,countryCode,uri,bibliographicCitation,rights,license
wfo-0000518969,pot khon (ปดขน)(Peninsular),ver-THA-0000518969.01,0.0,ref-THA-0000518969,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00198,"Acrotrema costatum. Flora of Thailand. Vol. 2. Part 2, 1972. Pg. 104. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000518969,pot din (ปดดิน)(Peninsular),ver-THA-0000518969.02,0.0,ref-THA-0000518969,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00198,"Acrotrema costatum. Flora of Thailand. Vol. 2. Part 2, 1972. Pg. 104. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000518969,wan chai maha prap (ว่านไชยมหาปราบ)(Peninsular),ver-THA-0000518969.03,0.0,ref-THA-0000518969,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00198,"Acrotrema costatum. Flora of Thailand. Vol. 2. Part 2, 1972. Pg. 104. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000518969,san tao (ส้านเต่า)(Peninsular),ver-THA-0000518969.04,0.0,ref-THA-0000518969,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00198,"Acrotrema costatum. Flora of Thailand. Vol. 2. Part 2, 1972. Pg. 104. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000520896,cham (จ้ำ)(Northern),ver-THA-0000520896.01,0.0,ref-THA-0000520896,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00282,"Adinandra integerrima. Flora of Thailand. Vol. 2. Part 2, 1972. Pg. 151. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000520896,tin cham dong (ตีนจำดง)(Northeastern),ver-THA-0000520896.02,0.0,ref-THA-0000520896,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00282,"Adinandra integerrima. Flora of Thailand. Vol. 2. Part 2, 1972. Pg. 151. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000520896,tin tang fa (ตีนต่างฟ้า)(Northeastern),ver-THA-0000520896.03,0.0,ref-THA-0000520896,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00282,"Adinandra integerrima. Flora of Thailand. Vol. 2. Part 2, 1972. Pg. 151. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000520896,phikun pa (พิกุลป่า)(Northeastern),ver-THA-0000520896.04,0.0,ref-THA-0000520896,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00282,"Adinandra integerrima. Flora of Thailand. Vol. 2. Part 2, 1972. Pg. 151. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000520896,pradongkho (ประดงขอ)(Northeastern),ver-THA-0000520896.05,0.0,ref-THA-0000520896,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00282,"Adinandra integerrima. Flora of Thailand. Vol. 2. Part 2, 1972. Pg. 151. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000520896,prong bok (โปรงบก)(Southeastern),ver-THA-0000520896.06,0.0,ref-THA-0000520896,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00282,"Adinandra integerrima. Flora of Thailand. Vol. 2. Part 2, 1972. Pg. 151. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000520896,bamram (บำรำ)(Peninsular),ver-THA-0000520896.07,0.0,ref-THA-0000520896,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00282,"Adinandra integerrima. Flora of Thailand. Vol. 2. Part 2, 1972. Pg. 151. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000520896,luk tong (หลุกตอง)(Peninsular),ver-THA-0000520896.08,0.0,ref-THA-0000520896,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00282,"Adinandra integerrima. Flora of Thailand. Vol. 2. Part 2, 1972. Pg. 151. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000520912,"man pla (มันปลา)(Northeastern),",ver-THA-0000520912.01,0.0,ref-THA-0000520912,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00283,"Adinandra laotica. Flora of Thailand. Vol. 2. Part 2, 1972. Pg. 152. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000523801,makhro (มะเคราะ)(Peninsular),ver-THA-0000523801.01,0.0,ref-THA-0000523801,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00225,"Agelaea trinervis. Flora of Thailand. Vol. 2. Part 2, 1972. Pg. 119. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000523801,thao som ching (เถาส้มฉิง)(Peninsular),ver-THA-0000523801.02,0.0,ref-THA-0000523801,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00225,"Agelaea trinervis. Flora of Thailand. Vol. 2. Part 2, 1972. Pg. 119. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000537574,saraphi (สารภี)(Northern),ver-THA-0000537574.01,0.0,ref-THA-0000537574,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00298,"Anneslea fragrans. Flora of Thailand. Vol. 2. Part 2, 1972. Pg. 157. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000537574,hak (ฮัก)(Northern),ver-THA-0000537574.02,0.0,ref-THA-0000537574,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00298,"Anneslea fragrans. Flora of Thailand. Vol. 2. Part 2, 1972. Pg. 157. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000537574,ban ma (บานมา)(Northeastern),ver-THA-0000537574.03,0.0,ref-THA-0000537574,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00298,"Anneslea fragrans. Flora of Thailand. Vol. 2. Part 2, 1972. Pg. 157. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000537574,tham sung (ทำซุง)(Northeastern),ver-THA-0000537574.04,0.0,ref-THA-0000537574,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00298,"Anneslea fragrans. Flora of Thailand. Vol. 2. Part 2, 1972. Pg. 157. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000537574,kaem on (แก้มอ้น)(Northeastern),ver-THA-0000537574.05,0.0,ref-THA-0000537574,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00298,"Anneslea fragrans. Flora of Thailand. Vol. 2. Part 2, 1972. Pg. 157. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000537574,phra ram (พระราม)(Northeastern),ver-THA-0000537574.06,0.0,ref-THA-0000537574,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00298,"Anneslea fragrans. Flora of Thailand. Vol. 2. Part 2, 1972. Pg. 157. Accessed 2021-07-31",Forest Herbarium,All rights reserved
