WFOID,description,type,language,contributor,audience,rightsHolder,created,creator,source,Volume,Part,bibliographicCitation,license,rights,URI
wfo-0000580855,"The wood is fragrant, very durable, resistant to termites, often used underground. It is much esteemed for cabinet work and furniture.",use,EN,C. Phengklai,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000580855,2,2,"Calocedrus macrolepis. Flora of Thailand. Vol. 2. Part 2, 1972. Pg. 196. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00356
wfo-0000582677,Cultivated for conventional tea and fermented tea.,use,EN,H. Keng,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000582677,2,2,"Camellia sinensis assamica. Flora of Thailand. Vol. 2. Part 2, 1972. Pg. 148. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/florainfra.html?tdcode=00275
wfo-0000594956,"Wood used for furniture, but rarely so in Thailand owing to the inaccessibility of its habitat. ",use,EN,C. Phengklai,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000594956,2,2,"Cephalotaxus griffithii. Flora of Thailand. Vol. 2. Part 2, 1972. Pg. 195. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00353
wfo-0000612722,The seeds are said to be poisonous. Roots and leaves are used in local medicine.,use,EN,J.E. Vidal,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000612722,2,2,"Cnestis palala. Flora of Thailand. Vol. 2. Part 2, 1972. Pg. 118. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00223
wfo-0000618079,The Malays use the fruits for poisoning dogs.,use,EN,J.E. Vidal,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000618079,2,2,"Connarus ferrugineus. Flora of Thailand. Vol. 2. Part 2, 1972. Pg. 128. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00241
wfo-0000618259,"Young shoots are probably eaten as a vegetable, as they are in neighbouring countries, Cambodia, Laos, Vietnam.",use,EN,J.E. Vidal,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000618259,2,2,"Connarus semidecandrus. Flora of Thailand. Vol. 2. Part 2, 1972. Pg. 127. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00240
wfo-0000631644,"A starch is extracted from the trunk; the seeds are edible when cooked, but poisonous when eaten raw.",use,EN,T. Smitinand,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000631644,2,2,"Cycas rumphii. Flora of Thailand. Vol. 2. Part 2, 1972. Pg. 186. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00341
wfo-0000666434,Fruit said to be edible.,use,EN,J.E. Vidal,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000666434,2,2,"Ellipanthus tomentosus gibbosus. Flora of Thailand. Vol. 2. Part 2, 1972. Pg. 126. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/florainfra.html?tdcode=00238
wfo-0000424775,Split stems used for binding attaps. ,use,EN,K. Larsen,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000424775,2,2,"Flagellaria indica. Flora of Thailand. Vol. 2. Part 2, 1972. Pg. 162. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00307
wfo-0000481052,"Wood used for building furniture, for wood pulp; resin and turpentine for medicine. ",use,EN,C. Phengklai,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000481052,2,2,"Pinus kesiya. Flora of Thailand. Vol. 2. Part 2, 1972. Pg. 194. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00350
wfo-0000482024,"Wood used for building purposes, for wood pulp and general carpentry; resin and turpentine for medicine.",use,EN,C. Phengklai,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000482024,2,2,"Pinus merkusii. Flora of Thailand. Vol. 2. Part 2, 1972. Pg. 193. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00349
wfo-0001278859,In local medicine the infusion of stem and leaves is used as a tonic.,use,EN,J.E. Vidal,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0001278859,2,2,"Roureopsis stenopetala. Flora of Thailand. Vol. 2. Part 2, 1972. Pg. 121. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00228
wfo-0001045865,As medicine; leaves as sandpaper for polishing wood.,use,EN,R.D. Hoogland,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0001045865,2,2,"Tetracera scandens. Flora of Thailand. Vol. 2. Part 2, 1972. Pg. 105. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00200
