WFOID,type,language,description,contributor,audience,rightsHolder,created,creator,source,rights,license,bibliographicCitation,URI,Volume,Part
wfo-0000967830,distribution,EN,"From Burma, Thailand to Indochina, Malay Peninsula (type), Sumatra, Borneo and Philippines.",P.C. van Welzen & K. Chayamarit,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000967830,Forest Herbarium,All rights reserved,"Galearia fulva. Flora of Thailand. Vol. 8. Part 2, 2007. Pg. 306. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03407,8,2
wfo-0000973043,distribution,EN,"Thailand, S China (SE Yunnan).",P.C. van Welzen & K. Chayamarit,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000973043,Forest Herbarium,All rights reserved,"Glochidion acuminatum siamense. Flora of Thailand. Vol. 8. Part 2, 2007. Pg. 310. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/florainfra.html?tdcode=03409,8,2
wfo-0000973067,distribution,EN,"Thailand, Assam, Malay Peninsula, Sumatra (Bangka), Borneo, Java (type), and possibly Sulawesi.",P.C. van Welzen & K. Chayamarit,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000973067,Forest Herbarium,All rights reserved,"Glochidion arborescens. Flora of Thailand. Vol. 8. Part 2, 2007. Pg. 313. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03410,8,2
wfo-0000973072,distribution,EN,"Thailand, W & E Himalaya, Assam (type), Burma, Indochina, SW China, Hainan, Taiwan.",P.C. van Welzen & K. Chayamarit,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000973072,Forest Herbarium,All rights reserved,"Glochidion assamicum. Flora of Thailand. Vol. 8. Part 2, 2007. Pg. 313. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03411,8,2
wfo-0000973157,distribution,EN,"Thailand, Burma (type?).",P.C. van Welzen & K. Chayamarit,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000973157,Forest Herbarium,All rights reserved,"Glochidion coccineum. Flora of Thailand. Vol. 8. Part 2, 2007. Pg. 315. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03412,8,2
wfo-0000973179,distribution,EN,"Thailand, E Himalaya, Assam (type), Burma, S China, Indochina.",P.C. van Welzen & K. Chayamarit,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000973179,Forest Herbarium,All rights reserved,"Glochidion daltonii. Flora of Thailand. Vol. 8. Part 2, 2007. Pg. 316. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03413,8,2
wfo-0000973213,distribution,EN,"Thailand, Indochina, S China (Hong Kong: type), Taiwan; perhaps also present in Sumatra, Java, and the Philippines.",P.C. van Welzen & K. Chayamarit,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000973213,Forest Herbarium,All rights reserved,"Glochidion eriocarpum. Flora of Thailand. Vol. 8. Part 2, 2007. Pg. 317. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03414,8,2
wfo-0000973255,distribution,EN,"Thailand, Indochina, Malay Peninsula, Sumatra (type), Java, N & E Borneo.",P.C. van Welzen & K. Chayamarit,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000973255,Forest Herbarium,All rights reserved,"Glochidion glomerulatum. Flora of Thailand. Vol. 8. Part 2, 2007. Pg. 319. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03415,8,2
wfo-0000973276,distribution,EN,"Thailand, E Himalaya to Hainan, Hong Kong (type), and Taiwan.",P.C. van Welzen & K. Chayamarit,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000973276,Forest Herbarium,All rights reserved,"Glochidion hirsutum. Flora of Thailand. Vol. 8. Part 2, 2007. Pg. 319. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03416,8,2
wfo-0000973284,distribution,EN,"Thailand, Indochina, S China (Hong Kong: type), Taiwan, Ryukyu Islands, Japan.",P.C. van Welzen & K. Chayamarit,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000973284,Forest Herbarium,All rights reserved,"Glochidion hongkongense. Flora of Thailand. Vol. 8. Part 2, 2007. Pg. 320. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03417,8,2
wfo-0000973294,distribution,EN,"Thailand, Burma, Indochina, S China, throughout Malesia (Sumatra: type).",P.C. van Welzen & K. Chayamarit,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000973294,Forest Herbarium,All rights reserved,"Glochidion hypoleucum. Flora of Thailand. Vol. 8. Part 2, 2007. Pg. 321. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03418,8,2
