WFOID,type,language,description,contributor,audience,rightsHolder,created,creator,source,rights,license,bibliographicCitation,URI,Volume,Part
wfo-0000812678,use,EN,"Nuts edible, a pioneer species for forest plantation.",C. Phengklai,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000812678,Forest Herbarium,All rights reserved,"Castanopsis acuminatissima. Flora of Thailand. Vol. 9. Part 3, 2008. Pg. 185. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03853,9,3
wfo-0000812715,use,EN,Nuts edible.,C. Phengklai,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000812715,Forest Herbarium,All rights reserved,"Castanopsis argentea. Flora of Thailand. Vol. 9. Part 3, 2008. Pg. 187. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03854,9,3
wfo-0000812757,use,EN,Nuts edible.,C. Phengklai,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000812757,Forest Herbarium,All rights reserved,"Castanopsis armata. Flora of Thailand. Vol. 9. Part 3, 2008. Pg. 191. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03856,9,3
wfo-0000812946,use,EN,Nuts edible.,C. Phengklai,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000812946,Forest Herbarium,All rights reserved,"Castanopsis calathiformis. Flora of Thailand. Vol. 9. Part 3, 2008. Pg. 193. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03858,9,3
wfo-0000813291,use,EN,Nuts edible.,C. Phengklai,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000813291,Forest Herbarium,All rights reserved,"Castanopsis costata. Flora of Thailand. Vol. 9. Part 3, 2008. Pg. 199. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03860,9,3
wfo-0000813310,use,EN,Nuts edible.,C. Phengklai,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000813310,Forest Herbarium,All rights reserved,"Castanopsis crassifolia. Flora of Thailand. Vol. 9. Part 3, 2008. Pg. 199. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03861,9,3
wfo-0000813584,use,EN,Nuts edible.,C. Phengklai,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000813584,Forest Herbarium,All rights reserved,"Castanopsis diversifolia. Flora of Thailand. Vol. 9. Part 3, 2008. Pg. 201. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03862,9,3
wfo-0000814085,use,EN,Nuts edible.,C. Phengklai,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000814085,Forest Herbarium,All rights reserved,"Castanopsis indica. Flora of Thailand. Vol. 9. Part 3, 2008. Pg. 211. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03868,9,3
wfo-0000814096,use,EN,Nuts edible.,C. Phengklai,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000814096,Forest Herbarium,All rights reserved,"Castanopsis inermis. Flora of Thailand. Vol. 9. Part 3, 2008. Pg. 213. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03869,9,3
wfo-0000814107,use,EN,Nuts edible.,C. Phengklai,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000814107,Forest Herbarium,All rights reserved,"Castanopsis javanica. Flora of Thailand. Vol. 9. Part 3, 2008. Pg. 215. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03870,9,3
