WFOID,type,language,description,contributor,audience,rightsHolder,created,creator,source,rights,license,bibliographicCitation,URI,Volume,Part
wfo-0000812678,general,EN,"Tree, 10–40 m high, 60–250 cm girth. Lateral buds ellipsoid, ca 1 mm long, glabrous. Twigs pubescent then glabrescent, blackish or dark brown when dry. Bark greyish-brown to dark brown, densely lenticellate, flaky and longitudinally fissured; inner bark granular, reddish, brownish or yellow; sapwood yellowish-white. Stipules triangular, 1.5 by 1 mm. Leaves elliptic oblong or oblong-lanceolate, 5.5–13 by 1.5–4 cm; base obtuse to slightly oblique; apex caudate, acuminate or cuspidate; margins serrate in the upper half; subcoriaceous, glabrous, glossy green on the upper surface and pale on the lower; midrib prominent on the lower surface and subdepressed on the upper; lateral nerves 8–11 pairs, conspicuous on both surfaces, scalariform and reticulate veins hardly distinct on either surface. Petiole 1–1.4 cm, pubescent then glabrescent. Inflorescences: male and female separate, rarely mixed, erect, terminal or axillary, pubescent. Male inflorescence much branched or simple, spikelets 8–15 cm long. Male flowers yellowish, solitary, rarely in clusters; bracts and bracteoles triangular, 1.5–2 by 1 mm, pubescent outside; calyx 6-lobed, lobes free, ovate or obovate 1.5–2 by 1 mm, pubescent outside, ciliate; stamens 10–12, glabrous, 2–3 mm long; rudimentary ovary globose, ca 0.5 mm in diam., hirsute. Female inflorescences spike 8–15 cm long. Female flowers as male; styles 3, divergent, stigmata blunt, glabrous. Fruits sessile, globose or ovoid, 1–1.5 by 0.8–1.3 cm (including cupule), on erect infructescence 9–12 cm long. Cupule completely enclosing but not fused with the nut; wall sparsely covered with simple spines, curved beyond their bases, pubescent then glabrescent; dehiscent. Nut 1 per cupule, ovoid, ca 1 cm in diam., glabrous.",C. Phengklai,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000812678,Forest Herbarium,All rights reserved,"Castanopsis acuminatissima. Flora of Thailand. Vol. 9. Part 3, 2008. Pg. 185. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03853,9,3
wfo-0000812715,general,EN,"Tree, 12–30 m high, 60–200 cm girth. Lateral buds ovoid 3–4 by 2–3 mm, pubescent outside. Twigs pubescent then glabrescent, blackish, lenticellate. Bark greyish-brown, roughly scaly, longitudinally furrowed; inner bark with dense, irregular, narrow, pale brown ridges. Stipules lanceolate, 3–5 by 1–1.5 mm, ciliate, pubescent outside. Leaves elliptic, broadly elliptic, elliptic or oblong, 10–20 by 4–7 cm; base obtuse, oblique or slightly cuneate; apex blunt or acute, rarely acuminate or cuspidate; margins entire; subcoriaceous to coriaceous, glabrous and glossy green on the upper surface, pubescent on the lower; midrib prominent on both surfaces; lateral nerves 7–12 pairs, arched but not anastomosing, prominent on the lower surface and depressed on the upper, scalariform veins conspicuous on the lower surface, reticulate veins conspicuous on the upper. Petiole 1–1.5 cm, pubescent, glabrescent. Inflorescences male and female separate or mixed, erect, axillary or terminal, pubescent to tomentose. Male inflorescence much branched, spikelets 7–12 cm long. Male flowers greenish or whitish, smell disagreeable, in 3–7-flowered cluster; bracts and bracteoles round to acute, 1.5–3 by 1–1.5 mm, pubescent outside; calyx 6-lobed, lobes ovate, acute, 1.5–2 by 1–1.5 mm, pubescent outside; stamens 12, 2.2–3.2 mm long, glabrous; rudimentary ovary globose, flattened on top, 1–2 mm in diam., hirsute. Female inflorescence single or branched spikes, spikelets 5–20 cm long. Female flowers as male; styles 1.5–2 mm long, hairy in lower half, divergent, stigmata pointed. Fruits sessile, globose, 4–6 cm in diam. (including cupule), on erect and woody infructescence 15–30 cm long. Cupule completely enclosing but not fused with the nut; wall densely covered with branched spines, almost obscuring, branches of spines erect and hairy; indehiscent. Nuts 1–(3) per cupule, ovoid, 2–2.5 by 1–1.5 cm, tomentose throughout; scar ca 0.5 cm in diam.",C. Phengklai,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000812715,Forest Herbarium,All rights reserved,"Castanopsis argentea. Flora of Thailand. Vol. 9. Part 3, 2008. Pg. 187. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03854,9,3
wfo-0000812734,general,EN,"Tree, 9–20 m high, 60–200 cm girth. Lateral buds ovoid, with acuminate scales. Twigs densely pubescent then glabrescent, lenticellate. Bark blackish, lenticellate, deeply furrowed. Leaves obovate, elliptic, to oblong, 12–17 by 4–7.5 cm; base cuneate; apex acute, obtuse or acuminate; margins entire; coriaceous, glabrous, glossy green on the upper surface and light tan on the lower; midrib prominent on both surfaces; lateral nerves 6–10 pairs, sharply ridged, prominent and arched but not anastomosing on the lower surface and slightly depressed on the upper, scalariform and reticulate veins conspicuous on the lower surface. Petiole 1–1.7 cm long; glabrous, blackish when dry. Inflorescences male and female separate or mixed, erect, axillary or terminal. Male inflorescence with few to many branches spikelets 5–12 cm long, hairy throughout. Male flowers white, fragrant, in 1–3-5-flowered cluster; calyx 6, free, lobes 1–2 by 0.5 mm, incurved stamens 12, 2–2.5 mm long, glabrous; rudimentary ovary globose ca 0.5 mm in diam., glabrous. Female inflorescence spike to 25 cm long. Female flowers in 1–5 flowered cluster; bracts and bracteoles hairy; styles 3, divergent; stigmata pointed. Fruits sessile, globose or ovoid, ca 4 cm in diam. (including cupule), on erect infructescence 10–20 cm long. Cupule completely enclosing the nut except the umbo; wall with simple and branched woody spines, the latter erect and pubescent near base. Nut 1 per cupule, ovoid, conical 1–1.5 cm in diam., at both ends more or less oblique; scar flattened, ca 1 cm in diam.",C. Phengklai,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000812734,Forest Herbarium,All rights reserved,"Castanopsis argyrophylla. Flora of Thailand. Vol. 9. Part 3, 2008. Pg. 189. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03855,9,3
wfo-0000812757,general,EN,"Tree, 8–20 m high, 80–180 cm girth. Terminal buds and lateral ellipsoid or ovoid, ca 3 by 2 mm; bracts ca 2 by 1 mm, pubescent outside. Twigs pubescent then glabrous, lenticellate. Bark dark green or brown, roughly, vertically cracked, irregularly fissured; sapwood white. Leaves elliptic, oblong or obovate-oblong, 10–23 by 3.5–10 cm; base acute to broadly obtuse; apex acute, acuminate to obtuse; margins entire; coriaceous, glabrous, dark glossy green on the upper surface and pale on the lower; midrib and lateral nerves prominent on the lower surface and depressed on the upper, scalariform veins dominant on the lower surface, reticulate veins indistinct. Petiole 1.5–2 cm, glabrous. Inflorescences male and female separate or mixed, terminal and axillary, pubescent. Male inflorescences always branched, spikelets 3–9 cm long; bracts and bracteoles triangular, ca 1 by 1.5 mm, pubescent outside. Male flowers white to yellowish, scented, solitary or in 1–3-flowered cluster; calyx 6-lobed, lobes free, obovate, 1.5–2 by 1 mm, pubescent outside; stamens 6–(12); rudimentary ovary globose, flattened on top, ca 1 mm in diam., hirsute. Female inflorescence spike 10–15 cm long. Female flowers solitary, rarely in clusters, other characters as in male flowers; styles 3, stigmata pointed. Fruits ovoid, 5–6 cm in diam. (including cupule), on erect and woody infructescence 10–25 cm long, always clustering by erect spines in groups of 2–3 on the rachis. Cupule completely enclosed except the umbo, and partly fused with the nut; wall completely covered by the tufted, erect, simple spines. Nuts solitary, ovoid, 1.5–2.5 by 1–2 cm; scar more than half the length of the nut and fused with the inner side of the cupule.",C. Phengklai,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000812757,Forest Herbarium,All rights reserved,"Castanopsis armata. Flora of Thailand. Vol. 9. Part 3, 2008. Pg. 191. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03856,9,3
wfo-0000812906,general,EN,"Tree, 10–18 m high, 80–100 cm girth. Terminal buds ovoid, ca 3 mm in diam.; bracts pubescent outside. Twigs tomentose, then glabrescent, lenticellate. Stipules ovate, ca 2 by 1 mm, pubescent outside. Leaves oblong, 10–16 by 4.5–5 cm; base obtuse, slightly oblique, apex obtuse, blunt, acute or shortly acuminatel; margins entire; subcoriaceous, glabrous, glossy green on the upper surface and dull, pale on the lower; midrib and nerves prominent on the lower surface and subdepressed on the upper; lateral nerves 8–15, arched but not anastomosing, scalariform veins conspicuous on the lower surface and hardly distinct on the upper; reticulate veins slightly distinct on the upper surface. Petiole 1.5–2 cm, pubescent then glabrescent, blackish when dry. Inflorescences males and females separate or mixed, terminal and axillary, pubescent. Male inflorescence a branched panicle, 3–5 cm long; bracts and bracteoles triangular, 4–5 by 2 mm, pubescent outside. Male flowers solitary or in 2–3-flowered cluster; calyx 6 lobed, lobes triangular, ca 2 by 1 mm, hairy outside; stamens 10–12, 1.5–2 mm long, glabrous; rudimentary ovary globose, flattened on top, ca 1 mm in diam. Female inflorescence spike 8–15 cm long. Female flowers always solitary, not in clusters, other characters as in male flowers; styles 3, divergent, stigmata pointed. Fruits sessile, ovoid, ca 3 cm in diam.(including cupule), solitary or 2–3-clustered held by their spines, on erect infructescence, 8–20 cm long. Cupule enclosing up to ¾ of the nut; wall completely covered by the tufted, erect, simple spines. Nuts (2)–3 per cupule, ca 1 by 1.5 cm, pubescent then glabrescent; scar basal, ca 1 cm in diam.",C. Phengklai,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000812906,Forest Herbarium,All rights reserved,"Castanopsis brevispinula. Flora of Thailand. Vol. 9. Part 3, 2008. Pg. 191. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03857,9,3
wfo-0000812946,general,EN,"Tree, 6–20 m high, 100–200 cm girth. Terminal buds ovoid, hairy outside. Twigs stout, quadrangular, pubescent then glabrescent, sparsely lenticellate. Bark brown, fissured. Leaves obovate or oblanceolate, 14–20 by 5–9 cm; base cuneate; apex obtuse or broadly acute; margins serrate; coriaceous, glabrous, glossy green on the upper surface and pale on the lower; midrib and lateral nerves prominent on the lower surface and depressed on the upper; lateral nerves 14–22 pairs, straight and reaching the points of serrate margins, scalariform veins conspicious on the lower surface. Petiole slender, 1–3 cm long, eglandular, pubescent then glabrescent. Inflorescences male and female separate or mixed. Male inflorescence always branched, terminal or axillary, spikelets 4–10 cm long. Male flowers white or whitish-yellow, in 2–5 flowered cluster; calyx 6-lobed, lobes obovate, free, ca 1.5 by 0.5 mm, glabrous; stamens 12, 1.5–2 mm long; bracts ovate, ca 2 by 1.5 mm glabrous; rudimentary ovary 3-lobed, villous. Female inflorescence spike, axillary, up to 8 cm long. Female flowers not clustered, other characters as in male flowers; styles 3(4) ca 1 mm long; stigmata divergent, all glabrous. Fruits sessile, ovoid, 1–1.6 by 1–1.2 cm, (including cupule), on erect infructescence 15–20 cm long. Cupule enclosing up to ½ of the nut; wall with thin imbricate scales or lamella, the latter acute, free and erect at apex. Nut 1, ovoid, rarely flattened, 1–1.5 by 0.9–1.5 cm, glabrous except around the umbo.",C. Phengklai,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000812946,Forest Herbarium,All rights reserved,"Castanopsis calathiformis. Flora of Thailand. Vol. 9. Part 3, 2008. Pg. 193. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03858,9,3
wfo-0000813079,general,EN,"Tree, 10–20 m high, 40–100 cm girth. Terminal buds ovoid, 4–5 by 2–3 mm. Twigs at first ferruginous, then glabrescent, tetra-to pentangulate, lenticellate. Bark grey, shallowly fissured; inner bark ca 2 cm thick, yellow with white stripes. Stipules narrowly lanceolate, 4 5 by 1.5–2 mm, glabrous. Leaves oblanceolate, 13–29 by 4–11 cm; base cuneate; apex acute, broadly acute to obtuse; margins serrate; coriaceous, glabrous, glossy green on the upper surface and greenish to glaucous on the lower; midrib prominent on the lower surface and slightly depressed on the upper, pubescent then glabrescent; lateral nerves 14–17 pairs, narrowly ridged on the lower surface and subdepressed on the upper, glabrous, scalariform veins conspicuous on both surfaces. Petiole 1.5–2.3 cm long, flattened adaxially, glabrous. Inflorescences male and female separate or mixed. Male inflorescence always branched, terminal or axillary, spikelets 7–15 cm long. Male flowers yellowish-cream, scented, in 1–8–10 flowered cluster; bracts ovate, glabrous; calyx 6-lobed, lobes free, ca 1 by 0.5 mm, glabrous; stamens (10)–12, 1–1.5 mm long, glabrous; rudimentary ovary ca 1 mm in diam. Female inflorescence spike, axillary, 8–12 cm long, pubescent, other characters as in male flowers; styles 3; stigmata erect to divergent. Fruits obconical, 1.5–3.2 by 1–3 cm (including cupule), on erect infructescence 15–20 cm long, fruit-stalk 0.5–1 cm. Cupule enclosing up to ¾ of the nut (when young completely enclosed except around the umbo); wall with thin imbricate scales or lamellae, the latter truncate and fused with the wall or curved inwards. Nut 1 per cupule, ovoid, conical 1.5–2.3 by 1–1.8 cm, glossy brown; scar flattened, ca 8 mm in diam.",C. Phengklai,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000813079,Forest Herbarium,All rights reserved,"Castanopsis cerebrina. Flora of Thailand. Vol. 9. Part 3, 2008. Pg. 197. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03859,9,3
wfo-0000813291,general,EN,"Tree, 6–20 m high; 40–150 cm girth. Terminal buds ovoid, 3–5 by 2–3 mm, scales ovate, acute, 3–4 by 2–3 mm. Twigs densely tomentose, then glabrescent, sparsely lenticellate. Bark smooth, shedding profusely; inner bark fibrous, yellowish; sapwood pale yellow. Stipules linear-triangular, ca 13 by 1.2 mm. Leaves oblong, 12–24 by 4–9.5 cm; base obtuse, slightly acute, sometimes unequal; apex cuspidate or caudate; margins entire; coriaceous, glabrous except along midrib on the upper surface, pubescent then glabrescent on the lower; midrib and lateral nerves prominent on the lower surface and faint on the upper; lateral nerves 14–19 pairs, arched but not anastomosing, scalariform veins finely conspicuous on the lower surface and hardly distinct on the upper, reticulate veins hardly distinct. Petiole 0.5–1.5 cm, pubescent. Inflorescences male and female separate or mixed, terminal and axillary, pubescent. Male inflorescence always branched, spikelets 4–10 cm long; bracts and bracteoles ovate, 1–1.5 by 1 mm, pubescent outside. Male flowers solitary or in 2–3-flowered cluster; calyx 6-lobed, lobes free, 1.5–0.5 mm, tomentose outside; stamens 12, 2.2–3.3 mm long; rudimentary ovary globose, ca 1 mm in diam., hirsute. Female inflorescence spike 15–20 cm long, other characters as in male flowers; styles 3, divergent, 1–1.5 mm long; stigmata pointed. Fruits sessile or up to 0.5 cm pedicellate, ovoid and depressed on top, 1–1.5 by 1.5–3 cm (including cupule), on erect and woody infructescence, 10–25 cm long. Cupule completely enclosing the nut except around umbo, but not fused to nut; wall sparsely covered with simple, curled to adaxial spines, pubescent then glabrescent; rarely dehiscent. Nuts 1–(3) per cupule, ovoid and depressed on both sides, ca 1 by 1.5 cm, adpressed with silky hairs.",C. Phengklai,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000813291,Forest Herbarium,All rights reserved,"Castanopsis costata. Flora of Thailand. Vol. 9. Part 3, 2008. Pg. 199. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03860,9,3
wfo-0000813310,general,EN,"Tree, 5–20 m high, 50–150 cm girth. Twigs glabrous, lenticellate. Bark greenish-brown, ca 2 cm thick, fissured. Leaves lanceolate rarely ovate, 9–16 by 2–6 cm; base acute, obtuse, usually equal; apex acuminate or caudate; margins entire; coriaceous, glabrous on both surfaces, dark glossy green on the upper surface and pale on the lower; midrib prominent on the lower surface and depressed on the upper; lateral nerves 6–9 pairs, arched but not anastomosing, conspicuous on both surfaces, scalariform veins conspicuous on the lower surface and reticulate veins conspicuous on the upper. Petiole 0.8–1.5 cm, glabrous, black when dry. Inflorescences male and female separate or mixed, terminal and axillary, pubescent. Male inflorescence with few branches, spikelets 4–10 cm long; bracts and bracteoles lanceolate ca 1.5 by 0.3 mm, pubescent outside. Male flowers solitary or in 1–3-flowered cluster; calyx 6-lobed, lobes obovate, ca 2 by 1 mm, glabrous except ciliate margins; stamens 12, ca 3 mm long, glabrous; rudimentary ovary ovoid or conical, ca 0.5 mm in diam., pubescent. Female inflorescence spike 10–20 cm long. Female flowers solitary or in 2–3-flowered cluster, other characters as in male flowers; styles 3; stigmata pointed. Fruits sessile or up to 2 mm long pedicellate, ovoid or obovoid, 2–2.5 cm in diam. (including cupule), often in clusters of 2–3-fruits at intervals with solitary fruits on erect influctescence 10–20 cm long. Cupule completely enclosing the nut except the umbo; wall completely covered by tufted, erect, simple spines (when young with a narrow spineless line from top to base adaxially). Nut 1 per cupule, ovoid or obovoid 1.5–2 by 1–1.5 cm, usually asymmetrical, covered by grey indumentum, then glossy brown except umbo; scar basal; ca 0.5 cm in diam.",C. Phengklai,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000813310,Forest Herbarium,All rights reserved,"Castanopsis crassifolia. Flora of Thailand. Vol. 9. Part 3, 2008. Pg. 199. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03861,9,3
wfo-0000813584,general,EN,"Tree, 10–30 m high; 150–200 cm girth. Terminal buds and lateral ovoid; bracts 2–3 by 1–1.5 mm, pubescent on both sides. Twigs tomentose, then glabrescent. Bark brown with grey patches; inner bark with long, pale stripes. Leaves elliptic or oblong, 11–22 by 5–10 cm; base obtuse, sometimes slightly oblique; apex acuminate; margins entire; coriaceous or subcoriaceous, glabrous except along midrib and nerves on the upper surface, pubescent then glabrescent on the lower; midrib and nerves prominent on the lower surface and depressed on the upper; lateral nerves 8–14 pairs, arched but not anastomosing, scalariform veins conspicuous on the lower surface; reticulate veins inconspicuous. Petiole 1–1.5 cm long, tomentose then glabrescent. Inflorescences male and female mixed or separate, terminal and axillary, erect, tomentose. Male inflorescence always branched, spikelets 5–10 cm long; bracts and bracteoles lanceolate, 4–5 by 0.5 mm, pubescent outside. Male flowers creamy, fragrant, solitary or in 2–3-flowered cluster; calyx 6-lobed, oblong, free, ca 1 by 0.5 mm, ciliate; stamens 12, 1.5–2 mm long, glabrous; rudimentary ovary ovoid, flattened on top, ca 1 mm in diam., hirsute. Female inflorescence spike 8–15 cm long. Female flowers always solitary, other characters as in male flowers; styles 3, divergent, pilose near base; stigmata pointed, more or less hairy. Fruits globose, 4–6.5 cm in diam. (including cupule), always solitary on erect and woody infructescence 15–20 cm long. Cupule completely enclosing the nut except umbo; wall completely covered by tufted, erect, simple spines. Nuts 1 (2–3) per cupule, ovoid to ellipsoid, 1–1.5 cm in diam.; glabrous except orbicular area of indumentum around umbo; scar basal.",C. Phengklai,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000813584,Forest Herbarium,All rights reserved,"Castanopsis diversifolia. Flora of Thailand. Vol. 9. Part 3, 2008. Pg. 201. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03862,9,3
