WFOID,description,type,language,contributor,audience,rightsHolder,created,creator,source,Volume,Part,bibliographicCitation,license,rights,URI
wfo-0000491787,"Annual herb, 10–55 cm; stem erect. Stipules narrowly triangular, 0.8–1 mm long. Leaves: petiole terete, 1–5(–7) cm long; blade ovate or lanceolate-ovate, 2.5(–7.5) by 1–3(–4) cm, chartaceous, base cordate or obtuse, sometimes cuneate, margin serrate or crenulate, apex acute, obtuse or acuminate, scabrous on both surfaces, nerves in 2–4 pairs. Inflorescences in groups of (1–)4, axillary, 0.5–1.5(–2) cm long, staminate part apical. Staminate flowers 5–8 per node, buds subglobular, 0.3–0.5 mm in diam.; bracts ovate-oblong or ovate-lanceolate, 0.6–1 by ca 0.2 mm, pubescent outside; pedicel 0.1–0.2 mm long; sepals ovate, ca 0.5 by 0.3 mm, glandular outside, puberulent. Pistillate flowers 1(–3) per node; bracts broadly ovate, 4–6 by 5–9 mm, with 3–5 deep lobes, margin, glabrous inside, hispidulous with glandular hairs outside; sepals 3, ovate, 0.8–1 by 0.3–0.5 mm, hispidulous; ovary globular, 0.8–1 mm in diam., hispidulous; stigmas 1–2.5 mm long. Fruits 3-lobed, globular or subglobular, 1–1.5 by 1.2–2 mm, hispidulous. Seeds ovoid, 1–1.2 by 0.8–1 mm. Sometimes solitary irregular pistillate flowers at the end of branches; pedicel 0.5–1 mm long; sepals 3, ovate-lanceolate, pubescent; style 1, attached at base of ovary, apex fimbriate; ovary 1 locule in fruit; fruits indehiscent, oblate, 2–3 by ca 2 mm, pubescent, with longitudinal suture in the center, apical appendage cup-shaped, 0.8–1.2 mm wide, apically fimbriate.",general,EN,K. Chayamarit & P.C. van Welzen,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000491787,8,1,"Acalypha brachystachya. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 24. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03125
wfo-0000912095,"Shrub, ca 1.5 m high; stem terete, lenticellate. Stipules narrowly triangular, 1.5–2 mm long, pubescent. Leaves: petiole terete, 0.5–2.5 cm long, pubescent; blade ovate, 2–6 by 1–3 cm, chartaceous, base obtuse or cuneate, margin serrate or crenulate, apex acute or obtuse, pubescent on both surfaces, especially on nerves; nerves in 3–5 pairs. Inflorescences solitary, bisexual, axillary, 2–10 cm long, staminate part at base. Staminate flowers 5–10 per node; buds subglobular, 0.3–0.5 mm in diam.; bracts ovate, 0.8–1 by ca 0.5 mm, hispidulous outside; pedicel 0.1–0.2 mm long; sepals ovate, ca 0.5 by 0.3 mm, glandular outside. Pistillate flowers single per node; bracts minute, ovate, 0.8–1 by ca 0.5 mm, margin entire, hispid outside; sepals 3, ovate, 0.8–1 by ca 0.5 mm, hispidulous outside; ovary subglobular, ca 1 mm in diam., hispidulous; stigmas 3–5 mm long. Fruits 3-lobed, globular or subglobular, 1–1.5 by 1.2–2 mm, hispidulous. Seeds ovoid, 1–1.2 by 0.8–1 mm. Sometimes solitary irregular pistillate flowers at the end of the branch; pedicel 0.5–1 mm long; sepals 3, ovate-lanceolate, pubescent; style 1, attached at base of ovary, apex fimbriate; ovary 1-locular; fruits of irregular flowers not found.",general,EN,K. Chayamarit & P.C. van Welzen,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000912095,8,1,"Acalypha delpyana. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 25. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03126
wfo-0000950668,"Shrub, 1–3 m high, possibly dioecious; branches terete, lenticellate, pubescent when young. Stipules triangular, 5–8 mm long, margin serrate or entire, pubescent. Leaves: petiole 2–11 cm long, pubescent; blade ovate or broadly ovate, 7(–11) by 1–3.5(–5) cm, coriaceous, base retuse or obtuse, margin crenulate-serrate, apex acute or acuminate, hispid on both surfaces, nerves in 5–7 pairs. Inflorescences solitary, with only pistillate flowers, axillary, pendulous, (10–)15–35 cm long, flowers densely set, rachis not visible. Staminate flowers unknown. Pistillate flowers 3–8 per node; bracts minute, ovate, 0.5–1 by 0.3–0.5 mm, margin entire, pubescent outside; sepals 3, ovate, 0.7–1 by 0.3–0.5 mm, pubescent outside; ovary subglobular, 1–1.5 mm in diam., tomentose; stigmas dark red, 3–6 mm long. Fruits unknown.",general,EN,K. Chayamarit & P.C. van Welzen,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000950668,8,1,"Acalypha hispida. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 26. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03127
wfo-0000953231,"Annual herb, 15–90 cm high; stem erect, terete, longitudinally grooved, pubescent. Stipules narrowly triangular, 1–2 mm long, margin with glandular hairs. Leaves: petiole terete, 2.5–7(–8) cm long, pubescent; blade rhomboid, 3–7 by 2–6(–7.5) cm, chartaceous, base cuneate, margin crenulate-serrate, apex acute or obtuse, glabrous on both surfaces except veins pubescent, nerves in 4–5 pairs. Inflorescences 1(or 2) together, bisexual, axillary (to terminal), (2–)4–9(–11)cm long, staminate part apical, 0.5–1.5cm long, pistillate flowers at base. Staminate flowers 6–10 per node; bracts ovate-oblong or ovate-lanceolate, 0.8–1 by 0.2–0.3 mm, pubescent outside; buds subglobose, 0.3–0.7 mm in diam.; pedicel 0.1–0.2 mm long; sepals 4, ovate, ca 0.5 by 0.3 mm, glandular outside, puberulous. Pistillate flowers 1(–4) per node; bracts cup shaped, 4–9 by 5–13 mm, remotely serrate with 8–12 teeth, glabrous inside, pubescent outside, visible venation, translucent dots; sepals 3, ovate, 0.7–1.5 by 0.3–0.5 mm, pubescent glandular hairs; ovary subglobular, ca 1.5 mm in diam., pubescent; stigmas 2–3.5 mm long. Fruits 3 lobed, oblate or subglobular, 1.8–2.2 by 2–2.8 mm, pubescent, with glandular hairs. Seeds ovoid, 1.2–1.5 by ca 1 mm. Sometimes solitary irregular pistillate flowers at the end of the branches; pedicel 0.5–5 mm long; sepals 3 or 4, ovate-lanceolate, pubescent; style 1, attached at base of ovary, apex fimbriate; ovary 1-locular; fruit indehiscent, oblate, 2–3 by ca 2 mm, pubescent, with longitudinal suture in the center, appendages tubular at apex, 0.8–1 mm wide, fimbriate apically.",general,EN,K. Chayamarit & P.C. van Welzen,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000953231,8,1,"Acalypha indica. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 26. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03128
wfo-0000958157,"Shrub, 1–4 m high; stem irregulary branched, lenticellate, young twigs pubescent. Stipules linear, 3–7 mm, hispid. Leaves: petiole terete, (1–)2–7(–9) cm long, hispid; blade ovate or ovate-lanceolate, (3–)4–12(–15) by (1–)2–5(–7) cm, chartaceous; base obtuse, cuneate or retuse, with 2 glands; margin serrate or crenulate-serrate; apex acute, acuminate or caudate, hispid on both surfaces, glabrescent above; nerves in 4–5 pairs. Inflorescences in groups of (1–)8, axillary, bisexual, only staminate or solitary condensed pistillate inflorescences. (1–)2–4(–6) cm long, almost completely staminate except for a short, basal pistillate part. Staminate flowers 5–8 per node; bracts ovate, 1–1.5 by 0.8–2 mm, hispid outside; buds subglobular, 0.5–0.7 mm in diam.; pedicel 0.2–0.3 mm long; sepals ovate, ca 0.5 by 0.3 mm, glandular outside, puberulent. Pistillate flowers single per node; bracts ovate or reniform, oblique, 2–4 by 2–5 mm, serrate with 4–7 teeth, hispid on both surfaces, longitudinally veined, with translucent dots; sepals 3, ovate, 0.7–1 by 0.3–0.5 mm, hispid outside; ovary subglobular, ca 1 mm in diam., hispid; stigmas 1.5–3 mm long. Fruits not seen.",general,EN,K. Chayamarit & P.C. van Welzen,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000958157,8,1,"Acalypha kerrii. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 27. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03129
wfo-0000959997,"Annual herb, 15–100 cm high; stem erect, terete, branched, longitudinal grooved, pubescent. Stipules linear, 1.5–3.5 mm, pubescent. Leaves: petiole terete, 2–6(–8) cm long, pubescent; blade ovate or ovate-lanceolate, 3–7(–8.5) by 2–4(–5) cm, chartaceous; base obtuse or cuneate, sometimes with 2 caducous appendages; margin crenulate-serrate; apex acuminate; pubescent on both surfaces; nerves in 4–6 pairs. Inflorescences solitary, bisexual, axillary, 2–6 cm long, single (or paired), short staminate flowers grouped apically, pistillate flowers at base. Staminate flowers 4–7 per node; bracts ovate-oblong or ovate-lanceolate, 0.6–1 by ca 0.2 mm, pubescent outside; buds subglobular, 0.3–0.7 mm in diam.; pedicel 0.1–0.2 mm long; sepals 4, ovate, ca 0.5 by 0.3 mm, glandular outside. Pistillate flowers single per node; bracts cup shaped, reniform when expanded, 2–4 by 4–6 mm, margin minutely serrate with 10–14 teeth, hispid with glandular hairs; sepals 3, ovate, 0.8–1 by 0.3–0.5 mm, hispid with glandular hairs; ovary subglobular, 1–1.5 mm in diam., hispid; stigmas 0.8–2 mm long. Fruits 3-lobed, subglobular, 1.8–2.2 by 2–2.8 mm, hispid with glandular hairs. Seeds ovoid, 1.2–1.8 by ca 1 mm. Sometimes 1–3 irregular pistillate flowers between staminate and normal pistillate flowers; pedicel 0.5–2 mm long; sepals 3, ovate-lanceolate, pubescent; style 1, attached at base of ovary, apex fimbriate; ovary 1-locular; fruits indehiscent, oblate, 2–3 by ca 2 mm, pubescent, with longitudinal suture in the center, appendages cup-shaped at apex, 1.5–2 mm wide, and fimbriate at apex.",general,EN,K. Chayamarit & P.C. van Welzen,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000959997,8,1,"Acalypha lanceolata. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 29. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03130
wfo-0000968118,"Shrub, 1–3 m high; branches terete, lenticellate, pubescent when young. Stipules narrowly triangular or linear, 2–5 mm long, pubescent. Leaves: petioles terete, (1–)2–4(–5.5) cm long, hispid; blade ovate or ovate-lanceolate, (2–)4–(–12) by (1–)2–4(–7) cm, chartaceous; base obtuse, cuneate or retuse; margin serrate or crenulate-serrate; apex acute, acuminate or cuspidate; hispid on both surfaces, glabrescent; nerves in 4–5 pairs. Inflorescences 1 or 2 together, axillary (sometimes terminal), bisexual, only staminate or pistillate flowers, 1–4(–6) cm long, staminate part apical, a short pistillate part at base. Staminate flowers 4–7 together per node; bracts ovate, 1–1.5 by 0.8–1 mm, pubescent outside; buds subglobular, 0.5–1 mm in diam.; pedicel 0.3–1 mm long; sepals ovate, ca 0.5 by 0.3 mm, glandular outside. Pistillate flowers single per node; bracts broadly ovate or reniform, oblique, 2–4 by 2–5 mm, margin serrate with 3–7 teeth, sometimes ± entire, pubescent, longitudinally veined, with translucent dots; sepals 3, ovate, 0.7–1 by 0.3–0.5 mm, pubescent outside; ovary subglobular, 0.8–1.2 mm in diam., echinate; stigmas 1.5–3 mm long. Fruits 3-lobed, oblate, 2–2.5 by 3–4 mm, echinate, hirsute. Seeds ovoid, 1.5 by ca 1 mm.",general,EN,K. Chayamarit & P.C. van Welzen,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000968118,8,1,"Acalypha mairei. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 29. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03131
wfo-0000218686,"Shrub, 1–3 m high; stem erect, branched, lenticellate, pubescent when young. Stipules narrowly triangular, 0.8–1.2 mm long, pubescent, glandular hairs. Leaves: buds prominent, triangular; petiole terete, 1–10 cm long, pubescent; blade ovate or broadly ovate, 6–17 by 3.5–10 cm, chartaceous; base cordate, cuneate or obtuse, sometimes with 2 glands; margin crenulate serrate; apex acute, acuminate or cuspidate; puberulous above, tomentose beneath; nerves in 4–5 pairs. Inflorescences solitary, axillary, bisexual, or only staminate or pistillate flowers, (5–)7–15(–23) cm long, staminate part apically, pistillate flowers at base. Staminate flowers 7–12 per node; bracts ovate, 0.8–1 by 0.4–0.5 mm, hispid with glandular hairs outside; buds 0.3–0.8 mm in diam.; pedicel 0.1–0.3 mm long; sepals ovate, ca 0.5 by 0.3 mm, glandular outside. Pistillate flower single per node; bracts cup-shaped, reniform when expanded, 4–8 by 6–13 mm, margin serrate with 7–12 teeth, hispid, glandular hairs, longitudinally veined, with translucent dots; sepals 3, ovate, 0.8–1.2 by 0.4–0.6 mm, hispid with glandular hairs outside; ovary subglobular, 1–2 mm in diam., hispid; stigmas 3–6 mm long. Fruits 3-lobed, oblate, 2–3 by 3–4 mm, hispid. Seeds ovoid, 2–2.2 by 1.8–2 mm.",general,EN,K. Chayamarit & P.C. van Welzen,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000218686,8,1,"Acalypha pleiogyne. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 30. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03132
wfo-0000236547,"Shrub, 0.5–3 m high; branches terete, longitudinally fissured, pubescent when young. Stipules narrowly triangular, 2–2.5 mm long, pubescent with glandular hairs. Leaves: petiole short, 0.1–0.8 cm long, pubescent; blade rhomboid, 2–7(–11) by 1–3.5(–5) cm, coriaceous, base cuneate, margin crenulate-serrate, apex acute or obtuse, glabrous on both surfaces, nerves in 4–5 pairs. Inflorescences 1(or 2) together, bisexual or only staminate or pistillate flowers, axillary, (1.5–)3–6 cm long, staminate part apically, pistillate flowers at base. Staminate flowers 5–7 per node; bracts triangular, 1–1.2 by 1.2–1.5 mm, pubescent with glandular hairs outside; buds 0.5–1 mm in diam.; pedicel 0.1–0.5 mm; sepals ovate, ca 0.5 by 0.3 mm, glandular outside. Pistillate flowers single per node; bracts cup-shaped, reniform when expanded, 5–7 by 6–10 mm, margin serrate with 9–15 teeth, glossy on both surfaces, prominent reticulated venation outside, translucent dots; sepals 3, ovate, ca 2 by 1 mm, pubescent outside; ovary subglobular, 1–2 mm in diam., echinate; stigmas 2–5 mm long. Fruits (2-or)3-lobed, oblate, 3–5 by 4–7 mm, armed with unsharped thorns with an apical, caducous gland. Seeds ovoid or subglobular, 2–3 by 2–2.5 mm.",general,EN,K. Chayamarit & P.C. van Welzen,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000236547,8,1,"Acalypha siamensis. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 32. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03133
wfo-0000254905,"Shrub, 0.5–4 m high, dioecious (rarely monoecious); branches terete, lenticellate, pubescent when young. Stipules narrowly triangular, 4–7 mm long, pubescent. Leaves: petiole 2–4cin long, hispid; blade broadly ovate or ovate, 7–18 by 5–15 cm, coriaceous, base cuneate or obtuse, margin crenulate-serrate, apex acute or acuminate, hispid on both surfaces, nerves in 5–6 pairs. Inflorescences solitary, mostly unisexual, sometimes both sexes, axillary, upright or pendulous, 5–14(–18) cm long, red, greenish-red or pale green. Staminate flowers 5–7 per node; bracts ovate, 0.8–1 by 0.4–0.5 mm, pubescent; buds 0.3–0.8 mm in diam.; pedicel 0.1–0.2 mm long; sepals ovate, ca 0.5 by 0.3 mm, glandular outside. Pistillate flowers single per node; bractscup shaped, reniform when expanded, ca 3 by 4–5 mm, margin serrate with 5–11 teeth, hispid outside; sepals 3, ovate, 0.7–1 by 0.3–0.5 mm, pubescent outside; ovary subglobular, 0.8–1.2 mm in diam., hispid; stigmas 3–5 mm long, reddish, pinkish or bright green. Fruits not seen.",general,EN,K. Chayamarit & P.C. van Welzen,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000254905,8,1,"Acalypha wilkesiana. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 32. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03134
