Volume,Part,type,description,bibliographicCitation,WFOID,language,contributor,audience,rightsHolder,created,creator,source,rights,license,URI
3,4,distribution,"Thailand, Malaya (type), Borneo and the Philippines.","Acrosorus triangularis. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 597–598. Accessed 2021-07-31",wfo-0000144933,EN,"M. Tagawa, K. Iwatsuki",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000144933,Forest Herbarium,All rights reserved,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0807
3,4,distribution,"Thailand, Himalayas to S. China, Indochina, Taiwan and northwards to the Ryukyus; Khao Chong is the southernmost record of this species.","Aglaomorpha coronans. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 551–552. Accessed 2021-07-31",wfo-0001125793,EN,"M. Tagawa, K. Iwatsuki",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0001125793,Forest Herbarium,All rights reserved,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0739
3,4,distribution,"Thailand, Vietnam (Tonkin, type), Laos.","Arthromeris amplexifolia. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 565. Accessed 2021-07-31",wfo-0001255220,EN,"M. Tagawa, K. Iwatsuki",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0001255220,Forest Herbarium,All rights reserved,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0759
3,4,distribution,"Thailand, Himalayas (type from Bhutan) to Upper Burma, SW. China, Taiwan, and south to the Philippines (Luzon).","Arthromeris lehmannii. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 567. Accessed 2021-07-31",wfo-0001117818,EN,"M. Tagawa, K. Iwatsuki",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0001117818,Forest Herbarium,All rights reserved,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0761
3,4,distribution,Endemic to Thailand.,"Arthromeris phuluangensis. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 565–567. Accessed 2021-07-31",wfo-0000147888,EN,"M. Tagawa, K. Iwatsuki",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000147888,Forest Herbarium,All rights reserved,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0760
3,4,distribution,"Thailand, SW. China (Szechuwan, type and Yunnan).","Arthromeris tatsienensis. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 564–565. Accessed 2021-07-31",wfo-0001125813,EN,"M. Tagawa, K. Iwatsuki",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0001125813,Forest Herbarium,All rights reserved,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0758
3,4,distribution,"American tropics (type from N. America), dispersed to the tropics throughout the world and the range being dubious at present.","Azolla caroliniana. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 605–606. Accessed 2021-07-31",wfo-0001109619,EN,"M. Tagawa, K. Iwatsuki",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0001109619,Forest Herbarium,All rights reserved,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0821
3,4,distribution,Palaeotropics (type from Australia).,"Azolla pinnata. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 605. Accessed 2021-07-31",wfo-0001107239,EN,"M. Tagawa, K. Iwatsuki",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0001107239,Forest Herbarium,All rights reserved,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0820
3,4,distribution,"Thailand, Laos and Vietnam (type).","Belvisia annamensis. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 521. Accessed 2021-07-31",wfo-0001128375,EN,"M. Tagawa, K. Iwatsuki",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0001128375,Forest Herbarium,All rights reserved,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0701
3,4,distribution,"Thailand, Himalayas to SW. China (Yunnan, type) and N. Vietnam.","Belvisia henryi. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 520–521. Accessed 2021-07-31",wfo-0001230270,EN,"M. Tagawa, K. Iwatsuki",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0001230270,Forest Herbarium,All rights reserved,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0700
3,4,distribution,"Tropics of Asia (type from Malay Isl.), from Sri Lanka to Polynesia, north to Vietnam.","Belvisia mucronata. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 520. Accessed 2021-07-31",wfo-0001115943,EN,"M. Tagawa, K. Iwatsuki",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0001115943,Forest Herbarium,All rights reserved,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0699
3,4,distribution,"Tropics of Asia (type from Java), from Sri Lanka to Tahiti.","Belvisia revoluta. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 521–522. Accessed 2021-07-31",wfo-0000147896,EN,"M. Tagawa, K. Iwatsuki",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000147896,Forest Herbarium,All rights reserved,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0702
3,4,distribution,"Thailand, Vietnam (type).","Calymmodon asiaticus. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 594–597. Accessed 2021-07-31",wfo-0001252740,EN,"M. Tagawa, K. Iwatsuki",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0001252740,Forest Herbarium,All rights reserved,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0805
3,4,distribution,"Palaeotropics (type from Java), Sri Lanka and Sumatra to Australia.","Calymmodon cucullatus. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 596. Accessed 2021-07-31",wfo-0001120248,EN,"M. Tagawa, K. Iwatsuki",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0001120248,Forest Herbarium,All rights reserved,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0804
3,4,distribution,"Thailand, Taiwan.","Cheilanthes formosana. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 619. Accessed 2021-07-31",wfo-0001124059,EN,"M. Tagawa, K. Iwatsuki",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0001124059,Forest Herbarium,All rights reserved,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0885
3,4,distribution,"Thailand, Japan and Taiwan.","Cheilanthes krameri. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 618–619. Accessed 2021-07-31",wfo-0001116579,EN,"M. Tagawa, K. Iwatsuki",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0001116579,Forest Herbarium,All rights reserved,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0884
3,4,distribution,Endemic to Thailand.,"Cheilanthes pseudoargentea. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 619. Accessed 2021-07-31",wfo-0000142821,EN,"M. Tagawa, K. Iwatsuki",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000142821,Forest Herbarium,All rights reserved,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0886
3,4,distribution,"Thailand, Nepal, India, China (S. of Yangtze River, type from Yunnan), and the Philippines.","Cheilanthes pseudofarinosa. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 618. Accessed 2021-07-31",wfo-0001233328,EN,"M. Tagawa, K. Iwatsuki",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0001233328,Forest Herbarium,All rights reserved,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0883
3,4,distribution,Endemic to Thailand.,"Cheilanthes siamensis. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 617–618. Accessed 2021-07-31",wfo-0000143037,EN,"M. Tagawa, K. Iwatsuki",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000143037,Forest Herbarium,All rights reserved,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0881
3,4,distribution,"Thailand, S. China, Vietnam, Malesia generally (Sumatra to New Guinea, type from Java), northwards to the warmer parts of Japan through Taiwan and the Ryukyus.","Cheiropleuria bicuspis. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 484–485. Accessed 2021-07-31",wfo-0001117301,EN,"M. Tagawa, K. Iwatsuki",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0001117301,Forest Herbarium,All rights reserved,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0656
3,4,distribution,"Thailand, Sikkim (type), Vietnam and Malaya (Pahang).","Christiopteris tricuspis. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 553. Accessed 2021-07-31",wfo-0001128377,EN,"M. Tagawa, K. Iwatsuki",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0001128377,Forest Herbarium,All rights reserved,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0743
3,4,distribution,"Thailand, Himalayas (type) to S. China, Taiwan and the Ryukyus, south to N. Vietnam and the Phillipines.","Colysis hemionitidea. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 536–538. Accessed 2021-07-31",wfo-0001117223,EN,"M. Tagawa, K. Iwatsuki",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0001117223,Forest Herbarium,All rights reserved,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0721
3,4,distribution,"Thailand, Malesia (type from Java).","Colysis macrophylla. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 538. Accessed 2021-07-31",wfo-0001115934,EN,"M. Tagawa, K. Iwatsuki",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0001115934,Forest Herbarium,All rights reserved,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0722
3,4,distribution,"Thailand, SE. Himalayas (type), SW. China (Yunnan), Vietnam to Malaya.","Colysis pedunculata. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 538–539. Accessed 2021-07-31",wfo-0001117823,EN,"M. Tagawa, K. Iwatsuki",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0001117823,Forest Herbarium,All rights reserved,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0723
3,4,distribution,"Thailand, SW. China (Yunnan, type) and Laos.","Colysis pentaphylla. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 540. Accessed 2021-07-31",wfo-0001125788,EN,"M. Tagawa, K. Iwatsuki",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0001125788,Forest Herbarium,All rights reserved,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0725
3,4,distribution,"Thailand, Himalaya (type) to S. China and Taiwan, extending north to SW. Japan and the Ryukyus, south to Indochina and the Philippines.","Colysis pothifolia. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 540–541. Accessed 2021-07-31",wfo-0001107252,EN,"M. Tagawa, K. Iwatsuki",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0001107252,Forest Herbarium,All rights reserved,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0726
3,4,distribution,"Thailand, China (Kwangtung and Kwangsri, type).","Colysis wui. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 539–540. Accessed 2021-07-31",wfo-0001125785,EN,"M. Tagawa, K. Iwatsuki",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0001125785,Forest Herbarium,All rights reserved,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0724
3,4,distribution,"Thailand, China (Kwangtung, type) and N. Vietnam.","Crypsinus cruciformis. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 559. Accessed 2021-07-31",wfo-0001125804,EN,"M. Tagawa, K. Iwatsuki",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0001125804,Forest Herbarium,All rights reserved,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0750
3,4,distribution,"Thailand, NE. India (type) and SW. China.","Crypsinus ebenipes. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 561–562. Accessed 2021-07-31",wfo-0001125812,EN,"M. Tagawa, K. Iwatsuki",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0001125812,Forest Herbarium,All rights reserved,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0753
3,4,distribution,"Thailand, Malesia.","Crypsinus enervis. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 557–558. Accessed 2021-07-31",wfo-0001115938,EN,"M. Tagawa, K. Iwatsuki",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0001115938,Forest Herbarium,All rights reserved,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0748
3,4,distribution,"Thailand, India (type), Upper Burma, SW. China and Vietnam.","Crypsinus griffithianus. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 554–556. Accessed 2021-07-31",wfo-0001125797,EN,"M. Tagawa, K. Iwatsuki",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0001125797,Forest Herbarium,All rights reserved,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0745
3,4,distribution,Endemic to Thailand.,"Crypsinus hirsutus. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 560–561. Accessed 2021-07-31",wfo-0001260483,EN,"M. Tagawa, K. Iwatsuki",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0001260483,Forest Herbarium,All rights reserved,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0752
3,4,distribution,"Thailand, W. Malesia (type from Java).","Crypsinus laciniatus. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 562. Accessed 2021-07-31",wfo-0000148009,EN,"M. Tagawa, K. Iwatsuki",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000148009,Forest Herbarium,All rights reserved,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0754
3,4,distribution,"Thailand, N. India (type), Upper Burma, SW. China (Yunnan & Szechuwan) and Indochina.","Crypsinus oxylobus. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 559–560. Accessed 2021-07-31",wfo-0001125807,EN,"M. Tagawa, K. Iwatsuki",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0001125807,Forest Herbarium,All rights reserved,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0751
