WFOID,vernacularName,identifier,isPreferredName,source,language,countryCode,uri,bibliographicCitation,rights,license
wfo-0001125793,bai kut om (ใบกูดอ้อม)(Northern),ver-THA-0001125793.01,0.0,ref-THA-0001125793,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0739,"Aglaomorpha coronans. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 551–552. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0001109619,nae daeng (แหนแดง)(Northern),ver-THA-0001109619.01,0.0,ref-THA-0001109619,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0821,"Azolla caroliniana. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 605–606. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0001107239,nae daeng (แหนแดง)(Central),ver-THA-0001107239.01,0.0,ref-THA-0001107239,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0820,"Azolla pinnata. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 605. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0001117301,bua chaek (บัวแฉก)(Peninsular),ver-THA-0001117301.01,0.0,ref-THA-0001117301,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0656,"Cheiropleuria bicuspis. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 484–485. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0001117223,kut hang nok kailing (กูดหางนกกะลิง)(Northern),ver-THA-0001117223.01,0.0,ref-THA-0001117223,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0721,"Colysis hemionitidea. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 536–538. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0001125807,kut hom (กูดฮ่อม)(Northern),ver-THA-0001125807.01,0.0,ref-THA-0001125807,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0751,"Crypsinus oxylobus. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 559–560. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0001127475,wan nok aen (ว่านนกแอ่น)(Peninsular),ver-THA-0001127475.01,0.0,ref-THA-0001127475,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0749,"Crypsinus trilobus. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 558–559. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0001115259,bua chaek (บัวแฉก)(Peninsular),ver-THA-0001115259.01,0.0,ref-THA-0001115259,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0653,"Dipteris conjugata. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 481–483. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0001116308,klet nakkharat (เกล็ดนาคราช)(Central),ver-THA-0001116308.01,0.0,ref-THA-0001116308,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0663,"Drymoglossum piloselloides. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 490–491. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0001116308,kip ma lom (กีบม้าลม)(Northern),ver-THA-0001116308.02,0.0,ref-THA-0001116308,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0663,"Drymoglossum piloselloides. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 490–491. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0001116308,man hia (มันเหี้ย)(Southeastern),ver-THA-0001116308.03,0.0,ref-THA-0001116308,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0663,"Drymoglossum piloselloides. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 490–491. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0001115919,kratae tai mai (กระแตไต่ไม้)(Central),ver-THA-0001115919.01,0.0,ref-THA-0001115919,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0733,"Drynaria quercifolia. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 546. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0001115919,kut kha hok (กูดขาฮอก)(Karen-Northern),ver-THA-0001115919.02,0.0,ref-THA-0001115919,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0733,"Drynaria quercifolia. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 546. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0001115919,chao-wa-na (เช้าวะนะ)(Karen-Northern),ver-THA-0001115919.03,0.0,ref-THA-0001115919,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0733,"Drynaria quercifolia. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 546. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0001115919,phu-dong khae (พุดองแคระ)(Karen-Northern),ver-THA-0001115919.04,0.0,ref-THA-0001115919,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0733,"Drynaria quercifolia. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 546. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0001115919,dao-ka-lo (เดากาโละ)(Karen-Northern),ver-THA-0001115919.05,0.0,ref-THA-0001115919,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0733,"Drynaria quercifolia. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 546. Accessed 2021-07-31",Forest Herbarium,All rights reserved
