taxonID,type,description,rightsHolder,source,bibliographicCitation,url,rights,license
wfo-0000193994,conservation,"Cojoba bahorucensis is presently known from a population of 25 mature and juvenile individual trees in a remnant of primitive forest, most of which has been cut to provide space for agriculture and grazing. It was probably much commoner formerly, but must now be considered an endangered species, threatened with extinction. It is proper to the Sotobosque, on calcareous bedrock, in an area corresponding with subtropical moist forest, with about 1050-1350 mm annual rainfall and mean annual temperature near 26°C (according to nearest meteorological stations).",The New York Botanical Garden,102923,"Barneby, Rupert C. & Grimes, James W. 1997. Silk tree, guanacaste, monkey's earring: A generic system for the synandrous Mimosaceae of the Americas. Part II. Pithecellobium, Cojoba, and Zygia. Mem. New York Bot. Gard. 74: 1-149.",,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
