WFO_ID,assessmentId,internalTaxonId,scientificName,familyName,genusName,speciesName,infraType,infraName,infraAuthority,authority,redlistCategory,redlistCriteria,criteriaVersion,populationTrend,scopes
wfo-0001263644,205617000,205096507,Licaria chinanteca,LAURACEAE,Licaria,chinanteca,,,,Lorea-Hern.,Least Concern,,3.1,Stable,Global
wfo-0001047817,205617020,205176559,Lyonia squamulosa,ERICACEAE,Lyonia,squamulosa,,,,M.Martens & Galeotti,Least Concern,,3.1,Stable,Global
wfo-0000231683,205617025,205176606,Mabea occidentalis,EUPHORBIACEAE,Mabea,occidentalis,,,,Benth.,Least Concern,,3.1,Stable,Global
wfo-0001076225,205617030,205176927,Malpighia mexicana,MALPIGHIACEAE,Malpighia,mexicana,,,,A.Juss.,Least Concern,,3.1,Stable,Global
wfo-0001076629,205617035,205176945,Malpighia ovata,MALPIGHIACEAE,Malpighia,ovata,,,,Rose,Least Concern,,3.1,Decreasing,Global
wfo-0000236325,205617040,205177527,Margaritaria nobilis,PHYLLANTHACEAE,Margaritaria,nobilis,,,,L.f.,Least Concern,,3.1,Stable,Global
wfo-0000450181,205617045,205178458,Meliosma dentata,SABIACEAE,Meliosma,dentata,,,,(Liebm.) Urb.,Least Concern,,3.1,Stable,Global
wfo-0001078827,205617055,205185126,Miconia elata,MELASTOMATACEAE,Miconia,elata,,,,(Sw.) DC.,Least Concern,,3.1,Stable,Global
wfo-0001079722,205617070,205185595,Miconia matthaei,MELASTOMATACEAE,Miconia,matthaei,,,,Naudin,Least Concern,,3.1,Stable,Global
wfo-0001081632,205617075,205185606,Miconia mexicana,MELASTOMATACEAE,Miconia,mexicana,,,,(Bonpl.) Naudin,Least Concern,,3.1,Stable,Global
wfo-0000163858,205617105,205350197,Muellera frutescens,FABACEAE,Muellera,frutescens,,,,(Aubl.) Standl.,Least Concern,,3.1,Stable,Global
wfo-0001143269,205617110,205353802,Myriocarpa bifurca,URTICACEAE,Myriocarpa,bifurca,,,,Liebm.,Least Concern,,3.1,Stable,Global
wfo-0000453706,205617115,205353907,Myrsine guianensis,PRIMULACEAE,Myrsine,guianensis,,,,(Aubl.) Kuntze,Least Concern,,3.1,Stable,Global
wfo-0001259846,205617165,205382204,Ocotea sauroderma,LAURACEAE,Ocotea,sauroderma,,,,Lorea-Hern.,Least Concern,,3.1,Stable,Global
wfo-0000895386,205617180,205383918,Olmediella betschleriana,SALICACEAE,Olmediella,betschleriana,,,,(Göpp.) Loes.,Least Concern,,3.1,Stable,Global
wfo-1200026081,205617185,205384987,Oreopanax guatemalensis,ARALIACEAE,Oreopanax,guatemalensis,,,,(Lem. ex Bosse) Decne. & Planch. ex Witte,Least Concern,,3.1,Stable,Global
wfo-0000262931,205617200,205386381,Palicourea guianensis,RUBIACEAE,Palicourea,guianensis,,,,Aubl.,Least Concern,,3.1,Stable,Global
