WFO_ID,assessmentId,internalTaxonId,scientificName,familyName,genusName,speciesName,infraType,infraName,infraAuthority,authority,redlistCategory,redlistCriteria,criteriaVersion,populationTrend,scopes
wfo-0001268081,754695,157961,Urogentias ulugurensis,GENTIANACEAE,Urogentias,ulugurensis,,,,Gilg & Gilg-Ben.,Near Threatened,B1a+2a,3.1,Unknown,Global
wfo-0000648611,755006,157968,Diospyros bussei,EBENACEAE,Diospyros,bussei,,,,Gürke,Near Threatened,B2ab(iii),3.1,Decreasing,Global
wfo-0000730444,755097,157969,Impatiens engleri,BALSAMINACEAE,Impatiens,engleri,,,,Gilg,Near Threatened,B2ab(iii),3.1,Unknown,Global
wfo-0000038685,759682,158073,Helichrysum kalandanum,ASTERACEAE,Helichrysum,kalandanum,,,,Lisowski,Near Threatened,B2a,3.1,Decreasing,Global
wfo-0001101763,759966,158079,Oxygonum lobatum,POLYGONACEAE,Oxygonum,lobatum,,,,R.A.Graham,Near Threatened,B1a+2a,3.1,Unknown,Global
wfo-0000094284,760134,158084,Sphaeranthus spathulatus,ASTERACEAE,Sphaeranthus,spathulatus,,,,Peter,Near Threatened,B2a,3.1,Unknown,Global
wfo-0000702069,760292,158087,Gerrardanthus grandiflorus,CUCURBITACEAE,Gerrardanthus,grandiflorus,,,,Gilg ex Cogn.,Near Threatened,B2ab(iii),3.1,Decreasing,Global
wfo-0000620468,762518,158140,Cordia faulknerae,CORDIACEAE,Cordia,faulknerae,,,,Verdc.,Near Threatened,B2b(iii),3.1,Unknown,Global
wfo-0000497241,763135,158153,Saintpaulia ionantha,GESNERIACEAE,Saintpaulia,ionantha,,,,I.Darbysh. & Pócs,Near Threatened,,3.1,Decreasing,Global
wfo-0001074160,766810,158211,Mostuea microphylla,GELSEMIACEAE,Mostuea,microphylla,,,,Engl.,Near Threatened,B2ab(iii),3.1,Unknown,Global
wfo-0001281406,767400,158225,Ludwigia speciosa,ONAGRACEAE,Ludwigia,speciosa,,,,"(Brenan) Hoch, Goldblatt & P.H.Raven",Near Threatened,B2a,3.1,Unknown,Global
wfo-0001253740,771341,158304,Streptocarpus montanus,GESNERIACEAE,Streptocarpus,montanus,,,,Oliv.,Near Threatened,,3.1,Unknown,Global
wfo-0000632303,772379,158333,Cylicomorpha parviflora,CARICACEAE,Cylicomorpha,parviflora,,,,Urb.,Near Threatened,B2ab(iii),3.1,Decreasing,Global
wfo-0001277683,774025,158369,Streptocarpus inflatus,GESNERIACEAE,Streptocarpus,inflatus,,,,B.L.Burtt,Near Threatened,,3.1,Stable,Global
wfo-0001087331,774133,158373,Olax pentandra,OLACACEAE,Olax,pentandra,,,,Sleumer,Near Threatened,B2ab(iii),3.1,Unknown,Global
wfo-0000801545,1050155,164440,Zannichellia obtusifolia,POTAMOGETONACEAE,Zannichellia,obtusifolia,,,,"Talavera, Garcia-Murillo & Smit",Near Threatened,"B2ab(ii,iii,iv)",3.1,Decreasing,Global & Mediterranean
wfo-0000260722,1078646,165178,Origanum scabrum,LAMIACEAE,Origanum,scabrum,,,,Boiss. & Heldr.,Near Threatened,B1b(iii)+2b(iii),3.1,Unknown,"Global, Europe & Mediterranean"
wfo-0000458679,1082712,165444,Tamarix jordanis,TAMARICACEAE,Tamarix,jordanis,,,,Boiss.,Near Threatened,B1b(iii),3.1,Unknown,Global
wfo-0000189075,1314728,170467,Vigna procera,FABACEAE,Vigna,procera,,,,Welw. ex Hiern,Near Threatened,,3.1,Decreasing,Global
wfo-0000648971,1383426,173400,Diospyros fuscovelutina,EBENACEAE,Diospyros,fuscovelutina,,,,Baker,Near Threatened,,3.1,Decreasing,Global
wfo-0000649229,1384670,173426,Diospyros longiflora,EBENACEAE,Diospyros,longiflora,,,,Letouzey & F.White,Near Threatened,,3.1,Decreasing,Global
wfo-0000649914,1385973,173457,Diospyros urschii,EBENACEAE,Diospyros,urschii,,,,H.Perrier,Near Threatened,,3.1,Decreasing,Global
wfo-0000649775,1387487,173495,Diospyros sphaerosepala,EBENACEAE,Diospyros,sphaerosepala,,,,Baker,Near Threatened,"B2ab(ii,iii,iv,v)",3.1,Decreasing,Global
wfo-0000366448,1387999,173508,Lissocarpa guianensis,EBENACEAE,Lissocarpa,guianensis,,,,Gleason,Near Threatened,"B2b(ii,iii,iv)",3.1,Stable,Global
wfo-0000649770,1390109,173560,Diospyros soyauxii,EBENACEAE,Diospyros,soyauxii,,,,Gürke & K.Schum.,Near Threatened,,3.1,Stable,Global
wfo-0000649867,1393407,173645,Diospyros torquata,EBENACEAE,Diospyros,torquata,,,,H.Perrier,Near Threatened,B2ab(iii),3.1,Decreasing,Global
wfo-0000649376,1394153,173661,Diospyros multiflora,EBENACEAE,Diospyros,multiflora,,,,Blanco,Near Threatened,"B2ab(i,ii,iii)",3.1,Decreasing,Global
wfo-0000649521,1395480,173697,Diospyros perrieri,EBENACEAE,Diospyros,perrieri,,,,Jum.,Near Threatened,"B2ab(iii,v)",3.1,Decreasing,Global
wfo-0000649423,1395936,173705,Diospyros nur,EBENACEAE,Diospyros,nur,,,,B.Walln.,Near Threatened,,3.1,Stable,Global
wfo-0000649313,1396310,173715,Diospyros masoalensis,EBENACEAE,Diospyros,masoalensis,,,,H.Perrier,Near Threatened,,3.1,Decreasing,Global
wfo-0000648607,1397795,173747,Diospyros bumelioides,EBENACEAE,Diospyros,bumelioides,,,,Standl.,Near Threatened,"B2b(i,ii,iii,iv,v)",3.1,Stable,Global
wfo-0000649428,1400241,173805,Diospyros oaxacana,EBENACEAE,Diospyros,oaxacana,,,,Standl.,Near Threatened,"B2b(i,ii,iii)",3.1,Decreasing,Global
wfo-0000367405,1401032,173825,Lissocarpa uyat,EBENACEAE,Lissocarpa,uyat,,,,B.Walln.,Near Threatened,B2ab(iii),3.1,Decreasing,Global
wfo-0000649765,1401055,173826,Diospyros sonorae,EBENACEAE,Diospyros,sonorae,,,,Standl.,Near Threatened,"B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v)",3.1,Decreasing,Global
wfo-0000367412,1401929,173851,Lissocarpa kating,EBENACEAE,Lissocarpa,kating,,,,B.Walln.,Near Threatened,B2ab(iii),3.1,Decreasing,Global
wfo-0000649493,1403080,173880,Diospyros parifolia,EBENACEAE,Diospyros,parifolia,,,,H.Perrier,Near Threatened,,3.1,Decreasing,Global
wfo-0000649277,1403464,173890,Diospyros maingayi,EBENACEAE,Diospyros,maingayi,,,,(Hiern) Bakh.,Near Threatened,"B2b(i,ii,iii,iv,v)",3.1,Decreasing,Global
wfo-0000648788,1403997,173903,Diospyros domingensis,EBENACEAE,Diospyros,domingensis,,,,(Urb.) Alain,Near Threatened,"B2ab(i,ii,iii,iv,v)",3.1,Decreasing,Global
wfo-0000649345,1405566,173941,Diospyros microrhombus,EBENACEAE,Diospyros,microrhombus,,,,Hiern,Near Threatened,,3.1,Decreasing,Global
wfo-0000649482,1406511,173961,Diospyros palmeri,EBENACEAE,Diospyros,palmeri,,,,Eastw.,Near Threatened,"B2b(i,ii,iii,iv,v)",3.1,Stable,Global
wfo-0000649215,1406645,173964,Diospyros liberiensis,EBENACEAE,Diospyros,liberiensis,,,,A.Chev. ex Hutch. & Dalziel,Near Threatened,B2ab(iii),3.1,Unknown,Global
wfo-0000649191,1409215,174007,Diospyros lanceolata,EBENACEAE,Diospyros,lanceolata,,,,Poir.,Near Threatened,"B2ab(ii,iii)",3.1,Decreasing,Global
wfo-0000648604,1409468,174014,Diospyros britannoborneensis,EBENACEAE,Diospyros,britannoborneensis,,,,Bakh.,Near Threatened,"B2b(i,ii,iii)",3.1,Decreasing,Global
wfo-0000649117,1409782,174024,Diospyros intricata,EBENACEAE,Diospyros,intricata,,,,(A.Gray) Standl.,Near Threatened,"B1b(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v)",3.1,Decreasing,Global
wfo-0000730497,1419539,175215,Impatiens gardneriana,BALSAMINACEAE,Impatiens,gardneriana,,,,Wight,Near Threatened,B2b(iii),3.1,Unknown,Global
wfo-0000214041,1431194,176101,Vicia barbazitae,FABACEAE,Vicia,barbazitae,,,,Guss. & Ten.,Near Threatened,B2b(iii),3.1,Unknown,Global
wfo-0000187535,1433395,176118,Vicia qatmensis,FABACEAE,Vicia,qatmensis,,,,Gomb.,Near Threatened,B1a(i)+2a(i),3.1,Unknown,Global
wfo-0000272989,1494246,177605,Physokentia petiolata,ARECACEAE,Physokentia,petiolata,,,,(Burret) D.Fuller,Near Threatened,B1b(iii),3.1,Unknown,Global
wfo-0001261148,1499004,177878,Santalum austrocaledonicum,SANTALACEAE,Santalum,austrocaledonicum,,,,Vieill.,Near Threatened,"B2b(i,ii,iii,iv,v)",3.1,Decreasing,Global
wfo-0000176081,1573139,179265,Ormocarpum schliebenii,FABACEAE,Ormocarpum,schliebenii,,,,Harms,Near Threatened,,3.1,Decreasing,Global
wfo-0001290554,1573277,179267,Maerua kaessneri,CAPPARACEAE,Maerua,kaessneri,,,,Gilg & Gilg-Ben.,Near Threatened,B2ab(v),3.1,Unknown,Global
wfo-0001276555,1575897,179350,Huperzia holstii,LYCOPODIACEAE,Huperzia,holstii,,,,(Hieron.) Pic.Serm.,Near Threatened,,3.1,Unknown,Global
wfo-0000242993,1576428,179364,Micrococca holstii,EUPHORBIACEAE,Micrococca,holstii,,,,(Pax) Prain,Near Threatened,B2ab(iii),3.1,Unknown,Global
wfo-0000911218,1576588,179374,Achyrospermum scandens,LAMIACEAE,Achyrospermum,scandens,,,,Polhill,Near Threatened,B1a+2a,3.1,Stable,Global
wfo-0000961131,1576751,179379,Euphorbia bussei,EUPHORBIACEAE,Euphorbia,bussei,,,,Pax,Near Threatened,B2b(iii),3.1,Unknown,Global
