WFO_ID,assessmentId,internalTaxonId,scientificName,familyName,genusName,speciesName,infraType,infraName,infraAuthority,authority,redlistCategory,redlistCriteria,criteriaVersion,populationTrend,scopes
wfo-0000620474,754782,157963,Cordia fissistyla,CORDIACEAE,Cordia,fissistyla,,,,Vollesen,Vulnerable,D2,3.1,Unknown,Global
wfo-0000025725,754876,157966,Blepharispermum xerothamnum,ASTERACEAE,Blepharispermum,xerothamnum,,,,Mattf.,Vulnerable,B2ab(iii),3.1,Decreasing,Global
wfo-0000115704,756193,157992,Vernonia luhomeroensis,ASTERACEAE,Vernonia,luhomeroensis,,,,Q.Luke & Beentje,Vulnerable,D1,3.1,Stable,Global
wfo-0000282604,756882,158012,Premna discolor,LAMIACEAE,Premna,discolor,,,,Verdc.,Vulnerable,B1ab(iii)+2ab(iii),3.1,Decreasing,Global
wfo-0000271030,758402,158043,Phyllanthus frazieri,PHYLLANTHACEAE,Phyllanthus,frazieri,,,,Radcl.-Sm.,Vulnerable,D2,3.1,Unknown,Global
wfo-0001238968,759247,158062,Streptocarpus schliebenii,GESNERIACEAE,Streptocarpus,schliebenii,,,,Mansf.,Vulnerable,B1ab(iii)+2ab(iii),3.1,Unknown,Global
wfo-0000599403,759530,158069,Chamaecrista mwangokae,FABACEAE,Chamaecrista,mwangokae,,,,Gereau & G.M.Walters,Vulnerable,D2,3.1,Unknown,Global
wfo-0000730609,759642,158071,Impatiens kentrodonta,BALSAMINACEAE,Impatiens,kentrodonta,,,,Gilg,Vulnerable,B1ab(iii)+2ab(iii),3.1,Unknown,Global
wfo-0001268082,759739,158074,Swertia schliebenii,GENTIANACEAE,Swertia,schliebenii,,,,Mildbr.,Vulnerable,D2,3.1,Unknown,Global
wfo-0000884511,759915,158078,Clerodendrum myrianthum,LAMIACEAE,Clerodendrum,myrianthum,,,,Mildbr.,Vulnerable,D2,3.1,Unknown,Global
wfo-0000730820,760083,158083,Impatiens palliderosea,BALSAMINACEAE,Impatiens,palliderosea,,,,Gilg,Vulnerable,B1ab(iii)+2ab(iii),3.1,Unknown,Global
wfo-0000730579,760242,158086,Impatiens ioides,BALSAMINACEAE,Impatiens,ioides,,,,G.M.Schulze,Vulnerable,B2ab(iii),3.1,Unknown,Global
wfo-0001046265,760356,158088,Psilotrichum fallax,AMARANTHACEAE,Psilotrichum,fallax,,,,C.C.Towns.,Vulnerable,B1ab(iii)+2ab(iii),3.1,Decreasing,Global
