WFOID,type,language,description,contributor,audience,rightsHolder,created,creator,source,rights,license,bibliographicCitation,URI,Volume,Part
wfo-0000521489,distribution,EN,"Widely distributed along the shores from India, Burma, Indochina, southern China to Philippines, and southwards through Malesia to tropical Australia.","K. Larsen, Chi-ming Hu",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000521489,Forest Herbarium,All rights reserved,"Aegiceras corniculatum. Flora of Thailand. Vol. 6. Part 2, 1996. Pg. 176. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01714,6,2
wfo-0000543836,distribution,EN,Endemic to Thailand.,"K. Larsen, Chi-ming Hu",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000543836,Forest Herbarium,All rights reserved,"Ardisia alata. Flora of Thailand. Vol. 6. Part 2, 1996. Pg. 112. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01611,6,2
wfo-0000543857,distribution,EN,"Thailand, Burma.","K. Larsen, Chi-ming Hu",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000543857,Forest Herbarium,All rights reserved,"Ardisia amherstiana pubescens. Flora of Thailand. Vol. 6. Part 2, 1996. Pg. 127. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/florainfra.html?tdcode=01632,6,2
wfo-0000543880,distribution,EN,Endemic to Thailand.,"K. Larsen, Chi-ming Hu",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000543880,Forest Herbarium,All rights reserved,"Ardisia aprica. Flora of Thailand. Vol. 6. Part 2, 1996. Pg. 127. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01633,6,2
wfo-0000543898,distribution,EN,Endemic to Thailand.,"K. Larsen, Chi-ming Hu",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000543898,Forest Herbarium,All rights reserved,"Ardisia atrovirens. Flora of Thailand. Vol. 6. Part 2, 1996. Pg. 110. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01610,6,2
wfo-0000543899,distribution,EN,"Thailand, Burma (type), China, Vietnam.","K. Larsen, Chi-ming Hu",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000543899,Forest Herbarium,All rights reserved,"Ardisia attenuata. Flora of Thailand. Vol. 6. Part 2, 1996. Pg. 129. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01636,6,2
wfo-0000543940,distribution,EN,Endemic to Thailand.,"K. Larsen, Chi-ming Hu",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000543940,Forest Herbarium,All rights reserved,"Ardisia betongensis. Flora of Thailand. Vol. 6. Part 2, 1996. Pg. 88. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01581,6,2
wfo-0000543968,distribution,EN,Endemic to Thailand.,"K. Larsen, Chi-ming Hu",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000543968,Forest Herbarium,All rights reserved,"Ardisia bractescens. Flora of Thailand. Vol. 6. Part 2, 1996. Pg. 145. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01657,6,2
wfo-0000544074,distribution,EN,"Thailand, Vietnam, West Malaysia, Java, Sumatra.","K. Larsen, Chi-ming Hu",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000544074,Forest Herbarium,All rights reserved,"Ardisia collinsiae. Flora of Thailand. Vol. 6. Part 2, 1996. Pg. 116. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01617,6,2
wfo-0000544079,distribution,EN,"Thailand, India, Burma, Indo-China, West Malaysia, Java (type).","K. Larsen, Chi-ming Hu",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000544079,Forest Herbarium,All rights reserved,"Ardisia colorata. Flora of Thailand. Vol. 6. Part 2, 1996. Pg. 101. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01597,6,2
wfo-0000544092,distribution,EN,Endemic to Thailand.,"K. Larsen, Chi-ming Hu",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000544092,Forest Herbarium,All rights reserved,"Ardisia confusa. Flora of Thailand. Vol. 6. Part 2, 1996. Pg. 136. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01648,6,2
wfo-0000544093,distribution,EN,Endemic to Thailand.,"K. Larsen, Chi-ming Hu",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000544093,Forest Herbarium,All rights reserved,"Ardisia congesta. Flora of Thailand. Vol. 6. Part 2, 1996. Pg. 87. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01579,6,2
wfo-0001085852,distribution,EN,"Thailand, China (type), Vietnam.","K. Larsen, Chi-ming Hu",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0001085852,Forest Herbarium,All rights reserved,"Ardisia corymbifera corymbifera. Flora of Thailand. Vol. 6. Part 2, 1996. Pg. 133. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/florainfra.html?tdcode=01642,6,2
wfo-0001389901,distribution,EN,Endemic to Thailand.,"K. Larsen, Chi-ming Hu",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0001389901,Forest Herbarium,All rights reserved,"Ardisia corymbifera euryoides. Flora of Thailand. Vol. 6. Part 2, 1996. Pg. 134. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/florainfra.html?tdcode=01643,6,2
wfo-0001085856,distribution,EN,"A widely distributed species found from India, Burma through south China, Vietnam to Japan and Philippines, and southwards to Malay Peninsula.","K. Larsen, Chi-ming Hu",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0001085856,Forest Herbarium,All rights reserved,"Ardisia crenata crenata. Flora of Thailand. Vol. 6. Part 2, 1996. Pg. 135. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/florainfra.html?tdcode=01646,6,2
wfo-0000544165,distribution,EN,Endemic to Thailand.,"K. Larsen, Chi-ming Hu",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000544165,Forest Herbarium,All rights reserved,"Ardisia curvistyla. Flora of Thailand. Vol. 6. Part 2, 1996. Pg. 151. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01677,6,2
wfo-0000544170,distribution,EN,"Thailand, Sumatra (type), Borneo.","K. Larsen, Chi-ming Hu",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000544170,Forest Herbarium,All rights reserved,"Ardisia cymosa. Flora of Thailand. Vol. 6. Part 2, 1996. Pg. 95. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01591,6,2
wfo-0000544252,distribution,EN,Endemic to Thailand.,"K. Larsen, Chi-ming Hu",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000544252,Forest Herbarium,All rights reserved,"Ardisia eglandulosa. Flora of Thailand. Vol. 6. Part 2, 1996. Pg. 93. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01587,6,2
wfo-0000544255,distribution,EN,"Thailand, S. India, Cambodia, Malay Peninsula, Indonesia, New Guinea.","K. Larsen, Chi-ming Hu",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000544255,Forest Herbarium,All rights reserved,"Ardisia elliptica. Flora of Thailand. Vol. 6. Part 2, 1996. Pg. 128. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01635,6,2
