taxonID,description,type,source,identifier,reference,license
wfo-0000513605,A soft-wooded shrub,morphology,urn:kew.org:fwta:spec:desc:1,urn:lsid:ipni.org:names:44821-1,,
wfo-0000513605,Funnel-shaped white flowers.,morphology,urn:kew.org:fwta:spec:desc:2,urn:lsid:ipni.org:names:44821-1,,
wfo-0000513837,An erect almost unbranched plant with fleshy stem up to 6 ft. high,morphology,urn:kew.org:fwta:spec:desc:3,urn:lsid:ipni.org:names:44868-1,,
wfo-0000513865,"Plant up to 6 ft. high, stems woody, sparsely branched",morphology,urn:kew.org:fwta:spec:desc:5,urn:lsid:ipni.org:names:44894-1,,
wfo-0000513865,"Leaves dark glossy green above, paler beneath, papery, scabrid bracts and calyx-lobes whitish with green veins",morphology,urn:kew.org:fwta:spec:desc:6,urn:lsid:ipni.org:names:44894-1,,
wfo-0000520469,A climbing shrub,morphology,urn:kew.org:fwta:spec:desc:8,urn:lsid:ipni.org:names:44995-1,,
wfo-0000520469,"Finely rusty-pubescent on the young parts, becoming glabrous",morphology,urn:kew.org:fwta:spec:desc:9,urn:lsid:ipni.org:names:44995-1,,
wfo-0000520469,Fairly large leaves,morphology,urn:kew.org:fwta:spec:desc:10,urn:lsid:ipni.org:names:44995-1,,
wfo-0000520469,White flowers about 3/4 in. long in interrupted spikes forming a panicle,morphology,urn:kew.org:fwta:spec:desc:11,urn:lsid:ipni.org:names:44995-1,,
wfo-0000520469,Fruits 1 in. long.,morphology,urn:kew.org:fwta:spec:desc:12,urn:lsid:ipni.org:names:44995-1,,
wfo-0000520470,"Erect, little-branched shrub up to 6 ft. high with brown-pilose stem and petioles",morphology,urn:kew.org:fwta:spec:desc:13,urn:lsid:ipni.org:names:44996-1,,
wfo-0000520470,"Leaves glabrescent above, softly hairy beneath",morphology,urn:kew.org:fwta:spec:desc:14,urn:lsid:ipni.org:names:44996-1,,
wfo-0000520470,Corolla pure white or white with crimson markings,morphology,urn:kew.org:fwta:spec:desc:15,urn:lsid:ipni.org:names:44996-1,,
wfo-0000520514,Tall herb or undershrub 3-4 ft. high,morphology,urn:kew.org:fwta:spec:desc:17,urn:lsid:ipni.org:names:45034-1,,
wfo-0000520514,Yellow-green flowers  dull purple stripes on the upper lip and purple markings on the lower lip,morphology,urn:kew.org:fwta:spec:desc:18,urn:lsid:ipni.org:names:45034-1,,
wfo-0000520534,A climbing shrub like the last (Adhatoda buchholzii),morphology,urn:kew.org:fwta:spec:desc:20,urn:lsid:ipni.org:names:45054-1,,
wfo-0000520534,"Interrupted simple spikes of flowers 1 in. long, white  purple spots.",morphology,urn:kew.org:fwta:spec:desc:21,urn:lsid:ipni.org:names:45054-1,,
wfo-0000520552,A shrub about 12 ft. high,morphology,urn:kew.org:fwta:spec:desc:22,urn:lsid:ipni.org:names:45075-1,,
wfo-0000520552,Tawny-pubescent on the young parts,morphology,urn:kew.org:fwta:spec:desc:23,urn:lsid:ipni.org:names:45075-1,,
wfo-0000520552,Rather large leaves,morphology,urn:kew.org:fwta:spec:desc:24,urn:lsid:ipni.org:names:45075-1,,
wfo-0000520552,Flowers 1/2 in. long in long close spikes with strongly-nerved bracts.,morphology,urn:kew.org:fwta:spec:desc:25,urn:lsid:ipni.org:names:45075-1,,
wfo-0000520576,A shrub or small tree up to 16 ft. high,morphology,urn:kew.org:fwta:spec:desc:26,urn:lsid:ipni.org:names:45098-1,,
wfo-0000520576,Brownish-velvety tomentose on the young parts,morphology,urn:kew.org:fwta:spec:desc:27,urn:lsid:ipni.org:names:45098-1,,
wfo-0000520576,Large shining leaves,morphology,urn:kew.org:fwta:spec:desc:28,urn:lsid:ipni.org:names:45098-1,,
wfo-0000520576,White flowers 3/4 in. long in a large erect panicle,morphology,urn:kew.org:fwta:spec:desc:29,urn:lsid:ipni.org:names:45098-1,,
wfo-0000520598,Herbaceous undershrub 2-4 ft. high,morphology,urn:kew.org:fwta:spec:desc:31,urn:lsid:ipni.org:names:45122-1,,
wfo-0000520598,4-angled branches brownish-pubescent when young,morphology,urn:kew.org:fwta:spec:desc:32,urn:lsid:ipni.org:names:45122-1,,
wfo-0000520598,Purple flowers 3/4 in. long in spikes interrupted at the base.,morphology,urn:kew.org:fwta:spec:desc:33,urn:lsid:ipni.org:names:45122-1,,
wfo-0000522664,A procumbent herb trailing on moist ground on the forest floor,morphology,urn:kew.org:fwta:spec:desc:34,urn:lsid:ipni.org:names:45156-1,,
wfo-0000522664,Flowers whitish with mauve markings.,morphology,urn:kew.org:fwta:spec:desc:35,urn:lsid:ipni.org:names:45156-1,,
wfo-0000537480,Erect shrub or small tree up to 13 ft. high,morphology,urn:kew.org:fwta:spec:desc:36,urn:lsid:ipni.org:names:45336-1,,
wfo-0000537480,Laurel-like leaves dark green and glossy above,morphology,urn:kew.org:fwta:spec:desc:37,urn:lsid:ipni.org:names:45336-1,,
wfo-0000537480,Flowers dark red,morphology,urn:kew.org:fwta:spec:desc:38,urn:lsid:ipni.org:names:45336-1,,
wfo-0000555173,"Herb, erect or half-straggling, 1-2 ft. or more high,",morphology,urn:kew.org:fwta:spec:desc:40,urn:lsid:ipni.org:names:45719-1,,
wfo-0000555173,Slightly pubescent,morphology,urn:kew.org:fwta:spec:desc:41,urn:lsid:ipni.org:names:45719-1,,
wfo-0000555173,"Tubular flowers inflated above, 3/4-1 in. or more long, usually white  red-purple markings, in one-sided racemes.",morphology,urn:kew.org:fwta:spec:desc:42,urn:lsid:ipni.org:names:45719-1,,
wfo-0000555187,"Erect herb, about 80 cm. high",morphology,urn:kew.org:fwta:spec:desc:43,urn:lsid:ipni.org:names:45733-1,,
wfo-0000555187,Stems dark green,morphology,urn:kew.org:fwta:spec:desc:44,urn:lsid:ipni.org:names:45733-1,,
wfo-0000555187,"Leaves dark above, paler beneath with dull crimson midrib and petiole",morphology,urn:kew.org:fwta:spec:desc:45,urn:lsid:ipni.org:names:45733-1,,
wfo-0000555187,Calyx green,morphology,urn:kew.org:fwta:spec:desc:46,urn:lsid:ipni.org:names:45733-1,,
wfo-0000555187,Corolla pale greenish-cream with faint dull crimson markings on the throat,morphology,urn:kew.org:fwta:spec:desc:47,urn:lsid:ipni.org:names:45733-1,,
wfo-0000555197,"Herb, 1-4 ft. high",morphology,urn:kew.org:fwta:spec:desc:49,urn:lsid:ipni.org:names:45742-1,,
wfo-0000555197,Very similar to A. calycina Benth. but easily distinguishable from this species by the much smaller calyx.,morphology,urn:kew.org:fwta:spec:desc:50,urn:lsid:ipni.org:names:45742-1,,
wfo-0000555200,Ascending herb 1-2 m. high,morphology,urn:kew.org:fwta:spec:desc:51,urn:lsid:ipni.org:names:45743-1,,
wfo-0000555200,Terminal inflorescences of white flowers  mauve mottling on lower lip.,morphology,urn:kew.org:fwta:spec:desc:52,urn:lsid:ipni.org:names:45743-1,,
wfo-0000555221,A soft-wooded shrub up to 10 ft. high,morphology,urn:kew.org:fwta:spec:desc:53,urn:lsid:ipni.org:names:45761-1,,
wfo-0000555221,Strong spikes of white or purple-tinged flowers 11/2 in. long.,morphology,urn:kew.org:fwta:spec:desc:54,urn:lsid:ipni.org:names:45761-1,,
wfo-0000555273,A weak more or less straggling undershrub,morphology,urn:kew.org:fwta:spec:desc:58,urn:lsid:ipni.org:names:45812-1,,
wfo-0000555273,Tubular pale lilac or bluish flowers 2-21/2 in. long in a terminal compound lax inflorescence.,morphology,urn:kew.org:fwta:spec:desc:59,urn:lsid:ipni.org:names:45812-1,,
wfo-0000560170,"Subshrub, up to 3 ft. high, very similar to B. ruellioides (No. 6), but easily distinguishable by its indumentum",morphology,urn:kew.org:fwta:spec:desc:60,urn:lsid:ipni.org:names:45855-1,,
wfo-0000560170,Flowers handsome violet with a narrow corolla-tube up to 3/4 in. long,morphology,urn:kew.org:fwta:spec:desc:61,urn:lsid:ipni.org:names:45855-1,,
wfo-0000560170,"Corolla if fully opened, saucer-shaped, 3/4 in. across",morphology,urn:kew.org:fwta:spec:desc:62,urn:lsid:ipni.org:names:45855-1,,
wfo-0000560170,Preferably in shady places(Jac.-Fél.).,morphology,urn:kew.org:fwta:spec:desc:63,urn:lsid:ipni.org:names:45855-1,,
wfo-0000560193,Herb 1-2 ft. high,morphology,urn:kew.org:fwta:spec:desc:64,urn:lsid:ipni.org:names:45876-1,,
wfo-0000560193,Flowers bluish or mauve,morphology,urn:kew.org:fwta:spec:desc:65,urn:lsid:ipni.org:names:45876-1,,
wfo-0000560195,"Low, branched, woody undershrub of savanna",morphology,urn:kew.org:fwta:spec:desc:67,urn:lsid:ipni.org:names:45878-1,,
wfo-0000560195,Spines 1/2-3/4 in. long,morphology,urn:kew.org:fwta:spec:desc:68,urn:lsid:ipni.org:names:45878-1,,
wfo-0000560195,Blue flowers 1 in. long.,morphology,urn:kew.org:fwta:spec:desc:69,urn:lsid:ipni.org:names:45878-1,,
wfo-0000560204,A straggling shrub with smooth branches,morphology,urn:kew.org:fwta:spec:desc:70,urn:lsid:ipni.org:names:45886-1,,
wfo-0000560204,Blue flowers about 2 in. long.,morphology,urn:kew.org:fwta:spec:desc:71,urn:lsid:ipni.org:names:45886-1,,
wfo-0000560275,Low prickly semi-shrub up to 75 cm. high,morphology,urn:kew.org:fwta:spec:desc:72,urn:lsid:ipni.org:names:45961-1,,
wfo-0000560275,Spines up to 1 in. long,morphology,urn:kew.org:fwta:spec:desc:73,urn:lsid:ipni.org:names:45961-1,,
wfo-0000560275,"Leaves bright green, smooth",morphology,urn:kew.org:fwta:spec:desc:74,urn:lsid:ipni.org:names:45961-1,,
wfo-0000560275,"Flowers pale orange, corolla-tube about 1 in. long.",morphology,urn:kew.org:fwta:spec:desc:75,urn:lsid:ipni.org:names:45961-1,,
wfo-0000560388,"A stout erect annual (?) herb, unbranched, up to 5 ft. high",morphology,urn:kew.org:fwta:spec:desc:76,urn:lsid:ipni.org:names:46061-1,,
wfo-0000560388,Very long willow-like leaves,morphology,urn:kew.org:fwta:spec:desc:77,urn:lsid:ipni.org:names:46061-1,,
wfo-0000560388,"Flowers pale mauve, about 1 in. long, funnel-shaped, about 11/2 in. across.",morphology,urn:kew.org:fwta:spec:desc:78,urn:lsid:ipni.org:names:46061-1,,
wfo-0000560449,A straggling undershrub,morphology,urn:kew.org:fwta:spec:desc:83,urn:lsid:ipni.org:names:46115-1,,
wfo-0000560449,"Flowers white, 11/2 in. long.",morphology,urn:kew.org:fwta:spec:desc:84,urn:lsid:ipni.org:names:46115-1,,
wfo-0000560542,Woody herbaceous straggling plant,morphology,urn:kew.org:fwta:spec:desc:85,urn:lsid:ipni.org:names:46191-1,,
wfo-0000560542,Pale blue sub-campanulate flowers 1-11/2 in. long,morphology,urn:kew.org:fwta:spec:desc:86,urn:lsid:ipni.org:names:46191-1,,
wfo-0000560625,A woody climbing shrub with villous stems and foliage,morphology,urn:kew.org:fwta:spec:desc:88,urn:lsid:ipni.org:names:46269-1,,
wfo-0000560625,Blue-purple flowers 11/2 in. long.,morphology,urn:kew.org:fwta:spec:desc:89,urn:lsid:ipni.org:names:46269-1,,
wfo-0000566639,A small herb about 6 in. high with slender stems,morphology,urn:kew.org:fwta:spec:desc:90,urn:lsid:ipni.org:names:46521-1,,
wfo-0000566677,"A herb with wiry branches often close to the ground, and prickly bracts",morphology,urn:kew.org:fwta:spec:desc:92,urn:lsid:ipni.org:names:46547-1,,
wfo-0000566677,Flowers blue with white throat.,morphology,urn:kew.org:fwta:spec:desc:93,urn:lsid:ipni.org:names:46547-1,,
wfo-0000566686,"Suffrutescent herb, usually procumbent,",morphology,urn:kew.org:fwta:spec:desc:94,urn:lsid:ipni.org:names:46553-1,,
wfo-0000566686,Coarsely pubescent on the young parts,morphology,urn:kew.org:fwta:spec:desc:95,urn:lsid:ipni.org:names:46553-1,,
wfo-0000566686,Whorled leaves,morphology,urn:kew.org:fwta:spec:desc:96,urn:lsid:ipni.org:names:46553-1,,
wfo-0000566686,White flowers 1/2 in. long in short finely-spiny spikes,morphology,urn:kew.org:fwta:spec:desc:97,urn:lsid:ipni.org:names:46553-1,,
wfo-0000570675,Herbaceous undershrub 3 ft. high,morphology,urn:kew.org:fwta:spec:desc:99,urn:lsid:ipni.org:names:46630-1,,
wfo-0000570675,Slender purple flowers nearly 1 in. long in dense spike-like panicles.,morphology,urn:kew.org:fwta:spec:desc:100,urn:lsid:ipni.org:names:46630-1,,
wfo-0000572243,"Herbaceous perennial up to 6-8 ft. high, densely tomentose and glandular-pubescent",morphology,urn:kew.org:fwta:spec:desc:101,urn:lsid:ipni.org:names:46652-1,,
wfo-0000572243,Blue purple flowers nearly 2 in. long.,morphology,urn:kew.org:fwta:spec:desc:102,urn:lsid:ipni.org:names:46652-1,,
wfo-0000572256,"A coarse herb, erect branched 2-4 ft. high, more or less pilose at first",morphology,urn:kew.org:fwta:spec:desc:103,urn:lsid:ipni.org:names:46664-1,,
wfo-0000572256,Blue- or violet-purple flowers 1-1 1/4 in. long in a glandular-pubescent panicle,morphology,urn:kew.org:fwta:spec:desc:104,urn:lsid:ipni.org:names:46664-1,,
wfo-0000572257,"A rather scrambling or suberect herb, the stems soon glabrous",morphology,urn:kew.org:fwta:spec:desc:106,urn:lsid:ipni.org:names:46665-1,,
wfo-0000572257,The inflorescence glandular-pubescent,morphology,urn:kew.org:fwta:spec:desc:107,urn:lsid:ipni.org:names:46665-1,,
wfo-0000572257,Blue flowers 3/4 in. or more long.,morphology,urn:kew.org:fwta:spec:desc:108,urn:lsid:ipni.org:names:46665-1,,
wfo-0000572260,Like the last (Brillantaisia lamium) but in W. Africa usually with whitish flowers 1-1 1/4 in. long in a spike with glandular hairs.,morphology,urn:kew.org:fwta:spec:desc:109,urn:lsid:ipni.org:names:46667-1,,
wfo-0000572264,"Stems up to 9 ft. high, glandular-pubescent becoming glabrous",morphology,urn:kew.org:fwta:spec:desc:110,urn:lsid:ipni.org:names:46671-1,,
wfo-0000572264,Blue-purple flowers 1 1/2-2 in. long.,morphology,urn:kew.org:fwta:spec:desc:111,urn:lsid:ipni.org:names:46671-1,,
wfo-0000572267,Erect up to 10-12 ft. high,morphology,urn:kew.org:fwta:spec:desc:112,urn:lsid:ipni.org:names:46674-1,,
wfo-0000572267,"Stems glandular-pubescent at first, later glabrous",morphology,urn:kew.org:fwta:spec:desc:113,urn:lsid:ipni.org:names:46674-1,,
wfo-0000572267,Purple flowers 1-1 1/2 in. long.,morphology,urn:kew.org:fwta:spec:desc:114,urn:lsid:ipni.org:names:46674-1,,
wfo-0000572269,"A stout plant up to 6-10 ft. high, sometimes several inches in circumference at base of stem",morphology,urn:kew.org:fwta:spec:desc:115,urn:lsid:ipni.org:names:46676-1,,
wfo-0000572269,"Comparatively large violet-purple flowers, the upper lip yellowish and purple-spotted.",morphology,urn:kew.org:fwta:spec:desc:116,urn:lsid:ipni.org:names:46676-1,,
wfo-0000572289,Habit of the last (Brillantaisia madagascarensis) and with similar violet-purple flowers about 1 in. long.,morphology,urn:kew.org:fwta:spec:desc:117,urn:lsid:ipni.org:names:46689-1,,
wfo-0000603018,"Slender, branched, woody herb, 12-18 in. high, creeping at the base",morphology,urn:kew.org:fwta:spec:desc:118,urn:lsid:ipni.org:names:46924-1,,
wfo-0000603018,Narrow-cylindric 2-lipped whitish flowers 1/2 in. long in narrow spike-like panicles,morphology,urn:kew.org:fwta:spec:desc:119,urn:lsid:ipni.org:names:46924-1,,
wfo-0000626314,A low herb,morphology,urn:kew.org:fwta:spec:desc:121,urn:lsid:ipni.org:names:46994-1,,
wfo-0000626329,A short-stemmed herb woody at the root,morphology,urn:kew.org:fwta:spec:desc:123,urn:lsid:ipni.org:names:47004-1,,
wfo-0000626329,Rather long leaves,morphology,urn:kew.org:fwta:spec:desc:124,urn:lsid:ipni.org:names:47004-1,,
wfo-0000626329,Slender-tubular yellow flowers 1 1/2 in. long in a very dense bracteate almost spiny spike 1-2 in. long,morphology,urn:kew.org:fwta:spec:desc:125,urn:lsid:ipni.org:names:47004-1,,
wfo-0000626338,Stem densely short-hairy about 6 in. high;,morphology,urn:kew.org:fwta:spec:desc:127,urn:lsid:ipni.org:names:47011-1,,
wfo-0000626338,"Leaves prominently nerved beneath and often vinous-tinged, and narrow spike 2-6 in. long of pale purplish or white flowers 1 in. long",morphology,urn:kew.org:fwta:spec:desc:128,urn:lsid:ipni.org:names:47011-1,,
wfo-0000626338,Ground herb on forest floor.,morphology,urn:kew.org:fwta:spec:desc:129,urn:lsid:ipni.org:names:47011-1,,
wfo-0000626361,A straggling shrub with bright salmon-pink flowers; undershrub on rocky hills (Morton).,morphology,urn:kew.org:fwta:spec:desc:130,urn:lsid:ipni.org:names:47022-1,,
wfo-0000626370,A semi-shrubby plant up to 18 in. high,morphology,urn:kew.org:fwta:spec:desc:131,urn:lsid:ipni.org:names:47027-1,,
wfo-0000626370,"A few-flowered axillary inflorescence up to 21/2 in. long, corolla primrose yellow outside, deep yellow inside",morphology,urn:kew.org:fwta:spec:desc:132,urn:lsid:ipni.org:names:47027-1,,
wfo-0000626400,Herb with stout purplish ascending stems,morphology,urn:kew.org:fwta:spec:desc:134,urn:lsid:ipni.org:names:47050-1,,
wfo-0000626400,"Leaves thickly papery, deep green and slightly glossy above, very pale grey-green with prominent venation beneath",morphology,urn:kew.org:fwta:spec:desc:135,urn:lsid:ipni.org:names:47050-1,,
wfo-0000626400,Bracts pale green,morphology,urn:kew.org:fwta:spec:desc:136,urn:lsid:ipni.org:names:47050-1,,
wfo-0000626400,Corolla white,morphology,urn:kew.org:fwta:spec:desc:137,urn:lsid:ipni.org:names:47050-1,,
wfo-0000626400,"Very similar to No. 4 (Crossandra guineensis), but easily distinguished by the key characters.",morphology,urn:kew.org:fwta:spec:desc:138,urn:lsid:ipni.org:names:47050-1,,
wfo-0000626401,Low herb with purple flower,morphology,urn:kew.org:fwta:spec:desc:139,urn:lsid:ipni.org:names:47051-1,,
wfo-0000626401,Brown stem,morphology,urn:kew.org:fwta:spec:desc:140,urn:lsid:ipni.org:names:47051-1,,
wfo-0000626401,Leaves white beneath.,morphology,urn:kew.org:fwta:spec:desc:141,urn:lsid:ipni.org:names:47051-1,,
wfo-0000626413,An erect undershrub,morphology,urn:kew.org:fwta:spec:desc:142,urn:lsid:ipni.org:names:47059-1,,
wfo-0000626413,Rather long thin pale green leaves,morphology,urn:kew.org:fwta:spec:desc:143,urn:lsid:ipni.org:names:47059-1,,
wfo-0000626413,Bracteate flowers nearly 1/2 in. long in a terminal spike.,morphology,urn:kew.org:fwta:spec:desc:144,urn:lsid:ipni.org:names:47059-1,,
wfo-0000645739,"Erect, branched herb, woody below with several-angled stems",morphology,urn:kew.org:fwta:spec:desc:145,urn:lsid:ipni.org:names:47440-1,,
wfo-0000645739,Nearly glabrous,morphology,urn:kew.org:fwta:spec:desc:146,urn:lsid:ipni.org:names:47440-1,,
wfo-0000645739,"Many flowers 1/2-2/3 in. long, pinkish purple with spots  darker lower lip",morphology,urn:kew.org:fwta:spec:desc:147,urn:lsid:ipni.org:names:47440-1,,
wfo-0000645743,A slender herb up to 1 ft. high,morphology,urn:kew.org:fwta:spec:desc:149,urn:lsid:ipni.org:names:47443-1,,
wfo-0000645743,Slightly pubescent,morphology,urn:kew.org:fwta:spec:desc:150,urn:lsid:ipni.org:names:47443-1,,
wfo-0000645743,White flowers and green-veined pointed bracts.,morphology,urn:kew.org:fwta:spec:desc:151,urn:lsid:ipni.org:names:47443-1,,
wfo-0000645837,"Decumbent, 1 ft. or more long, slightly angled stems",morphology,urn:kew.org:fwta:spec:desc:152,urn:lsid:ipni.org:names:47522-1,,
wfo-0000645837,Small white flowers 1/3 in. long in axillary and terminal whorls of broad-bracteate spikelets.,morphology,urn:kew.org:fwta:spec:desc:153,urn:lsid:ipni.org:names:47522-1,,
wfo-0000645907,Scrambling shrub with dark green stems,morphology,urn:kew.org:fwta:spec:desc:154,urn:lsid:ipni.org:names:47579-1,,
wfo-0000645907,Pale green leaf undersurfaces,morphology,urn:kew.org:fwta:spec:desc:155,urn:lsid:ipni.org:names:47579-1,,
wfo-0000645907,Bracts usually dark tinged,morphology,urn:kew.org:fwta:spec:desc:156,urn:lsid:ipni.org:names:47579-1,,
wfo-0000645907,Flowers white,morphology,urn:kew.org:fwta:spec:desc:157,urn:lsid:ipni.org:names:47579-1,,
wfo-0000645965,"A slender herb 1-2 ft. high, rooting at the lower nodes",morphology,urn:kew.org:fwta:spec:desc:162,urn:lsid:ipni.org:names:47624-1,,
wfo-0000645965,Green foliaceous bracts,morphology,urn:kew.org:fwta:spec:desc:163,urn:lsid:ipni.org:names:47624-1,,
wfo-0000645965,Small white flowers.,morphology,urn:kew.org:fwta:spec:desc:164,urn:lsid:ipni.org:names:47624-1,,
wfo-0000651852,An undershrub like the last (Dischistocalyx thunbergiflorus) with pale violet flowers.,morphology,urn:kew.org:fwta:spec:desc:167,urn:lsid:ipni.org:names:47953-1,,
wfo-0000658363,A low shrublet,morphology,urn:kew.org:fwta:spec:desc:174,urn:lsid:ipni.org:names:48174-1,,
wfo-0000658363,Shortly pubescent,morphology,urn:kew.org:fwta:spec:desc:175,urn:lsid:ipni.org:names:48174-1,,
wfo-0000658363,Pinkish or light purplish flowers 1 in. long.,morphology,urn:kew.org:fwta:spec:desc:176,urn:lsid:ipni.org:names:48174-1,,
wfo-0000666735,Stem up to 9 in. high,morphology,urn:kew.org:fwta:spec:desc:179,urn:lsid:ipni.org:names:48662-1,,
wfo-0000666735,Small white or bluish flowers 1/4-1/3 in. long in narrow stiff spikes  sharp-pointed bracts.,morphology,urn:kew.org:fwta:spec:desc:180,urn:lsid:ipni.org:names:48662-1,,
wfo-0000666736,A prostrate perennial herb,morphology,urn:kew.org:fwta:spec:desc:181,urn:lsid:ipni.org:names:48663-1,,
wfo-0000666736,Flowers pale mauve,morphology,urn:kew.org:fwta:spec:desc:182,urn:lsid:ipni.org:names:48663-1,,
wfo-0000667883,"Herb or small half-woody undershrub in forest, 1-3 ft. high",morphology,urn:kew.org:fwta:spec:desc:184,urn:lsid:ipni.org:names:48703-1,,
wfo-0000667883,Clothed with multicellular hairs,morphology,urn:kew.org:fwta:spec:desc:185,urn:lsid:ipni.org:names:48703-1,,
wfo-0000667883,Pale blue or lilac slender-tubular flowers  spreading limb.,morphology,urn:kew.org:fwta:spec:desc:186,urn:lsid:ipni.org:names:48703-1,,
wfo-0000670924,A stout erect branched herb,morphology,urn:kew.org:fwta:spec:desc:187,urn:lsid:ipni.org:names:48950-1,,
wfo-0000670924,Long-petioled broad leaves,morphology,urn:kew.org:fwta:spec:desc:188,urn:lsid:ipni.org:names:48950-1,,
wfo-0000670924,Lilac or bluish-purple flowers 1 1/2-2 in. long with darker spots  streaks on the corolla-lobes.,morphology,urn:kew.org:fwta:spec:desc:189,urn:lsid:ipni.org:names:48950-1,,
wfo-0000690956,A shrub about 3 ft. high with a simple slender green stem,morphology,urn:kew.org:fwta:spec:desc:190,urn:lsid:ipni.org:names:48981-1,,
wfo-0000690956,Flowers pale purplish pink,morphology,urn:kew.org:fwta:spec:desc:191,urn:lsid:ipni.org:names:48981-1,,
wfo-0000708601,"A shrub with 4-angled, nearly glabrous branches",morphology,urn:kew.org:fwta:spec:desc:193,urn:lsid:ipni.org:names:49179-1,,
wfo-0000708601,Normal green leaves,morphology,urn:kew.org:fwta:spec:desc:194,urn:lsid:ipni.org:names:49179-1,,
wfo-0000708601,Red-purple flowers 1 in. or more long.,morphology,urn:kew.org:fwta:spec:desc:195,urn:lsid:ipni.org:names:49179-1,,
wfo-0000708612,A glabrous shrub,morphology,urn:kew.org:fwta:spec:desc:196,urn:lsid:ipni.org:names:49186-1,,
wfo-0000708612,"Variegated leaves, often copper-coloured (see note below)",morphology,urn:kew.org:fwta:spec:desc:197,urn:lsid:ipni.org:names:49186-1,,
wfo-0000708612,Red-purple tubular flowers 1-11/2 in. long in narrow panicles,morphology,urn:kew.org:fwta:spec:desc:198,urn:lsid:ipni.org:names:49186-1,,
wfo-0000708612,Planted in gardens as an ornamental.,morphology,urn:kew.org:fwta:spec:desc:199,urn:lsid:ipni.org:names:49186-1,,
wfo-0000721257,An undershrub or coarse herb up to about 3 ft. high,morphology,urn:kew.org:fwta:spec:desc:200,urn:lsid:ipni.org:names:49601-1,,
wfo-0000721257,Flowers purplish-red.,morphology,urn:kew.org:fwta:spec:desc:201,urn:lsid:ipni.org:names:49601-1,,
wfo-0000726755,A branched herb of swamps,morphology,urn:kew.org:fwta:spec:desc:205,urn:lsid:ipni.org:names:49638-1,,
wfo-0000726755,White 2-lipped flowers.,morphology,urn:kew.org:fwta:spec:desc:206,urn:lsid:ipni.org:names:49638-1,,
wfo-0000726761,"A stout erect herb of wet places, 2-3 ft. or up to 6 ft. or more",morphology,urn:kew.org:fwta:spec:desc:207,urn:lsid:ipni.org:names:49646-1,,
wfo-0000726761,"4-angled usually bristly stem,",morphology,urn:kew.org:fwta:spec:desc:208,urn:lsid:ipni.org:names:49646-1,,
wfo-0000726761,Bluish or purple flowers 1-1 1/4 in. long in dense whorls with about 6 strong spines.,morphology,urn:kew.org:fwta:spec:desc:209,urn:lsid:ipni.org:names:49646-1,,
wfo-0000726764,Erect much-branched annual herb,morphology,urn:kew.org:fwta:spec:desc:210,urn:lsid:ipni.org:names:49650-1,,
wfo-0000726764,"4-angled, glabrous stems (sometimes slightly hairy on the nodes)",morphology,urn:kew.org:fwta:spec:desc:211,urn:lsid:ipni.org:names:49650-1,,
wfo-0000726764,"Pink, occasionally white or magenta flowers",morphology,urn:kew.org:fwta:spec:desc:212,urn:lsid:ipni.org:names:49650-1,,
wfo-0000726769,"A prostrate, sometimes creeping plant, very bushy, rooting at the nodes",morphology,urn:kew.org:fwta:spec:desc:214,urn:lsid:ipni.org:names:49657-1,,
wfo-0000726769,With ascending inflorescences,morphology,urn:kew.org:fwta:spec:desc:215,urn:lsid:ipni.org:names:49657-1,,
wfo-0000726769,Flowers violet with pale brownish tube,morphology,urn:kew.org:fwta:spec:desc:216,urn:lsid:ipni.org:names:49657-1,,
wfo-0000726771,A branched hairy herb attaining 2-3 ft. in height,morphology,urn:kew.org:fwta:spec:desc:218,urn:lsid:ipni.org:names:49661-1,,
wfo-0000726771,Flowers white or yellow and heavily brown-veined,morphology,urn:kew.org:fwta:spec:desc:219,urn:lsid:ipni.org:names:49661-1,,
wfo-0000726776,"Very similar to the last (Hygrophila odora), but in all its parts smaller and more slender, indument less dense, composed of subequal hairs, and flowers about half the size.",morphology,urn:kew.org:fwta:spec:desc:221,urn:lsid:ipni.org:names:49665-1,,
wfo-0000726812,"Erect herb about 1 ft. high, becoming woody at the base, rooting at the lower nodes",morphology,urn:kew.org:fwta:spec:desc:222,urn:lsid:ipni.org:names:49713-1,,
wfo-0000726812,Pale mauve flowers,morphology,urn:kew.org:fwta:spec:desc:223,urn:lsid:ipni.org:names:49713-1,,
wfo-0000726823,"A small, much-branched spreading plant, up to 6-8 in. high, stems hispid",morphology,urn:kew.org:fwta:spec:desc:225,urn:lsid:ipni.org:names:49726-1,,
wfo-0000726823,"Flowers pale bluish, 1-6 in false whorls in the leaf-axiis.",morphology,urn:kew.org:fwta:spec:desc:226,urn:lsid:ipni.org:names:49726-1,,
wfo-0000726825,"Erect or ascending herb about 1 ft. high, with fleshy stem only very slightly tinged purple",morphology,urn:kew.org:fwta:spec:desc:227,urn:lsid:ipni.org:names:49729-1,,
wfo-0000726825,"Flowers pale blue-mauve with fine mauve striations and on the lower lip, and 2 white processes in throat, upper lip pale blue-mauve without noticeable striations, anthers beneath upper lip and same blue-mauve colour.",morphology,urn:kew.org:fwta:spec:desc:228,urn:lsid:ipni.org:names:49729-1,,
