taxonID,description,type,source,identifier,reference,license
wfo-0001118834,"Epiphytic on branches of trees, in cloud forest; 3, 000 to 4, 000 ft. alt.",ecology,urn:kew.org:fwta:spec:desc:9301,urn:lsid:ipni.org:names:17125660-1,,
wfo-0001111699,"On trees and rocks in forest; up to 5, 500 ft. alt.",ecology,urn:kew.org:fwta:spec:desc:9303,urn:lsid:ipni.org:names:17263110-1,,
wfo-0001111700,On tree trunks and rocks.,ecology,urn:kew.org:fwta:spec:desc:9304,urn:lsid:ipni.org:names:17424140-1,,
wfo-0001111702,"On rocks in shaded places, up to 1, 700 ft. alt.",ecology,urn:kew.org:fwta:spec:desc:9306,urn:lsid:ipni.org:names:17424170-1,,
wfo-0001219156,"On trees, including mangroves; at low elevations.",ecology,urn:kew.org:fwta:spec:desc:9307,urn:lsid:ipni.org:names:17263140-1,,
wfo-0001219150,"On trees; 2, 000 to 5, 000 ft. alt.",ecology,urn:kew.org:fwta:spec:desc:9308,urn:lsid:ipni.org:names:17424180-1,,
wfo-0001107444,On trees in deep shade in forests.,ecology,urn:kew.org:fwta:spec:desc:9309,urn:lsid:ipni.org:names:17424200-1,,
wfo-0001110746,"On rocks and trees in forest including secondary and fringing forest; 250 to 3, 000 ft. alt.",ecology,urn:kew.org:fwta:spec:desc:9311,urn:lsid:ipni.org:names:17229150-1,,
wfo-0001107571,On granite rocks in forest.,ecology,urn:kew.org:fwta:spec:desc:9312,urn:lsid:ipni.org:names:17263190-1,,
wfo-0001107572,"Epiphyte creeping on tree trunks up to 9 ft., in forest; 3, 800 to 5, 300 ft. alt.",ecology,urn:kew.org:fwta:spec:desc:9313,urn:lsid:ipni.org:names:17229610-1,,
wfo-0001111705,"Terrestrial, in damp shade on banks, at low elevations.",ecology,urn:kew.org:fwta:spec:desc:9314,urn:lsid:ipni.org:names:17229700-1,,
wfo-0001219164,"On trunks of forest trees in dense shade; up to 1, 300 ft.",ecology,urn:kew.org:fwta:spec:desc:9315,urn:lsid:ipni.org:names:17363270-1,,
wfo-0001107560,"On rocks and trees in montane forest; 2, 000 to 5, 900 ft. alt.",ecology,urn:kew.org:fwta:spec:desc:9316,urn:lsid:ipni.org:names:17230760-1,,
wfo-0001219155,"On tree trunks and rooks, in rain forest and fringing forest; up to 1, 000 ft. alt.",ecology,urn:kew.org:fwta:spec:desc:9317,urn:lsid:ipni.org:names:17230900-1,,
wfo-0000667843,"In swamp forest, by rivers.",ecology,urn:kew.org:fwta:spec:desc:9318,urn:lsid:ipni.org:names:433112-1,,
wfo-0000395028,In mountain grassland and forest,ecology,urn:kew.org:fwta:spec:desc:9332,urn:lsid:ipni.org:names:429026-1,,
wfo-0000787696,In rock crevices.,ecology,urn:kew.org:fwta:spec:desc:9486,urn:lsid:ipni.org:names:435713-1,,
wfo-0000787928,In rocky highland.,ecology,urn:kew.org:fwta:spec:desc:9496,urn:lsid:ipni.org:names:435938-1,,
wfo-0000787961,In wet upland grassland.,ecology,urn:kew.org:fwta:spec:desc:9498,urn:lsid:ipni.org:names:435963-1,,
wfo-0000790070,In rocky upland savanna.,ecology,urn:kew.org:fwta:spec:desc:9506,urn:lsid:ipni.org:names:437633-1,,
wfo-0000395017,In mountain grassland and forest edges,ecology,urn:kew.org:fwta:spec:desc:9341,urn:lsid:ipni.org:names:429040-1,,
wfo-0000465042,"In swamp forest, often near the coast",ecology,urn:kew.org:fwta:spec:desc:9358,urn:lsid:ipni.org:names:434048-1,,
wfo-0000764805,Of seasonally marshy savanna,ecology,urn:kew.org:fwta:spec:desc:9371,urn:lsid:ipni.org:names:64166-1,,
wfo-0000670971,In upland savanna.,ecology,urn:kew.org:fwta:spec:desc:9384,urn:lsid:ipni.org:names:65589-1,,
wfo-0000528320,In forest by streams.,ecology,urn:kew.org:fwta:spec:desc:9394,urn:lsid:ipni.org:names:607575-1,,
wfo-0000528324,In forest.,ecology,urn:kew.org:fwta:spec:desc:9398,urn:lsid:ipni.org:names:607578-1,,
wfo-0000728997,In forest.,ecology,urn:kew.org:fwta:spec:desc:9416,urn:lsid:ipni.org:names:607929-1,,
wfo-0000729001,In forest and forest regrowth vegetation.,ecology,urn:kew.org:fwta:spec:desc:9425,urn:lsid:ipni.org:names:607933-1,,
wfo-0000363900,In rain forest.,ecology,urn:kew.org:fwta:spec:desc:9437,urn:lsid:ipni.org:names:607952-1,,
wfo-0000379069,In forest,ecology,urn:kew.org:fwta:spec:desc:9447,urn:lsid:ipni.org:names:434464-1,,
wfo-0001235933,In forest,ecology,urn:kew.org:fwta:spec:desc:9452,urn:lsid:ipni.org:names:434465-1,,
wfo-0000404543,In forest vegetation.,ecology,urn:kew.org:fwta:spec:desc:9475,urn:lsid:ipni.org:names:608294-1,,
wfo-0000406135,In forest.,ecology,urn:kew.org:fwta:spec:desc:9478,urn:lsid:ipni.org:names:434563-1,,
wfo-0000790215,In rocky savanna.,ecology,urn:kew.org:fwta:spec:desc:9510,urn:lsid:ipni.org:names:437758-1,,
wfo-0000790143,In rock crevices and shallow soil.,ecology,urn:kew.org:fwta:spec:desc:9513,urn:lsid:ipni.org:names:437694-1,,
wfo-0000790477,In moist ground in savanna.,ecology,urn:kew.org:fwta:spec:desc:9516,urn:lsid:ipni.org:names:437957-1,,
wfo-0000787420,In shallow soil in savanna.,ecology,urn:kew.org:fwta:spec:desc:9527,urn:lsid:ipni.org:names:442119-1,,
wfo-0000787412,In alluvial soil among grass.,ecology,urn:kew.org:fwta:spec:desc:9532,urn:lsid:ipni.org:names:442124-1,,
wfo-0000732297,Often seen in villages and towns in the forest regions.,ecology,urn:kew.org:fwta:spec:desc:9538,urn:lsid:ipni.org:names:813766-1,,
wfo-0000732317,"By river banks, especially in savannah regions.",ecology,urn:kew.org:fwta:spec:desc:9544,urn:lsid:ipni.org:names:813784-1,,
wfo-0000776171,At high altitudes.,ecology,urn:kew.org:fwta:spec:desc:9559,urn:lsid:ipni.org:names:442792-1,,
wfo-0000777168,In salt marshes and salt water pools by oases.,ecology,urn:kew.org:fwta:spec:desc:9563,urn:lsid:ipni.org:names:443427-1,,
wfo-0000300300,Occurring in forest farms.,ecology,urn:kew.org:fwta:spec:desc:9571,urn:lsid:ipni.org:names:444172-1,,
wfo-0000836799,In moist rocky situations and exposed rock-crevices at high elevations.,ecology,urn:kew.org:fwta:spec:desc:9587,urn:lsid:ipni.org:names:444442-1,,
wfo-0000949094,Usually in marshy savanna.,ecology,urn:kew.org:fwta:spec:desc:9603,urn:lsid:ipni.org:names:446748-1,,
wfo-0000971797,In damp grassland at high altitudes.,ecology,urn:kew.org:fwta:spec:desc:9607,urn:lsid:ipni.org:names:447238-1,,
wfo-0000979403,In upland savanna.,ecology,urn:kew.org:fwta:spec:desc:9613,urn:lsid:ipni.org:names:447567-1,,
wfo-0000979431,In damp savanna areas.,ecology,urn:kew.org:fwta:spec:desc:9622,urn:lsid:ipni.org:names:447587-1,,
wfo-0000979445,In marshy savanna.,ecology,urn:kew.org:fwta:spec:desc:9625,urn:lsid:ipni.org:names:447593-1,,
wfo-0000981411,In marshy grassland.,ecology,urn:kew.org:fwta:spec:desc:9628,urn:lsid:ipni.org:names:447789-1,,
wfo-0000981463,Growing in clumps in dry stony grassland.,ecology,urn:kew.org:fwta:spec:desc:9632,urn:lsid:ipni.org:names:447833-1,,
wfo-0000216771,Of damp places,ecology,urn:kew.org:fwta:spec:desc:9642,urn:lsid:ipni.org:names:448173-1,,
wfo-0000217082,"A weed of roadsides and cultivated land, often occurring in damp places.",ecology,urn:kew.org:fwta:spec:desc:9650,urn:lsid:ipni.org:names:448409-1,,
wfo-0000224553,In rock crevices in savanna country.,ecology,urn:kew.org:fwta:spec:desc:9669,urn:lsid:ipni.org:names:449104-1,,
wfo-0000250116,Growing in savanna swamps.,ecology,urn:kew.org:fwta:spec:desc:9693,urn:lsid:ipni.org:names:452236-1,,
wfo-0000253342,Usually occurring around villages.,ecology,urn:kew.org:fwta:spec:desc:9703,urn:lsid:ipni.org:names:452969-1,,
wfo-0000253380,In seasonally marshy savanna.,ecology,urn:kew.org:fwta:spec:desc:9708,urn:lsid:ipni.org:names:453000-1,,
wfo-0000261256,Common in savanna woodland.,ecology,urn:kew.org:fwta:spec:desc:9718,urn:lsid:ipni.org:names:453571-1,,
wfo-0000274773,In damp places.,ecology,urn:kew.org:fwta:spec:desc:9725,urn:lsid:ipni.org:names:454218-1,,
wfo-0000275453,In openings in the montane forest and amongst scrub.,ecology,urn:kew.org:fwta:spec:desc:9744,urn:lsid:ipni.org:names:454415-1,,
wfo-0000275481,Under trees in rocky savanna.,ecology,urn:kew.org:fwta:spec:desc:9747,urn:lsid:ipni.org:names:454433-1,,
wfo-0000275484,In hill savanna and woodland at the forest edge.,ecology,urn:kew.org:fwta:spec:desc:9750,urn:lsid:ipni.org:names:454436-1,,
wfo-0000275521,In montane forest.,ecology,urn:kew.org:fwta:spec:desc:9756,urn:lsid:ipni.org:names:454466-1,,
wfo-0000289167,In marshy grassland.,ecology,urn:kew.org:fwta:spec:desc:9776,urn:lsid:ipni.org:names:455313-1,,
wfo-0000289175,In marshy savanna.,ecology,urn:kew.org:fwta:spec:desc:9778,urn:lsid:ipni.org:names:455320-1,,
wfo-0000300986,"Commonly cultivated and occasionally occurring as a garden throwout, etc.",ecology,urn:kew.org:fwta:spec:desc:9785,urn:lsid:ipni.org:names:456204-1,,
wfo-0000304443,In montane grassland and thicket.,ecology,urn:kew.org:fwta:spec:desc:9792,urn:lsid:ipni.org:names:457990-1,,
wfo-0000304446,Growing in montane grassland.,ecology,urn:kew.org:fwta:spec:desc:9795,urn:lsid:ipni.org:names:457992-1,,
wfo-0000304467,In montane grassland and scrub.,ecology,urn:kew.org:fwta:spec:desc:9799,urn:lsid:ipni.org:names:457997-1,,
wfo-0000311716,On granite rocks.,ecology,urn:kew.org:fwta:spec:desc:9811,urn:lsid:ipni.org:names:459164-1,,
wfo-0000311719,Amongst rocks.,ecology,urn:kew.org:fwta:spec:desc:9816,urn:lsid:ipni.org:names:459167-1,,
wfo-0000311721,Growing in wet forest or amongst scrub at higher altitudes,ecology,urn:kew.org:fwta:spec:desc:9820,urn:lsid:ipni.org:names:459169-1,,
wfo-0000311722,On wet granite rocks.,ecology,urn:kew.org:fwta:spec:desc:9826,urn:lsid:ipni.org:names:459170-1,,
wfo-0000311732,In dense wet forest particularly on rocks and decaying tree-trunks.,ecology,urn:kew.org:fwta:spec:desc:9845,urn:lsid:ipni.org:names:459176-1,,
wfo-0000313629,In openings in montane forest and in gullys in the grassland.,ecology,urn:kew.org:fwta:spec:desc:9854,urn:lsid:ipni.org:names:459260-1,,
wfo-0000562118,In swamp or fringing forest.,ecology,urn:kew.org:fwta:spec:desc:9881,urn:lsid:ipni.org:names:462959-1,,
wfo-0000415736,Of wet rocks,ecology,urn:kew.org:fwta:spec:desc:9939,urn:lsid:ipni.org:names:526582-1,,
wfo-0001244163,Epiphyte on mossy tree trunks,ecology,urn:kew.org:fwta:spec:desc:9964,urn:lsid:ipni.org:names:526907-1,,
wfo-0000417433,Aquatic attached to rocks in flowing water,ecology,urn:kew.org:fwta:spec:desc:9976,urn:lsid:ipni.org:names:527062-1,,
wfo-0000755220,In savanna.,ecology,urn:kew.org:fwta:spec:desc:10003,urn:lsid:ipni.org:names:527423-1,,
wfo-0000755262,In savanna.,ecology,urn:kew.org:fwta:spec:desc:10007,urn:lsid:ipni.org:names:527466-1,,
wfo-0000757964,In grassy places in the moister savanna areas,ecology,urn:kew.org:fwta:spec:desc:10011,urn:lsid:ipni.org:names:529285-1,,
wfo-0000758807,On rocky hills and sometimes planted in villages.,ecology,urn:kew.org:fwta:spec:desc:10029,urn:lsid:ipni.org:names:529879-1,,
wfo-0000760229,In dry rocky ground.,ecology,urn:kew.org:fwta:spec:desc:10033,urn:lsid:ipni.org:names:530270-1,,
wfo-0000760272,In sandy places.,ecology,urn:kew.org:fwta:spec:desc:10038,urn:lsid:ipni.org:names:530310-1,,
wfo-0000760464,In moist rocky savanna.,ecology,urn:kew.org:fwta:spec:desc:10046,urn:lsid:ipni.org:names:530483-1,,
wfo-0000760530,In rocky savanna.,ecology,urn:kew.org:fwta:spec:desc:10052,urn:lsid:ipni.org:names:530542-1,,
wfo-0000760614,In damp places in savanna,ecology,urn:kew.org:fwta:spec:desc:10059,urn:lsid:ipni.org:names:530617-1,,
wfo-0000760798,Amongst grass.,ecology,urn:kew.org:fwta:spec:desc:10074,urn:lsid:ipni.org:names:530790-1,,
wfo-0000631275,Occurring in clumps in moist sandy savanna.,ecology,urn:kew.org:fwta:spec:desc:10080,urn:lsid:ipni.org:names:530996-1,,
wfo-0000634415,In thickets,ecology,urn:kew.org:fwta:spec:desc:10090,urn:lsid:ipni.org:names:531271-1,,
wfo-0000634664,In savanna.,ecology,urn:kew.org:fwta:spec:desc:10095,urn:lsid:ipni.org:names:531306-1,,
wfo-0000634686,In upland grassland among rocks.,ecology,urn:kew.org:fwta:spec:desc:10097,urn:lsid:ipni.org:names:531308-1,,
wfo-0000635513,In thickets,ecology,urn:kew.org:fwta:spec:desc:10099,urn:lsid:ipni.org:names:531387-1,,
wfo-0000763208,Amongst stones in streams in forest.,ecology,urn:kew.org:fwta:spec:desc:10107,urn:lsid:ipni.org:names:532736-1,,
wfo-0000763231,In savanna woodland.,ecology,urn:kew.org:fwta:spec:desc:10113,urn:lsid:ipni.org:names:532753-1,,
wfo-0000763240,On rock outcrops in savanna.,ecology,urn:kew.org:fwta:spec:desc:10117,urn:lsid:ipni.org:names:532764-1,,
wfo-0000763245,Amongst stones in moist savanna.,ecology,urn:kew.org:fwta:spec:desc:10120,urn:lsid:ipni.org:names:532769-1,,
wfo-0000763349,Moist places in savanna.,ecology,urn:kew.org:fwta:spec:desc:10126,urn:lsid:ipni.org:names:532859-1,,
wfo-0000763407,In forest often by streams.,ecology,urn:kew.org:fwta:spec:desc:10135,urn:lsid:ipni.org:names:532907-1,,
wfo-0000763459,In riverine forest.,ecology,urn:kew.org:fwta:spec:desc:10142,urn:lsid:ipni.org:names:532952-1,,
wfo-0000763512,In forest.,ecology,urn:kew.org:fwta:spec:desc:10149,urn:lsid:ipni.org:names:533000-1,,
wfo-0000763554,Damp places in savanna.,ecology,urn:kew.org:fwta:spec:desc:10153,urn:lsid:ipni.org:names:533033-1,,
wfo-0000763568,Under moist rocks in savanna.,ecology,urn:kew.org:fwta:spec:desc:10156,urn:lsid:ipni.org:names:533041-1,,
wfo-0000763602,In savanna.,ecology,urn:kew.org:fwta:spec:desc:10159,urn:lsid:ipni.org:names:533065-1,,
wfo-0000763610,Of wet places in forest,ecology,urn:kew.org:fwta:spec:desc:10161,urn:lsid:ipni.org:names:533073-1,,
wfo-0000763617,In savanna woodland.,ecology,urn:kew.org:fwta:spec:desc:10167,urn:lsid:ipni.org:names:533076-1,,
wfo-0000763646,In shady places in high forest.,ecology,urn:kew.org:fwta:spec:desc:10170,urn:lsid:ipni.org:names:533100-1,,
wfo-0000763658,In masses in suitable moist places in savanna woodland.,ecology,urn:kew.org:fwta:spec:desc:10173,urn:lsid:ipni.org:names:533112-1,,
wfo-0000765433,In savanna.,ecology,urn:kew.org:fwta:spec:desc:10178,urn:lsid:ipni.org:names:533958-1,,
wfo-0000766205,In rocky upland savanna.,ecology,urn:kew.org:fwta:spec:desc:10186,urn:lsid:ipni.org:names:534571-1,,
wfo-0000766676,In rocky savanna.,ecology,urn:kew.org:fwta:spec:desc:10193,urn:lsid:ipni.org:names:534756-1,,
wfo-0000769243,Mainly in savanna,ecology,urn:kew.org:fwta:spec:desc:10194,urn:lsid:ipni.org:names:535948-1,,
wfo-0000672588,In moist places in savanna.,ecology,urn:kew.org:fwta:spec:desc:10201,urn:lsid:ipni.org:names:536922-1,,
wfo-0000741456,Amongst rocks in savanna.,ecology,urn:kew.org:fwta:spec:desc:10209,urn:lsid:ipni.org:names:541058-1,,
wfo-0000751227,Very common in savanna.,ecology,urn:kew.org:fwta:spec:desc:10212,urn:lsid:ipni.org:names:543204-1,,
wfo-0000751271,In seasonally wet savanna and amongst rocks.,ecology,urn:kew.org:fwta:spec:desc:10215,urn:lsid:ipni.org:names:543239-1,,
wfo-0000751293,In rocky savanna.,ecology,urn:kew.org:fwta:spec:desc:10218,urn:lsid:ipni.org:names:543260-1,,
wfo-0000751874,Amongst rocks in montane grassland.,ecology,urn:kew.org:fwta:spec:desc:10224,urn:lsid:ipni.org:names:543594-1,,
wfo-0000725765,Mainly in regrowth forest.,ecology,urn:kew.org:fwta:spec:desc:10236,urn:lsid:ipni.org:names:544245-1,,
wfo-0001107700,"In swampy ground, especially margin of mangrove swamp.",ecology,urn:kew.org:fwta:spec:desc:10246,urn:lsid:ipni.org:names:17417780-1,,
wfo-0000814540,In montane grassland.,ecology,urn:kew.org:fwta:spec:desc:10255,urn:lsid:ipni.org:names:143110-1,,
wfo-0000815530,In muddy places.,ecology,urn:kew.org:fwta:spec:desc:10258,urn:lsid:ipni.org:names:143195-1,,
wfo-0001075693,On Dalbergia ecastaphyllum.,ecology,urn:kew.org:fwta:spec:desc:10552,urn:lsid:ipni.org:names:551912-1,,
wfo-0000722309,Probably native in savannah areas.,ecology,urn:kew.org:fwta:spec:desc:10748,urn:lsid:ipni.org:names:559964-1,,
wfo-0000186399,"Common in the forest regions, but much less common in savannah.",ecology,urn:kew.org:fwta:spec:desc:11677,urn:lsid:ipni.org:names:471110-1,,
wfo-0000815190,In montane forest.,ecology,urn:kew.org:fwta:spec:desc:10262,urn:lsid:ipni.org:names:143359-1,,
wfo-0000815299,On rocks.,ecology,urn:kew.org:fwta:spec:desc:10271,urn:lsid:ipni.org:names:143479-1,,
wfo-0000814955,In marshes.,ecology,urn:kew.org:fwta:spec:desc:10279,urn:lsid:ipni.org:names:143789-1,,
wfo-0000538471,"In rather dry places, in savanna or thickets.",ecology,urn:kew.org:fwta:spec:desc:10291,urn:lsid:ipni.org:names:545605-1,,
wfo-0000538490,In Raphia-Cynometra fringing forests.,ecology,urn:kew.org:fwta:spec:desc:10297,urn:lsid:ipni.org:names:545623-1,,
wfo-0000538499,In secondary forest.,ecology,urn:kew.org:fwta:spec:desc:10300,urn:lsid:ipni.org:names:545632-1,,
wfo-0000538501,In secondary forest.,ecology,urn:kew.org:fwta:spec:desc:10303,urn:lsid:ipni.org:names:545634-1,,
wfo-0000538502,In wet forest.,ecology,urn:kew.org:fwta:spec:desc:10306,urn:lsid:ipni.org:names:545635-1,,
wfo-0000538507,"In orchard bush, usually in swampy places.",ecology,urn:kew.org:fwta:spec:desc:10309,urn:lsid:ipni.org:names:545640-1,,
wfo-0000538511,In montane forest.,ecology,urn:kew.org:fwta:spec:desc:10312,urn:lsid:ipni.org:names:545644-1,,
wfo-0000538520,In wet forest.,ecology,urn:kew.org:fwta:spec:desc:10319,urn:lsid:ipni.org:names:545651-1,,
wfo-0001239680,In rain forest.,ecology,urn:kew.org:fwta:spec:desc:10325,urn:lsid:ipni.org:names:546733-1,,
wfo-0000378026,In secondary or rain forest.,ecology,urn:kew.org:fwta:spec:desc:10328,urn:lsid:ipni.org:names:546738-1,,
wfo-0000378077,"In open places, in forest or savanna, sometimes in moist places",ecology,urn:kew.org:fwta:spec:desc:10334,urn:lsid:ipni.org:names:546754-1,,
wfo-0000797418,In montane forest.,ecology,urn:kew.org:fwta:spec:desc:10340,urn:lsid:ipni.org:names:546816-1,,
wfo-0000503119,Common weed of waste places.,ecology,urn:kew.org:fwta:spec:desc:10343,urn:lsid:ipni.org:names:318920-2,,
wfo-0000502828,In forest.,ecology,urn:kew.org:fwta:spec:desc:10345,urn:lsid:ipni.org:names:547024-1,,
wfo-0000502816,In forest.,ecology,urn:kew.org:fwta:spec:desc:10349,urn:lsid:ipni.org:names:547031-1,,
wfo-0000502806,In forest.,ecology,urn:kew.org:fwta:spec:desc:10353,urn:lsid:ipni.org:names:547038-1,,
wfo-0000502813,In forest.,ecology,urn:kew.org:fwta:spec:desc:10358,urn:lsid:ipni.org:names:547059-1,,
wfo-0001074091,In forest.,ecology,urn:kew.org:fwta:spec:desc:10363,urn:lsid:ipni.org:names:547073-1,,
wfo-0000502681,In forest.,ecology,urn:kew.org:fwta:spec:desc:10369,urn:lsid:ipni.org:names:547114-1,,
wfo-0000502703,In forest.,ecology,urn:kew.org:fwta:spec:desc:10372,urn:lsid:ipni.org:names:547134-1,,
wfo-0000502744,In forest.,ecology,urn:kew.org:fwta:spec:desc:10376,urn:lsid:ipni.org:names:547156-1,,
wfo-0001239675,In forest.,ecology,urn:kew.org:fwta:spec:desc:10379,urn:lsid:ipni.org:names:547161-1,,
wfo-0000502763,In forest.,ecology,urn:kew.org:fwta:spec:desc:10382,urn:lsid:ipni.org:names:547167-1,,
wfo-0000502724,In forest.,ecology,urn:kew.org:fwta:spec:desc:10387,urn:lsid:ipni.org:names:547195-1,,
wfo-0001074106,In forest.,ecology,urn:kew.org:fwta:spec:desc:10391,urn:lsid:ipni.org:names:547209-1,,
wfo-0000502978,In forest.,ecology,urn:kew.org:fwta:spec:desc:10395,urn:lsid:ipni.org:names:547240-1,,
wfo-0001074123,In forest.,ecology,urn:kew.org:fwta:spec:desc:10429,urn:lsid:ipni.org:names:547359-1,,
wfo-0000502873,In forest.,ecology,urn:kew.org:fwta:spec:desc:10433,urn:lsid:ipni.org:names:547361-1,,
wfo-0000502877,In fringing forests.,ecology,urn:kew.org:fwta:spec:desc:10436,urn:lsid:ipni.org:names:547365-1,,
wfo-0000502848,In forest.,ecology,urn:kew.org:fwta:spec:desc:10442,urn:lsid:ipni.org:names:547408-1,,
wfo-0000502889,In savanna woodland.,ecology,urn:kew.org:fwta:spec:desc:10448,urn:lsid:ipni.org:names:547485-1,,
wfo-0000502887,In forest.,ecology,urn:kew.org:fwta:spec:desc:10452,urn:lsid:ipni.org:names:547487-1,,
wfo-0001074132,In forest.,ecology,urn:kew.org:fwta:spec:desc:10456,urn:lsid:ipni.org:names:547488-1,,
wfo-0001074071,In forest thickets.,ecology,urn:kew.org:fwta:spec:desc:10462,urn:lsid:ipni.org:names:547543-1,,
wfo-0000417208,In climber tangles in forests and roadsides.,ecology,urn:kew.org:fwta:spec:desc:10465,urn:lsid:ipni.org:names:547612-1,,
wfo-0001111717,"On rocks in finest; up to 3, 200 ft. alt.",ecology,urn:kew.org:fwta:spec:desc:10466,urn:lsid:ipni.org:names:17308040-1,,
wfo-0001108561,"Terrestrial, in high forest, fringing forest or Raphia swamps.",ecology,urn:kew.org:fwta:spec:desc:10467,urn:lsid:ipni.org:names:17366020-1,,
wfo-0001111719,"On rocks in streams in forest; 1, 500 ft. alt.",ecology,urn:kew.org:fwta:spec:desc:10468,urn:lsid:ipni.org:names:17308280-1,,
wfo-0001111720,"Terrestrial, in forest.",ecology,urn:kew.org:fwta:spec:desc:10469,urn:lsid:ipni.org:names:17366040-1,,
wfo-0001110864,"Spray–soaked rocks near streams and waterfalls, often submerged.",ecology,urn:kew.org:fwta:spec:desc:10471,urn:lsid:ipni.org:names:17366050-1,,
wfo-0001108537,"Epiphyte, or on ground, in montane forest; about 6, 200 ft. alt.",ecology,urn:kew.org:fwta:spec:desc:10473,urn:lsid:ipni.org:names:17102360-1,,
wfo-0001108506,On trees.,ecology,urn:kew.org:fwta:spec:desc:10477,urn:lsid:ipni.org:names:17102790-1,,
wfo-0001119918,"On trees in Cyathea woodland; 4, 000 to 4, 500 ft. alt.",ecology,urn:kew.org:fwta:spec:desc:10479,urn:lsid:ipni.org:names:17284530-1,,
wfo-0001119909,"Epiphyte in montane forest; up to 7, 000 ft. alt.",ecology,urn:kew.org:fwta:spec:desc:10480,urn:lsid:ipni.org:names:17251030-1,,
wfo-0000147018,"Epiphyte in forest; up to 8, 000 ft. alt.",ecology,urn:kew.org:fwta:spec:desc:10481,urn:lsid:ipni.org:names:17251250-1,,
wfo-0001108523,"On rocks and trees in montane forest; 4, 500 to 6, 000 ft. alt.",ecology,urn:kew.org:fwta:spec:desc:10482,urn:lsid:ipni.org:names:17393790-1,,
wfo-0001276454,"On rocks in open grassland; 9, 500 to 11, 000 ft. alt.",ecology,urn:kew.org:fwta:spec:desc:10483,urn:lsid:ipni.org:names:17251420-1,,
wfo-0001111734,"On trees; at about 1, 000 ft. alt.",ecology,urn:kew.org:fwta:spec:desc:10488,urn:lsid:ipni.org:names:17403340-1,,
wfo-0001111736,On ground or on trunks of trees in forest; mainly at low levels.,ecology,urn:kew.org:fwta:spec:desc:10493,urn:lsid:ipni.org:names:17403490-1,,
wfo-0000564358,On Combretum glutinosum.,ecology,urn:kew.org:fwta:spec:desc:10499,urn:lsid:ipni.org:names:548003-1,,
wfo-0000667965,On Ficus and Platysepalum chevalieri.,ecology,urn:kew.org:fwta:spec:desc:10501,urn:lsid:ipni.org:names:548660-1,,
wfo-0000667973,On Butyrospermum and Combretum glutinosum.,ecology,urn:kew.org:fwta:spec:desc:10502,urn:lsid:ipni.org:names:548663-1,,
wfo-0000719082,"On Coffea, Citrus, Ficus, Hymenocardia ulmoides and Thecacoris manniana.",ecology,urn:kew.org:fwta:spec:desc:10515,urn:lsid:ipni.org:names:548782-1,,
wfo-0000468682,"On Alchornea, Aleurites moluccana, Anacardium occidentale, Annona senegalensis, Bauhinia, Bersama, Bombax sessile, Caloncoba welwitschii, Citrus aurantium, Coffea, Colanitida, Croton tiglium, Funtumia, Hevea brasiliensis, Hibiscus rosa-sinensis, Lophira lanceolata, Macaranga spinosa, Manihot glaziovii, Melia azedarach, Musa, Nauclea latifolia, Parinari, Piptadeniastrum, Rauwolfia vomitoria, Sapium ellipticum and Theobroma.",ecology,urn:kew.org:fwta:spec:desc:10519,urn:lsid:ipni.org:names:551148-1,,
wfo-0000468680,On Chlorophora excelsa and Isoberlinia doka.,ecology,urn:kew.org:fwta:spec:desc:10520,urn:lsid:ipni.org:names:551150-1,,
wfo-0000468679,"On Cola acuminata, Psidium guajava, Nauclea diderrichii, and (?) Rhizophora racemosa.",ecology,urn:kew.org:fwta:spec:desc:10523,urn:lsid:ipni.org:names:551152-1,,
wfo-0000468677,On Melia and Morindalucida.,ecology,urn:kew.org:fwta:spec:desc:10526,urn:lsid:ipni.org:names:551154-1,,
wfo-0001075673,On Cassia sieberiana.,ecology,urn:kew.org:fwta:spec:desc:10546,urn:lsid:ipni.org:names:551869-1,,
wfo-0000413258,"On Acacia, Afzelia, Adansonia, Anogeissus, Butyrospermum, Ceiba, Combretum glutinosum, Mimosa, Parkia, Piliostigma, Pterocarpus erinaceus, Tamarindus and Terminalia.",ecology,urn:kew.org:fwta:spec:desc:10549,urn:lsid:ipni.org:names:551896-1,,
wfo-0000413240,"On Anogeissus leiocarpus, Detarium microcarpum, Parkia clappertoniana and Terminalia avicennioides.",ecology,urn:kew.org:fwta:spec:desc:10558,urn:lsid:ipni.org:names:551936-1,,
wfo-0000413299,On Parkia biglobosa.,ecology,urn:kew.org:fwta:spec:desc:10559,urn:lsid:ipni.org:names:552015-1,,
wfo-0001074831,On Canarium and Strychnos.,ecology,urn:kew.org:fwta:spec:desc:10565,urn:lsid:ipni.org:names:552063-1,,
wfo-0000413153,On Pithecellobium dulce and Nerium oleander.,ecology,urn:kew.org:fwta:spec:desc:10570,urn:lsid:ipni.org:names:552103-1,,
wfo-0000425063,On Symphonia globulifera.,ecology,urn:kew.org:fwta:spec:desc:10573,urn:lsid:ipni.org:names:552327-1,,
wfo-0001108778,"In open peaty boggy ground, among grass, up to 5, 200 ft.",ecology,urn:kew.org:fwta:spec:desc:10574,urn:lsid:ipni.org:names:147107-2,,
wfo-0001119939,"Epiphyte, up to 7, 000 ft. alt.",ecology,urn:kew.org:fwta:spec:desc:10579,urn:lsid:ipni.org:names:60459967-2,,
