taxonID,description,type,source,identifier,reference,license
wfo-0000253230,Tetraploid.,cytology,urn:kew.org:fwta:spec:desc:9697,urn:lsid:ipni.org:names:452874-1,,
wfo-0000253248,Diploid.,cytology,urn:kew.org:fwta:spec:desc:9701,urn:lsid:ipni.org:names:452889-1,,
