WFOID,type,language,description,contributor,audience,rightsHolder,created,creator,source,rights,license,bibliographicCitation,URI,Volume,Part
wfo-0000520275,general,EN,"Erect herbs 40–100 cm; stems simple or laxly branched, terete, densely covered with spreading long glandular hairs. Leaves with patently glandular-pilose; petioles 0.5–3 cm; blades ovate-oblong, 3–9 by 1.5–6 cm, acute at apex, cuneate to rounded occasionally subcordate at base, double crenate-serrate, sparsely to almost densely hirsute on both surfaces. Flowers in terminal lax leafy racemes. Bracts foliaceous below, gradually diminishing and getting narrowly lanceolate to linear above. Pedicels slender, 1 mm long in flower, 2–5 mm long in fruit. Bracteoles filiform, 6–7 mm. Calyx 7–8 mm long in flower, 9–18 mm long in fruit, densely and patently glandular-pilose; outer 3 lobes narrowly lanceolate, obtuse; inner 2 lobes linear, subacute. Corolla purple, 8–25 mm long, pilose outside; upper lip oblong, rounded or slightly emarginate at apex; lobes of flower lip narrowly oblong. Capsule conical-ovoid, 7 by 5 mm.",T. Yamazaki,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000520275,Forest Herbarium,All rights reserved,"Adenosma caerulea. Flora of Thailand. Vol. 5. Part 2, 1990. Pg. 147. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01081,5,2
wfo-0000520282,general,EN,"Annual herbs; stems erect, 6–38 cm, simple or with lax, divaricate branches, quadrangular, narrowly winged on the ridges, sparsely pubescent. Leaves elliptic to oblong, 8–30 by 2.5–13 mm, acute at apex, narrowing into obsolete petioles, acute-serrate, pubescent above and on the nerves beneath. Flowers in terminal clusters with few to many flowers, occasionally solitary, axillary below. Flower bracts reduced, foliaceous; upper ones linear-lanceolate to linear, as long as the calyx. Bracteoles filiform, 4 mm long, glandular-pilose. Calyx 4–5 mm long in flower, 5–6 mm in fruit, spreadingly glandular-pilose; outer 3 lobes lanceolate, acuminate; inner 2 lobes linear-lanceolate, acuminate. Corolla pale rose, 7–8 mm long, pilose outside; upper lip elliptic, entire, 3 by 2 mm; flower lip as long as upper, 3-lobed, lobes elliptic. Capsule conical-ellipsoidal, acuminate, 3 by 2 mm.",T. Yamazaki,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000520282,Forest Herbarium,All rights reserved,"Adenosma debilis . Flora of Thailand. Vol. 5. Part 2, 1990. Pg. 151. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01084,5,2
wfo-0000520284,general,EN,"Stems erect. simple or laxly branched, 20–50 cm, quadrangular, sparselysessile-glandular. Leaves sessile, oblong, subacute at apex, sub-auriculate at base, 7–35 by 1.5–10 mm, entire in flower half, minutely crenate-serrate in upper half, shortly hirsute on midrib above, glabrous beneath. Inflorescences terminal, pseudo-spicale, densely many-flowered, 1–3.5 by 1 cm, covered with leafy involucre-like bracts at base. Upper bracts broadly ovate, cordate, shortly petiolate, 4–6 by 4–5 mm, obtuse to subacute at apex, entire, glabrous or sparsely and shortly glandular-pilose on margins, reticulately nerved. Bracteoles filiform, 1.5 mm long, sparsely glandular-pilose. Calyx membranous, pellueid, sparsely sessile-glandular, glabrous or sparsely and shortly glandular-pilose on margin; outer 3 sepals broadly ovate, obtuse, 3 mm long in flower, 4 mm in fruit; inner 2 sepals lanceolate, acute, 2 by 1 mm. Corolla 8–9 mm long, pilose outside; upper lip broadly orbicular, ca 3 mm long and wide; flower lip as long as upper, 3-lobed, lobed orbicular. Capsule conical-globose, 2 by 1.5 mm.",T. Yamazaki,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000520284,Forest Herbarium,All rights reserved,"Adenosma elshollzioides. Flora of Thailand. Vol. 5. Part 2, 1990. Pg. 151. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01086,5,2
wfo-0000520291,general,EN,"Erect herbs 50–100 cm; stems simple or laxly branched, densely glandular-villous. Leaves densely villous; petioles 1–10 mm; blades broadly ovate to oblong-ovate, 2.5–7 by 1–3 cm, obtuse at apex, obtuse to rounded at base, crenate-serrate. Inflorescences in terminal, cylindrical, dense pseudo-spikes with many flowers, 1.5–5 by 1.2–1.5 cm, densely glandular-villous. Flower bracts reduced, foliaceous; upper ones oblong-lanceolate to linear, longer than the flower. Bracteoles linear, 3 mm long. Calyx 4 mm long, densely glandular-villous; upper lobes largest, oblong-lanceolate, subacute; others linear-lanceolate, acute. Corolla violet, 9–11 mm long, glabrous outside; upper lip broadly orbicular, 2.5–3 mm long and wide; flower lip as long as upper, 3-lobed, lobes oblong. Capsule ovoid, 5 by 3 mm.",T. Yamazaki,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000520291,Forest Herbarium,All rights reserved,"Adenosma hirsuta. Flora of Thailand. Vol. 5. Part 2, 1990. Pg. 148. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01082,5,2
wfo-0000520292,general,EN,"Annual herbs; stems erect, simple or laxly branched, 15–70 cm, white-hirsute. Leaves petiolate, rarely subsessile; petioles 0.5–9 mm; lamina ovate to ovate-oblong, 1–7 by 0.5–2 cm, subacute at apex, cuneate and attenuate to the petiole, subacute serrate, hirsute above and on the nerves beneath. Flowers in terminal very dense-flowered, globose or shortly cylindrical heads of 0.5–3 by 1 cm, rarely solitary and axillary. Pedicels 0.2–4 cm long, hirsute. Bracts foliaceous below, lanceolate to linear-Ianceolate above. Bracteoles filiform, 4 mm long, hirsute. Calyx 4 mm long, densely hirsute; upper lobe broadly lanceolate, acute, 0.5 mm wide; others narrowly lanceolate, acute, 0.2–0.3 mm wide. Corolla violet, 5–6 mm long, glabrous outside; upper lip broadly ovate; flower lip deeply 3-lobed, as long as upper, lobes linear-oblong. Capsule ovoid, 3.5 by 2.5 mm.",T. Yamazaki,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000520292,Forest Herbarium,All rights reserved,"Adenosma indiana. Flora of Thailand. Vol. 5. Part 2, 1990. Pg. 150. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01083,5,2
wfo-0000520294,general,EN,"Stems branched from the base, prostrate, 15–50 cm, quadrangular; hirsute especially on the angles. Leaves with petioles 1–6 mm, hirsute; blades ovate or ovate-elliptic, 1–3.5 by 0.5–1.8 cm, obtuse or subacute at apex, rounded to cuneate at base, shallowly crenate-serrate, sparsely hirsute above, hispid on the nerves beneath. Flowers solitary and axillary or in clusters with few flowers on short peduncles. Pedicels 1–2 mm long, hirsute. Bracteoles filiform, 1–2 mm long. Calyx 5–6 mm long in flower, 7–8 mm in fruit; outer 3 sepals ovate-cordate, acute; inner 2 sepals linear-lanceolate, acuminate; all sepals densely long-hirsute on margins. Corolla pale purple to white, 9–10 mm long, pilose outside; upper, lip elliptic, rounded at apex, 3 by 2.5 mm; flower lip as long as upper, shallowly 3-lobed, lobes lanceolate. Capsule ovoid, 3 by 2 mm.",T. Yamazaki,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000520294,Forest Herbarium,All rights reserved,"Adenosma javanica. Flora of Thailand. Vol. 5. Part 2, 1990. Pg. 152. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01087,5,2
wfo-0000520298,general,EN,"Annual herbs; stems erect, slender, simple or laxly branched, 10–40 cm, terete, densely pubescent. Leaves shortly petiolate; petioles 1–5 mm, pubescent; blades elliptic, ovate or ovate-orbicular, 0.5–3 by 0.4–1.5 cm, obtuse at apex, rounded at base, subacute-serrate, hirsute above, hispid on major nerves beneath. Flowers solitary and axillary or in lax pseudo-spikes. Pedicels 0.5–1 mm long, hirsute. Flower bracts foliaceous; upper ones smaller, orbicular, with slender petiole. Bracteoles filiform, 1 mm. Calyx 3–4 by 1–1.5 mm, densely hirsute with intermixed glandular-hairs; outer 3 lobes oblong-ovate, obtuse; inner 2 lobes lanceolate, subacute. Corolla mauve, 4 mm long, glabrous outside; upper lip broadly elliptic, ca 2 mm long and wide; flower lip much shorter than upper, 3-lobed, lobes orbicular, ca 0.7 mm long and wide. Capsule ovate-ellipsoidal, 2.5 by 1 mm.",T. Yamazaki,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000520298,Forest Herbarium,All rights reserved,"Adenosma microcephala. Flora of Thailand. Vol. 5. Part 2, 1990. Pg. 151. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01085,5,2
wfo-0001138540,general,EN,"Stems erect, 20–90 cm tall, sub-bifariously pubescent. Leaves membranous; petioles 1–2 mm; blades oblong-ovate or oblong-lanceolate, 1–5 by 0.5–2 cm, acute at apex, cuneate-attenuate into the petiole, coarsely acute-serrate, hirsute on both surfaces. Flowers solitary and axillary, or in lax terminal spikes; pedicels 0.3–0.8 mm, hirsute. Bracteoles filiforrn, 4–6 mm, long-hirsute on margin. Calyx 4–5 mm long and wide, 10-nerved, 5-lobed; lobes deltoid-ovate, acuminate, ca 2 mm long and wide, hirsute on margin. Corolla yellow, 6–7 mm long; lobes broadly elliptic, ca 2.5 mm long and wide. Stamens didynamous; posterior 2 ca 3 mm long, filaments glabrescent; anterior 2 ca 4 mm long, filaments lanate. Capsule subglobose, 5–6 mm long and wide. Seeds 0.8–1 by 0.2 mm.",T. Yamazaki,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0001138540,Forest Herbarium,All rights reserved,"Alectra avensis. Flora of Thailand. Vol. 5. Part 2, 1990. Pg. 222. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01189,5,2
wfo-0000536492,general,EN,"Stems laxly branched, erect, up to 1.5 m, densely glandular-pilose. Leaves opposite, alternate upwards, sessile, narrowly lanceolate, 3–7 by 0.4–1 cm, acuminate at apex, tapering towards the base, shallowly acute-serrate, densely and shortly glandular-hairy on both surfaces. Flowers solitary and axillary, or racemose upwards; pedicels slender, 1–2.5 cm, densely glandular-hairy. Calyx 4–5 mm long, densely glandular-pilose; lobes lanceolate, acute. Corolla purple, cup-shaped part paler, 2–2.5 cm long. Capsule globose.",T. Yamazaki,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000536492,Forest Herbarium,All rights reserved,"Angelonia goyazensis. Flora of Thailand. Vol. 5. Part 2, 1990. Pg. 217. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01180,5,2
wfo-0000549895,general,EN,"Stems 50–100 cm, g1abrous. Leaves, sessile, semi-amplexicaul, 5–15 by 0.5–2.5 cm, acuminate at apex, gradually narrowed to base, with distant small acute teeth, glabrous or scabrid on both surfaces. Inflorescences 10–20 cm, glabrous or scabrid, rarelyshort-glandular; pedicels 2–7 mm, glabrous or scabrid. Bracts linear to lanceolate, acuminate, 5–10 mm. Calyx campanulate, 5 by 4 mm in flower, 8 by 8 mm in fruit; lobes ovate, acuminate, scabrid. Corolla purple, 2–2.5 cm long; upper lip ca 8 by 10 mm; lower lip spreading, 10–13 by 15–18 mm; projections of the tube inside ca 1 mm long, pilose. Stamens , posterior pair ca 4 mm, anterior pair ca 8 mm; appendages of the anterior filaments globose, ca 1 mm. Capsule globose, 5–7 mm, glabrous. Seeds ca 0.4 by 0.25 mm.",T. Yamazaki,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000549895,Forest Herbarium,All rights reserved,"Artanema longifolium. Flora of Thailand. Vol. 5. Part 2, 1990. Pg. 176. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01123,5,2
