WFOID,vernacularName,identifier,isPreferredName,source,language,countryCode,uri,bibliographicCitation,rights,license
wfo-0000520275,ya khao kam (หญ้าข้าวกล่ำ)(Northeastern),ver-THA-0000520275.01,0.0,ref-THA-0000520275,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01081,"Adenosma caerulea. Flora of Thailand. Vol. 5. Part 2, 1990. Pg. 147. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000520275,sanam chao rai (สนำชาวไร่)(Southeastern),ver-THA-0000520275.02,0.0,ref-THA-0000520275,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01081,"Adenosma caerulea. Flora of Thailand. Vol. 5. Part 2, 1990. Pg. 147. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000520282,hom kratai (ห้อมกระต่าย)(Northeastern),ver-THA-0000520282.01,0.0,ref-THA-0000520282,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01084,"Adenosma debilis . Flora of Thailand. Vol. 5. Part 2, 1990. Pg. 151. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000520284,khanam chao rai (ขนำชาวไร่)(Southeastern),ver-THA-0000520284.01,0.0,ref-THA-0000520284,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01086,"Adenosma elshollzioides. Flora of Thailand. Vol. 5. Part 2, 1990. Pg. 151. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000520291,phrik nai phran (พริกนายพราน)(Southwestern),ver-THA-0000520291.01,0.0,ref-THA-0000520291,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01082,"Adenosma hirsuta. Flora of Thailand. Vol. 5. Part 2, 1990. Pg. 148. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000520291,thong theng (โทงเทง)(Peninsular),ver-THA-0000520291.02,0.0,ref-THA-0000520291,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01082,"Adenosma hirsuta. Flora of Thailand. Vol. 5. Part 2, 1990. Pg. 148. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000520291,sose (โซเซ)(Peninsular),ver-THA-0000520291.03,0.0,ref-THA-0000520291,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01082,"Adenosma hirsuta. Flora of Thailand. Vol. 5. Part 2, 1990. Pg. 148. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000520292,phrik kratai (พริกกระต่าย)(Southeastern),ver-THA-0000520292.01,0.0,ref-THA-0000520292,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01083,"Adenosma indiana. Flora of Thailand. Vol. 5. Part 2, 1990. Pg. 150. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000520292,kratai cham (กระต่ายจาม)(Southwestern),ver-THA-0000520292.02,0.0,ref-THA-0000520292,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01083,"Adenosma indiana. Flora of Thailand. Vol. 5. Part 2, 1990. Pg. 150. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000520292,sose (โซเซ)(Eastern),ver-THA-0000520292.03,0.0,ref-THA-0000520292,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01083,"Adenosma indiana. Flora of Thailand. Vol. 5. Part 2, 1990. Pg. 150. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000520292,khao kam (ข้าวก่ำ)(Eastern),ver-THA-0000520292.04,0.0,ref-THA-0000520292,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01083,"Adenosma indiana. Flora of Thailand. Vol. 5. Part 2, 1990. Pg. 150. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000536492,thian yipun (เทียนญี่ปุ่น)(Central),ver-THA-0000536492.01,0.0,ref-THA-0000536492,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01180,"Angelonia goyazensis. Flora of Thailand. Vol. 5. Part 2, 1990. Pg. 217. Accessed 2021-07-31",Forest Herbarium,All rights reserved
