WFOID,identifier,vernacularName,isPreferredName,source,language,countryCode,uri,rights,license,bibliographicCitation,Volume,Part
wfo-0000185607,ver-THA-0000185607.01,nam huang (หนามเฮี้อง)(Northern),0.0,ref-THA-0000185607,TH,THA,https://botany.dnp.go.th/eflora/florainfra.html?tdcode=00818,Forest Herbarium,All rights reserved,"Acacia caesia subnuda. Flora of Thailand. Vol. 4. Part 2, 1985. Pg. 168. Accessed 2021-07-31",4,2
wfo-0000199691,ver-THA-0000199691.01,nam tanin (หนามตะหนิน)(Eastern),0.0,ref-THA-0000199691,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00814,Forest Herbarium,All rights reserved,"Acacia comosa. Flora of Thailand. Vol. 4. Part 2, 1985. Pg. 164. Accessed 2021-07-31",4,2
wfo-0000199691,ver-THA-0000199691.02,nam han (หนามหัน)(Northern),0.0,ref-THA-0000199691,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00814,Forest Herbarium,All rights reserved,"Acacia comosa. Flora of Thailand. Vol. 4. Part 2, 1985. Pg. 164. Accessed 2021-07-31",4,2
wfo-0000199691,ver-THA-0000199691.03,narn huang (หนามเฮื้อง)(Northern),0.0,ref-THA-0000199691,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00814,Forest Herbarium,All rights reserved,"Acacia comosa. Flora of Thailand. Vol. 4. Part 2, 1985. Pg. 164. Accessed 2021-07-31",4,2
wfo-0000199691,ver-THA-0000199691.04,han kradang (หันกระด้าง)(Northern),0.0,ref-THA-0000199691,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00814,Forest Herbarium,All rights reserved,"Acacia comosa. Flora of Thailand. Vol. 4. Part 2, 1985. Pg. 164. Accessed 2021-07-31",4,2
wfo-0000186090,ver-THA-0000186090.01,som khon (ส้มขอน)(Northern),0.0,ref-THA-0000186090,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00819,Forest Herbarium,All rights reserved,"Acacia concinna. Flora of Thailand. Vol. 4. Part 2, 1985. Pg. 169. Accessed 2021-07-31",4,2
wfo-0000186090,ver-THA-0000186090.02,som poi (ส้มป่อย)(Northern),0.0,ref-THA-0000186090,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00819,Forest Herbarium,All rights reserved,"Acacia concinna. Flora of Thailand. Vol. 4. Part 2, 1985. Pg. 169. Accessed 2021-07-31",4,2
wfo-0000199698,ver-THA-0000199698.01,kamlang chang san (กำลังช้างสาร)(Southwestern),0.0,ref-THA-0000199698,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00812,Forest Herbarium,All rights reserved,"Acacia craibii. Flora of Thailand. Vol. 4. Part 2, 1985. Pg. 163. Accessed 2021-07-31",4,2
wfo-0000195712,ver-THA-0000195712.01,krathin thet (กระถินเทศ)(Central),0.0,ref-THA-0000195712,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00813,Forest Herbarium,All rights reserved,"Acacia farnesiana. Flora of Thailand. Vol. 4. Part 2, 1985. Pg. 163. Accessed 2021-07-31",4,2
wfo-0000195712,ver-THA-0000195712.02,krathin hom (กระถินหอม)(Central),0.0,ref-THA-0000195712,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00813,Forest Herbarium,All rights reserved,"Acacia farnesiana. Flora of Thailand. Vol. 4. Part 2, 1985. Pg. 163. Accessed 2021-07-31",4,2
