WFOID,description,type,language,contributor,audience,rightsHolder,created,creator,source,Volume,Part,bibliographicCitation,license,rights,URI
wfo-0000516166,"Herb up to 1 m high, stems terete, striate, ± densely hairy. Leaves broadly elliptic, 11–17 by 4–7 cm shortly acuminate with cuneate base, shortly petiolate to subsessile; lamina hairy on both sides. Inflorescences cylindrical, pedunculate, terminal and lateral, often lax towards the base. Bracts deltoid-lanceolate, 2–2.5 mm long, membranous with a pungent apex; bracteoles 3–4 mm long with an uncinate apex, base with short, membranous wings. Tepals lanceolate, acute, 3–4 mm long with hyaline margin. Stamens shorter than tepals. Pseudo-staminodes 1.5 mm long with ciliate-fimbriate apex but no fimbriate scale. Ovary obovoid; style 1.5 mm; stigma capitate.",general,EN,K. Larsen,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000516166,5,4,"Achyranthes ancistrophora. Flora of Thailand. Vol. 5. Part 4, 1992. Pg. 394. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01237
wfo-0000516177,"Perennial herb of varying appearance, usually rather stiff up to ca 1 m, occasionally much taller, often richly branched from the base; branches obscurely quadrangular, thickened above the nodes, ± densely pubescent particularly in the younger parts. Leaves elliptic-oblong or obovate, attenuate at base, acuminate to rounded at apex, more or less densely hairy to nearly glabrous, greatly varying in size, 2–10 by 1–5 cm; petiole 0.5–1.5 cm. Inflorescences of erect, terminal and lateral spikes, the terminal by far the longest, initially dense, later with remote flowers, up to 50 cm with shorter or longer peduncles; rachis angular, appressed hairy. Bracts scarious, ovate-acuminate, persistent, 2–3 mm, erect before anthesis, later reflexed as is the fruiting perianth; bracteoles appressed against the perianth, prolonged into a long spine 3–4 mm, at base with a membranous limb 1.5–2 mm. Tepals subequal, ovate-lanceolate, pointed, ca 5 mm long, glabrous. Stamens with filaments (including the cup) ca 2 mm long, glabrous; pseudo-staminodes truncate with a dorsal long-fringed scale, longer than the staminode itself. Ovary obovoid, shorter than the style, glabrous; style 2–3.5 mm. Utricle glabrous with truncate apex, 2.5–3 mm. Seed cylindrical, smooth.",general,EN,K. Larsen,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000516177,5,4,"Achyranthes aspera. Flora of Thailand. Vol. 5. Part 4, 1992. Pg. 395. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01238
wfo-0001046384,"Perennial, erect or ascending herb up to 2 m; branches ± quadrangular with longitudinal furrows, ± hairy with appressed, white hairs. Leaves elliptic to broadly lanceolate; base acute or obtuse, apex acuminate, both sides hairy, often reddish, 5–10(–25) by 2–8(–11) cm; petiole 1–3 cm. Inflorescences of terminal and lateral spikes up to 45 cm (including an up to 15 cm long peduncle); rachis rather thin often somewhat tortuous, covered with appressed, white hairs. Bract ovate, subulate, ca 3 mm long, after anthesis patent or reflexed; bracteoles spinose, appressed to perianth which is reflexed after anthesis, 3–5 mm long, shorter than perianth; the limb reduced to 2 membranous lobes inserted at the thickened base of the spine, or free, up to 1 mm. Tepals glabrous, lanceolate subulate, acuminate, often violet, ± unequal, 4–7 mm long. Staminal cup ca 2 mm; pseudo-staminodes truncate, without a dorsal scale. Ovary ovoid; style 1–2 mm, about same length as the stamens. Utricle glabrous, obovoid, brown, ca 2 mm long. Seeds cylindrical, smooth.",general,EN,K. Larsen,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0001046384,5,4,"Achyranthes bidentata bidentata. Flora of Thailand. Vol. 5. Part 4, 1992. Pg. 397. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/florainfra.html?tdcode=01240
wfo-0000521801,"Perennial herb, sometimes woody at base, up to 1.5 m high, erect or scrambling, side-branches weak; stem terete, velutinous. Leaves spirally arranged in upper part, opposite below, lanceolate, attenuate towards a short petiole (up to 1 cm), at apex acute, mucronate; both sides with appressed, white hairs, denser on the flower side. Inflorescences solitary or fascicled, whitish to pale purplish, spikes often pyramidal, sometimes forming large open panicles but also lateral weak branches. Flowers very densely packed together, bisexual or female; bracts and bracteoles membranous, ovate, mucronate, pilose ca 1 mm long. Tepals usually 5, membranous, oblong acute, pilose ca 3 mm long. Stamens ca half as long as tepals; staminal cup low; pseudo-staminodes filiform, shorter than the filaments. Ovary ovoid, ca 1 mm; style 0.5 mm; stigma entire or somewhat 2–lobed. Utricle irregularly dehiscing, 1 mm diam. Seeds shining, reniform, reticulate, brownish-black, 0.7 mm.",general,EN,K. Larsen,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000521801,5,4,"Aerva sanguinolenta. Flora of Thailand. Vol. 5. Part 4, 1992. Pg. 389. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01231
wfo-0000526239,"Erect, prostrate or ascending annual up to 80 cm, branching from the base, glabrous or finely pubescent. Leaves linear to oblong-ovate or spathulate, narrowed to the ± winged petiole, apex acute-acuminate, mucronate or sometimes obtuse; upper surface glabrous, flower finely pubescent; 2.6 by 0.5–2.5 cm; petiole up to 1 cm. Inflorescences of ovoid to globular heads 1–2 cm long, often lengthening after anthesis; peduncle 1–35 mm. Single cymes 2–7-flowered. Bracts and bracteoles ovate-lanceolate, acuminate, 2–4 mm long with green or purple midrib, margins white. Flowers bisexual. Tepals scarious, similar to the bracts but longer, 5–7 mm. Stamens shorter than perianth, staminal cup 2 mm high. Ovary ovoid, style longer than stamens. Fruit ovoid, surrounded by the persistent perianth, opening below the middle, ca 3.5 mm. Seeds lenticular, arillate, black, glossy.",general,EN,K. Larsen,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000526239,5,4,"Allmania nodiflora. Flora of Thailand. Vol. 5. Part 4, 1992. Pg. 382. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01222
wfo-0000528475,"Perennial ± erect herb 10–20 cm high, densely tufted; stems with two opposite furrows, glabrescent. Leaves rhombic to oblanceolate, glabrescent, finely mucronate at apex; usually in various degrees variegated or red, 1–5 by 0.5–1.5 cm, petiole 1–3 cm. Inflorescences of sessile, terminal and axillary, spherical or oblong heads, often few together, 0.5–1 cm diam. Bracts and bracteoles similar, shorter than tepals, acute often with a row of hairs on the back. Tepals 5, acuminate, mucronate, 3 outer ones longest, 3–4 mm, hairy on the back, 2 inner ones subglabrous, ca 2 mm long. Staminal cup low, anthers 5 but often some sterile. Pseudo-staminodes shorter than or equal to the stamens, narrow with dentate apex. Ovary ovoid, style short, stout. Fruit suborbicular (apparently not developing in SE. Asia) unwinged. Seeds (in Brazil) lenticular, brown ca 1 mm.",general,EN,K. Larsen,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000528475,5,4,"Alternanthera bettzickiana. Flora of Thailand. Vol. 5. Part 4, 1992. Pg. 407. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01255
wfo-0000528696,"Perennial ± erect or ascending herb often with woody base, up to 1 m high; stems covered with whitish hairs. Leaves ovate or elliptic, acute or acuminate, up to 8 by 3 cm (smaller in Thai specimens?), densely villose. Inflorescences simple or branched with a 2–15 cm long, pilose peduncle; head conical or ± pherical up to 1.5 cm diam. Bracts suborbicular or ovate, shorter than the serrate bracteoles. Flowers stipitate, tepals ovate-lanceolate, acuminate, 3–4 mm long, 3-nerved, carinate, hairy. Staminal cup ca 1.5 mm high, filaments as long as anthers. Pseudo-staminodas laminate with truncate-dentate apex, as long as stamens. Fruit (not seen in Thai specimens). Seeds dark brown.",general,EN,K. Larsen,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000528696,5,4,"Alternanthera moquinii. Flora of Thailand. Vol. 5. Part 4, 1992. Pg. 405. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01251
wfo-0000528743,"Perennial, polymorphic herb with several habitat forms (in water or on wet soil); stems up to 4 m long when prostrate, up to 30 cm when erect on dry land, simple or branched, robust, ± villous to nearly glabrous. Leaves shortly petiolate, elliptic to obovate, obtuse 3–11 cm long, glabrous. Heads always solitary, spherical, 1–1.5 cm diam., white, terminal and apparently axillary; peduncle 1–5 cm, pilose in 2 lines. Bracts and bracteoles similar ¼ the length of the flower, ovate acute or acuminate. Tepals similar, glabrous, ovate-lanceolate, ca 6 mm long, serrulate towards apex. Staminal cup low; filaments longer than anthers. Pseudo-staminodes as long as stamens with serrate apex. Ovary pyriform.",general,EN,K. Larsen,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000528743,5,4,"Alternanthera philoxeroides. Flora of Thailand. Vol. 5. Part 4, 1992. Pg. 405. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01252
wfo-0000528787,"Perennial prostrate herb; stems often woody at base, pubescent; ± densely hairy particulary when young. Leaves ovate or obovate, 2–5 by 1–3.5 cm, shortly petiolate. Inflorescences spherical or slightly oblong, sessile often clustered. Bracts strongly spinescent, bracteoles 2, acute. Tepals unequal, 2 outer with long pungent apex, ca 5 mm long, 3 inner, shorter, acute, all with small tufts of hairs. Stamens 5, pseudo-staminodes shorter than filaments, entire or dentate. Ovary ellipsoidal; style short; stigma capitate. Fruit ovoid falling off together with perianth. Seeds lenticular, smooth, shining.",general,EN,K. Larsen,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000528787,5,4,"Alternanthera pungens. Flora of Thailand. Vol. 5. Part 4, 1992. Pg. 403. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01250
wfo-0000528825,"Perennial polymorphic herb, erect up to 1 m, ascending or creeping, rooting at the nodes, sometimes aquatic and floating, often richly branched, green or purple; stems subglabrous or with 2 opposite longitudinal lines of hairs. Leaves of varying shape often linear-lanceolate or elliptic, attenuate at both ends, glabrous or finely pubescent 1–10(–15) by 0.5–2(–3) cm; petiole short. Inflorescences axillary, sessile, ± glabrous, white, 0.5–1.5 cm diam., sometimes apparently peduncled. Rachis densely white-hairy, bracts and bracteoles ovale, acuminate, never spiny, glabrous, persistent, ca 1 mm long, shorter than the flowers. Tepals equal, ovale, attenuate, shining, glabrous or with few hairs on the dorsal side; 1-nerved or at the very base obscurely 3-nerved, 2(–3) mm long. Stamens 3, filaments with a short cup, all in all shorter than 1 mm, anthers ovoid. Pseudo-staminodes filiform, or with bifurcate apex, minute. Ovary obovoid-compressed; style very short, nearly wanting; stigma capitate to shortly-lobed. Utricle compressed, deeply emarginate, 2–3 mm long. Seeds orbicular, brown.",general,EN,K. Larsen,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000528825,5,4,"Alternanthera sessilis. Flora of Thailand. Vol. 5. Part 4, 1992. Pg. 406. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01253
