WFOID,vernacularName,identifier,isPreferredName,source,language,countryCode,uri,bibliographicCitation,rights,license
wfo-0000516177,khuai ngu (ควยงู)(Central),ver-THA-0000516177.01,0.0,ref-THA-0000516177,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01238,"Achyranthes aspera. Flora of Thailand. Vol. 5. Part 4, 1992. Pg. 395. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000516177,phan ngu (พันงู)(Central),ver-THA-0000516177.02,0.0,ref-THA-0000516177,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01238,"Achyranthes aspera. Flora of Thailand. Vol. 5. Part 4, 1992. Pg. 395. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000516177,ya tin ngu khao (หญ้าตีนงูขาว)(Central),ver-THA-0000516177.03,0.0,ref-THA-0000516177,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01238,"Achyranthes aspera. Flora of Thailand. Vol. 5. Part 4, 1992. Pg. 395. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0001046384,khuai ngu noi (ควยงูน้อย)(Northern),ver-THA-0001046384.01,0.0,ref-THA-0001046384,TH,THA,https://botany.dnp.go.th/eflora/florainfra.html?tdcode=01240,"Achyranthes bidentata bidentata. Flora of Thailand. Vol. 5. Part 4, 1992. Pg. 397. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0001046384,phan ngu noi (พันงูน้อย)(Northern),ver-THA-0001046384.02,0.0,ref-THA-0001046384,TH,THA,https://botany.dnp.go.th/eflora/florainfra.html?tdcode=01240,"Achyranthes bidentata bidentata. Flora of Thailand. Vol. 5. Part 4, 1992. Pg. 397. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000521801,khruea khaotok (เครือข้าวตอก)(Northern),ver-THA-0000521801.01,0.0,ref-THA-0000521801,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01231,"Aerva sanguinolenta. Flora of Thailand. Vol. 5. Part 4, 1992. Pg. 389. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000521801,san khaotok (สารข้าวตอก)(Northern),ver-THA-0000521801.02,0.0,ref-THA-0000521801,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01231,"Aerva sanguinolenta. Flora of Thailand. Vol. 5. Part 4, 1992. Pg. 389. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000521801,ya dok khaotok (หญ้าดอกข้าวตอก)(Northern),ver-THA-0000521801.03,0.0,ref-THA-0000521801,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01231,"Aerva sanguinolenta. Flora of Thailand. Vol. 5. Part 4, 1992. Pg. 389. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000521801,huan pet (ฮ้วนเป็ด)(Northern),ver-THA-0000521801.04,0.0,ref-THA-0000521801,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01231,"Aerva sanguinolenta. Flora of Thailand. Vol. 5. Part 4, 1992. Pg. 389. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000521801,phan ngu tua phu (พันงูตัวผู้)(Central),ver-THA-0000521801.05,0.0,ref-THA-0000521801,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01231,"Aerva sanguinolenta. Flora of Thailand. Vol. 5. Part 4, 1992. Pg. 389. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000521801,phan ngu yai (พันงูใหญ่)(Central),ver-THA-0000521801.06,0.0,ref-THA-0000521801,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01231,"Aerva sanguinolenta. Flora of Thailand. Vol. 5. Part 4, 1992. Pg. 389. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000521801,ya dok khao (หญ้าดอกขาว)(Central),ver-THA-0000521801.07,0.0,ref-THA-0000521801,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01231,"Aerva sanguinolenta. Flora of Thailand. Vol. 5. Part 4, 1992. Pg. 389. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000521801,ya phan ngu lek (หญ้าพันงูเล็ก)(Southwestern),ver-THA-0000521801.08,0.0,ref-THA-0000521801,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01231,"Aerva sanguinolenta. Flora of Thailand. Vol. 5. Part 4, 1992. Pg. 389. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000528475,phak pet daeng (ผักเป็ดแดง)(Central),ver-THA-0000528475.01,0.0,ref-THA-0000528475,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01255,"Alternanthera bettzickiana. Flora of Thailand. Vol. 5. Part 4, 1992. Pg. 407. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000528475,phak pet farang (ผักเป็ดฝรั่ง)(Central),ver-THA-0000528475.02,0.0,ref-THA-0000528475,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01255,"Alternanthera bettzickiana. Flora of Thailand. Vol. 5. Part 4, 1992. Pg. 407. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000528475,phrommi daeng (พรมมิแดง)(Central),ver-THA-0000528475.03,0.0,ref-THA-0000528475,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01255,"Alternanthera bettzickiana. Flora of Thailand. Vol. 5. Part 4, 1992. Pg. 407. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000528475,phak hom daeng (ผักโหมแดง)(Northern),ver-THA-0000528475.04,0.0,ref-THA-0000528475,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01255,"Alternanthera bettzickiana. Flora of Thailand. Vol. 5. Part 4, 1992. Pg. 407. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000528743,phak pet (ผักเป็ด)(General),ver-THA-0000528743.01,0.0,ref-THA-0000528743,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01252,"Alternanthera philoxeroides. Flora of Thailand. Vol. 5. Part 4, 1992. Pg. 405. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000528743,phak pet nam (ผักเป็ดน้ำ)(General),ver-THA-0000528743.02,0.0,ref-THA-0000528743,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01252,"Alternanthera philoxeroides. Flora of Thailand. Vol. 5. Part 4, 1992. Pg. 405. Accessed 2021-07-31",Forest Herbarium,All rights reserved
