WFOID,vernacularName,identifier,isPreferredName,source,language,countryCode,uri,bibliographicCitation,rights,license
wfo-0000609634,khruea trai (เครือไตร)(Northern),ver-THA-0000609634.01,,ref-THA-0000609634,TH,THA,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=04798,"Clematis burmanica . Flora of Thailand. Vol. 11. Part 1, 2011. Pg. 56. Accessed 2022-04-21",Forest Herbarium,All rights reserved
wfo-0000609867,phuang kaeo hom (พวงแก้วหอม)(Chiang Mai),ver-THA-0000609867.01,,ref-THA-0000609867,TH,THA,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=04799,"Clematis eichleri . Flora of Thailand. Vol. 11. Part 1, 2011. Pg. 57. Accessed 2022-04-21",Forest Herbarium,All rights reserved
wfo-0000610273,phuang kaeo doi (พวงแก้วดอย)(General),ver-THA-0000610273.01,,ref-THA-0000610273,TH,THA,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=04797,"Clematis meyeniana . Flora of Thailand. Vol. 11. Part 1, 2011. Pg. 56. Accessed 2022-04-21",Forest Herbarium,All rights reserved
wfo-0000610648,phuang kaeo sikkim (พวงแก้วสิกขิม)(Northern),ver-THA-0000610648.01,,ref-THA-0000610648,TH,THA,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=04793,"Clematis sikkimensis . Flora of Thailand. Vol. 11. Part 1, 2011. Pg. 52. Accessed 2022-04-21",Forest Herbarium,All rights reserved
wfo-0000610666,khruea chang luang (เครือจางหลวง)(Chiang Mai),ver-THA-0000610666.01,,ref-THA-0000610666,TH,THA,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=04800,"Clematis smilacifolia . Flora of Thailand. Vol. 11. Part 1, 2011. Pg. 59. Accessed 2022-04-21",Forest Herbarium,All rights reserved
wfo-0000610666,phuang kaeo kudan (พวงแก้วกุดั่น)(Bangkok),ver-THA-0000610666.02,,ref-THA-0000610666,TH,THA,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=04800,"Clematis smilacifolia . Flora of Thailand. Vol. 11. Part 1, 2011. Pg. 59. Accessed 2022-04-21",Forest Herbarium,All rights reserved
wfo-0000610729,khruea chang noi (เครือจางน้อย)(Chiang Mai),ver-THA-0000610729.01,,ref-THA-0000610729,TH,THA,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=04795,"Clematis subumbellata . Flora of Thailand. Vol. 11. Part 1, 2011. Pg. 53. Accessed 2022-04-21",Forest Herbarium,All rights reserved
wfo-0000610729,khruea fan hai (เครือฟานไห้)(Chiang Mai),ver-THA-0000610729.02,,ref-THA-0000610729,TH,THA,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=04795,"Clematis subumbellata . Flora of Thailand. Vol. 11. Part 1, 2011. Pg. 53. Accessed 2022-04-21",Forest Herbarium,All rights reserved
wfo-0000610729,phrik san kang (พริกสั้นก้าง)(Chiang Mai),ver-THA-0000610729.03,,ref-THA-0000610729,TH,THA,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=04795,"Clematis subumbellata . Flora of Thailand. Vol. 11. Part 1, 2011. Pg. 53. Accessed 2022-04-21",Forest Herbarium,All rights reserved
wfo-0000610774,phuang fa (พวงฟ้า)(Northern),ver-THA-0000610774.01,,ref-THA-0000610774,TH,THA,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=04794,"Clematis thaimontana . Flora of Thailand. Vol. 11. Part 1, 2011. Pg. 53. Accessed 2022-04-21",Forest Herbarium,All rights reserved
