WFOID,type,language,description,contributor,audience,rightsHolder,created,creator,source,rights,license,bibliographicCitation,URI,Volume,Part
wfo-4000008565,general,EN,"Shrubs or sub-shrubs. Stems climbing, internodes elongate, sometimes erect. Leaves opposite, usually ternately or pinnately compound, sometimes simple. Inflorescences definite. Stamens numerous, hairy or glabrous. Carpels uniovular, ovule pendulous. Achenes several to many, aggregated in a fruit, beaks usually elongated into a tail.</br></br>About 300 species in all continents. Ten species in Thailand.",M. Tamura,,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-4000008565,Forest Herbarium,All rights reserved,"Clematis  . Flora of Thailand. Vol. 11. Part 1, 2011. Pg. 49. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floragenus.html?tdcode=04791,11,1
wfo-0000609634,general,EN,"Evergreen climber, drying brownish or blackish. Stems glabrous, internodes with many striae. Leaves ternate, middle leaflets ovate to ovate-elliptic, 6.2–15.5 by 3.2–9 cm, truncate to cordate at base, acuminate to acute at apex, entire, chartaceous, main veins 5–7, inner veins branching above the outer, glabrous on both sides, prominently reticulate especially beneath, petiolules 1.8–4 cm long, lateral leaflets similar to the middle ones, shortly petiolulate, petioles 3.5–11 cm long, glabrous, dilated near base. Inflorescences terminal and axillary, thyrsiform or subpaniculate, 9–80-flowered, pubescent in upper part with crisp white hairs, peduncles 3–8 cm long, subvillose, bracts linear, pedicels 1–3.5 cm long, subvillose, bracteoles linear, minute. Flowers flat, 2–2.5 cm diam. Sepals 4, oblong, obtuse at apex, 10–13 by 3–4 mm, creamy white to yellowish green, drying brownish, upper surface glabrous, lower surface pubescent with crisp, white hairs, especially along margins. Anthers oblong, lateral, 1.2–1.8 mm long, connectives hardly projected, filaments drying blackish to brownish, 6–8 mm long, filiform, glabrous, thinner than anther. Achenes drying blackish to brownish, elliptic, 7–10 by 3.5–4.5 mm, compressed, thick-margined, suddenly contracted to short stipe downwards, tapering to tail upwards, pubescent with appressed, dirty yellowish, 3–3.5 mm long hairs, tails 3.2–4 cm long, plumose with ascending, yellowish, long hairs, but shorter and appressed towards base.",M. Tamura,,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000609634,Forest Herbarium,All rights reserved,"Clematis burmanica . Flora of Thailand. Vol. 11. Part 1, 2011. Pg. 56. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=04798,11,1
wfo-0000609867,general,EN,"Evergreen, often deciduous climber, robust, sometimes to more than 6 m tall, 1 cm thick, drying yellowish brown. Stems glabrous, internodes striate with more than 20 striae. Leaves remotely 2–3-paired imparipinnate, 30–62 cm long including petioles, the lowest and next the pinnae ternate, upper and terminal pinnae smaller, entire, all leaflets ovate-elliptic, acute or acuminate at apex, cuneate, truncate to subcordate at base, 5.5–10 by 2.8–4.8 cm, herbaceous, 5 or 7 veins branching near base, glabrous on both sides, prominently veined beneath; petiolules 1.5–2 cm long, terminal petiolules up to 6 cm long; petioles 8–12 cm long, glabrous, dilated near base. Inflorescences terminal and axillary, axillary ones sometimes with more than 100 flowers, thyrsiform, glabrous; peduncles 6–12 cm long, glabrous; bracts leafy, sometimes linear; pedicels glabrous, 2–4 cm long; bracteoles linear, small or none. Flowers flat or with slightly reflexed sepals, 2–2.5 cm diam. Sepals 4, elliptic-oblong, acute to acuminate at apex, 15–20 by 2.5–4 mm, white, upper surface glabrous, lower surface glabrous or sparsely pubescent, margins white tomentose. Anthers of outer stamens linear, lateral, 1.5–3 mm long, connectives projected, filaments yellowish, up to 15 mm long, glabrous, filiform, thinner than anthers; anthers of inner stamens linear, lateral or more or less introrse, 3–4 mm long, connectives projected, filaments yellowish, shorter, 2–4 mm long, glabrous, more or less dilated, nearly as broad as anther. Achenes yellowish brown, fusiform, slightly recurved, often tortuous, 8–10 by 1.8–2 mm, slightly compressed, thick-margined, with a longitudinal ridge on each side and a lignified basal projection up to 2 mm long, glabrous, tails 5–7.5 cm long, plumose with ascendant, up to 6 mm long hairs, but shorter towards base.",M. Tamura,,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000609867,Forest Herbarium,All rights reserved,"Clematis eichleri . Flora of Thailand. Vol. 11. Part 1, 2011. Pg. 57. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=04799,11,1
wfo-0000609945,general,EN,"Evergreen climber, drying brown or greyish brown. Stems glabrous, internodes with many striae. Leaves simple, broadly ovate, 8.5–16.5 by 6.5–13.2 cm, cordate at base, acute at apex, entire, chartaceous, 5–7-veins branching near base, glabrous on both surfaces, prominently reticulate beneath; petioles 3.8–10 cm long, conspicuously dilated near base. Inflorescences thyrsiform, more than 30-flowered, axillary ones 5–7-flowered, velvety with erect, brown, often glandular hairs; peduncles 3–6.5 cm long; bracts scaly, sometimes linear, up to 1 cm long; pedicels 3–4.5 cm long; bracteoles scaly, up to 3 mm long, below the middle and almost hidden in bracts. Flowers 2–4 cm diam. Sepals 6, elliptic or densely velvety. Anthers linear, lateral or slightly introrse, 2–2.5 mm long, connectives projected, 2–3.5 mm long, filaments glabrous, 3–4 mm long, as broad as anther, dilated downwards; outer stamens sometimes sterile. Achenes elliptic-rhombic, 6–7 by 4–4.5 mm, compressed, thick-margined, suddenly contracted to base like a short stipe, densely covered with brownish-yellowish, appressed or ascending hairs, tails up to 5 cm long, plumose with ascending, yellowish-brownish, ca 4 mm long hairs, but shorter towards base.",M. Tamura,,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000609945,Forest Herbarium,All rights reserved,"Clematis fulvicoma . Flora of Thailand. Vol. 11. Part 1, 2011. Pg. 60. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=04801,11,1
wfo-0000609961,general,EN,"Deciduous or evergreen herbaceous climber, drying greyish yellow. Stems glabrous, with many striae. Leaves pinnately 5-, in upper leaves often 3-, foliolate, leaflets ovate, 2–5 by 1.2–3.3 cm, round to subcordate at base, obtuse to round at apex, herbaceous, main veins 3–5, inner veins branching above the outer, glabrous on both sides, sometimes prominently veined beneath; petioles 1.5–8 mm long. Inflorescences terminal and axillary, axillary ones racemose, often densely branched, 3 to 10-flowered, glabrous; peduncles glabrous, 1.3–3 cm long; bracts leafy, 7–10 by 6 cm; petioles 2–3 mm long, often 3–5-foliolate, pedicels glabrous, 1.5–5 cm long, bracteoles 1.5–10 by 0.8–6 mm. Flowers flat, 1.2–3 cm diam. Sepals 4, spreading, or slightly reflexed, ovate-lanceolate, acute or obtuse at apex, 8–15 by 3–6 mm, white, upper surface glabrous, lower surface glabrous except white tomentose margins. Anthers linear, lateral, 2–3 mm long, connectives pointed, filaments 2–3 mm long, as long as anther, glabrous. Achenes yellowish brown, broadly elliptic, 4.5–6 by 2.5–3.5 mm, compressed, marginate, pubescent with 1–1.5 mm long hairs, tails 2.5–3 cm long, plumose with spreading, whitish hairs throughout.",M. Tamura,,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000609961,Forest Herbarium,All rights reserved,"Clematis garanbiensis . Flora of Thailand. Vol. 11. Part 1, 2011. Pg. 60. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=04802,11,1
wfo-0000610273,general,EN,"Evergreen climbers, drying brownish. Stems glabrous, internodes with many striae; axillary shoot often with linear scales at base. Leaves ternate, middle leaflets elliptic-ovate to oblong-lanceolate, 5.5–13 by 2.7–4.8 cm, broadly cuneate, round or truncate at base, acute to acuminate at apex, entire, coriaceous, main veins 3 or 5, sometimes 7, branching near base, glabrous on both sides, veins prominent on underside, petiolules 1.2–2.7 cm long, lateral leaflets similar to the middle, shortly petiolulate, petioles 6–12 cm long, glabrous, dilated near base. Inflorescences axillary, thyrsiform or compound thyrsiform, 5- to more than 60-flowered, glabrous, peduncles 3.5–6 cm long, sparsely crisp pubescent, sometimes contracted, a pair of the lowest branches being produced from the base of the inflorescence axis as accessory cymes, glabrous, bracts scaly, minute, 2–3 mm long, pedicels crisp pubescent, 1.5–3 cm long, bracteoles minute, up to 1 mm long. Flowers flat, 2–3 cm diam. Sepals 4, oblong-lanceolate, acute to acuminate at apex, 10–17 by 1.8–4 mm, white to pale green, drying brownish to blackish, upper surface glabrous, lower surface long, appressed hairy or glabrous, margins tomentose with dirty whitish hairs. Anthers linear oblong, lateral, 2.8–3.5 mm long, connectives minutely pointed, filaments drying brownish, 4–6 mm long, glabrous, thinner than anther. Achenes drying blackish to brownish, fusiform to elliptic, often oblique, 5–8 by 2–2.5 mm, compressed, shortly stipitate downwards, tapering to tail upwards, pubescent with ascending hairs, tails 3–4 cm long, plumose with spreading, ca 2.5 mm long hairs.",M. Tamura,,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000610273,Forest Herbarium,All rights reserved,"Clematis meyeniana . Flora of Thailand. Vol. 11. Part 1, 2011. Pg. 56. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=04797,11,1
wfo-0000610648,general,EN,"Evergreen climber, drying blackish. Stems nearly glabrous except in young shoots, internodes porcate with 8–12 ridges. Leaves ternate, middle leaflets ovate, 7–16 by 3.2–7 cm, cordate to truncate at base, acuminate at apex, remotely dentate, chartaceous-herbaceous, 5 veins branching near base, upper surface glabrous or sparsely pubescent, lower surface glabrous, prominently reticulate, petiolules 1–1.5 cm long, lateral leaflets similar to the middle, shortly petiolulate; petioles 4–11 cm, glabrous or sparsely pubescent, dilated near base. Inflorescences axillary, trichotomous, 3–20-flowered, glabrous; peduncles 1–8 cm; bracts small, linear; pedicels glabrous, 1.5–4 cm long; bracteoles minute, sometimes absent. Flower campanulate, 1.5–2.5 cm diam., 1.3–2.0 cm long. Sepals 4, lanceolate, acute to acuminate at apex, reflexed upwards, 10–21 by 3–6 mm, yellowish green, drying blackish to brownish, upper surface glabrous or slightly pubescent, hairs denser in upper part, lower surface glabrous or slightly pubescent, margins tomentose with white hairs. Anthers linear, lateral, 2–4 mm long, hidden in staminal hairs, connectives hardly projected, filaments drying brownish, 5–19 mm long, narrow, pilose with ascending, long hairs except at basal. Achenes drying blackish, elliptic, 3–5.5 by 2–3 mm, compressed, slightly marginate, apiculate downwards like a small stipe, pubescent, tails 3.5–4 cm long, plumose with white ascending ca 3.5 mm long hairs, but shorter towards base.",M. Tamura,,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000610648,Forest Herbarium,All rights reserved,"Clematis sikkimensis . Flora of Thailand. Vol. 11. Part 1, 2011. Pg. 52. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=04793,11,1
wfo-0000610666,general,EN,"Evergreen climber, sometimes up to more than 10 m, drying brownish. Stems glabrous, internodes porcate with 12 or more ridges, sometimes with more small striae. Leaves simple, broadly ovate to lanceolate, 6–21 by 3–17 cm, subcuneate, truncate to cordate at base, acute to acuminate at apex, peltate with petiole attached up to 4 mm distant from basal margin of blade, small leaves usually epeltate, entire, herbaceous to coriaceous, 5–7-veined, veins branching near base, glabrous on both sides, sometimes pubescent along veins; petioles 5–12 cm long, usually glabrous, dilated near base. Inflorescences axillary, thyrsiform, 10–27-flowered; peduncles 5–10 cm, sparsely crisp pubescent; bract linear to linear-oblong; pedicels 3.5–10 cm long, pubescent to subvillose with brownish, soft hairs especially upwards; bracteoles minute, up to 3 mm long, sometimes absent. Flowers 2.5–4 cm diam, sometime unisexual. Sepals 6, sometimes 4, reflexed, elliptic-lanceolate to ovate-oblong, acute at apex, 20–35 by 3.5–7 mm, upper surface glabrous, purplish to dull scarlet, lower surface purplish brown, villose, margins tomentose with dirty white hairs. Stamens erect, anthers linear, lateral or slightly introrse, 2–5 mm long, connective projected, 1–1.5 mm long, filaments drying blackish, 8–16 mm long, glabrous, slightly dilated downwards. Achenes yellowish to brownish, elliptic-rhombic, sometimes oblique, 6–12 by 3.2–7 mm, compressed, thick-margined, contracted to both ends, pubescent, tails 4–6 cm long, plumose with white or yellowish, ascending or spreading, 2–5 mm long hairs, but shorter, appressed or ascending towards base.",M. Tamura,,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000610666,Forest Herbarium,All rights reserved,"Clematis smilacifolia . Flora of Thailand. Vol. 11. Part 1, 2011. Pg. 59. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=04800,11,1
wfo-0000610729,general,EN,"Evergreen sometimes deciduous climber, drying greyish brown. Stems densely branched, pilose with soft, white hairs, internodes porcate with 12 ridges. Leaves 2- or 3-paired-imparipinnate, 14–29 cm including petioles, the lowest pinnae 3-sometimes 5-foliolate, lateral leaflets smaller than terminal ones, upper pinnae ternate or simple, the uppermost pinnae, if present, simple, terminal pinnae simple, all leaflets ovate to elliptic lanceolate, more or less asymmetrical in lateral ones, 2–5.5 by 1.3–3 cm, entire or 1–2-dentate in upper part, subcoriaceous, 3–7-veined, inner veins branching above the outer, upper surface pubescent or glabrous, lower surface reticulate, tomentose to pubescent; petiolules up to 2 cm long; petioles 4.2–7.5 cm long, villose or pilose, dilated at base. Prophylls often at base of axillary shoots or of inflorescences, broadly ovate, up to 2.5 by 2 cm, usually coarsely lobate-dentate, with short petioles. Inflorescences terminal and axillary, thyrsiform or trichasial, or modified from these, 9–85-flowered, upper branches often appearing dichotomous by suppression of a terminal flower, or subumbellate with a main axis and accessory ones by abbreviation of peduncles, actually upto 7 cm long, villose, bracts elliptic to linear; pedicels villose, 1–3 cm long, bracteoles linear, minute. Flowers bisexual, sometimes unisexual, flat, 1.1–2 cm diam. Sepals 4, elliptic or elliptic-oblong, obtuse at apex, 4–8 by 1.8–3.5 mm, whitish to yellowish, entirely tomentose on both sides. Anthers elliptic-oblong, lateral, 1.5–2 mm long, connectives not projected, filaments drying blackish, ovate-elliptic, 4–6 by 2–3 mm, slightly compressed, slightly marginate, tapering to both ends, sometimes with a longitudinal wrinkle on each side, with a slight basal projection, pubescent, tails 2.5–3.5 cm long, plumose with greyish, ascending, ca 2 cm hairs, but shorter and appressed towards base.",M. Tamura,,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000610729,Forest Herbarium,All rights reserved,"Clematis subumbellata . Flora of Thailand. Vol. 11. Part 1, 2011. Pg. 53. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=04795,11,1
wfo-0000610773,general,EN,"Evergreen climber or low climber, drying brownish-greyish. Stems densely covered with short, yellowish, crisp hairs, internodes with more than 12 striae. Leaves ternate, middle leaflets ovate-lanceolate to elliptic, 5.0–10.5 by 2–4.5 cm, round to slightly cordate at base, acuminate at apex, entire or lobate-dentate on upper part, lobes acute, herbaceous or subcoriaceous, 5–7-veined, inner veins branching slightly above the outer, upper surface pubescent especially on veins, lower surface reticulate, densely pilose or tomentose with yellowish hairs especially on veins, petiolules 0.7–2.3 cm long, lateral leaflets similar to the middle, but oblique ovate to ovate-elliptic, outer margins often lobulate, shortly petiolulate, petioles 5–9.5 cm long, yellowish, crisp pubescent dilated near base. Inflorescences axillary, trichotomous or thyrsiform, 5–25-flowered, peduncles 3–4.5 cm long, appressed villose, bracts linear to lanceolate, acuminate, up to 2.6 cm long, pedicels 1–2 cm long, villose, bracteoles linear. Flowers flat, 1.5–1.8 cm diam., drying blackish. Sepals 4, elliptic-oblong, obtuse to acuminate at apex, 8–10 by 2–2.5 mm, white, drying blackish, upper surface glabrous, lower surface tomentose throughout. Anthers linear, lateral, 2–3 mm long, connectives shortly pointed, filaments drying brownish to blackish, 2–4 mm long, glabrous, slightly dilated, tapering to base. Achenes drying brownish to blackish, ovate or ovate-elliptic, 3.5–4 by 3–3.5 mm, compressed, margins not distinct, densely covered with yellowish, appressed hairs, tails 1.5–2.5 cm long, plumose with ascending, yellowish, 1–2 mm long hairs throughout.",M. Tamura,,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000610773,Forest Herbarium,All rights reserved,"Clematis thaiana . Flora of Thailand. Vol. 11. Part 1, 2011. Pg. 54. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=04796,11,1
