wfo-0000622515,Corydalis latiflora Hook.f. & Thomson,Fl. Ind. 1: 270. 1855.
wfo-0000622525,Corydalis leptocarpa Hook.f. & Thomson,Fl. Ind. 1: 260. 1855.
wfo-0000622551,Corydalis longipes DC.,Prodr. 1: 128. 1824. 
wfo-0000622557,Corydalis lowndesii Lidén,"Bull. Brit. Mus. (Nat. Hist.), Bot. 18(6): 491. 1989. "
wfo-0001316306,Corydalis magni Pusalkar,Kew Bull. 66(4): 548. 2011.
wfo-0000622587,Corydalis megacalyx Ludlow & Stearn,"Bull. Brit. Mus. (Nat. Hist.), Bot. 5: 58. t. 8. 1975. "
wfo-0000622591,Corydalis meifolia Wall.,"Tent. Fl. Napal. 2: 52, t. 41. 1826."
wfo-0000622633,Corydalis nana Royle,Ill. Bot. Himal. Mts. 68. 1834.
wfo-0000622731,Corydalis polygalina Hook.f. & Thomson,Fl. Ind. 1: 263. 1855.
wfo-0000622761,Corydalis pseudojuncea Ludlow & Stearn,"Bull. Brit. Mus. (Nat. Hist.), Bot. 5: 62. t. 11. 1975. "
wfo-0000622762,Corydalis pseudolongipes Lidén,"Bull. Brit. Mus. (Nat. Hist.), Bot. 18(6): 532. 1989. "
wfo-0000622874,Corydalis shakyae Lidén,"Bull. Brit. Mus. (Nat. Hist.), Bot. 18(6): 519. 1989. "
wfo-0000622888,Corydalis sikkimensis (Prain) Fedde,Repert. Spec. Nov. Regni Veg. 17: 201. 1921. 
wfo-0000622889,Corydalis simplex Lidén,"Bull. Brit. Mus. (Nat. Hist.), Bot. 18(6): 514. 1989. "
wfo-0000622913,Corydalis spicata Lidén,"Bull. Brit. Mus. (Nat. Hist.), Bot. 18(6): 528. 1989. "
wfo-0000622916,Corydalis staintonii Ludlow & Stearn,"Bull. Brit. Mus. (Nat. Hist.), Bot. 5: 65. t. 13. 1975. "
wfo-0000622919,Corydalis stipulata Lidén,"Bull. Brit. Mus. (Nat. Hist.), Bot. 18(6): 522. 1989. "
wfo-0000622920,Corydalis stracheyi Duthie ex Prain,"J. Asiat. Soc. Bengal, Pt. 2, Nat. Hist. 65(1): 37. 1896. "
wfo-0000622929,Corydalis stricta Steph. ex DC.,Syst. Nat. 2: 123. 1821. 
wfo-0000622963,Corydalis terracina Lidén,"Bull. Brit. Mus. (Nat. Hist.), Bot. 18(6): 522. 1989. "
wfo-0000622988,Corydalis trifoliolata Franch.,Bull. Soc. Bot. France 33: 392. 1887.
wfo-0000623014,Corydalis uncinata Lidén,"Bull. Brit. Mus. (Nat. Hist.), Bot. 18(6): 520. 1989. "
wfo-0000623015,Corydalis uncinatella Lidén,"Bull. Brit. Mus. (Nat. Hist.), Bot. 18(6): 520. 1989. "
wfo-0000623024,Corydalis vaginans Royle,Ill. Bot. Himal. Mts. 68. 1834. 
wfo-0000749210,Dactylicapnos cordata Lidén,Nordic J. Bot. 28(6): 658. 2010.
wfo-0000636815,Dactylicapnos grandifoliolata Merr.,Brittonia 4: 64. 1941.
wfo-0001316316,Dactylicapnos macrocapnos (Prain) Hutch. ,Bull. Misc. Inform. Kew 1921(3): 105. 1921.
wfo-0001316311,Dactylicapnos macrocapnos subsp. echinosperma Lidén,Nordic J. Bot. 28(6): 657. 2010.
wfo-0000749213,Dactylicapnos odontocarpa Lidén,Nordic J. Bot. 28(6): 658. 2010.
wfo-0000636819,Dactylicapnos roylei (Hook.f. & Thomson) Hutch.,Bull. Misc. Inform. Kew 1921(3): 104. 1921.
wfo-0000636820,Dactylicapnos scandens (D.Don) Hutch.,Bull. Misc. Inform. Kew 1921(3): 105. 1921.
wfo-0000646259,Dicranostigma lactucoides Hook.f. & Thomson,Fl. Ind. 1: 255. 1855.
wfo-0000693250,Fumaria indica (Hausskn.) Pugsley,"J. Linn. Soc., Bot. 44: 313. 1919. "
wfo-0001090419,Hypecoum leptocarpum Hook.f. & Thomson,Fl. Ind. 1: 276. 1855.
wfo-0000749830,Meconopsis autumnalis P.A.Egan,Phytotaxa 20: 48. 2011.
wfo-0001421616,Meconopsis bella Prain ,"J. Asiat. Soc. Bengal, Pt. 2, Nat. Hist. 63: 82. 1894. "
wfo-0001363021,Meconopsis bella subsp. grandifolia Grey-Wilson,The Genus Meconopsis 362. 2014. 
wfo-0001333626,"Meconopsis bulbilifera Tosh.Yoshida, H.Sun & Grey-Wilson",Curtis’s Bot. Mag. 29(2): 200. 2012.
wfo-0000507575,Meconopsis chankheliensis Grey-Wilson,Curtis's Bot. Mag. 23(2): 203. 2006.
wfo-0000448635,Meconopsis dhwojii G.Taylor ex Hay,New Fl. & Silva 4: 225. 1932.
wfo-0001242183,Meconopsis discigera Prain,Ann. Bot. 20: 356. 1906.
wfo-0000507576,Meconopsis ganeshensis Grey-Wilson,Curtis's Bot. Mag. 23(2): 188. 2006.
wfo-0001249094,Meconopsis gracilipes G.Taylor,Account Gen. Meconopsis 38. 1934.
wfo-0001316317,Meconopsis grandis Prain ,"J. Asiat. Soc. Bengal, Pt. 2, Nat. Hist. 64: 320. 1896. "
wfo-0001316320,Meconopsis grandis subsp. jumlaensis Grey-Wilson,Sibbaldia 8: 82. 2010.
wfo-0001242141,Meconopsis horridula Hook.f. & Thomson,Fl. Ind. 1: 252. 1855.
wfo-0001333627,"Meconopsis lamjungensis Tosh.Yoshida, H.Sun & Grey-Wilson",Curtis’s Bot. Mag. 29(2): 194. 2012.
wfo-0000749826,Meconopsis manasluensis P.A.Egan,Phytotaxa 20: 50. 2011.
wfo-0001242174,Meconopsis napaulensis DC.,Prodr. 1: 121. 1824. 
wfo-0001421631,Meconopsis paniculata (D.Don) Prain,"J. Asiat. Soc. Bengal, Pt. 2, Nat. Hist. 64: 316. 1896. "
wfo-0001363008,Meconopsis paniculata subsp. pseudoregia Grey-Wilson,The Genus Meconopsis 112. 2014. 
wfo-0001249259,Meconopsis pinnatifolia C.Y.Wu & H.Chuang,"Acta Phytotax. Sin. 17(4): 114, f. 3. 1979. "
wfo-0000448684,Meconopsis regia G.Taylor,J. Bot. 67: 259. 1929. 
wfo-0000448683,Meconopsis robusta Hook.f. & Thomson,Fl. Ind. 1: 253. 1855.
wfo-0000507577,Meconopsis simikotensis Grey-Wilson,Alpine Gardener 74(2): 220. 2006.
wfo-0001242180,Meconopsis simplicifolia (D.Don) Walp. ,Repert. Bot. Syst. 1: 110. 1842.
wfo-0000448699,Meconopsis sinuata Prain,"J. Asiat. Soc. Bengal, Pt. 2, Nat. Hist. 64: 314. 1896. "
wfo-0000507578,Meconopsis staintonii Grey-Wilson,Curtis's Bot. Mag. 23(2): 190. 2006. 
wfo-0000448698,Meconopsis taylorii L.H.J.Williams,Trans. Roy. Soc. Edinburgh 41: 347. 1972.
wfo-0000448697,Meconopsis villosa (Hook.f. ex Hook.) G.Taylor ,Meconopsis 28. 1934. 
wfo-0000448696,Meconopsis wallichii Hook.,Bot. Mag. 78: t. 4668. 1952.
wfo-0000480421,Papaver dubium subsp. glabrum (Royle) Kadereit,Notes Roy. Gard. Edinburgh 45(2): 247. 1989. 
wfo-0000863349,Circaeaster agrestis Maxim.,"Bull. Acad. Imp. Sci. Saint-Pétersbourg, sér. 3, 27: 557. 1881. "
wfo-0000638939,Decaisnea insignis (Griff.) Hook.f. & Thomson,Proc. Linn. Soc. London 2(60): 350. 1855. 
wfo-1000041347,Stauntonia angustifolia (Wall.) Christenh.,Bot. Mag. 29(3): 264. 2012.
wfo-1200027057,Stauntonia latifolia (Wall.) Christenh.,Bot. Mag. 29(3): 269. 2012.
wfo-0000605874,Cissampelos pareira L., Sp. Pl. : 1031. 1753.
wfo-0000613546,Cocculus hirsutus (L.) W.Theob.,"F.Mason, Burmah, ed. 3, 2: 657. 1860."
wfo-0000613595,Cocculus orbiculatus (L.) DC.,Syst. Nat. 1: 523. 1817.
wfo-1000047280,Pachygone laurifolia (DC.) L.Lian & Wei Wang,Molec. Phylogen. Evol. 148(106825): 7. 2020.
wfo-1200027058,Parabaena sagittata Miers ex Hook.f. & Thomson,Fl. Ind. 1: 181. 1855. 
wfo-0001228232,Pericampylus glaucus (Lam.) Merr.,Interpr. Herb. Amb. 219. 1917.
wfo-0001083815,Stephania elegans Hook.f. & Thomson,Fl. Ind. 1: 195. 1855. 
wfo-0000505181,Stephania glandulifera Miers,"Ann. Mag. Nat. Hist. ser. 3, 18(103): 15. 1866."
wfo-0001083816,Stephania gracilenta Miers,Contrib. Bot. 3: 219. 1871.
wfo-0001285570,Stephania japonica (Thunb.) Miers,"Ann. Mag. Nat. Hist. ser. 3, 18(103): 14. 1866."
wfo-0001238631,Stephania japonica var. discolor (Blume) Forman,Kew Bull. 11(1): 56. 1956. 
wfo-0000505063,Stephania rotunda Lour.,Fl. Cochinch. 2: 608. 1790.
wfo-0001083819,Tiliacora acuminata (Lam.) Miers,"Ann. Mag. Nat. Hist. ser. 2, 7(37): 39. 1851."
wfo-0001228223,Tinospora crispa (L.) Hook.f. & Thomson,Fl. Ind. 1: 183. 1855.
wfo-0001083821,Tinospora cordifolia (Willd.) Miers ex Hook.f. & Thomson,Fl. Ind. 1: 184. 1855. 
wfo-0001083980,Tinospora sinensis (Lour.) Merr.,Sunyatsenia 1: 193. 1934.
wfo-0000562768,Berberis angulosa Wall. ex Hook.f. & Thomson,Fl. Ind. 1: 227. 1855. 
wfo-0000562794,Berberis aristata DC.,Syst. Nat. 2: 8. 1821. 
wfo-0000562803,Berberis asiatica Roxb. ex DC.,Syst. Nat. 2: 13. 1821.
wfo-1200027097,Berberis concinna Hook.f. ,Bot. Mag. 79: t. 4744. 1853.
wfo-1200011079,Berberis concinna var. extensiflora Ahrendt,"J. Linn. Soc., Bot. 57: 119. 1961."
wfo-0000563016,Berberis coriaria Royle ex Lindl.,Edwards's Bot. Reg. 27: t. 46 (1841)
wfo-0000563124,Berberis everestiana Ahrendt var. everestiana ,"J. Linn. Soc., Bot. 57: 116 (1961) "
wfo-0000563126,Berberis everestiana var. ventosa Ahrendt,"J. Linn. Soc., Bot. 57: 117. 1961."
wfo-0000563152,Berberis floribunda Wall. ex G.Don,Gen. Hist. 1: 115 (1831) 
wfo-0000563200,Berberis glaucocarpa Stapf,Bot. Mag. 151: sub pl. 9102. 1926.
wfo-0000563246,Berberis hamiltoniana Ahrendt,Gard. Illustr. 64: 426. 1944.
wfo-0000563288,Berberis hookeri Lem.,Ill. Hort. 6: t. 207. 1859. 
wfo-0000563326,Berberis insignis Hook.f. & Thomson,Fl. Ind. 1: 226. 1855.
wfo-0000563351,Berberis jaeschkeana C.K.Schneid.,"Bull. Herb. Boissier , sér. 2, 5: 399 (1905)"
wfo-0000563354,Berberis jaeschkeana var. usteriana C.K.Schneid.,"Bull. Herb. Boissier, sér. 2, 5: 399. 1905."
wfo-0001334187,Berberis karnaliensis Bh.Adhikari,Edinburgh J. Bot. 69(3): 500. 2012.
wfo-0000563400,Berberis koehneana C.K.Schneid.,"Bull. Herb. Boissier, sér. 2, 5: 814. 1905."
wfo-0000563408,Berberis kumaonensis C.K.Schneid.,"Bull. Herb. Boissier, sér. 2, 5: 397. 1905. "
wfo-0000563527,Berberis micrantha (Hook.f. & Thomson) Ahrendt,"J. Linn. Soc., Bot. 57: 96 (1961) "
wfo-0000563563,Berberis mucrifolia Ahrendt,J. Roy. Hort. Soc. 81: 135. 1956.
wfo-0000563618,Berberis orthobotrys Bienert ex Aitch.,"J. Linn. Soc., Bot. 19: 150. 1882."
wfo-1200027059,Berberis pendryi Bh.Adhikari,Edinburgh J. Bot. 69(3): 477. 2012.
wfo-1200027098,Berberis petiolaris Wall. ex G.Don ,Gen. Syst. 1: 116. 1831.
wfo-1200027099,Berberis petiolaris var. garhwalana Ahrendt,J. Bot. 80(Suppl.): 82. 1942.
wfo-0000563923,Berberis thomsoniana C.K.Schneid.,"Bull. Herb. Boissier, sér. 2, 5: 454. 1905."
wfo-0000563970,Berberis tsarica Ahrendt,J. Bot. 79(Suppl.): 48. 1941. 
wfo-0000564016,Berberis virescens Hook.f.,Bot. Mag. 116: t. 7116. 1890.
wfo-0000564056,Berberis wallichiana DC.,Prodr. 1: 107. 1824. 
wfo-0000368701,Mahonia acanthifolia Wall. ex G.Don,Gen. Syst. 1: 118. 1831.
wfo-0001257901,Mahonia napaulensis DC.,Syst. Nat. 2: 21. 1821. 
wfo-0000397412,Podophyllum hexandrum Royle,Ill. Bot. Himal. Mts. 64. 1834.
wfo-0000516888,Aconitum alpino-nepalense Tamura,Acta Phytotax. Geobot. 23: 100. 1968.
wfo-0000516900,Aconitum amplexicaule Lauener,Notes Roy. Bot. Gard. Edinburgh 26: 7. 1964.
wfo-0000516904,Aconitum angulatum Tamura,Acta Phytoatax. Geobot. 23: 100. 1968.
wfo-0000516978,Aconitum bhedingense Lauener,Notes Roy. Bot. Gard. Edinburgh 25: 26. 1963.
wfo-0000517188,Aconitum dhwojii Lauener,Notes Roy. Bot. Gard. Edinburgh 25: 25. 1963.
wfo-0000517192,Aconitum dissectum D.Don,Prodr. Fl. Nepal. 197. 1825. 
wfo-0000517214,Aconitum elwesii Stapf,Ann. Roy. Bot. Gard. (Calcutta) 10: 174. 1905.
wfo-0000517242,Aconitum ferox Wall. ex Ser.,"Mus. Helv. 1: 160, t. 15. 1823."
wfo-0000517290,Aconitum funiculare Stapf,Bull. Misc. Inform. Kew 1917(1): 24. 1917. 
wfo-0000517372,Aconitum heterophylloides Stapf,Ann. Roy. Bot. Gard. (Calcutta) 10: 171. 1905.
wfo-1000035738,Aconitum heterophyllum Wall. ex Royle,Ill. Bot. Himal. Mts. 2(1): pl. 13. 1833.
wfo-0000517387,Aconitum hookeri Stapf,Ann. Roy. Bot. Gard. (Calcutta) 10: 147. 1905.
wfo-0000517510,Aconitum laeve Royle,Ill. Bot. Himal. Mts. 56. 1834.
wfo-0000517681,Aconitum nakaoi Tamura,Acta Phytotax. Geobot. 19(2-3): 73. 1962.
wfo-0000517761,Aconitum naviculare (Brühl) Stapf,Ann. Roy. Bot. Gard. (Calcutta) 10: 154. 1905.
wfo-0000517789,Aconitum novoluridum Munz,Gentes Herbarum 6: 472. 1945.
wfo-0000517817,Aconitum orochryseum Stapf,Bull. Misc. Inform. Kew 1922(4): 149. 1922.
wfo-0000517831,Aconitum palmatum D.Don,Prodr. Fl. Nepal. 196. 1825.
wfo-0000517901,Aconitum poluninii Lauener,Notes Roy. Bot. Gard. Edinburgh 26: 7. 1964.
wfo-0000517942,Aconitum pulchellum Hand.-Mazz.,"Kaiserl. Akad. Wiss. Wien, Math.-Naturwiss. Kl., Anz. 62: 219, pl. 5, f. 7-8. 1925."
wfo-0000518004,Aconitum rotundifolium Kar. & Kir.,Bull. Soc. Imp. Naturalistes Moscou 15(2): 139. 1842. 
wfo-0000518028,Aconitum scaposum Franch.,J. Bot. (Morot) 8(16): 277. 1894.
wfo-0000518091,Aconitum soongaricum Stapf,Ann. Roy. Bot. Gard. (Calcutta) 10: 141. 1905. 
wfo-0000518103,Aconitum spicatum (Brühl) Stapf,Ann. Roy. Bot. Gard. (Calcutta) 10: 165. 1905. 
wfo-0000518110,Aconitum staintonii Lauener,Notes Roy. Bot. Gard. Edinburgh 26: 4. 1964.
wfo-0000518147,Aconitum tabatae Tamura,Acta Phytotax. Geobot. 37: 152. 1986. 
wfo-0000518301,Aconitum violaceum Jacquem. ex Stapf,Ann. Roy. Bot. Gard. (Calcutta) 10: 144. 1905. 
wfo-0000518356,Aconitum williamsii Lauener,Notes Roy. Bot. Gard. Edinburgh 26: 6. 1964.
wfo-0000519082,Actaea frigida (Royle) Prantl,Bot. Jahrb. Syst. 9: 246. 1888.
wfo-0000519126,Actaea spicata var. acuminata (Wall. ex Royle) H.Hara,J. Jap. Bot. 51(5): 132. 1976.
wfo-0000521105,Adonis aestivalis L.,Sp. Pl. (ed. 2) 1: 771. 1762. 
wfo-0000521173,Adonis chrysocyathus Hook.f. & Thomson ex Hook.f.,Fl. Brit. India 1: 15. 1872. 
wfo-0000521253,Adonis nepalensis Simonovicz,Nov. Syst. Pl. Vasc. 7: 146. 1971.
wfo-0000535010,Anemonastrum demissum (Hook.f. & Thomson) Holub,Folia Geobot. Phytotax. 8(2): 165. 1973.
wfo-0000535011,Anemonastrum elongatum (D.Don) Holub,Folia Geobot. Phytotax. 8(2): 165. 1973.
wfo-0001331078,Anemonastrum geum (H.Lév.) Mosyakin,Phytoneuron 2018-55: 7. 2018.
wfo-1200027146,Anemonastrum obtusilobum (D.Don) Mosyakin,Phytoneuron 2018-55: 7. 2018. 
wfo-0001360537,Anemonastrum obtusilobum subsp. nepalense (R.P.Chaudhary) Mosyakin,Phytoneuron 2018-55: 7. 2018.
wfo-0000535021,Anemonastrum polyanthes (D.Don) Holub.,Folia Geobot. Phytotax. 8(2): 165. 1973. 
wfo-0001331081,Anemonastrum polycarpum (W.E.Evans) Mosyakin,Phytoneuron 2018-55: 7. 2018.
wfo-0001331082,Anemonastrum rockii (Ulbr.) Mosyakin,Phytoneuron 2018-55: 7. 2018.
wfo-1200027092,Anemonastrum rupestre (Wall. ex Hook.f. & Thomson) Mosyakin,Phytoneuron 2018-55: 7. 2018.
wfo-0001360538,Anemonastrum rupestre subsp. gelidum (Maxim.) Mosyakin,Phytoneuron 2018-55: 7. 2018.
wfo-0000535028,Anemonastrum smithianum (Lauener & Panigrahi) Holub,Folia Geobot. Phytotax. 11(1): 80. 1976.
wfo-0000535030,Anemonastrum tetrasepalum (Royle) Holub,Folia Geobot. Phytotax. 8: 165. 1973. 
wfo-0001331086,Anemonastrum trullifolium (Hook.f. & Thomson) Mosyakin,Phytoneuron 2018-55: 8. 2018. 
wfo-0000535187,Anemone coelestina var. holophylla (Diels) Ziman & B.E.Dutton,Fl. China 6: 325. 2001.
wfo-0000535306,Anemone fuscopurpurea H.Hara,J. Jap. Bot. 48(12): 353. 1973. 
wfo-0000535979,Anemonoides griffithii (Hook. & Thomson) Holub,Folia Geobot. Phytotax. 8: 166. 1973.
wfo-0000541454,Aquilegia moorcroftiana Wall. ex Royle,Ill. Bot. Himal. Mts. 55. 1834.
wfo-0000541468,Aquilegia nivalis (Baker) Falc. ex B.D.Jacks.,Index Kew. 1(1): 167. 1893. 
wfo-0000541507,Aquilegia pubiflora Wall. ex Royle,Ill. Bot. Himal. Mts. 55. 1834.
wfo-0000579178,Calathodes palmata Hook.f. & Thomson,Fl. Ind. 1: 41. 1855.
wfo-0000580303,Callianthemum pimpinelloides (D.Don) Hook.f. & Thomson,Fl. Ind. 1: 26. 1855. 
wfo-0001129628,Caltha palustris L.,Sp. Pl. 1: 558. 1753. 
wfo-0000581662,Caltha palustris var. alba (Cambess.) Hook.f. & Thomson,Fl. Brit. India 40. 1855.
wfo-0000581692,Caltha palustris var. himalaica Tamura,Acta Phytotax. Geobot. 19(2-3): 76. 1962.
wfo-0000581766,Caltha scaposa Hook.f. & Thomson,Fl. Ind. 1: 40. 1855.
wfo-0000609425,Clematis acuminata DC.,Syst. Nat. 1: 148. 1817. 
wfo-0000609467,Clematis alternata Kitam. & Tamura,Acta Phytotax. Geobot. 15: 129. 1954.
wfo-0000609565,Clematis barbellata Edgew.,Trans. Linn. Soc. London 20(1): 25. 1846.
wfo-0000609608,Clematis bracteolata Tamura,Acta Phytotax. Geobot. 23: 29. 1968.
wfo-0000609615,Clematis brevicaudata DC.,Syst. Nat. 1: 138. 1817.
wfo-0000609625,Clematis buchananiana DC.,Syst. Nat. 1: 140. 1817. 
wfo-0000609748,Clematis connata DC.,Prodr. 1: 4. 1824. 
wfo-0000609987,Clematis gouriana Roxb. ex DC.,Syst. Nat. 1: 138. 1817.
wfo-0000610002,Clematis grata Wall.,"Pl. Asiat. Rar. 1: 83, t. 98. 1830."
wfo-0000610011,Clematis graveolens Lindl.,J. Hort. Soc. London 1: 307. 1846.
wfo-0000610013,Clematis grewiiflora DC.,Syst. Nat. 1: 140. 1817. 
wfo-0000610296,Clematis montana Buch.-Ham. ex DC.,Syst. Nat. 1: 164. 1817.
wfo-0000610341,Clematis napaulensis DC.,Syst. Nat. 1: 164. 1817. 
wfo-0000610491,Clematis phlebantha L.H.J.Williams,"J. Roy. Hort. Soc., London 93(8): 345. 1968."
wfo-0000610556,Clematis puberula Hook.f. & Thomson,Fl. Brit. India 1: 4. 1872.
wfo-0000610579,Clematis rehderiana Craib,Bull. Misc. Inform. Kew 1914(4): 150. 1914.
wfo-0000610666,Clematis smilacifolia Wall.,Asiat. Res. 13: 402. 1820.
wfo-0000610787,Clematis tibetana Kuntze,Verh. Bot. Vereins Prov. Brandenburg 26: 172. 1885.
wfo-0001389329,Clematis tibetana var. lanciniifolia Grey-Wilson ,Kew Bull. 44(1): 48. 1989.
wfo-0001243793,Clematis tibetana var. vernayi (C.E.C.Fisch) W.T.Wang,Kew Bull. 44(1): 48. 1989.
wfo-0000610793,Clematis tongluensis (Brühl) Tamura,Acta Phytotax. Geobot. 19(2-3): 77. 1962.
wfo-0000610795,Clematis tortuosa Wall. ex C.E.C.Fisch. ,Bull. Misc. Inform. Kew 1929: 4. 1929.
wfo-0000610988,Clematis zemuensis W.W.Sm.,Rec. Bot. Surv. India 4: 166. 1911.
wfo-0000610989,Clematis zeylanica (L.) Poir.,Encyl. Suppl. 2. 296. 1811. 
wfo-0000639690,Delphinium altissimum Wall.,"Pl. Asiat. Rar. 2: 25, t. 128. 1831."
wfo-0000639809,Delphinium brunonianum Royle,Ill. Bot. Himal. Mts. 56. 1834.
wfo-0000639822,Delphinium caeruleum Jacquem. ex Cambess.,"Voy. Inde 4(Bot.): 7, pl. 6. 1844. "
wfo-0000639866,Delphinium cashmerianum Royle,"Ill. Bot. Himal. Mts. 55, t. 12. 1834."
wfo-0000639898,Delphinium chungbaense W.T.Wang,Fl. Reipubl. Popularis Sin. 27: 612. 1979. 
wfo-0000639922,Delphinium cooperi Munz,J. Arnold Arbor. 49: 132. 1968. 
wfo-0000639976,Delphinium densiflorum Duthie ex Huth,Bot. Jahrb. Syst. 20(3): 393. 1895.
wfo-0000639977,Delphinium denudatum Wall. ex Hook.f. & Thomson,Fl. Brit. India 1: 49. 1855.
wfo-0000640119,Delphinium glaciale Hook.f. & Thomson,Fl. Ind. 53. 1855.
wfo-0000640138,Delphinium grandiflorum L.,Sp. Pl. 1: 531. 1753. 
wfo-0000640192,Delphinium himalayae Munz,J. Arnold Arbor. 49: 145. 1968.
wfo-0000640227,Delphinium incisum Wall. ex Munz,J. Arnold Arbor. 48: 520. 1967.
wfo-0000640244,Delphinium kamaonense Huth,Bull. Herb. Boissier 1(6): 333. 1893.
wfo-0000640331,Delphinium ludlowii Munz,J. Arnold Arbor. 49: 105. 1968.
wfo-0000640437,Delphinium nepalense Kitam. & Tamura,Acta Phytotax. Geobot. 15: 129. 1954.
wfo-0000640447,Delphinium nortonii Dunn,Bull. Misc. Inform. Kew 1927(6): 247. 1927.
wfo-0000640631,Delphinium pyramidale Royle,Ill. Bot. Himal. Mts. 56. 1834.
wfo-0000640689,Delphinium scabriflorum D.Don,Mem. Wern. Nat. Hist. Soc. 3: 412. 1821.
wfo-0000640757,Delphinium stapeliosmum Brühl,Ann. Roy. Bot. Gard. (Calcutta) 5: 102. 1895.
wfo-0000640866,Delphinium umbrosum var. drepanocentrum (Brühl ex Huth) W.T.Wang & M.J.Warnock,Phytologia 79(5): 384. 1996.
wfo-0000640869,Delphinium unifolium Tamura,J. Phytogeogr. Taxon. 27(1): 35. 1979.
wfo-0000640895,Delphinium vestitum Wall. ex Royle,Ill. Bot. Himal. Mts. 55. 1834.
wfo-0000640917,Delphinium viscosum Hook.f. & Thomson,Fl. Ind. 52. 1855.
wfo-0001385645,Delphinium viscosum var. chrysotrichum Brühl ex Huth,Bot. Jahrb. Syst. 20: 401. 1895.
wfo-0000640932,Delphinium williamsii Munz,J. Arnold Arbor. 48(4): 541. 1967.
wfo-0000645551,Dichocarpum adiantifolium (Hook.f. & Thomson) W.T.Wang & P.K.Hsiao,Acta Phytotax. Sin. 9: 329. 1964.
wfo-0001423611,Eriocapitella rivularis (Buch.-Ham. ex DC.) Christenh. & Byng,Global Fl. 4: 75. 2018. 
wfo-0001423613,Eriocapitella rupicola (Cambess.) Christenh. & Byng,Global Fl. 4: 75. 2018.
wfo-0000674278,Eriocapitella vitifolia (Buch.-Ham. ex DC.) Nakai,J. Jap. Bot. 17: 269. 1941. 
wfo-0000714596,Halerpestes cymbalaria (Pursh) Greene,Pittonia 4(23): 208. 1900.
wfo-0000714608,Halerpestes tricuspis (Maxim.) Hand.-Mazz.,Acta Horti Gothob. 13: 135. 1939. 
wfo-0000388353,Oxygraphis glacialis (Fisch. ex DC.) Bunge,Verz. Altai Pfl. 46. 1836.
wfo-0000388339,Oxygraphis polypetala Royle ex D.Don,Fl. Ind. 1: 27. 1855.
wfo-0001129905,Paraquilegia microphylla (Royle) J.R.Drumm. & Hutch.,Bull. Misc. Inform. Kew 1920(5): 157. 1920.
wfo-0000471973,Paroxygraphis sikkimensis W.W.Sm.,Rec. Bot. Surv. India 4: 344. 1913.
wfo-0000461495,Ranunculus adoxifolius Hand.-Mazz.,Acta Horti Gothob. 13: 152. 1939.
wfo-0001130335,Ranunculus alberti Regel & Schmalh.,Trudy Imp. S.-Peterburgsk. Bot. Sada 5(1): 223. 1877. 
wfo-0000461176,Ranunculus arvensis L.,Sp. Pl. 1: 555. 1753.
wfo-0000461572,Ranunculus brotherusii Freyn,Bull. Herb. Boissier 6: 885. 1898.
wfo-0000742295,Ranunculus brotherusii var. tanguticus (Maxim.) Tamura ,Acta Phytotax. Geobot. 23: 31. 1968.
wfo-0000461683,Ranunculus cantoniensis DC.,Prodr. 1: 43. 1824. 
wfo-0000460689,Ranunculus chaerophyllos L.,Sp. Pl. 1: 555. 1753. 
wfo-1200030243,Ranunculus diffusus DC.,Prodr. 1: 38. 1824. 
wfo-1200030244,Ranunculus diffusus var. incisus Tamura,J. Geobot. 26(3): 68. 1978. 
wfo-0000747066,Ranunculus diffusus var. mollis (Wall. ex D.Don) S.K.Srivast. ,Taiwania 55: 279. 2010
wfo-0000460442,Ranunculus distans Royle,Ill. Bot. Himal. Mts. 53. 1834.
wfo-0001264873,Ranunculus flavidus (Hand.-Mazz.) C.D.K.Cook,Watsonia 5: 297. 1963. 
wfo-0001130372,Ranunculus glabricaulis (Hand.-Mazz.) L.Liu,Fl. Reipubl. Popularis Sin. 28: 298. 1980.
wfo-0000461108,Ranunculus himalaicus Tamura,J. Geobot. 26(3): 68. 1978.
wfo-0001233612,Ranunculus hirtellus Royle ,Ill. Bot. Himal. Mts. 53. 1834.
wfo-1200030256,Ranunculus hirtellus var. leiocarpus Tamura,Fl. Afghanistan 130. 1960.
wfo-0000463008,Ranunculus longicaulis Ledeb. ex A.Spreng,Tent. Suppl. 15. 1828. 
wfo-0000462984,Ranunculus makaluensis Kadota,Bull. Univ. Mus. Univ. Tokyo 2: 106. 1991. 
wfo-0000463156,Ranunculus membranaceus Royle ,Ill. Bot. Himal. Mts. 53. 1834. 
wfo-0001398670,Ranunculus membranaceus var. stracheyanus (Maxim.) Yonek.,Fl. Mustang [Nepal] 89. 2008.
wfo-0000463077,Ranunculus microphyllus Hand.-Mazz.,Symb. Sin. Pt. 7: 299. 1931.
wfo-0000462843,Ranunculus munroanus J.R.Drumm. ex Dunn,Bull. Misc. Inform. Kew 1925(6): 279. 1925. 
wfo-0000462855,Ranunculus muricatus L.,Sp. Pl. 1: 555. 1753. 
wfo-0000462839,Ranunculus natans C.A.Mey.,Fl. Altaic. 2: 315. 1830.
wfo-0001228821,Ranunculus oreionannos C.Marquand & Airy Shaw,"J. Linn. Soc., Bot. 48: 155. 1929. "
wfo-1200030246,Ranunculus pegaeus Hand.-Mazz. ,Acta Horti Gothob. 13: 141. 1939.
