WFOID,Vernacular_name,LocalID,scientificName,transliteration,Devnagari (preeti),Devnagari (unicode),Language,countryCode,rights,license,bibliographicCitation,compiler
wfo-0000903502,Dhaddi (धड्दी ),NEP03445,Themeda anathera (Nees) Hack.,Dhaddi,w8\bL ,धड्दी ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000903509,"Ureli, Dhaddi (उरेली, धड्दी )",NEP03447,Themeda arundinacea (Roxb.) A.Camus,"Ureli, Dhaddi","p/]nL, w8\bL ","उरेली, धड्दी ",Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001242069,"Ureli, Ulla (उरेली, उल्ला )",NEP03450,Themeda caudata (Nees) A.Camus,"Ureli, Ulla","p/]nL, pNnf ","उरेली, उल्ला ",Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000903562,Ureli (उरेली ),NEP03453,Themeda hookeri (Griseb.) A.Camus,Ureli,p/]nL ,उरेली ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000903590,Khar (खर ),NEP03460,Themeda triandra Forssk.,Khar,v/ ,खर ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000903609,Ureli (उरेली ),NEP03461,Themeda villosa (Poir.) A.Camus,Ureli,p/]nL ,उरेली ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000903716,Amriso (अम्रिसो ),NEP03463,Thysanolaena latifolia (Roxb. ex Hornem.) Honda,Amriso,cld|;f] ,अम्रिसो ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000908336,Baruwa (बरुवा ),NEP03472,Tripidium bengalense (Retz.) H.Scholz,Baruwa,a?jf ,बरुवा ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000906894,"Banspate, Likhe banso (बाँसपाते, लिखे बन्सो )",NEP03520,Urochloa ramosa (L.) T.Q.Nguyen,"Banspate, Likhe banso","afF;kft], lnv] aG;f] ","बाँसपाते, लिखे बन्सो ",Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000907636,"Kalo malingo, Kalo nigalo (कालो मालिङ्गो, कालो निगालो )",NEP03533,Yushania emeryi (Stapleton) Demoly,"Kalo malingo, Kalo nigalo","sfnf] dflnª\uf], sfnf] lgufnf] ","कालो मालिङ्गो, कालो निगालो ",Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000907676,"Khosre malingo, Dhanu bans (खोस्रे मालिङ्गो, धनु बाँस )",NEP03536,Yushania maling (Gamble) R.B.Majumdar,"Khosre malingo, Dhanu bans","vf];|] dflnª\uf], wg' afF; ","खोस्रे मालिङ्गो, धनु बाँस ",Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000907681,Malingo (मालिङ्गो ),NEP03539,Yushania microphylla (Munro) R.B.Majumdar,Malingo,dflnª\uf] ,मालिङ्गो ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000547034,"Thakal, Sungure kanda (थाकल, सुँगुरे काँडा )",NEP03549,Argemone mexicana L.,"Thakal, Sungure kanda","yfsn, ;'Fu'/] sfF8f ","थाकल, सुँगुरे काँडा ",Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001285976,Tongre-silba: Tibetan (टोङ्ग्रे–सिल्बा ),NEP03553,Corydalis cashmeriana Royle subsp. cashmeriana,Tongre-silba: Tibetan,6f]ª\u|]–l;Naf ,टोङ्ग्रे–सिल्बा ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000622179,"Okhare ghans, Karme ghans (ओखरे घाँस, कर्मे घाँस )",NEP03560,Corydalis chaerophylla DC.,"Okhare ghans, Karme ghans","cf]v/] 3fF;, sd]{ 3fF; ","ओखरे घाँस, कर्मे घाँस ",Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000622394,Bhutkesh (भूतकेश ),NEP03577,Corydalis govaniana Wall.,Bhutkesh,"e""ts]z ",भूतकेश ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000622587,Bhutkesh (भूतकेश ),NEP03594,Corydalis megacalyx Ludlow & Stearn,Bhutkesh,"e""ts]z ",भूतकेश ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000622591,Gho-thul-serbo: Tibetan (घो–ठुल–सर्बो ),NEP03595,Corydalis meifolia Wall.,Gho-thul-serbo: Tibetan,3f]–7'n–;af]{ ,घो–ठुल–सर्बो ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000636820,"Jogi lahara, Sano paheli (जोगी लहरा, सानो पहेली )",NEP03629,Dactylicapnos scandens (D.Don) Hutch.,"Jogi lahara, Sano paheli","hf]uL nx/f, ;fgf] kx]nL ","जोगी लहरा, सानो पहेली ",Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000646259,Dudhe sag (दुधे साग ),NEP03633,Dicranostigma lactucoides Hook.f. & Thomson,Dudhe sag,b'w] ;fu ,दुधे साग ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000693250,"Dhukure jhar, Kairuwa (धुकुरे झार, कैरुवा )",NEP03634,Fumaria indica (Hausskn.) Pugsley,"Dhukure jhar, Kairuwa","w's'/] emf/, s}?jf ","धुकुरे झार, कैरुवा ",Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001090419,Parwat (परवट ),NEP03638,Hypecoum leptocarpum Hook.f. & Thomson,Parwat,k/j6 ,परवट ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001316317,Childar (चिल्दर ),NEP03659,Meconopsis grandis Prain subsp. grandis,Childar,lrNb/ ,चिल्दर ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001242141,"Dangin-da: Sherpa, Chhar-gun, Kyasar: Tibetan (डाङगिन–डा, छार–गुन, क्यासर )",NEP03662,Meconopsis horridula Hook.f. & Thomson,"Dangin-da: Sherpa, Chhar-gun, Kyasar: Tibetan","8fªlug–8f, 5f/–u'g, Sof;/ ","डाङगिन–डा, छार–गुन, क्यासर ",Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001242174,Kyasar: Sherpa (क्यासर ),NEP03668,Meconopsis napaulensis DC.,Kyasar: Sherpa,Sof;/ ,क्यासर ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001421631,"Gyasur: Sherpa, Upal-serpo: Amchi (ग्यासुर, उपल(सेर्पो )",NEP03672,Meconopsis paniculata (D.Don) Prain subsp. paniculata,"Gyasur: Sherpa, Upal-serpo: Amchi","Uof;'/, pkn-;]kf]{ ","ग्यासुर, उपल(सेर्पो ",Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000638939,Lupurlung (लुपुर्लुङ ),NEP03702,Decaisnea insignis (Griff.) Hook.f. & Thomson,Lupurlung,n'k'n{'ª ,लुपुर्लुङ ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-1000041347,Gufala (गुफला ),NEP03704,Stauntonia angustifolia (Wall.) Christenh.,Gufala,u'kmnf ,गुफला ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-1200027057,"Gufala, Malkati (गुफला, मलकाटी )",NEP03708,Stauntonia latifolia (Wall.) Christenh.,"Gufala, Malkati","u'kmnf, dnsf6L ","गुफला, मलकाटी ",Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000605882,"Chillo batulpate, Gudar gano (चिल्लो बाटुल्पाते, गुदर गानो )",NEP03710,Cissampelos pareira L. var. hirsuta (Buch.-Ham. ex DC.) Forman,"Chillo batulpate, Gudar gano","lrNnf] af6'Nkft], u'b/ ufgf] ","चिल्लो बाटुल्पाते, गुदर गानो ",Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000613563,Tilphora (तिलफोरा ),NEP03713,Cocculus laurifolius DC.,Tilphora,ltnkmf]/f ,तिलफोरा ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001228232,"Dudhe lahara, Pipal pate (दुधे लहरा, पिपल पाते )",NEP03720,Pericampylus glaucus (Lam.) Merr.,"Dudhe lahara, Pipal pate","b'w] nx/f, lkkn kft] ","दुधे लहरा, पिपल पाते ",Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001083815,"Taro lahara, Batulpate (तारो लहरा, बाटुल्पाते )",NEP03722,Stephania elegans Hook.f. & Thomson,"Taro lahara, Batulpate","tf/f] nx/f, af6'Nkft] ","तारो लहरा, बाटुल्पाते ",Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000505181,"Gudar gano, Batulpate (गुदर गानो, बाटुल्पाते )",NEP03723,Stephania glandulifera Miers,"Gudar gano, Batulpate","u'b/ ufgf], af6'Nkft] ","गुदर गानो, बाटुल्पाते ",Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001285570,"Patha, Batulpate (पाठा, बाटुल्पाते )",NEP03725,Stephania japonica (Thunb.) Miers var. japonica,"Patha, Batulpate","kf7f, af6'Nkft] ","पाठा, बाटुल्पाते ",Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000505063,"Nim lahara, Barkuli lahara (निम लहरा, बर्कुली लहरा )",NEP03730,Stephania rotunda Lour.,"Nim lahara, Barkuli lahara","lgd nx/f, as'{nL nx/f ","निम लहरा, बर्कुली लहरा ",Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001083819,Rukh kane (रुख काने ),NEP03733,Tiliacora acuminata (Lam.) Miers,Rukh kane,?v sfg] ,रुख काने ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001083821,u'hf]{ nx/f  (गुर्जो लहरा ),NEP03737,Tinospora cordifolia (Willd.) Miers ex Hook.f. & Thomson,u'hf]{ nx/f ,u'hf]{ nx/f ,गुर्जो लहरा ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001083980,Gurjo lahara (गुर्जो लहरा ),NEP03739,Tinospora sinensis (Lour.) Merr.,Gurjo lahara,u'hf]{ nx/f ,गुर्जो लहरा ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000562768,Chutre kanda (चुत्रे काँडा ),NEP03741,Berberis angulosa Wall. ex Hook.f. & Thomson,Chutre kanda,r'q] sfF8f ,चुत्रे काँडा ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000562794,"Barhamase chutro, Kyerwa: Tibetan (बाह्रमासे चुत्रो, क्येर्वा )",NEP03744,Berberis aristata DC.,"Barhamase chutro, Kyerwa: Tibetan","afx|df;] r'qf], So]jf{ ","बाह्रमासे चुत्रो, क्येर्वा ",Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000562803,"Chutro, Rasajan (चुत्रो, रसाजन )",NEP03749,Berberis asiatica Roxb. ex DC.,"Chutro, Rasajan","r'qf], /;fhg ","चुत्रो, रसाजन ",Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-1200027097,"Chutro, Puchu (चुत्रो, पुचु )",NEP03750,Berberis concinna Hook.f. var. concinna,"Chutro, Puchu","r'qf], k'r' ","चुत्रो, पुचु ",Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000563126,Kanike chutro (कनिके चुत्रो ),NEP03754,Berberis everestiana Ahrendt var. ventosa Ahrendt,Kanike chutro,slgs] r'qf] ,कनिके चुत्रो ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000563246,Chutro (चुत्रो ),NEP03757,Berberis hamiltoniana Ahrendt,Chutro,r'qf] ,चुत्रो ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000563408,Chutro (चुत्रो ),NEP03765,Berberis kumaonensis C.K.Schneid.,Chutro,r'qf] ,चुत्रो ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000563563,Chutro (चुत्रो ),NEP03766,Berberis mucrifolia Ahrendt,Chutro,r'qf] ,चुत्रो ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000563923,Chutro (चुत्रो ),NEP03773,Berberis thomsoniana C.K.Schneid.,Chutro,r'qf] ,चुत्रो ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000564056,Barhamase chutro (बाह्रमासे चुत्रो ),NEP03777,Berberis wallichiana DC.,Barhamase chutro,afx|df;] r'qf] ,बाह्रमासे चुत्रो ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001257901,Jamane mandro (जमाने मान्द्रो ),NEP03781,Mahonia napaulensis DC.,Jamane mandro,hdfg] dfGb|f] ,जमाने मान्द्रो ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000397412,Laghu patra (लघु पत्र ),NEP03783,Podophyllum hexandrum Royle,Laghu patra,n3' kq ,लघु पत्र ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000517192,"Madhu bikh, Bikh, Pongar: Sherpa (मधु बिख, बिख, पोँगर )",NEP03791,Aconitum dissectum D.Don,"Madhu bikh, Bikh, Pongar: Sherpa","dw' lav, lav, kf]Fu/ ","मधु बिख, बिख, पोँगर ",Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000517242,"Seto bikh, Nilo bikh (सेतो बिख, निलो बिख )",NEP03795,Aconitum ferox Wall. ex Ser.,"Seto bikh, Nilo bikh",";]tf] lav, lgnf] lav ","सेतो बिख, निलो बिख ",Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000517372," (अतिस, बिख, कालो बिख, मुडुलो )",NEP03797,Aconitum heterophylloides Stapf,,"clt;, lav, sfnf] lav, d'8'nf] ","अतिस, बिख, कालो बिख, मुडुलो ",Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-1000035738,Atis (अतिस ),NEP03805,Aconitum heterophyllum Wall. ex Royle,Atis,clt; ,अतिस ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
