WFOID,Vernacular_name,LocalID,scientificName,transliteration,Devnagari (preeti),Devnagari (unicode),Language,countryCode,rights,license,bibliographicCitation,compiler
wfo-0000586733,Chamsure ghans (चम्सुरे घाँस ),NEP07229,Cardamine flexuosa With.,Chamsure ghans,rD;'/] 3fF; ,चम्सुरे घाँस ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000586890,Sim sag (सिम साग ),NEP07235,Cardamine impatiens L. ,Sim sag,l;d ;fu ,सिम साग ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000587124,Chamsure ghans (चम्सुरे घाँस ),NEP07237,Cardamine loxostemonoides O.E.Schulz ,Chamsure ghans,rD;'/] 3fF; ,चम्सुरे घाँस ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000587137,Tiuli (तिउली ),NEP07239,Cardamine macrophylla Willd.,Tiuli,ltpnL ,तिउली ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000587623,Tuki jhar (टुकी झार ),NEP07248,Cardamine violacea (D.Don) Wall. ex Hook.f. & Thomson ,Tuki jhar,6'sL emf/ ,टुकी झार ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000541844,Masino torijhar (मसिनो तोरीझार ),NEP07268,Descurainia sophia (L.) Webb ex Prantl ,Masino torijhar,dl;gf] tf]/Lemf/ ,मसिनो तोरीझार ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000656237,"Ban chamsur, Gong-thokpa: Tibetan (वन चम्सुर, गोँग–थोक्पा )",NEP07314,Erysimum pachycarpum Hook.f. & Thomson ,"Ban chamsur, Gong-thokpa: Tibetan","jg rD;'/, uf]Fu–yf]Skf ","वन चम्सुर, गोँग–थोक्पा ",Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001245146,So-lo-karpo: Tibetan (सो–लो–कार्पो ),NEP07334,"Eutrema scapiflorum (Hook.f. & Thomson) Al-Shehbaz, G.Q.Hao & J.Quan Liu",So-lo-karpo: Tibetan,;f]–nf]–sfkf]{ ,सो–लो–कार्पो ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001262483,Chakma (चक्मा ),NEP07341,Lepidium apetalum Willd. ,Chakma,rSdf ,चक्मा ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000358699,Chamsur (चम्सुर ),NEP07348,Lepidium sativum L. ,Chamsur,rD;'/ ,चम्सुर ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000656319,Rubiko sag (रुबिको साग ),NEP07354,Megacarpaea polyandra Benth. ,Rubiko sag,?lasf] ;fu ,रुबिको साग ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001218424,"Sim sag, Lahure sag (सिम साग, लाहुरे साग )",NEP07355,Nasturtium officinale W.T.Aiton ,"Sim sag, Lahure sag","l;d ;fu, nfx'/] ;fu ","सिम साग, लाहुरे साग ",Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000432566,"Tori ghans, Pahenlo jhar (तोरी घाँस, पहेँलो झार )",NEP07371,Rorippa indica (L.) Hiern ,"Tori ghans, Pahenlo jhar","tf]/L 3fF;, kx]Fnf] emf/ ","तोरी घाँस, पहेँलो झार ",Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000642046,"Tite, Suwanle sag (तिते, सुवाँले साग )",NEP07399,Thlaspi arvense L. ,"Tite, Suwanle sag","ltt], ;'jfFn] ;fu ","तिते, सुवाँले साग ",Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000679589,Sikari lahara (सिकारी लहरा ),NEP07402,Erythropalum scandens Blume,Sikari lahara,l;sf/L nx/f ,सिकारी लहरा ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001140494,Eklebir (एक्लेबिर ),NEP07412,Rhopalocnemis phalloides Jungh. ,Eklebir,PSn]la/ ,एक्लेबिर ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001140490,Aijeru (ऐजेरु ),NEP07414,Arceuthobium minutissimum Hook.f. ,Aijeru,P]h]? ,ऐजेरु ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000424908,Nundhiki (नुनढिकी ),NEP07424,Osyris lanceolata Hochst. & Steud.,Nundhiki,g'gl9sL ,नुनढिकी ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001134510,Amphi (अम्फी ),NEP07427,Pyrularia edulis (Wall.) A.DC. ,Amphi,cDkmL ,अम्फी ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001224417,"Hadchur, Harchur, Aijeru (हड्चुर, हरचुर, ऐजेरु )",NEP07431,Viscum album L. ,"Hadchur, Harchur, Aijeru","x8\r'/, x/r'/, P]h]? ","हड्चुर, हरचुर, ऐजेरु ",Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000424658,Hadchur (हड्चुर ),NEP07433,Viscum articulatum Burm.f. ,Hadchur,x8\r'/ ,हड्चुर ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001075837,Halumaphe (हलुमाफे ),NEP07442,Schoepfia fragrans Wall.,Halumaphe,xn'dfkm] ,हलुमाफे ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001087340,"Aijeru, Liso (ऐजेरु, लिसो )",NEP07443,Dendrophthoe falcata (L.f.) Ettingsh. ,"Aijeru, Liso","P]h]?, ln;f] ","ऐजेरु, लिसो ",Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001224464,"Aijeru, Liso (ऐजेरु, लिसो )",NEP07447,Helixanthera ligustrina (Wall.) Danser ,"Aijeru, Liso","P]h]?, ln;f] ","ऐजेरु, लिसो ",Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000509500,Aijeru (ऐजेरु ),NEP07449,Helixanthera odorata (Wall.) Rajasek.,Aijeru,P]h]? ,ऐजेरु ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000367127,"Liso, Sano aijeru (लिसो, सानो ऐजेरु )",NEP07451,Helixanthera parasitica Lour. ,"Liso, Sano aijeru","ln;f], ;fgf] P]h]? ","लिसो, सानो ऐजेरु ",Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000501310,Aijeru (ऐजेरु ),NEP07456,Scurrula elata (Edgew.) Danser ,Aijeru,P]h]? ,ऐजेरु ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001224461,"Aijeru, Liso (ऐजेरु, लिसो )",NEP07458,Scurrula parasitica L. var. parasitica,"Aijeru, Liso","P]h]?, ln;f] ","ऐजेरु, लिसो ",Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001285030,Hunbu chungwa: Tibetan (हुन्बु चुन्ग्वा ),NEP07475,Myricaria rosea W.W.Sm. ,Hunbu chungwa: Tibetan,x'Ga' r'GUjf ,हुन्बु चुन्ग्वा ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001142078,Jhauwa (झौवा ),NEP07478,Tamarix dioica Roxb. ex Roth ,Jhauwa,emf}jf ,झौवा ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000596560,"Chitu, Seto kuro (चितु, सेतो कुरो )",NEP07480,Plumbago zeylanica L. ,"Chitu, Seto kuro","lrt', ;]tf] s'/f] ","चितु, सेतो कुरो ",Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000487062,Nyakuree (न्याकुरी ),NEP07481,Bistorta affinis (D.Don) Greene ,Nyakuree,Gofs'/L ,न्याकुरी ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001245486,"Chyau phul, Ratnyaulo (च्याउ पूmल, रत्न्यौलो )",NEP07483,Bistorta amplexicaulis (D.Don) Greene var. amplexicaulis,"Chyau phul, Ratnyaulo","Rofp k""mn, /TGof}nf] ","च्याउ पूmल, रत्न्यौलो ",Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000566120,Mhyakure (म्ह्याकुरे ),NEP07491,Bistorta confusa (Meisn.) Greene,Mhyakure,DXofs'/] ,म्ह्याकुरे ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000566136,Khaldi (खल्दी ),NEP07500,Bistorta macrophylla (D.Don) Sojak ,Khaldi,vNbL ,खल्दी ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001280185,Mhyakure (म्ह्याकुरे ),NEP07506,Bistorta rubra Yonek. & H.Ohashi,Mhyakure,DXofs'/] ,म्ह्याकुरे ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000566202,Pulunge jhar (पुलुँगे झार ),NEP07512,Bistorta vacciniifolia (Wall. ex Meisn.) Greene ,Pulunge jhar,k'n'Fu] emf/ ,पुलुँगे झार ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001272111,Khalti (खल्ती ),NEP07515,Bistorta vivipara (L.) Delarbre,Khalti,vNtL ,खल्ती ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000680843,"Bhote khari, Rato tamarke (भोटे खरी, रातो तमर्के )",NEP07518,Eskemukerjea megacarpum (H.Hara) H.Hara ,"Bhote khari, Rato tamarke","ef]6] v/L, /ftf] tds]{ ","भोटे खरी, रातो तमर्के ",Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000680845,"Ban fapar, Tite fapar (वन फापर, तिते फापर )",NEP07521,Fagopyrum dibotrys (D.Don) H.Hara ,"Ban fapar, Tite fapar","jg kmfk/, ltt] kmfk/ ","वन फापर, तिते फापर ",Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000685452,Tite fapar (तिते फापर ),NEP07525,Fagopyrum tataricum (L.) Gaertn. ,Tite fapar,ltt] kmfk/ ,तिते फापर ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001271675,"Rapre ghans, Rapte ghans (राप्रे घाँस, राप्ते घाँस )",NEP07540,Koenigia campanulata (Hook.f.) T.M.Schust. & Reveal var. campanulata,"Rapre ghans, Rapte ghans","/fk|] 3fF;, /fKt] 3fF; ","राप्रे घाँस, राप्ते घाँस ",Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000490681,Thotne (ठोट्ने ),NEP07554,Koenigia mollis (D.Don) T.M.Schust. & Reveal var. mollis ,Thotne,7f]6\g] ,ठोट्ने ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-1200027063,Chaunle (चौँले ),NEP07576,Koenigia rumicifolia (Royle ex Bab.) T.M.Schust. & Reveal,Chaunle,rf}Fn] ,चौँले ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-1200027109,Nyalowa: Tibetan (न्यालोवा ),NEP07579,Koenigia tortuosa (D.Don) T.M.Schust. & Reveal var. tortuosa,Nyalowa: Tibetan,Gofnf]jf ,न्यालोवा ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000388320,Boke (बोके ),NEP07584,Oxyria digyna (L.) Hill ,Boke,af]s] ,बोके ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000485132,"Khursane jhar, Pirre (खुर्साने झार, पिर्रे )",NEP07588,Persicaria barbata (L.) H.Hara var. barbata,"Khursane jhar, Pirre","v';f{g] emf/, lk/]{ ","खुर्साने झार, पिर्रे ",Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001272090,"Pirre jhar, Ratnyaule jhar (पिर्रे झार, रत्न्यौले झार )",NEP07592,Persicaria capitata (Buch.-Ham. ex D.Don) H.Gross ,"Pirre jhar, Ratnyaule jhar","lk/]{ emf/, /TGof}n] emf/ ","पिर्रे झार, रत्न्यौले झार ",Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000489755,"Kukur thotne, Bakhre thotne (कुकुर ठोट्ने, बाख्रे ठोट्ने )",NEP07594,Persicaria chinensis (L.) H.Gross,"Kukur thotne, Bakhre thotne","s's'/ 7f]6\g], afv|] 7f]6\g] ","कुकुर ठोट्ने, बाख्रे ठोट्ने ",Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000489845,Seto pirre (सेतो पिर्रे ),NEP07600,Persicaria glabra (Willd.) M. Gomez ,Seto pirre,;]tf] lk/]{ ,सेतो पिर्रे ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000489146,Pirre (पिर्रे ),NEP07611,Persicaria hydropiper (L.) Delarbre ,Pirre,lk/]{ ,पिर्रे ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001101579,Ban pirre (वन पिर्रे ),NEP07627,Persicaria microcephala (D.Don) H.Gross var. microcephalum ,Ban pirre,jg lk/]{ ,वन पिर्रे ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000488454,"Amilo pirre laharo, Fapare jhar (अमिलो पिर्रे लहरो, फापरे झार )",NEP07643,Persicaria perfoliata (L.) H.Gross ,"Amilo pirre laharo, Fapare jhar","cldnf] lk/]{ nx/f], kmfk/] emf/ ","अमिलो पिर्रे लहरो, फापरे झार ",Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001245524,"Kapre sag, Ratnyaulo (काप्रे साग, रत्न्यौलो )",NEP07656,Persicaria runcinata (Buch.-Ham. ex D.Don) H.Gross ,"Kapre sag, Ratnyaulo","sfk|] ;fu, /TGof}nf] ","काप्रे साग, रत्न्यौलो ",Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001245249,Rato pirre (रातो पिर्रे ),NEP07673,Persicaria viscosa (Buch.-Ham. ex D.Don) H.Gross ex Nakai ,Rato pirre,/ftf] lk/]{ ,रातो पिर्रे ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
