WFO_ID,ecology,TaxonName,namepublishedin,rights,license,bibliographicCitation,compiler
wfo-0001300450,"W, C Nepal: 3000-4400 m. ",Rosularia alpestris subsp. marnieri (Raym.-Hamet ex H.Ohba) Eggli,Bradleya 6(Suppl.) 47. 1988.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001300457,W Nepal: 2000-3500 m. ,Rosularia rosulata (Edgew.) H.Ohba,J. Jap. Bot. 52(1): 9. 1977.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001261255,"C, E Nepal: 2900 m. ",Sedum chauveaudii Raym.-Hamet,Notul. Syst. (Paris) 1: 137. 1910.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001228665,"W, C Nepal: 2200-2700 m.",Sedum filipes Hemsl.,"J. Linn. Soc., Bot. 23(155): 284, pl. 7, f. 1-3. 1887. ",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000437478,"W, C Nepal: 2800-4600 m. ",Sedum holei Raym.-Hamet ,J. Bot. 51: 55. 1913.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001261214,"W, C, E Nepal: 3900-4600 m. ",Sedum gagei Raym.-Hamet,Repert. Spec. Nov. Regni Veg. 8: 263. 1910.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001255822,"C, E Nepal: 4200-4700 m. ",Sedum henrici-roberti Raym.-Hamet,Repert. Spec. Nov. Regni Veg. 12: 407. 1913.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000437292,"W, C, E Nepal: 2800-4600 m. ",Sedum magae Raym.-Hamet,Repert. Spec. Nov. Regni Veg. 13: 350. 1914.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001252067,"W, C, E Nepal: 1300-3200 m. ",Sedum multicaule Wall. ex Lindl.,Edwards's Bot. Reg. 26(Misc.): 58. 1840.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001261206,C Nepal: 3300-3400 m. ,Sedum obtusipetalum subsp. dandyanum H.Ohba,J. Jap. Bot. 61: 274. 1986.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001300698,"W, C, E Nepal: 3200-5200 m.",Sedum oreades (Decne.) Raym.-Hamet,Bull. Soc. Bot. France 56: 571. 1910.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000441327,"C, E Nepal: 3800-4500 m. ",Sedum perpusillum Hook.f. & Thomson,"J. Proc. Linn. Soc., Bot. 2: 103. 1858.",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001261233,"W, E Nepal: 4200-4500 m. ",Sedum przewalskii Maxim.,"Bull. Acad. Imp. Sci. Saint-Pétersbourg, sér. 3, 29: 156. 1883. ",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000499091,C Nepal: 2100 m. ,Sedum pseudomulticaule H.Ohba,J. Jap. Bot. 53(11): 328. 1978.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001261203,"W, C Nepal: 2000-4600 m. ",Sedum roborowskii Maxim.,"Bull. Acad. Imp. Sci. Saint-Pétersbourg, sér. 3, 29: 154. 1883. ",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001255823,"W, C, E Nepal: 2700-4300 m. ",Sedum triactina A.Berger,Nat. Pflanzenfam. (ed. 2) 18a: 460. 1930.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001300700,"W, C, E Nepal: 2400-5500 m. ",Sedum trullipetalum Hook.f. & Thomson,"J. Proc. Linn. Soc., Bot. 2: 102. 1858.",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001300672,"W, C Nepal: 2300-4100 m. ",Sinocrassula indica (Decne.) A.Berger,Nat. Pflanzenfam. (ed. 2) 18a: 463. 1930.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000373510,C Nepal: 1300-1500 m (Invasive species in Nepal). ,Myriophyllum aquaticum (Vell.) Verdc.,Kew Bull. 28(1): 36. 1973.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000373566,W Nepal: 3000 m.,Myriophyllum spicatum L.,Sp. Pl. 2: 922. 1753. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000531468,E Nepal: 100-1500 m. ,Ampelocissus barbata (Wall.) Planch.,Monogr. Phan. 5(2): 372. 1887.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000531497,"W, C, E Nepal: 100-2000 m. ",Ampelocissus divaricata (Wall. ex M.A.Lawson) Planch.,Vigne Amér. Vitic. Eur. 8(12): 375. 1884.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000531533,"W, C, E Nepal: 100-2200 m. ",Ampelocissus latifolia (Roxb.) Planch.,Vigne Amér. Vitic. Eur. 8(12): 374. 1884.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000531579,"W, C, E Nepal: 800-2800 m. ",Ampelocissus rugosa (Wall.) Planch.,Vigne Amér. Vitic. Eur. 8(12): 374. 1884.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000531589,"W, C, E Nepal: 200-1900 m. ",Ampelocissus sikkimensis (M.A.Lawson) Planch.,Vigne Amér. Vitic. Eur. 8(12): 375. 1884. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000531668,C Nepal: 600-1700 m. ,Ampelopsis glandulosa (Wall.) Momiy.,Bull. Univ. Mus. Univ. Tokyo 2: 78. 1971.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000591233,"C, E Nepal: 600-2200 m. ",Causonis japonica (Thunb.) Raf.,Sylva Tellur. 87. 1838. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001429016,"W, C, E Nepal: 100-1000 m.",Causonis trifolia (L.) Mabb. & J.Wen,Mabberley’s Pl.-Book 1101. 2017.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000591721,C Nepal: 1500 m. ,Cayratia pedata (Lam.) Gagnep.,Notul. Syst. (Paris) 1: 346. 1911. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000605970,"W, C, E Nepal: 200-1600 m. ",Cissus adnata Roxb.,Fl. Ind. 1: 423. 1820. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000606039,"C, E Nepal: 300-1500 m. ",Cissus assamica (M.A.Lawson) Craib,Bull. Misc. Inform. Kew 1911(1): 31. 1911.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000606224,"W, C, E Nepal: 300-1600 m. ",Cissus discolor Blume,Bijdr. Fl. Ned. Ind. 4: 181. 1825.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000606248,C Nepal: 200-300 m.,Cissus elongata Roxb.,Fl. Ind. 1: 429. 1820.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000606750,"W, C, E Nepal: 70-2000 m. ",Cissus repanda Vahl,Symb. Bot. 3: 18. 1794. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000606752,"C, E Nepal: 200-2000 m. ",Cissus repens Lam.,Encycl. 1(1): 31. 1783. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001145448,"W, C, E Nepal: 200-1000 m.",Leea aequata L.,Mant. Pl. 124. 1767. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001145829,"C, E Nepal: 100-1200 m. ",Leea alata Edgew.,Trans. Linn. Soc. London 20(1): 36. 1846. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001145449,"W, C, E Nepal: 100-1500 m.",Leea asiatica (L.) Ridsdale,Bot. Hist. Hort. Malabaricus 189. 1980.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001145812,E Nepal: 300-1200 m. ,Leea compactiflora Kurz,"J. Asiat. Soc. Bengal, Pt. 2, Nat. Hist. 42(2): 65. 1873. ",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001145321,"W, C, E Nepal: 200-1300 m.",Leea guineensis G.Don,Gen. Hist. 1: 712. 1831. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001145518,"W, C, E Nepal: 100-1400 m.",Leea indica (Burm.f.) Merr.,Philipp. J. Sci. 14(2): 245. 1919.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001145756,"W, C, E Nepal: 100-1700 m.",Leea macrophylla Roxb. ex Hornem.,Hort. Bot. Hafn. 1: 251. 1813.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001245969,"W, C, E Nepal: 600-3600 m.",Parthenocissus semicordata (Wall.) Planch. ,Monogr. Phan. 5: 451. 1887. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001145658,"W, C Nepal: 1200-2700 m. ",Parthenocissus semicordata var. roylei (King ex R.Parker) Nazim. & Qaiser,Fl. Pakistan 147: 10. 1982. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001145910,"C, E Nepal: 600-1900 m. ",Tetrastigma aplinianum (Collett & Hemsl.) Momiy.,Bull. Univ. Mus. Univ. Tokyo 2: 79. 1971.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001146001,"C, E Nepal: 200-1000 m. ",Tetrastigma bracteolatum (Wall.) Planch.,Monogr. Phan. 5(2): 428. 1887. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001146003,"C, E Nepal: 100-1800 m. ",Tetrastigma dubium (M.A.Lawson) Planch.,Monogr. Phan. 5(2): 437. 1887.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001145443,"W, C, E Nepal: 100-1600 m.",Tetrastigma leucostaphylum (Dennst.) Alston,Taxon 26(5-6): 539. 1977. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001246142,"W, C Nepal: 300-2000 m. ",Tetrastigma obtectum (Wall. ex M.A.Lawson) Planch. ex Franch.,Monogr. Phan. 5(2): 434. 1887.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001146051,"W, C Nepal: 1400-1800 m. ",Tetrastigma obtectum var. glabrum (H.Lév.) Gagnep.,Notul. Syst. (Paris) 1: 324. 1911.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001145464,"C, E Nepal: 900-2100 m. ",Tetrastigma rumicispermum (M.A.Lawson) Planch.,Monogr. Phan. 5(2): 429. 1887. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001145511,"W, C, E Nepal: 500-2900 m. ",Tetrastigma serrulatum (Roxb.) Planch.,Monogr. Phan. 5(2): 432. 1887. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001145273,"W, C Nepal: 1000-2200 m. ",Vitis flexuosa Thunb.,Trans. Linn. Soc. London 2: 332. 1794.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001145753,"W, C, E Nepal: 200-2500 m. ",Vitis heyneana Roem. & Schult.,Syst. Veg. (ed. 15 bis) 5: 318. 1819.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000421408,"W, C Nepal: 1800-2500 m. ",Vitis pedicellata M.A.Lawson,Fl. Brit. India 1: 650. 1875.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001146043,C Nepal: 200-2500 m. ,Yua thomsonii (M.A.Lawson) C.L.Li,Acta Bot. Yunnan. 12(1): 5. 1990. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000457857,"W, C, E Nepal: 100-3500 m. ",Tribulus terrestris L.,Sp. Pl. 1: 387. 1753. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000199888,"W, C, E Nepal: 200-1300 m. ",Abrus melanospermus Hassk.,Cat. Hort. Bot. Bogor. 282. 1844.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000178702,"W, C, E Nepal: 100-1100 m. ",Abrus precatorius L.,Syst. Nat. (ed. 12) 2: 472. 1767.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000211685,E Nepal: 100-300 m. ,Acrocarpus fraxinifolius Arn.,Zool. Bot. 2(12): 547. 1839.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000173025,W Nepal: 100-200 m (Naturalized in Nepal).,Aeschynomene americana L.,Sp. Pl. 2: 713. 1753. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000199890,"W, C, E Nepal: 100-1300 m. ",Aeschynomene aspera L.,Sp. Pl. 2: 713. 1753. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000173414,"W, C, E Nepal: 100-1600 m. ",Aeschynomene indica L.,Sp. Pl. 2: 713. 1753. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
