WFO_ID,Country,distribution,TaxonName,namepublishedin,rights,license,bibliographicCitation,compiler
wfo-0000185928,NP,"Nepal, E Himalaya, Assam-Burma, S Asia, E Asia and SE Asia.",Derris cuneifolia Benth.,Pl. Jungh. 2: 253. 1852. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000186506,NP,S Asia.,Derris hainesiana Thoth. ,Bull. Bot. Surv. India 3: 198. 1962.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000186601,NP,"Nepal, W Himalaya and Assam-Burma. ",Desmodium oojeinense (Roxb.) H.Ohashi,Ginkgoana 1: 117. 1973. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000203823,NP,Nepal and W Himalaya.,Dolichos staintonii H.Ohashi & Tateishi,"Bull. Sci. Mus., Tokyo Ser. B. (Bot.) 3: 72. 1977. ",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000200421,NP,"Nepal, E Himalaya, Assam-Burma, E Asia and SE Asia.",Dolichos tenuicaulis (Baker) Craib,"Contrib. Fl. Siam, Dicot. 66. 1912.",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000180335,NP,"Nepal, W Himalaya, E Himalaya, Tibetan Plateau, Assam-Burma, S Asia, E Asia, SE Asia and Africa.",Dumasia villosa DC.,Ann. Sci. Nat. (Paris) 4: 97. 1825.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000200439,NP,"Nepal, Assam-Burma, S Asia and SE Asia.",Dunbaria glandulosa (Dalzell & A.Gibson) Prain,"J. Asiat. Soc. Bengal, Pt. 2, Nat. Hist. 66: 433. 1897.",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000194172,NP,"Nepal, E Himalaya, Assam-Burma, S Asia, E Asia, SE Asia and Australasia.",Dunbaria punctata (Wight & Arn.) Benth.,Pl. Jungh. 2: 242. 1852.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000193458,NP,"Nepal, E Himalaya, Assam-Burma, S Asia, E Asia and SE Asia.",Dysolobium grande (Wall. ex Benth.) Prain,"J. Asiat. Soc. Bengal, Pt. 2, Nat. Hist. 66: 427. 1897.",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000200453,NP,"Nepal, E Himalaya, Assam-Burma, S Asia, E Asia and SE Asia.",Dysolobium pilosum (J.G.Klein ex Willd.) Marechal,Bull. Jard. Bot. Natl. Belg. 47(3-4): 483. 1977.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000195898,NP,"Nepal, E Himalaya, Assam-Burma, S Asia, E Asia, SE Asia, Africa and Australasia. ",Entada rheedei Spreng.,Syst. Veg. (ed. 16) 2: 325. 1825.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000188411,NP,"Nepal, E Himalaya, Tibetan Plateau, Assam-Burma, E Asia, SE Asia and Australasia. ",Eriosema chinense Vogel,Nov. Actorum Acad. Caes. Leop.-Carol. Nat. Cur.19(Suppl. 1): 31. 1843.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000185017,NP,"Nepal, W Himalaya, E Himalaya, Tibetan Plateau, Assam-Burma, S Asia, E Asia and SE Asia.",Erythrina arborescens Roxb.,Pl. Coromandel 3: 14. 1811.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000185018,NP,"Nepal, W Himalaya, E Himalaya, Tibetan Plateau, Assam-Burma, S Asia, E Asia and SE Asia. ",Erythrina stricta Roxb.,Fl. Ind. 3: 251. 1832. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000185019,NP,"Nepal, W Himalaya, E Himalaya, Assam-Burma, S Asia and SE Asia.",Erythrina suberosa Roxb.,Fl. Ind. 3: 253. 1832. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000194835,NP,"Nepal, E Himalaya, Assam-Burma, S Asia, E Asia and SE Asia. ",Flemingia chappar Buch.-Ham. ex Benth.,Pl. Jungh. 2: 244. 1852.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000194840,NP,"Nepal, W Himalaya, E Himalaya, Assam-Burma, S Asia, E Asia and SE Asia.",Flemingia macrophylla (Willd.) Kuntze ex Merr.,Philipp. J. Sci. 5(2): 130. 1910. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000198109,NP,"Nepal, E Himalaya, Assam-Burma, S Asia, E Asia and SE Asia.",Flemingia paniculata Wall. ex Benth.,Pl. Jungh. 2: 245. 1852.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000198121,NP,"Nepal, W Himalaya, E Himalaya, Assam-Burma, E Asia and SE Asia.",Flemingia procumbens Roxb.,Fl. Ind. 3: 338. 1832.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001057147,NP,"Nepal, W Himalaya, E Himalaya, Assam-Burma, S Asia, E Asia and SE Asia.",Flemingia strobilifera (L.) W.T.Aiton,Hort. Kew (ed. 2) 4: 350. 1812.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000181450,NP,"S Asia, E Asia, SE Asia and Australasia.",Galactia tenuiflora (Klein ex Willd.) Wight & Arn.,Prodr. Fl. Ind. Orient. 1: 206. 1834. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000198151,NP,"Nepal, E Himalaya, S Asia (Bangladesh, India, Sri Lanka), Assam-Burma, E Asia and SE Asia. ",Geissaspis cristata Wight & Arn.,Prodr. Fl. Ind. Orient. 1: 218. 1834.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-1200027101,NP,"Nepal, W Himalaya, E Himalaya, Assam-Burma, S Asia, E Asia, SE Asia, Africa and Australasia. ",Grona heterocarpa (L.) H.Ohashi & K.Ohashi ,J. Jap. Bot. 93(2): 112. 2018.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001426074,NP,"Nepal, E Himalaya, Assam-Burma, E Asia, SE Asia, Africa and Australasia.",Grona heterocarpa var. strigosa (Meeuwen) H.Ohashi & K.Ohashi,J. Jap. Bot. 93(2): 112. 2018. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001423655,NP,"Nepal, Assam-Burma, S Asia, E Asia, SE Asia and Africa. ",Grona heterophylla (Willd.) H.Ohashi & K.Ohashi,J. Jap. Bot. 93(2): 114. 2018. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001423675,NP,"Nepal, W Himalaya, E Himalaya, Assam-Burma, S Asia, E Asia, SE Asia, SW Asia, Africa, N America and S America. ",Grona triflora (L.) H.Ohashi & K.Ohashi,J. Jap. Bot. 93(2): 117. 2018.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001429040,NP,Pantropical in distribution. ,Guilandina bonduc L.,Sp. Pl. 1: 381. 1753. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001421770,NP,"Nepal, E Himalaya, Assam-Burma, E Asia and SE Asia. ",Harashuteria hirsuta (Baker) K.Ohashi & H.Ohashi,J. Jap. Bot. 92(1): 40. 2017. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001342971,NP,"Nepal, E Himalaya, Tibetan Plateau, Assam-Burma, S Asia, E Asia and SE Asia.",Haymondia wallichii (DC.) A.N.Egan & B.Pan,Phytotaxa 218(3): 212. 2015.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000198785,NP,Nepal and Tibetan Plateau.,Hedysarum campylocarpon H.Ohashi,J. Jap. Bot. 49(6): 164. 1974.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000198826,NP,"Nepal, W Himalaya and Tibetan Plateau.",Hedysarum kumaonense Benth. ex Baker,Fl. Brit. India 2: 145. 1876. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000205090,NP,Endemic to Nepal. ,Hedysarum manaslense (Kitam.) H.Ohashi,J. Jap. Bot. 50(1): 23. 1975.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000205093,NP,Endemic to Nepal. ,Hedysarum manaslense var. nepalense (H.Ohashi) H.Ohashi,J. Jap. Bot. 50(1): 23. 1975.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000198854,NP,"Nepal, E Himalaya, Tibetan Plateau and E Asia. ",Hedysarum sikkimense Benth. ex Baker,Fl. Brit. India 2: 145. 1876. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001037355,NP,"Nepal, W Himalaya, E Himalaya and Tibetan Plateau.",Hedysarum tibeticum (Benth.) B.H.Choi & H.Ohashi,Taxon 52(3): 574. 2003. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001423690,NP,"Nepal, E Himalaya, Assam-Burma, S Asia, E Asia and SE Asia. ",Huangtcia renifolia (L.) H.Ohashi & K.Ohashi,J. Jap. Bot. 93(3): 183. 2018.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000205447,NP,"Nepal, E Himalaya, Tibetan Plateau, Assam-Burma, S Asia, E Asia and SE Asia.",Hylodesmum laxum (DC.) H.Ohashi & R.R.Mill.,Edinburgh J. Bot. 57(2): 178. 2000. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000205450,NP,"Nepal, W Himalaya, E Himalaya, Tibetan Plateau, Assam-Burma, E Asia and SE Asia.",Hylodesmum podocarpum (DC.) H.Ohashi & R.R.Mill. ,Edinburgh J. Bot. 57(2): 181. 2000. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000205448,NP,"Nepal, W Himalaya, E Himalaya, Assam-Burma, E Asia and SE Asia.",Hylodesmum podocarpum subsp. oxyphyllum (DC.) H.Ohashi & R.R.Mill,Edinburgh J. Bot. 57(2): 182. 2000. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001254524,NP,"Nepal, W Himalaya, E Himalaya, Tibetan Plateau, Assam-Burma and E Asia.",Hylodesmum williamsii (H.Ohashi) H.Ohashi & R.R.Mill.,Edinburgh J. Bot. 57(2): 186. 2000. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000190508,NP,"Nepal, W Himalaya, E Himalaya, Assam-Burma, S Asia (Bangladesh, India, Pakistan, Sri Lanka); Africa.",Indigofera astragalina DC.,Prodr. 2: 228. 1825.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000205184,NP,"Nepal, W Himalaya, E Himalaya, Tibetan Plateau, Assam-Burma, S Asia, E Asia, SE Asia and SW Asia.",Indigofera atropurpurea Buch.-Ham. ex Hornem.,Hort. Bot. Hafn. Suppl. 152. 1819. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000193925,NP,"Nepal, E Himalaya, Tibetan Plateau, Assam-Burma and S Asia.",Indigofera bracteata Graham ex Baker,Fl. Brit. India 2: 100. 1876.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000186813,NP,"Nepal, W Himalaya, E Himalaya, Assam-Burma, S Asia, E Asia and SE Asia.",Indigofera cassioides Rottler ex DC.,Prodr. 2: 225. 1825.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000197599,NP,"Nepal, W Himalaya, E Himalaya, Tibetan Plateau, Assam-Burma and SE Asia.",Indigofera cylindracea Graham ex Baker,Fl. Brit. India 2: 99. 1876.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000200250,NP,"Nepal, W Himalaya, E Himalaya, Assam-Burma, S Asia, E Asia and SE Asia.",Indigofera dosua Buch.-Ham. ex D.Don,Prodr. Fl. Nepal. 244. 1825.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000205179,NP,"Nepal, W Himalaya, E Himalaya and Assam-Burma.",Indigofera exilis Grierson & D.G.Long,Notes Roy. Bot. Gard. Edinburgh 37(2): 342. 1979. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000205185,NP,"Nepal, W Himalaya and E Himalaya.",Indigofera hebepetala Benth. ex Baker ,Fl. Brit. India 2: 101. 1876.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000197535,NP,"Nepal, W Himalaya, E Himalaya and Tibetan Plateau.",Indigofera hebepetala var. glabra Ali,Bot. Not. 3: 572. 1958. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000186748,NP,"Nepal, W Himalaya, E Himalaya, Tibetan Plateau, Assam-Burma and SW Asia. ",Indigofera heterantha Wall. ex Brandis,Forest Fl. N.W. India. 135. 1874.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000193193,NP,"Nepal, W Himalaya, E Himalaya, Assam-Burma, S Asia, E Asia, SE Asia, SW Asia, Africa and Australasia. ",Indigofera linifolia (L.f.) Retz.,Observ. Bot. 4: 29. 1786.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000205215,NP,Nepal and E Himalaya.,Indigofera pseudoreticulata Grierson & D.G.Long,Notes Roy. Bot. Gard. Edinburgh 37(2): 345. 1979. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000197499,NP,"Nepal, E Himalaya, Assam-Burma, E Asia and SE Asia.",Indigofera stachyodes Lindl.,Edwards's Bot. Reg. 29: t. 14. 1843.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000200272,NP,"Nepal, W Himalaya, E Himalaya, Assam-Burma, S Asia, E Asia, SE Asia and Australasia. ",Indigofera trifoliata L. ,Cent. Pl. 2: 29. 1756. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-1200030249,NP,Endemic to Nepal. ,Indigofera trifoliata var. nepalensis H.Ohashi,J. Jap. Bot. 43: 119. 1968.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001056121,NP,"Nepal, W Himalaya, E Himalaya, Assam-Burma, S Asia, E Asia, SE Asia; Australasia.",Indigofera tsiangiana Metcalf,Sunyatsenia 4: 156. 1940.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000193231,NP,Nepal and W Himalaya.,Indopiptadenia oudhensis (Brandis) Brenan,Kew Bull. 10(2): 179. 1955.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
