WFO_ID,Country,distribution,TaxonName,namepublishedin,rights,license,bibliographicCitation,compiler
wfo-0001316315,NP,"Nepal, W Himalaya and Tibetan Plateau.",Corydalis elegans Wall. ex Hook.f. & Thomson ,Fl. Ind. 1: 265. 1855. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001316319,NP,Endemic to Nepal. ,Corydalis elegans subsp. robusta Lidén,"Bull. Brit. Mus. (Nat. Hist.), Bot. 18(6): 518. 1989.",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000622325,NP,Nepal and E Himalaya.,Corydalis filicina Prain,"J. Asiat. Soc. Bengal, Pt. 2, Nat. Hist. 65: 30. 1896. ",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000622326,NP,Nepal and W Himalaya.,Corydalis filiformis Royle,Ill. Bot. Himal. Mts. 68. 1834.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000622333,NP,"Nepal, W Himalaya and Tibetan Plateau.",Corydalis flabellata Edgew.,Trans. Linn. Soc. London 20(1): 30. 1846.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000622334,NP,"Nepal, E Himalaya, Tibetan Plateau, Assam-Burma, S Asia and E Asia.",Corydalis flaccida Hook.f. & Thomson,Fl. Ind. 1: 260. 1855.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000622369,NP,Nepal and E Himalaya.,Corydalis geraniifolia Hook.f. & Thomson,Fl. Ind. 1: 269. 1855.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000622394,NP,"Nepal, W Himalaya and Tibetan Plateau. ",Corydalis govaniana Wall.,Tent. Fl. Napal. 2: 55. 1826.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000622428,NP,"Nepal, W Himalaya, Tibetan Plateau and N Asia. ",Corydalis hendersonii Hemsl.,"J. Linn. Soc., Bot. 30: 109. 1894.",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000622451,NP,"Nepal, E Himalaya and Tibetan Plateau.",Corydalis hookeri Prain,"J. Asiat. Soc. Bengal, Pt. 2, Nat. Hist. 65(1): 34. 1896. ",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000622481,NP,"Nepal, E Himalaya and Tibetan Plateau.",Corydalis jigmei C.E.C.Fisch. & Kaul,Bull. Misc. Inform. Kew 1940(6): 266. 1940. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000622485,NP,"Nepal, E Himalaya and Tibetan Plateau.",Corydalis juncea Wall.,"Tent. Fl. Napal. 2: 54, t. 42. 1826.",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000622513,NP,"Nepal, W Himalaya and E Himalaya.",Corydalis lathyroides Prain,"J. Asiat. Soc. Bengal, Pt. 2, Nat. Hist. 65(1): 23. 1896. ",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000622515,NP,"Nepal, E Himalaya and Tibetan Plateau.",Corydalis latiflora Hook.f. & Thomson,Fl. Ind. 1: 270. 1855.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000622525,NP,"Nepal, E Himalaya, Assam-Burma, E Asia and SE Asia.",Corydalis leptocarpa Hook.f. & Thomson,Fl. Ind. 1: 260. 1855.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000622551,NP,Nepal and Tibetan Plateau.,Corydalis longipes DC.,Prodr. 1: 128. 1824. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000622557,NP,Nepal and Tibetan Plateau.,Corydalis lowndesii Lidén,"Bull. Brit. Mus. (Nat. Hist.), Bot. 18(6): 491. 1989. ",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001316306,NP,Nepal and Tibetan Plateau.,Corydalis magni Pusalkar,Kew Bull. 66(4): 548. 2011.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000622587,NP,Endemic to Nepal. ,Corydalis megacalyx Ludlow & Stearn,"Bull. Brit. Mus. (Nat. Hist.), Bot. 5: 58. t. 8. 1975. ",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000622591,NP,"Nepal, W Himalaya, E Himalaya and Tibetan Plateau. ",Corydalis meifolia Wall.,"Tent. Fl. Napal. 2: 52, t. 41. 1826.",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000622633,NP,Nepal and W Himalaya.,Corydalis nana Royle,Ill. Bot. Himal. Mts. 68. 1834.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000622731,NP,"Nepal, E Himalaya and Tibetan Plateau.",Corydalis polygalina Hook.f. & Thomson,Fl. Ind. 1: 263. 1855.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000622761,NP,"Nepal, W Himalaya and Tibetan Plateau.",Corydalis pseudojuncea Ludlow & Stearn,"Bull. Brit. Mus. (Nat. Hist.), Bot. 5: 62. t. 11. 1975. ",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000622762,NP,"Nepal, E Himalaya and Tibetan Plateau.",Corydalis pseudolongipes Lidén,"Bull. Brit. Mus. (Nat. Hist.), Bot. 18(6): 532. 1989. ",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000622874,NP,Nepal and W Himalaya.,Corydalis shakyae Lidén,"Bull. Brit. Mus. (Nat. Hist.), Bot. 18(6): 519. 1989. ",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000622888,NP,"Nepal, W Himalaya and E Himalaya.",Corydalis sikkimensis (Prain) Fedde,Repert. Spec. Nov. Regni Veg. 17: 201. 1921. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000622889,NP,Endemic to Nepal. ,Corydalis simplex Lidén,"Bull. Brit. Mus. (Nat. Hist.), Bot. 18(6): 514. 1989. ",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000622913,NP,Endemic to Nepal. ,Corydalis spicata Lidén,"Bull. Brit. Mus. (Nat. Hist.), Bot. 18(6): 528. 1989. ",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000622916,NP,Nepal and E Himalaya.,Corydalis staintonii Ludlow & Stearn,"Bull. Brit. Mus. (Nat. Hist.), Bot. 5: 65. t. 13. 1975. ",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000622919,NP,Endemic to Nepal.,Corydalis stipulata Lidén,"Bull. Brit. Mus. (Nat. Hist.), Bot. 18(6): 522. 1989. ",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000622920,NP,"Nepal, W Himalaya, E Himalaya, Tibetan Plateau, Assam-Burma and E Asia.",Corydalis stracheyi Duthie ex Prain,"J. Asiat. Soc. Bengal, Pt. 2, Nat. Hist. 65(1): 37. 1896. ",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000622929,NP,"Nepal, W Himalaya, Tibetan Plateau, E Asia, N Asia, C Asia and SW Asia.",Corydalis stricta Steph. ex DC.,Syst. Nat. 2: 123. 1821. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000622963,NP,Endemic to Nepal. ,Corydalis terracina Lidén,"Bull. Brit. Mus. (Nat. Hist.), Bot. 18(6): 522. 1989. ",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000622988,NP,"Nepal, E Himalaya, Tibetan Plateau, Assam-Burma and E Asia.",Corydalis trifoliolata Franch.,Bull. Soc. Bot. France 33: 392. 1887.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000623014,NP,Endemic to Nepal. ,Corydalis uncinata Lidén,"Bull. Brit. Mus. (Nat. Hist.), Bot. 18(6): 520. 1989. ",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000623015,NP,Endemic to Nepal. ,Corydalis uncinatella Lidén,"Bull. Brit. Mus. (Nat. Hist.), Bot. 18(6): 520. 1989. ",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000623024,NP,"Nepal, W Himalaya and E Himalaya.",Corydalis vaginans Royle,Ill. Bot. Himal. Mts. 68. 1834. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000749210,NP,Nepal and E Himalaya.,Dactylicapnos cordata Lidén,Nordic J. Bot. 28(6): 658. 2010.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000636815,NP,"Nepal, E Himalaya, Tibetan Plateau and Assam-Burma.",Dactylicapnos grandifoliolata Merr.,Brittonia 4: 64. 1941.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001316316,NP,"Nepal, W Himalaya and Tibetan Plateau.",Dactylicapnos macrocapnos (Prain) Hutch. ,Bull. Misc. Inform. Kew 1921(3): 105. 1921.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001316311,NP,Nepal and Tibetan Plateau.,Dactylicapnos macrocapnos subsp. echinosperma Lidén,Nordic J. Bot. 28(6): 657. 2010.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000749213,NP,Nepal and E Himalaya.,Dactylicapnos odontocarpa Lidén,Nordic J. Bot. 28(6): 658. 2010.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000636819,NP,"Nepal, W Himalaya, E Himalaya, Tibetan Plateau, Assam-Burma and E Asia.",Dactylicapnos roylei (Hook.f. & Thomson) Hutch.,Bull. Misc. Inform. Kew 1921(3): 104. 1921.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000636820,NP,"Nepal, E Himalaya, Tibetan Plateau, Assam-Burma, S Asia, E Asia and SE Asia. ",Dactylicapnos scandens (D.Don) Hutch.,Bull. Misc. Inform. Kew 1921(3): 105. 1921.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000646259,NP,"Nepal, W Himalaya, Tibetan Plateau and E Asia. ",Dicranostigma lactucoides Hook.f. & Thomson,Fl. Ind. 1: 255. 1855.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000693250,NP,"Nepal, W Himalaya, E Himalaya and SW Asia. ",Fumaria indica (Hausskn.) Pugsley,"J. Linn. Soc., Bot. 44: 313. 1919. ",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001090419,NP,"Nepal, E Himalaya, Tibetan Plateau, E Asia, N Asia, C Asia and SW Asia. ",Hypecoum leptocarpum Hook.f. & Thomson,Fl. Ind. 1: 276. 1855.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000749830,NP,Endemic to Nepal. ,Meconopsis autumnalis P.A.Egan,Phytotaxa 20: 48. 2011.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001421616,NP,"Nepal, E Himalaya and Tibetan Plateau.",Meconopsis bella Prain ,"J. Asiat. Soc. Bengal, Pt. 2, Nat. Hist. 63: 82. 1894. ",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001363021,NP,Endemic to Nepal. ,Meconopsis bella subsp. grandifolia Grey-Wilson,The Genus Meconopsis 362. 2014. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001333626,NP,Nepal and E Himalaya.,"Meconopsis bulbilifera Tosh.Yoshida, H.Sun & Grey-Wilson",Curtis’s Bot. Mag. 29(2): 200. 2012.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000507575,NP,Endemic to Nepal. ,Meconopsis chankheliensis Grey-Wilson,Curtis's Bot. Mag. 23(2): 203. 2006.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000448635,NP,Nepal and Tibetan Plateau. ,Meconopsis dhwojii G.Taylor ex Hay,New Fl. & Silva 4: 225. 1932.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001242183,NP,Nepal and E Himalaya.,Meconopsis discigera Prain,Ann. Bot. 20: 356. 1906.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000507576,NP,Endemic to Nepal. ,Meconopsis ganeshensis Grey-Wilson,Curtis's Bot. Mag. 23(2): 188. 2006.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001249094,NP,Nepal and Tibetan Plateau. ,Meconopsis gracilipes G.Taylor,Account Gen. Meconopsis 38. 1934.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001316317,NP,Nepal and E Himalaya.,Meconopsis grandis Prain ,"J. Asiat. Soc. Bengal, Pt. 2, Nat. Hist. 64: 320. 1896. ",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001316320,NP,Endemic to Nepal. ,Meconopsis grandis subsp. jumlaensis Grey-Wilson,Sibbaldia 8: 82. 2010.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001242141,NP,"Nepal, E Himalaya, Tibetan Plateau, Assam-Burma and E Asia. ",Meconopsis horridula Hook.f. & Thomson,Fl. Ind. 1: 252. 1855.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001333627,NP,Nepal and Tibetan Plateau. ,"Meconopsis lamjungensis Tosh.Yoshida, H.Sun & Grey-Wilson",Curtis’s Bot. Mag. 29(2): 194. 2012.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000749826,NP,Endemic to Nepal. ,Meconopsis manasluensis P.A.Egan,Phytotaxa 20: 50. 2011.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
