taxonID,description,type,source,language,created
wfo-0001008111,"<b>Young stems</b> loosely tomentulose, tardily glabrescent. <b>Leaves:</b> petiole (1.5–)4–16(–22) mm; blade green or yellow-green, lanceolate or oblong-lanceolate to elliptic or oblong-elliptic, sometimes oblong-ovate, (2.2–)3–7.5(–9) × (0.6–)0.8–1.4(–2) cm, surfaces glabrate or puberulent along midveins. <b>Corymbs</b> 1.5–5 × 1.7–7 cm, ?puberulent to glabrate?. <b>Flowers:</b> hypanthium 1.5–2.5 × 2.5–3.3 mm, exterior puberulent, interior glabrate; sepals 1.1–2.2 × 1.4–2 mm, abaxially puberulent to glabrate; petals 3.4–5.4 × 2.4–3.4 mm; filaments (2.5–)3–6 mm. <b>Capsules</b> (4.5–)5–6 × 3.5–4(–4.5) mm. <b>Seeds</b> 3.8–5 × 1.1–1.4 mm.",general,715480EA-2B00-4E89-AF74-788CF604A1AA,English,2015-06-27
wfo-0001009230,"<b>Shrubs,</b> 0.3–2.5(–5) m. <b>Stems</b> 1–50, fastigiate, suckering and forming ± dense colonies. <b>Leaves</b> half-unfolded; petiole (2–)4.5–10.5(–25) mm; blade narrowly elliptic-oval to oblong to broadly oval, (26–)37–51(–74) × (12–)20–29(–48) mm, base usually cuneate, each margin (2–)8–14(–27) teeth on proximal 1/2 and (2–)7–12(–21) teeth in distalmost cm, largest teeth less than 1 mm, apex acute to rounded, abaxial surface sparsely (moderately) hairy (or glabrous) by flowering, glabrous or sparsely hairy later, adaxial glabrous (or sparsely hairy) later. <b>Inflorescences</b> (1 or)2 or 3(or 4)-flowered, (6–)13–25(–38) mm. <b>Pedicels:</b> (0 or)1(–3) subtended by a leaf, proximalmost (4–)11–21(–35) mm. <b>Flowers:</b> sepals ascending to recurved after flowering, (1.7–)2.7–3.9(–6) mm; petals oblong-oval to broadly elliptic, (5.5–)7.1–8.7(–16.9) × (2.6–)3.9–5.3(–7) mm; stamens (8–)18–21(–25); styles (3 or)4 or 5, (2.7–)3.8–5.2(–6.1) mm; ovary apex densely hairy (or glabrous). <b>Pomes</b> dark purple, ?pear-shaped?, 10–15 mm diam. <b>2<i>n</i></b> = 2<i>x</i>, 3<i>x</i>, 4<i>x</i>.",general,2249CD52-DC4A-42F0-AC1F-A1E554F07C80,English,2015-06-27
wfo-0001014996,"<b>Leaves:</b> stipules prominent. <b>Inflorescences:</b> peduncles glabrous to densely pubescent. <b>Pedicels</b> 5–8 mm, pubescent. <b>Flowers:</b> sepals distinct or basally connate. <b>Follicles</b> pilose. <b>Seeds</b> ovoid, shiny. <b>2<i>n</i></b> = 18 (Asia).",general,2A96E2FB-86A4-4CF0-B3D0-CBD057173FD8,English,2015-06-27
wfo-0000984299,"<b>Leaves:</b> petiole 5–12(–15) mm; blade abaxially paler, 5–10(–15) × 1.5–4 cm, base cuneate, apex acute to obtuse. <b>Inflorescences</b> appearing with leaves, 3–10 cm. <b>Flowers:</b> sepals 1.5–2 mm, glabrous, glabrate, or hairy; petals (3–)4–6 mm (smaller on pistillate flowers); stamens 10 within hypanthium, 5 exserted from rim; carpels 3–4(–4.5) mm. <b>Drupes</b> glaucous, taste bitter. <b>2<i>n</i></b> = 16.",general,8ADFAAA5-B12B-473E-BD37-465738200863,English,2015-06-27
wfo-0001014230,"<b>Shrubs,</b> evergreen, 5–15(–25) dm. <b>Stems:</b> young-stem internodes 2–9 mm, closely white villous-tomentose, ± glabrate, eglandular; short-shoot spurs simple or branched, 5–20 × 1.5–2 mm. <b>Leaves:</b> blade dark green adaxially, linear-subulate, (2.5–)3–8(–10) × 0.7–1(–1.5) mm, margins strongly revolute (nearly obscuring abaxial surfaces), entire, ?apex acuminate to cuspidate?, abaxial surface sparsely arachnoid-villous ?abaxial groove 0.1–0.3 mm wide, broader at base, densely villous?, adaxial glabrate, eglandular. <b>Pedicels</b> 2–13(–20) mm. <b>Flowers:</b> hypanthium hemispheric, 2.5–4 × 2–3 mm, to 5.5 mm diam. in fruit, closely villous, sometimes stipitate-glandular; petals white or suffused with red, broadly obovate, 4–8(–11) mm; stamens (60–)80–120; carpels (12–)17–31. <b>Achenes</b> oblanceoloid, 4–6 × 1.1–1.3 mm, weakly 2–3 ribbed, persistent style 15–30 mm, plumose hairs 1–2 mm. <b>2<i>n</i></b> = 18.",general,FE81811D-D311-4ED3-A883-16CE4DCA8C8E,English,2015-06-27
wfo-0001004395,"<b>Plants</b> green. <b>Stems</b> ascending to erect, 2–6 dm. <b>Basal leaves</b> 6–25(–30) cm; sheathing base minutely glandular abaxially; petiole 0.5–8(–10) cm; leaflets 12–30 per side, obovate to broadly cuneate, 5–12(–15) mm, incised 1/3–1/2 to base into 3–5 oblong to ovate teeth, sometimes entire, sparsely short-strigose to -villous, sometimes glabrate. <b>Inflorescences</b> (5–)8–60-flowered, 2–12 cm diam. <b>Pedicels</b> 5–30(–35) mm. <b>Flowers</b> 9–12 mm diam.; epicalyx bractlets narrowly lanceolate to lanceolate, 1–2 mm; hypanthium interior brick- to blood-red or golden, 0.5–1.5 × 3–5 mm; sepals 3–4.5 mm, base brick- to blood-red adaxially, apex acute to acuminate; petals brick- to blood-red, linear to oblanceolate or narrowly elliptic, 2–3.5 mm; stamens 5, filaments 1.3–2 mm, anthers maroon, oblong, 0.6–0.9 mm; carpels 1–5, styles 2–3 mm. <b>Achenes</b> brown, 2–2.5 mm. <b>2<i>n</i></b> = 28.",general,35A7A296-1C38-4022-B71D-85084BC08CA6,English,2015-06-27
wfo-0001230558,"<b>Shrubs,</b> evergreen, 10–40(–75) dm. <b>Stems:</b> young-stem internodes 5–14 mm, sparsely hirtellous or glabrous, usually stipitate-glandular; short-shoot spurs simple or branched, 10–20(–40) × 1.2–2.7 mm. <b>Leaves:</b> blade dark green adaxially, obovate, (3–)7–12(–19) × (2–)3–8(–13) mm, irregularly lobed in distal 1/2, lobes (3–)5(–7), proximal 2 lobes ascending, oblong to spatulate, ?narrow, 2–6 mm?, distal 3 lobes deflexed, reduced, margins strongly revolute, usually entire, rarely toothed proximally, ?apex rounded to truncate?, abaxial surface white-villous, midvein ?greenish?, glabrate, ?glandular-punctate?, adaxial sparsely hirtellous or arachnoid villous, soon glabrate, ± glandular-punctate. <b>Pedicels</b> 2.5–4.5 mm. <b>Flowers:</b> hypanthium obconic, 4–6.5 × 1.5–3 mm, 3–5 mm diam. in fruit, arachnoid-villous to pubescent, usually stipitate-glandular; petals light to cream-yellow or -white, broadly obovate, 7–13(–15) mm; stamens (52–)60–90(–125); carpels (3–)4–7(–10). <b>Achenes</b> oblanceoloid, 6–8 × 1.8–2.2 mm, 12-ribbed, persistent style 35–59 mm, plumose hairs 1.4–2.2 mm. <b>2<i>n</i></b> <i>=</i> 18.",general,80DAE226-C0D3-4224-9114-D7CF9F25818E,English,2015-06-27
wfo-0001008106,"<b>Shrubs or trees,</b> ?rounded to ovoid?, 10–50(–80) dm, usually multistemmed. <b>Leaves:</b> petiole (1.5–)4–16(–26) mm; blade usually bicolor, sometimes green or yellow-green, oblong-elliptic or oblong-lanceolate to linear-lanceolate or linear, (2.2–)3–11(–15) × (0.6–)0.7–2(–3.2) cm, base obliquely cuneate to rounded, margins serrulate or crenulate, teeth 10–35(–50) per 5 cm, 0.1–0.5(–1.5) mm, apex acute, mostly mucronate, surfaces closely villous-tomentulose, abaxially more densely so, or glabrate or tardily glabrescent (some remaining crinkled hairs). <b>Corymbs</b> 1.5–5(–12) × 1.7–8(–13) cm, tomentulose, sometimes sparsely hairy or glabrate. <b>Flowers:</b> hypanthium 1.5–2.5(–3) × 2–3.7(–4.5) mm, tomentose to sparsely tomentulose or glabrate; sepals 1.1–2.2 × 1.4–2.3 mm, margins eglandular; petals oblong-ovate, 3.4–5.4 × 2.4–3.5 mm; filaments 2.5–6 mm. <b>Capsules</b> 4.5–6.5 × 3.5–4.5 mm. <b>Seeds</b> 3.5–5 × 0.9–1.4 mm.",general,E369F961-2BFF-434B-890E-44EF90A0417E,English,2015-06-27
wfo-0001004802,"<b>Plants</b> scarcely to ± tufted. <b>Caudex branches</b> thick, not columnar, not sheathed with marcescent whole leaves. <b>Stems</b> ascending to erect, (0.3–)0.8–2.5(–4.5) dm, lengths (2–)3–5 times basal leaves. <b>Basal leaves</b> 1.5–12(–20) cm; petiole 1–7(–15) cm, long hairs sparse to abundant, spreading to ± ascending, rarely loosely appressed, 1–2(–2.5) mm, usually stiff, sometimes weak (subsp. <i>chamissonis</i>), verrucose, short and/or crisped hairs absent or sparse to abundant, cottony hairs absent, glands absent or sparse; leaflets separate to ± overlapping, central obovate, 1–3.5(–4.5) × 0.5–2(–3) cm, usually petiolulate, ?petiolule to 5 mm?, base cuneate, margins slightly revolute, distal ± 3/4 incised ± 1/2 to midvein, teeth (2–)3–4(–6) per side, ± approximate to distant, surfaces dissimilar, often strongly so, abaxial white to gray, long hairs 0.5–1.8 mm, cottony-crisped hairs ± dense, adaxial green, sometimes grayish green, long hairs sparse to abundant, short-crisped hairs sparse to abundant. <b>Cauline leaves</b> (0–)1–2. <b>Inflorescence</b> 1–7(–15)-flowered. <b>Pedicels</b> 1.5–5 cm in flower, to 6(–10) cm in fruit. <b>Flowers:</b> epicalyx bractlets linear-lanceolate to lanceolate-elliptic, 2–5(–7) × 0.4–1.2(–1.5) mm, 1/4–1/2 as wide as sepals, margins usually flat, red glands absent or sparse and inconspicuous; hypanthium 3–5 mm diam.; sepals 3–6(–8) mm, apex acute; petals 4–7(–10) × 4–7(–9) mm, ± longer than sepals; filaments 0.8–1 mm, anthers 0.4 mm; carpels 28–40, apical hairs absent, styles conic-columnar, strongly papillate-swollen in proximal 1/5–1/3, 1–1.5 mm. <b>Achenes</b> 1.1 mm.",general,C6564A04-F64F-4E57-A639-6952D968492A,English,2015-06-27
wfo-0001002473,"<b>Shrubs,</b> 1.5–4 m. <b>Stems</b> erect, arching, ?stiff?; branches distichous, maroon, whitish tomentose-pilose. <b>Leaves</b> persistent; petiole 4–6 mm, tomentose-pilose; blade elliptic to broadly ovate, (18–)25–52(–56) x (12–)16–28(–34) mm, coriaceous, base obtuse or cuneate, margins recurved, veins 4–6, deeply sunken, apex acute or acuminate, abaxial surfaces whitish tomentose, adaxial dark green, slightly shiny, not glaucous, on vigorous shoots usually bulging slightly between lateral veins (unless shaded), very rugose, pilose. <b>Inflorescences</b> on fertile shoots 25–70 mm with 3–5 leaves, 7–20-flowered, compact. <b>Pedicels</b> 1–4 mm, tomentose-pilose. <b>Flowers</b> (5–)6–7.5 mm, opening small; hypanthium cupulate, silky tomentose; sepals: margins villous, ?borders purple, glabrous?, apex acute or acuminate, surfaces silky tomentose; petals erect-incurved, pink to red, base dark red (with minute black dots), margins erect-incurved, pink or white; stamens 20, filaments red, distally pink or whitish, anthers white, ?sutures pink-tinged?; styles (2 or)3 or 4(or 5). <b>Pomes</b> bright orange, eventually orange-red, subglobose to depressed-globose or globose, 6–10 x 6–10 mm, ?base rounded?, shiny, not glaucous, pilose; sepals flat, tomentose; forming 5-pointed star over closed navel; style remnants 3/4 from base. <b>Pyrenes</b> (2 or)3 or 4(or 5).",general,14461776-BA6A-46F9-9354-D1402DA8790B,English,2015-06-27
wfo-0000529102,"<b>Shrubs or trees,</b> 10–70 dm. <b>Stems</b> of current year puberulent. <b>Leaves</b> glabrous except for puberulent rachis; rachis (including petiole) 9.5–21 cm; petiolules 1–1.5 mm; leaflets 17–35, abaxially pale green, adaxially olive, oblong to elliptic, 5–8(–10) × 14–19 mm, apex rounded. <b>Racemes</b> pendent; staminate-flowered racemes 7–15 cm, puberulent; pistillate-flowered racemes 7–10 cm, pubescent. <b>Pedicels:</b> staminate 1.5–2 mm; pistillate 1–2 mm. <b>Staminate flowers:</b> sepals 5, ovate, 1.5 mm, puberulent; petals 5, filiform, 3–3.5 mm, narrower than filaments; intrastaminal discs lobed; stamens 5, filaments 2–5 mm; pistils vestigial. <b>Pistillate flowers:</b> sepals 5, ovate, puberulent; petals 0; intrastaminal discs circular, thin, unlobed; stamens 0; pistils 3-carpellate, ovate, flattened, 2–2.2 × 1–1.4 mm, pubescent, stigmas unequal, 2 at apex of ovary, divergent, 3d slightly more proximal along medial line of pistil, sometimes only distal 2 stigmas present, 1 larger than other. <b>Samaras</b> stramineous or purplish tinged, flattened, (8–)10–12 × 2.7–3.2(–4) mm, dry, margins ciliate, puberulent; pedicels 6–10 mm.",general,FCF4AAF5-D925-435B-B9CA-47667A420BB4,English,2015-06-27
wfo-0001017171,"<b>Shrubs or trees,</b> 3–5 m. <b>Stems</b> loosely erect, arching, spreading; branches spiraled, maroon, ?lenticellate?, initially pilose-strigose. <b>Leaves</b> deciduous; petiole 5–9 mm, pilose-strigose; blade elliptic, broadly elliptic, or broadly obovate, sometimes suborbiculate, 25–58 x 15–40 mm, subcoriaceous, base obtuse or cuneate, margins flat, veins 4–6, slightly sunken, apex obtuse or truncate, seldom acute, abaxial surfaces color not recorded, ?reticulate?, tomentose-pilose, later thinning, adaxial dark green, dull, coating not recorded, flat between lateral veins, glabrescent; ?fall leaves pale yellowish green?. <b>Inflorescences</b> on fertile shoots 30–50 mm with 3–4 leaves, 7–20-flowered, lax. <b>Pedicels</b> 2–5 mm, pilose-strigose. <b>Flowers</b> 10–12 mm diam., buds white, hypanthium campanulate to cupulate, sparsely pilose-strigose; sepals: margins ?reddish?, villous, ?borders maroon-tipped, membranous?, apex acute, acuminate, or obtuse, surfaces sparsely pilose-strigose; petals spreading, white, sometimes with hair tuft; stamens (15–)20, filaments white; anthers purple to blackish purple; styles 1(or 2). <b>Pomes</b> dark red or ruby to maroon, maturing dark purple or purple-black, obovoid, rarely globose or ellipsoid, 9–12.5 x 8.5–11.5 mm, dull, glaucous, glabrous; sepals flat, ?margins sparsely hairy?, sparsely hairy to glabrate; navel open; style remnants at apex. <b>Pyrenes</b> 1(or 2).",general,BDA4ED69-E725-43C5-9804-8C3509376686,English,2015-06-27
wfo-0001013864,"<b>Shrubs,</b> suckering unknown, ?much branched?, 10–20 dm, thorny. <b>Twigs</b> with axillary end buds, puberulent. <b>Leaves</b> deciduous; petiole 1–3 mm, glabrous or puberulent, eglandular; blade rhombic, obovate, or fan-shaped, 0.5–1.6(–2) × 0.2–0.8(–1.4) cm, base broadly obtuse or rounded to nearly truncate, margins serrate or dentate in distal 1/2, teeth blunt to sharp, some callus-tipped, rarely glandular, apex rounded to obtuse, surfaces puberulent. <b>Inflorescences</b> solitary flowers. <b>Pedicels</b> 0 mm. <b>Flowers</b> ?unisexual, plants dioecious?, blooming at leaf emergence; hypanthium campanulate, 2.5–3 mm, glabrous externally; sepals spreading to reflexed, triangular, 0.7–1 mm, margins entire, ?sparsely ciliate?, surfaces glabrate; petals white, obovate, 2 mm; ovaries hairy. <b>Drupes</b> reddish brown, ovoid, 8–11 mm, puberulent; ?hypanthium tardily deciduous?; mesocarps leathery to dry (splitting); stones ovoid, slightly flattened.",general,3E839D05-185B-4F1E-8BF0-8D60A4C85098,English,2015-06-27
wfo-0001010394,"<b>Leaves:</b> stipules of basal leaves simple, lanceolate, margins entire, those of cauline lanceolate to ovate, coarsely serrate; petiole longer than blade in basal and proximal cauline leaves, to shorter than proximal rachis segment in distal cauline ones; leaflets 2–12 pairs, proximally alternate, subopposite, or opposite, distally subopposite or opposite, margins coarsely serrate, surfaces glabrous or sparsely pilose. <b>Spikes</b> subglobose to ovoid, 0.3–2.5 × 0.3–2 cm; peduncles glabrous or sparsely loosely villous; bracteoles ovate, equal to hypanthia, ciliate. <b>Flowers</b> generally gynomonoecious, bisexual flowers proximal and pistillate distal (rarely some spikes completely pistillate or completely bisexual); hypanthium broadly ellipsoid; sepals green to purple, margins scarious, apex acute to apiculate with tufts of trichomes; filaments filiform, equal to sepals. <b>Achenes</b> enclosed within broadly ellipsoid hypanthia 4 mm, 4-sided, angles winged, surfaces irregularly reticulately ridged, ridges sometimes also muricate. <b>2<i>n</i></b> = 28, 56.",general,392E3120-1D30-496A-80FD-AC78A6E2B909,English,2015-06-27
wfo-0001010009,"<b>Shrubs or trees,</b> 30–120 dm. <b>Stems:</b> twigs: new growth ?reddish?, glabrous, 1-year old dark brown (in late summer); thorns on twigs 1-year old dark, ± shiny, older grayish, 2–4 cm. <b>Leaves:</b> ?stipules broadly circinate, margins glandular?; petiole ?3–8 mm?, length 10–16% blade, ?winged distally?; blade ?± dark green?, elliptic to oblanceolate or narrowly so, 3–5 cm (sometimes much larger on extension shoots, then sometimes few-lobed, sometimes deeply so, even almost tripartite), lobes 0, margins entire proximally, serrulate to crenate in distal 1/2, usually eglandular, teeth tips sometimes with black glands, veins 4 or 5 per side, apex acute to subobtuse, abaxial surface glabrous except for tufts of usually pale gray (sometimes ± rufous) hair in lateral vein axils, sometimes also along midvein, adaxial ± shiny, scabrous or glabrous. <b>Inflorescences</b> 2–4-flowered umbels; branches glabrous or sparsely long-pilose; bracteoles narrow, margins sessile-glandular. <b>Flowers</b> 12–30 mm diam.; hypanthium glabrous; sepal margins ± entire, ?glabrous?; anthers pink; styles 4 or 5. <b>Pomes</b> red, sometimes yellow, 8–20 mm diam., ?shiny; flesh edible?; ?sepals obtuse?; pyrenes 4 or 5.",general,3896E57F-CF02-47B2-AE49-5C9E58688FE0,English,2015-06-27
wfo-0001009445,"<b>Shrubs,</b> 0.5–6 m. <b>Stems</b> 1–40, suckering and densely colonial. <b>Leaves</b> mostly unfolded; petiole (8–)12.8–20.7(–25) mm; blade broadly oblong to suborbiculate, (32–)41–57(–63) × (26–)30–40(–45) mm, base cordate or rounded, each margin with (0–)3–9(–12) teeth on proximal 1/2 and 3–5 teeth in distalmost cm, largest teeth more than 1 mm, apex rounded to subtruncate or short-pointed, abaxial surface moderately (sparsely or densely) hairy by flowering, surfaces sparsely hairy (or glabrous) later. <b>Inflorescences</b> (3–)5–10(–12)-flowered, (20–)35–50(–55) mm. <b>Pedicels:</b> 1 or 2 subtended by a leaf, proximalmost (9–)12–19(–26) mm. <b>Flowers:</b> sepals recurved after flowering, (2.6–)3–4.5(–5.9) mm; petals oblanceolate, (8–)9.7–13.5(–15) × (3–)4.1–6.2(–7) mm; stamens (17–)18–20(–21); styles (4 or)5, (2.3–)2.6–3.5(–4.1) mm; ovary apex densely hairy. <b>Pomes</b> blackish purple, 10 mm diam. <b>2<i>n</i></b> = 4<i>x</i>.",general,1E3AD224-FF4F-4519-9BD0-7963DE7E8E77,English,2015-06-27
wfo-0001013918,"<b>Stems</b> usually erect-ascending, sometimes decumbent, 3–10(–20) dm; twigs densely puberulent (10× magnification). <b>Leaf blades</b> elliptic, broadly elliptic, or obovate, 3–5.8(–7.2) × 1.1–2.5(–3) cm, lengths ca. 2.6 times widths, base obtuse to cuneate, apex usually obtuse, sometimes acute or rounded. <b>Drupes</b> subglobose, 8–12 × 5–10 mm; stones subglobose to ovoid, 6–8 × 5–6 mm. <b>2<i>n</i></b> = 16.",general,0CCD618A-A187-4495-AD31-D9F64AEACD33,English,2015-06-27
wfo-0001013922,"<b>Twigs</b> glabrous or hairy, hairs rusty brown or gray. <b>Leaves:</b> petiole (2–)4–10(–15) mm, glabrous or sparsely to densely hairy, sometimes glandular at petiole-blade junction; blade usually elliptic or oblong, rarely ovate or obovate, 2–5.2(–7.4 on long shoots) × 1.1–2.6(–3.8) cm, leathery, apex usually acute, rarely abruptly acute, abaxial surface usually densely hairy along midribs proximally, sometimes glabrous. <b>Inflorescences:</b> rachises (25–)35–70(–102) mm.",general,C900B09B-81BF-4A63-99BA-A03826F2100F,English,2015-06-27
wfo-0001014492,"<b>Stems</b> erect or arching, 2.5–10(–15) dm; distal branches tomentose-woolly, with stellate hairs, stipitate-glandular; infrastipular prickles paired, ?stout?, 10–12 × 3.5–6 mm, internodal prickles and aciculi sparse, smaller, eglandular, rarely glandular. <b>Leaves:</b> stipules 4–8 × 1–2 mm, margins entire, often sessile- or stipitate-glandular, glands sparse to common, auricles foliaceous; petiole and rachis puberulent, sometimes glabrous; leaflets 3, terminal: petiolule 1 mm, blade obovate, margins broadly 1-crenate, teeth 4–8 per side, abaxial surfaces tomentulose or glabrous, ?adaxial lustrous?. <b>Flowers</b> 5 cm diam.; hypanthium: densely setose, setae 4–6 mm; sepals 12–20 × 1–3(–4) mm; petals dark pink. <b>Hips</b> subglobose, 10–18 mm diam., densely setose.",general,EF39A095-D8D3-413F-AA09-3C443DD05F6B,English,2015-06-27
wfo-0001014977,"<b>Plants</b> rosetted to tufted; taproots not fleshy-thickened. <b>Stems</b> probably prostrate to decumbent, or ± ascending in supporting vegetation, 2.5–5.5 dm, lengths 1–2 times basal leaves. <b>Basal leaves</b> pinnate with distal leaflets ± confluent, 15–32 × 2–4 cm; petiole 5–10(–15) cm, straight hairs absent or sparse to common, appressed, 0.5–1.5 mm, stiff, cottony hairs absent, glands absent or sparse; primary lateral leaflets 6–10(–12) per side (irregularly paired), on distal ± 1/2 of leaf axis, loosely overlapping to proximally separate, largest ones cuneate to flabellate, 1.2–2.2 × 1–3 cm, ± whole margin unevenly incised 3/4 to nearly to midvein, ultimate segments (3–)5–10(–15), linear to narrowly oblanceolate, 5–17 × 1–2.5 mm, apical tufts less than 0.5 mm, surfaces green, not glaucous, straight hairs sparse (often glabrate adaxially), appressed, 0.5–1(–1.5) mm, stiff, cottony hairs absent, glands absent or sparse. <b>Cauline leaves</b> 2. <b>Inflorescences</b> 6–10-flowered, very openly cymose. <b>Pedicels</b> 1–6 cm, ± recurved in fruit. <b>Flowers:</b> epicalyx bractlets narrowly elliptic to oblong-ovate, 4–6 × 1–2.5 mm; hypanthium 5–6 mm diam.; sepals 4–7 mm, apex acute; petals 6–10 × 5–8 mm; filaments (1.5–)2–3 mm, anthers 0.7–1.2 mm; carpels ca. 10, styles 2.5–3.5 mm. <b>Achenes</b> 2–2.6 mm, smooth, ± carunculate.",general,E00203B6-8B22-4768-B19D-8AAE97AF5637,English,2015-06-27
wfo-0001018725,"<b>Glands</b> sparse, uncolored, minute. <b>Stems</b> 1.5–5(–7) dm. <b>Basal leaves</b> 4–25(–35) cm; petiole 2–20(–25) cm, hairs sparse to common, ± spreading, 1–2.5 mm, weak, glands absent or sparse; leaflets 5–7(–9), central one narrowly to broadly oblanceolate, 1–6(–9) × 0.5–2 cm, distal 2/3–3/4+ of margin incised 1/4–1/3(–1/2) to midvein, teeth (4–)6–10(–13) per side, surfaces ± similar, abaxial green to pale green, hairs sparse to common on primary veins, ascending to spreading, 0.5–1.5 mm, weak, adaxial green, hairs more appressed and shorter. <b>Cauline leaves</b> 1–3; stipules fused with less than 1/3 of petiole, free portion longer than fused portion. <b>Inflorescences</b> 5–20-flowered. <b>Pedicels</b> 1–3 cm (proximalmost to 5 cm). <b>Flowers:</b> epicalyx bractlets linear to lanceolate, 3–8 × 1–1.5(–2) mm; hypanthium 3–5 mm diam.; sepals 3–5 mm, apex ± acute; petals (5–)8–10 × 4–10 mm; filaments 0.3–1.5 mm, anthers 0.7–0.9 mm; carpels 35–50, styles 1.1–1.3 mm. <b>Achenes</b> 1–1.2 mm, faintly rugose. <b>2<i>n</i></b> = 42, 56 (Eurasia).",general,41164986-40EA-4A9C-AD63-48888332CDBC,English,2015-06-27
wfo-0001013042,"<b>Plants</b> subscapose. <b>Stems</b> 13–30 cm, puberulent, ?hairs scattered, 0.1–1 mm?. <b>Leaves:</b> basal 5–25 cm, blade interruptedly lyrate-pinnate, major leaflets 5–7, interspersed with 2–8 minor ones increasing in size distally, terminal leaflet larger than major laterals; cauline 1.5–4.5 cm, stipules adnate to leaf, indistinguishable from pair of lobes, blade ?bractlike, not resembling basal?, simple, 3-fid. <b>Inflorescences</b> 1-flowered. <b>Pedicels</b> densely puberulent, sometimes glandular. <b>Flowers</b> erect; epicalyx bractlets 4–8 mm; hypanthium green; sepals erect to erect-spreading, 7–12 mm; petals spreading, yellow, broadly obovate to nearly orbiculate, 14–16 mm, distinctly longer than sepals, apex broadly rounded to irregularly emarginate. <b>Fruiting tori</b> sessile, glabrous. <b>Fruiting styles</b> wholly persistent, not geniculate-jointed, 7–10 mm, apex not or ± hooked, pilose only on bases. <b>2<i>n</i></b> = 112.",general,723A43D3-0B33-47FD-9BFD-F436F4637F02,English,2015-06-27
wfo-0001131728,"<b>Subshrubs,</b> forming open colonies. <b>Stems</b> erect, (1–)2–4(–8) dm, openly branched; bark often glaucous when young, gray to dark brown with age, glabrous; infrastipular prickles paired, erect, largest ± flattened, subulate, 3–10 × 2–7 mm, ?base glabrous?, internodal rare or absent, smaller, mixed with aciculi, eglandular. <b>Leaves</b> 2.5–11 cm; stipules 5–10 × 2–4 mm, auricles flared, 1–3 mm, margins entire, usually sessile-glandular, surfaces glabrous, stipitate-glandular; petiole and rachis with sparse pricklets, glabrous or densely fine hairy ?hairs to 0.2 mm?, densely stipitate-glandular; leaflets (3–)5–7, terminal: petiolule 3–20 mm, blade obovate or widely elliptic-cuneate to ± orbiculate, 10–30(–50) × 8–25(–30) mm, membranous to ± leathery, base rounded-obtuse, margins 2+-crenate, teeth 8–12 per side, obtuse, gland-tipped, apex obtuse to truncate, abaxial surfaces gray-green, finely puberulent, sometimes sparsely stipitate-glandular, adaxial green, dull, finely puberulent to glabrate. <b>Inflorescences</b> corymbs, 1 or 2(–7)-flowered. <b>Pedicels</b> erect, relatively slender, 5–17 mm, glabrous, eglandular or stipitate-glandular; bracts 1–3, lanceolate, 3–10 × 1–6 mm, margins entire, stipitate-glandular, surfaces glabrous, eglandular. <b>Flowers</b> 2.5–3.5 cm diam.; hypanthium ovoid-globose to widely urceolate, 4–5 × 3–4 mm, glabrous, rarely sparsely setose, usually eglandular, neck 0.5–1(–2) × 1.5–3 mm; sepals spreading, lanceolate, 6–14 × 2–3 mm, tip 0–4 × 0.5 mm, margins entire, abaxial surfaces puberulent, usually stipitate-glandular; petals single, deep pink, 10–20 × 10–20 mm; carpels 10–30, styles exsert 0.5–1 mm beyond stylar orifice (1–1.5 mm diam.) of hypanthial disc (2–4 mm diam.). <b>Hips</b> scarlet, ovoid to depressed-globose to pyriform, (8–)10–18 × 7–14 mm, fleshy, glabrous, rarely sparsely setose distally, eglandular, neck 1 × 2.5–4.5 mm; sepals persistent, erect. <b>Achenes</b> basiparietal, 1–11, cream to pale brown, 3.5–5(–6.5) × 2.5–4 mm. <b>2<i>n</i></b> = 14, 28.",general,628334F5-1A7A-4E9E-A9E3-DC45DDC6DDB5,English,2015-06-27
wfo-0001005441,"<b>Plants</b> tufted to cushion-forming; caudex branches short, stout, ?diam. 1–1.5(–2) cm, including old leaf bases?. <b>Stems</b> ascending to erect, 0.3–1.5(–2) dm, lengths 1–2 times basal leaves. <b>Basal leaves</b> not in ranks, ternate, (1–)4–10(–15) cm; stipules: apex acute to obtuse; petiole (0.3–)2–11(–13) cm, long hairs abundant, ascending to spreading, 1–2.3 mm, soft, glands sparse to common; leaflets 3, central obovate, 0.7–2.5 × 0.5–1.6 cm, petiolule 0–1 mm, margins revolute, not lobed, distal 1/2–2/3 evenly incised ± 1/3 to midvein, teeth 2–3(–4) per side, surfaces ± similar, green (paler abaxially), hairs common, 1–1.5 mm, glands common (sparser adaxially). <b>Inflorescences</b> 1–3-flowered. <b>Pedicels</b> straight, 0.5–2 cm in flower, to 3.5 cm in fruit. <b>Flowers:</b> epicalyx bractlets oblong, 3–7 × 1.2–2.5 mm, margins revolute; hypanthium 4–6 mm diam.; sepals 4–6(–7) mm, apex broadly acute to obtuse; petals yellow, 9–12 × 8–10 mm; filaments (2–)2.8–3.2 mm, anthers 0.5–0.8 mm; carpels 40–50, styles filiform, not or scarcely papillate-swollen proximally, 1.7–2 mm. <b>Achenes</b> 1.3–1.5. <b>2<i>n</i></b> = 42, 56 (Russian Far East).",general,D64A7471-CF6F-471E-84C4-B85662D4BD5C,English,2015-06-27
