taxonID,description,type,source,language,created
wfo-4000006075,"<b>Plants</b> large, yellow-green or brownish. <b>Stems</b> pinnate, subpinnate, or irregularly branched; hyalodermis present, central strand present, sometimes poorly developed; paraphyllia absent; rhizoids arising from ventral stem surface near leaf base, not forming tomentum, commonly branched, smooth; axillary hair distal cells 2-6, hyaline. <b>Stem and branch leaves</b> erect-appressed, straight, dimorphic, ovate or lanceolate, not plicate, 1.8-2.2 mm; base decurrent; margins plane to incurved, entire, limbidia absent; apex usually cuspidate<b>;</b> costa double, short, inconspicuous, or ecostate; alar cells differentiated, inflated, region distinct; medial laminal cells long flexuose- sinuate, <42-115(-145) µm>. <b>Sexual condition</b> dioicous. <b>Capsule</b> horizontal, obovoid, arcuate; peristome perfect; exostome teeth bordered; endostome cilia 2-4. <b>Spores</b> 17-22 µm.",general,95B6CBC3-880D-4AEA-8468-E0BBF6D5A2AA,English,2015-01-04
wfo-4000018573,"<b>Plants</b> small to large, yellow to dark green or blackish. <b>Stems</b> irregularly and often freely branched; hyalodermis absent, central strand usually present; paraphyllia often present, <± lanceolate>; rhizoids on stem, never from abaxial costa surface, often forming tomentum, sparsely branched, smooth; axillary hairs <well developed and many, or small, delicate, sparse>, distal cells 1 or 2, hyaline. <b>Stem and branch leaves</b> erect, not or slightly falcate-secund, oblong-lanceolate to oblong-ovate, rarely broadly ovate, not plicate, to or longer than 1 mm; base not decurrent; margins plane, entire to denticulate, limbidia absent; apex gradually acuminate, acute, or obtuse, <acumen plane or furrowed>; costa single, ending mid leaf to excurrent, broad, often curved beyond mid leaf; alar cells not or poorly differentiated, rectangular to quadrate, not or slightly inflated, green to brownish orange, <walls thin or slightly incrassate in mature leaves>, region indistinct, ovate, along basal margins; medial laminal cells rhombic to oblong-hexagonal, <(9-)13-65(-67) µm, smooth>. <b>Sexual condition</b> autoicous. <b>Capsule</b> inclined, cylindric to oblong-cylindric, arcuate; peristome perfect; exostome teeth bordered; endostome cilia in groups of 1-3, nodulose to appendiculate. <b>Spores</b> 12-45 µm.",general,23BD11A9-64FD-479C-A0BA-D75A80EDAFB7,English,2015-01-04
wfo-4000005498,"<b>Plants</b> small to large, yellow, golden, pale green, or yellowish brown, glossy. <b>Stems</b> 2-12 cm, complanate-foliate, pinnate to irregularly branched. <b>Leaves</b> erect-spreading to falcate-secund, ovate or ovate-lanceolate; margins serrate to serrulate near apex (occasionally entire in <i>B. henonii</i>); apex short- to long-acuminate; ecostate; alar cells elongate, inflated, pigmented, walls thin, region distinct in 1 row, middle lamella not apparent, supra-alar cells differentiated; laminal cells linear-rhomboidal, smooth. <b>Sexual condition</b> dioicous, autoicous, or sterile. <b>Seta</b> 0.5-2 cm. <b>Capsule</b> inclined or suberect, cylindric to oblong-cylindric; exothecial cell walls not collenchymatous; operculum short- to long-rostrate.",general,F975C569-7C81-420E-A112-18B95B8A3262,English,2015-01-04
wfo-0001189108,"<b>Plants</b> small, in tufts, orange. <b>Stems</b> 1-6 cm, 0.5 mm wide, erect to ascending, sparingly branched. <b>Leaves</b> erect-imbricate, straight, ovate-lanceolate, not to slightly plicate, 1 mm; margins partially recurved, serrulate distally; apex short, flexuose, subhyaline; costa double, short; basal laminal cells shorter than medial cells, brownish yellow; medial cells oblong-linear, 48- 64 × 8 µm. <b>Specialized asexual reproduction</b> rare, by clusters of propagula in leaf axils, claviform, multicellular. <b>Sporophytes</b> unknown.",general,2181CDF3-AD43-4F91-801B-7C29C5E984E8,English,2015-01-04
wfo-4000014794,"<b>Trees [shrubs],</b> deciduous. <b>Leaves:</b> stipules caducous; blade usually lobed, base often cordate, palmately 5–7-veined. <b>Flowers</b> unisexual or rarely bisexual (plants monoecious or polygamous); sepals 5, ± connate into tube. <b>Staminate flowers:</b> stamens [10–]15; anthers shortly stipitate or sessile, 2-celled, dehiscing longitudinally; pistillode present. <b>Pistillate flowers:</b> ovary 5-locular, pyriform [ovoid or globose], base ringed with [10–]15 indehiscent anthers; ovules 2–6 per locule; styles 5, basally connate; stigmas 5. <b>Follicles</b> stipitate, chartaceous, foliaceous, dehiscent long before maturity and exposing seeds adhering to margins. <b>Seeds</b> globose, smooth, wrinkled when dry, glabrous; endosperm abundant; embryo straight. <b><i>x</i></b> = 10.",general,5BF50AA3-C0FD-4DEC-BC84-6E0A55F2A315,English,2016-04-13
wfo-0000085139,"<b>Annuals,</b> 8–80 cm (taproots shallow). <b>Stems</b> 1, erect (often reddish), stout (fistulose), simple or branched proximally, coarsely setose or hispid (at least distally, setae yellowish). <b>Leaves</b> basal and cauline; petiolate; blades oblan-ceolate, often runcinate or lyrate, 5–30 × 1–8 cm, margins dentate to pinnately lobed (terminal lobes often relatively large), apices acute to obtuse, faces finely hispid (coarsely setose along midribs; cauline leaves lanceolate, bases sagittate with acuminate lobes, margins dentate to deeply laciniate proximally). <b>Heads</b> 10–20, in paniculiform or cymiform arrays. <b>Calyculi</b> of 10–14, linear, coarsely setose bractlets 2–4 mm. <b>Involucres</b> cylindro-campanulate, 6–10 × 4–10 mm. <b>Phyllaries</b> 12–16, lanceolate, 6–7 mm, (bases strongly keeled and thickened, margins green to yellowish), apices acuminate, abaxial faces coarsely setose or hispid, adaxial with fine hairs. <b>Florets</b> 10–20; corollas yellow, sometimes reddish abaxially, 8–10 mm. <b>Cypselae</b> reddish brown, fusiform, 3–5 mm, beaked (beaks 1–2 mm), ribs 10 (rounded, spiculate near bases of beaks); <b>pappi</b> white (fine, soft), 4 mm. <b>2<i>n</i></b> = 8.",general,4267F88B-D674-47DE-B886-CE688FA92705,English,2006-06-30
wfo-0001135616,"<b>Plants</b> 1.3-2 m. <b>Stems</b> erect to sprawling, glabrous or puberulent; spines at nodes sometimes absent or 1-3, 7-18 mm; prickles on internodes absent or scattered. <b>Leaves:</b> petiole 0.7-2 cm, hairy, with longer and often plumose hairs and elongated glands near base, short-stipitate glands absent; blade roundish, 3-lobed, cleft nearly to midrib, 1.7-3 cm, base broadly cuneate to rounded or subcordate, sometimes truncate, surfaces not glandular, villous-tomentose abaxially, puberulent to hirsute, glabrescent adaxially, lobes straight-sided to sometimes cuneate, margins toothed, apex rounded. <b>Inflorescences</b> pendent, solitary flowers or 2-4-flowered corymbs, 3-5 cm, axis glabrous or sparsely lanate to pilose and puberulent, sparingly stipitate-glandular, flowers evenly spaced. <b>Pedicels</b> not jointed, 5-13 mm, glabrous; bracts broadly ovate, 2-2.5 mm, ciliate. <b>Flowers:</b> hypanthium greenish white, narrowly tubular, 1.5-2.5 mm, glabrous; sepals not overlapping, spreading to reflexed, pale green to white, linear-oblong, 5-7 mm; petals connivent, erect, pale green to nearly white, becoming pink tinged, cuneate-obovate, not conspicuously revolute or inrolled, 2-3.5 mm; nectary disc not prominent; stamens 3-5 times as long as petals; filaments linear, 15 mm, glabrous; anthers cream to pale pink, oblong-sagittate, 2 mm, apex rounded; ovary glabrous; styles connate nearly 7/8 their lengths, 10-14 mm, glabrous. <b>Berries</b> palatable, red to purple, globose, 7-12 mm, glabrous. <b>2<i>n</i></b> = 16.",general,F4643C28-C997-4CDF-97F9-1A20392BC7DC,English,2009-09-27
wfo-0001086616,"<b>Stems</b> repeatedly forked, 10-90 cm. <b>Leaves:</b> petiole 1-8 cm; blade subtriangular, rarely ovate, 3-13 × 1-11 cm, base broadly obtuse, truncate-cordate, or occasionally hastate, margins sinuate and undulate, often crispate, apex acuminate or acute, surfaces glabrous or sparsely viscid-villous adaxially, glaucous abaxially, veins usually sparsely viscid-villous. <b>Inflorescences:</b> peduncle 2-14 cm; involucral bracts 6-15 mm. <b>Flowers:</b> perianth of chasmogamous flowers bright orange-red, mottled or streaked with yellow, rarely all yellow, 20-40 × 10-16 mm; stamens nearly 2 times length of perianth. <b>Fruits</b> 5-8 × 3.5-4 mm.",general,A07A8E76-73AD-46F9-AEDA-E68EC7A7F32B,English,2004-03-24
wfo-4000026399,"<b>Herbs,</b> perennial, viscid-pubescent, from tuberous taproots. <b>Stems</b> erect to spreading, unarmed, without glutinous bands on internodes. <b>Leaves</b> long petiolate, unequal in each pair, thick and fleshy, base ± asymmetric. <b>Inflorescences</b> axillary and terminal, long pedunculate, capitate; bracts 6-20, forming involucre, subtending cluster of more than 3 flowers; outer bracts ovate or lanceolate, apex acuminate or narrowly acute; inner bracts persistent, not accrescent, distinct, narrower than outer, herbaceous. <b>Flowers</b> bisexual, chasmogamous and/or cleistogamous; cleistogamous perianth small green dome atop developing turbinate base; chasmogamous perianth radially symmetric, orange-red, or all yellow, funnelform, constricted beyond ovary, abruptly expanded to 5-lobed limb; stamens 5-8, slightly exserted; styles exserted slightly beyond stamens; stigmas capitate. <b>Fruits</b> radially symmetric, turbinate, constricted beyond base, apex umbonate, stiffly coriaceous; ribs 10 low, rounded, each swollen at junction of distal, umbonate portion, glabrous, smooth, without glands.",general,EA4EC627-7D10-4EDC-B24E-3E95A78D3009,English,2004-03-24
wfo-0000568096,"<b>Herbs,</b> annual; taproot tapered, soft or ± woody. <b>Stems</b> erect or ascending, sparingly branched throughout, 30-70 dm, densely glandular-villous, or glandular-puberulent, with spreading, nonglandular hairs basally, glabrous distally. <b>Leaves</b> mostly in basal <sup>1</sup>/2; larger leaves with petiole 10-30 mm, blade oval, oblong, ovate, or ± triangular, 18-45 × 13-30 mm (distal leaves usually smaller, sometimes longer, proportionately narrower), adaxial surface lightly to densely glandular-pubescent, abaxial surface paler than adaxial, lightly to densely glandular-pubescent, neither surface punctate or both minutely punctate with clusters of brown cells, base truncate, round, or obtuse, margins sinuate, sometimes crisped, apex round to obtuse, rarely acute. <b>Inflorescences</b> terminal and axillary, branched 1-4 times unequally, with sticky internodal bands; branches strongly ascending, terminating in spicate or racemose flower clusters, axis 10-55 mm. <b>Flowers:</b> pedicel 0.4-2.3[-3.7] mm; bracts at base of perianth usually soon deciduous, usually 2, narrowly to broadly lanceolate, 0.7-1.8 mm, apex often acuminate; perianth white to pale pink, campanulate distal to constriction, 1-1.3 mm; stamens (2-)3, slightly exserted or included. <b>Fruits</b> 5-33 per cluster, usually overlapping or 2-4 in group separated by small gap from next group, straw colored to grayish or reddish tan, broadly obovoid, 1.9-2.4(-2.8) × 1.1-1.3 mm (l/w: 1.7-2.1[-2.3]), apex rounded, glabrous; ribs 5, obtuse-rounded to obtuse, often with low winglike ridge, slightly rugose near sulci; sulci (0.2-)0.5 times as wide as base of ribs, slightly rugose, not papillate. <b>2<i>n</i></b> = ca. 52.",general,B3476D7A-23A2-44BB-B042-5E7610D22D0B,English,2004-03-24
wfo-0001111883,"Stems  1.5--4 cm diam., internodes 3--10 cm; scales orange, brownish, or golden, denticulate.  Roots  from under surface. Petiole 30--60 cm, essentially glabrous, grooved adaxially.  Blade  broadly ovate, 3--4-pinnate, base slightly reduced, somewhat leathery, glabrous.  Pinnae  stalked, closely spaced to overlapping, lanceolate.  Pinnules  anadromous throughout.  Tertiary segments  obliquely ascending.",general,F44A38F3-BA61-4187-A72C-71DF5CD15DB7,English,2003-02-28
wfo-0000794501,"Shrubs  erect, 0.5--1 m.  Bark  gray, cracked and irregularly fissured.  Branches  alternate or whorled, rigid, angle of divergence about 30°.  Twigs  bright green to yellow-green, becoming yellow with age, not viscid, ridges between longitudinal grooves barely papillate, smooth; internodes 1--5 cm.  Terminal buds  conic, 1--2 mm, apex obtuse.  Leaves  opposite, 2--5 mm, connate to 1/2--3/4 their length, not photosynthetic; bases thickened, brown, persistent, becoming hard, enlarged, and black; apex setaceous.  Pollen cones  2--several at node, obovoid, 5--7 mm, sessile; bracts opposite, 6--10 pairs, light yellow and slightly reddened, ovate, 2--4 × 2--3 mm, membranous, slightly connate at base; bracteoles slightly exceeding bracts; sporangiophores 2--4 mm, 1/4--1/2 exserted, with 5--8 sessile to nearly sessile microsporangia.  Seed cones  2--several at node, obovoid, 6--10 mm, sessile or on short, scaly peduncles; bracts opposite, 4--8 pairs, ovate, 4--7 × 2--4 mm, membranous or papery, with yellow center and base, margins entire.  Seeds  2, ellipsoid, 5--8 × 2--4 mm, light brown to brown, smooth. 2 n  = 28.",general,8867FAB8-DCAC-4948-810D-F7B7B5B3DA59,English,2003-02-28
wfo-4000016968,"<b>Subshrubs</b> small; branches prostrate, spreading, or ascending, mat-forming. <b>Leaves</b> densely crowded on stems; petiole very short, leaving small pegs on stem when leaves fall off; blade linear-oblong to subulate, margins entire or erose, surfaces glabrous. <b>Pedicels</b> nodding in flower, erect in fruit, slender; bracteoles absent. <b>Flowers</b>: sepals distinct or connate basally, ovate to oblong-ovate; petals connate ca. 1/2 their lengths, white or tinged with pink, apex blunt; stamens not exserted; filaments swollen at base; anthers inverted at anthesis, with awns; ovary globose to ovoid; style ovoid or conic; stigma simple. <b>Capsules</b> borne on erect pedicels, globose to ovoid, dehiscent basipetally. <b><i>x</i></b> = 16.",general,B46F9134-CACD-4F98-B6F3-FE318CFDD87C,English,2009-09-27
wfo-0000776497,"Herbs, short-lived perennial, cespitose, to 4 dm. Culms 3--40. Leaves basal, 2--3; auricles 0.2--0.3 mm, scarious to membranous; blade flat, 5--15 cm x&#61620; 0.4--0.7 mm, margins entire. Inflorescences (3--)8--30(--45)-flowered, diffuse, 3--11 cm; primary bract rarely surpassing inflorescence. Flowers: bracteoles 2; tepals greenish to tan, lanceolate, (3.3--)3.6--5.1(--5.7) mm; outer and inner series nearly equal, apex acuminate; stamens 6, filaments 0.2--0.4 mm, anthers (0.8--)1.2--1.5(--1.7) mm; style 0.6--0.8 mm. Capsules tan, 3-locular, ellipsoid to narrowly so, 2.7--4 x&#61620; 1.2--1.7 mm. Seeds tan, ellipsoid or widely so, 0.364--0.45 mm, not tailed. 2n = ca. 80.",general,5B942ED7-A6E3-4BBF-94A4-EDB59159C65B,English,2003-02-28
wfo-0000776578,"Herbs, perennial, 5--10 dm. Rhizomes widely creeping, 2--4 mm diam. Culms terete, 1.5--2.5 mm diam. Cataphylls several. Leaves: blade absent. Inflorescences 8--30(--50)-flowered, open, 1.5--4 cm; primary bract terete, 1--2.5 dm, much longer than inflorescence. Flowers pedicellate; bracteoles broadly ovate; tepals light brown, ovate-lanceolate, 1.8--2.5 mm, apex acuminate; inner series shorter, margins scarious, apex acute; stamens 6, filaments 1--1.3 mm, anthers 0.5--0.7 mm; style 0.5 mm. Capsules reddish tan to brown, lustrous, 3-locular, widely ellipsoid, 2--3 x&#61620; 1.8--2.2 mm, exceeding perianth. Seeds dark amber, obovoid, 0.7--1 mm, not tailed.",general,CD274DAD-6473-4D12-B513-9A38FA290654,English,2003-02-28
wfo-0000776837,"Herbs, perennial, rhizomatous, 2.6--6.5 dm. Rhizomes 1.5--3.5 mm diam. Culms erect, 1.5--3 mm diam. Cataphylls 2, chestnut brown, apex acute. Leaves: basal 2, cauline 1--2, light green; auricles absent; blade 2.5--20.5 cm × 2--3 mm. Inflorescences panicles of 10--50 heads, 4--10 cm, ascending to erect branches; primary bract erect; heads 3--22-flowered, obovoid to hemispheric, 5--11 mm diam. Flowers: tepals dark brown to purplish brown, lanceolate, 3--4 mm, nearly equal; outer tepals acuminate, mucro subulate; inner tepals acuminate or cuspidate, mucro subulate; stamens 6, anthers 2.5--3 times filament length. Capsules included, chestnut brown, 1-locular, oblong, 2.3--3.2 xx--xx mm (including beak), apex acuminate proximal to beak, beak slightly exserted. Seeds obovoid, 0.5--0.6 mm, not tailed.",general,5000998B-3FDC-492C-8CBF-FF409E2B86AA,English,2003-02-28
wfo-0000776841,"Herbs, perennial, tufted, 2--10 dm. Rhizomes poorly developed. Culms erect, nearly terete to slightly compressed, never rooting at nodes. Leaves: basal several, cauline 1--3; auricles rounded, 1--3 mm, apex acutish, membranous; blade pale green, basal blade striate, channeled, basal 1/2--1 times length of culm; cauline 8--15 cm x&#61620; 1--3 mm. Inflorescences glomerules, 8--25, each with 3--5 flowers, open; primary bract much shorter than inflorescence. Flowers: tepals greenish with reddish or brown tinge, lanceolate, 5--6 mm, outer series shorter; stamens 6, filaments 0.5--1 mm, anthers 1.8--2.6 mm; style 0.5--1 mm. Capsules tan, 3-locular, obovoid, 3--4.5 mm, shorter than perianth. Seeds ovoid, 0.6 mm, not tailed.",general,679582AF-37F8-49A5-9AF2-B4254F03EF05,English,2003-02-28
wfo-0000776250,"Herbs, perennial, cespitose, 3--5 dm. Rhizomes densely branched. Culms (1--)5--15(--25). Cataphylls 1--3. Leaves basal, 2--4; auricles 0.3--0.7 mm, apex usually rounded, scarious to membranaceous; blade flat, 3--15 cm x&#61620; 0.4--1 mm, margins entire. Inflorescences 3--25-flowered, congested, 1--2.5 x&#61620; 1--2 cm; primary bract usually exceeding inflorescence. Flowers not secund;: bracteoles 2; tepals dark green to blackish, usually with brownish midstripe, lanceolate to lanceolate-ovate, 3.5--4.3 mm, margins clear; outer and inner series nearly equal; stamens 6, filaments 0.6--0.9 mm, anthers 0.3--0.5 mm; style 0.1 mm. Capsules tan or darker, 3-locular, nearly globose to widely obvoid, 2.5--3.5 x&#61620; 1.3--1.8 mm, shorter than perianth. Seeds yellowish, obovoid to ellipsioid, 0.4--0.5 mm, not tailed. 2n = 80.",general,154C5DF5-B0FF-45EE-BCC0-7062754FC6BF,English,2003-02-28
wfo-0000776115,"Herbs, perennial, cespitose, 3--9 dm. Culms erect, 2--4 mm diam., scabrous. Cataphylls 0 or 1--2, straw-colored, apex acuminate. Leaves: basal 1--2, cauline 1--2; auricles 1--7.5 mm, apex rounded, scarious; blade terete, 4--25 cm &#61620;x 1--1.8 mm, scabrous. Inflorescences panicles of 5--30 heads, 12--15 cm, erect to ascending branches; primary bract erect; heads 2--6-flowered, broadly obovoid, 5--10 mm diam. Flowers: tepals green to reddish brown, lanceolate; outer tepals 3.3--3.9 mm, apex acuminate; inner tepals 3.9--4.7 mm, acuminate; stamens 6, anthers 1/2 filament length. Capsules exserted, chestnut brown, 3-locular, ovoid, 4.5--5.3 mm, apex acuminate, valves separating at dehiscence. Seeds fusiform, 2.2--2.6 mm, tailed. ; seed body covered with whitish translucent veil.",general,A4BA278A-0EC4-4C8B-95B8-6F220D2F3A03,English,2003-02-28
wfo-0000776968,"Herbs, perennial, cespitose, 3--10 dm. Roots without terminal tubers. Culms erect, terete, 4--6 mm diam., smooth. Cataphylls 1--2, straw-colored, apex acute. Leaves: basal 1--2, cauline 1--2; auricles 1.2--1.5 mm, apex rounded, scarious; blade straw-colored or green, terete, 20--65 cm &#61620;x 1.1--3.5 mm, with prominent and conspicuous ringlike bands at position of cross partitions; distal cauline leaves reduced to 2.5 cm. Inflorescences terminal panicles of 30--250 heads, 8--12 cm, branches spreading; primary bract erect to ascending; heads 2--10-flowered, broadly obovoid to hemispheric, 0.3--0.5 mm diam. Flowers: tepals straw-colored, lance-subulate, apex acuminate; outer tepals 1.9--2.2 mm; inner tepals 1.7--2.1 mm; stamens 3, anthers equal filament length. Capsules exserted, straw-colored, 1-locular, ovoid, 1.9--2.5 mm, apex acute, valves separating at dehiscence. Seeds oblong or ellipsoid, 0.5--0.6 mm, not tailed; body clear yellow-brown.",general,7140F414-24AE-49AA-ADB2-E8500F6E9EF1,English,2003-02-28
wfo-0000777007,"Herbs, perennial, 2--4 dm. Rhizomes creeping. Culms compressed. Leaves: basal several, cauline 0--3; auricles, if present, 0.5--1 mm, apex acutish; blade flat, basal 10--40 cm x&#61620; 1--6 mm, cauline blade reduced. Inflorescences glomerules, usually 3--12, each with 5--10 flowers, open; primary bract much shorter than inflorescence. Flowers: tepals brown, lanceolate, 5--6 mm, apex obtuse; outer series shorter, margins scarious, apex acute, minutely papillose; inner series with margins clear; stamens 6, filaments 0.5--1 mm, anthers 1.6--2.4(--3) mm; style 0.5--2 mm. Capsules tan, 3-locular, obovoid, 3--5 mm, shorter than perianth. Seeds ovoid, 0.6 mm, not tailed.",general,8A9AE5E4-7E3D-4E10-8609-7597514B7E7C,English,2003-02-28
wfo-0000777444,"Herbs, perennial, rhizomatous, (3--)4--10 dm. Rhizomes 1--3 mm diam., with swollen nodes. Culms erect, terete, 3--5 mm diam., smooth. Cataphylls 0. Leaves: basal 1--3, cauline 2--5, auricles 1--4 mm, apex rounded, scarious; blade strawberry-colored, green, or pink, terete, 13--30 cm ?x 1--5 mm. Inflorescences terminal clusters of 1--23 heads or single heads, 2--5.5 cm, branches spreading; primary bract erect to ascending; heads 25--100-flowered, globose, 10--15 mm diam. Flowers: tepals green to straw-colored, occasionally reddish, lanceolate-subulate; outer tepals (3.7--)4--6 mm, apex acuminate; inner tepals (3--) 3.4--4.6 mm, apex acuminate; stamens 6, anthers 1/2 filament length. Capsules equaling perianth or slightly exserted, straw-colored or chestnut brown, 1-locular, lance-subulate, 4.3--5.7 mm, apex tapering to subulate tip, valves separating at dehiscence, fertile throughout or only proximal to middle. Seeds oblong to ellipsoid, 0.4--0.5 mm, not tailed; body clear yellow-brown. 2n = 40.",general,31F178D2-71D5-4697-A195-A6BF94738527,English,2011-08-02
wfo-0000777529,"Herbs, perennial, rhizomatous, sometimes to nearly cespitose, 4--10 dm. Rhizomes not tuberous, 2 mm diam. Culms erect, terete, 3--5 mm diam., smooth. Cataphylls 0. Leaves: basal 2--3(--6), cauline 1--4; auricles 1--3 mm, apex acute, membranaceous, absent on proximal leaves; blade green, laterally compressed, 9--70 cm &#61620;x 2--6 mm. Inflorescences terminal panicles of 10--30 heads, 10--30 cm, branches spreading; primary bract erect; heads 20--30-flowered, spheric, (10--)12--15 mm diam. Flowers: tepals green to reddish, lance-subulate, 4--5 mm, apex acuminate; stamens 3, anthers 1/3--1/2 filament length. Capsules exserted, straw-colored, 1-locular, subulate, 4--5,5 mm, tapering to subulate tip, valves separating or not at dehiscence; fertile throughout or only proximal to middle.. Seeds broadly ellipsoid, 0.5--0.6 mm, not tailed; body clear yellow-brown.",general,F2D920F2-BBF6-41E9-A292-AF18BB42E705,English,2003-02-28
wfo-0001110258,"Trophophore  stalk 0--10 mm, 0.1--0.5 times length of trophophore rachis; blade dull, glaucous, whitish green, deltate, 2-pinnate, 4 × 6 cm, thickly leathery.  Pinnae  to 6 pairs, overlapping, strongly ascending, distance between 1st and 2d pinnae not or slightly more than between 2d and 3d pairs, asymmetrically cuneate, basal pinna pair often divided into 2 unequal parts, lobed to tip, margins entire, sinuate to shallowly crenate, apex rounded to truncate, venation pinnate.  Sporophores  1--3-pinnate, 1--1.5 times length of trophophore. 2 n =90.",general,8B79B77A-06DF-40C6-ABEC-6D05AAC70F8B,English,2003-02-28
wfo-0001073701,"<b>Plants</b> 2–20 cm. <b>Basal leaves:</b> petioles present; blade oblanceolate to lanceolate, to 10 cm; margins shallowly lobed, lobes rounded. <b>Cauline leaves:</b> petioles usually present, rarely absent; blade broadly ovate to lanceolate, to 10 cm, base not cordate-clasping, margins dentate to serrate. <b>Bracts</b> green, inconspicuous, not concealing pedicel, ovary, or capsule. <b>Flowers:</b> petals pale yellow to white, lanceolate to oblanceolate, 6–12 mm, apex acute; stamens 3–12 mm (fertile 3–8 mm), 1/2 to ± equal petal length, 1–3(–5) outermost staminodial and petaloid (flowers appearing to have 6–8(–10) petals); filaments heteromorphic, 1–3(–5) outermost oblanceolate, inner linear, all unlobed; style 5–6.5 mm. <b>Capsules</b> cylindric to ovoid, 9–13 × 5–7 mm, proximal nodding, distal erect. <b>Seeds</b> constricted and grooved at middle; seed coat anticlinal cell walls straight, obscure. <b>2<i>n</i></b> = 20.",general,0B937D80-E4AD-4CEE-8B4C-852484F4F060,English,2017-01-30
wfo-0000261459,"Trees , to 9 m; crowns open, narrowly rounded.  Bark  brownish gray, broken into narrow vertical scales or rather ragged strips.  Twigs  sparsely to moderately pubescent, often with stipitate glands.  Leaves:  petiole covered with stipitate glands.  Leaf blade  ovate or broadly ovate-elliptic to broadly elliptic or nearly orbiculate, 2.5--6.5 &#215; 1.5--5 cm, base narrowly rounded to cordate or cuneate, margins sharply and unevenly doubly serrate, apex acute; surfaces abaxially pubescent, especially on veins.  Inflorescences:  staminate catkins 2--3 cm; pistillate catkins 0.6--1 cm.  Infructescences  2.5--4 &#215; 1.8--2.5 cm; bracts 1--1.8 &#215; 0.5--1 cm.",general,33256D9D-590C-4E43-A287-4DC1EFD24DDE,English,2003-02-28
wfo-0001294810,"<b>Plants</b> sometimes red-tinged, intricately branched, evenly rounded, to 0.7-1 m, low; proximal branches in contact with ground, forming mat. <b>Leaves</b> mostly clustered on cushionlike base on older wood; blade dull green to grayish green, usually terete and arcuate, 0.5-1(-1.6) cm, pubescent. <b>Inflorescences:</b> pistillate flowers and staminate spikes on shortened branches with 1-3 barely discernible internodes; staminate spikes usually to 10 mm. <b>Fruits</b> (2-)6-12 mm; wing (0.8-)1-2 cm diam. <b>Seeds</b> 2 mm. <b>2<i>n</i></b> = 108.",general,154E2AD5-B665-4C9D-98C5-23EFB0D6FA43,English,2004-03-24
wfo-0000010548,"<b>Shrubs,</b> 80–200 cm. <b>Stems</b> intricately branched, densely puberulent, often gland-dotted. <b>Leaves</b> opposite or alternate; petioles 1–2.5 mm; blades 3-nerved from bases, ovate, 3–13 × 4–14 mm, bases obtuse to truncate, margins crenate-serrate, apices obtuse, faces gland-dotted and tomentulose to densely puberulent. <b>Heads</b> in paniculiform arrays. <b>Peduncles</b> 0–3 mm, gland-dotted. <b>Involucres</b> cylindric, 8–10 mm. <b>Phyllaries</b> 20–24 in 4–7 series, greenish or brownish, 3–4-striate, unequal, margins scarious (apices acute to apiculate); outer broadly ovate (granular-puberulent), inner lanceolate to lance-linear (glabrous or tomentulose, often gland-dotted). <b>Florets</b> 8–12; corollas white, 4.5–5 mm. <b>Cypselae</b> 2–3 mm, scabrous; <b>pappi</b> of 12–15 white, smooth or barbellulate bristles.",general,DADD929F-E772-477B-82CD-85AFAB910F24,English,2006-06-30
wfo-0000013844,"<b>Perennials,</b> 10–35 cm (taproots vertical, caudices simple or branched). <b>Stems</b> 1–3, erect (reddish brown), stout, branched proximally, densely setose and stipitate-glandular (setae 1–3 mm). <b>Leaves</b> basal and cauline; petiolate; blades elliptic or oblanceolate, 10–25 × 2–4 cm, margins pinnately lobed or sharply serrate (lobes lanceolate, acuminate), apices acute, faces villous or coarsely setose, stipitate-glandular (cauline 2–3, bases clasping, margins dentate or serrate). <b>Heads</b> 2–20, in loose cymiform arrays. <b>Calyculi</b> of 3–10, narrowly lanceolate to linear, densely setose and stipitate-glandular bractlets 3–5 mm. <b>Involucres</b> cylindro-campanulate, 14–24 × 5–15 mm. <b>Phyllaries</b> 7–12, lanceolate, 14–20 mm (margins yellowish, not scarious), apices long-acuminate, abaxial faces densely and coarsely setose, adaxial glabrous or with fine, appressed, yellowish hairs. <b>Florets</b> 16–20; corollas yellow, 16–21 mm. <b>Cypselae</b> reddish brown, fusiform, 5.5–9 mm, apices narrowed (not beaked), ribs 13; <b>pappi</b> creamy white, 9–13 mm (outer bristles shorter and finer). <b>2<i>n</i></b> = 22, 33, 44, 55, 77, 88.",general,23A44FA9-C98E-486D-AD4A-3490B310F7BB,English,2006-06-30
