taxonID,description,language,contributor
wfo-0000480137,"Plantas pubescentes con tricomas ondulados, transparentes, amarillentos ca. 0.3 mm de largo. Hojas 4.1-10.3 cm de largo, 4.5-11.4 cm de ancho, divididas en tres segmentos ovados o elípticos, agudos en el ápice, ligeramente acorazonadas en la base, aserradas en las márgenes; estípulas pinnatisectas sobre base lacerada, ovadas u ocasionalmente reniformes, glandulares en las márgenes. Brácteas ovadas, libres hasta la base o unidas desde 1 cm de la base, 2.0-2.5 cm de largo, 1.5-2.0 cm de ancho, enteras o aserradas en las márgenes. Flores péndulas, 6.0-8.5 cm de largo; corona en dos series, filamentosa, la serie exterior ca. 1 cm de largo, azul-violeta, la serie interior hasta 6 mm de largo, blanca; estambres con filamentos libres desde la mitad del androginóforo, anteras basifijas. Frutos ovoides, ca. 8 cm de largo, 2.5 cm de ancho (prensados) con pericarpio frágil, amarillo o amarillo con verde al madurar.",Spanish,Linda K. Escobar
wfo-0001090670,"Plantas pubescentes con tricomas ondulados, transparentes, amarillentos ca. 0.5 mm de largo. Tallos estriados. Hojas polimórficas, enteras o trilobuladas, acuminadas en los ápices, finamente aserradas en las márgenes, membranáceas; láminas foliares enteras, ovadas, 7.0-17.0 cm de largo, 3.5-8.0 cm de ancho, redondeadas en la, base; láminas lobuladas obovadas, 6.5-10.3 cm de largo, 7.2-9.3 cm de ancho, acorazonadas en la base, divididas hasta 1 cm de la base en tres (raramente dos) segmentos elípticos o lanceolados, con lóbulos laterales ca. 3/4 la longitud del lóbulo central; lóbulos laterales hasta 2.2 cm de ancho; lóbulo central hasta 3.4 cm de ancho; pecíolos 1.8-4.0 cm de largo con 7-12 nectarios subsésiles ocultos entre el indumento; estípulas linear-lanceoladas ca. 8 mm de largo. Pedúnculos delgados, 20-25 cm de largo, brácteas lanceoladas, libres hasta la base, ca. 1.6 cm de largo, 4 mm de ancho, acuminadas en el ápice, redondeadas en la base, glandular-aserradas en las márgenes. Flores péndulas, 7.5-10.5 cm de largo, con pétalos y sépalos perpendiculares al hipantio en antesis; hipantios cilíndricos, dilatados en la base, 2.5-4.0 cm de largo, ca. 5 mm de ancho (prensados) verdes, glabros; sépalos oblongos o lanceolados con ápice redondeado, rojos, glabros, con arista subapical ca. 3 mm de largo; pétalos oblongos, subiguales a los sépalos, estrechándose en la base, rojos; corona en 2 o 3 series, reducida a tubérculos o filamentos ca. 5 mm de largo, la serie más interior llevada ca. 1 cm arriba de la base del tubo floral, blanca, la serie (s) exterior (es) llevada (s) en el ápice del hipantio, morada (s); ovarios elipsoides, llevados ca. 3.5 cm sobre el nivel de la corona, glabros o pubescentes. Frutos elipsoides, con pericarpio frágil, amarillo al madurar; semillas oblanceoladas, ca. 8 mm de largo, ca. 3.5 mm de ancho; arilos blanco-grisosos, comestibles.",Spanish,Linda K. Escobar
wfo-0001090690,"Plantas pubescentes con tricomas ondulados, amarillentos ca. 0.5 mm de largo. Tallos angulados, estriados, volviéndose teretes y glabros. Láminas foliares dimórficas, enteras o divididas en tres lóbulos elípticos u ovados; hojas enteras ovadas, 6.3-14.5 cm de largo, 2.3-5.0 cm de ancho, acuminadas en el ápice, redondeadas en la base; hojas divididas obovadas, 9.5-14.0 cm de largo, 9.0-13.0 cm de ancho, con lóbulos laterales 1/2-3/4 el largo del lóbulo medio, acuminadas en el ápice, acorazonadas en la base, aserradas en las márgenes; membranáceas, con tricomas esparcidos sobre las venas en la haz, más pubescentes en el envés; pecíolos 1.0-4.5 cm de largo, con hasta 12 (generalmente apareados) nectarios subsésiles ocultados por el indumento; estípulas linear-lanceoladas, generalmente deciduas, ca. 6 mm de largo, ocasionalmente glandulares en las márgenes. Pedúnculos delgados, 26-36 cm de largo; brácteas lanceoladas, libres hasta la base, generalmente deciduas, 2.0-2.4 cm de largo, ca. 6 mm de ancho, irregularmente aserrado-glandulares en las márgenes. Flores péndulas, 11.5-16.2 cm de largo; hipantio 6.0-10.0 cm de largo, 6.0-8.0 mm de ancho (prensados), sépalos oblongos, 3.1-6.2 cm de largo, 1.5-1.8 cm de ancho, con arista subapical ca. 4 mm de largo, glabros, color rosado amarillento; pétalos ovado-oblongos, subiguales a los sépalos, 2.0-2.3 cm de ancho, rosado-amarillentos; corona en una serie, filamentosa, 3.0-4.0 mm de largo, violeta; ovarios fusiformes, densamente pubescentes con tricomas transparentes ca. 0.2 mm de largo. Frutos elipsoides, alargados en ambos extremos, truncados en la base, ca. 9.5 cm de largo, ca. 4 cm de ancho (prensados) con pericarpio frágil; semillas obovadas, 6.2-6.5 mm de largo ca. 3 mm de ancho; arilos de color anaranjado pálido.",Spanish,Linda K. Escobar
wfo-0001091303,"Plantas pubescentes menos la haz de las hojas y partes interiores de las flores, con tricomas rectos u ondulados, ca. 0.4 mm de largo. Tallos subangulares, estriados, volviéndose teretes y glabros. Láminas foliares dimórficas, generalmente enteras en individuos maduros, con hojas ocasionales divididas en tres lóbulos ovados en individuos inmaduros; hojas enteras oblongas u ovadas, 6.8-13.0 cm de largo, 2.5-5.3 cm de ancho, acuminadas en el ápice, redondeadas en la base; hojas trilobuladas divididas hasta ca. 1 cm de la base, con lóbulos laterales 3.9-10.5 cm de largo, 1.1-2.0 cm de ancho, con lóbulos medios 5.2-12.8 cm de largo, 1.8-3.0 cm de ancho, membranáceas, ligeramente revolutas en las márgenes, con aserraciones irregulares, esencialmente glabras en la haz, con tricomas ocasionales, transparentes, ca. 0.3 mm de largo esparcidos sobre las venas y márgenes, ligeramente pubescentes en el envés, con tricomas rectos de dimensiones irregulares 0.03-0.30 mm de largo; pecíolos 0.9-2.6 cm de largo, con 8-10 (generalmente apareados) nectarios esféricos repartidos sobre la superficie adaxial; estípulas linear-lanceoladas, 8-10 mm de largo, con tricomas ocasionales. Pedúnculos delgados, 24-27 cm de largo; brácteas lanceoladas, libres hasta la base, 2.7-3.0 cm de largo, 0.8-1.0 cm de ancho, acuminadas en el ápice, cuneadas en la base, irregularmente aserradas o fimbriadas en las márgenes. Flores péndulas, (7.5-) 12.0 (-14.2) cm de largo; hipantios (3.5-) 7.5 (-85) cm de largo, 10-12 mm de ancho (prensados), ligeramente dilatados en la base, verdosos, volviéndose rosados hacia el ápice abaxialmente, morados adaxialmente; sépalos oblongos sobre base ancha, (4.3-) 5.0 (-7.0) cm de largo, (1.5-) 2.0 (-2.5) cm de ancho, con arista subapical ca. 3 mm de largo en la superficie abaxial, color magenta; pétalos subiguales a los sépalos, color magenta; corona en dos series, dentada o tuberculada, 0.3-0.6 mm de largo o reducido a una banda de color morado oscuro; ovarios fusiformes, pubescentes, con tricomas rectos ca. 0.1 mm de largo. No se conocen los frutos.",Spanish,Linda K. Escobar
wfo-0000482131,"Plantas pubescentes, menos partes interiores de las flores, con tricomas ondulados, amarillentos ca. 0.5 mm de largo. Tallos subangulares, estriados, volviéndose teretes. Láminas foliares ovadas, 7.1-10.5 cm de largo, 3.8-6.0 cm de ancho, acuminadas a agudas en el ápice, redondeadas a ligeramente acorazonadas en la base, profundamente aserradas en las márgenes, coriáceas, densamente pubescentes en el envés, escasamente pubescentes en la haz; pecíolos 1.9-2.4 cm de largo con 4-8 nectarios oscuros ocultos por el indumento; estípulas linear-lanceoladas, ca. 1 cm de largo. Pedúnculos delgados, 17.5-29.0 cm de largo; brácteas lanceoladas, ca. 3.5 cm de largo, ca. 0.9 cm de ancho, acuminadas en el ápice, cuneadas en la base, laceradas y glandulares en las márgenes. Flores péndulas, 10.0-14.5 cm de largo, hipantios cilíndricos, 6.7-10.0 cm de largo, 0.8-1.2 cm de ancho, dilatados en la base, muy coriáceas, color morado oscuro en la superficie adaxial, verde en la superficie abaxial; sépalos 5.3-6.0 cm de largo, 1.8-2.2 cm de ancho, rosados; pétalos subiguales los sépalos, rosados; corona en una serie, irregularmente dentado, color morado. Fruto ca. 9.0 cm de largo, ca. 5.5 cm de ancho; semillas obovadas, ca 7 mm de largo, ca. 3 mm de ancho, con testa reticulada, color café oscuro al madurar; arilos amarillentos.",Spanish,Linda K. Escobar
wfo-0001235913,"Plantas pubescentes menos las partes interiores de las flores, con tricomas ondulados, transparentes, entrelazados ca. 0.5 mm de largo. Tallos subangulares, densamente pubescentes. Láminas foliares enteras, ovadas (5.3-) 8.8 (-15.3) cm de largo (3.0-) 4.5 (-11.6) cm de ancho, agudas en el ápice, redondeadas en la base, aserradas en las márgenes, coriáceas; pecíolos 1.8-4.0 cm de largo, densamente pubescentes, con 5-8 nectarios subsésiles repartidos sobre la superficie; estipulas linear-lanceoladas, ca. 8 mm de largo. Pedúnculos delgados, 18-27 cm de largo, brácteas ovadas, libres hasta ca. 5 mm de la base pero conniventes en las márgenes, 2.2-2.5 cm de largo, ca. 1 cm de ancho, acuminadas en el ápice, redondeadas en la base. Flores ca. 9 cm de largo, péndulas; hipantios ca. 4.5 cm de largo, 9 mm de ancho, dilatados en la base, pubescentes en la superficie abaxial con tricomas rectos ca. 0.3 mm de largo; sépalos oblongos sobre base ancha, 4.0-4.5 cm de largo, 1.0-1.2 cm de ancho, con arista subapical ca. 3 mm de largo en la superficie abaxial; pétalos subiguales a los sépalos; corona en una serie, reducida a tubérculos ca. 0.5 mm de largo. Ovarios oblongos, densamente pubescentes con tricomas amarillentos ca. 0.2 mm de largo.",Spanish,Linda K. Escobar
wfo-0001091302,"Plantas pubescentes menos las flores y haz de las láminas foliares. Tallos subangulares, estriados, pubescentes, con tricomas rectos, sin color, ca. 0.4 mm de largo. Láminas foliares divididas hasta ca. 1 cm de la base en 3 lóbulos elípticos u oblongos, 4.5-6.0 cm de largo, 5.0-7.0 cm de ancho, acuminadas en el ápice, ligeramente acorazonadas en la base, irregularmente glandular-aserradas en las márgenes, membranáceas, densamente pubescentes en el envés; pecíolos 1.5-2.5 cm de largo, densamente pubescentes, con varios nectarios ca. 0.5 mm de largo repartidos sobre la superficie adaxial; estípulas oblicuamente ovadas, 1.0-1.5 cm de largo, 5-7 mm de ancho, glandular-laciniadas en las márgenes. Pedúnculos delgados, 9-15 cm de largo; brácteas estrechamente ovadas o elípticas, libres hasta la base o unidas hasta 1/2 su longitud, 3.0-4.0 cm de largo, 1.2-1.5 cm de ancho, acuminadas en el ápice, cuneadas en la base, glandular-laciniadas en las márgenes, membranáceas, ligeramente pubescentes con tricomas ca. 0.3 mm de largo. Flores péndulas, 10.5-12.8 cm de largo; hipantios 8.0-8.7 cm de largo, ca. 9 mm de ancho (prensados), color blanco en superficie adaxial; sépalos elípticos u oblongos (2.5-) 3.5 (-4.3) cm de largo, 1.0-1.5 cm de ancho, con arista subapical ca. 3 mm de largo, color anaranjado; pétalos elípticos, ca. 1/2 la longitud de los sépalos, 0.8-1.0 cm de ancho, color anaranjado-rosado; corona reducida a una banda sinuada morada; ovarios fusiformes, glabros. No se conocen los frutos.",Spanish,Linda K. Escobar
wfo-0001235914,"Plantas glabras menos el envés de las hojas, las superficies adaxiales de las brácteas, el ginóforo y el ovario. Tallos subangulares, estriados, volviéndose teretes, rojizos. Láminas foliares trilobuladas, 5.4-10.7 cm de largo, 7.0-12.2 cm de ancho, con ángulos de 75-900 entre lóbulos laterales y medio, acuminadas en los ápices, ligeramente acorazonadas en la base, aserradas en las márgenes; pecíolos 1.6-2.5 cm de largo, con 5-10 nectarios repartidos sobre la superficie adaxial y extendiéndose por las márgenes de la lámina, rojizos; estípulas lineares, 1.8-2.0 cm de largo, 1-2 mm de ancho. Pedúnculos 10-14 cm de largo; brácteas 4.3-5.0 cm de largo, 1.5-1.8 cm de ancho, unidos desde la base por ca. 1 cm, agudas en el ápice, cuneadas en la base, enteras en las márgenes. Hipantios 8.5-9.5 cm de largo, ca. 1.2 cm de ancho, color morado oscuro en la superficie interior; sépalos 3.5-4.1 cm de largo, 1.4-1.7 cm de ancho, color amarillo-crema a anaranjado en la superficie adaxial; pétalos 2.8-3.4 cm de largo, 0.8-1.3 cm de ancho, insertados ca. 2 mm arriba de la corona, color amarillo-crema; corona reducida a una banda sinuada morada. Frutos 8.3-9.0 cm de largo, ca. 3 cm de ancho (prensados).",Spanish,Linda K. Escobar
wfo-0000480152,"Plantas pubescentes menos las partes interiores de las flores. Tallos subangulares, estriados, volviéndose teretes, densamente pubescentes con tricomas ondulados, transparentes, amarillentos, ca. 1 mm de largo. Láminas foliares enteras, ovadas, 5.0-14.0 cm de largo, 2.5-8.0 cm de ancho, acuminadas o agudas en el ápice, redondeadas o ligeramente acorazonadas en la base, coriáceas, rugosas, esencialmente glabras en la haz o con pocos tricomas esparcidos sobre las venas principales, densamente pubescentes en el envés con tricomas ca. 0.5 mm de largo, repando-aserradas y revolutas en las márgenes; pecíolos 5-28 mm de largo, estriados, densamente pubescentes, con 2-8 nectarios subsésiles repartidos en la superficie adaxial; estípulas lineares, 10-18 mm de largo, 1-2 mm de ancho, color café oscuro en la base, color café claro en la mitad apical. Pedúnculos delgados, 5.1-8.2 cm de largo; brácteas libres o unidas por ca. 2 cm de la base y después conniventes en las márgenes, formando un tubo amplio sobre el hipantio, ovadas u oblongas, 3.7-6.5 cm de largo, 13-4.0 cm de ancho, agudas o acuminadas en el ápice, cuneadas o redondeadas en la base. Flores 93-15.3 cm de largo, péndulas; hipantios 6.0-10.0 cm de largo, 9-14 cm de ancho (prensados), verdosos abaxialmente, morados, volviéndose blancos adaxialmente; sépalos elípticos a oblongos, 3.7-5.4 cm de largo, 1.7-2.2 cm de ancho, con arista subapical ca. 3 mm de largo, color rosado; pétalos subiguales a los sépalos, color rosado; corona reducida a una banda sinuada de color morada, ocasionalmente con dientes 0.3 mm de largo; ovarios fusiformes, densamente pubescentes con tricomas ca. 0.3 mm de largo. Frutos obovados, ca. 8 cm de largo, 4 cm de ancho (prensados) con pericarpio frágil, color amarillo oscuro con pecas blancas, semillas obovadas, ca. 9 mm de largo, ca. 5 mm de ancho, con arilo blancuzco.",Spanish,Linda K. Escobar
wfo-0001235915,"Láminas foliares (5.5-) 7.1 (-10.5) cm de largo, (2.5-) 3.0 (-4.0) cm de ancho, muy rugosas; pecíolos (5.0-) 5.5 (-7.0) mm de largo. Brácteas generalmente unidas por ca. 2 cm de la base y después conniventes en las márgenes, cada bráctea (3.5-) 5.1 (-6.5) cm de ancho. Flores glabras.",Spanish,Linda K. Escobar
wfo-0001090724,"Plantas pubescentes menos las partes interiores de las flores y la haz de las láminas foliares, con tricomas transparentes, rectos u ondulados, ca. 1 mm de largo. Tallos teretes, densamente pubescentes. Láminas foliares enteras, lanceoladas a oblongas, 7.0-8.8 cm de largo, 1.6-2.6 cm de ancho, acuminados en el ápice, cuneadas en la base, coriáceas, rugosas, moderadamente pubescentes en el envés, revolutas y repando-aserradas en las márgenes; pecíolos 5-10 mm de largo, con 4-5 nectarios subsésiles repartidas en la superficie adaxial; estípulas lineares, volviéndose setáceas, 10-14 mm de largo, 0.2-0.5 mm de ancho, color café oscuro en la base, volviéndose más claros hacia el ápice. Pedúnculos delgados, 4.0-4.6 cm de largo; brácteas lanceoladas, libres hasta la base o coalescentes 5 mm desde la base, 3.0-3.3 cm de largo, ca. 11 mm de ancho, acuminadas en el ápice, subcuneadas o redondeadas en la base, calloso-aserradas en las márgenes, escasamente pubescentes. Flor péndula, ca. 8.6 cm de largo; hipantio 6.2 cm de largo, pubescentes abaxialmente con tricomas ca. 0.5 mm de largo; sépalos oblongos, ca. 2.2 mm de largo, 8 mm de ancho, volviéndose más angostos hacia el ápice, con arista subapical ca. 3 mm de largo, color rosado; corona reducida a una banda sinuada; ovario fusiforme, tomentoso.",Spanish,Linda K. Escobar
wfo-0001091394,"Plantas pubescentes menos la haz de las láminas foliares y las partes interiores de las flores con tricomas afelpados hasta 2 cm de largo de color café claro. Tallos subangulares, estriados, densamente pubescentes, volviéndose esencialmente glabros. Láminas foliares enteras, ovadas, ocasionalmente partidas en tres lóbulos, 5.5-8.0 cm de largo, 2.5-5.2 cm de ancho, redondeadas o acuminadas en el ápice, redondeadas o acorazonadas en la base, calloso-aserradas y ligeramente revolutas en las márgenes, rugosas, coriáceas, densamente pubescentes en el envés; pecíolos 5-12 mm de largo, densamente pubescentes con 2-5 nectarios poco alargados en la superficie adaxial; estípulas lineares o lanceoladas, 7-11 mm de largo, color café oscuro en la base, algo esponjoso y de color más claro hacia el ápice. Pedúnculos delgados, (3.8-) 8.2 (-10.5) cm de largo; brácteas ovadas, esencialmente libres pero conniventes en las márgenes, unidos sólo 4 mm de la base; cada bráctea 3.5-4.8 cm de largo, 1.2-2.4 cm de ancho, aguda o acuminada en el ápice, cuneada en la base, calloso-aserrada en las márgenes. Flores péndulas, 9.0-14.0 cm de largo; hipantios 6.0-9.0 cm de largo, 7.0-12.0 mm de ancho (prensados), verdes en la base, volviéndose rosados en el ápice abaxialmente, morados adaxialmente; sépalos elípticos, 3.0-5.0 cm de largo, 1.4-1.8 cm de ancho, de color rosado oscuro, con arista subapical ca. 3 mm de largo; pétalos subiguales a los sépalos y de igual color; corona reducida a un anillo sinuado; ovarios elípticos, pubescentes, con tricomas café, ca. 0.3 mm de largo. Frutos oblongos 7.5-10.0 cm de largo, 3.0-4.0 cm de ancho (prensados), con pericarpio frágil, amarillos con pequeñas manchas blancas; semillas ca. 8.5 mm de largo, 4 mm de ancho, con arilo anaranjado.",Spanish,Linda K. Escobar
wfo-0000482139,"Plantas jóvenes esencialmente glabras, volviéndose pubescentes menos la haz de las hojas, flores y frutos, con tricomas curvados u ondulados ca. 0.5 mm de largo. Tallos subangulares, estriados, volviéndose teretes, con tricomas escasos, ondulados, amarillentos ca. 0.8 mm de largo. Hojas de especímenes jóvenes trilobuladas, divididas hasta ca. 1 cm de la base en tres lóbulos linear-lanceolados, volviéndose enteras en individuos maduros; láminas trilobuladas glabras, 5.5-10.5 cm de largo, 10.5-13.5 cm de ancho, con lóbulos ca. 1 cm de ancho; láminas enteras ovadas, 5.5-8.0 cm de largo 2.0-3.2 cm de ancho, acuminadas en el ápice, redondeadas o acorazonadas en la base, revolutas en las márgenes, coriáceas, rugosas, densamente pubescentes en el envés; pecíolos 5-12 mm de largo con 5-8 nectarios poco alargados en la superficie adaxial, densamente pubescentes; estípulas linear-lanceoladas, 4-8 mm de largo, color café oscuro en la base, volviéndose algo esponjosos y color café claro hacia el ápice. Pedúnculos delgados, (3.0-) 6.5 (-11.5) cm de largo, densamente pubescentes; brácteas elípticas, libres hasta la base, 1.3-2.5 cm de largo, 4-8 mm de ancho, agudas en el ápice, ligeramente acorazonadas en la base, escasamente pubescentes abaxialmente; flores péndulas, 6.5-9.8 cm de largo; hipantio 4.0-4.5 cm de largo, 4.5-6.0 mm de ancho (prensados), verdes abaxialmente, blancos abaxialmente; sépalos estrechamente elípticos, 2.0-5.3 cm de largo, 9.0-12.0 mm de ancho, con arista subapical ca. 1 7 mm de largo, de color rosado oscuro, pétalos subiguales a los sépalos de igual color; coronas ligeramente dentadas o reducidas a un anillo sinuado, color morado; ovarios fusiformes. Frutos ovados, ca. 7.5 cm de largo, 4.5 cm de ancho (prensados), con pericarpio frágil, amarillos con pequeñas manchas blancas; semillas estrechamente obovadas, ca. 7.5 mm de largo, ca. 5 mm de ancho, con arilo anaranjado.",Spanish,Linda K. Escobar
wfo-0001091183,"Plantas pubescentes menos la haz de las hojas, flores y frutos con indumento lanado de tricomas aplanados, transparentes, ondulados, entrelazados, color café-amarillo, hasta 3 mm de largo. Tallos subangulares, estriados, lanados, volviéndose glabros, con corteza gris. Láminas foliares enteras u ocasionalmente partidas en tres segmentos, (6.5-) 9.6 (-19.1) cm de largo, (2.7-) 4.2 (-8.2) cm de ancho, estrechamente agudos o acuminados en el ápice, acorazonadas en la base, aserradas y revolutas en las márgenes, coriáceas, rugosas, esencialmente glabras en la haz, densamente pubescentes en el envés; pecíolos (5-) 8 (-35) mm de largo, con 2-4 nectarios subsésiles ocultos en el indumento; estípulas linear-lanceoladas, 8-11 mm de largo, ca. 0.5 mm de ancho. Pedúnculos delgados 2.2-5.4 (-14.5) cm de largo; brácteas lanceoladas, libres hasta la base, 1.7-5.1 cm de largo, 0.6-1.4 cm de ancho, agudos en el ápice, ligeramente acorazonadas o redondeadas en la base. Flores péndulas, (8.2-) 10.9 (-14.0) cm de largo; hipantios (6.2-) 7.7 (-9.0) cm de largo, 7-9 mm de ancho, blancos en la base, volviéndose rosados o color lila hacia el ápice abaxialmente, blancos o morados abaxialmente; sépalos estrechamente elípticos, (2.3-) 3.3 (-3.7) cm de largo, 10-15 mm de ancho, rosados, con arista subapical 2-4 mm de largo; pétalos subiguales a los sépalos y de igual color; corona reducida a tubérculos morados ca. 1 mm de largo o una banda sinuada de color morada; ovarios fusiformes. Frutos ovados, ca. 4.2 cm de largo, 2.5 cm de ancho, con pericarpio frágil, color amarillo-ocre con pequeñas manchas blancas; semillas obovadas, ca. 9 mm de largo, 5.5 mm de ancho.",Spanish,Linda K. Escobar
wfo-0001091418,"Plantas pubescentes menos la haz de las hojas, flores y frutos, con tricomas ondulados a crespos, entrelazados, transparentes, color café-amarillento, ca. 1 mm de largo. Tallos subangulares, estriados, densamente pubescentes, volviéndose teretes y glabros. Láminas foliares enteras, ovadas a lanceoladas, ocasionalmente partidas en tres lóbulos, (3.3-) 6.1 (-10.7) cm de largo, (1.7-) 2.5 (-3.8) cm de ancho, obtusos a redondeadas en el ápice, redondeadas en la base, revolutas en las márgenes, coriáceas, rugosas, densamente pubescentes en el envés; pecíolos (3.0-) 6.7 (-13.0) mm de largo, densamente pubescentes, con 4-7 nectarios subsésiles ocultados por el indumento en la superficie adaxial; estípulas linear-lanceoladas, 7-13 mm de largo, ca. 0.5 mm de ancho, esencialmente glabros. Pedúnculos delgados (2.2-) 3.7 (-6.8) cm de largo, pubescentes; brácteas lanceoladas, libres hasta la base, (2.0-) 2.4 (-3.4) cm de largo, (5.0-) 9.4 (-14.0) mm de ancho, estrechamente agudas en el ápice, redondeadas en la base, densamente pubescentes abaxialmente. Flores péndulas, (9.0-) 9.9 (-12.2) cm de largo; hipantios 6.3-9.0 cm de largo, 5.0-12.0 mm de ancho, verdes en la base, volviéndose rosados hacia el ápice abaxialmente, blancos o morados adaxialmente; sépalos elípticos, 2.5-3.7 cm de largo, 10.0-16.0 mm de ancho, con arista subapical ca. 2 mm de largo, rosados; pétalos subiguales a los sépalos y de igual color; corona reducida a una banda morada, ligeramente dentada, con dientes ca. 0.5 mm de largo; ovarios fusiformes. Frutos obovados ca. 7 cm de largo, 4.5 cm de ancho (prensados) con pericarpio frágil, color amarillo-ocre con pequeñas manchas blancas; semillas obovadas, 7.0-8.5 mm de largo, 4.0-5.0 mm de ancho, con arilo anaranjado.",Spanish,Linda K. Escobar
wfo-0001090939,"Plantas pubescentes menos la haz de las láminas foliares y flores, con tricomas escasos, crespos, entrelazados, amarillentos, ca. 1 mm de largo. Tallos subangulares, estriados, volviéndose teretes y glabros. Hojas enteras o trilobuladas; láminas foliares enteras, ovadas, lanceoladas u oblongas, 5.0-9.0 cm de largo, 1.8-3.7 cm de ancho, agudas en el ápice, cuneadas en la base; láminas trilobuladas obovadas, 4.5-8.3 cm de largo, 2.3-8.5 cm de ancho, agudas o acuminadas en los ápices, cuneadas a subtruncadas en la base, generalmente partidas 3/4 de su longitud, ocasionalmente divididas hasta 4/5 de su longitud, con segmentos ovados o lanceolados, coriáceas, moderadamente pubescentes en el envés, con tricomas ca. 1 mm de largo; peciolos 7.0-17.0 mm de largo, con hasta diez nectarios subsésiles repartidos sobre la superficie adaxial; estípulas linear-lanceoladas, ca. 1 cm de largo, revolutas en las márgenes. Pedúnculos delgados, 2.3-5.0 cm de largo; brácteas lanceoladas, libres hasta la base, 2.0-3.1 cm de largo, 6.0-10.0 mm de ancho. Flores péndulas, 9.0-11.0 cm de largo; hipantios 6.2-8.4 cm de largo; 7.0-10.0 mm de ancho (prensados), verdes, volviéndose color rosado-amarillento hacia el ápice en la superficie abaxial, blancos en la superficie adaxial; sépalos elípticos sobre base ancha, 2.3-3.0 cm de largo, 7.0-15.0 mm de ancho, con arista subapical ca. 2 mm de largo en la superficie abaxial; color rosado amarillento; pétalos subiguales a los sépalos y de igual color; corona variable, generalmente en dos series adyacentes, la interior un anillo morado, la exterior constando de tubérculos blancos; ovario fusiforme, glabro. Frutos obovados, ca. 6 cm de largo, 3 cm de ancho (prensados), con pericarpio frágil, de color amarillo-ocre con pequeñas manchas blancas; semillas obovadas, ca. 7 mm de largo, ca. 4 mm de ancho, con arilos amarillentos.",Spanish,Linda K. Escobar
wfo-0001235916,"Plantas esencialmente glabras. Tallos subangulares, estriados, ocasionalmente pubescentes en los ángulos de partes más jóvenes, con tricomas ondulados amarillentos, transparentes, ca. 0.5 mm de largo, volviéndose teretes y glabros; entrenudos típicamente ca. 1 cm de largo, con nudos prominentes, frecuentemente con estípulas persistentes, dando la apariencia de articulaciones. Hojas enteras o trilobuladas o partidas de varias formas; láminas foliares trilobuladas obovadas, 3.5-11.0 cm de largo, divididas hasta casi la base en lóbulos lineares ca. 2 mm de ancho, con lóbulos laterales ca. 3/4 la longitud del lóbulo medio; láminas enteras 0.7-2.0 cm de ancho, cuneadas en la base, apiculadas en el ápice, con 2 a varios nectarios subsésiles cerca al ápice, fuertemente revolutas en las márgenes, rugosas, coriáceas; pecíolos 8-16 mm de largo, escasamente pubescentes en la superficie adaxial, glandulares con 3-6 nectarios ca. 1 mm de largo repartidos sobre la superficie adaxial; estípulas linear-lanceoladas, 8-13 mm de largo, 0.5-1.0 mm de ancho. Pedúnculos delgados, 2.0-4.0 cm de largo; brácteas lanceoladas, libres hasta la base, 1.5-1.8 cm de largo, 4-5 mm de ancho, redondeadas en la base, apiculadas en el ápice, glandulares y pubescentes en las márgenes. Flores péndulas, 8-13 cm de largo, glabras; hipantios 7.5-9.8 cm de largo, 7-11 mm de ancho, escasamente dilatados en la base y ápice, verdes en la base, volviéndose color amarillo-salmón hacia el ápice abaxialmente, blancas en la superficie adaxial; sépalos elípticos sobre base ancha, 2.7-3.4 cm de largo, 8-15 mm de ancho, con arista subapical ca. 2 mm de largo en superficie abaxial, color salmón en la superficie abaxial, color rosado en la superficie adaxial; pétalos subiguales a los sépalos, rosados; corona reducida a una banda sinuada, morada; ovarios fusiformes, glabros o pubescentes. Frutos elípticos, 5.2-6.0 cm de largo, ca. 3.2 cm de ancho (prensados), color ocre con pequeñas manchas blancas; semillas obovoides, ca. 7 mm de largo, ca. 4 mm de ancho, con arilo de color amarillo-anaranjado.",Spanish,Linda K. Escobar
