taxonID,description,language,contributor
wfo-0000710521,"Con las características del género, pero los lóbulos del cáliz expandidos, 9-12 mm de largo y 3 mm de ancho, unidos en su tercio inferior, pétalos encerrados en el cáliz, 2-4 mm de largo y 1 mm de ancho.",Spanish,Maximilian Weigend
wfo-0000356934,"Hierbas anuales erectas o dispersas, 0,3-0,5 (-0,7) m de alto. Tallos hasta de 2 mm de diámetro, cubiertos con pelos gloquidiados erectos de aproximadamente 0,5 mm de largo. Lámina elíptica a casi ovada, 5-7 (-10) cm de largo, 1,8-3 cm de ancho, base cuneada, ápice acuminado, márgenes serradas, pecíolos 1-3 cm de largo. Inflorescencias complejas tirsoides, elementos distales dicasiales con dos ramas cimosas, el último entrenudo nunca alargado y con yemas accesorias en las axilas de las hojas superiores, 6-10 cm de largo, brácteas subuladas, diminutas, 0,5-0,75 mm de largo, 0,5 mm de ancho; pedicelo 1-2 mm de largo; tubo del cáliz ovoide, 0,5 x 0,75 mm, lóbulos del cáliz ovado acuminados, 1 mm de largo, 0,5 mm de ancho; pétalos expandidos, cimbiformes, ovados, base angosta, 1-2 mm de largo, 0,5-1 mm de ancho, ápice acuminado, margen entero; grupos estaminodiales con 3 estaminodios cada uno, libres, 1-1,5 mm de largo, filiformes, muy densamente papiloso-vellosos, ápice irregular en forma de garrote y lobulado, amarillo; estambres en fascículos epipétalos de ca. 3 cada uno, filamentos 0,5-0,75 mm de largo. Cápsula inferior, claviforme con 4 costillas longitudinales (aproximadamente), aladas, 5-8 mm de largo y 1-1,5 mm de ancho en el ápice, pedicelo 4-6 mm de largo, abriéndose con 4 valvas diminutas y entonces escindiéndose a lo largo de suturas.",Spanish,Maximilian Weigend
wfo-0000356935,"Hierba postrada perenne, erecta a partir de una base decumbente, 0,3-1,7 m de longitud. Tallo terete, hasta de 5 mm de diámetro, cubierto con pelos gloquidiados de aproximadamente 0,5 mm de largo. Lámina elíptica a ovada, 3,5-10,5 cm de largo, 1,5-4,5 cm de ancho, base cuneada, márgenes serradas a mucronadas, pecíolo 1-1,5 cm de largo. Inflorescencias en dicasios, 8-11 cm de largo, brácteas diminutas, 0,5-0,75 mm de largo; el último entrenudo muy bien desarrollado, sin yemas accesorias en las axilas de las hojas superiores; pedicelos 1-2 mm de largo; cáliz densamente cubierto con pelos gloquidiados, tubo ovoide, 1,5 x 1,5 mm, lóbulos del cáliz ovado-acuminados, 1,5 mm de largo, 1 mm de ancho; pétalos 5-10 mm de largo, 2-6 mm de ancho, margen entera o ligeramente lobulada, dorsalmente cubierta con pelos gloquidiados; grupos estaminodiales con 5-6 estaminodios cada uno, los 3-4 externos ligeramente connatos en la base, 1,5-3 mm de largo, filiformes, muy densamente papiloso-vellosos, ápice irregular en forma de garrote y lobulado, amarillo; estambres en fascículos epipétalos de 5-7 cada uno, filamentos 5 mm de largo. Cápsula inferior, pedicelo 4-6 mm de largo, cápsula ovoide a cilíndrica, lisa o con 4 costillas longitudinales, lisa o alada, 3-6 mm de largo y 2-3 mm de ancho en el ápice, indehiscente o abierta en el ápice por 4 valvas diminutas.",Spanish,Maximilian Weigend
wfo-0000374428,"Hierba anual erecta o dispersa 0,2-1,5 m. Tallo de hasta 4 mm de diámetro, densamente cubierto con pelos erectos gloquidiados, tallo y ramas ligeramente suculentos y extremadamente quebradizos. Lámina ovada a triangular-ovada, 4-11 cm de largo, 2-8 cm de ancho, base subcuneada a cuneada, con un lóbulo ovado a subovado en cada lado, 0,5-2,5 cm de largo, 1 -2,5 cm de largo, margen serrado, pecíolos 1-4 cm de largo; ambas superficies de la hoja muy densamente cubiertas con tricomas gloquidiados de 0,75 mm de largo. Inflorescencias dicasiales, 10-80 con tricomas gloquidiados de 0,75 mm de largo. Inflorescencias dicasiales, 10-80 cm de largo, flores erectas, sésiles; tubo del cáliz cilíndrico, atenuado en la base, 4-8 mm de largo, 1,5-2 mm de ancho en el ápice, cáliz lanceolado alinear-lanceolado, 5-8 mm de largo y 2 mm de ancho; pétalos ampliamente ovados a subcirculares, base angosta, ápice agudo, 4-8 mm de largo, 2,5-7 mm de ancho, amarillo a naranja pálido; estambres 20-30, filamentos de los 10 más externos petaloides, todos los filamentos 5 mm de largo, anteras 1 mm de largo y ancho, amarillas. Cápsula sésil, erecta, cilíndrica, 6-9 mm de largo y 2,5-3,5 mm de ancho en el ápice, abriéndose por 3 valvas apicales.",Spanish,Maximilian Weigend
wfo-0001073662,"Arbusto 0,8-1,6 m de alto. Tallos de hasta 7 mm de diámetro, muy quebradizos, corteza gris, muy densamente cubierta con tricomas de 0,1-0,4 mm de largo, ápice en forma de tachuela o afilado. Lámina ampliamente ovada a ovado-lanceolada, 5,5-15 cm de largo, 3,5-7 cm de ancho, base truncada a cuneada, margen irregularmente serrado o lobulado, las hojas superiores subsésiles, las inferiores con pecíolo mayor de 1,5 cm de largo. Inflorescencias tirsoides o dicasios, brácteas 1,5-3 cm de largo, 1-1,5 cm de ancho; pedicelos 2-3 mm de largo; tubo calicino ovoide, 5 mm de largo y 3 mm de ancho; lóbulos del cáliz grandes, acuminados, base ovado-lanceolada, 8-10 mm de largo, 2 mm de ancho en la base; pétalos ovados, ápice apiculado, 25-30 mm de largo y 14-16 mm de ancho, amarillo; estambres 100-120, filamentos de los 10-15 más externos con 18 mm de largo, filamentos de los más internos 10-13 mm de largo, todos los filamentos filiformes, anteras 1 mm de largo y ancho, de color amarillo pálido. Cápsula ovoide, 10-14 mm de largo y 5 mm de grueso, con pedicelo corto.",Spanish,Maximilian Weigend
wfo-0001279511,"Arbusto 1-1,8 m de alto; tallos fuertemente lignificados, decumbentes en la base. Tallos hasta 15 mm de diámetro; plantas muy densamente cubiertas con setas café rojizas de 2,5-3 mm de largo, pelos escabrosos 0,1-0,2 mm de largo, suaves, tricomas blancos de 2 mm de largo. Lámina suborbicular y subpalmeado-lobulada, alrededor de 20-25 cm de largo y 25-30 cm de ancho, base cordada (truncada en las hojas superiores), 3 lóbulos en cada lado, 5-9 cm de largo y 7-10 cm de ancho, márgenes de los lóbulos remotamente serrados, pecíolos hasta 15-23 cm de largo, hojas muy densamente cubiertas con setas de 3 mm de largo, pelos escabrosos y tricomas largos, uniseriados sobre la superficie abaxial. Inflorescencias tirsoides, en dicasios o reducidas a monocasios, alrededor de 40 cm de largo, con 2-6 ramas monocasiales, brácteas ampliamente ovadas, 5 cm de largo, 3 cm de ancho; cáliz cónico, 10 mm de largo y ancho, lóbulos del cáliz con la base lanceolada a ovada, 30 mm de largo, 10 mm de ancho; corola ampliamente campanulada, pétalos ampliamente ovados a suborbiculares, ligeramente cóncavos, 50 mm de largo, 30 mm de ancho, ápice redondeado, carnoso y esparcidamente setuloso en el dorso, muy densamente cubierto con pelos escabrosos cortos, de color amarillo-naranja brillante; escamas florales con el dorso rectangular, 20 mm de largo, 5 mm de ancho, con dos sacos globosos deprimidos cerca de la base, 5 x 2 mm, cuello de la escama ligeramente grueso y tricrenado, la margen proyectada en dos alas erectas de cerca de 8 mm de largo, de color naranja-amarillo; estaminodios 25 mm de largo, la base ligeramente dilatada, en el dorso con apéndices papilosos 24 mm, filiformes y fuertemente papilosos hacia el ápice; estambres en 5 fascículos de ca. de 20 cada uno, filamentos 35-40 mm, anteras 2 mm de largo y 1 mm de ancho, gris-azuloso; ovario ínfero, unilocular, con 5 placentas parietales, estilo filiforme, 35 mm de largo. Cápsula cónica, 25 mm de largo y 15 mm de ancho hacia el ápice, inclinada sobre pedicelos erectos de 50 mm de largo, abriéndose por 3 valvas y una abertura longitudinal.",Spanish,Maximilian Weigend
wfo-0001279517,"Trepadora de tallo débil, hasta de 2,5 m de alto, o hierba erecta, más pequeña (0,6-1 m); tallo hasta de 3 mm de diámetro, cubierto con setas deflexas, color café a pálido, 1-2 mm de largo y esparcidamente con pelos escabrosos 0,2 mm de largo. Hojas ovadas, 4-6 (13) cm de largo y 3-5 (-7) cm de ancho, base truncada, márgenes un poco lobulados, 3-4 (-5) lóbulos triangulares en cada lado, cada uno con ca. 5-8 mm de largo y ancho, margen de los lóbulos dentado; venas de las hojas pinnadas; pecíolo 1,5-5 mm de largo. Inflorescencias en monocasios, raramente dicasios, 15-38 cm de largo, brácteas ovado-lanceoladas, 1,5-2 cm de largo y 0,7-1,2 cm de ancho; cáliz cónico, 8 mm de largo, 9 mm de ancho, lóbulos ovado-lanceolados, (15-) 20-23 mm de largo; pétalos ovados, 30-35 mm de largo, 8-10 mm de ancho, fuertemente cimbiformes por encima con la vena media prominente, anaranjados; escamas florales con el dorso rectangular, 12-15 mm de largo, 2-3 mm de ancho, base incurvada con dos sacos globosos deprimidos dorsalmente cerca de la base, 3 x 4 mm, escamas con cuello engrosado, ligeramente recurvadas y de color rojo-naranja, con tres hilos de 1,5 mm de largo y la margen proyectada en dos alas inflexas horizontales de 2-3 mm de largo y 1 mm de ancho; estaminodios 18-20 mm de largo, base ligeramente dilatada, filiformes hacia el ápice, papilosos, amarillo pálido; estambres en 5 fascículos de 13-15 cada uno, filamentos 25-30 mm de largo, anteras 1,5 mm de largo y 1 mm de ancho; ovario ínfero, con 3 placentas parietales. Cápsula un poco cilíndrica de base cónica, 12-15 mm de largo y 12-13 mm de ancho, abriéndose por 3 valvas apicales, pedicelo erecto, 20-30 mm de largo.",Spanish,Maximilian Weigend
wfo-0001261037,"Hierba suculenta, 0,8-1,2 m de alto. Tallo hasta de 5 mm de diámetro, cubierto muy esparcidamente con setas blancuzcas de 1-1,5 mm de largo y densamente con papilas escabrosas de 0,1 mm de largo. Lámina trifoliolada, 12 cm de largo, 16 cm de ancho, pecíolos de los folíolos 0,1-0,2 cm de largo, folíolos ovados a elípticos de base truncada, ápice acuminado, 7,5-10 cm de largo, 3,5-6 cm de ancho, márgenes fuertemente serrados a lobulados con 4-6 lóbulos pequeños, muy triangulares a ovados en cada lado, margen del lóbulo serrado; superficies adaxial y abaxial muy esparcidamente setulosas y escabrosas, con papilas escabrosas de 0,1 mm de largo; pecíolo 3,5-7 cm de largo, venación pinnada. Inflorescencias monocasios o dicasios, ca. 20 cm de largo, brácteas ovadas, pecioladas, 40-60 mm de largo y 10-35 mm de ancho; cáliz cónico, 4 mm de largo y ancho; lóbulos del cáliz ovado acuminados, 7 mm de largo y 5 mm de ancho; pétalos reflexos, profundamente cimbiformes, un poco oblongos, base estrecha, 10 mm de largo, 6 mm de ancho, ápice entero, base unguiculada, blanco verdosos; escamas nectaríferas con el dorso cimbiforme, 5 mm de largo y ca. 3 mm de ancho, base incurvada, por debajo del cuello con 3 callos transversales, callos rojos, cuello de la escama ligeramente grueso y un poco recurvado, lateralmente no proyectado en alas, escamas de color verde brillante y rojo; estaminodios 5 mm de largo, base dilatada en forma de cuchara, 0,75 mm de ancho, pegajosos hacia el ápice, sin engrosamiento al nivel del cuello de la escama, densamente papilosos, blancos; filamentos 10 mm de largo, blancos, anteras 1 mm de largo, 0,75 mm de ancho, amarillas. Fruto desconocido.",Spanish,Maximilian Weigend
wfo-0001279525,"Hierba rígida erecta, 0,3-0,6 m de alto; tallo 7 mm de diámetro, engrosado en la base, esparcida o muy densamente cubierto con setas marrón de 2-4 mm de largo y tricomas escabrosos de 0,1 mm. Hojas ovadas a elípticas, 5-11 cm de largo y 2,5-6 cm de ancho, base truncada, márgenes lobuladas con 3-4 lóbulos triangulares en cada lado, lóbulos 2-2,5 cm de largo y 1,5-2 cm de ancho, margen casi siempre profundamente serrado, pecíolo 0,7-1,7 cm de largo, lado adaxial cubierto con setas cortas de 1,5 mm de largo y tricomas escabrosos de 0,2 mm de largo. Inflorescencias monocasios o dicasios, 22-28 cm de largo, brácteas ovado-lanceoladas, 1,5 cm de largo y 0,5 cm de ancho; cáliz cónico, 3 mm de largo y 4 mm de ancho, lóbulos del cáliz ovados, 5-7 (-10) mm de largo, carentes de setas o con 4-5 setas a lo largo de los márgenes; pétalos ligeramente cimbiformes, un poco oblongos, 20-25 (muy raramente 35) mm y 5-7 mm de ancho, ápice obtuso, naranja, dorso completamente carente de setas, con pelos escabrosos de menos de 0,1 mm de largo, escamas un poco rectangulares, 10-15 mm de largo y 3 mm de ancho, base incurvada con dos sacos deprimidamente globosos ubicados dorsalmente cerca de la base, 10-15 mm de diámetro, cuello ligeramente engrosado, con tres filamentos, proyectado en la margen en dos alas horizontales inclinadas, 1,5 mm de largo y 1 mm de ancho; estaminodios muy similares a los filamentos, ligeramente ensanchados en la base, papilosos; estambres en 5 fascículos de 10-15 cada uno, 12 mm de largo, anteras 1-1,5 mm de largo y 0,5 mm de diámetro; ovario ínfero, con tres placentas parietales. Cápsula globosa, 15 mm de largo y 10 mm de ancho, pedicelo erecto, 15-20 mm de largo.",Spanish,Maximilian Weigend
wfo-0001279532,"Hierbas de base ligeramente leñosa, 0,6-1,2 m de alto. Tallos hasta de 5 mm de diámetro; plantas cubiertas con pelos café rojizos urticantes de 2 mm de largo y pelos más cortos, gloquidiados de 0,1 mm de largo. Lámina suborbicular a ampliamente ovada, 11-17 cm de largo, 5-8 cm de ancho, base cordada (seno con 5 mm de profundidad), truncada en las hojas superiores, margen subpalmeadamente lobulado, 3-4 lóbulos en cada lado, 1,5 cm de largo, 2,5 cm ancho, superficie adaxial con setas de 1,5-2 mm de largo y pelos escabrosos de 0,2 mm de largo, superficie abaxial cubierta con setas de 2 mm de largo y pelos escabrosos de 0,6 mm de largo; pecíolo 8-10 (-15) cm de largo. Inflorescencias en monocasios (raramente dicasios) ca. 20 cm de largo, brácteas ovadas, acuminadas, 3,5-8 cm de largo, 2,5-3 cm de ancho; cáliz cónico a un poco globoso, 12 mm de diámetro, densamente setoso, lóbulos erectos, lanceolados de base triangular, 18-22 mm de largo y 8 mm de ancho; corola campanulada, pétalos ovados, planos, 32-40 mm de longitud y 20 mm de ancho, ápice redondeado, carnoso, suave, seríceo, anaranjados; escamas florales con dorso rectangular, 12 mm de longitud, 3 mm de ancho, con dos sacos globosos sobre el dorso cerca de la base, 3 mm de diámetro, cuello de la escama ligeramente engrosado y tricrenado, en la margen proyectado fuertemente en dos alas inflexas, verticales, duras, de 5 mm de longitud y 2 mm de ancho; estaminodios 30 mm de largo, ligeramente ensanchados en la base, papilosos; estambres en 5 fascículos epipétalos de 10 cada uno, filamentos 35 mm de largo, filiformes; anteras 2 mm de largo y 1,5 mm de ancho; ovario ínfero, con 3 placentas parietales. Cápsula cónica a ovoide, 20 mm de largo, 14 mm de ancho, inclinándose de un pedicelo erecto ca. 20-30 mm de largo, abriéndose por 3 valvas apicales y una abertura longitudinal.",Spanish,Maximilian Weigend
wfo-0001279540,"Hierba erecta dura, 1-2 m de alto. Tallo hasta 10 mm de diámetro, muy densamente cubierto con setas café-rojizas de 2-2,5 mm de largo, pelos gloquidiados cortos (0,1 mm de largo), de color café, y tricomas uniseriados de 2 mm de largo; lámina ampliamente ovada, 6-8 cm de largo y 5-6 cm de ancho; base cordada (seno con 10 mm de profundidad), margen lobulado con 3-4 lóbulos triangulares en cada lado, cada uno con 1-1,5 cm de largo y ancho, margen del lóbulo serrado, superficie adaxial muy densamente setosa y con pelos gloquidiados de 0,4 mm de largo. Inflorescencias tirsoides con 2-3 ramas monocasiales, 30-50 cm de largo, brácteas ovado-triangulares, 2,5 cm de largo y 1,5 cm de ancho; cáliz cónico, 10 mm de largo y ancho, lóbulos del cáliz triangular-ovados, 10-15 mm de largo y 5 mm de ancho; pétalos oblongos, cimbiformes, 20 mm de largo y 10 mm de ancho, ápice acuminado, naranja rojo intenso; escamas florales y estaminodios desconocidos; estambres en 5 fascículos epipétalos de 10-15 cada uno, filamentos de 15 mm de largo, blancos, anteras 2 mm de largo y 1 mm de ancho, de color gris-azuloso. Cápsula claviforme, 25 mm de largo y 15 mm de ancho en el ápice, rígida, sobre un pedicelo erecto de 20-30 mm de largo, abriéndose por 3 valvas apicales.",Spanish,Maximilian Weigend
wfo-0001279541,"Hierba estrictamente erecta, poco ramificada, 1,5-2 m de alto. Tallo hasta 20 mm de diámetro, glabro por debajo, esparcidamente cubierto con setas de 1,5-2,5 mm de largo y papilas escabrosas cortas de 0,1 mm de largo por encima. Lámina ampliamente elíptica, 15-25 cm de largo y 10-14 cm de ancho, base superficialmente cordada, lámina cubierta en ambos lados con tricomas papilosos, escabrosos, cortos, de 0,1-0,4 mm de largo, márgenes lobulados con 4-5 lóbulos triangulares en cada lado, lóbulos 2 cm de largo y ancho, margen denticulado, pecíolo 6-15 cm de largo. Inflorescencias usualmente dicasios, 18-40 cm de largo, brácteas lineares, 1 cm de largo, 0,3 cm de ancho; cáliz cónico, densamente setoso, 7 mm de largo, 5 mm de ancho, lóbulos del cáliz ovado-lanceolados, 10 mm de largo, 4 mm de ancho, esparcidamente setosos; pétalos naranja, profundamente cimbiformes, 18-20 mm de largo, 10 mm de ancho; escamas florales con el dorso rectangular, 5-6 mm de largo y 2,5 mm de ancho, base incurvada, con dos sacos deprimidamente globosos de 3 mm de largo y 2 mm de ancho, cuello ligeramente engrosado, más o menos liso, proyectado en la margen en dos alas inclinadas, semierectas de 2 mm de largo y 1 mm de ancho; estaminodios 2 por escama, 7-8 mm de largo, ligeramente dilatados en la base; estambres en 5 fascículos de 7-8 cada uno, 10-15 mm de largo; ovario ínfero, con tres placentas parietales. Cápsulas cilíndricas, 30-38 mm de largo, 10 mm de ancho, inicialmente setosas, luego glabrescentes, abriéndose por 3 valvas apicales, pero las semillas se conservan hasta que las valvas están completamente descompuestas.",Spanish,Maximilian Weigend
wfo-0001264033,"Hierba perenne (?) de 0,8-1 m de altura; tallos de 5 mm de diámetro, cubiertos con setas de 2-5 mm de largo, pelos escabrosos de 0,1 mm de largo y tricomas lisos de 1-2 mm de largo. Lámina orbicular, peltada, 8-12 cm de diámetro, margen de la hoja denticulado, superficie adaxial esparcidamente setosa y con pocos pelos gloquidiados de 0,2 mm de largo, pecíolo inserto en el centro de la hoja, 10-20 cm de largo. Inflorescencia en monocasios, 15 cm de largo, brácteas suborbiculares, peltadas, 8 cm de diámetro; cáliz cónico 10 mm de largo, 8 mm de ancho, lóbulos del cáliz ovado-lanceolados, 30-35 mm de largo, 5-6 mm de ancho; pétalos obovados, base angosta, un poco cimbiforme, 50-55 mm, 35 mm de ancho, ápice redondeado, naranja rojo; escamas florales con dorso rectangular, 17 mm de largo, 3-4 mm de ancho, base incurvada sobre el dorso, en la base con dos sacos cónicos confluentes de 7 mm de largo y 5 mm de ancho, sacos y escama amarillos, cuello de la escama un poco engrosado, tricrenado, lateralmente proyectado en dos alas erectas de 5 mm de largo y 2 mm de ancho; estaminodios 20 mm de largo, base levemente dilatada, 1 mm de ancho, filiformes hacia el ápice, muy densamente papilosos; estambres en 5 fascículos epipétalos de ca. 15 cada uno, filamentos 30 mm de largo, blanco, anteras 2 mm de largo, 1 mm de ancho. Cápsula no vista. Sólo se conoce la colección tipo. Con sus hojas peltadas y orbiculares, esta especie es inconfundible y por eso ha sido descrita, pese a la escasez de material.",Spanish,Maximilian Weigend
wfo-0001279561,"Arbusto de 1,5 m de alto, ramas básales leñosas, las superiores ligeramente leñosas; planta cubierta con pelos urticantes café-rojizos de 2 mm de largo y pelos cortos gloquidiados de 0,1 mm de largo. Lámina suborbicular a ampliamente ovada, peltada, 11-17 cm de largo, 5-8 cm de ancho, margen subpalmeadamente lobulado, lóbulos 2-3 en cada lado, los laterales 6 cm de largo, 5 cm de ancho, lóbulo central 10 cm de largo y 8 cm de ancho, margen dentado a serrado, superficie adaxial cubierta con setas de 1,5-2 mm de largo y pelos escabrosos de 0,6 mm de largo, superficie abaxial con setas de 3 mm de largo y pelos gloquidiados de 0,2 mm de largo. Inflorescencias tirsoides, dicasios o reducidas a monocasios, 30-40 cm de largo, brácteas pentágonas o ampliamente ovadas, 1-6 cm de largo y ancho; cáliz cónico, 6 mm de largo y 5 mm de ancho en el ápice, muy densamente setoso, lóbulos erectos, acuminados, base triangular, 20-27 mm de largo y 4 mm de ancho; corola campanulada a ligeramente extendida, pétalos ovados, planares a superficialmente cimbiformes, 40 mm de largo y 20 mm de ancho, ápice redondeado, carnosos, suaves y seríceos, naranja; escamas florales con dorso rectangular, 15 mm de largo, 5 mm de ancho, con dos sacos globosos cerca de la base sobre el dorso, 3 mm de diámetro, cuello de la escama ligeramente engrosado y tricrenado, en la margen proyectado en dos alas inclinadas, rígidas, verticales de 5 mm de largo y 2 mm de ancho; estaminodios 30 mm de largo, ligeramente engrosados en la base, papilosos; estambres en 5 fascículos epipétalos de 10 cada uno, filamentos 25 mm de largo, filiformes, anteras 2 mm de largo y 1,5 mm de ancho; ovario ínfero, con 3 placentas parietales. Cápsula cónica a ovada, 25 mm de largo, 15 mm de ancho, inclinada de un pedicelo erecto de 20-30 mm de largo, abriéndose por 3 valvas apicales y una abertura longitudinal.",Spanish,Maximilian Weigend
wfo-0000378531,"Hierba muy ramificada, perenne (?), 1-2 m de altura; callo hasta de 5 mm de diámetro, ligeramente leñoso hacia la base, muy densamente cubierto con setas urticantes rojizas de 2-3 mm de largo y pelos cortos gloquidiados de 0,1-0,3 mm de largo; setas deflexas en la parte más inferior del tallo y erectas hacia la inflorescencia. Lámina ovada a triangular-ovada, de más de 20 cm de largo y ancho, pinnada, pinnas con márgenes lobulados, lóbulos hasta de 3 cm de largo y 1,5 cm de ancho, margen de los lóbulos serrado a denticulado; base cordada (seno con 30 mm de profundidad), pecíolo 5-12 cm de largo, con pseudoestípulas ovadas a reniformes, rugosas con márgenes profundamente serrados, 1,5-3 cm de largo y ancho, superficie adaxial cubierta con pelos escabrosos de 0,2 mm de largo y setas de 1-2 mm de largo. Inflorescencias tirsoides o dicasios con 2-3 ramas monocásicas, alrededor de 50 cm de largo, brácteas triangulares-ovadas a ovadas, pinnadas a pinnatisectas, 2-4 cm de largo y 1,5-2,5 cm de ancho; cáliz cónico, tubo de 5 mm de longitud y ancho, lóbulos del cáliz 5, ovado-lanceolados, 6 mm de largo y 2 mm de ancho; pétalos oblongos, cimbiformes, 25-30 mm de largo, 15-20 mm de ancho, ápice acuminado, naranja-rojo intenso; escamas florales con dorso rectangular, 7 mm de largo y 3 mm de ancho, base incurvada, en la base sobre el dorso con dos sacos cónicos de 1,5 mm de largo, de color amarillo, cuello de la escama no engrosado y lateralmente proyectado en dos alas semierectas 3-4 mm de largo y 1,5 mm de ancho; estaminodios 15 mm de largo, base dilatada y ligeramente incurvada, 1,5 mm de ancho, filiformes hacia el ápice, ápice en forma de gancho, de color amarillo; estambres en 5 fascículos epipétalos de 10-15 cada uno, filamentos 20 mm de largo, anteras 2 mm de largo, 1 mm de ancho, de color azul-grisáceo; ovario ínfero, con 3 placentas parietales. Cápsula ovoide a cilíndrica, 17 mm de largo y 10 mm de ancho en el ápice, horizontal de pedicelo erecto de 40 mm de largo.",Spanish,Maximilian Weigend
wfo-0001264034,"Hierba perenne (?) de base ligeramente leñosa, 0,6-1,2 m de alto. Tallos hasta de 5 mm de diámetro; plantas cubiertas con pelos urticantes café rojizos de 3-4 mm de largo, pelos gloquidiados de 0,1 mm de largo o más largos, color café, tricomas uniseriados, especialmente sobre la superficie abaxial de la hoja. Lámina setosa, ovada, 5-11 cm de largo, 4-6,5 cm de ancho, base ligeramente cordada (seno con 2-3 mm de profundidad) a truncada en las hojas superiores, 3-4 lóbulos triangulares de 1 cm de largo y 0,15 cm de ancho en cada lado, pecíolos 6,5-8,5 cm de largo, superficie adaxial con setas de 1,5-2 mm de largo, pelos escabrosos de 0,2 mm de largo y tricomas uniseriados de ca. 1-2 mm de largo, de color marrón, superficie abaxial cubierta con setas de 1,5 mm de largo y pelos escabrosos de 0,6 mm de largo. Inflorescencias monocasios, ca. 10 cm de largo, brácteas ovadas, ca. 2 cm de largo, 1,5 cm de ancho, setosas; cáliz cónico, 4 mm de diámetro, lóbulos erectos, ovado-lanceolados, 15 mm de largo y 5 mm de ancho; corola campanulada, pétalos ampliamente ovados, planos, 20 mm de largo y 15 mm de ancho, ápice redondeado, carnoso, naranja suave; escamas florales con dorso rectangular, 4 mm de largo, 3 mm de ancho, con dos sacos ovoides cerca de la base sobre el dorso, 3 mm de largo, cuello de la escama ligeramente engrosado y tricrenado, proyectado en la margen en dos alas rígidas, verticales, inflexas, 3 mm de largo y 1 mm de ancho; estaminodios 8-9 mm de largo, ligeramente alados en la base, densamente papilosos; estambres en 5 fascículos epipétalos de ca. 10 cada uno, filamentos 12-15 mm de largo, filiformes, anteras 2 mm de largo y 1,5 mm de ancho; ovario ínfero, con 3 placentas parietales. Cápsula madura desconocida.",Spanish,Maximilian Weigend
wfo-0001264036,"Hierbas estrictamente erectas, 0,6-1 m de alto; tallos hasta de 5 mm de diámetro, densamente cubiertos con setas 3-4 mm de largo, de color marrón-rojizo y cortas (0,1 mm); pelos escabrosos. Hojas opuestas, lámina elíptica, 11-18 (-20) cm de largo, 5-7,5 (-9) cm de ancho, base truncada, márgenes lobulados con 3-5 lóbulos ovados de largos desiguales, en cada lado, el segundo lóbulo usual-mente 1,5-2 veces más largo que el primero, hasta 3,5 cm de largo y 2 cm de ancho, margen del lóbulo fuertemente biserrado, pecíolo 3-4 cm de largo, superficie adaxial con setas de 2 mm de largo y pelos escabrosos de 0,2 mm de largo. Inflorescencias monocasios, 10-17 cm de largo, brácteas ovado-lanceoladas, 7 cm de largo y 2,5 cm de ancho; cáliz densamente setoso, 5 mm de largo y 7 mm de ancho, lóbulos del cáliz largos, acuminados, de base lanceolada, 15-20 mm de largo (acrescente en fruto, hasta 30 mm de largo) y 5 mm de ancho, densamente setoso, al menos a lo largo de los márgenes; pétalos en forma de lengua, ligeramente cimbiformes, 16-18 mm de largo, 5-7 mm de ancho, setosos en las tres venas más prominentes, sobre el dorso y un grupo denso de pelos escabrosos cortos, naranja-rojo intenso; escamas florales con dorso rectangular, 7 mm de largo, 2,5 mm de ancho, base incurvada, en la base sobre el dorso con dos sacos nectaríferos deprimidamente globosos de 2 mm de diámetro, amarillos, cuello de la escama engrosado y ligeramente recurvado, de color naranja-rojo intenso, tricrenada, proyectada lateralmente en dos alas horizontales, inflexas, 4 mm de largo y 1 mm de ancho; estaminodios 8-9 mm de largo, base dilatada, filiformes hacia el ápice, papilosos, de color amarillo pálido; estambres en 5 fascículos epipétalos de ca. 10 cada uno, filamentos 12-13 mm de largo, blancos, anteras 1 mm de largo y 0,5 mm de ancho, gris-azuloso; ovario ínfero, con 3 placentas parietales. Cápsula cortamente cilíndrica, 30-35 mm de largo (incluidos los lóbulos del cáliz) y 12 mm de ancho, pedicelo erecto, 25 mm de largo.",Spanish,Maximilian Weigend
