WFOID,identifier,vernacularName,isPreferredName,source,language,countryCode,uri,rights,license,bibliographicCitation,Volume,Part
wfo-0001125793,ver-THA-0001125793.01,bai kut om (ใบกูดอ้อม)(Northern),0.0,ref-THA-0001125793,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0739,Forest Herbarium,All rights reserved,"Aglaomorpha coronans. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 551–552. Accessed 2021-07-31",3,4
wfo-0001109619,ver-THA-0001109619.01,nae daeng (แหนแดง)(Northern),0.0,ref-THA-0001109619,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0821,Forest Herbarium,All rights reserved,"Azolla caroliniana. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 605–606. Accessed 2021-07-31",3,4
wfo-0001107239,ver-THA-0001107239.01,nae daeng (แหนแดง)(Central),0.0,ref-THA-0001107239,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0820,Forest Herbarium,All rights reserved,"Azolla pinnata. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 605. Accessed 2021-07-31",3,4
wfo-0001117301,ver-THA-0001117301.01,bua chaek (บัวแฉก)(Peninsular),0.0,ref-THA-0001117301,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0656,Forest Herbarium,All rights reserved,"Cheiropleuria bicuspis. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 484–485. Accessed 2021-07-31",3,4
wfo-0001117223,ver-THA-0001117223.01,kut hang nok kailing (กูดหางนกกะลิง)(Northern),0.0,ref-THA-0001117223,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0721,Forest Herbarium,All rights reserved,"Colysis hemionitidea. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 536–538. Accessed 2021-07-31",3,4
wfo-0001125807,ver-THA-0001125807.01,kut hom (กูดฮ่อม)(Northern),0.0,ref-THA-0001125807,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0751,Forest Herbarium,All rights reserved,"Crypsinus oxylobus. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 559–560. Accessed 2021-07-31",3,4
wfo-0001127475,ver-THA-0001127475.01,wan nok aen (ว่านนกแอ่น)(Peninsular),0.0,ref-THA-0001127475,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0749,Forest Herbarium,All rights reserved,"Crypsinus trilobus. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 558–559. Accessed 2021-07-31",3,4
wfo-0001115259,ver-THA-0001115259.01,bua chaek (บัวแฉก)(Peninsular),0.0,ref-THA-0001115259,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0653,Forest Herbarium,All rights reserved,"Dipteris conjugata. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 481–483. Accessed 2021-07-31",3,4
wfo-0001116308,ver-THA-0001116308.01,klet nakkharat (เกล็ดนาคราช)(Central),0.0,ref-THA-0001116308,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0663,Forest Herbarium,All rights reserved,"Drymoglossum piloselloides. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 490–491. Accessed 2021-07-31",3,4
wfo-0001116308,ver-THA-0001116308.02,kip ma lom (กีบม้าลม)(Northern),0.0,ref-THA-0001116308,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0663,Forest Herbarium,All rights reserved,"Drymoglossum piloselloides. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 490–491. Accessed 2021-07-31",3,4
wfo-0001116308,ver-THA-0001116308.03,man hia (มันเหี้ย)(Southeastern),0.0,ref-THA-0001116308,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0663,Forest Herbarium,All rights reserved,"Drymoglossum piloselloides. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 490–491. Accessed 2021-07-31",3,4
wfo-0001115919,ver-THA-0001115919.01,kratae tai mai (กระแตไต่ไม้)(Central),0.0,ref-THA-0001115919,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0733,Forest Herbarium,All rights reserved,"Drynaria quercifolia. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 546. Accessed 2021-07-31",3,4
wfo-0001115919,ver-THA-0001115919.02,kut kha hok (กูดขาฮอก)(Karen-Northern),0.0,ref-THA-0001115919,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0733,Forest Herbarium,All rights reserved,"Drynaria quercifolia. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 546. Accessed 2021-07-31",3,4
wfo-0001115919,ver-THA-0001115919.03,chao-wa-na (เช้าวะนะ)(Karen-Northern),0.0,ref-THA-0001115919,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0733,Forest Herbarium,All rights reserved,"Drynaria quercifolia. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 546. Accessed 2021-07-31",3,4
wfo-0001115919,ver-THA-0001115919.04,phu-dong khae (พุดองแคระ)(Karen-Northern),0.0,ref-THA-0001115919,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0733,Forest Herbarium,All rights reserved,"Drynaria quercifolia. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 546. Accessed 2021-07-31",3,4
wfo-0001115919,ver-THA-0001115919.05,dao-ka-lo (เดากาโละ)(Karen-Northern),0.0,ref-THA-0001115919,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0733,Forest Herbarium,All rights reserved,"Drynaria quercifolia. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 546. Accessed 2021-07-31",3,4
wfo-0001115917,ver-THA-0001115917.01,kra prok lek (กระปรอกเล็ก)(Northern),0.0,ref-THA-0001115917,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0737,Forest Herbarium,All rights reserved,"Drynaria rigidula. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 550. Accessed 2021-07-31",3,4
wfo-0001115917,ver-THA-0001115917.02,kra prok hua hin (กระปรอกหัวหิน)(Northern),0.0,ref-THA-0001115917,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0737,Forest Herbarium,All rights reserved,"Drynaria rigidula. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 550. Accessed 2021-07-31",3,4
wfo-0001115917,ver-THA-0001115917.03,kut thang (กูดถัง)(Northern),0.0,ref-THA-0001115917,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0737,Forest Herbarium,All rights reserved,"Drynaria rigidula. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 550. Accessed 2021-07-31",3,4
wfo-0001115917,ver-THA-0001115917.04,kut fuei (กูดเฟือย)(Northern),0.0,ref-THA-0001115917,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0737,Forest Herbarium,All rights reserved,"Drynaria rigidula. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 550. Accessed 2021-07-31",3,4
wfo-0001115917,ver-THA-0001115917.05,kut mai (กูดไม้)(Northern),0.0,ref-THA-0001115917,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0737,Forest Herbarium,All rights reserved,"Drynaria rigidula. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 550. Accessed 2021-07-31",3,4
wfo-0001115917,ver-THA-0001115917.06,kut om (กูดอ้อม)(Northern),0.0,ref-THA-0001115917,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0737,Forest Herbarium,All rights reserved,"Drynaria rigidula. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 550. Accessed 2021-07-31",3,4
wfo-0001115917,ver-THA-0001115917.07,kut hang ma (กูดหางม้า)(Northern),0.0,ref-THA-0001115917,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0737,Forest Herbarium,All rights reserved,"Drynaria rigidula. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 550. Accessed 2021-07-31",3,4
wfo-0001115918,ver-THA-0001115918.01,kut hok (กูดฮอก)(Northern),0.0,ref-THA-0001115918,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0731,Forest Herbarium,All rights reserved,"Drynaria sparsisora. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 544–545. Accessed 2021-07-31",3,4
wfo-0001115918,ver-THA-0001115918.02,phang-nga (พังงา)(Malay-Peninsular),0.0,ref-THA-0001115918,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0731,Forest Herbarium,All rights reserved,"Drynaria sparsisora. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 544–545. Accessed 2021-07-31",3,4
wfo-0001115918,ver-THA-0001115918.03,wan ngu kwak (ว่านงูกวัก)(Peninsular),0.0,ref-THA-0001115918,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0731,Forest Herbarium,All rights reserved,"Drynaria sparsisora. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 544–545. Accessed 2021-07-31",3,4
wfo-0001115918,ver-THA-0001115918.04,wao (ว่าว)(Peninsular),0.0,ref-THA-0001115918,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0731,Forest Herbarium,All rights reserved,"Drynaria sparsisora. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 544–545. Accessed 2021-07-31",3,4
wfo-0001107353,ver-THA-0001107353.01,phak linpi (ผักลิ้นปี่)(Peninsular),0.0,ref-THA-0001107353,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0813,Forest Herbarium,All rights reserved,"Marsilea crenata. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 600–602. Accessed 2021-07-31",3,4
wfo-0001107353,ver-THA-0001107353.02,"phak waen (ผักแว่น)(Northern, Central)",0.0,ref-THA-0001107353,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0813,Forest Herbarium,All rights reserved,"Marsilea crenata. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 600–602. Accessed 2021-07-31",3,4
wfo-0001107353,ver-THA-0001107353.03,nu-to (หนูเต๊าะ(Karen-Northern),0.0,ref-THA-0001107353,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0813,Forest Herbarium,All rights reserved,"Marsilea crenata. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 600–602. Accessed 2021-07-31",3,4
