WFOID,description,type,language,contributor,audience,rightsHolder,created,creator,source,Volume,Part,bibliographicCitation,license,rights,URI
wfo-0000521508,"Stems all flowering, solitary, 10–35(–40 cm) cm high; yellowish, brownish or reddish to maroon; often red striped. Flowers solitary; buds ellipsoid. Calyx 2.5–3.5 cm long, the tip erect to recurved; purplish, pinkish, rarely whitish; often glossy. Corolla ca 2–3(–4) cm long; ca 1.5–2 cm of tube exserted beyond calyx, exserted portion of tube weakly curved or ± straight, usually purplish to maroon on outside, occasionally whitish; lower portion of concealed part of tube strongly flexed, often ± geniculate, forming a narrow throat above the ovary; lobes ca 2 mm long, rounded, not denticulate, little-spreading; usually purplish to maroon on both surfaces, occasionally whitish externally and purple to maroon on the interior face; glossy externally. Stamens included, attached ± at point of inflexion of corolla tube; point of attachment hairless. Style yellow or whitish-pink, curved; stigma yellow or whitish-pink, included. Capsule ca 2.5 cm, dehiscent by rotting of the walls.",general,EN,J. Parnell,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000521508,9,2,"Aeginetia indica. Flora of Thailand. Vol. 9. Part 2, 2008. Pg. 144. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03814
wfo-0000521515,"Stems all flowering, clustered or solitary, usually branched, ≤ 10 cm high, usually reddish. Flowers usually clustered, occasionally solitary; buds ellipsoid. Calyx ca 4 cm long, yellowish, apex apiculate and sometimes somewhat recurved, often glossy. Corolla ca 5–7 cm long; ca 2.5–3 cm of tube exserted beyond calyx, tube weakly curved throughout, tube white, uppermost section of exposed part of tube and lobes purplish, throat and centre of lower lip yellow; lobes ca 5 mm long, rounded or deltoid, spreading, the outer margins upcurved, sometimes minutely denticulate. Stamens included, attached ± ⅔ of way down corolla-tube; point of attachment with a distinct tuft of hairs, these effectively closing the throat of the corolla tube. Style curved; stigma included. Capsule dehiscent by rotting of the walls.",general,EN,J. Parnell,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000521515,9,2,"Aeginetia pedunculata. Flora of Thailand. Vol. 9. Part 2, 2008. Pg. 144. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03815
wfo-0000343805,"Rhizome branched. Stem up to 2.5 m high. Leaves with a short petiole; lamina dark green with purple tones, obovate to lanceolate up to 50 by 20 cm. Flowers 1–2 in each cincinnus; bracts green, ovate, 6–9 mm long. Outer tepals lanceolate ca 15 mm; inner tepals joined a base to a 15 mm long, yellow to orange tube, lobes lanceolate, ca 4 cm, yellow or red. Outer staminodes ca 5 by 1 cm; labellum red, often with yellow spots ca 5 cm; stamen lanceolate ca 4.5 cm. Ovary green, ca 5 mm in diam.; style red and yellowish-orange, ca 6 cm. Capsule broadly ovoid 1.5–2 cm long.",general,EN,K. Larsen,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000343805,9,2,"Canna indica. Flora of Thailand. Vol. 9. Part 2, 2008. Pg. 91. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03755
wfo-0000343790,"This name is given to a group of hybrids of unknown origin. They are widely cultivated in the tropics. All floral parts are larger and staminodes broader than in Canna indica. Flower colour varies from red to pink and yellow and in some cultivars spotted, streaked or variegated.",general,EN,K. Larsen,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000343790,9,2,"Canna x generalis. Flora of Thailand. Vol. 9. Part 2, 2008. Pg. 93. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03756
wfo-0000588009,"Tree, 3–4 m high; stem usually unbranched, with large prominent leaf-scars; wood soft and succulent. Leaves ovate or orbicular in outline, up to ca 75 cm long and broad, deeply palmately divided into 3–7 lobes, lobes pinnatifid, with toothed margin, lobe-apex acute to acuminate; petiole 40–100 cm long, 1–3 cm in diam. Flowers fragrant. Staminate flowers in panicles, up to 40(–100) cm long, pendulous; sessile, 3–6 by 1.5–2 cm; calyx ca 2 mm long, 5-lobed, acute; corolla creamy yellow, tube 2.5–3(–6) cm long, lobes 5, twisted in bud, ca 1 by 1.5 cm; filaments ca 1.5 mm long; anthers 1.5–2 mm long, papillose, 2-celled, basifixed, dehiscing longitudinally. Pistillate flowers in few-flowered inflorescences or solitary with a staminate flower on either sides; peduncle 1-2 cm long; bracts fleshy, leaf-like, 1–2 cm long, caducous; calyx lobes oblong, 5–8 mm long, acute, green and fleshy; petals lanceolate, 5–6.5 by 0.8–1.5 cm, obtuse; ovary 3.5–4 by 1.5–1.8 cm; stigma lobes fimbriate, ca 6 mm long. Fruit ellipsoid, cylindrical, narrowly obovoid or pyriform, 20–30 by 8–15 cm, yellow or orange when maturity; thick yellow, orange or red pulp. Seeds ellipsoid, ca 2 mm in diam., black, wrinkled.",general,EN,K. Chayamarit,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000588009,9,2,"Carica papaya. Flora of Thailand. Vol. 9. Part 2, 2008. Pg. 95. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03759
wfo-0000588055,"Herb up to 1 m. Stems thin, puberulous (almost glabrous towards apex), rooting at the nodes. Leaves delicate, asymmetric, ovate oblong to lanceolate, 4–16 by 3–9 cm, apex acuminate to long cuspidate, puberulous on both sides, dentate crenulate, petiole 2–5 cm long. Inflorescences corymbs densely flowered, 4–5 cm across, with two reduced, spathulate leaves at base; peduncles up to 2 cm. Flowers cream coloured, in pairs; pedicels 1–2 mm, without bracteoles. Calyx tube puberulous, ca 1 mm, lobes 4(–5) linear, puberulous. Corolla puberulous outside, inside glabrous, ca 6 mm, lobes 4, rounded, 1–2 mm. Disc cylindric, low with crenate margin. Stamens 2; filaments ca 1 mm, inserted in the middle of the tube; anthers twice as long. Style filiform, ca 5 mm long. Capsule pyramidal, ca 3 mm by 7 mm, 4 lobed, dehiscing by 2 valves. Seeds ca 1 mm long, black, reticulate.",general,EN,C. Tange & K. Larsen,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000588055,9,2,"Carlemannia tetragona. Flora of Thailand. Vol. 9. Part 2, 2008. Pg. 99. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03762
wfo-0000603659,"Small parasitic fleshy herbs (≤ 10 cm); stems very short or absent; pedicels usually very short. Buds covered in copious translucent, tasteless slime when immature. Flowers relatively large. Calyx yellowish or whitish, sometimes dark purple, tubular, ca 3 cm, 3-toothed (reportedly up to 5-toothed), teeth ca 3–6 mm long. Corolla long (ca 5–7 cm) tubular, campanulate, somewhat curved when fresh, 5-lobed; tube dirty white outside, sometimes tinged with purple; lobes ca 1 cm, bluish to violet with a yellow patch on the middle of the lower lip stretching down the interior of the tube. Stamens: filaments yellow; point of attachment with a distinct tuft of hairs, these effectively closing the throat of the corolla tube; 1 pair often prominently spurred; spur with an obvious conical projection at the tip. Style long. Capsule bivalved.",general,EN,J. Parnell,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000603659,9,2,"Christisonia siamensis. Flora of Thailand. Vol. 9. Part 2, 2008. Pg. 146. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03817
wfo-0000764243,"Erect shrub with unbranced or spacely branched stems up to 3 m in diam., up to 3 cm. Leaves with dilated base, petiole short or up to several cm, green or variegated, in some cultivars deep purple or with coloured stripes or spots, oblong-lanceolate to narrowly oblong, 20–60 cm long including petiole; lamina 3–10 cm wide, apex acuminate, midvein raised on lower side. Inflorescence an erect, multi-flowered, green to purple panicle, 30–70 cm long with bracts at base of the spreading branches. Flowers 6–9 mm in diam., shortly petiolate, subtended by few, minute bracts. Perianth segments linear, various shades of pink, yellow or violet; tube 5–7 mm; lobes as long as tube. Stamens slightly shorter than perianth, inserted in the throat of the perianth. Ovary with style as long as perianth or slightly shorter. Capsule shining, reddish green. Seeds usually many, black, shining.",general,EN,P. Suksathan & F. Borchsenius,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000764243,9,2,"Cordyline fruticosa. Flora of Thailand. Vol. 9. Part 2, 2008. Pg. 122. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03791
wfo-0000362979,"Stem 1–2(–3) m, thickened at base, covered by glabrous sheaths, only bearing leaf blades in the apical part, erect when young, later bend over and branching in upper part; sheaths glabrous. Leaf blade to 20–25 by 6–7 cm, cuneate at base, acuminate at apex, glabrous on both sides. Inflorescence on a separate shoot from the rhizome; peduncle short, covered by pubescent, overlapping sheaths, ± globose, ca 8 cm in diam. Bracts glabrous, red, 2–3.5 cm by ca 2.5 cm with rounded apex ending in a yellowish, spine-like tip, 2–3 mm, each subtending 1 flower. Bracteole ca 2 cm, scale-like, falcate, ca 4 mm broad. Flower: calyx yellow with red margin, tube ca 3 cm including ovary, glabrous, ca 5 mm, 3-dentate, each tooth ending in a short spine. Corolla tube ca 3.5 cm long, glabrous, lobes yellowish-orange, glabrous, lateral ones 4.5 by 2 cm, apiculatate, glabrous, median one ca 5.5 cm. Labellum red, glabrous with undulate margin, inside towards the throat pale reddish with scattered ampulliform hairs. Filament petaloid, ca 4 cm long, 1 cm broad at base, 1.5 in the middle, glabrous except at apex which is covered by stiff hairs along the margin; anther ca 1 cm long. Ovary glabrous, 15–18 by 7–10 mm. Fruit unknown.",general,EN,K. Larsen,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000362979,9,2,"Costus dhaninivatii. Flora of Thailand. Vol. 9. Part 2, 2008. Pg. 102. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03767
wfo-0000363056,"Stem to about 3 m, thickend at base, covered by glabrous or pubescent sheaths, only bearing leaf blades in the apical part, erect when young, later bend over and branching in upper part. Leaf blade to 30 by 10 cm, widest above the middle, unequally cuneate at base, acuminate at apex, glabrous or pubescent beneath. Inflorescence on a separate shoot from the rhizome; peduncle 2–10(–20) cm, covered by pubescent, overlapping sheaths, ± globose, 5–9 cm in diam. Bracts red, 2–3.5 by ca 2.5 cm with rounded apex ending in a yellowish, spine-like tip, 2–3 mm, outer surface ± covered by stiff hairs, each subtending 1 flower. Bracteoles as long as bracts but much narrower, at base embracing the ovary. Flower: calyx tube 3–4 cm including ovary, pubescent as the bracts, lobes red, 6–8 mm, ending in a stout spine. Corolla tube shorter than calyx, lobes ca 3.5 by 2 cm, apiculatate, pubescent outside, pink to deep red. Labellum red or orange to yellow with long hairs along the margin, inside towards the throat whitish or yellowish hairy. Stamen puberulous, same colour as labellum or paler. Ovary appressed pubescent. Capsule enclosed by the bracts.",general,EN,K. Larsen,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000363056,9,2,"Costus globosus. Flora of Thailand. Vol. 9. Part 2, 2008. Pg. 102. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03768
