WFOID,vernacularName,identifier,isPreferredName,source,language,countryCode,uri,bibliographicCitation,rights,license
wfo-1000025423,tam yao si khit(ตำหยาวสี่ขีด),ver-THA-1000025423.01,,ref-THA-1000025423,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=08240,"Alphonsea annulata . Flora of Thailand. Vol. 16. Part 1, 2022. Pg. 11. Accessed 2024-06-07",Forest Herbarium,All rights reserved
wfo-0000527334,kluai khang (กล้วยค่าง)(Chaiyaphum),ver-THA-0000527334.01,,ref-THA-0000527334,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=08241,"Alphonsea boniana . Flora of Thailand. Vol. 16. Part 1, 2022. Pg. 13. Accessed 2024-06-07",Forest Herbarium,All rights reserved
wfo-0000527334,mai lueang (ไม้เหลือง)(Chanthaburi),ver-THA-0000527334.02,,ref-THA-0000527334,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=08241,"Alphonsea boniana . Flora of Thailand. Vol. 16. Part 1, 2022. Pg. 13. Accessed 2024-06-07",Forest Herbarium,All rights reserved
wfo-0000527334,tam yao phon tum(ตำหยาวผลตุ่ม),ver-THA-0000527334.03,,ref-THA-0000527334,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=08241,"Alphonsea boniana . Flora of Thailand. Vol. 16. Part 1, 2022. Pg. 13. Accessed 2024-06-07",Forest Herbarium,All rights reserved
wfo-0000527338,tam yao (ตำหยาว)(Narathiwat),ver-THA-0000527338.01,,ref-THA-0000527338,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=08242,"Alphonsea curtisii . Flora of Thailand. Vol. 16. Part 1, 2022. Pg. 14. Accessed 2024-06-07",Forest Herbarium,All rights reserved
wfo-0000527338,sang yu (สังหยู)(Narathiwat),ver-THA-0000527338.02,,ref-THA-0000527338,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=08242,"Alphonsea curtisii . Flora of Thailand. Vol. 16. Part 1, 2022. Pg. 14. Accessed 2024-06-07",Forest Herbarium,All rights reserved
wfo-0000527339,tam yao lek (ตำหยาวเล็ก)(Peninsular),ver-THA-0000527339.01,,ref-THA-0000527339,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=08243,"Alphonsea cylindrica . Flora of Thailand. Vol. 16. Part 1, 2022. Pg. 15. Accessed 2024-06-07",Forest Herbarium,All rights reserved
wfo-0000527340,sang yu (สังหยู)(Narathiwat)(Peninsular),ver-THA-0000527340.01,,ref-THA-0000527340,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=08244,"Alphonsea elliptica . Flora of Thailand. Vol. 16. Part 1, 2022. Pg. 15. Accessed 2024-06-07",Forest Herbarium,All rights reserved
wfo-0000527340,tam yao (ตำหยาว)(Peninsular),ver-THA-0000527340.02,,ref-THA-0000527340,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=08244,"Alphonsea elliptica . Flora of Thailand. Vol. 16. Part 1, 2022. Pg. 15. Accessed 2024-06-07",Forest Herbarium,All rights reserved
wfo-0000527340,bi-sae-ka-yu (บีแซกายู)(Malay-Narathiwat),ver-THA-0000527340.03,,ref-THA-0000527340,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=08244,"Alphonsea elliptica . Flora of Thailand. Vol. 16. Part 1, 2022. Pg. 15. Accessed 2024-06-07",Forest Herbarium,All rights reserved
