WFOID,description,type,language,contributor,audience,rightsHolder,created,creator,source,Volume,Part,bibliographicCitation,license,rights,URI
wfo-0000547534,"On sandy saline soil, along road sides, at 100–200 m altitude.",ecology,EN,L. Phuphathanaphong,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000547534,5,1,"Aristolochia arenicola. Flora of Thailand. Vol. 5. Part 1, 1987. Pg. 3. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00896
wfo-0000547713,Alt. 250–440 m altitude.,ecology,EN,L. Phuphathanaphong,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000547713,5,1,"Aristolochia curtisii. Flora of Thailand. Vol. 5. Part 1, 1987. Pg. 8. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00899
wfo-0000547763,Cultivated.,ecology,EN,L. Phuphathanaphong,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000547763,5,1,"Aristolochia elegans. Flora of Thailand. Vol. 5. Part 1, 1987. Pg. 13. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00902
wfo-0000547853,"In evergreen and dry evergreen forests often by streams, at 750–1300 m altitude.",ecology,EN,L. Phuphathanaphong,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000547853,5,1,"Aristolochia grandis. Flora of Thailand. Vol. 5. Part 1, 1987. Pg. 20. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00907
wfo-0000547862,"On limestone range near sea, up to 250 m altitude.",ecology,EN,L. Phuphathanaphong,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000547862,5,1,"Aristolochia harmandiana. Flora of Thailand. Vol. 5. Part 1, 1987. Pg. 3. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00897
wfo-0000547872,On limestone rocks.,ecology,EN,L. Phuphathanaphong,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000547872,5,1,"Aristolochia helix. Flora of Thailand. Vol. 5. Part 1, 1987. Pg. 6. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00898
wfo-0000547943,In all type of forests; up to 1370 m altitude.,ecology,EN,L. Phuphathanaphong,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000547943,5,1,"Aristolochia kerrii. Flora of Thailand. Vol. 5. Part 1, 1987. Pg. 18. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00905
wfo-0000548202,"Clearings in evergreen forests, at 150–900 m altitude.",ecology,EN,L. Phuphathanaphong,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000548202,5,1,"Aristolochia pierrei. Flora of Thailand. Vol. 5. Part 1, 1987. Pg. 15. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00904
wfo-0000548223,"Common on limestone hills, scattered in deciduous forests, also in evergreen forests and in savannas; at 100–1400 m altitude.",ecology,EN,L. Phuphathanaphong,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000548223,5,1,"Aristolochia pothieri. Flora of Thailand. Vol. 5. Part 1, 1987. Pg. 10. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00900
wfo-0000548271,"On sandy soil at ca 1000 m altitude. Introduced, sometimes escaped from cultivation.",ecology,EN,L. Phuphathanaphong,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000548271,5,1,"Aristolochia ringens. Flora of Thailand. Vol. 5. Part 1, 1987. Pg. 12. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00901
