WFOID,vernacularName,identifier,isPreferredName,source,language,countryCode,uri,bibliographicCitation,rights,license
wfo-0000781260,khae phu (แคผู้)(Northeastern),ver-THA-0000781260.01,0.0,ref-THA-0000781260,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00953,"Barnettia kerrii. Flora of Thailand. Vol. 5. Part 1, 1987. Pg. 58. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000781261,khae khao (แคขาว)(Southwestern),ver-THA-0000781261.01,0.0,ref-THA-0000781261,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00952,"Barnettia pagetii. Flora of Thailand. Vol. 5. Part 1, 1987. Pg. 58. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000781261,lanthom khao (ลั่นทมขาว)(Southwestern),ver-THA-0000781261.02,0.0,ref-THA-0000781261,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00952,"Barnettia pagetii. Flora of Thailand. Vol. 5. Part 1, 1987. Pg. 58. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0001214872,rung arun (รุ่งอรุณ),ver-THA-0001214872.01,0.0,ref-THA-0001214872,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00955,"Campsis radicans. Flora of Thailand. Vol. 5. Part 1, 1987. Pg. 61. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000584055,krapho pla (กระเพาะปลา)(Peninsular),ver-THA-0000584055.01,0.0,ref-THA-0000584055,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00985,"Canscora pentanthera. Flora of Thailand. Vol. 5. Part 1, 1987. Pg. 74. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000584055,phak khom hat khao (ผักโขมหัดเขา)(Peninsular),ver-THA-0000584055.02,0.0,ref-THA-0000584055,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00985,"Canscora pentanthera. Flora of Thailand. Vol. 5. Part 1, 1987. Pg. 74. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000584088,nang chong (นางจอง)(Northeastern),ver-THA-0000584088.01,0.0,ref-THA-0000584088,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01030,"Cansjera rheedei. Flora of Thailand. Vol. 5. Part 1, 1987. Pg. 102. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000584088,ta kai hin (ตาไก่หิน)(Northeastern),ver-THA-0000584088.02,0.0,ref-THA-0000584088,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01030,"Cansjera rheedei. Flora of Thailand. Vol. 5. Part 1, 1987. Pg. 102. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000584088,mueat khon (เหมือดคน)(Southwestern),ver-THA-0000584088.03,0.0,ref-THA-0000584088,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01030,"Cansjera rheedei. Flora of Thailand. Vol. 5. Part 1, 1987. Pg. 102. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000599823,sen (เสน)(Eastern),ver-THA-0000599823.01,0.0,ref-THA-0000599823,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01019,"Champereia manillana. Flora of Thailand. Vol. 5. Part 1, 1987. Pg. 94. Accessed 2021-07-31",Forest Herbarium,All rights reserved
