"taxonID","locality","localityType","distributionText"
"taxon-10-ARISTOLOCHIACEAE","Throughout the world in tropical and temperate regions","world","Distribution: Throughout the world in tropical and temperate regions ; an estimated 650 species in 6-7 genera (3 monospecific), most of the species (about 550) belong to Aristolochia , and most of the remaining (about 75) to the north temperate genus Asarum ; in the Neotropics probably about 250 species in 3 genera; in the Guianas 18 species in one genus."
"taxon-10-ARISTOLOCHIACEAE","Neotropics","world","Distribution: Throughout the world in tropical and temperate regions ; an estimated 650 species in 6-7 genera (3 monospecific), most of the species (about 550) belong to Aristolochia , and most of the remaining (about 75) to the north temperate genus Asarum ; in the Neotropics probably about 250 species in 3 genera; in the Guianas 18 species in one genus."
"taxon-10-ARISTOLOCHIACEAE","Guianas","region","Distribution: Throughout the world in tropical and temperate regions ; an estimated 650 species in 6-7 genera (3 monospecific), most of the species (about 550) belong to Aristolochia , and most of the remaining (about 75) to the north temperate genus Asarum ; in the Neotropics probably about 250 species in 3 genera; in the Guianas 18 species in one genus."
"taxon-1-ARISTOLOCHIA","Tropical and subtropical regions of the world","world","Distribution: Tropical and subtropical regions of the world ; only a few temperate species. In the Guianas in dense primary forest and secondary vegetation or disturbed areas."
"taxon-1-ARISTOLOCHIA","Guianas","region","Distribution: Tropical and subtropical regions of the world ; only a few temperate species. In the Guianas in dense primary forest and secondary vegetation or disturbed areas."
"taxon-1-Aristolochia_bukuti","French Guiana","country","Distribution: Only known from French Guiana ; (FG: 5)."
"taxon-2-Aristolochia_consimilis","Guyana (NW region)","region","Distribution: Guyana (NW region) and French Guiana (GU: 7; FG: 1)."
"taxon-2-Aristolochia_consimilis","French Guiana","country","Distribution: Guyana (NW region) and French Guiana (GU: 7; FG: 1)."
"taxon-3-Aristolochia_cremersii","central French Guiana","region","Distribution: Known only from central French Guiana (FG: 3)."
"taxon-4-Aristolochia_daemoninoxia","Guyana","country","Distribution: Only known from Guyana (GU: 4)."
"taxon-5-Aristolochia_didyma","Colombia","country","Distribution: Colombia , Venezuela , French Guiana , Peru , Amazonian Brazil (+1 collection from Espirito Santo ), Bolivia ; 10 collections studied (FG: 4)."
"taxon-5-Aristolochia_didyma","Venezuela","country","Distribution: Colombia , Venezuela , French Guiana , Peru , Amazonian Brazil (+1 collection from Espirito Santo ), Bolivia ; 10 collections studied (FG: 4)."
"taxon-5-Aristolochia_didyma","French Guiana","country","Distribution: Colombia , Venezuela , French Guiana , Peru , Amazonian Brazil (+1 collection from Espirito Santo ), Bolivia ; 10 collections studied (FG: 4)."
"taxon-5-Aristolochia_didyma","Peru","country","Distribution: Colombia , Venezuela , French Guiana , Peru , Amazonian Brazil (+1 collection from Espirito Santo ), Bolivia ; 10 collections studied (FG: 4)."
"taxon-5-Aristolochia_didyma","Amazonian Brazil","region","Distribution: Colombia , Venezuela , French Guiana , Peru , Amazonian Brazil (+1 collection from Espirito Santo ), Bolivia ; 10 collections studied (FG: 4)."
"taxon-5-Aristolochia_didyma","Espirito Santo","region","Distribution: Colombia , Venezuela , French Guiana , Peru , Amazonian Brazil (+1 collection from Espirito Santo ), Bolivia ; 10 collections studied (FG: 4)."
"taxon-5-Aristolochia_didyma","Bolivia","country","Distribution: Colombia , Venezuela , French Guiana , Peru , Amazonian Brazil (+1 collection from Espirito Santo ), Bolivia ; 10 collections studied (FG: 4)."
"taxon-6-Aristolochia_flava","northern French Guiana","region","Distribution: Known only from the type collection from lowland forest in northern French Guiana ."
"taxon-7-Aristolochia_guianensis","coastal area of E Suriname","region","Distribution: Known from the coastal area of E Suriname and W French Guiana ; (SU: 2; FG: 5)."
"taxon-7-Aristolochia_guianensis","W French Guiana","region","Distribution: Known from the coastal area of E Suriname and W French Guiana ; (SU: 2; FG: 5)."
"taxon-8-Aristolochia_hians","Venezuela","country","Distribution: Venezuela , Guyana , Brazil ; 17 collections studied (GU: 5)."
"taxon-8-Aristolochia_hians","Guyana","country","Distribution: Venezuela , Guyana , Brazil ; 17 collections studied (GU: 5)."
"taxon-8-Aristolochia_hians","Brazil","country","Distribution: Venezuela , Guyana , Brazil ; 17 collections studied (GU: 5)."
"taxon-9-Aristolochia_iquitensis","Amazonian regions of Colombia","region","Distribution: Amazonian regions of Colombia , Peru and Brazil , and the Guianas ; 18 collections studied (GU: 1; SU: 1; FG: 8)."
"taxon-9-Aristolochia_iquitensis","Peru","country","Distribution: Amazonian regions of Colombia , Peru and Brazil , and the Guianas ; 18 collections studied (GU: 1; SU: 1; FG: 8)."
"taxon-9-Aristolochia_iquitensis","Brazil","country","Distribution: Amazonian regions of Colombia , Peru and Brazil , and the Guianas ; 18 collections studied (GU: 1; SU: 1; FG: 8)."
"taxon-9-Aristolochia_iquitensis","Guianas","region","Distribution: Amazonian regions of Colombia , Peru and Brazil , and the Guianas ; 18 collections studied (GU: 1; SU: 1; FG: 8)."
"taxon-10-Aristolochia_leprieurii","Venezuela","country","Distribution: Venezuela (1 coli., Hahn 4915 (P, US) from Portuguesa ), Guyana , French Guiana ; 17 collections studied (GU: 1; FG: 15)."
"taxon-10-Aristolochia_leprieurii","Portuguesa","state","Distribution: Venezuela (1 coli., Hahn 4915 (P, US) from Portuguesa ), Guyana , French Guiana ; 17 collections studied (GU: 1; FG: 15)."
"taxon-10-Aristolochia_leprieurii","Guyana","country","Distribution: Venezuela (1 coli., Hahn 4915 (P, US) from Portuguesa ), Guyana , French Guiana ; 17 collections studied (GU: 1; FG: 15)."
"taxon-10-Aristolochia_leprieurii","French Guiana","country","Distribution: Venezuela (1 coli., Hahn 4915 (P, US) from Portuguesa ), Guyana , French Guiana ; 17 collections studied (GU: 1; FG: 15)."
"taxon-11-Aristolochia_mossii","Venezuela","country","Distribution: Venezuela , French Guiana , Brazil ( Para ); 9 collections studied (FG: 6)."
"taxon-11-Aristolochia_mossii","French Guiana","country","Distribution: Venezuela , French Guiana , Brazil ( Para ); 9 collections studied (FG: 6)."
"taxon-11-Aristolochia_mossii","Brazil","country","Distribution: Venezuela , French Guiana , Brazil ( Para ); 9 collections studied (FG: 6)."
"taxon-11-Aristolochia_mossii","Para","state","Distribution: Venezuela , French Guiana , Brazil ( Para ); 9 collections studied (FG: 6)."
"taxon-12-Aristolochia_paramaribensis","Guianas","region","Distribution: The Guianas , Brazil , Peru ; 10 collections studied (GU: 1; SU: 5; FG: 4)."
"taxon-12-Aristolochia_paramaribensis","Brazil","country","Distribution: The Guianas , Brazil , Peru ; 10 collections studied (GU: 1; SU: 5; FG: 4)."
"taxon-12-Aristolochia_paramaribensis","Peru","country","Distribution: The Guianas , Brazil , Peru ; 10 collections studied (GU: 1; SU: 5; FG: 4)."
"taxon-13-Aristolochia_peltatodeltoidea","Guyana","country","Distribution: Only known from Guyana , Kanuku Mts. , on rock boulders (GU: 3)."
"taxon-13-Aristolochia_peltatodeltoidea","Kanuku Mts.","locality","Distribution: Only known from Guyana , Kanuku Mts. , on rock boulders (GU: 3)."
"taxon-14-Aristolochia_rugosa","Caribbean region","oceanic region","Distribution: Widely distributed in the Caribbean region , W to Brazil and S to Bolivia ; more than 30 collections studied (GU: 4; SU: 1; FG: 2)."
"taxon-14-Aristolochia_rugosa","Brazil","country","Distribution: Widely distributed in the Caribbean region , W to Brazil and S to Bolivia ; more than 30 collections studied (GU: 4; SU: 1; FG: 2)."
