"taxonID","scientificName","namePublishedIn","taxonomicStatus"
"taxon-1-ARISTOLOCHIA","Howardia","Monatsber. Konigl. Preuss. Akad. Wiss. Berlin 1859 584, 607 1860 non Wedd. 1854.","synonym"
"taxon-5-Aristolochia_didyma","Aristolochia rodriguesii","Mem. Inst. Oswaldo Cruz 20 1 76 (140), tab. 72 1927","synonym"
"taxon-8-Aristolochia_hians","Howardia hians","Monatsber. Konigl. Preuss. Akad. Wiss. Berlin 1859 607 1860","synonym"
"taxon-9-Aristolochia_iquitensis","Aristolochia macrophylla","Ann. Sci. Nat. ser. 4 2 68 1854 non Lamarck 1783.","synonym"
"taxon-9-Aristolochia_iquitensis","magnifolia","","synonym"
"taxon-10-Aristolochia_leprieurii","Aristolochia rubromarginata","","synonym"
"taxon-10-Aristolochia_leprieurii","Aristolochia gabrielis","Candollea 4 351 1931","synonym"
"taxon-11-Aristolochia_mossii","Aristolochia dubia","Mem. Inst. Oswaldo Cruz 20 1 111 (175), tab. 103 1927","synonym"
"taxon-14-Aristolochia_rugosa","Aristolochia obtusata","Prod. Veg. Ind. Occ. 126 1788","synonym"
"taxon-14-Aristolochia_rugosa","Howardia obtusata","Monatsber. Konigl. Preuss. Akad. Wiss. Berlin 1859 612 1859","synonym"
"taxon-14-Aristolochia_rugosa","Aristolochia barbata","Ic. Pl. Rar. 3 6 608 1789","synonym"
"taxon-14-Aristolochia_rugosa","Howardia barbata","Monatsber. Konigl. Preuss. Akad. Wiss. Berlin 1859 613 1859","synonym"
"taxon-14-Aristolochia_rugosa","Howardia schomhurgkii","Monatsber. Konigl. Preuss. Akad. Wiss. Berlin 1859 613 1859","synonym"
"taxon-14-Aristolochia_rugosa","Aristolochia rumicifolia","","synonym"
"taxon-14-Aristolochia_rugosa","Aristolochia dictyantha","De Candolle Prodr. 15 1 447 1864","synonym"
"taxon-14-Aristolochia_rugosa","Aristolochia rumicifolia","De Candolle Prodr. 15 1 447 1864","synonym"
"taxon-16-Aristolochia_surinamensis","Aristolochia trilobata","Encycl. 1 251 1783 non Linnaeus.","synonym"
"taxon-16-Aristolochia_surinamensis","Howardia surinamensis","Monatsber. Konigl. Preuss. Akad. Wiss. Berlin 1859 613 1860","synonym"
"taxon-16-Aristolochia_surinamensis","Aristolochia platyloba","Linnaea 22 69 1849.","synonym"
"taxon-16-Aristolochia_surinamensis","Aristolochia macrota","Ann. Sci. Nat. ser. 4 2 43 1854","synonym"
"taxon-17-Aristolochia_trilobata","Aristolochia triloba","Prodromus 1796 214 1796","synonym"
"taxon-17-Aristolochia_trilobata","Aristolochia macroura","Mem. Acad. Real Sci. Lisboa 2 29-34 t. 4 1803","synonym"
"taxon-Aristolochia_weddellii","Aristolochia weddellii","Arch. Bot. Est. Sao Paulo 1 1 19 tab. 8 1925","synonym"
"taxon-Aristolochia_weddellii","Aristolochia longecaudata","Martius Fl. Bras. 4 2 84 1875","synonym"
"taxon-Aristolochia_amara","Abuta amara","Hist. Pl. Guiane 1 620 tab. 251 1775","synonym"
