WFOID,type,language,description,contributor,audience,rightsHolder,created,creator,source,rights,license,bibliographicCitation,URI,Volume,Part
wfo-0000328936,general,EN,"Tree to 30 m. Twigs terete, angled or compressed, the bark pale brown or reddish brown. Leaves with petiole 5–7 mm; lamina 7–10.8 by 1.9–3.8 cm, ovate, lanceolate or elliptic, base cuneate, apex acuminate; midrib impressed on the upper surface, secondary veins 11–17 pairs, intramarginal vein 1. Inflorescence up to 3.5 cm, both terminal and in the upper axils, paniculate, solitary or with several branches from the base; peduncle up to 15 mm, rachis and branches angled or terete. Flowers white, sessile. Hypanthial cup 3.7–4.5 mm, funnel-shaped. Pseudostipe 2 mm. Calyx 5, 0.2–0.4 mm, triangular. Petals 5, 0.9–1.3 mm, orbicular, 5–15 gland dots per petal. Outer stamens 0.9–1 mm; anther 0.15–0.2 by 0.3 mm, wider than long, globose, divaricate. Style 1.4–1.5 mm, approximating the stamens. Ovary 2-locular, ca 6 ovules per locule. Fruits (immature) depressed, globose.",J. Parnell & P. Chantaranothai,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000328936,Forest Herbarium,All rights reserved,"Acmena acuminatissima. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 780. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02951,7,4
wfo-0000532305,general,EN,"Glabrous. Leaves usually quaternate, rarely decussate; lamina narrowly obovate to elliptic, mostly 4–10 cm long, mostly 2–5 cm wide, attenuate at the base to a petiole mostly 4–12 mm long, rounded to obtuse at the apex, dull on both sides; venation pinnate with the midrib raised in the basal part and otherwise obscure. Inflorescences many at the nodes and along the internodes and epicortical runners, sessile 1- to 3- (usually 2-) flowered umbels; pedicels (0.5–)2–4 mm long. Corolla in mature bud 5- or 6-merous, 13–22 mm long, usually slightly inflated at the base, rounded at the apex, mostly red, orange or yellow below and green above, sometimes with a purple zone at the tip. Anther 2–5 mm long, sessile or much longer than the free part of the filament.",B.A. Barlow,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000532305,Forest Herbarium,All rights reserved,"Amyema beccarii. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 667. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02829,7,4
wfo-0000532534,general,EN,"Glabrous but often glaucous, robust. Leaves opposite or scattered; lamina oblong to ovate or broadly elliptic, 7–15 by (2–)3.5–7 cm, thick, truncate or shortly cuneate at the base to a dark-coloured petiole 10–25 mm long, rounded at the apex, dull on both sides; venation pinnate with the midrib and the main laterals distinct on both sides and the midrib prominent and dark-coloured below. Inflorescences at the nodes, a raceme of 1–5 decussate pairs of triads with all flowers pedicellate; axis 3–20 mm long; peduncles of the triads 1.5–5 mm long; pedicels of the flowers 0.5–2 mm long. Corolla in mature bud 6-merous, 45–70 mm long, robust, gradually widened upwards, weakly clavate and obtuse at the apex, red in the lower part, usually dark purple, brown or black at the apex; tube in the open flower 30–48 mm long. Anther 2–3.5 mm long, obtuse, about half as long as the free part of the filament. Style articulate ca 0.5 mm above the base.",B.A. Barlow,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000532534,Forest Herbarium,All rights reserved,"Amylotheca duthieana. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 668. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02831,7,4
wfo-0000552878,general,EN,"Rhizomatous herb up to 2.5 m; base of shoot and young shoots provided with a dense cover of long, soft, reddish-brown hairs. Stem thin, hollow but stiff, with stattered patent and glandular hairs. Leaves few, large, bipinnate or tripinnate compound; stipules partly joined to the petiole, scarious, up to 2 cm, free part bilobed, 4–6 mm, triangular, acute; petiole 15–40 cm with long patent hairs; leaflets narrowly ovate, sessile or petiolate up to 2 cm, middle one symmetric, the two lateral ones strongly asymmetric, base rounded to cordate, apex long acuminate; margin serrate, upper surface dark green or reddish with scattered stiff hairs, lower one pale with prominent tomentose veins. Inflorescence large, terminal panicles up to 40 by 20 cm. Flowers small, white or reddish, subtended by a persistent, narrow, serrate bract ca 2 mm; pedicels 1–2 mm with 1–2 minute bracteoles; sepals ovate, glabrous, 1–2 mm; petals absent or 1–2 minute; stamens 5–10(–12), filaments 2–3 mm; anthers orbicular; ovary of 2 almost free carpels. Carpels divergent, 4–5 mm long.",K. Larsen,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000552878,Forest Herbarium,All rights reserved,"Astilbe rivularis. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 915. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03118,7,4
wfo-0000310830,general,EN,"Small often diffuse shrub less than 2 m sometimes with weeping branches. Outer bark light grey-brown. Twigs grey-brown, soon flaking, with the fissures red-brown tomentose. Stem swollen below nodes. Leaves acerose, 3–8 by 1 mm, flat or channeled, thick, base decurrent. Petioles minute (ca. 1 mm) or absent. Flowers axillary, usually solitary. Bracts minute (ca. 3 by 1 mm). Pedicels minute (ca. 1 mm). Calyx narrowly infundibuliform with raised pustulate glands, ca 3 mm; lobes obtuse ca 1 mm. Pseudostipe absent. Petals white pink, ca 2 mm long. Stamens (8–)10 with the connective expanded into an apical gland (ca. ⅓ as long as the anther). Style 1–1.5 mm, stigma globose. Hypanthium deeply cup-shaped, glabrous. Fruits ca 1.5 by 1.5 mm, brown, topped by persistent calyx lobes and style. Seeds ca 0.5 mm, minutely-tuberculate, reniform.",J. Parnell & P. Chantaranothai,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000310830,Forest Herbarium,All rights reserved,"Baeckea frutescens. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 782. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02953,7,4
wfo-0000559923,general,EN,"Glabrous except for a dense rusty stellate tomentum on the young vegetative parts and inflorescences. Stem internodes somewhat angular when young but soon terete. Leaves opposite or displaced, with pairs of normally developed leaves usually separated by one or more pairs of vestigial ones; normally developed lamina narrowly ovate to ovate, 6–16 by 2–7.5 cm, cuneate to truncate at the base to a petiole 5–17 mm long, acuminate and acute at the apex, dull on both sides; venation pinnate with the midrib visible above and prominent below and other venation obscure; vestigial leaves 5–7 mm long, channeled above, deciduous. Inflorescences at the nodes, a 6- to 12-flowered capitate spike; axis 1–2 mm long; bracts ca 0.5 mm long, concave. Flowers unisexual, dioecious. Corolla in mature bud cylindric or somewhat narrowed in the middle, angular, obtuse, in male flowers ca 4 mm long, in female flowers 2.5–3 mm long, usually white to yellow but sometimes pink or red. Anther ca 1.5 mm long, sessile.",B.A. Barlow,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000559923,Forest Herbarium,All rights reserved,"Baratranthus axanthus. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 668. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02833,7,4
wfo-0000573923,general,EN,"Shrubs 1–5 m high; most parts with stellate hairs. Branchlets more or less terete. Leaves remotely to very serrate, 2.5–16 x 0.6–3.6 cm; petiole ± sessile to ca 80 mm; upper surface, sometimes pubescent, tip acuminate, base cuneate or decurrent or winged, stipules reduced to a line. Inflorescence terminal and or axillary, thyrsoid to spiciform, ca 1.5–31 x 0.5–2 cm, cymes sometimes subtended by a narrowly linear to lanceolate bract 1.5–5 x ca 0.5 mm, sometimes sparsely scaly, and sometimes exceeding length of cymes. Calyx campanulate, entire, 2–3.5 x 1–2.25 mm, inside usually glabrous, sometimes puberulent, teeth 1–1.75 x 0.5–1 mm, narrowly triangular to triangular, apex acuminate, occasionally puberulent with scattered groups of scales, margins sometimes glabrous or puberulent, somtimes with a linear-lanceolate bracteole 1.5–2.25 mm long. Corolla: lobe margins and inside usually glabrous, white, (yellowish-brown and dark red has been recorded); tube 3–6 x 1–1.5 mm; mouth sometimes slightly constricted, with a broad ring of dense usually pilose hairs extending to top of stamens, hairs less dense towards base of tube; lobes 0.75–1.75 x 0.05–1.5 mm, campanulate usually orbicular, sometimes crenate. Stamens clavate, deeply cordate at base, included, top of anthers about level with mouth, 0.5–1 mm; filament ± sessile–0.75 mm, usually about half length of anther. Ovary usually glabrous; conical, pyriform to ovoid, gradually tapering or abruptly narrowed into style, bottom of ovary often with irregular saccate ring; stigma clavate, usually glabrous; pistil 1.75–3.5 mm; ovary 1–1.75 x 0.5–0.75 0.3–0.7 mm, stigma 0.5–0.75 mm; style ca 0.25–1 mm. Capsule conical, 3–4.5 x 1.25–2.25 0.5–1.75 mm. Seeds reticulate, ellipsoid to irregular, 0.5–1 x 0.2–0.35 mm.","P. Opie, J. Parnell",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000573923,Forest Herbarium,All rights reserved,"Buddleja asiatica. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 656. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02820,7,4
wfo-0000574133,general,EN,"Shrubs, 0.8 4 m high; most parts densely stellate. Branchlets slightly rectangular. Leaves shortly petiolate to almost sessile, serrate, acuminate, blade usually decurrent, adaxially gla brous, slightly tomentose or pubescent, abaxially rusty on drying, 3.5–17 x 1–7 cm, stipules small, rounded to triangular, truncate, leaf-like; petiole, ± sessile–15 mm. Inflorescence terminal, spiciform, dense, 5.5–26 x 1–3.5 cm, cymes sometimes interrupted low down, sometimes with a narrowly lanceolate bract 12–22 x 1–3 mm. Calyx campanulate, ca 4–5 mm; teeth ca 1.5–2 x 1.5–3 mm, triangular to narrowly triangular, apex acuminate, inside glabrous; sometimes with a small linear lanceolate bracteole ca 2–4.5 mm. Corolla pinkish to blue to orange, throat sometimes dark orange; tube ca 7–11 x 2–3 mm, mouth with ring of pilose hairs, extending to top of ovary, ± glabrous lower down, outside glabrous under calyx; lobes ivory, margins sometimes slightly pubescent, ca 2–2.5 x 2–3 mm, rounded to slighty crenate. Stamens ± sessile; anthers parallel, oblong, ca 2 x 0.5 mm, top of anther + 0.1 mm below mouth, deeply cordate ± divergent. Ovary conical to ellipsoid, gradually narrowing into style, densely stellate; stigma clavate, glabrous with some hairs on the stigmatic area; pistil ca 6.5 mm; ovary 3–3.5 x 2–1.5 mm, stigma 1.25 mm; style 1.75–2.25 mm. Capsule ovoid ca 10 x 3.5 x 3 mm. Seeds irregular, ca 2–2.5 x 0.3–1 mm, reticulate.","P. Opie, J. Parnell",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000574133,Forest Herbarium,All rights reserved,"Buddleja macrostachya. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 659. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02821,7,4
wfo-0000574137,general,EN,"Scrambling shrub or climber. Branchlets terete, ± furrowed. Leaves petiolate, entire, sometimes remotely sinuate, moderately broad, base ± attenuate to rounded occasionally sub cordate, apex acuminate, underside of immature leaves densely stellate, rusty on drying, ma ture leaves ± moderately stellate. Stipules reduced to a line. Bracts narrowly linear, some very long. Inflorescence terminal and axillary in upper leaves, rather lax, and open, panicu late to thyrsoid; peduncles sessile to long especially towards base of inflorescence. Calyx companulate with very broad, short triangular teeth usually less than 0.25 x the length of the tube. Corolla yellow, orange to salmon; narrowly tubular, sometimes narrowing towards tube-base. Anthers barely included, usually showing in mouth. Ovary sub-globose, densely stellate, base becoming glabrous, style base densely stellate then becoming ± stellate; stigmatic area sometimes with a few villous hairs. Fruit baccate.","P. Opie, J. Parnell",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000574137,Forest Herbarium,All rights reserved,"Buddleja madagascariensis. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 659. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02822,7,4
wfo-0000574187,general,EN,"Shrub or small tree. Branchlets furrowed, terete to sub-terete, mature growth ± stellate. Leaves petiolate, ovate, to oblong, sub entire-serrate, remotely sinuate to crenate decurrent into petiole; upper surface sparsely to densely stellate, mature leaves ± stellate, sometimes slightly bullate. Stipules linear or very small and leafy. Inflorescence in interrupted panicles, terminal and axillary in upper leaves. Bracts lanceolate, sometimes long. Calyx campanulate, teeth triangular, usually more than 0.3 x the length of the tube. Corolla pinkish-cream to lavender, or tube mauve with limb white, usually with orange throat; narrowly tubular; densely stellate, ± glabrous towards base. Top of anthers just below mouth of tube. Ovary ovoid bottle shaped, densely stellate ± glabrous towards base; style ± stellate, with apex glabrous. Fruit a capsule, sparsely ± stellate.","P. Opie, J. Parnell",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000574187,Forest Herbarium,All rights reserved,"Buddleja paniculata. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 660. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02823,7,4
