"taxonID","scientificName","scientificNameAuthorship","taxonRank","family","subfamily","genus","namePublishedIn","taxonomicStatus"
"taxon-156-ACANTHACEAE","ACANTHACEAE","","family","ACANTHACEAE","","","","accepted"
"taxon-1-ANISACANTHUS","ANISACANTHUS","Nees","genus","","","ANISACANTHUS","Linnaea 16 307 1842","accepted"
"taxon-1-Anisacanthus_secundus","Anisacanthus secundus","Leonard","species","","","Anisacanthus","Lloydia 2 213 1939","accepted"
"taxon-2-APHELANDRA","APHELANDRA","R. Br.","genus","","","APHELANDRA","Prodr. 475 1810","accepted"
"taxon-1-Aphelandra_aurantiaca","Aphelandra aurantiaca","Lindl.","species","","","Aphelandra","Edwards's Bot. Reg. 31 ad t. 12 1845","accepted"
"taxon-2-Aphelandra_pulcherrima","Aphelandra pulcherrima","Kunth","species","","","Aphelandra","Humb., Bonpl. & Kunth Nov. Gen. Sp. ed. qu. 2 236 1818","accepted"
"taxon-3-Aphelandra_scabra","Aphelandra scabra","Sm.","species","","","Aphelandra","Rees Cycl. 39 1 Aphelandra no. 3 1818","accepted"
"taxon-3-ASYSTASIA","ASYSTASIA","Blume","genus","","","ASYSTASIA","Bijdr. 796 1826","accepted"
"taxon-1-Asystasia_gangetica","Asystasia gangetica","T. Anderson","species","","","Asystasia","Thwaites Enum. Pl. Zeyl. 235 1860","accepted"
"taxon-4-BARLERIA","BARLERIA","L.","genus","","","BARLERIA","Sp. Pl. 636 1753","accepted"
"taxon-1-Barleria_lupulina","Barleria lupulina","Lindl.","species","","","Barleria","Edwards’s Bot. Reg. 18 ad t. 1483 1832","accepted"
"taxon-5-BLECHUM","BLECHUM","R. Br.","genus","","","BLECHUM","Civ. Nat. Hist. Jamaica 261 1756","accepted"
"taxon-1-Blechum_pyramidatum","Blechum pyramidatum","Urb.","species","","","Blechum","Fedde Repert. Spec. Nov. Regni Veg. 15 323 1918","accepted"
"taxon-6-CROSSANDRA","CROSSANDRA","Salisb.","genus","","","CROSSANDRA","Parad. Lond. ad t. 12 1805","accepted"
"taxon-1-Crossandra_infundibuliformis","Crossandra infundibuliformis","Nees","species","","","Crossandra","Wall. Pl. Asiat. Rar. 3 98 1832","accepted"
"taxon-7-DICLIPTERA","DICLIPTERA","Juss.","genus","","","DICLIPTERA","Ann. Mus. Natl. Hist. Nat. 9 267 1807 nom. cons.","accepted"
"taxon-1-Dicliptera_ciliaris","Dicliptera ciliaris","Juss.","species","","","Dicliptera","Ann. Mus. Natl. Hist. Nat. 9 268 1807","accepted"
"taxon-2-Dicliptera_granvillei","Dicliptera granvillei","Wassh.","species","","","Dicliptera","Brittonia 43 3 1991","accepted"
"taxon-3-Dicliptera_knappii","Dicliptera knappii","Wassh.","species","","","Dicliptera","Brittonia 43 1 1991","accepted"
"taxon-4-Dicliptera_sexangularis","Dicliptera sexangularis","Juss.","species","","","Dicliptera","Ann. Mus. Natl. Hist. Nat. 9 267 1807","accepted"
"taxon-8-ERANTHEMUM","ERANTHEMUM","L.","genus","","","ERANTHEMUM","Sp. Pl. 9 1753","accepted"
"taxon-1-Eranthemum_pulchellum","Eranthemum pulchellum","Andrews","species","","","Eranthemum","Bot. Repos. 2 ad t. 88 1800","accepted"
"taxon-9-GYNOCRATERIUM","GYNOCRATERIUM","Bremek.","genus","","","GYNOCRATERIUM","Bull. Misc. Inform. Kew 1939 557 1940","accepted"
"taxon-1-Gynocraterium_guianense","Gynocraterium guianense","Bremek.","species","","","Gynocraterium","Bull. Misc. Inform. Kew 1939 557 1940","accepted"
"taxon-10-HEMIGRAPHIS","HEMIGRAPHIS","Nees","genus","","","HEMIGRAPHIS","A. DC. Prodr. 11 722 1847","accepted"
"taxon-1-Hemigraphis_alternata","Hemigraphis alternata","T. Anderson","species","","","Hemigraphis","J. Proc. Linn. Soc. Bot. 7 114 1863","accepted"
"taxon-11-HERPETACANTHUS","HERPETACANTHUS","Moric.","genus","","","HERPETACANTHUS","Pl. Nouv. Amér. 159 1847","accepted"
"taxon-1-Herpetacanthus_rotundatus","Herpetacanthus rotundatus","Bremek.","species","","","Herpetacanthus","Recueil Trav. Bot. Néerl. 35 163 1938","accepted"
"taxon-12-HYGROPHILA","HYGROPHILA","R. Br.","genus","","","HYGROPHILA","Prodr. 479 1810","accepted"
"taxon-1-Hygrophila_costata","Hygrophila costata","Nees","species","","","Hygrophila","Pl. Hort. Bonn. Icon. 2 7 t. 3 1824","accepted"
"taxon-2-Hygrophila_erecta","Hygrophila erecta","Hochr.","species","","","Hygrophila","Candollea 5 230 1934","accepted"
"taxon-3-Hygrophila_sandwithii","Hygrophila sandwithii","Bremek.","species","","","Hygrophila","Bull. Misc. Inform. Kew 1939 559 1940","accepted"
"taxon-4-Hygrophila_surinamensis","Hygrophila surinamensis","Bremek.","species","","","Hygrophila","Recueil Trav. Bot. Néerl. 35 155 t. 14 1938","accepted"
"taxon-13-JUSTICIA","JUSTICIA","L.","genus","","","JUSTICIA","Sp. Pl. 15 1753 nom. cons. prop.","accepted"
"taxon-1-Justicia_betonica","Justicia betonica","L.","species","","","Justicia","Sp. Pl. 15 1753","accepted"
"taxon-2-Justicia_calycina","Justicia calycina","V.A.W. Graham","species","","","Justicia","Kew Bull. 43 610 1988","accepted"
"taxon-3-Justicia_carthaginensis","Justicia carthaginensis","Jacq.","species","","","Justicia","Enum. Syst. Pl. 11 1760","accepted"
"taxon-4-Justicia_cayennensis","Justicia cayennensis","Lindau","species","","","Justicia","Engl. & Prantl Nat. Pflanzenfam. 4 3b 350 1895","accepted"
"taxon-5-Justicia_comata","Justicia comata","Lam.","species","","","Justicia","Encycl. 1 632 1785","accepted"
"taxon-6-Justicia_coppenamensis","Justicia coppenamensis","Wassh.","species","","","Justicia","","accepted"
"taxon-7-Justicia_guianensis","Justicia guianensis","Wassh.","species","","","Justicia","Mem. New York Bot. Gard. 64 235 1990","accepted"
"taxon-8-Justicia_laevilinguis","Justicia laevilinguis","Lindau","species","","","Justicia","Bot. Jahrb. Syst. 19 Beibl. 48 20 1894","accepted"
"taxon-9-Justicia_maguirei","Justicia maguirei","Wassh.","species","","","Justicia","Mem. New York Bot. Gard. 64 235 1990","accepted"
"taxon-10-Justicia_mcdowellii","Justicia mcdowellii","Wassh.","species","","","Justicia","Brittonia 54 292 2003 (‘2002’)","accepted"
"taxon-11-Justicia_monachinoi","Justicia monachinoi","Wassh.","species","","","Justicia","Novon 2 66 1992","accepted"
"taxon-12-Justicia_oldemanii","Justicia oldemanii","Wassh.","species","","","Justicia","Brittonia 54 288 2003 ('2002’)","accepted"
"taxon-13-Justicia_pectoralis","Justicia pectoralis","Jacq.","species","","","Justicia","Enum. Syst. Pl. 11 1760","accepted"
"taxon-14-Justicia_polystachia","Justicia polystachia","Lam.","species","","","Justicia","Tabl. Encycl. Méth. Bot. 1 40 1791","accepted"
"taxon-15-Justicia_potarensis","Justicia potarensis","Wassh.","species","","","Justicia","","accepted"
"taxon-16-Justicia_prevostiae","Justicia prevostiae","Wassh.","species","","","Justicia","Brittonia 54 294 2003 ('2002’)","accepted"
"taxon-17-Justicia_secunda","Justicia secunda","Vahl","species","","","Justicia","Symb. Bot. 2 7 1791","accepted"
"taxon-18-Justicia_sphaerosperma","Justicia sphaerosperma","Vahl","species","","","Justicia","Symb. Bot. 2 3 1791","accepted"
"taxon-19-Justicia_sprucei","Justicia sprucei","V.A.W. Graham","species","","","Justicia","Kew Bull. 43 606 1988","accepted"
"taxon-20-Justicia_wilhelminensis","Justicia wilhelminensis","Wassh.","species","","","Justicia","Brittonia 54 296 2003 ('2002’)","accepted"
"taxon-14-LEPIDAGATHIS","LEPIDAGATHIS","Willd.","genus","","","LEPIDAGATHIS","Sp. Pl. 3 400 1800","accepted"
"taxon-1-Lepidagathis_alopecuroidea","Lepidagathis alopecuroidea","Griseb.","species","","","Lepidagathis","Fl. Brit. W. I. 453 1862","accepted"
"taxon-2-Lepidagathis_cataractae","Lepidagathis cataractae","Wassh.","species","","","Lepidagathis","","accepted"
"taxon-3-Lepidagathis_gracilis","Lepidagathis gracilis","Wassh.","species","","","Lepidagathis","Steyerm. et al. Fl. Venez. Guayana 2 358 1995","accepted"
"taxon-4-Lepidagathis_mazarunensis","Lepidagathis mazarunensis","Wassh.","species","","","Lepidagathis","","accepted"
"taxon-5-Lepidagathis_medicaginea","Lepidagathis medicaginea","Wassh.","species","","","Lepidagathis","Steyerm. et al. Fl. Venez. Guayana 2 359 1995","accepted"
"taxon-6-Lepidagathis_nickeriensis","Lepidagathis nickeriensis","Wassh.","species","","","Lepidagathis","Steyerm. et al. Fl. Venez. Guayana 2 359 1995","accepted"
"taxon-15-MEGASKEPASMA","MEGASKEPASMA","Lindau","genus","","","MEGASKEPASMA","Bull. Herb. Boissier 5 666 1897","accepted"
"taxon-1-Megaskepasma_erythrochlamys","Megaskepasma erythrochlamys","Lindau","species","","","Megaskepasma","Bull. Herb. Boissier 5 666 1897","accepted"
"taxon-16-NELSONIA","NELSONIA","R. Br.","genus","","","NELSONIA","Prodr. 481 1810","accepted"
"taxon-1-Nelsonia_canescens","Nelsonia canescens","Spreng.","species","","","Nelsonia","Syst. Veg. 1 42 1824","accepted"
"taxon-17-ODONTONEMA","ODONTONEMA","Nees","genus","","","ODONTONEMA","Linnaea 16 300 1842 nom. cons.","accepted"
"taxon-1-Odontonema_album","Odontonema album","V.M. Baum","species","","","Odontonema","Brittonia 34 424 1982","accepted"
"taxon-2-Odontonema_bracteolatum","Odontonema bracteolatum","Kuntze","species","","","Odontonema","Revis. Gen. Pl. 2 494 1891","accepted"
"taxon-3-Odontonema_mazarunense","Odontonema mazarunense","Wassh.","species","","","Odontonema","Novon 2 150 1992 as ‘mazarunensis’","accepted"
"taxon-4-Odontonema_rutilans","Odontonema rutilans","Kuntze","species","","","Odontonema","Revis. Gen. Pl. 2 494 1891","accepted"
"taxon-5-Odontonema_schomburgkianum","Odontonema schomburgkianum","Kuntze","species","","","Odontonema","Revis. Gen. Pl. 2 493 1891","accepted"
"taxon-18-Pachystachys","Pachystachys","Nees","genus","","","Pachystachys","Mart. Fl. Bras. 9 99 1847","accepted"
"taxon-1-Pachystachys_coccinea","Pachystachys coccinea","Nees","species","","","Pachystachys","A. DC. Prodr. 11 319 1847","accepted"
"taxon-2-Pachystachys_spicata","Pachystachys spicata","Wassh.","species","","","Pachystachys","Proc. Biol. Soc. Wash. 99 175 1986","accepted"
"taxon-19-POLYLYCHNIS","POLYLYCHNIS","Bremek.","genus","","","POLYLYCHNIS","Recueil Trav. Bot. Néerl. 35 160 1938","accepted"
"taxon-1-Polylychnis_fulgens","Polylychnis fulgens","Bremek.","species","","","Polylychnis","Recueil Trav. Bot. Néerl. 35 160 1938","accepted"
"taxon-2-Polylychnis_ovata","Polylychnis ovata","Wassh.","species","","","Polylychnis","","accepted"
"taxon-3-Polylychnis_radicans","Polylychnis radicans","Wassh.","species","","","Polylychnis","","accepted"
"taxon-20-PULCHRANTHUS","PULCHRANTHUS","V.M. Baum, Reveal & Nowicke","genus","","","PULCHRANTHUS","Syst. Bot. 8 212 1983","accepted"
"taxon-1-Pulchranthus_congestus","Pulchranthus congestus","V.M. Baum, Reveal & Nowicke","species","","","Pulchranthus","Syst. Bot. 8 219 1983","accepted"
"taxon-2-Pulchranthus_surinamensis","Pulchranthus surinamensis","V.M. Baum, Reveal & Nowicke","species","","","Pulchranthus","Syst. Bot. 8 214 1983","accepted"
"taxon-3-Pulchranthus_variegatus","Pulchranthus variegatus","V.M. Baum, Reveal & Nowicke","species","","","Pulchranthus","Syst. Bot. 8 216 1983","accepted"
"taxon-21-RUELLIA","RUELLIA","L.","genus","","","RUELLIA","Sp. Pl. 634 1753","accepted"
"taxon-1-Ruellia_amapensis","Ruellia amapensis","Wassh.","species","","","Ruellia","Proc. Biol. Soc. Wash. 115 697 2002","accepted"
"taxon-2-Ruellia_geminiflora","Ruellia geminiflora","Kunth","species","","","Ruellia","Humb., Bonpl. & Kunth Nov. Gen. Sp. ed. qu. 2 240 1818","accepted"
"taxon-2-Ruellia_geminiflora","Ruellia geminiflora","","species","","","Ruellia","Fl. Brit. W. I. 451 1862","accepted"
"taxon-3-Ruellia_inflata","Ruellia inflata","Rich.","species","","","Ruellia","Actes Soc. Hist. Nat. Paris 1 110 1792","accepted"
"taxon-4-Ruellia_longifolia","Ruellia longifolia","Rich.","species","","","Ruellia","Actes Soc. Hist. Nat. Paris 1 110 1792","accepted"
"taxon-5-Ruellia_microcalyx","Ruellia microcalyx","Lindau","species","","","Ruellia","Engl. & Prantl Nat. Pflanzenfam. 4 3b 310 1895","accepted"
"taxon-6-Ruellia_prostrata","Ruellia prostrata","Poir.","species","","","Ruellia","Lam. Encycl. 6 349 1804","accepted"
"taxon-7-Ruellia_rubra","Ruellia rubra","Aubl.","species","","","Ruellia","Hist. Pl. Guiane 2 666 t. 270 1775","accepted"
"taxon-8-Ruellia_saülensis","Ruellia saülensis","Wassh.","species","","","Ruellia","Brittonia 47 422 1995","accepted"
"taxon-9-Ruellia_schnellii","Ruellia schnellii","Wassh.","species","","","Ruellia","Proc. Biol. Soc. Wash. 115 699 2002","accepted"
"taxon-10-Ruellia_tuberosa","Ruellia tuberosa","L.","species","","","Ruellia","Sp. Pl. 635 1753","accepted"
"taxon-11-Ruellia_violacea","Ruellia violacea","Aubl.","species","","","Ruellia","Hist. Pl. Guiane 2 668 t. 271 1775","accepted"
