"multimediaID","taxonID","identifier","title","description"
"media-ID_115","taxon-Trichanthera_gigantea","fotg-a-23-115.gif","Fig. 1",""
"media-ID_116","taxon-Trichanthera_gigantea","fotg-a-23-116.gif","Fig. 2",""
"media-ID_117","taxon-Trichanthera_gigantea","fotg-a-23-117.gif","Fig. 3",""
"media-ID_118","taxon-Trichanthera_gigantea","fotg-a-23-118.gif","Fig. 4",""
"media-ID_119","taxon-Trichanthera_gigantea","fotg-a-23-119.gif","Fig. 5",""
"media-ID_120","taxon-Trichanthera_gigantea","fotg-a-23-120.gif","Fig. 6",""
"media-ID_121","taxon-Trichanthera_gigantea","fotg-a-23-121.gif","Fig. 7",""
"media-ID_122","taxon-Trichanthera_gigantea","fotg-a-23-122.gif","Fig. 8",""
"media-ID_123","taxon-Trichanthera_gigantea","fotg-a-23-123.gif","Fig. 9",""
"media-ID_124","taxon-Trichanthera_gigantea","fotg-a-23-124.gif","Fig. 10",""
"media-ID_125","taxon-Trichanthera_gigantea","fotg-a-23-125.gif","Fig. 11",""
"media-ID_126","taxon-Trichanthera_gigantea","fotg-a-23-126.gif","Fig. 12",""
"media-ID_127","taxon-Trichanthera_gigantea","fotg-a-23-127.gif","Fig. 13",""
"media-ID_128","taxon-Trichanthera_gigantea","fotg-a-23-128.gif","Fig. 14",""
"media-ID_129","taxon-Trichanthera_gigantea","fotg-a-23-129.gif","Fig. 15",""
"media-ID_130","taxon-Trichanthera_gigantea","fotg-a-23-130.gif","Fig. 16",""
"media-ID_131","taxon-Trichanthera_gigantea","fotg-a-23-131.gif","Fig. 17",""
"media-ID_132","taxon-Trichanthera_gigantea","fotg-a-23-132.gif","Fig. 18",""
"media-ID_133","taxon-Trichanthera_gigantea","fotg-a-23-133.gif","Fig. 19",""
"media-ID_134","taxon-Trichanthera_gigantea","fotg-a-23-134.gif","Fig. 20",""
"media-ID_135","taxon-Trichanthera_gigantea","fotg-a-23-135.gif","Fig. 21",""
"media-ID_136","taxon-Trichanthera_gigantea","fotg-a-23-136.gif","Fig. 22",""
"media-ID_137","taxon-Trichanthera_gigantea","fotg-a-23-137.gif","Fig. 23",""
"media-ID_138","taxon-Trichanthera_gigantea","fotg-a-23-138.gif","Fig. 24",""
"media-ID_139","taxon-Trichanthera_gigantea","fotg-a-23-139.gif","Fig. 25",""
"media-ID_140","taxon-Trichanthera_gigantea","fotg-a-23-140.gif","Fig. 26",""
"media-ID_141","taxon-Trichanthera_gigantea","fotg-a-23-141.gif","Fig. 27","Pulchranthus variegatus (Aubl.) V.M. Baum, Reveal & Nowicke: A, habit; B, calyx, corolla and exserted stamens; C, staminode; D, glandular pubescence along rachis (A-D,"
"media-ID_142","taxon-Trichanthera_gigantea","fotg-a-23-142.gif","Fig. 28",""
"media-ID_143","taxon-Trichanthera_gigantea","fotg-a-23-143.gif","Fig. 29",""
"media-ID_144","taxon-Trichanthera_gigantea","fotg-a-23-144.gif","Fig. 30",""
"media-ID_145","taxon-Trichanthera_gigantea","fotg-a-23-145.gif","Fig. 31",""
"media-ID_146","taxon-Trichanthera_gigantea","fotg-a-23-146.gif","Fig. 32",""
"media-ID_147","taxon-Trichanthera_gigantea","fotg-a-23-147.gif","Fig. 33",""
"media-ID_150","taxon-Trichanthera_gigantea","fotg-a-23-150.jpg","Fig. 36",""
"media-ID_151","taxon-Trichanthera_gigantea","fotg-a-23-151.jpg","Fig. 37",""
"media-ID_152","taxon-Trichanthera_gigantea","fotg-a-23-152.jpg","Fig. 38",""
"media-ID_148","taxon-6-Mendoncia_squamuligera","fotg-a-23-148.gif","Fig. 34",""
"media-ID_149","taxon-6-Mendoncia_squamuligera","fotg-a-23-149.gif","Fig. 35",""
"media-ID_153","taxon-6-Mendoncia_squamuligera","fotg-a-23-153.jpg","Fig. 39",""
